11,0,1
ARF5,0.04785405246845741,0
CALM2,0.11860910442065382,0
ARHGEF9,0.02703925821476206,0
ERN1,0.19531143942849516,0
CDKN2A,0.48706777813176355,1
P4HB,0.29649907630092004,0
STX10,0.02014482798073932,0
GNB4,0.0635288646124187,0
KIF5C,0.03422008063314122,0
GART,0.09604011923143942,0
SACM1L,0.02765450904962083,0
SGSM3,0.01505329851699236,0
GORAB,0.010859721339781699,0
NPHP3,0.04545746783453797,0
DAPK1,0.18006545363168136,0
STK17A,0.05089530808070102,0
SPTBN2,0.03715584269855891,0
KIF13B,0.06765075779609483,0
RAPGEF4,0.058223244365901775,0
DOCK2,0.06782456969287708,0
STK33,0.02947223053776023,0
PDK3,0.03715584269855891,0
TGFB1I1,0.05274340927949853,0
POTEF,0.2924806539391007,0
RAPGEF5,0.02510404334575928,0
AP1B1,0.022335161514559502,0
HPS5,0.01505329851699236,0
ARHGEF16,0.030065422491152214,0
CADPS2,0.022335161514559502,0
MAP3K2,0.22678802053782268,0
GNAL,0.05189662889069551,0
CDC42,0.2924806539391007,0
ROS1,0.19930834019596452,1
MPHOSPH8,0.19618641000465364,0
GGA3,0.039572666832419605,0
MUSK,0.16801951656391265,0
TBC1D17,0.02510404334575928,0
AP2B1,0.043578473085822494,0
KIF21A,0.06034143235218068,0
HIPK2,0.23635490853192856,0
STK38,0.04129536531644832,0
SEC22A,0.02014482798073932,0
ASB9,0.0635288646124187,0
FEM1C,0.0635288646124187,0
TOM1L2,0.02510404334575928,0
SSH1,0.07593740689741031,0
ACSL1,0.027223068797922127,0
PPP4C,0.1257427261083541,0
TUBB2B,0.031280426716051614,0
TMED7,0.02014482798073932,0
UNC50,0.010859721339781699,0
NCALD,0.024975433491160687,0
SMYD2,0.0635288646124187,0
ARVCF,0.03363746608653916,0
LPGAT1,0.009487301283161926,0
VPS51,0.02014482798073932,0
PSD3,0.02510404334575928,0
MAPK12,0.19308182264791446,0
ARHGEF3,0.03877765539900446,0
RAB10,0.022335161514559502,0
PTK7,0.1191913551196388,0
PPP2R2A,0.0635288646124187,0
IFT27,0.013564790563275569,0
MAP3K7,0.2329343125222403,0
VPS33A,0.02510404334575928,0
PPP2R2B,0.14928960424858442,0
PDLIM4,0.022335161514559502,0
MYO1F,0.02902058820126125,0
ZAP70,0.12846583330850309,0
FER,0.05216689585814456,0
PGGT1B,0.02510404334575928,0
NGLY1,0.02439490324043819,0
ARFGAP1,0.017912878663590766,0
RGL1,0.01505329851699236,0
DOCK3,0.022335161514559502,0
RAB23,0.02510404334575928,0
DOCK8,0.03363746608653916,0
HHEX,0.19930834019596452,0
ANK2,0.1357022797656979,0
TPM4,0.025786622226823604,1
PPP1CA,0.185444593028806,0
SRC,0.48706777813176355,1
ARHGEF5,0.02947223053776023,0
PRKCD,0.12942704973625857,0
DUSP10,0.0635288646124187,0
KDM5B,0.0635288646124187,0
PPEF1,0.1143658900349119,0
PSEN1,0.332769790426449,0
CTNND2,0.05189662889069551,1
STX11,0.02703925821476206,0
FEM1A,0.058223244365901775,0
KLC1,0.04564310417767474,0
RHOC,0.17527829589253802,0
IKBKE,0.08562122411559091,0
MYH13,0.03897245746162642,0
DUSP19,0.05089530808070102,0
CDKN2B,0.2092829452159152,0
COPZ2,0.01505329851699236,0
MYO1B,0.04379629351109895,0
ANKRD32,0.056301416749758415,0
ANKRD54,0.07593740689741031,0
GUCY1A3,0.024975433491160687,0
KIF15,0.09367911389165168,0
ASB6,0.0635288646124187,0
KIF13A,0.06765075779609483,0
LSM14B,0.014553801352171707,0
DCTN5,0.01505329851699236,0
KIF2B,0.05790756373480646,0
HPCAL1,0.02765450904962083,0
RERG,0.05216689585814456,0
DHDDS,0.022335161514559502,0
PDPK1,0.2119479419198885,0
KIF25,0.05076251774890887,0
IKZF4,0.02510404334575928,0
EEA1,0.04129536531644832,0
KDELR2,0.017912878663590766,0
ASB2,0.03422008063314122,0
PPP1R16A,0.043578473085822494,0
ARHGAP1,0.06782456969287708,0
