,downregulated.wound,upregulated.stress,downregulated.regen,msigdb.wound,msigdb.regen,upregulated.regen,upregulated.wound,msigdb.stress,downregulated.stress
downregulated.wound,-0.05256128347260876,-0.04109842118639574,-0.047521438832427064,-0.05853765348950772,-0.05277977545397205,-0.04794228411830977,-0.04771521960943718,-0.0474526218237804,-0.03976996279510211
upregulated.stress,-0.01320837657378029,-0.02064964265584275,-0.01331314230489554,-0.013842444619869132,-0.015177664884577996,-0.014035415778245519,-0.014188330918335181,-0.01150369468234207,-0.017356065641227464
downregulated.regen,-0.06868980855234567,-0.061456642128063906,-0.06930336214140016,-0.07558783546382679,-0.07177713301647282,-0.06729403197178652,-0.06601518228332232,-0.0663462882870103,-0.058742518748162977
msigdb.wound,-0.07849978272722014,-0.06190914281747016,-0.07495459275159357,-0.10625468123244204,-0.08697707558499175,-0.07394167885933187,-0.07266069038398627,-0.0727949562252518,-0.05921921901897069
msigdb.regen,-0.15022533029715296,-0.1392021097505827,-0.14589655008642183,-0.16566536026597245,-0.1669197367803923,-0.14519975011474362,-0.1468214159377613,-0.14952735850058238,-0.13527179734258224
upregulated.regen,-0.04265334221701473,-0.03688936933852073,-0.04151869651772012,-0.04775416826294075,-0.04394456580350598,-0.04223172872024363,-0.040515094266532485,-0.04008380665295465,-0.03508932320970096
upregulated.wound,-0.04197914803107523,-0.03692645685652767,-0.040424832941047185,-0.04735679105006231,-0.045444450974551624,-0.04071902221066631,-0.04149545163608373,-0.04014895638747225,-0.035513330131912886
msigdb.stress,-0.07722842475968728,-0.07096926913189654,-0.0748254365421738,-0.08213479746613808,-0.08201106629676107,-0.07524783899238753,-0.07580310618148926,-0.08406888519505382,-0.06971535581152623
downregulated.stress,0.0009376792229003544,-0.0063735942499064824,0.0008289673294199427,0.0016863140562270245,0.00038105039366656123,-0.0005986239792840405,-0.0005821240549627612,0.002720584531714831,-0.006066656784783014
