,1,2,3,4,5,6,7,8,9
162,0.00413564929693962,0.00315343258891646,0.00413564929693962,0.00139578163771712,0.0112696443341605,0.00346360628618693,0.00403225806451613,0.00253308519437552,0.0043424317617866
171,0.00470430107526882,0.00305004135649297,0.0043424317617866,0.00149917287014061,0.00780603804797353,0.00191273779983457,0.00460090984284533,0.00398056244830438,0.00413564929693962
188,0.00429073614557485,0.00299834574028122,0.00336021505376344,0.000775434243176179,0.00883995037220844,0.00279156327543424,0.00465260545905707,0.00310173697270471,0.00408395368072787
194,0.00754755996691481,0.00346360628618693,0.00604838709677419,0.00155086848635236,0.0128205128205128,0.00315343258891646,0.00656534325889165,0.00346360628618693,0.00558312655086849
195,0.00485938792390405,0.00346360628618693,0.00511786600496278,0.000930521091811414,0.00966708023159636,0.0043424317617866,0.00501447477253929,0.00408395368072787,0.0049110835401158
206,0.005479735318445,0.00299834574028122,0.00516956162117452,0.00149917287014061,0.00992555831265509,0.00423904052936311,0.00423904052936311,0.00310173697270471,0.00506617038875103
226,0.00211952026468156,0.00134408602150538,0.0027398676592225,0.000568651778329198,0.00610008271298594,0.00201612903225806,0.00258478081058726,0.00098221670802316,0.00227460711331679
232,0.00367038875103391,0.0033085194375517,0.00584160463192721,0.00108560794044665,0.00734077750206782,0.00341191066997519,0.00341191066997519,0.00258478081058726,0.00392886683209264
240,0.00382547559966915,0.00315343258891646,0.00372208436724566,0.0010339123242349,0.00847808105872622,0.00258478081058726,0.0033085194375517,0.00346360628618693,0.00418734491315136
244,0.00320512820512821,0.00299834574028122,0.00398056244830438,0.000930521091811414,0.0119933829611249,0.00248138957816377,0.00356699751861042,0.00361869313482217,0.00320512820512821
261,0.00367038875103391,0.00268817204301075,0.00356699751861042,0.00155086848635236,0.00940860215053763,0.00325682382133995,0.00310173697270471,0.0021712158808933,0.00367038875103391
269,0.00372208436724566,0.00268817204301075,0.00372208436724566,0.00149917287014061,0.00977047146401985,0.00351530190239868,0.00336021505376344,0.0027398676592225,0.0043424317617866
274,0.00382547559966915,0.00299834574028122,0.00511786600496278,0.00108560794044665,0.0103908188585608,0.00289495450785773,0.0037737799834574,0.00299834574028122,0.00444582299421009
279,0.00460090984284533,0.00242969396195203,0.0043424317617866,0.000878825475599669,0.0092535153019024,0.00242969396195203,0.00449751861042184,0.00341191066997519,0.00413564929693962
290,0.00501447477253929,0.00346360628618693,0.00553143093465674,0.00155086848635236,0.011166253101737,0.00439412737799835,0.00423904052936311,0.00315343258891646,0.00465260545905707
313,0.00361869313482217,0.00320512820512821,0.00408395368072787,0.00134408602150538,0.0105976013234078,0.00289495450785773,0.0037737799834574,0.00294665012406948,0.00403225806451613
315,0.00367038875103391,0.0033085194375517,0.00423904052936311,0.00098221670802316,0.0126137303556658,0.00268817204301075,0.00387717121588089,0.00418734491315136,0.00346360628618693
319,0.00398056244830438,0.00186104218362283,0.00537634408602151,0.0010339123242349,0.005479735318445,0.00367038875103391,0.0043424317617866,0.00206782464846981,0.00351530190239868
322,0.00553143093465674,0.00305004135649297,0.00465260545905707,0.00134408602150538,0.0110628618693135,0.00361869313482217,0.00485938792390405,0.00253308519437552,0.00413564929693962
335,0.00320512820512821,0.00232630272952854,0.00346360628618693,0.000775434243176179,0.00703060380479735,0.00227460711331679,0.00367038875103391,0.00237799834574028,0.00310173697270471
336,0.00672043010752688,0.00703060380479735,0.00677212572373863,0.0016025641025641,0.0159739454094293,0.00480769230769231,0.00620347394540943,0.00744416873449132,0.00610008271298594
341,0.00346360628618693,0.00263647642679901,0.00387717121588089,0.00124069478908189,0.00899503722084367,0.0037737799834574,0.00387717121588089,0.00299834574028122,0.00444582299421009
345,0.00418734491315136,0.00341191066997519,0.00573821339950372,0.0010339123242349,0.0116315136476427,0.00516956162117452,0.00522125723738627,0.00398056244830438,0.005479735318445
347,0.00429073614557485,0.00289495450785773,0.005479735318445,0.00139578163771712,0.0123035566583954,0.00346360628618693,0.00392886683209264,0.0027398676592225,0.00429073614557485
354,0.00294665012406948,0.00263647642679901,0.00382547559966915,0.000775434243176179,0.0119933829611249,0.0021712158808933,0.00341191066997519,0.00279156327543424,0.00325682382133995
357,0.00387717121588089,0.00315343258891646,0.00485938792390405,0.000878825475599669,0.00930521091811414,0.00470430107526882,0.00361869313482217,0.00325682382133995,0.00501447477253929
362,0.00305004135649297,0.0016025641025641,0.00408395368072787,0.000568651778329198,0.00646195202646816,0.0027398676592225,0.00320512820512821,0.00222291149710505,0.00367038875103391
386,0.00423904052936311,0.00279156327543424,0.00537634408602151,0.000775434243176179,0.00915012406947891,0.00310173697270471,0.00460090984284533,0.00268817204301075,0.00542803970223325
390,0.00398056244830438,0.0027398676592225,0.0037737799834574,0.000930521091811414,0.0076509511993383,0.00242969396195203,0.00418734491315136,0.0021712158808933,0.00403225806451613
398,0.00310173697270471,0.00305004135649297,0.00356699751861042,0.00139578163771712,0.0105976013234078,0.00294665012406948,0.00315343258891646,0.00346360628618693,0.00294665012406948
415,0.00299834574028122,0.00305004135649297,0.00439412737799835,0.000827129859387924,0.00584160463192721,0.0027398676592225,0.0033085194375517,0.0021712158808933,0.00361869313482217
428,0.00408395368072787,0.00351530190239868,0.00444582299421009,0.00108560794044665,0.011166253101737,0.00186104218362283,0.00423904052936311,0.00429073614557485,0.00398056244830438
430,0.00465260545905707,0.00258478081058726,0.00418734491315136,0.00149917287014061,0.00878825475599669,0.00361869313482217,0.00325682382133995,0.00180934656741108,0.00429073614557485
431,0.00351530190239868,0.00299834574028122,0.00449751861042184,0.00098221670802316,0.00971877584780811,0.00180934656741108,0.00423904052936311,0.00325682382133995,0.00398056244830438
432,0.00480769230769231,0.00775434243176179,0.005479735318445,0.00134408602150538,0.0174214226633581,0.00279156327543424,0.00563482216708023,0.00532464846980976,0.00568651778329198
436,0.00475599669148056,0.00305004135649297,0.00506617038875103,0.000878825475599669,0.0101840363937138,0.0027398676592225,0.00527295285359802,0.00382547559966915,0.00480769230769231
441,0.00392886683209264,0.00258478081058726,0.00532464846980976,0.00155086848635236,0.00977047146401985,0.00429073614557485,0.00367038875103391,0.00196443341604632,0.00423904052936311
447,0.00351530190239868,0.00175765095119934,0.00449751861042184,0.000361869313482217,0.00620347394540943,0.00232630272952854,0.00413564929693962,0.00155086848635236,0.00398056244830438
466,0.00310173697270471,0.00315343258891646,0.00496277915632754,0.0010339123242349,0.00909842845326716,0.0037737799834574,0.0037737799834574,0.00258478081058726,0.00465260545905707
474,0.00403225806451613,0.00289495450785773,0.00454921422663358,0.000827129859387924,0.00734077750206782,0.00263647642679901,0.00429073614557485,0.00248138957816377,0.00423904052936311
480,0.00299834574028122,0.00165425971877585,0.00289495450785773,0.000568651778329198,0.00718569065343259,0.00129239040529363,0.00253308519437552,0.00201612903225806,0.0027398676592225
483,0.00641025641025641,0.00222291149710505,0.005479735318445,0.00134408602150538,0.0125103391232423,0.00279156327543424,0.005479735318445,0.00392886683209264,0.00475599669148056
487,0.00361869313482217,0.00242969396195203,0.00305004135649297,0.000775434243176179,0.0076509511993383,0.00289495450785773,0.00320512820512821,0.00232630272952854,0.0027398676592225
493,0.00408395368072787,0.00299834574028122,0.00418734491315136,0.00129239040529363,0.00889164598842018,0.00356699751861042,0.00382547559966915,0.00268817204301075,0.00398056244830438
497,0.0037737799834574,0.00305004135649297,0.00372208436724566,0.00098221670802316,0.0086848635235732,0.00299834574028122,0.00413564929693962,0.00242969396195203,0.00372208436724566
499,0.00320512820512821,0.0027398676592225,0.00341191066997519,0.0011373035566584,0.00780603804797353,0.00284325889164599,0.00253308519437552,0.00222291149710505,0.00356699751861042
505,0.00242969396195203,0.00253308519437552,0.00279156327543424,0.000930521091811414,0.00796112489660877,0.00222291149710505,0.00253308519437552,0.0021712158808933,0.00258478081058726
507,0.00372208436724566,0.00242969396195203,0.00423904052936311,0.00098221670802316,0.00863316790736146,0.00191273779983457,0.00398056244830438,0.00242969396195203,0.00392886683209264
536,0.00630686517783292,0.00248138957816377,0.0122001654259719,0.00139578163771712,0.0134408602150538,0.00630686517783292,0.00723738626964433,0.00449751861042184,0.00646195202646816
540,0.00460090984284533,0.00346360628618693,0.00387717121588089,0.00139578163771712,0.00796112489660877,0.00310173697270471,0.00444582299421009,0.00258478081058726,0.0037737799834574
548,0.00641025641025641,0.0043424317617866,0.0076509511993383,0.0016025641025641,0.0156637717121588,0.00713399503722084,0.0070822994210091,0.0049110835401158,0.00754755996691481
564,0.00367038875103391,0.00237799834574028,0.00475599669148056,0.00098221670802316,0.0108560794044665,0.0021712158808933,0.00351530190239868,0.00268817204301075,0.00372208436724566
570,0.00222291149710505,0.00227460711331679,0.00268817204301075,0.00098221670802316,0.0065136476426799,0.00196443341604632,0.00232630272952854,0.00201612903225806,0.00263647642679901
572,0.00480769230769231,0.00398056244830438,0.0065136476426799,0.00149917287014061,0.0143713813068652,0.00398056244830438,0.00532464846980976,0.00418734491315136,0.0059449958643507
578,0.00392886683209264,0.00222291149710505,0.00356699751861042,0.0010339123242349,0.00780603804797353,0.00206782464846981,0.00361869313482217,0.00341191066997519,0.00325682382133995
584,0.00454921422663358,0.00165425971877585,0.00465260545905707,0.000516956162117452,0.00630686517783292,0.00201612903225806,0.00454921422663358,0.00180934656741108,0.00408395368072787
585,0.00305004135649297,0.00222291149710505,0.00336021505376344,0.000775434243176179,0.00718569065343259,0.00175765095119934,0.00186104218362283,0.00367038875103391,0.00289495450785773
594,0.00506617038875103,0.00305004135649297,0.00635856079404467,0.00124069478908189,0.0132857733664185,0.00620347394540943,0.00568651778329198,0.00325682382133995,0.00553143093465674
598,0.00356699751861042,0.00248138957816377,0.00305004135649297,0.000827129859387924,0.0070822994210091,0.00149917287014061,0.00279156327543424,0.0027398676592225,0.00305004135649297
599,0.00470430107526882,0.00320512820512821,0.00522125723738627,0.00098221670802316,0.0101840363937138,0.00206782464846981,0.00501447477253929,0.00403225806451613,0.00527295285359802
603,0.00423904052936311,0.00289495450785773,0.00398056244830438,0.000930521091811414,0.0106492969396195,0.00310173697270471,0.00449751861042184,0.00382547559966915,0.0043424317617866
604,0.00325682382133995,0.00237799834574028,0.00325682382133995,0.00129239040529363,0.00904673283705542,0.00299834574028122,0.00315343258891646,0.00165425971877585,0.00310173697270471
621,0.00346360628618693,0.00253308519437552,0.00444582299421009,0.00139578163771712,0.0101840363937138,0.00475599669148056,0.00372208436724566,0.00279156327543424,0.00392886683209264
622,0.00320512820512821,0.00253308519437552,0.00480769230769231,0.000827129859387924,0.00987386269644334,0.00429073614557485,0.00444582299421009,0.0037737799834574,0.00444582299421009
632,0.00444582299421009,0.00305004135649297,0.00527295285359802,0.00139578163771712,0.0108560794044665,0.00211952026468156,0.00532464846980976,0.00413564929693962,0.00563482216708023
633,0.00325682382133995,0.00268817204301075,0.00268817204301075,0.000775434243176179,0.00625516956162117,0.00180934656741108,0.00346360628618693,0.00305004135649297,0.00294665012406948
634,0.00351530190239868,0.00227460711331679,0.00454921422663358,0.000878825475599669,0.00894334160463193,0.00232630272952854,0.00439412737799835,0.00263647642679901,0.00346360628618693
636,0.00175765095119934,0.00149917287014061,0.00305004135649297,0.000723738626964433,0.00692721257237386,0.00227460711331679,0.00227460711331679,0.00170595533498759,0.00294665012406948
643,0.00413564929693962,0.00222291149710505,0.0037737799834574,0.000775434243176179,0.00775434243176179,0.00253308519437552,0.00341191066997519,0.00232630272952854,0.00423904052936311
646,0.0021712158808933,0.00258478081058726,0.00305004135649297,0.000878825475599669,0.00899503722084367,0.00129239040529363,0.00263647642679901,0.00196443341604632,0.00351530190239868
656,0.00258478081058726,0.00124069478908189,0.00268817204301075,0.000672043010752688,0.00790942928039702,0.00175765095119934,0.00186104218362283,0.00206782464846981,0.00206782464846981
664,0.0037737799834574,0.00232630272952854,0.0033085194375517,0.00134408602150538,0.00863316790736146,0.00289495450785773,0.00320512820512821,0.00279156327543424,0.00346360628618693
667,0.0033085194375517,0.00232630272952854,0.00496277915632754,0.000827129859387924,0.00615177832919768,0.00351530190239868,0.00315343258891646,0.00165425971877585,0.00382547559966915
670,0.00604838709677419,0.00398056244830438,0.00858147229114971,0.0016025641025641,0.0169044665012407,0.00806451612903226,0.0070822994210091,0.00522125723738627,0.00723738626964433
682,0.00599669148056245,0.00904673283705542,0.00909842845326716,0.00186104218362283,0.0126137303556658,0.00423904052936311,0.00790942928039702,0.00899503722084367,0.0100806451612903
686,0.00279156327543424,0.0033085194375517,0.00336021505376344,0.0011373035566584,0.0070822994210091,0.00180934656741108,0.00341191066997519,0.00310173697270471,0.00413564929693962
687,0.00635856079404467,0.0021712158808933,0.00485938792390405,0.0010339123242349,0.01095947063689,0.00196443341604632,0.00573821339950372,0.00403225806451613,0.00439412737799835
689,0.00677212572373863,0.00641025641025641,0.005479735318445,0.00118899917287014,0.0165942928039702,0.0033085194375517,0.00687551695616212,0.00610008271298594,0.00584160463192721
690,0.00584160463192721,0.00320512820512821,0.00522125723738627,0.00108560794044665,0.0129755996691481,0.00124069478908189,0.00553143093465674,0.00496277915632754,0.00460090984284533
697,0.00496277915632754,0.00289495450785773,0.00387717121588089,0.000930521091811414,0.0103908188585608,0.0010339123242349,0.00496277915632754,0.00392886683209264,0.00305004135649297
702,0.00480769230769231,0.00392886683209264,0.005479735318445,0.00118899917287014,0.0151468155500414,0.00294665012406948,0.005479735318445,0.00403225806451613,0.00522125723738627
704,0.0037737799834574,0.00305004135649297,0.0033085194375517,0.00118899917287014,0.0102874276261373,0.00284325889164599,0.0033085194375517,0.00310173697270471,0.00382547559966915
708,0.00206782464846981,0.00237799834574028,0.00392886683209264,0.00108560794044665,0.00723738626964433,0.00429073614557485,0.00310173697270471,0.00134408602150538,0.00356699751861042
710,0.00361869313482217,0.00341191066997519,0.00408395368072787,0.00098221670802316,0.00816790736145575,0.00310173697270471,0.00320512820512821,0.00325682382133995,0.00372208436724566
723,0.00248138957816377,0.00144747725392887,0.00201612903225806,0.000413564929693962,0.0059449958643507,0.00144747725392887,0.00222291149710505,0.00196443341604632,0.00211952026468156
728,0.00279156327543424,0.00242969396195203,0.00336021505376344,0.00098221670802316,0.00821960297766749,0.00336021505376344,0.00310173697270471,0.00294665012406948,0.00346360628618693
739,0.00584160463192721,0.00635856079404467,0.00604838709677419,0.00139578163771712,0.0139578163771712,0.00501447477253929,0.00568651778329198,0.00615177832919768,0.00542803970223325
745,0.00449751861042184,0.0033085194375517,0.00506617038875103,0.00124069478908189,0.0108560794044665,0.00480769230769231,0.00465260545905707,0.00279156327543424,0.00423904052936311
751,0.00568651778329198,0.00155086848635236,0.00465260545905707,0.00098221670802316,0.0059449958643507,0.00186104218362283,0.00563482216708023,0.00258478081058726,0.00361869313482217
756,0.00263647642679901,0.00320512820512821,0.00382547559966915,0.00139578163771712,0.00832299421009098,0.00398056244830438,0.00346360628618693,0.0021712158808933,0.00361869313482217
759,0.00460090984284533,0.00336021505376344,0.00454921422663358,0.0010339123242349,0.011373035566584,0.00418734491315136,0.00506617038875103,0.0043424317617866,0.00465260545905707
771,0.0033085194375517,0.00289495450785773,0.00346360628618693,0.000878825475599669,0.00734077750206782,0.00232630272952854,0.00305004135649297,0.00279156327543424,0.00310173697270471
783,0.00527295285359802,0.00367038875103391,0.00527295285359802,0.0016025641025641,0.0129755996691481,0.00398056244830438,0.00444582299421009,0.00356699751861042,0.00542803970223325
786,0.00294665012406948,0.00253308519437552,0.00361869313482217,0.0010339123242349,0.00687551695616212,0.00310173697270471,0.00253308519437552,0.00268817204301075,0.00403225806451613
787,0.00294665012406948,0.00253308519437552,0.0043424317617866,0.00098221670802316,0.00863316790736146,0.00423904052936311,0.00325682382133995,0.00284325889164599,0.00398056244830438
789,0.00449751861042184,0.00356699751861042,0.0065136476426799,0.0011373035566584,0.0105976013234078,0.00584160463192721,0.00454921422663358,0.0033085194375517,0.00573821339950372
825,0.00356699751861042,0.00516956162117452,0.00372208436724566,0.00108560794044665,0.0129755996691481,0.00196443341604632,0.00449751861042184,0.00258478081058726,0.00470430107526882
828,0.00578990901571547,0.00398056244830438,0.008116211745244,0.0016025641025641,0.0163875103391232,0.0076509511993383,0.0070822994210091,0.00542803970223325,0.00734077750206782
839,0.00423904052936311,0.00315343258891646,0.00454921422663358,0.00149917287014061,0.00878825475599669,0.00392886683209264,0.00475599669148056,0.00268817204301075,0.0043424317617866
849,0.00351530190239868,0.00258478081058726,0.00351530190239868,0.000878825475599669,0.00987386269644334,0.00206782464846981,0.00398056244830438,0.00289495450785773,0.00346360628618693
864,0.0037737799834574,0.00237799834574028,0.00444582299421009,0.00155086848635236,0.010339123242349,0.00325682382133995,0.00408395368072787,0.00294665012406948,0.00470430107526882
865,0.00351530190239868,0.00196443341604632,0.00351530190239868,0.000775434243176179,0.005479735318445,0.00305004135649297,0.00315343258891646,0.00253308519437552,0.00336021505376344
868,0.00444582299421009,0.00310173697270471,0.00501447477253929,0.00134408602150538,0.00987386269644334,0.00325682382133995,0.00532464846980976,0.00289495450785773,0.00558312655086849
870,0.00578990901571547,0.00522125723738627,0.00641025641025641,0.00144747725392887,0.0148883374689826,0.00542803970223325,0.00677212572373863,0.00641025641025641,0.00687551695616212
873,0.0043424317617866,0.00315343258891646,0.00439412737799835,0.00149917287014061,0.0120967741935484,0.00429073614557485,0.00465260545905707,0.00284325889164599,0.00460090984284533
875,0.00449751861042184,0.00341191066997519,0.00470430107526882,0.00098221670802316,0.00961538461538462,0.00175765095119934,0.00470430107526882,0.00351530190239868,0.00460090984284533
889,0.00315343258891646,0.00196443341604632,0.00382547559966915,0.000723738626964433,0.00806451612903226,0.00170595533498759,0.00367038875103391,0.00206782464846981,0.00351530190239868
891,0.00232630272952854,0.00242969396195203,0.00403225806451613,0.00098221670802316,0.00635856079404467,0.00341191066997519,0.00279156327543424,0.0016025641025641,0.00305004135649297
896,0.00341191066997519,0.00320512820512821,0.0033085194375517,0.00124069478908189,0.00951199338296112,0.00341191066997519,0.00263647642679901,0.00305004135649297,0.00413564929693962
901,0.00516956162117452,0.00320512820512821,0.00522125723738627,0.00108560794044665,0.0120450785773366,0.00439412737799835,0.00465260545905707,0.00423904052936311,0.00506617038875103
902,0.00325682382133995,0.00242969396195203,0.00382547559966915,0.0010339123242349,0.00915012406947891,0.00408395368072787,0.00346360628618693,0.00294665012406948,0.00372208436724566
915,0.00423904052936311,0.00289495450785773,0.00413564929693962,0.00108560794044665,0.0100289495450786,0.00279156327543424,0.00449751861042184,0.00346360628618693,0.00449751861042184
923,0.0043424317617866,0.00284325889164599,0.00475599669148056,0.00129239040529363,0.0124069478908189,0.00336021505376344,0.00480769230769231,0.0037737799834574,0.00439412737799835
926,0.00439412737799835,0.00253308519437552,0.00449751861042184,0.00155086848635236,0.010339123242349,0.00305004135649297,0.00408395368072787,0.00305004135649297,0.00444582299421009
938,0.00263647642679901,0.00263647642679901,0.00263647642679901,0.0011373035566584,0.00646195202646816,0.00180934656741108,0.00253308519437552,0.00294665012406948,0.00315343258891646
939,0.00356699751861042,0.00320512820512821,0.00465260545905707,0.00098221670802316,0.0108560794044665,0.00180934656741108,0.00382547559966915,0.00279156327543424,0.00403225806451613
943,0.00336021505376344,0.00315343258891646,0.0033085194375517,0.00108560794044665,0.00625516956162117,0.00346360628618693,0.00361869313482217,0.00232630272952854,0.00315343258891646
948,0.00770264681555004,0.00305004135649297,0.00656534325889165,0.00108560794044665,0.0132857733664185,0.00325682382133995,0.00641025641025641,0.00465260545905707,0.00620347394540943
950,0.00336021505376344,0.00237799834574028,0.00408395368072787,0.000930521091811414,0.00682382133995037,0.00465260545905707,0.00346360628618693,0.00232630272952854,0.00315343258891646
964,0.00382547559966915,0.0033085194375517,0.00485938792390405,0.00118899917287014,0.00920181968569065,0.00516956162117452,0.00439412737799835,0.00480769230769231,0.00511786600496278
971,0.00392886683209264,0.00284325889164599,0.00454921422663358,0.000878825475599669,0.00832299421009098,0.0049110835401158,0.00439412737799835,0.00346360628618693,0.00454921422663358
994,0.00336021505376344,0.00237799834574028,0.00387717121588089,0.00155086848635236,0.00987386269644334,0.00408395368072787,0.00346360628618693,0.00439412737799835,0.00284325889164599
1001,0.00475599669148056,0.00237799834574028,0.00454921422663358,0.00144747725392887,0.00951199338296112,0.00392886683209264,0.00537634408602151,0.00284325889164599,0.00454921422663358
1003,0.00325682382133995,0.00242969396195203,0.00429073614557485,0.0010339123242349,0.00961538461538462,0.00485938792390405,0.00439412737799835,0.00351530190239868,0.00423904052936311
1007,0.00465260545905707,0.00253308519437552,0.00501447477253929,0.00118899917287014,0.00863316790736146,0.00279156327543424,0.00449751861042184,0.00294665012406948,0.00444582299421009
1012,0.00398056244830438,0.00299834574028122,0.00604838709677419,0.00098221670802316,0.0086848635235732,0.00403225806451613,0.00387717121588089,0.00206782464846981,0.00480769230769231
1037,0.00299834574028122,0.00320512820512821,0.00289495450785773,0.000775434243176179,0.00754755996691481,0.00186104218362283,0.00351530190239868,0.00299834574028122,0.00284325889164599
1053,0.00289495450785773,0.00237799834574028,0.00423904052936311,0.000930521091811414,0.00770264681555004,0.00454921422663358,0.00268817204301075,0.00248138957816377,0.00403225806451613
1057,0.00268817204301075,0.00124069478908189,0.00284325889164599,0.000516956162117452,0.00692721257237386,0.00144747725392887,0.0021712158808933,0.00139578163771712,0.00315343258891646
1061,0.0049110835401158,0.00253308519437552,0.00460090984284533,0.00108560794044665,0.0121484698097601,0.00211952026468156,0.00506617038875103,0.0037737799834574,0.00398056244830438
1070,0.00299834574028122,0.00299834574028122,0.00429073614557485,0.000827129859387924,0.00677212572373863,0.00315343258891646,0.00320512820512821,0.0027398676592225,0.00367038875103391
1082,0.00403225806451613,0.00227460711331679,0.00449751861042184,0.0010339123242349,0.0101323407775021,0.00305004135649297,0.00439412737799835,0.00279156327543424,0.00408395368072787
1084,0.00367038875103391,0.00268817204301075,0.00439412737799835,0.000878825475599669,0.00997725392886683,0.00175765095119934,0.00460090984284533,0.00310173697270471,0.00439412737799835
1089,0.00398056244830438,0.00237799834574028,0.00568651778329198,0.000827129859387924,0.00971877584780811,0.00227460711331679,0.00465260545905707,0.00248138957816377,0.00449751861042184
1097,0.00403225806451613,0.00248138957816377,0.00382547559966915,0.00134408602150538,0.00971877584780811,0.00268817204301075,0.0037737799834574,0.00248138957816377,0.00387717121588089
1098,0.00305004135649297,0.00124069478908189,0.00501447477253929,0.000723738626964433,0.0065136476426799,0.00258478081058726,0.00356699751861042,0.00155086848635236,0.00315343258891646
1110,0.00444582299421009,0.00284325889164599,0.00542803970223325,0.000775434243176179,0.00687551695616212,0.00439412737799835,0.0043424317617866,0.00279156327543424,0.00465260545905707
1118,0.00351530190239868,0.00320512820512821,0.00413564929693962,0.000827129859387924,0.0070822994210091,0.00367038875103391,0.00336021505376344,0.00336021505376344,0.00398056244830438
1131,0.00149917287014061,0.00186104218362283,0.00325682382133995,0.000827129859387924,0.00558312655086849,0.00263647642679901,0.0021712158808933,0.0016025641025641,0.00279156327543424
1153,0.00496277915632754,0.00372208436724566,0.00558312655086849,0.00139578163771712,0.0101840363937138,0.00341191066997519,0.00392886683209264,0.00444582299421009,0.00568651778329198
1163,0.00253308519437552,0.00222291149710505,0.00253308519437552,0.00108560794044665,0.00780603804797353,0.00242969396195203,0.00237799834574028,0.0021712158808933,0.00263647642679901
1164,0.00382547559966915,0.0033085194375517,0.00408395368072787,0.00098221670802316,0.00852977667493797,0.00465260545905707,0.00382547559966915,0.00336021505376344,0.00423904052936311
1165,0.00361869313482217,0.00263647642679901,0.00325682382133995,0.00118899917287014,0.00837468982630273,0.00268817204301075,0.00392886683209264,0.00242969396195203,0.00325682382133995
1171,0.00253308519437552,0.00268817204301075,0.00242969396195203,0.000878825475599669,0.00718569065343259,0.0011373035566584,0.00237799834574028,0.00346360628618693,0.00201612903225806
1180,0.00449751861042184,0.0033085194375517,0.00372208436724566,0.0011373035566584,0.00796112489660877,0.00222291149710505,0.00403225806451613,0.00449751861042184,0.00299834574028122
1182,0.00392886683209264,0.00248138957816377,0.00418734491315136,0.00118899917287014,0.00997725392886683,0.00299834574028122,0.00361869313482217,0.00299834574028122,0.00454921422663358
1196,0.00382547559966915,0.00506617038875103,0.00506617038875103,0.0011373035566584,0.0156637717121588,0.00170595533498759,0.00568651778329198,0.00320512820512821,0.00610008271298594
1208,0.00496277915632754,0.00392886683209264,0.00568651778329198,0.00149917287014061,0.0171629445822994,0.00289495450785773,0.005479735318445,0.00542803970223325,0.00511786600496278
