degree,aandersoni_regen_up_Fraction_sp_less4,amaculatum_regen_up_Fraction_sp_less4,amexicanum_regen_up_Fraction_sp_less4,celegans_stress_up_Fraction_sp_less4,clupisFamiliaris_wound_up_Fraction_sp_less4,dmelanogaster_stress_up_Fraction_sp_less4,dmelanogaster_wound_up_Fraction_sp_less4,drerio_regen_up_Fraction_sp_less4,ecoli_stress_up_Fraction_sp_less4,mmusculus_stress_up_Fraction_sp_less4,rnorvegicus_wound_up_Fraction_sp_less4,sscrofa_wound_up_Fraction_sp_less4,xlaevis_wound_up_Fraction_sp_less4,xtropicalis_regen_up_Fraction_sp_less4,label,gene_list
59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B3GAT1
92,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,CALM2
55,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,CALM3
122,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,SPG21
105,0.00258500695963412,0.00497116723006562,0.0421554981109565,0.077351362099821,0.00218731358122887,0.0699940345993239,0.00954464108172599,0.00596540067607874,0.00218731358122887,0.0934579439252336,0.0212765957446809,0.0968383376416783,0.0359912507456751,0.0105388745277391,0,SPG20
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GSDMB
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GSDMC
59,0.00278385364883675,0.00377808709484987,0.0115331079737522,0.0186915887850467,0,0.0139192682441837,0.000596540067607874,0.000994233446013124,0.000795386756810499,0.0198846689202625,0.00178962020282362,0.0353947106780672,0.00855040763571287,0.0184927420958441,0,GSDMD
48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,UPK1A
102,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,UPK1B
108,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,DLGAP2
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DLGAP3
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DLGAP1
63,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,DLGAP4
208,0.00119308013521575,0.00258500695963412,0.0220719825014913,0.027043149731557,0.000198846689202625,0.0276396897991648,0.00338039371644462,0.00855040763571287,0.00039769337840525,0.0407635712865381,0.00298270033803937,0.0425531914893617,0.011135414595347,0.0103400278385365,0,DLGAP5
104,0.000198846689202625,0.000198846689202625,0.0115331079737522,0.00894810101411811,0,0.0125273414197654,0.001590773513621,0.00715848081129449,0,0.0240604493935176,0,0.0165042752038179,0.00278385364883675,0.000596540067607874,0,OIP5
196,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,FAM169A
35,0.00298270033803937,0.00576655398687612,0.0198846689202625,0.0294293100019885,0.000198846689202625,0.0240604493935176,0.00198846689202625,0.00178962020282362,0.00198846689202625,0.0300258500695963,0.00616424736528137,0.0483197454762378,0.0135215748657785,0.0198846689202625,0,PTPN18
113,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,LRRFIP2
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PTPN13
124,0.00198846689202625,0.00218731358122887,0.0161065818254126,0.0184927420958441,0.000198846689202625,0.0145158083117916,0.00258500695963412,0.0023861602704315,0.000795386756810499,0.0338039371644462,0.00636309405448399,0.0246569894611255,0.0105388745277391,0.00457347385166037,0,PTPN12
95,0.00198846689202625,0.00457347385166037,0.0284350765559753,0.0393716444621197,0.000596540067607874,0.0367866375024856,0.00576655398687612,0.00298270033803937,0.00178962020282362,0.0491151322330483,0.01590773513621,0.0524955259494929,0.0208789023662756,0.00914694770332074,1,PTPN11
56,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,PTPN14
14,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,LYAR
39,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,TRAPPC6A
41,0.00258500695963412,0.00457347385166037,0.0182938954066415,0.0290316166235832,0.000198846689202625,0.0236627560151123,0.0023861602704315,0.00198846689202625,0.00178962020282362,0.030224696758799,0.00357924040564725,0.0485185921654404,0.012726188108968,0.0208789023662756,0,MZB1
9,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,TRAPPC6B
8,0.000198846689202625,0.00139192682441837,0.0103400278385365,0.0210777490554782,0,0.0272419964207596,0.00377808709484987,0.000795386756810499,0.00119308013521575,0.0194869755418572,0.000596540067607874,0.0290316166235832,0.00795386756810499,0.00218731358122887,0,CDK3
53,0.00178962020282362,0.001590773513621,0.00536886060847087,0.00795386756810499,0,0.00616424736528137,0,0.000198846689202625,0.000198846689202625,0.00934579439252336,0.00039769337840525,0.0176973553390336,0.0039769337840525,0.0109365679061444,0,HLA-DQB1
17,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,MSMB
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HLA-DQB3
28,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,HLA-DQB2
40,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,CDK7
38,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,FOXS1
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAMKK2
29,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,CAMKK1
14,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,CHMP3
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RPL36AL
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHMP7
11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,CHMP6
8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,CHMP5
7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,OR52N4
49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,OR52N2
9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,OR52N1
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LY6G6C
21,0,0,0.0540540540540541,0,0,0,0,0,0,0.162162162162162,0.0810810810810811,0.27027027027027,0.027027027027027,0,1,HOXA13
1,0,0,0.0540540540540541,0,0,0,0,0,0,0.162162162162162,0.0810810810810811,0.297297297297297,0.027027027027027,0,1,HOXA11
348,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,GTF2I
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TDH
3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,TDG
12,0.000198846689202625,0.000198846689202625,0.0105388745277391,0.00815271425730762,0,0.0109365679061444,0.00119308013521575,0.00616424736528137,0,0.0214754424338835,0,0.0151123483793995,0.00258500695963412,0.00039769337840525,0,HN1
11,0,0.000795386756810499,0.0117319546629549,0.0353947106780672,0.000596540067607874,0.0367866375024856,0.00616424736528137,0.00218731358122887,0.000198846689202625,0.0296281566911911,0.003181547027242,0.0405647245973355,0.011135414595347,0.000795386756810499,0,LRRC27
176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,LRRC26
161,0.003181547027242,0.0039769337840525,0.0145158083117916,0.0252535295287333,0,0.0172996619606284,0.001590773513621,0.00198846689202625,0.001590773513621,0.0272419964207596,0.00377808709484987,0.0441439650029827,0.011135414595347,0.0200835156094651,0,LRRC25
5,0,0,0.00735732750049712,0.0282362298667727,0.000596540067607874,0.0262477629747465,0.004772320540863,0.00198846689202625,0,0.0216742891230861,0.00218731358122887,0.0296281566911911,0.00855040763571287,0.000596540067607874,0,LRRC24
24,0.000596540067607874,0.00278385364883675,0.0188904354742494,0.0511035991250746,0.001590773513621,0.0499105189898588,0.00755617418969974,0.00338039371644462,0.00039769337840525,0.046132431895009,0.0103400278385365,0.0586597733147743,0.0220719825014913,0.0039769337840525,0,LRRC23
48,0.00338039371644462,0.00636309405448399,0.0552793795983297,0.0815271425730762,0.0023861602704315,0.0743686617617817,0.0103400278385365,0.00934579439252336,0.003181547027242,0.106382978723404,0.022270829190694,0.109564525750646,0.0361900974348777,0.0163054285146152,0,MPDU1
41,0,0,0.00278385364883675,0.00715848081129449,0,0.00735732750049712,0.00139192682441837,0.000994233446013124,0,0.00497116723006562,0.000795386756810499,0.00775502087890237,0.001590773513621,0,0,LRRC29
792,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,LRRC28
113,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,GCNT4
4,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,GCNT1
5,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,GCNT2
37,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,LPCAT4
301,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,LPCAT2
654,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,LPCAT3
696,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,LPCAT1
39,0.00218731358122887,0.0039769337840525,0.0403658779081328,0.0664147941936767,0.0023861602704315,0.0598528534499901,0.00914694770332074,0.00636309405448399,0.00298270033803937,0.0968383376416783,0.0236627560151123,0.0892821634519785,0.0340027838536488,0.0109365679061444,0,TAGLN
48,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0,ALPP
107,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,PDK1
346,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,PDK3
118,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,PDK2
654,0.000994233446013124,0.00298270033803937,0.017498508649831,0.0246569894611255,0.000795386756810499,0.0224696758798966,0.0023861602704315,0.001590773513621,0.00119308013521575,0.0252535295287333,0.00755617418969974,0.03181547027242,0.0119308013521575,0.00437462716245775,0,EBP
434,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,PDK4
2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,LNPEP
154,0,0,0.000596540067607874,0.00417578047325512,0,0.00258500695963412,0.000994233446013124,0.000596540067607874,0.00119308013521575,0.000994233446013124,0,0.00258500695963412,0.000596540067607874,0,0,ALPI
20,0.000795386756810499,0.00357924040564725,0.0178962020282362,0.0304235434480016,0.000198846689202625,0.0250546828395307,0.0023861602704315,0.001590773513621,0.00119308013521575,0.0230662159475045,0.00338039371644462,0.0342016305428515,0.00934579439252336,0.004772320540863,0,SEC61A1
24,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,SEC61A2
196,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,ALPL
13,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,PECR
121,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,DDIT3
70,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,DDIT4
175,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,HYAL1
181,0,0,0.000994233446013124,0.0123284947305627,0,0.0115331079737522,0.001590773513621,0.00039769337840525,0.000596540067607874,0.00139192682441837,0.00198846689202625,0.00835156094651024,0.000994233446013124,0.000596540067607874,0,CT45A1
112,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,PTPMT1
48,0,0.00039769337840525,0.00795386756810499,0.0417578047325512,0,0.0316166235832173,0.00536886060847087,0.00139192682441837,0.00517001391926824,0.0276396897991648,0.0252535295287333,0.0373831775700935,0.00338039371644462,0.000596540067607874,0,ATP5C1
138,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,NPC2
6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NPC1
273,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,RAB3GAP2
348,0,0.000198846689202625,0.0023861602704315,0.00377808709484987,0,0.00338039371644462,0.00039769337840525,0.000198846689202625,0.000198846689202625,0.00298270033803937,0.000198846689202625,0.00178962020282362,0.000596540067607874,0,0,BHLHA15
184,0.000198846689202625,0.000198846689202625,0.00198846689202625,0.00835156094651024,0,0.00656194074368662,0.000795386756810499,0.000198846689202625,0,0.0107377212169417,0.000596540067607874,0.00934579439252336,0.003181547027242,0.000795386756810499,0,RAB3GAP1
14,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,DAG1
349,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,ETHE1
3,0.000795386756810499,0.003181547027242,0.0212765957446809,0.0353947106780672,0,0.041360111354146,0.00576655398687612,0.00178962020282362,0.00198846689202625,0.0312189302048121,0.003181547027242,0.046132431895009,0.0137204215549811,0.003181547027242,0,SGSM3
53,0,0,0.00198846689202625,0.00417578047325512,0,0.003181547027242,0,0.000198846689202625,0,0.00218731358122887,0,0.00278385364883675,0,0.001590773513621,0,KDM1A
67,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,KDM1B
591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIST1H3H
426,0.003181547027242,0.00417578047325512,0.0155100417578047,0.0258500695963412,0,0.0180950487174389,0.001590773513621,0.00198846689202625,0.001590773513621,0.0294293100019885,0.0039769337840525,0.0467289719626168,0.0113342612845496,0.0204812089878704,0,FCER1G
33,0,0,0.000994233446013124,0.0121296480413601,0,0.0113342612845496,0.00139192682441837,0.00039769337840525,0.000596540067607874,0.00139192682441837,0.00198846689202625,0.00775502087890237,0.000994233446013124,0.000596540067607874,0,BTG4
62,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,BTG3
9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,BTG2
723,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,BTG1
51,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,SRD5A3
72,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,SRD5A1
