degree,celegans_stress_down_Fraction_sp_less4,dmelanogaster_stress_down_Fraction_sp_less4,dmelanogaster_wound_down_Fraction_sp_less4,drerio_regen_down_Fraction_sp_less4,hsapiens_regen_down_Fraction_sp_less4,hsapiens_stress_down_Fraction_sp_less4,hsapiens_wound_down_Fraction_sp_less4,mmusculus_stress_down_Fraction_sp_less4,rnorvegicus_wound_down_Fraction_sp_less4,sscrofa_wound_down_Fraction_sp_less4,label,gene_list
10,0.770588235294118,0.858695652173913,0.852534562211982,0.847025495750708,0.879656160458453,0.868279569892473,0.888888888888889,0.859078590785908,0.925257731958763,0.918981481481482,1,ABI1
1,0.6,0.684782608695652,0.783410138248848,0.69971671388102,0.730659025787966,0.706989247311828,0.756613756613757,0.712737127371274,0.847938144329897,0.796296296296296,1,CTNNA2
7,0.982352941176471,0.989130434782609,0.990783410138249,0.991501416430595,0.997134670487106,0.991935483870968,0.994708994708995,0.986449864498645,0.994845360824742,0.988425925925926,1,JUN
13,0.897058823529412,0.902173913043478,0.935483870967742,0.926345609065156,0.959885386819484,0.922043010752688,0.936507936507937,0.937669376693767,0.961340206185567,0.965277777777778,1,NTRK3
5,0.797058823529412,0.826086956521739,0.857142857142857,0.852691218130312,0.908309455587393,0.833333333333333,0.851851851851852,0.899728997289973,0.925257731958763,0.907407407407407,1,TLX3
2,0.970588235294118,0.989130434782609,1,0.988668555240793,0.982808022922636,0.981182795698925,0.984126984126984,0.986449864498645,0.994845360824742,0.99537037037037,1,BCR
5,0.911764705882353,0.934782608695652,0.898617511520737,0.909348441926346,0.939828080229226,0.922043010752688,0.91005291005291,0.924119241192412,0.963917525773196,0.958333333333333,1,CCNC
1,0.888235294117647,0.891304347826087,0.903225806451613,0.895184135977337,0.94269340974212,0.911290322580645,0.91005291005291,0.880758807588076,0.945876288659794,0.946759259259259,1,COL1A1
2,0.952941176470588,0.978260869565217,0.967741935483871,0.949008498583569,0.95702005730659,0.962365591397849,0.957671957671958,0.959349593495935,0.971649484536082,0.983796296296296,1,SOCS1
1,0.861764705882353,0.880434782608696,0.866359447004608,0.864022662889518,0.905444126074499,0.870967741935484,0.899470899470899,0.888888888888889,0.93298969072165,0.923611111111111,1,TBX3
1,0.923529411764706,0.923913043478261,0.912442396313364,0.912181303116147,0.939828080229226,0.946236559139785,0.925925925925926,0.934959349593496,0.961340206185567,0.958333333333333,1,DDB2
3,0.520588235294118,0.543478260869565,0.626728110599078,0.555240793201133,0.624641833810888,0.551075268817204,0.597883597883598,0.5420054200542,0.737113402061856,0.680555555555556,1,SEPT6
1,0.961764705882353,0.956521739130435,0.976958525345622,0.957507082152975,0.977077363896848,0.975806451612903,0.957671957671958,0.97289972899729,0.981958762886598,0.983796296296296,1,MALAT1
19,0.970588235294118,1,0.986175115207373,0.96600566572238,0.979942693409742,0.986559139784946,0.984126984126984,0.986449864498645,0.989690721649485,0.988425925925926,1,SMAD2
5,0.735294117647059,0.793478260869565,0.857142857142857,0.777777777777778,0.808022922636103,0.790322580645161,0.814814814814815,0.81029810298103,0.889175257731959,0.881944444444444,1,PTPRK
22,0.717647058823529,0.760869565217391,0.797235023041475,0.767705382436261,0.816618911174785,0.758064516129032,0.841269841269841,0.769647696476965,0.86340206185567,0.847222222222222,1,CLTCL1
1,0.920588235294118,0.956521739130435,0.949308755760369,0.949008498583569,0.968481375358166,0.951612903225806,0.941798941798942,0.97289972899729,0.974226804123711,0.972222222222222,1,ACVR1
61,0.967647058823529,1,0.990783410138249,0.985835694050991,0.994269340974212,0.997311827956989,0.984126984126984,0.986449864498645,0.994845360824742,0.993055555555556,1,AKT1
11,0.861764705882353,0.880434782608696,0.921658986175115,0.944444444444444,0.945558739255014,0.905913978494624,0.920634920634921,0.929539295392954,0.943298969072165,0.958333333333333,1,ZMYM2
15,0.873529411764706,0.91304347826087,0.91705069124424,0.892351274787535,0.94269340974212,0.903225806451613,0.904761904761905,0.907859078590786,0.951030927835051,0.94212962962963,1,DDX3X
7,0.814705882352941,0.826086956521739,0.898617511520737,0.864022662889518,0.888252148997135,0.876344086021505,0.873015873015873,0.899728997289973,0.920103092783505,0.93287037037037,1,CNOT3
1,0.894117647058824,0.91304347826087,0.912442396313364,0.88385269121813,0.948424068767908,0.913978494623656,0.931216931216931,0.924119241192412,0.948453608247423,0.960648148148148,1,TSHR
12,0.923529411764706,0.934782608695652,0.930875576036866,0.946175637393768,0.94269340974212,0.956989247311828,0.952380952380952,0.959349593495935,0.963917525773196,0.965277777777778,1,STAT5B
1,0.344117647058824,0.576086956521739,0.483870967741935,0.439093484419263,0.472779369627507,0.330645161290323,0.518518518518518,0.395663956639566,0.577319587628866,0.548611111111111,1,PRF1
28,0.864705882352941,0.83695652173913,0.898617511520737,0.906515580736544,0.934097421203438,0.908602150537634,0.91005291005291,0.888888888888889,0.948453608247423,0.949074074074074,1,DEK
35,0.617647058823529,0.652173913043478,0.728110599078341,0.805555555555556,0.722063037249284,0.688172043010753,0.767195767195767,0.680216802168022,0.822164948453608,0.805555555555556,1,TNFRSF17
2,0.823529411764706,0.858695652173913,0.834101382488479,0.844192634560907,0.876790830945559,0.846774193548387,0.857142857142857,0.821138211382114,0.917525773195876,0.902777777777778,1,FCGR2B
7,0.982352941176471,0.989130434782609,0.995391705069124,0.974504249291785,0.98567335243553,0.991935483870968,0.984126984126984,0.981029810298103,0.987113402061856,0.979166666666667,1,RAD21
7,0.95,0.956521739130435,0.967741935483871,0.963172804532578,0.979942693409742,0.983870967741935,0.968253968253968,0.978319783197832,0.979381443298969,0.990740740740741,1,RAC1
174,0.602941176470588,0.739130434782609,0.71889400921659,0.694444444444444,0.730659025787966,0.698924731182796,0.772486772486772,0.677506775067751,0.801546391752577,0.770833333333333,1,PTPRD
161,0.879411764705882,0.923913043478261,0.898617511520737,0.881019830028329,0.939828080229226,0.911290322580645,0.925925925925926,0.924119241192412,0.966494845360825,0.94212962962963,1,TFE3
1,0.761764705882353,0.804347826086957,0.811059907834101,0.793201133144476,0.822349570200573,0.806451612903226,0.851851851851852,0.845528455284553,0.894329896907217,0.893518518518518,1,CAMTA1
1,0.65,0.673913043478261,0.811059907834101,0.773371104815864,0.813753581661891,0.763440860215054,0.793650793650794,0.78319783197832,0.876288659793814,0.854166666666667,1,CREB3L1
18,0.623529411764706,0.717391304347826,0.80184331797235,0.742209631728045,0.799426934097421,0.712365591397849,0.814814814814815,0.764227642276423,0.858247422680412,0.831018518518518,1,KTN1
14,0.726470588235294,0.771739130434783,0.815668202764977,0.777777777777778,0.816618911174785,0.766129032258065,0.846560846560847,0.799457994579946,0.876288659793814,0.865740740740741,1,CRTC1
10,0.632352941176471,0.706521739130435,0.695852534562212,0.638888888888889,0.699140401146132,0.639784946236559,0.724867724867725,0.731707317073171,0.806701030927835,0.800925925925926,1,RSPO2
1,0.914705882352941,0.91304347826087,0.963133640552995,0.906515580736544,0.954154727793696,0.943548387096774,0.941798941798942,0.959349593495935,0.974226804123711,0.969907407407407,1,MLH1
1,0.870588235294118,0.891304347826087,0.894009216589862,0.872521246458923,0.922636103151863,0.905913978494624,0.888888888888889,0.883468834688347,0.95360824742268,0.944444444444444,1,NOTCH2
12,0.602941176470588,0.695652173913043,0.764976958525346,0.777777777777778,0.747851002865329,0.709677419354839,0.767195767195767,0.680216802168022,0.819587628865979,0.821759259259259,1,FSTL3
4,0.967647058823529,0.978260869565217,0.981566820276498,0.980169971671388,0.988538681948424,0.978494623655914,0.984126984126984,0.991869918699187,0.987113402061856,0.988425925925926,1,MAX
70,0.708823529411765,0.739130434782609,0.783410138248848,0.71671388101983,0.739255014326648,0.690860215053763,0.751322751322751,0.723577235772358,0.783505154639175,0.796296296296296,1,KAT6B
5,0.870588235294118,0.880434782608696,0.870967741935484,0.881019830028329,0.931232091690544,0.919354838709677,0.920634920634921,0.91869918699187,0.945876288659794,0.946759259259259,1,MALT1
2,0.961764705882353,0.967391304347826,0.976958525345622,0.977337110481586,0.979942693409742,0.986559139784946,0.984126984126984,0.978319783197832,0.981958762886598,0.986111111111111,1,BCL3
3,0.947058823529412,0.967391304347826,0.949308755760369,0.949008498583569,0.965616045845272,0.962365591397849,0.962962962962963,0.962059620596206,0.974226804123711,0.974537037037037,1,RPL5
40,0.876470588235294,0.91304347826087,0.912442396313364,0.915014164305949,0.94269340974212,0.924731182795699,0.899470899470899,0.929539295392954,0.958762886597938,0.956018518518518,1,WWTR1
4,0.767647058823529,0.793478260869565,0.820276497695853,0.784702549575071,0.819484240687679,0.774193548387097,0.788359788359788,0.829268292682927,0.896907216494845,0.893518518518518,1,CNBP
3,0.476470588235294,0.543478260869565,0.56221198156682,0.484419263456091,0.547277936962751,0.486559139784946,0.597883597883598,0.5420054200542,0.597938144329897,0.576388888888889,1,ARHGEF10L
1,0.929411764705882,0.956521739130435,0.953917050691244,0.951841359773371,0.968481375358166,0.962365591397849,0.947089947089947,0.959349593495935,0.966494845360825,0.969907407407407,1,ETV4
14,0.970588235294118,0.989130434782609,0.986175115207373,0.980169971671388,0.994269340974212,0.994623655913978,0.984126984126984,0.989159891598916,0.992268041237113,0.990740740740741,1,CREBBP
14,0.961764705882353,0.978260869565217,0.963133640552995,0.968838526912181,0.979942693409742,0.975806451612903,0.968253968253968,0.978319783197832,0.981958762886598,0.988425925925926,1,PPARG
2,0.632352941176471,0.728260869565217,0.714285714285714,0.719546742209632,0.802292263610315,0.71505376344086,0.825396825396825,0.712737127371274,0.801546391752577,0.805555555555556,1,FBLN2
2,0.873529411764706,0.847826086956522,0.894009216589862,0.909348441926346,0.936962750716332,0.908602150537634,0.899470899470899,0.926829268292683,0.958762886597938,0.953703703703704,1,WT1
5,0.711764705882353,0.728260869565217,0.84331797235023,0.759206798866855,0.805157593123209,0.798387096774194,0.772486772486772,0.788617886178862,0.881443298969072,0.87962962962963,1,BAZ1A
7,0.838235294117647,0.858695652173913,0.84331797235023,0.872521246458923,0.92836676217765,0.887096774193548,0.91005291005291,0.886178861788618,0.948453608247423,0.93287037037037,1,CCR7
17,0.858823529411765,0.858695652173913,0.861751152073733,0.888888888888889,0.891117478510029,0.879032258064516,0.888888888888889,0.86449864498645,0.927835051546392,0.918981481481482,1,PBX1
7,0.932352941176471,0.945652173913043,0.944700460829493,0.960339943342776,0.965616045845272,0.943548387096774,0.952380952380952,0.959349593495935,0.97680412371134,0.974537037037037,1,XPA
53,0.905882352941176,0.902173913043478,0.926267281105991,0.916666666666667,0.936962750716332,0.922043010752688,0.925925925925926,0.932249322493225,0.966494845360825,0.960648148148148,1,PCBP1
6,0.894117647058824,0.902173913043478,0.898617511520737,0.909348441926346,0.94269340974212,0.924731182795699,0.920634920634921,0.943089430894309,0.963917525773196,0.951388888888889,1,ERG
7,0.852941176470588,0.847826086956522,0.889400921658986,0.864022662889518,0.885386819484241,0.862903225806452,0.894179894179894,0.869918699186992,0.940721649484536,0.94212962962963,1,POT1
3,0.829411764705882,0.869565217391304,0.870967741935484,0.855524079320113,0.896848137535817,0.862903225806452,0.888888888888889,0.821138211382114,0.927835051546392,0.928240740740741,1,CBLC
4,0.738235294117647,0.771739130434783,0.834101382488479,0.730878186968839,0.767908309455587,0.776881720430108,0.751322751322751,0.766937669376694,0.86340206185567,0.847222222222222,1,MUTYH
2,0.838235294117647,0.847826086956522,0.921658986175115,0.878186968838527,0.919770773638969,0.908602150537634,0.91005291005291,0.907859078590786,0.95360824742268,0.94212962962963,1,FANCE
3,0.894117647058824,0.934782608695652,0.912442396313364,0.892351274787535,0.92836676217765,0.913978494623656,0.899470899470899,0.91869918699187,0.951030927835051,0.949074074074074,1,NF1
3,0.929411764705882,0.956521739130435,0.935483870967742,0.951841359773371,0.974212034383954,0.946236559139785,0.952380952380952,0.943089430894309,0.974226804123711,0.969907407407407,1,CALR
4,0.855882352941176,0.869565217391304,0.903225806451613,0.875354107648725,0.91404011461318,0.900537634408602,0.878306878306878,0.907859078590786,0.945876288659794,0.951388888888889,1,SRSF3
4,0.861764705882353,0.83695652173913,0.884792626728111,0.886685552407932,0.925501432664756,0.889784946236559,0.867724867724868,0.89159891598916,0.935567010309278,0.930555555555556,1,WRN
1,0.852941176470588,0.83695652173913,0.870967741935484,0.875354107648725,0.896848137535817,0.905913978494624,0.862433862433862,0.915989159891599,0.943298969072165,0.925925925925926,1,ELL
1,0.888235294117647,0.902173913043478,0.930875576036866,0.889518413597734,0.934097421203438,0.92741935483871,0.925925925925926,0.932249322493225,0.958762886597938,0.951388888888889,1,ETV5
2,0.767647058823529,0.847826086956522,0.797235023041475,0.804532577903683,0.848137535816619,0.827956989247312,0.814814814814815,0.823848238482385,0.912371134020619,0.877314814814815,1,MYO5A
11,0.914705882352941,0.902173913043478,0.944700460829493,0.926345609065156,0.95702005730659,0.946236559139785,0.931216931216931,0.934959349593496,0.969072164948454,0.967592592592593,1,TCF7L2
2,0.664705882352941,0.717391304347826,0.824884792626728,0.745042492917847,0.813753581661891,0.75,0.804232804232804,0.769647696476965,0.858247422680412,0.861111111111111,1,NIN
6,0.617647058823529,0.673913043478261,0.663594470046083,0.665722379603399,0.64756446991404,0.53494623655914,0.703703703703704,0.604336043360434,0.734536082474227,0.731481481481482,1,BCL9L
5,0.858823529411765,0.869565217391304,0.894009216589862,0.872521246458923,0.934097421203438,0.911290322580645,0.899470899470899,0.921409214092141,0.95360824742268,0.939814814814815,1,AFF4
43,0.944117647058824,0.956521739130435,0.95852534562212,0.954674220963173,0.977077363896848,0.96505376344086,0.962962962962963,0.97289972899729,0.979381443298969,0.979166666666667,1,SETDB1
2,0.314705882352941,0.423913043478261,0.433179723502304,0.41643059490085,0.404011461318052,0.362903225806452,0.428571428571429,0.398373983739837,0.541237113402062,0.543981481481482,1,KDSR
2,0.897058823529412,0.934782608695652,0.930875576036866,0.926345609065156,0.95702005730659,0.935483870967742,0.915343915343915,0.934959349593496,0.969072164948454,0.962962962962963,1,LATS1
5,0.826470588235294,0.83695652173913,0.875576036866359,0.875354107648725,0.905444126074499,0.85752688172043,0.873015873015873,0.869918699186992,0.938144329896907,0.923611111111111,1,ATRX
11,0.844117647058824,0.869565217391304,0.903225806451613,0.898016997167139,0.922636103151863,0.916666666666667,0.888888888888889,0.926829268292683,0.956185567010309,0.93287037037037,1,FGFR1OP
4,0.947058823529412,0.978260869565217,0.972350230414747,0.957507082152975,0.968481375358166,0.962365591397849,0.952380952380952,0.967479674796748,0.987113402061856,0.974537037037037,1,FOXO3
2,0.455882352941176,0.358695652173913,0.534562211981567,0.555555555555556,0.472779369627507,0.405913978494624,0.428571428571429,0.455284552845528,0.554123711340206,0.539351851851852,1,SLC45A3
10,0.697058823529412,0.760869565217391,0.811059907834101,0.776203966005666,0.836676217765043,0.752688172043011,0.846560846560847,0.747967479674797,0.894329896907217,0.87962962962963,1,RGS7
21,0.75,0.826086956521739,0.852534562211982,0.801699716713881,0.802292263610315,0.803763440860215,0.804232804232804,0.791327913279133,0.889175257731959,0.907407407407407,1,BAP1
33,0.973529411764706,0.989130434782609,0.976958525345622,0.985835694050991,0.977077363896848,0.981182795698925,0.957671957671958,0.978319783197832,0.97680412371134,0.983796296296296,1,FOXA1
3,0.770588235294118,0.91304347826087,0.792626728110599,0.830028328611898,0.851002865329513,0.793010752688172,0.825396825396825,0.807588075880759,0.896907216494845,0.886574074074074,1,GNAQ
2,0.829411764705882,0.847826086956522,0.889400921658986,0.847025495750708,0.893982808022923,0.844086021505376,0.894179894179894,0.853658536585366,0.922680412371134,0.912037037037037,1,PTPRB
2,0.955882352941177,0.945652173913043,0.990783410138249,0.954674220963173,0.977077363896848,0.978494623655914,0.952380952380952,0.978319783197832,0.987113402061856,0.990740740740741,1,ATM
3,0.9,0.934782608695652,0.912442396313364,0.923512747875354,0.94269340974212,0.919354838709677,0.904761904761905,0.932249322493225,0.95360824742268,0.953703703703704,1,QKI
7,0.938235294117647,0.934782608695652,0.930875576036866,0.972222222222222,0.95702005730659,0.946236559139785,0.936507936507937,0.915989159891599,0.971649484536082,0.962962962962963,1,SEPT9
1,0.929411764705882,0.967391304347826,0.935483870967742,0.932011331444759,0.959885386819484,0.959677419354839,0.936507936507937,0.967479674796748,0.97680412371134,0.974537037037037,1,AXIN1
17,0.908823529411765,0.91304347826087,0.912442396313364,0.909348441926346,0.934097421203438,0.935483870967742,0.931216931216931,0.934959349593496,0.951030927835051,0.965277777777778,1,RPN1
1,0.885294117647059,0.902173913043478,0.935483870967742,0.917847025495751,0.945558739255014,0.935483870967742,0.91005291005291,0.915989159891599,0.958762886597938,0.949074074074074,1,NBN
98,0.920588235294118,0.967391304347826,0.921658986175115,0.946175637393768,0.954154727793696,0.951612903225806,0.941798941798942,0.94579945799458,0.97680412371134,0.967592592592593,1,SMARCE1
1,0.511764705882353,0.630434782608696,0.654377880184332,0.634560906515581,0.702005730659026,0.591397849462366,0.735449735449735,0.604336043360434,0.752577319587629,0.722222222222222,1,CD209
4,0.941176470588235,0.978260869565217,0.935483870967742,0.946175637393768,0.959885386819484,0.954301075268817,0.936507936507937,0.967479674796748,0.971649484536082,0.967592592592593,1,RUNX1T1
3,0.570588235294118,0.608695652173913,0.603686635944701,0.597733711048159,0.60458452722063,0.513440860215054,0.62962962962963,0.555555555555556,0.719072164948454,0.736111111111111,1,APOBEC3B
2,0.95,0.978260869565217,0.972350230414747,0.974504249291785,0.991404011461318,0.983870967741935,0.973544973544973,0.983739837398374,0.989690721649485,0.990740740740741,1,NOTCH1
1,0.744117647058824,0.782608695652174,0.815668202764977,0.764872521246459,0.782234957020057,0.763440860215054,0.804232804232804,0.750677506775068,0.868556701030928,0.837962962962963,1,CDH10
3,0.923529411764706,0.967391304347826,0.935483870967742,0.937677053824363,0.959885386819484,0.959677419354839,0.947089947089947,0.964769647696477,0.974226804123711,0.965277777777778,1,RHOA
2,0.923529411764706,0.934782608695652,0.949308755760369,0.940509915014164,0.965616045845272,0.956989247311828,0.936507936507937,0.962059620596206,0.97680412371134,0.969907407407407,1,MITF
3,0.726470588235294,0.728260869565217,0.811059907834101,0.916666666666667,0.819484240687679,0.739247311827957,0.82010582010582,0.785907859078591,0.860824742268041,0.835648148148148,1,MACC1
4,0.214705882352941,0.271739130434783,0.345622119815668,0.333333333333333,0.255014326647564,0.244623655913978,0.291005291005291,0.233062330623306,0.38659793814433,0.391203703703704,1,FAT3
37,0.805882352941176,0.869565217391304,0.857142857142857,0.944444444444444,0.876790830945559,0.833333333333333,0.862433862433862,0.799457994579946,0.902061855670103,0.888888888888889,1,COL3A1
3,0.729411764705882,0.760869565217391,0.838709677419355,0.804532577903683,0.853868194842407,0.827956989247312,0.82010582010582,0.823848238482385,0.904639175257732,0.909722222222222,1,ERCC5
11,0.879411764705882,0.880434782608696,0.921658986175115,0.920679886685552,0.959885386819484,0.943548387096774,0.952380952380952,0.953929539295393,0.963917525773196,0.956018518518518,1,BCL11A
11,0.926470588235294,0.945652173913043,0.91705069124424,0.917847025495751,0.948424068767908,0.946236559139785,0.920634920634921,0.940379403794038,0.958762886597938,0.969907407407407,1,H3F3A
6,0.876470588235294,0.891304347826087,0.903225806451613,0.886685552407932,0.916905444126075,0.89247311827957,0.899470899470899,0.921409214092141,0.951030927835051,0.944444444444444,1,LMO2
3,0.729411764705882,0.869565217391304,0.774193548387097,0.73371104815864,0.787965616045845,0.771505376344086,0.783068783068783,0.750677506775068,0.855670103092783,0.828703703703704,1,GOPC
62,0.888235294117647,0.891304347826087,0.884792626728111,0.875354107648725,0.891117478510029,0.900537634408602,0.899470899470899,0.913279132791328,0.943298969072165,0.939814814814815,1,IDH2
23,0.729411764705882,0.75,0.824884792626728,0.779036827195467,0.839541547277937,0.760752688172043,0.851851851851852,0.791327913279133,0.896907216494845,0.884259259259259,1,DICER1
2,0.788235294117647,0.760869565217391,0.815668202764977,0.784702549575071,0.799426934097421,0.774193548387097,0.788359788359788,0.829268292682927,0.871134020618557,0.881944444444444,1,CLP1
2,0.629411764705882,0.684782608695652,0.797235023041475,0.705382436260623,0.742120343839542,0.704301075268817,0.751322751322751,0.685636856368564,0.842783505154639,0.782407407407407,1,CDH11
3,0.988235294117647,1,1,0.991501416430595,0.994269340974212,0.994623655913978,0.984126984126984,0.994579945799458,0.992268041237113,0.997685185185185,1,MAPK1
12,0.723529411764706,0.728260869565217,0.811059907834101,0.767705382436261,0.805157593123209,0.763440860215054,0.82010582010582,0.777777777777778,0.868556701030928,0.868055555555556,1,ARID2
15,0.623529411764706,0.739130434782609,0.80184331797235,0.759206798866855,0.793696275071633,0.768817204301075,0.73015873015873,0.742547425474255,0.855670103092783,0.863425925925926,1,CIC
32,0.502941176470588,0.576086956521739,0.571428571428571,0.611111111111111,0.595988538681948,0.470430107526882,0.597883597883598,0.51219512195122,0.63659793814433,0.636574074074074,1,FAM135B
5,0.982352941176471,0.989130434782609,0.995391705069124,0.980169971671388,0.991404011461318,0.991935483870968,0.984126984126984,0.989159891598916,0.992268041237113,0.993055555555556,1,TP53
50,0.941176470588235,0.956521739130435,0.963133640552995,0.943342776203966,0.977077363896848,0.96505376344086,0.952380952380952,0.956639566395664,0.979381443298969,0.979166666666667,1,FLNA
1,0.891176470588235,0.91304347826087,0.940092165898618,0.934844192634561,0.959885386819484,0.938172043010753,0.952380952380952,0.932249322493225,0.974226804123711,0.962962962962963,1,FES
2,0.817647058823529,0.880434782608696,0.857142857142857,0.852691218130312,0.896848137535817,0.846774193548387,0.883597883597884,0.826558265582656,0.935567010309278,0.909722222222222,1,CD79B
2,0.929411764705882,0.934782608695652,0.944700460829493,0.932011331444759,0.959885386819484,0.951612903225806,0.947089947089947,0.967479674796748,0.971649484536082,0.972222222222222,1,SKI
4,0.958823529411765,0.956521739130435,0.967741935483871,0.974504249291785,0.974212034383954,0.970430107526882,0.973544973544973,0.97289972899729,0.979381443298969,0.983796296296296,1,GATA1
1,0.564705882352941,0.684782608695652,0.728110599078341,0.617563739376771,0.699140401146132,0.685483870967742,0.714285714285714,0.623306233062331,0.806701030927835,0.8125,1,GPHN
16,0.635294117647059,0.739130434782609,0.755760368663594,0.728045325779037,0.793696275071633,0.741935483870968,0.783068783068783,0.758807588075881,0.868556701030928,0.821759259259259,1,ARHGAP26
9,0.0529411764705882,0.0543478260869565,0.0875576036866359,0.138888888888889,0.0659025787965616,0.0672043010752688,0.111111111111111,0.0650406504065041,0.103092783505155,0.106481481481481,1,KNSTRN
8,0.8,0.793478260869565,0.847926267281106,0.810198300283286,0.871060171919771,0.825268817204301,0.851851851851852,0.859078590785908,0.935567010309278,0.898148148148148,1,HLF
1,0.638235294117647,0.684782608695652,0.806451612903226,0.708215297450425,0.727793696275072,0.720430107526882,0.698412698412698,0.704607046070461,0.845360824742268,0.840277777777778,1,MLF1
31,0.917647058823529,0.91304347826087,0.953917050691244,0.909348441926346,0.95702005730659,0.951612903225806,0.931216931216931,0.959349593495935,0.966494845360825,0.962962962962963,1,FANCA
15,0.952941176470588,0.978260869565217,0.967741935483871,0.954674220963173,0.968481375358166,0.96505376344086,0.952380952380952,0.967479674796748,0.974226804123711,0.972222222222222,1,CDK6
