degree,downregulated.regen_Fraction_sp_less4,downregulated.stress_Fraction_sp_less4,downregulated.wound_Fraction_sp_less4,msigdb.regen_Fraction_sp_less4,msigdb.stress_Fraction_sp_less4,msigdb.wound_Fraction_sp_less4,upregulated.regen_Fraction_sp_less4,upregulated.stress_Fraction_sp_less4,upregulated.wound_Fraction_sp_less4,downregulated.regen_Fraction_sp_less4.1,downregulated.stress_Fraction_sp_less4.1,downregulated.wound_Fraction_sp_less4.1,msigdb.regen_Fraction_sp_less4.1,msigdb.stress_Fraction_sp_less4.1,msigdb.wound_Fraction_sp_less4.1,upregulated.regen_Fraction_sp_less4.1,upregulated.stress_Fraction_sp_less4.1,upregulated.wound_Fraction_sp_less4.1,label,gene_list
5,0.00596231814929645,0.00333889816360601,0.00333889816360601,0.00178869544478893,0.0141903171953255,0.00155020271881708,0.00250417362270451,0.00667779632721202,0.00512759360839494,0.00596231814929645,0.00333889816360601,0.00333889816360601,0.00178869544478893,0.0141903171953255,0.00155020271881708,0.00250417362270451,0.00667779632721202,0.00512759360839494,0,TCOF1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NSRP1
5,0.0082279990460291,0.00274266634867637,0.00703553541616981,0.00131170999284522,0.0141903171953255,0.00250417362270451,0.00632005723825423,0.00679704269019795,0.00560457906033866,0.0082279990460291,0.00274266634867637,0.00703553541616981,0.00131170999284522,0.0141903171953255,0.00250417362270451,0.00632005723825423,0.00679704269019795,0.00560457906033866,0,SPPL3
28,0.00465060815645123,0.00798950632005724,0.00632005723825423,0.000834724540901503,0.01669449081803,0.00178869544478893,0.00608156451228238,0.0053660863343668,0.00751252086811352,0.00465060815645123,0.00798950632005724,0.00632005723825423,0.000834724540901503,0.01669449081803,0.00178869544478893,0.00608156451228238,0.0053660863343668,0.00751252086811352,0,OPA3
12,0.00202718817076079,0.00560457906033866,0.00310040543763415,0.000476985451943716,0.0108514190317195,0.00107321726687336,0.00274266634867637,0.00321965180062008,0.00643930360124016,0.00202718817076079,0.00560457906033866,0.00310040543763415,0.000476985451943716,0.0108514190317195,0.00107321726687336,0.00274266634867637,0.00321965180062008,0.00643930360124016,0,OPA1
3,0.0194371571667064,0.00787025995707131,0.0143095635583115,0.00333889816360601,0.0144288099212974,0.00918196994991653,0.0103744335797758,0.00942046267588839,0.0132363462914381,0.0194371571667064,0.00787025995707131,0.0143095635583115,0.00333889816360601,0.0144288099212974,0.00918196994991653,0.0103744335797758,0.00942046267588839,0.0132363462914381,0,ITGA8
7,0.0222990698783687,0.0102551872167899,0.0177677080849034,0.00381588361554973,0.0176484617219175,0.0113284044836632,0.0131170999284522,0.0120438826615788,0.015144288099213,0.0222990698783687,0.0102551872167899,0.0177677080849034,0.00381588361554973,0.0176484617219175,0.0113284044836632,0.0131170999284522,0.0120438826615788,0.015144288099213,0,ITGA9
20,0.0243262580491295,0.0108514190317195,0.0187216789887908,0.00429286906749344,0.0213450989744813,0.0121631290245648,0.0141903171953255,0.0129978535654663,0.0170522299069878,0.0243262580491295,0.0108514190317195,0.0187216789887908,0.00429286906749344,0.0213450989744813,0.0121631290245648,0.0141903171953255,0.0129978535654663,0.0170522299069878,0,ITGA1
6,0.0137133317433818,0.00632005723825423,0.01347483901741,0.00214643453374672,0.0135940853803959,0.00763176723109945,0.0127593608394944,0.00763176723109945,0.0131170999284522,0.0137133317433818,0.00632005723825423,0.01347483901741,0.00214643453374672,0.0135940853803959,0.00763176723109945,0.0127593608394944,0.00763176723109945,0.0131170999284522,0,ITGA2
3,0.000476985451943716,0,0.000238492725971858,0.000119246362985929,0.000238492725971858,0.000476985451943716,0.000476985451943716,0.000119246362985929,0.000119246362985929,0.000476985451943716,0,0.000238492725971858,0.000119246362985929,0.000238492725971858,0.000476985451943716,0.000476985451943716,0.000119246362985929,0.000119246362985929,0,ITGA3
222,0.0252802289530169,0.015144288099213,0.0398282852373003,0.00357739088957787,0.038516575244455,0.0163367517290723,0.0265919389458622,0.0188409253517768,0.0252802289530169,0.0252802289530169,0.015144288099213,0.0398282852373003,0.00357739088957787,0.038516575244455,0.0163367517290723,0.0265919389458622,0.0188409253517768,0.0252802289530169,0,ITGA4
50,0.0288576198425948,0.015144288099213,0.0323157643691867,0.00465060815645123,0.0299308371094682,0.0164559980920582,0.0226568089673265,0.0165752444550441,0.025160982590031,0.0288576198425948,0.015144288099213,0.0323157643691867,0.00465060815645123,0.0299308371094682,0.0164559980920582,0.0226568089673265,0.0165752444550441,0.025160982590031,0,ITGA5
3,0.00178869544478893,0.000715478177915574,0.00190794180777486,0.000357739088957787,0.00131170999284522,0.000834724540901503,0.00238492725971858,0.00131170999284522,0.00155020271881708,0.00178869544478893,0.000715478177915574,0.00190794180777486,0.000357739088957787,0.00131170999284522,0.000834724540901503,0.00238492725971858,0.00131170999284522,0.00155020271881708,0,ITGA6
60,0.0388743143334128,0.0227760553303124,0.0420939661340329,0.00715478177915574,0.0497257333651324,0.0215835917004531,0.0332697352730742,0.0262341998569044,0.0354161698068209,0.0388743143334128,0.0227760553303124,0.0420939661340329,0.00715478177915574,0.0497257333651324,0.0215835917004531,0.0332697352730742,0.0262341998569044,0.0354161698068209,0,ITGA7
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRHR
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UFSP1
6,0.00190794180777486,0.00262341998569044,0.00405437634152158,0.000715478177915574,0.00655854996422609,0.000953970903887431,0.00155020271881708,0.00286191271166229,0.00298115907464822,0.00190794180777486,0.00262341998569044,0.00405437634152158,0.000715478177915574,0.00655854996422609,0.000953970903887431,0.00155020271881708,0.00286191271166229,0.00298115907464822,0,UFSP2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHST8
2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,CHST1
5,0.0202718817076079,0.0106129263057477,0.0156212735511567,0.00357739088957787,0.0208681135225376,0.00953970903887431,0.0115668972096351,0.0114476508466492,0.01669449081803,0.0202718817076079,0.0106129263057477,0.0156212735511567,0.00357739088957787,0.0208681135225376,0.00953970903887431,0.0115668972096351,0.0114476508466492,0.01669449081803,0,CHST3
2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CHST2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHST5
3,0.000596231814929645,0.00143095635583115,0.00310040543763415,0,0.00262341998569044,0.000476985451943716,0.00250417362270451,0.000476985451943716,0.00131170999284522,0.000596231814929645,0.00143095635583115,0.00310040543763415,0,0.00262341998569044,0.000476985451943716,0.00250417362270451,0.000476985451943716,0.00131170999284522,0,CHST4
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHST7
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHST6
76,0.0157405199141426,0.00775101359408538,0.0304078225614119,0.00226568089673265,0.0225375626043406,0.0107321726687336,0.016813737181016,0.0103744335797758,0.0135940853803959,0.0157405199141426,0.00775101359408538,0.0304078225614119,0.00226568089673265,0.0225375626043406,0.0107321726687336,0.016813737181016,0.0103744335797758,0.0135940853803959,0,ITGAX
57,0.0170522299069878,0.0090627235869306,0.0324350107321727,0.00274266634867637,0.0252802289530169,0.0114476508466492,0.0186024326258049,0.0109706653947055,0.015144288099213,0.0170522299069878,0.0090627235869306,0.0324350107321727,0.00274266634867637,0.0252802289530169,0.0114476508466492,0.0186024326258049,0.0109706653947055,0.015144288099213,0,BCL2A1
3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,ITGAV
252,0.0237300262341999,0.0160982590031004,0.0389935606963988,0.00441211543047937,0.0388743143334128,0.0145480562842833,0.0273074171237777,0.0180062008108753,0.023491533508228,0.0237300262341999,0.0160982590031004,0.0389935606963988,0.00441211543047937,0.0388743143334128,0.0145480562842833,0.0273074171237777,0.0180062008108753,0.023491533508228,0,ITGAL
160,0.0213450989744813,0.0104936799427617,0.0345814452659194,0.00298115907464822,0.0281421416646792,0.0149057953732411,0.0209873598855235,0.0135940853803959,0.0188409253517768,0.0213450989744813,0.0104936799427617,0.0345814452659194,0.00298115907464822,0.0281421416646792,0.0149057953732411,0.0209873598855235,0.0135940853803959,0.0188409253517768,0,ITGAM
2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ITGAD
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITGAE
3,0.000119246362985929,0.000119246362985929,0,0.000119246362985929,0.000238492725971858,0,0,0,0,0.000119246362985929,0.000119246362985929,0,0.000119246362985929,0.000238492725971858,0,0,0,0,0,IGF2R
2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,SLC36A4
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CKS1B
2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,SLC36A1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARTN
11,0.000238492725971858,0.000476985451943716,0.000119246362985929,0.000357739088957787,0.000357739088957787,0.000119246362985929,0.000119246362985929,0.000476985451943716,0.000238492725971858,0.000238492725971858,0.000476985451943716,0.000119246362985929,0.000357739088957787,0.000357739088957787,0.000119246362985929,0.000119246362985929,0.000476985451943716,0.000238492725971858,0,ART1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ART4
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CADPS2
20,0.00274266634867637,0.00262341998569044,0.00298115907464822,0.000834724540901503,0.0108514190317195,0.00107321726687336,0.000953970903887431,0.00405437634152158,0.00262341998569044,0.00274266634867637,0.00262341998569044,0.00298115907464822,0.000834724540901503,0.0108514190317195,0.00107321726687336,0.000953970903887431,0.00405437634152158,0.00262341998569044,0,RLF
157,0.0383973288814691,0.0238492725971858,0.040186024326258,0.00703553541616981,0.053780109706654,0.0196756498926783,0.0293346052945385,0.0258764607679466,0.0339852134509897,0.0383973288814691,0.0238492725971858,0.040186024326258,0.00703553541616981,0.053780109706654,0.0196756498926783,0.0293346052945385,0.0258764607679466,0.0339852134509897,0,CRTAP
58,0.0283806343906511,0.0199141426186501,0.041974719771047,0.0045313617934653,0.0492487479131886,0.01669449081803,0.0311233007393274,0.0222990698783687,0.0310040543763415,0.0283806343906511,0.0199141426186501,0.041974719771047,0.0045313617934653,0.0492487479131886,0.01669449081803,0.0311233007393274,0.0222990698783687,0.0310040543763415,0,ADPGK
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CPEB4
180,0.036966372525638,0.0265919389458622,0.0399475316002862,0.00655854996422609,0.05711900787026,0.018483186262819,0.0292153589315526,0.0262341998569044,0.0343429525399475,0.036966372525638,0.0265919389458622,0.0399475316002862,0.00655854996422609,0.05711900787026,0.018483186262819,0.0292153589315526,0.0262341998569044,0.0343429525399475,0,CPEB1
