downregulated.regen_Fraction_sp_less3,downregulated.stress_Fraction_sp_less3,downregulated.wound_Fraction_sp_less3,msigdb.regen_Fraction_sp_less3,msigdb.stress_Fraction_sp_less3,msigdb.wound_Fraction_sp_less3,upregulated.regen_Fraction_sp_less3,upregulated.stress_Fraction_sp_less3,upregulated.wound_Fraction_sp_less3,downregulated.regen_Fraction_sp_less2,downregulated.stress_Fraction_sp_less2,downregulated.wound_Fraction_sp_less2,msigdb.regen_Fraction_sp_less2,msigdb.stress_Fraction_sp_less2,msigdb.wound_Fraction_sp_less2,upregulated.regen_Fraction_sp_less2,upregulated.stress_Fraction_sp_less2,upregulated.wound_Fraction_sp_less2,label
0.0301222142343638,0.0225736879942487,0.0329978432782171,0.00690150970524802,0.0626168224299065,0.0204169662113587,0.0300503235082674,0.0263838964773544,0.0322070452911574,0.00346360628618693,0.0037737799834574,0.00439412737799835,0.00191273779983457,0.00935690653432589,0.00305004135649297,0.00346360628618693,0.0059449958643507,0.00558312655086849,1
0.0294033069734004,0.0209202012940331,0.0339324227174694,0.00790797987059669,0.0716750539180446,0.0225017972681524,0.0296908698777858,0.0217109992810927,0.0319913731128684,0.014009511993383,0.00790942928039702,0.0156637717121588,0.00398056244830438,0.0250723738626964,0.0113213399503722,0.0118899917287014,0.00827129859387924,0.013389164598842,1
0.0205607476635514,0.011214953271028,0.0257368799424874,0.00625449317038102,0.0477354421279655,0.0201294033069734,0.0208483105679367,0.0132997843278217,0.0233644859813084,0.00604838709677419,0.00191273779983457,0.00620347394540943,0.00180934656741108,0.0116315136476427,0.0065136476426799,0.00480769230769231,0.00237799834574028,0.00589330024813896,1
0.014234363767074,0.00977713874910137,0.0179726815240834,0.00431344356578001,0.0397555715312725,0.0109273903666427,0.0147375988497484,0.01078360891445,0.0170381020848311,0.00553143093465674,0.00646195202646816,0.00672043010752688,0.00232630272952854,0.0183519437551696,0.00372208436724566,0.005479735318445,0.00672043010752688,0.00604838709677419,1
0.0227174694464414,0.0166067577282531,0.0301222142343638,0.00690150970524802,0.0635514018691589,0.0180445722501797,0.0251617541337168,0.0202731847591661,0.0281092739036664,0.00904673283705542,0.00439412737799835,0.0123552522746071,0.00248138957816377,0.0251757650951199,0.00734077750206782,0.0101840363937138,0.00558312655086849,0.010339123242349,1
0.00208483105679367,0.001078360891445,0.00309130122214234,0.001294033069734,0.0092020129403307,0.00366642703091301,0.00186915887850467,0.00359453630481668,0.00316319194823868,0.00186104218362283,0.0016025641025641,0.00175765095119934,0.0010339123242349,0.00568651778329198,0.00227460711331679,0.00144747725392887,0.00253308519437552,0.00248138957816377,1
0.013587347232207,0.00992092020129403,0.0179007907979871,0.00424155283968368,0.0368080517613228,0.0109273903666427,0.0143781452192667,0.013156002875629,0.0167505391804457,0.000878825475599669,0.000465260545905707,0.000516956162117452,5.16956162117452e-05,0.00155086848635236,0.000310173697270471,0.000258478081058726,0.000723738626964433,0.000878825475599669,1
0.0210639827462257,0.0141624730409777,0.0264557872034508,0.00575125808770669,0.0541337167505392,0.0181164629762761,0.0230050323508267,0.0168224299065421,0.0235801581595974,0.00532464846980976,0.00242969396195203,0.00816790736145575,0.00191273779983457,0.0134925558312655,0.0059449958643507,0.00496277915632754,0.00387717121588089,0.00573821339950372,1
0.0202012940330697,0.0094176851186197,0.0224299065420561,0.00589503953989935,0.0419122933141625,0.0194823867721064,0.0189791516894321,0.012508986340762,0.0196261682242991,0.0100806451612903,0.00367038875103391,0.0111145574855252,0.00294665012406948,0.0127171215880893,0.010752688172043,0.00796112489660877,0.00403225806451613,0.00837468982630273,1
0.0212796549245147,0.0124370956146657,0.0260963335729691,0.00618260244428469,0.0465851905104242,0.0213515456506111,0.0218547807332854,0.0141624730409777,0.0218547807332854,0.0076509511993383,0.00325682382133995,0.010339123242349,0.00279156327543424,0.0154569892473118,0.00956368899917287,0.00713399503722084,0.00516956162117452,0.00806451612903226,1
0.011430625449317,0.00409777138749101,0.012724658519051,0.00381020848310568,0.0294033069734004,0.012724658519051,0.0112868439971244,0.00546369518332135,0.0110711718188354,0.00294665012406948,0.0016025641025641,0.00423904052936311,0.00129239040529363,0.00930521091811414,0.00460090984284533,0.00310173697270471,0.00206782464846981,0.00346360628618693,1
0.0217828900071891,0.0143781452192667,0.0284687275341481,0.00675772825305536,0.0536304816678648,0.0202731847591661,0.0238677210639827,0.0181164629762761,0.0248741912293314,0.00816790736145575,0.00532464846980976,0.0126137303556658,0.00346360628618693,0.0213502894954508,0.00940860215053763,0.00847808105872622,0.00630686517783292,0.00987386269644334,1
0.0138749101365924,0.00848310567936736,0.0167505391804457,0.00460100647016535,0.0439971243709561,0.0108554996405464,0.0149532710280374,0.0108554996405464,0.0178289000718907,0.00656534325889165,0.00346360628618693,0.00666873449131514,0.00325682382133995,0.0142679900744417,0.00656534325889165,0.00470430107526882,0.00532464846980976,0.00723738626964433,1
0.00496046010064702,0.00301941049604601,0.00496046010064702,0.00165348670021567,0.0130841121495327,0.00539180445722502,0.00445722501797268,0.00582314881380302,0.00596693026599569,0.00734077750206782,0.00206782464846981,0.00563482216708023,0.00191273779983457,0.00770264681555004,0.00392886683209264,0.00398056244830438,0.00444582299421009,0.00615177832919768,1
0.00625449317038102,0.00567936736161035,0.00776419841840403,0.00215672178289001,0.0191948238677211,0.00560747663551402,0.00647016534867002,0.00510424155283968,0.00718907260963336,0.0016025641025641,0.00098221670802316,0.00237799834574028,0.000465260545905707,0.00480769230769231,0.00170595533498759,0.00186104218362283,0.00124069478908189,0.00232630272952854,1
0.000934579439252336,0.00179726815240834,0.00215672178289001,0.000503235082674335,0.00553558590941769,0.00186915887850467,0.00136592379583034,0.00165348670021567,0.00237239396117901,0.0010339123242349,0.000827129859387924,0.00118899917287014,0.000155086848635236,0.00351530190239868,0.000930521091811414,0.00129239040529363,0.00139578163771712,0.00144747725392887,1
0.00395398993529835,0.00388209920920201,0.00381020848310568,0.00172537742631201,0.0126527677929547,0.00424155283968368,0.00366642703091301,0.00661394680086269,0.00488856937455068,0.00392886683209264,0.00289495450785773,0.00382547559966915,0.00170595533498759,0.00852977667493797,0.00398056244830438,0.00263647642679901,0.00263647642679901,0.00372208436724566,1
0.0125808770668584,0.00948957584471603,0.014881380301941,0.00402588066139468,0.0383177570093458,0.00999281092739037,0.0128684399712437,0.0110711718188354,0.0153846153846154,0.00248138957816377,0.00201612903225806,0.00211952026468156,0.000930521091811414,0.00578990901571547,0.00186104218362283,0.00180934656741108,0.00320512820512821,0.00279156327543424,1
0.0355140186915888,0.0277498202731848,0.0409777138749101,0.0087706685837527,0.0739036664270309,0.0268871315600288,0.0349388928828181,0.0304097771387491,0.0373112868439971,0.00899503722084367,0.00584160463192721,0.0104425144747725,0.00325682382133995,0.0197994210090984,0.00873655913978495,0.00827129859387924,0.00759925558312655,0.0101840363937138,1
0.012293314162473,0.00913012221423436,0.013371675053918,0.00330697340043134,0.0335729690869878,0.00697340043134436,0.0124370956146657,0.0107117181883537,0.0137311286843997,0.00351530190239868,0.00139578163771712,0.00227460711331679,0.000672043010752688,0.0059449958643507,0.000258478081058726,0.00279156327543424,0.0021712158808933,0.00118899917287014,1
0.00618260244428469,0.00596693026599569,0.00812365204888569,0.00237239396117901,0.0191229331416247,0.00352264557872035,0.00891445003594536,0.00711718188353702,0.00726096333572969,0.00232630272952854,0.00206782464846981,0.00258478081058726,0.000413564929693962,0.00196443341604632,0.000723738626964433,0.00253308519437552,0.0016025641025641,0.00227460711331679,1
0.0196261682242991,0.013371675053918,0.0258806613946801,0.00553558590941769,0.0541337167505392,0.0179007907979871,0.0226455787203451,0.013803019410496,0.0242271746944644,0.00361869313482217,0.00444582299421009,0.00620347394540943,0.00129239040529363,0.0114247311827957,0.00542803970223325,0.00480769230769231,0.00315343258891646,0.00568651778329198,1
0.00682961897915169,0.00395398993529835,0.00747663551401869,0.00222861250898634,0.0202731847591661,0.00467289719626168,0.00560747663551402,0.00517613227893602,0.00675772825305536,0.00170595533498759,0.000775434243176179,0.00129239040529363,0.000465260545905707,0.00258478081058726,0.000723738626964433,0.00144747725392887,0.00098221670802316,0.00149917287014061,1
0.0281092739036664,0.0193386053199137,0.0330697340043134,0.00668583752695902,0.0665708123652049,0.0196261682242991,0.0282530553558591,0.0217109992810927,0.0309130122214234,0.00294665012406948,0.00268817204301075,0.00367038875103391,0.00165425971877585,0.00816790736145575,0.00341191066997519,0.0027398676592225,0.00413564929693962,0.00382547559966915,1
0.00115025161754134,0.00136592379583034,0.001509705248023,0.000431344356578001,0.00165348670021567,0.000359453630481668,0.001509705248023,0.00100647016534867,0.00208483105679367,0.00403225806451613,0.00630686517783292,0.00573821339950372,0.0011373035566584,0.0102874276261373,0.00237799834574028,0.00620347394540943,0.00568651778329198,0.00728908188585608,1
0.0392523364485981,0.0303378864126528,0.0433501078360891,0.00884255930984903,0.0831775700934579,0.0251617541337168,0.0391085549964055,0.0314162473040978,0.0424155283968368,0.0128205128205128,0.00754755996691481,0.0141645988420182,0.00418734491315136,0.0333436724565757,0.00977047146401985,0.0121484698097601,0.00987386269644334,0.0134925558312655,1
0.0107117181883537,0.00747663551401869,0.0123652048885694,0.00345075485262401,0.0356578001437815,0.00869877785765636,0.010999281092739,0.00848310567936736,0.012293314162473,0.00501447477253929,0.00284325889164599,0.00460090984284533,0.00139578163771712,0.0140612076095947,0.00258478081058726,0.00423904052936311,0.00423904052936311,0.00449751861042184,1
0.0274622573687994,0.0172537742631201,0.0335729690869878,0.00740474478792236,0.0672178289000719,0.0237239396117901,0.0288281811646298,0.0190510424155284,0.0307692307692308,0.00444582299421009,0.00336021505376344,0.00697890818858561,0.00211952026468156,0.0141645988420182,0.00801282051282051,0.00470430107526882,0.00408395368072787,0.00558312655086849,1
0.00208483105679367,0.00265995686556434,0.00287562904385334,0.000790797987059669,0.0087706685837527,0.00258806613946801,0.00208483105679367,0.00402588066139468,0.00330697340043134,0.00263647642679901,0.00258478081058726,0.00423904052936311,0.00144747725392887,0.00775434243176179,0.00227460711331679,0.00263647642679901,0.00341191066997519,0.00485938792390405,1
