degree,downregulated.regen_Fraction_sp_less4,downregulated.stress_Fraction_sp_less4,downregulated.wound_Fraction_sp_less4,msigdb.regen_Fraction_sp_less4,msigdb.stress_Fraction_sp_less4,msigdb.wound_Fraction_sp_less4,upregulated.regen_Fraction_sp_less4,upregulated.stress_Fraction_sp_less4,upregulated.wound_Fraction_sp_less4,downregulated.regen_Fraction_sp_less4.1,downregulated.stress_Fraction_sp_less4.1,downregulated.wound_Fraction_sp_less4.1,msigdb.regen_Fraction_sp_less4.1,msigdb.stress_Fraction_sp_less4.1,msigdb.wound_Fraction_sp_less4.1,upregulated.regen_Fraction_sp_less4.1,upregulated.stress_Fraction_sp_less4.1,upregulated.wound_Fraction_sp_less4.1,label
34,0.0236107798712139,0.0159790126401145,0.0387550679704269,0.00298115907464822,0.0354161698068209,0.0163367517290723,0.0242070116861436,0.0176484617219175,0.0252802289530169,0.0236107798712139,0.0159790126401145,0.0387550679704269,0.00298115907464822,0.0354161698068209,0.0163367517290723,0.0242070116861436,0.0176484617219175,0.0252802289530169,1
4,0.0305270689243978,0.0224183162413546,0.0459098497495826,0.00548533269735273,0.0484140233722871,0.0175292153589316,0.0314810398282852,0.0239685189601717,0.0333889816360601,0.0305270689243978,0.0224183162413546,0.0459098497495826,0.00548533269735273,0.0484140233722871,0.0175292153589316,0.0314810398282852,0.0239685189601717,0.0333889816360601,1
109,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
10,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
1,0.0036966372525638,0.00238492725971858,0.00250417362270451,0.000596231814929645,0.00751252086811352,0.000953970903887431,0.000953970903887431,0.00393512997853565,0.00214643453374672,0.0036966372525638,0.00238492725971858,0.00250417362270451,0.000596231814929645,0.00751252086811352,0.000953970903887431,0.000953970903887431,0.00393512997853565,0.00214643453374672,1
22,0.00429286906749344,0.00429286906749344,0.00512759360839494,0.000476985451943716,0.00655854996422609,0.00333889816360601,0.00763176723109945,0.00476985451943716,0.00691628905318388,0.00429286906749344,0.00429286906749344,0.00512759360839494,0.000476985451943716,0.00655854996422609,0.00333889816360601,0.00763176723109945,0.00476985451943716,0.00691628905318388,1
21,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1,0.0189601717147627,0.0158597662771285,0.0244455044121154,0.00286191271166229,0.0358931552587646,0.010016694490818,0.0152635344621989,0.0149057953732411,0.0178869544478893,0.0189601717147627,0.0158597662771285,0.0244455044121154,0.00286191271166229,0.0358931552587646,0.010016694490818,0.0152635344621989,0.0149057953732411,0.0178869544478893,1
3,0.0174099689959456,0.00918196994991653,0.0121631290245648,0.00310040543763415,0.0281421416646792,0.00679704269019795,0.010135940853804,0.0114476508466492,0.0132363462914381,0.0174099689959456,0.00918196994991653,0.0121631290245648,0.00310040543763415,0.0281421416646792,0.00679704269019795,0.010135940853804,0.0114476508466492,0.0132363462914381,1
4,0.0164559980920582,0.0124016217505366,0.0226568089673265,0.00238492725971858,0.0355354161698068,0.00775101359408538,0.0178869544478893,0.0153827808251848,0.0156212735511567,0.0164559980920582,0.0124016217505366,0.0226568089673265,0.00238492725971858,0.0355354161698068,0.00775101359408538,0.0178869544478893,0.0153827808251848,0.0156212735511567,1
1,0.0298115907464822,0.0181254471738612,0.0400667779632721,0.00476985451943716,0.0442404006677796,0.0169329835440019,0.0305270689243978,0.021822084426425,0.0308848080133556,0.0298115907464822,0.0181254471738612,0.0400667779632721,0.00476985451943716,0.0442404006677796,0.0169329835440019,0.0305270689243978,0.021822084426425,0.0308848080133556,1
4,0.00143095635583115,0.000715478177915574,0.00119246362985929,0.000357739088957787,0.00190794180777486,0.00190794180777486,0.00250417362270451,0.000834724540901503,0.00190794180777486,0.00143095635583115,0.000715478177915574,0.00119246362985929,0.000357739088957787,0.00190794180777486,0.00190794180777486,0.00250417362270451,0.000834724540901503,0.00190794180777486,1
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,0.0194371571667064,0.0181254471738612,0.0269496780348199,0.00238492725971858,0.035177677080849,0.0113284044836632,0.0189601717147627,0.015144288099213,0.023491533508228,0.0194371571667064,0.0181254471738612,0.0269496780348199,0.00238492725971858,0.035177677080849,0.0113284044836632,0.0189601717147627,0.015144288099213,0.023491533508228,1
3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0.000953970903887431,0.000357739088957787,0.000715478177915574,0.000238492725971858,0.00357739088957787,0,0.000238492725971858,0.00178869544478893,0.000834724540901503,0.000953970903887431,0.000357739088957787,0.000715478177915574,0.000238492725971858,0.00357739088957787,0,0.000238492725971858,0.00178869544478893,0.000834724540901503,1
5,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1
30,0.010135940853804,0.0104936799427617,0.0120438826615788,0.00178869544478893,0.0227760553303124,0.00500834724540901,0.0082279990460291,0.00894347722394467,0.0131170999284522,0.010135940853804,0.0104936799427617,0.0120438826615788,0.00178869544478893,0.0227760553303124,0.00500834724540901,0.0082279990460291,0.00894347722394467,0.0131170999284522,1
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3,0.0265919389458622,0.016813737181016,0.0411399952301455,0.00381588361554973,0.0389935606963988,0.0169329835440019,0.0279036489387074,0.0200333889816361,0.0264726925828762,0.0265919389458622,0.016813737181016,0.0411399952301455,0.00381588361554973,0.0389935606963988,0.0169329835440019,0.0279036489387074,0.0200333889816361,0.0264726925828762,1
4,0.0357739088957787,0.0225375626043406,0.0361316479847365,0.00655854996422609,0.0487717624612449,0.0190794180777486,0.0252802289530169,0.0240877653231576,0.0317195325542571,0.0357739088957787,0.0225375626043406,0.0361316479847365,0.00655854996422609,0.0487717624612449,0.0190794180777486,0.0252802289530169,0.0240877653231576,0.0317195325542571,1
2,0.0329119961841164,0.0176484617219175,0.0425709515859766,0.00524683997138087,0.0414977343191033,0.0206296207965657,0.0270689243978059,0.0200333889816361,0.0295730980205104,0.0329119961841164,0.0176484617219175,0.0425709515859766,0.00524683997138087,0.0414977343191033,0.0206296207965657,0.0270689243978059,0.0200333889816361,0.0295730980205104,1
36,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1
40,0.0159790126401145,0.00834724540901502,0.0203911280705938,0.00262341998569044,0.0236107798712139,0.00798950632005724,0.0163367517290723,0.0120438826615788,0.0128786072024803,0.0159790126401145,0.00834724540901502,0.0203911280705938,0.00262341998569044,0.0236107798712139,0.00798950632005724,0.0163367517290723,0.0120438826615788,0.0128786072024803,1
15,0.0367278797996661,0.0215835917004531,0.0348199379918912,0.00715478177915574,0.0445981397567374,0.018483186262819,0.0275459098497496,0.023491533508228,0.028499880753637,0.0367278797996661,0.0215835917004531,0.0348199379918912,0.00715478177915574,0.0445981397567374,0.018483186262819,0.0275459098497496,0.023491533508228,0.028499880753637,1
2,0.00238492725971858,0.00262341998569044,0.00429286906749344,0.000238492725971858,0.00560457906033866,0.00107321726687336,0.00250417362270451,0.00143095635583115,0.00357739088957787,0.00238492725971858,0.00262341998569044,0.00429286906749344,0.000238492725971858,0.00560457906033866,0.00107321726687336,0.00250417362270451,0.00143095635583115,0.00357739088957787,1
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0.0045313617934653,0.00441211543047937,0.00262341998569044,0.00143095635583115,0.0131170999284522,0.00178869544478893,0.00250417362270451,0.00524683997138087,0.0036966372525638,0.0045313617934653,0.00441211543047937,0.00262341998569044,0.00143095635583115,0.0131170999284522,0.00178869544478893,0.00250417362270451,0.00524683997138087,0.0036966372525638,1
4,0.0186024326258049,0.0106129263057477,0.0329119961841164,0.00286191271166229,0.0290961125685667,0.0106129263057477,0.0211066062485094,0.0132363462914381,0.0181254471738612,0.0186024326258049,0.0106129263057477,0.0329119961841164,0.00286191271166229,0.0290961125685667,0.0106129263057477,0.0211066062485094,0.0132363462914381,0.0181254471738612,1
1,0.000476985451943716,0.000119246362985929,0.000596231814929645,0.000238492725971858,0.00321965180062008,0.000119246362985929,0.000238492725971858,0.00166944908180301,0.000953970903887431,0.000476985451943716,0.000119246362985929,0.000596231814929645,0.000238492725971858,0.00321965180062008,0.000119246362985929,0.000238492725971858,0.00166944908180301,0.000953970903887431,1
43,0.0152635344621989,0.0165752444550441,0.0193179108037205,0.00262341998569044,0.0382780825184832,0.0082279990460291,0.015025041736227,0.0181254471738612,0.0186024326258049,0.0152635344621989,0.0165752444550441,0.0193179108037205,0.00262341998569044,0.0382780825184832,0.0082279990460291,0.015025041736227,0.0181254471738612,0.0186024326258049,1
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0.0269496780348199,0.0169329835440019,0.0395897925113284,0.0045313617934653,0.0412592415931314,0.0155020271881708,0.0296923443834963,0.0199141426186501,0.0286191271166229,0.0269496780348199,0.0169329835440019,0.0395897925113284,0.0045313617934653,0.0412592415931314,0.0155020271881708,0.0296923443834963,0.0199141426186501,0.0286191271166229,1
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,0.0098974481278321,0.00310040543763415,0.00572382542332459,0.00107321726687336,0.00703553541616981,0.00465060815645123,0.00572382542332459,0.00441211543047937,0.00667779632721202,0.0098974481278321,0.00310040543763415,0.00572382542332459,0.00107321726687336,0.00703553541616981,0.00465060815645123,0.00572382542332459,0.00441211543047937,0.00667779632721202,1
105,0.0191986644407346,0.00691628905318388,0.0196756498926783,0.00310040543763415,0.0208681135225376,0.00930121631290246,0.0114476508466492,0.0102551872167899,0.01347483901741,0.0191986644407346,0.00691628905318388,0.0196756498926783,0.00310040543763415,0.0208681135225376,0.00930121631290246,0.0114476508466492,0.0102551872167899,0.01347483901741,1
2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6,0.00274266634867637,0.000476985451943716,0.00166944908180301,0.000596231814929645,0.00751252086811352,0.000596231814929645,0.000357739088957787,0.00310040543763415,0.00214643453374672,0.00274266634867637,0.000476985451943716,0.00166944908180301,0.000596231814929645,0.00751252086811352,0.000596231814929645,0.000357739088957787,0.00310040543763415,0.00214643453374672,1
7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
8,0.00751252086811352,0.00560457906033866,0.0053660863343668,0.00155020271881708,0.0124016217505366,0.00333889816360601,0.00310040543763415,0.00584307178631052,0.00679704269019795,0.00751252086811352,0.00560457906033866,0.0053660863343668,0.00155020271881708,0.0124016217505366,0.00333889816360601,0.00310040543763415,0.00584307178631052,0.00679704269019795,1
13,0.00333889816360601,0.00345814452659194,0.00417362270450751,0.000834724540901503,0.00703553541616981,0.00298115907464822,0.00608156451228238,0.00393512997853565,0.00643930360124016,0.00333889816360601,0.00345814452659194,0.00417362270450751,0.000834724540901503,0.00703553541616981,0.00298115907464822,0.00608156451228238,0.00393512997853565,0.00643930360124016,1
22,0.0273074171237777,0.0177677080849034,0.0422132124970188,0.00417362270450751,0.0411399952301455,0.0171714762699738,0.0286191271166229,0.0206296207965657,0.0283806343906511,0.0273074171237777,0.0177677080849034,0.0422132124970188,0.00417362270450751,0.0411399952301455,0.0171714762699738,0.0286191271166229,0.0206296207965657,0.0283806343906511,1
14,0.026830431671834,0.0121631290245648,0.0219413307894109,0.00500834724540901,0.0275459098497496,0.0141903171953255,0.0172907226329597,0.0157405199141426,0.0195564035296923,0.026830431671834,0.0121631290245648,0.0219413307894109,0.00500834724540901,0.0275459098497496,0.0141903171953255,0.0172907226329597,0.0157405199141426,0.0195564035296923,1
4,0.0090627235869306,0.0104936799427617,0.0190794180777486,0.00119246362985929,0.0267111853088481,0.00703553541616981,0.0112091581206773,0.0120438826615788,0.0128786072024803,0.0090627235869306,0.0104936799427617,0.0190794180777486,0.00119246362985929,0.0267111853088481,0.00703553541616981,0.0112091581206773,0.0120438826615788,0.0128786072024803,1
50,0.0147865490102552,0.00834724540901502,0.0265919389458622,0.00190794180777486,0.0227760553303124,0.00858573813498688,0.01669449081803,0.0114476508466492,0.01347483901741,0.0147865490102552,0.00834724540901502,0.0265919389458622,0.00190794180777486,0.0227760553303124,0.00858573813498688,0.01669449081803,0.0114476508466492,0.01347483901741,1
2,0.0199141426186501,0.00608156451228238,0.018483186262819,0.00321965180062008,0.0153827808251848,0.0109706653947055,0.0125208681135225,0.00810875268304317,0.0126401144765085,0.0199141426186501,0.00608156451228238,0.018483186262819,0.00321965180062008,0.0153827808251848,0.0109706653947055,0.0125208681135225,0.00810875268304317,0.0126401144765085,1
64,0.00632005723825423,0.00691628905318388,0.0053660863343668,0.00131170999284522,0.00846649177200095,0.00250417362270451,0.00345814452659194,0.00441211543047937,0.00643930360124016,0.00632005723825423,0.00691628905318388,0.0053660863343668,0.00131170999284522,0.00846649177200095,0.00250417362270451,0.00345814452659194,0.00441211543047937,0.00643930360124016,1
114,0.0248032435010732,0.015025041736227,0.01669449081803,0.00476985451943716,0.0270689243978059,0.0125208681135225,0.0143095635583115,0.0147865490102552,0.0180062008108753,0.0248032435010732,0.015025041736227,0.01669449081803,0.00476985451943716,0.0270689243978059,0.0125208681135225,0.0143095635583115,0.0147865490102552,0.0180062008108753,1
4,0.0228953016932984,0.0158597662771285,0.0310040543763415,0.00345814452659194,0.0437634152158359,0.011805389935607,0.0250417362270451,0.0202718817076079,0.023491533508228,0.0228953016932984,0.0158597662771285,0.0310040543763415,0.00345814452659194,0.0437634152158359,0.011805389935607,0.0250417362270451,0.0202718817076079,0.023491533508228,1
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,0.0153827808251848,0.00405437634152158,0.011805389935607,0.00321965180062008,0.0107321726687336,0.00763176723109945,0.00977820176484617,0.00596231814929645,0.00810875268304317,0.0153827808251848,0.00405437634152158,0.011805389935607,0.00321965180062008,0.0107321726687336,0.00763176723109945,0.00977820176484617,0.00596231814929645,0.00810875268304317,1
37,0.00310040543763415,0.00155020271881708,0.00250417362270451,0.000715478177915574,0.0036966372525638,0.00214643453374672,0.00107321726687336,0.00202718817076079,0.00214643453374672,0.00310040543763415,0.00155020271881708,0.00250417362270451,0.000715478177915574,0.0036966372525638,0.00214643453374672,0.00107321726687336,0.00202718817076079,0.00214643453374672,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
