degree,amexicanum_regen_up_Fraction_sp_less4,celegans_stress_up_Fraction_sp_less4,clupisFamiliaris_wound_up_Fraction_sp_less4,dmelanogaster_stress_up_Fraction_sp_less4,dmelanogaster_wound_up_Fraction_sp_less4,drerio_regen_up_Fraction_sp_less4,hsapiens_regen_up_Fraction_sp_less4,hsapiens_stress_up_Fraction_sp_less4,hsapiens_wound_up_Fraction_sp_less4,mmusculus_stress_up_Fraction_sp_less4,rnorvegicus_wound_up_Fraction_sp_less4,sscrofa_wound_up_Fraction_sp_less4,label,gene_list
40,0.868778280542986,0.855113636363636,0.804347826086957,0.835654596100279,0.862010221465077,0.915384615384615,0.896755162241888,0.935656836461126,0.855172413793103,0.883977900552486,0.821086261980831,0.900216919739696,0,NUP54
8,0.911764705882353,0.886363636363636,0.847826086956522,0.885793871866295,0.923339011925043,0.956410256410256,0.932153392330384,0.96514745308311,0.924137931034483,0.93646408839779,0.89776357827476,0.952277657266811,0,NUP62
85,0.893665158371041,0.872159090909091,0.826086956521739,0.883008356545961,0.885860306643952,0.92051282051282,0.929203539823009,0.967828418230563,0.868965517241379,0.919889502762431,0.865814696485623,0.932754880694143,0,NUP85
50,0.791855203619909,0.741477272727273,0.652173913043478,0.749303621169916,0.785349233390119,0.856410256410256,0.855457227138643,0.903485254691689,0.779310344827586,0.859116022099447,0.744408945686901,0.882863340563991,0,NUP88
10,0.923076923076923,0.883522727272727,0.869565217391304,0.883008356545961,0.914821124361158,0.958974358974359,0.938053097345133,0.96514745308311,0.889655172413793,0.93646408839779,0.910543130990415,0.950108459869848,0,NUP93
7,0.861990950226244,0.863636363636364,0.804347826086957,0.835654596100279,0.868824531516184,0.907692307692308,0.882005899705015,0.938337801608579,0.855172413793103,0.897790055248619,0.824281150159744,0.911062906724512,0,NXF1
84,0.943310657596372,0.946022727272727,0.91304347826087,0.935933147632312,0.96763202725724,0.987179487179487,0.967551622418879,0.991957104557641,0.951388888888889,0.964088397790055,0.955271565495208,0.971800433839479,1,PAX5
21,0.884615384615385,0.849431818181818,0.869565217391304,0.821727019498607,0.855195911413969,0.907692307692308,0.914454277286136,0.906166219839142,0.889655172413793,0.911602209944751,0.856230031948882,0.941431670281996,0,PPBP
11,0.771493212669683,0.744318181818182,0.804347826086957,0.701949860724234,0.75809199318569,0.776923076923077,0.799410029498525,0.742627345844504,0.731034482758621,0.825966850828729,0.690095846645367,0.843817787418655,0,PTGER3
40,0.909502262443439,0.90625,0.891304347826087,0.871866295264624,0.909710391822828,0.92051282051282,0.908554572271386,0.932975871313673,0.910344827586207,0.922651933701657,0.865814696485623,0.956616052060738,0,S1PR1
224,0.898190045248869,0.897727272727273,0.891304347826087,0.880222841225627,0.918228279386712,0.941025641025641,0.92330383480826,0.922252010723861,0.917241379310345,0.930939226519337,0.87220447284345,0.943600867678959,0,ACO1
80,0.776018099547511,0.727272727272727,0.673913043478261,0.713091922005571,0.759795570698467,0.825641025641026,0.734513274336283,0.809651474530831,0.710344827586207,0.80939226519337,0.712460063897764,0.822125813449024,0,ACO2
95,0.941176470588235,0.926136363636364,0.934782608695652,0.927576601671309,0.955706984667802,0.984615384615385,0.970501474926254,0.986595174262735,0.958620689655172,0.969613259668508,0.945686900958466,0.978308026030369,1,CDKN2A
14,0.794117647058823,0.769886363636364,0.58695652173913,0.724233983286908,0.783645655877342,0.843589743589744,0.784660766961652,0.796246648793566,0.724137931034483,0.798342541436464,0.741214057507987,0.852494577006508,0,CLYBL
14,0.68552036199095,0.647727272727273,0.391304347826087,0.604456824512535,0.717206132879046,0.756410256410256,0.648967551622419,0.707774798927614,0.6,0.698895027624309,0.648562300319489,0.748373101952278,0,DDO
23,0.927601809954751,0.911931818181818,0.826086956521739,0.866295264623955,0.918228279386712,0.948717948717949,0.932153392330384,0.946380697050938,0.917241379310345,0.94475138121547,0.875399361022364,0.952277657266811,0,GOT1
9,0.900226757369615,0.875,0.826086956521739,0.863509749303621,0.89267461669506,0.928205128205128,0.887905604719764,0.914209115281501,0.875,0.903314917127072,0.869009584664537,0.917570498915401,0,GOT2
37,0.583710407239819,0.551136363636364,0.391304347826087,0.464285714285714,0.609880749574106,0.684615384615385,0.631268436578171,0.689008042895442,0.56551724137931,0.643646408839779,0.533546325878594,0.663774403470716,0,USP30
8,0.556561085972851,0.539772727272727,0.304347826086957,0.452380952380952,0.601362862010221,0.669230769230769,0.584070796460177,0.694369973190349,0.524137931034483,0.593922651933702,0.520766773162939,0.650759219088937,0,CLPP
5,0.101809954751131,0.198863636363636,0.0217391304347826,0.166666666666667,0.105621805792164,0.0769230769230769,0.079646017699115,0.0563002680965147,0.0758620689655172,0.0939226519337017,0.0638977635782748,0.123644251626898,0,CLPS
962,0.459276018099547,0.400568181818182,0.239130434782609,0.25,0.453151618398637,0.592307692307692,0.430678466076696,0.53887399463807,0.420689655172414,0.530386740331492,0.386581469648562,0.59002169197397,0,CLPTM1L
41,0.748868778280543,0.684659090909091,0.58695652173913,0.607142857142857,0.706984667802385,0.776923076923077,0.828908554572271,0.785522788203753,0.703448275862069,0.790055248618785,0.670926517571885,0.813449023861171,0,LTA
44,0.585972850678733,0.588068181818182,0.5,0.428571428571429,0.587734241908007,0.602564102564103,0.59882005899705,0.592493297587131,0.537931034482759,0.646408839779006,0.543130990415335,0.65943600867679,0,CLSTN2
167,0.67420814479638,0.6875,0.630434782608696,0.547619047619048,0.696763202725724,0.748717948717949,0.702064896755162,0.772117962466488,0.668965517241379,0.759668508287293,0.619808306709265,0.793926247288503,0,CLSTN3
471,0.748868778280543,0.579545454545455,0.565217391304348,0.464285714285714,0.676320272572402,0.764102564102564,0.766961651917404,0.780160857908847,0.682758620689655,0.759668508287293,0.600638977635783,0.800433839479393,0,EPN2
256,0.8710407239819,0.835227272727273,0.804347826086957,0.761904761904762,0.8603066439523,0.902564102564103,0.858407079646018,0.903485254691689,0.862068965517241,0.897790055248619,0.833865814696486,0.917570498915401,0,TOM1
28,0.537414965986395,0.446022727272727,0.434782608695652,0.380952380952381,0.519591141396934,0.566666666666667,0.554572271386431,0.53083109919571,0.527777777777778,0.580110497237569,0.405750798722045,0.622559652928417,0,MMP25
359,0.819004524886878,0.818181818181818,0.826086956521739,0.738095238095238,0.817717206132879,0.853846153846154,0.817109144542773,0.823056300268097,0.8,0.853591160220994,0.738019169329074,0.869848156182213,0,CLUL1
197,0.321266968325792,0.363636363636364,0.217391304347826,0.392857142857143,0.378194207836457,0.384615384615385,0.312684365781711,0.345844504021448,0.331034482758621,0.403314917127072,0.313099041533546,0.377440347071584,0,CLVS1
38,0.8710407239819,0.863636363636364,0.847826086956522,0.785714285714286,0.879045996592845,0.925641025641026,0.899705014749263,0.919571045576407,0.862068965517241,0.914364640883978,0.833865814696486,0.934924078091106,0,KITLG
98,0.264705882352941,0.190340909090909,0.108695652173913,0.130952380952381,0.255536626916525,0.320512820512821,0.212389380530973,0.343163538873995,0.16551724137931,0.279005524861878,0.188498402555911,0.264642082429501,0,CMAS
50,0.452488687782805,0.420454545454545,0.195652173913043,0.30952380952381,0.480408858603066,0.553846153846154,0.424778761061947,0.522788203753351,0.310344827586207,0.486187845303867,0.434504792332268,0.481561822125813,0,NANS
91,0.782805429864253,0.786931818181818,0.782608695652174,0.666666666666667,0.771720613287905,0.828205128205128,0.787610619469027,0.788203753351206,0.758620689655172,0.825966850828729,0.686900958466454,0.845986984815618,0,NPL
67,0.592760180995475,0.565340909090909,0.478260869565217,0.273809523809524,0.55366269165247,0.651282051282051,0.545722713864307,0.576407506702413,0.579310344827586,0.607734806629834,0.472843450479233,0.655097613882863,0,CMIP
3,0.624434389140271,0.585227272727273,0.543478260869565,0.523809523809524,0.659284497444634,0.71025641025641,0.595870206489675,0.702412868632708,0.496551724137931,0.651933701657459,0.597444089456869,0.702819956616052,0,NME6
16,0.67420814479638,0.636363636363636,0.5,0.55952380952381,0.674616695059625,0.764102564102564,0.684365781710914,0.780160857908847,0.620689655172414,0.712707182320442,0.619808306709265,0.759219088937093,0,CMPK2
16,0.707482993197279,0.644886363636364,0.521739130434783,0.488095238095238,0.660988074957411,0.738461538461539,0.690265486725664,0.756032171581769,0.638888888888889,0.759668508287293,0.587859424920128,0.75704989154013,0,RSAD2
25,0.680995475113122,0.573863636363636,0.478260869565217,0.44047619047619,0.652470187393526,0.743589743589744,0.68141592920354,0.707774798927614,0.63448275862069,0.723756906077348,0.578274760383387,0.774403470715835,0,CMTM6
103,0.843891402714932,0.840909090909091,0.760869565217391,0.69047619047619,0.863713798977853,0.91025641025641,0.846607669616519,0.900804289544236,0.820689655172414,0.903314917127072,0.830670926517572,0.906724511930586,0,DUSP10
67,0.583710407239819,0.536931818181818,0.434782608695652,0.44047619047619,0.616695059625213,0.694871794871795,0.581120943952802,0.689008042895442,0.551724137931034,0.643646408839779,0.485623003194888,0.696312364425163,0,CN5H6.4
82,0.80316742081448,0.707386363636364,0.565217391304348,0.666666666666667,0.788756388415673,0.864102564102564,0.811209439528024,0.873994638069705,0.779310344827586,0.812154696132597,0.750798722044728,0.859002169197397,0,EBNA1BP2
33,0.1289592760181,0.0539772727272727,0.0217391304347826,0.0238095238095238,0.100511073253833,0.130769230769231,0.117994100294985,0.13941018766756,0.096551724137931,0.160220994475138,0.0638977635782748,0.108459869848156,0,FKTN
109,0.889140271493213,0.838068181818182,0.782608695652174,0.797619047619048,0.872231686541738,0.923076923076923,0.882005899705015,0.946380697050938,0.868965517241379,0.917127071823204,0.856230031948882,0.928416485900217,0,IGF2BP3
8,0.850678733031674,0.78125,0.695652173913043,0.75,0.862010221465077,0.897435897435897,0.882005899705015,0.941018766756032,0.806896551724138,0.883977900552486,0.805111821086262,0.906724511930586,0,RPL34
136,0.8710407239819,0.840909090909091,0.804347826086957,0.761904761904762,0.872231686541738,0.933333333333333,0.887905604719764,0.922252010723861,0.820689655172414,0.900552486187845,0.817891373801917,0.902386117136659,0,RPL35A
11,0.875565610859729,0.835227272727273,0.804347826086957,0.761904761904762,0.858603066439523,0.9,0.870206489675516,0.924932975871314,0.827586206896552,0.892265193370166,0.830670926517572,0.926247288503254,0,HARS
55,0.643990929705215,0.565340909090909,0.391304347826087,0.464285714285714,0.630323679727428,0.684615384615385,0.584070796460177,0.721179624664879,0.555555555555556,0.624309392265193,0.565495207667732,0.68763557483731,0,HARS2
33,0.66289592760181,0.613636363636364,0.543478260869565,0.488095238095238,0.65587734241908,0.738461538461539,0.646017699115044,0.707774798927614,0.648275862068965,0.685082872928177,0.60702875399361,0.748373101952278,0,CNDP2
31,0.574660633484163,0.53125,0.456521739130435,0.392857142857143,0.563884156729131,0.653846153846154,0.578171091445428,0.662198391420912,0.496551724137931,0.640883977900553,0.447284345047923,0.670281995661605,0,CNEP1R1
10,0.504524886877828,0.539772727272727,0.347826086956522,0.476190476190476,0.534923339011925,0.528205128205128,0.495575221238938,0.549597855227882,0.496551724137931,0.527624309392265,0.399361022364217,0.568329718004338,0,CNGA1
44,0.0180995475113122,0.0397727272727273,0,0.0476190476190476,0.0323679727427598,0.041025641025641,0.0206489675516224,0.0348525469168901,0.0206896551724138,0.0165745856353591,0.0159744408945687,0.0216919739696312,0,SLC24A1
32,0.588235294117647,0.553977272727273,0.565217391304348,0.488095238095238,0.577512776831346,0.592307692307692,0.572271386430678,0.544235924932976,0.468965517241379,0.604972375690608,0.482428115015974,0.626898047722343,0,CNGA2
1,0.339366515837104,0.372159090909091,0.369565217391304,0.428571428571429,0.393526405451448,0.4,0.342182890855457,0.351206434316354,0.344827586206897,0.425414364640884,0.34185303514377,0.401301518438178,0,CNGA3
175,0.083710407239819,0.09375,0.195652173913043,0.178571428571429,0.0919931856899489,0.0641025641025641,0.0766961651917404,0.0455764075067024,0.0413793103448276,0.0911602209944751,0.0862619808306709,0.0824295010845987,0,CNGB3
409,0.726244343891403,0.71875,0.652173913043478,0.654761904761905,0.756388415672913,0.797435897435897,0.761061946902655,0.780160857908847,0.696551724137931,0.814917127071823,0.667731629392971,0.837310195227766,0,PDE6A
53,0.355203619909502,0.292613636363636,0.130434782608696,0.345238095238095,0.367972742759796,0.425641025641026,0.412979351032448,0.372654155495979,0.331034482758621,0.408839779005525,0.29073482428115,0.440347071583514,0,RDS
53,0.861678004535147,0.823863636363636,0.782608695652174,0.75,0.850085178875639,0.905128205128205,0.849557522123894,0.906166219839142,0.826388888888889,0.88121546961326,0.821086261980831,0.911062906724512,0,CNIH4
30,0.877828054298643,0.815340909090909,0.717391304347826,0.726190476190476,0.850085178875639,0.907692307692308,0.852507374631268,0.919571045576407,0.813793103448276,0.886740331491713,0.830670926517572,0.926247288503254,0,TOR1A
35,0.748868778280543,0.684659090909091,0.760869565217391,0.630952380952381,0.75809199318569,0.817948717948718,0.814159292035398,0.833780160857909,0.793103448275862,0.814917127071823,0.73482428115016,0.874186550976139,0,CNKSR1
66,0.714932126696833,0.644886363636364,0.5,0.583333333333333,0.700170357751278,0.733333333333333,0.731563421828909,0.705093833780161,0.703448275862069,0.759668508287293,0.594249201277955,0.772234273318872,0,RHPN2
71,0.705882352941177,0.627840909090909,0.543478260869565,0.595238095238095,0.700170357751278,0.723076923076923,0.734513274336283,0.750670241286863,0.620689655172414,0.748618784530387,0.642172523961661,0.780911062906725,0,CNKSR2
45,0.599547511312217,0.5625,0.543478260869565,0.571428571428571,0.606473594548552,0.651282051282051,0.648967551622419,0.689008042895442,0.620689655172414,0.649171270718232,0.533546325878594,0.711496746203905,0,MOBKL2B
1,0.861990950226244,0.821022727272727,0.760869565217391,0.726190476190476,0.833049403747871,0.871794871794872,0.84070796460177,0.876675603217158,0.8,0.87292817679558,0.795527156549521,0.893709327548807,0,TNNC1
4,0.343891402714932,0.258522727272727,0.108695652173913,0.130952380952381,0.347529812606474,0.384615384615385,0.324483775811209,0.353887399463807,0.262068965517241,0.30939226519337,0.23961661341853,0.377440347071584,0,CNN3
30,0.423076923076923,0.4375,0.173913043478261,0.25,0.419080068143101,0.443589743589744,0.457227138643068,0.458445040214477,0.413793103448276,0.466850828729282,0.322683706070288,0.472885032537961,0,CNNM1
70,0.771493212669683,0.698863636363636,0.739130434782609,0.630952380952381,0.751277683134583,0.817948717948718,0.787610619469027,0.801608579088472,0.703448275862069,0.812154696132597,0.702875399361022,0.830802603036876,0,CNNM2
1432,0.843537414965986,0.815340909090909,0.804347826086957,0.654761904761905,0.812606473594549,0.884615384615385,0.823008849557522,0.871313672922252,0.847222222222222,0.870165745856354,0.798722044728435,0.891540130151844,0,CNNM3
63,0.239819004524887,0.207386363636364,0.0652173913043478,0.107142857142857,0.240204429301533,0.307692307692308,0.171091445427729,0.329758713136729,0.2,0.259668508287293,0.191693290734824,0.268980477223427,0,CNNM4
42,0.828054298642534,0.809659090909091,0.695652173913043,0.69047619047619,0.850085178875639,0.884615384615385,0.849557522123894,0.900804289544236,0.786206896551724,0.867403314917127,0.805111821086262,0.898047722342733,0,CNOT2
193,0.699095022624434,0.599431818181818,0.5,0.535714285714286,0.686541737649063,0.751282051282051,0.675516224188791,0.793565683646113,0.641379310344828,0.740331491712707,0.63258785942492,0.79175704989154,0,CNOT4
222,0.536199095022624,0.488636363636364,0.304347826086957,0.30952380952381,0.54855195911414,0.625641025641026,0.607669616519174,0.64343163538874,0.503448275862069,0.62707182320442,0.495207667731629,0.655097613882863,0,TNKS1BP1
71,0.785067873303167,0.738636363636364,0.652173913043478,0.619047619047619,0.780238500851789,0.830769230769231,0.805309734513274,0.85254691689008,0.731034482758621,0.825966850828729,0.747603833865815,0.859002169197397,0,STK31
59,0.504524886877828,0.431818181818182,0.326086956521739,0.297619047619048,0.519591141396934,0.615384615384615,0.528023598820059,0.619302949061662,0.482758620689655,0.61878453038674,0.476038338658147,0.650759219088937,0,CNOT11
92,0.918552036199095,0.920454545454545,0.891304347826087,0.880952380952381,0.928449744463373,0.951282051282051,0.938053097345133,0.962466487935657,0.910344827586207,0.94475138121547,0.920127795527157,0.96529284164859,0,TOB1
55,0.789592760180995,0.772727272727273,0.630434782608696,0.619047619047619,0.797274275979557,0.835897435897436,0.769911504424779,0.86058981233244,0.76551724137931,0.787292817679558,0.696485623003195,0.850325379609544,0,TOB2
122,0.698412698412698,0.693181818181818,0.58695652173913,0.666666666666667,0.713798977853492,0.758974358974359,0.693215339233038,0.707774798927614,0.666666666666667,0.756906077348066,0.638977635782748,0.744034707158351,0,CNPY1
105,0.524886877828054,0.46875,0.260869565217391,0.416666666666667,0.563884156729131,0.623076923076923,0.513274336283186,0.597855227882037,0.43448275862069,0.538674033149171,0.460063897763578,0.620390455531453,0,CNPY2
100,0.895927601809955,0.903409090909091,0.934782608695652,0.869047619047619,0.913117546848382,0.941025641025641,0.932153392330384,0.941018766756032,0.903448275862069,0.92817679558011,0.89776357827476,0.952277657266811,0,MYLIP
99,0.735294117647059,0.619318181818182,0.521739130434783,0.523809523809524,0.695059625212947,0.735897435897436,0.740412979351032,0.745308310991957,0.703448275862069,0.756906077348066,0.603833865814696,0.802603036876356,0,TLR7
59,0.656108597285068,0.659090909090909,0.521739130434783,0.5,0.671209540034072,0.746153846153846,0.702064896755162,0.769436997319035,0.662068965517241,0.737569060773481,0.600638977635783,0.750542299349241,0,CNPY4
48,0.208144796380091,0.230113636363636,0.217391304347826,0.214285714285714,0.201022146507666,0.192307692307692,0.188790560471976,0.160857908847185,0.186206896551724,0.209944751381215,0.175718849840256,0.295010845986985,0,CNR2
102,0.321266968325792,0.363636363636364,0.217391304347826,0.392857142857143,0.378194207836457,0.384615384615385,0.312684365781711,0.345844504021448,0.331034482758621,0.403314917127072,0.313099041533546,0.377440347071584,0,CNRIP1
108,0.85972850678733,0.818181818181818,0.804347826086957,0.785714285714286,0.872231686541738,0.894871794871795,0.846607669616519,0.911528150134048,0.841379310344828,0.861878453038674,0.817891373801917,0.904555314533623,0,CNST
47,0.321266968325792,0.363636363636364,0.217391304347826,0.392857142857143,0.378194207836457,0.384615384615385,0.312684365781711,0.345844504021448,0.331034482758621,0.403314917127072,0.313099041533546,0.377440347071584,0,CNTD2
66,0.757918552036199,0.713068181818182,0.695652173913043,0.55952380952381,0.712095400340716,0.758974358974359,0.793510324483776,0.739946380697051,0.779310344827586,0.80939226519337,0.654952076677316,0.824295010845987,1,EXT1
63,0.489795918367347,0.423295454545455,0.282608695652174,0.333333333333333,0.495741056218058,0.548717948717949,0.507374631268437,0.560321715817694,0.472222222222222,0.552486187845304,0.396166134185303,0.559652928416486,0,ICA1
208,0.882352941176471,0.849431818181818,0.804347826086957,0.714285714285714,0.86541737649063,0.92051282051282,0.870206489675516,0.927613941018767,0.875862068965517,0.911602209944751,0.801916932907348,0.928416485900217,1,LIFR
104,0.712669683257919,0.676136363636364,0.630434782608696,0.428571428571429,0.700170357751278,0.779487179487179,0.716814159292035,0.801608579088472,0.696551724137931,0.75414364640884,0.616613418530351,0.776572668112798,0,HN1L
196,0.891402714932127,0.866477272727273,0.782608695652174,0.761904761904762,0.872231686541738,0.917948717948718,0.899705014749263,0.924932975871314,0.896551724137931,0.914364640883978,0.837060702875399,0.934924078091106,0,STAT4
35,0.8710407239819,0.838068181818182,0.826086956521739,0.797619047619048,0.870528109028961,0.892307692307692,0.846607669616519,0.903485254691689,0.806896551724138,0.886740331491713,0.808306709265176,0.917570498915401,0,CNTLN
113,0.85972850678733,0.78125,0.869565217391304,0.654761904761905,0.814310051107325,0.843589743589744,0.899705014749263,0.868632707774799,0.862068965517241,0.892265193370166,0.78594249201278,0.921908893709328,1,TNC
114,0.830316742081448,0.809659090909091,0.717391304347826,0.666666666666667,0.814310051107325,0.866666666666667,0.852507374631268,0.890080428954424,0.848275862068966,0.870165745856354,0.763578274760383,0.906724511930586,0,SMYD3
124,0.733031674208145,0.681818181818182,0.521739130434783,0.595238095238095,0.718909710391823,0.753846153846154,0.728613569321534,0.772117962466488,0.662068965517241,0.740331491712707,0.60702875399361,0.76355748373102,0,TAX1BP3
95,0.604072398190045,0.576704545454545,0.5,0.511904761904762,0.630323679727428,0.623076923076923,0.654867256637168,0.619302949061662,0.606896551724138,0.654696132596685,0.559105431309904,0.674620390455531,0,KCNA1
56,0.764705882352941,0.698863636363636,0.630434782608696,0.69047619047619,0.771720613287905,0.817948717948718,0.775811209439528,0.823056300268097,0.731034482758621,0.80939226519337,0.70926517571885,0.841648590021692,0,KCNA2
14,0.648526077097506,0.553977272727273,0.326086956521739,0.488095238095238,0.642248722316865,0.674358974358974,0.684365781710914,0.672922252010724,0.631944444444444,0.668508287292818,0.565495207667732,0.739696312364425,0,MAST3
39,0.321266968325792,0.363636363636364,0.217391304347826,0.392857142857143,0.378194207836457,0.384615384615385,0.312684365781711,0.345844504021448,0.331034482758621,0.403314917127072,0.313099041533546,0.377440347071584,0,CNTNAP5
41,0.699095022624434,0.650568181818182,0.58695652173913,0.571428571428571,0.7206132879046,0.782051282051282,0.705014749262537,0.790884718498659,0.682758620689655,0.75414364640884,0.645367412140575,0.802603036876356,1,CNTRL
9,0.708144796380091,0.653409090909091,0.652173913043478,0.55952380952381,0.730834752981261,0.792307692307692,0.713864306784661,0.804289544235925,0.689655172413793,0.779005524861878,0.610223642172524,0.802603036876356,0,TUBGCP6
8,0.719457013574661,0.650568181818182,0.630434782608696,0.523809523809524,0.695059625212947,0.771794871794872,0.716814159292035,0.758713136729222,0.737931034482759,0.767955801104972,0.642172523961661,0.811279826464208,0,CNTROB
53,0.235294117647059,0.176136363636364,0.0869565217391304,0.119047619047619,0.226575809199319,0.282051282051282,0.209439528023599,0.292225201072386,0.241379310344828,0.232044198895028,0.153354632587859,0.27765726681128,0,COBL
17,0.235294117647059,0.176136363636364,0.0869565217391304,0.119047619047619,0.226575809199319,0.282051282051282,0.209439528023599,0.292225201072386,0.241379310344828,0.232044198895028,0.153354632587859,0.27765726681128,0,COBLL1
32,0.135746606334842,0.144886363636364,0.152173913043478,0.0714285714285714,0.163543441226576,0.192307692307692,0.115044247787611,0.206434316353887,0.151724137931034,0.165745856353591,0.10223642172524,0.214750542299349,0,COCH
28,0.891402714932127,0.84375,0.891304347826087,0.80952380952381,0.870528109028961,0.912820512820513,0.908554572271386,0.914209115281501,0.868965517241379,0.906077348066298,0.849840255591054,0.908893709327549,0,COG1
40,0.746606334841629,0.758522727272727,0.652173913043478,0.726190476190476,0.768313458262351,0.8,0.778761061946903,0.785522788203753,0.744827586206897,0.812154696132597,0.696485623003195,0.82646420824295,0,COG2
