degree,amexicanum_regen_up_Fraction_sp_less4,celegans_stress_up_Fraction_sp_less4,clupisFamiliaris_wound_up_Fraction_sp_less4,dmelanogaster_stress_up_Fraction_sp_less4,dmelanogaster_wound_up_Fraction_sp_less4,drerio_regen_up_Fraction_sp_less4,hsapiens_regen_up_Fraction_sp_less4,hsapiens_stress_up_Fraction_sp_less4,hsapiens_wound_up_Fraction_sp_less4,mmusculus_stress_up_Fraction_sp_less4,rnorvegicus_wound_up_Fraction_sp_less4,sscrofa_wound_up_Fraction_sp_less4,label
3,0.914027149321267,0.897727272727273,0.826086956521739,0.877437325905292,0.913117546848382,0.935897435897436,0.92330383480826,0.946380697050938,0.896551724137931,0.930939226519337,0.89776357827476,0.947939262472885,1
8,0.898190045248869,0.889204545454545,0.826086956521739,0.857938718662953,0.896081771720613,0.930769230769231,0.876106194690266,0.941018766756032,0.889655172413793,0.897790055248619,0.856230031948882,0.928416485900217,1
46,0.945701357466063,0.943181818181818,0.891304347826087,0.916434540389972,0.960817717206133,0.987179487179487,0.949852507374631,0.978552278820375,0.951724137931034,0.966850828729282,0.942492012779553,0.976138828633406,1
17,0.959276018099548,0.948863636363636,0.934782608695652,0.930362116991644,0.96252129471891,0.979487179487179,0.970501474926254,0.981233243967828,0.979310344827586,0.969613259668508,0.942492012779553,0.980477223427332,1
76,0.873303167420814,0.872159090909091,0.91304347826087,0.797619047619048,0.875638841567291,0.912820512820513,0.905604719764012,0.946380697050938,0.896551724137931,0.917127071823204,0.840255591054313,0.943600867678959,1
2,0.891156462585034,0.838068181818182,0.826086956521739,0.75,0.86541737649063,0.91025641025641,0.890855457227139,0.898123324396783,0.909722222222222,0.900552486187845,0.817891373801917,0.921908893709328,1
7,0.898190045248869,0.886363636363636,0.91304347826087,0.824512534818941,0.904599659284497,0.943589743589744,0.920353982300885,0.951742627345844,0.910344827586207,0.92817679558011,0.875399361022364,0.937093275488069,1
1,0.531674208144796,0.428977272727273,0.391304347826087,0.392857142857143,0.522998296422487,0.574358974358974,0.581120943952802,0.53887399463807,0.517241379310345,0.62707182320442,0.492012779552716,0.650759219088937,1
1,0.895691609977324,0.849431818181818,0.869565217391304,0.738095238095238,0.873935264054514,0.933333333333333,0.914454277286136,0.941018766756032,0.895833333333333,0.903314917127072,0.859424920127795,0.928416485900217,1
5,0.857466063348416,0.846590909090909,0.869565217391304,0.80952380952381,0.858603066439523,0.884615384615385,0.867256637168142,0.903485254691689,0.862068965517241,0.903314917127072,0.801916932907348,0.906724511930586,1
13,0.941176470588235,0.948863636363636,0.978260869565217,0.916434540389972,0.969335604770017,0.982051282051282,0.964601769911504,0.989276139410188,0.944827586206897,0.969613259668508,0.955271565495208,0.982646420824295,1
1,0.816742081447964,0.772727272727273,0.782608695652174,0.654761904761905,0.814310051107325,0.853846153846154,0.825958702064897,0.882037533512064,0.76551724137931,0.839779005524862,0.769968051118211,0.874186550976139,1
1,0.972850678733032,0.985795454545455,0.978260869565217,0.977715877437326,0.986371379897785,0.987179487179487,0.979351032448378,1,0.993103448275862,0.988950276243094,0.968051118210863,0.995661605206074,1
69,0.718820861678005,0.610795454545455,0.608695652173913,0.587743732590529,0.684838160136286,0.712820512820513,0.722713864306785,0.742627345844504,0.631944444444444,0.767955801104972,0.5814696485623,0.79826464208243,1
7,0.884615384615385,0.855113636363636,0.847826086956522,0.813370473537604,0.873935264054514,0.912820512820513,0.893805309734513,0.900804289544236,0.889655172413793,0.911602209944751,0.849840255591054,0.932754880694143,1
8,0.841628959276018,0.801136363636364,0.782608695652174,0.702380952380952,0.833049403747871,0.871794871794872,0.846607669616519,0.908847184986595,0.779310344827586,0.859116022099447,0.769968051118211,0.900216919739696,1
2,0.961538461538462,0.954545454545455,0.956521739130435,0.944289693593315,0.96763202725724,0.98974358974359,0.970501474926254,0.994638069705094,0.979310344827586,0.980662983425414,0.958466453674121,0.980477223427332,1
62,0.975113122171946,0.957386363636364,0.956521739130435,0.958217270194986,0.972742759795571,0.987179487179487,0.976401179941003,0.994638069705094,0.979310344827586,0.977900552486188,0.971246006389776,0.991323210412148,1
1,0.882352941176471,0.883522727272727,0.826086956521739,0.75,0.884156729131175,0.917948717948718,0.893805309734513,0.93029490616622,0.848275862068966,0.906077348066298,0.830670926517572,0.932754880694143,1
2,0.744343891402715,0.710227272727273,0.543478260869565,0.626740947075209,0.771720613287905,0.784615384615385,0.737463126843658,0.796246648793566,0.744827586206897,0.767955801104972,0.718849840255591,0.811279826464208,1
12,0.8710407239819,0.840909090909091,0.804347826086957,0.821727019498607,0.870528109028961,0.92051282051282,0.893805309734513,0.916890080428954,0.889655172413793,0.930939226519337,0.837060702875399,0.917570498915401,1
