degree,aandersoni_regen_down_Fraction_sp_less4,amaculatum_regen_down_Fraction_sp_less4,amexicanum_regen_down_Fraction_sp_less4,celegans_stress_down_Fraction_sp_less4,clupisFamiliaris_wound_down_Fraction_sp_less4,dmelanogaster_stress_down_Fraction_sp_less4,dmelanogaster_wound_down_Fraction_sp_less4,drerio_regen_down_Fraction_sp_less4,ecoli_stress_down_Fraction_sp_less4,mmusculus_stress_down_Fraction_sp_less4,rnorvegicus_wound_down_Fraction_sp_less4,sscrofa_wound_down_Fraction_sp_less4,xlaevis_wound_down_Fraction_sp_less4,xtropicalis_regen_down_Fraction_sp_less4,label,gene_list
37,0.00600353148911124,0.00506180105944673,0.112889935256033,0.222130665097116,0.00894643908181283,0.0968805179517363,0.000588581518540318,0.0229546792230724,0.0170100058858152,0.238434373160683,0.117539729252501,0.0994114184814597,0.0928193054738081,0.0386109476162448,1,HNF1A
1,0.00317834020011772,0.00323719835197175,0.0605650382577987,0.104355503237198,0.00394349617422013,0.0470276633313714,0.000294290759270159,0.0127722189523249,0.00582695703354915,0.126074161271336,0.0719246615656268,0.0572101236021189,0.0469099470276633,0.0172454384932313,1,PREX2
92,0.00553266627427899,0.0050029429075927,0.110476751030018,0.214243672748676,0.00847557386698058,0.092525014714538,0.000588581518540318,0.0228369629193643,0.0162448499117128,0.232430841671572,0.116539140670983,0.0977633902295468,0.0904649793996468,0.0369040612124779,1,HLA-A
6,0.00423778693349029,0.00376692171865803,0.0842848734549735,0.156327251324308,0.00594467333725721,0.0700412007062978,0.000412007062978223,0.0184226015303119,0.0106533254855798,0.175515008828723,0.0928193054738081,0.0775161859917599,0.0661565626839317,0.0269570335491466,1,TCL1A
4,0.00494408475573867,0.00447321954090642,0.0978811065332549,0.187934078869923,0.0075927015891701,0.0811653914067098,0.000529723366686286,0.0207180694526192,0.0139493819894055,0.206180105944673,0.104885226603885,0.0879929370217775,0.0793996468510889,0.0319599764567393,1,CD274
90,0.00576809888169511,0.00512065921130077,0.111300765155974,0.218069452619188,0.00918187168922896,0.0950559152442613,0.000588581518540318,0.0224838140082401,0.0164214243672749,0.235609181871689,0.116774573278399,0.0979399646851089,0.0920541494997057,0.0384343731606828,1,SSX2
1,0.00282519128899353,0.00282519128899353,0.0508534432018835,0.0938787522071807,0.00347263095938788,0.0449087698646263,0.000470865214832254,0.0106533254855798,0.00665097115950559,0.107769276044732,0.0562683931724544,0.0467333725721012,0.0391995291347852,0.0142436727486757,1,MDS2
4,0.00423778693349029,0.0038846380223661,0.0845791642142437,0.161624484991171,0.00635668040023543,0.072218952324897,0.000470865214832254,0.0181283107710418,0.0106533254855798,0.180694526191878,0.0917010005885815,0.0772218952324897,0.0696880517951736,0.0272513243084167,1,PRDM16
127,0.00594467333725721,0.00512065921130077,0.115244261330194,0.227133608004709,0.00941730429664508,0.0994114184814597,0.00064743967039435,0.0236021188934667,0.0177751618599176,0.243378457916421,0.11942319011183,0.101059446733373,0.0951147733961154,0.0398469688051795,1,BCL2
2,0.00182460270747499,0.00200117716303708,0.0286639199529135,0.0584461447910536,0.00200117716303708,0.0236609770453208,0.000117716303708064,0.00635668040023543,0.00394349617422013,0.0686874632136551,0.0366686286050618,0.0294290759270159,0.0246027074749853,0.00665097115950559,1,CRNKL1
14,0.00506180105944673,0.00459093584461448,0.0968216597998823,0.183225426721601,0.0075927015891701,0.0805179517363155,0.000588581518540318,0.0200706297822248,0.0124779281930547,0.203413772807534,0.103472630959388,0.086992348440259,0.0782224838140082,0.0317834020011772,1,POU2AF1
5,0.00300176574455562,0.00335491465567981,0.0646851088875809,0.120423778693349,0.00535609181871689,0.0523837551500883,0.000353148911124191,0.0142436727486757,0.00771041789287816,0.137316068275456,0.0734549735138317,0.0616833431430253,0.0543849323131254,0.0193643319599765,1,NBEA
46,0.00535609181871689,0.00488522660388464,0.106533254855798,0.213537374926427,0.00859329017068864,0.0922307239552678,0.000529723366686286,0.022130665097116,0.0168922895821071,0.228134196586227,0.113066509711595,0.0948204826368452,0.0897586815773985,0.0363743378457916,1,IDH2
15,0.00482636845203061,0.00447321954090642,0.094408475573867,0.187757504414361,0.00700412007062978,0.0811065332548558,0.000529723366686286,0.0197763390229547,0.0135373749264273,0.207357268981754,0.101765744555621,0.0857563272513243,0.0786344908769865,0.0318422601530312,1,ARID2
77,0.00576809888169511,0.00512065921130077,0.11153619776339,0.218128310771042,0.00900529723366686,0.0948793407886992,0.000588581518540318,0.0230135373749264,0.016656856974691,0.235668040023543,0.117068864037669,0.0987051206592113,0.0917010005885815,0.0379635079458505,1,WAS
6,0.00506180105944673,0.00459093584461448,0.0979399646851089,0.190464979399647,0.00747498528546204,0.0819305473808122,0.000470865214832254,0.0212477928193055,0.0140670982931136,0.210535609181872,0.105768098881695,0.0885815185403178,0.0802825191288993,0.0326662742789876,1,PWWP2A
92,0.00553266627427899,0.0050029429075927,0.109770453207769,0.216833431430253,0.0088875809299588,0.0938198940553267,0.000588581518540318,0.0226603884638022,0.016656856974691,0.234196586227192,0.116127133608005,0.0975868157739847,0.0912889935256033,0.037021777516186,1,ERCC3
471,0.00594467333725721,0.0051795173631548,0.115597410241318,0.228428487345497,0.00947616244849912,0.0991759858740436,0.000588581518540318,0.0238375515008829,0.0176574455562095,0.243437316068275,0.119599764567393,0.101177163037081,0.0952913478516775,0.0400824014125956,1,FOXA1
128,0.00594467333725721,0.00512065921130077,0.115244261330194,0.227781047675103,0.00935844614479105,0.0993525603296057,0.000588581518540318,0.0236021188934667,0.0175985874043555,0.242495585638611,0.119658622719247,0.101236021188935,0.0949381989405533,0.0399058269570335,1,RARA
10,0.00482636845203061,0.00447321954090642,0.0894055326662743,0.177163037080636,0.00665097115950559,0.0753384343731607,0.000470865214832254,0.0190111830488523,0.0133608004708652,0.196703943496174,0.0977633902295468,0.0828134196586227,0.0739258387286639,0.0271924661565627,1,TRAF7
124,0.00600353148911124,0.00512065921130077,0.114537963507946,0.227486756915833,0.00924072984108299,0.098175397292525,0.000588581518540318,0.0234255444379046,0.0178928781636257,0.242260153031195,0.119246615656268,0.100529723366686,0.0947027663331371,0.0396115361977634,1,NCOR2
29,0.00559152442613302,0.00494408475573867,0.105826957033549,0.210476751030018,0.00841671571512654,0.0920541494997057,0.000529723366686286,0.0225426721600942,0.0164214243672749,0.226309593878752,0.112360211889347,0.0955267804590936,0.0872866391995291,0.0355503237198352,1,DNAJB1
34,0.00582695703354915,0.0051795173631548,0.113243084167157,0.223837551500883,0.00924072984108299,0.0971159505591524,0.000588581518540318,0.0233078281341966,0.0173042966450853,0.239140670982931,0.118069452619188,0.0993525603296057,0.0938787522071807,0.0394938198940553,1,ETV4
286,0.00606238964096527,0.0051795173631548,0.116480282519129,0.230900529723367,0.00953502060035315,0.099941141848146,0.00064743967039435,0.0237786933490288,0.0181283107710418,0.245379635079459,0.120188346085933,0.102001177163037,0.0959976456739258,0.04072984108299,1,CDKN1A
45,0.00523837551500883,0.00476751030017657,0.103472630959388,0.202413184226015,0.00812242495585639,0.0885815185403178,0.00064743967039435,0.0218952324896998,0.0143613890523838,0.223719835197175,0.111300765155974,0.092525014714538,0.0857563272513243,0.0349028840494408,1,AKAP9
196,0.00600353148911124,0.0051795173631548,0.116009417304297,0.228134196586227,0.00947616244849912,0.0994702766333137,0.00064743967039435,0.0234844025897587,0.0177163037080636,0.243849323131254,0.120129487934079,0.101589170100059,0.0958799293702178,0.0403178340200118,1,MDM4
82,0.00565038257798705,0.00512065921130077,0.113831665685697,0.223131253678634,0.00929958799293702,0.0971748087110065,0.00064743967039435,0.0232489699823426,0.0173042966450853,0.239611536197763,0.11883460859329,0.0998822836962919,0.0936433195997646,0.0390818128310771,1,STAT6
41,0.00588581518540318,0.00506180105944673,0.111889346674514,0.221659799882284,0.00882872277810477,0.096233078281342,0.000529723366686286,0.0232489699823426,0.0169511477339612,0.237786933490288,0.117892878163626,0.0991171277221895,0.092583872866392,0.0390229546792231,1,NCOA4
76,0.00576809888169511,0.00506180105944673,0.112477928193055,0.221954090641554,0.0088875809299588,0.0970570924072984,0.00064743967039435,0.0230135373749264,0.0173042966450853,0.238787522071807,0.117539729252501,0.0987639788110653,0.0935844614479105,0.038846380223661,1,CLTC
5,0.0025897586815774,0.00329605650382578,0.0523248969982343,0.102825191288994,0.00364920541494997,0.0456150676868746,0.000294290759270159,0.0107121836374338,0.00706297822248381,0.118481459682166,0.06291936433196,0.051854031783402,0.0442024720423779,0.0143613890523838,1,A1CF
35,0.00553266627427899,0.00482636845203061,0.107828134196586,0.213655091230135,0.00853443201883461,0.0934667451442025,0.000588581518540318,0.022307239552678,0.016715715126545,0.232666274278988,0.115067686874632,0.0965862271924662,0.0892878163625662,0.0367863449087699,1,SND1
96,0.00570924072984108,0.00506180105944673,0.109476162448499,0.214714537963508,0.00853443201883461,0.0935844614479105,0.000588581518540318,0.02218952324897,0.0162448499117128,0.232725132430842,0.114361389052384,0.096291936433196,0.0905826957033549,0.0365509123013537,1,EIF3E
13,0.00441436138905238,0.00435550323719835,0.0825191288993526,0.164685108887581,0.00606238964096527,0.0702766333137139,0.000529723366686286,0.016597998822837,0.0121247792819305,0.180929958799294,0.0923484402589759,0.075985874043555,0.068452030606239,0.0254267216009417,1,VTI1A
13,0.00559152442613302,0.00482636845203061,0.105414949970571,0.207828134196586,0.00818128310771042,0.0899352560329606,0.000588581518540318,0.022307239552678,0.0158917010005886,0.225662154208358,0.112183637433785,0.094526191877575,0.0874632136550912,0.0364331959976457,1,HOXC11
141,0.00588581518540318,0.00512065921130077,0.115715126545026,0.228251912889935,0.00935844614479105,0.0992348440258976,0.00064743967039435,0.0235432607416127,0.0177163037080636,0.243908181283108,0.119717480871101,0.101236021188935,0.0956444967628017,0.0399058269570335,1,APC
8,0.00512065921130077,0.00470865214832254,0.0966450853443202,0.188287227781048,0.00765155974102413,0.0808122424955856,0.000588581518540318,0.0208357857563272,0.0143025309005297,0.204885226603885,0.102354326074161,0.0885226603884638,0.079693937610359,0.0323131253678634,1,LMO1
1,0.00417892878163626,0.0038846380223661,0.0801648028251913,0.152913478516775,0.00618010594467334,0.0688640376692172,0.000412007062978223,0.0163037080635668,0.0101236021188935,0.171336080047087,0.0894643908181283,0.0745144202472042,0.0663919952913479,0.0248381400824014,1,SLC34A2
49,0.00588581518540318,0.00506180105944673,0.113243084167157,0.225485579752796,0.00918187168922896,0.0976456739258387,0.000588581518540318,0.0233666862860506,0.0174220129487934,0.239552678045909,0.11824602707475,0.100117716303708,0.0938198940553267,0.0391995291347852,1,HMGA1
40,0.00559152442613302,0.00488522660388464,0.104885226603885,0.201059446733373,0.00835785756327251,0.0875220718069453,0.000470865214832254,0.0224838140082401,0.0144202472042378,0.219952913478517,0.112360211889347,0.0934667451442025,0.0854031783402001,0.0359623307828134,1,TEC
39,0.00547380812242496,0.00482636845203061,0.108593290170689,0.21518540317834,0.00859329017068864,0.0936433195997646,0.000588581518540318,0.0224249558563861,0.016597998822837,0.231783402001177,0.115303119482048,0.0972336668628605,0.0898763978811065,0.0368452030606239,1,CD74
15,0.00512065921130077,0.00488522660388464,0.100824014125956,0.197998822836963,0.00800470865214832,0.0850500294290759,0.000529723366686286,0.0210123602118893,0.0139493819894055,0.217775161859918,0.106945261918776,0.0899352560329606,0.0830488522660389,0.0348440258975868,1,BCL11B
114,0.00529723366686286,0.00482636845203061,0.104885226603885,0.203531489111242,0.00818128310771042,0.0896998234255444,0.000588581518540318,0.0220718069452619,0.0155385520894644,0.221188934667451,0.112007062978222,0.0952324896998234,0.0858740435550324,0.0350206003531489,1,CCR7
6,0.00488522660388464,0.00447321954090642,0.0996468510888758,0.190876986462625,0.00800470865214832,0.0822248381400824,0.000470865214832254,0.0217186580341377,0.0143613890523838,0.21065332548558,0.107416127133608,0.0899352560329606,0.0799293702177752,0.0327839905826957,1,PDCD1LG2
60,0.00582695703354915,0.00506180105944673,0.112065921130077,0.221424367274868,0.0088875809299588,0.0959387875220718,0.000588581518540318,0.0232489699823426,0.016656856974691,0.238022366097705,0.117834020011772,0.0995879929370218,0.092642731018246,0.0386698057680989,1,CASP9
20,0.00535609181871689,0.00482636845203061,0.108357857563273,0.212007062978222,0.00853443201883461,0.0922307239552678,0.000529723366686286,0.0227781047675103,0.0163625662154208,0.229311359623308,0.11489111241907,0.0968216597998823,0.088816951147734,0.0360211889346675,1,IL7R
56,0.00559152442613302,0.00494408475573867,0.110829899941142,0.220129487934079,0.00912301353737493,0.0949970570924073,0.000588581518540318,0.0227192466156563,0.0171865803413773,0.235668040023543,0.116303708063567,0.0979988228369629,0.0914655679811654,0.0383755150088287,1,TBL1XR1
27,0.00570924072984108,0.00494408475573867,0.110594467333726,0.219246615656268,0.0087110064743967,0.0942319011183049,0.000588581518540318,0.0231901118304885,0.016656856974691,0.234549735138317,0.116127133608005,0.098116539140671,0.0910535609181872,0.0381400824014126,1,HIST1H3B
18,0.00470865214832254,0.00453207769276045,0.0908769864626251,0.183225426721601,0.00735726898175397,0.0792819305473808,0.000470865214832254,0.0197174808711006,0.0134196586227192,0.202295467922307,0.0993525603296057,0.0836374337845792,0.075985874043555,0.0305473808122425,1,KDM6A
25,0.00464979399646851,0.00447321954090642,0.0866980576809888,0.170158917010006,0.00670982931135962,0.0742789876397881,0.000529723366686286,0.0187168922895821,0.011065332548558,0.190935844614479,0.0949970570924073,0.0803413772807534,0.070335491465568,0.0274867569158328,1,CNTRL
7,0.00512065921130077,0.00459093584461448,0.0923484402589759,0.182636845203061,0.00665097115950559,0.0792819305473808,0.000588581518540318,0.0189523248969982,0.0136550912301354,0.20058858151854,0.0989994114184815,0.0836962919364332,0.0771630370806357,0.0290170688640377,1,MUTYH
32,0.00565038257798705,0.00506180105944673,0.111477339611536,0.219952913478517,0.0088875809299588,0.0952913478516775,0.000529723366686286,0.0230135373749264,0.0168922895821071,0.235668040023543,0.116715715126545,0.098175397292525,0.0924661565626839,0.0384932313125368,1,ELF3
185,0.00594467333725721,0.0051795173631548,0.11518540317834,0.228369629193643,0.00924072984108299,0.0992937021777516,0.000588581518540318,0.0236609770453208,0.0177163037080636,0.242966450853443,0.119658622719247,0.100941730429665,0.0950559152442613,0.0398469688051795,1,PPARG
6,0.00529723366686286,0.00482636845203061,0.106650971159506,0.210594467333726,0.00835785756327251,0.0912889935256033,0.000529723366686286,0.0225426721600942,0.0162448499117128,0.226898175397293,0.113419658622719,0.0958799293702178,0.0878163625662154,0.0361389052383755,1,RNF213
66,0.00576809888169511,0.00512065921130077,0.112477928193055,0.22307239552678,0.00894643908181283,0.0967628016480283,0.00064743967039435,0.0230723955267805,0.0175397292525015,0.238846380223661,0.118128310771042,0.0989405532666274,0.0929958799293702,0.038905238375515,1,BRCA2
87,0.00582695703354915,0.00506180105944673,0.111359623307828,0.216303708063567,0.00924072984108299,0.094408475573867,0.00064743967039435,0.0225426721600942,0.0163037080635668,0.234373160682755,0.117245438493231,0.0986462625073573,0.0917598587404355,0.0378457916421424,1,CTNND1
14,0.00482636845203061,0.00453207769276045,0.0895821071218364,0.178987639788111,0.00700412007062978,0.0766333137139494,0.000588581518540318,0.0184226015303119,0.0133608004708652,0.195644496762802,0.0967628016480283,0.0821071218363743,0.0752207180694526,0.0302530900529723,1,SOX2
29,0.00576809888169511,0.00494408475573867,0.107945850500294,0.212831077104179,0.00882872277810477,0.0935256032960565,0.00064743967039435,0.0226015303119482,0.016656856974691,0.230900529723367,0.114949970570924,0.0968216597998823,0.0904061212477928,0.0371394938198941,1,TFE3
49,0.0038846380223661,0.00382577987051207,0.0825191288993526,0.153090052972337,0.0062978222483814,0.0696880517951736,0.000353148911124191,0.0183048852266039,0.0109476162448499,0.170453207769276,0.0931135962330783,0.0763390229546792,0.0676868746321365,0.0279576221306651,1,GNA11
53,0.00582695703354915,0.0050029429075927,0.112124779281931,0.220894643908181,0.0088875809299588,0.0961742201294879,0.000529723366686286,0.0232489699823426,0.0170688640376692,0.237139493819894,0.117598587404355,0.0988228369629194,0.092583872866392,0.0380812242495586,1,NTRK1
263,0.00600353148911124,0.0051795173631548,0.114655679811654,0.226309593878752,0.00959387875220718,0.0984696880517952,0.00064743967039435,0.0235432607416127,0.0174220129487934,0.241141848145968,0.119599764567393,0.101236021188935,0.0946439081812831,0.0399646851088876,1,PIK3CA
125,0.00582695703354915,0.00512065921130077,0.111006474396704,0.220306062389641,0.00894643908181283,0.0955856386109476,0.000588581518540318,0.0228958210712184,0.0169511477339612,0.237257210123602,0.116127133608005,0.0979399646851089,0.0920541494997057,0.0385520894643908,1,BUB1B
5,0.00453207769276045,0.00423778693349029,0.0930547380812242,0.177692760447322,0.00718069452619188,0.077692760447322,0.000470865214832254,0.0197174808711006,0.0125367863449088,0.197763390229547,0.101942319011183,0.0849323131253679,0.0762213066509712,0.0299587992937022,1,TRIP11
14,0.0050029429075927,0.00447321954090642,0.0968805179517363,0.187992937021778,0.0075927015891701,0.0831665685697469,0.000470865214832254,0.0197174808711006,0.0135373749264273,0.20759270158917,0.103472630959388,0.0876986462625074,0.0804002354326074,0.0335491465567981,1,SMO
50,0.00588581518540318,0.00512065921130077,0.112772218952325,0.222071806945262,0.00900529723366686,0.0969982342554444,0.000529723366686286,0.0234844025897587,0.0171277221895232,0.238669805768099,0.117892878163626,0.0993525603296057,0.0931135962330783,0.0390229546792231,1,DNMT3A
27,0.00553266627427899,0.00494408475573867,0.111771630370806,0.219246615656268,0.0087110064743967,0.0947027663331371,0.00064743967039435,0.0227192466156563,0.016656856974691,0.235903472630959,0.116068275456151,0.098175397292525,0.0924661565626839,0.0384343731606828,1,TAF15
8,0.0050029429075927,0.00435550323719835,0.0959387875220718,0.18846380223661,0.00765155974102413,0.0825191288993526,0.000412007062978223,0.020423778693349,0.0139493819894055,0.205356091818717,0.10453207769276,0.0877575044143614,0.0792819305473808,0.0318422601530312,1,BMP5
42,0.00576809888169511,0.0050029429075927,0.111006474396704,0.218010594467334,0.00876986462625074,0.094526191877575,0.000588581518540318,0.0231312536786345,0.0168922895821071,0.235256032960565,0.117186580341377,0.0986462625073573,0.0911712772218952,0.0380223660977045,1,BCL10
50,0.00541494997057092,0.00494408475573867,0.106297822248381,0.210123602118893,0.00847557386698058,0.090818128310771,0.000588581518540318,0.022130665097116,0.0161271336080047,0.228193054738081,0.112595644496763,0.094526191877575,0.0876397881106533,0.0366097704532078,1,BRD4
6,0.00441436138905238,0.00429664508534432,0.087051206592113,0.15868157739847,0.00623896409652737,0.0709240729841083,0.000529723366686286,0.0180105944673337,0.0105356091818717,0.180400235432607,0.0932313125367863,0.079576221306651,0.0713360800470865,0.0272513243084167,1,FSTL3
60,0.00459093584461448,0.00441436138905238,0.0947616244849912,0.182931135962331,0.00747498528546204,0.0812831077104179,0.000529723366686286,0.0204826368452031,0.0131253678634491,0.202707474985285,0.104767510300177,0.0885815185403178,0.0781047675103002,0.0310771041789288,1,CCR4
93,0.00588581518540318,0.00506180105944673,0.114537963507946,0.225014714537964,0.00912301353737493,0.0978222483814008,0.00064743967039435,0.0236021188934667,0.0171865803413773,0.240317834020012,0.119187757504414,0.100824014125956,0.0945850500294291,0.0395526780459094,1,MAP2K1
65,0.00576809888169511,0.00506180105944673,0.113066509711595,0.223366686286051,0.00906415538552089,0.0969982342554444,0.000588581518540318,0.0233078281341966,0.0175985874043555,0.239670394349617,0.11824602707475,0.0998234255444379,0.0937610359034726,0.038905238375515,1,TOP1
1146,0.00606238964096527,0.0051795173631548,0.117422012948793,0.232313125367863,0.00965273690406121,0.100941730429665,0.00064743967039435,0.0237786933490288,0.0181871689228958,0.246909947027663,0.121012360211889,0.102413184226015,0.0965273690406121,0.0408475573866981,1,MYC
52,0.00565038257798705,0.00506180105944673,0.110829899941142,0.218599175985874,0.0087110064743967,0.0943496174220129,0.000588581518540318,0.0227781047675103,0.0167745732783991,0.233784579164214,0.11547969393761,0.0976456739258387,0.0912889935256033,0.0374926427310182,1,FEN1
58,0.00565038257798705,0.00506180105944673,0.110123602118893,0.216656856974691,0.00906415538552089,0.0941730429664508,0.000588581518540318,0.0230135373749264,0.016656856974691,0.233784579164214,0.116185991759859,0.098234255444379,0.0909947027663331,0.0380223660977045,1,PTPRC
27,0.00570924072984108,0.00506180105944673,0.108946439081813,0.21430253090053,0.00835785756327251,0.0930547380812242,0.000529723366686286,0.0227192466156563,0.0169511477339612,0.231312536786345,0.114773396115362,0.0972925250147145,0.0905238375515009,0.03708063566804,1,AFF1
69,0.00576809888169511,0.0050029429075927,0.11124190700412,0.219246615656268,0.00876986462625074,0.0949381989405533,0.000588581518540318,0.0227192466156563,0.0168922895821071,0.236138905238376,0.116244849911713,0.0985285462036492,0.0917010005885815,0.0387286639199529,1,SUFU
1,0.000824014125956445,0.00141259564449676,0.0136550912301354,0.0187757504414361,0.00147145379635079,0.00753384343731607,0.000117716303708064,0.00417892878163626,0.000412007062978223,0.0271924661565627,0.01489111241907,0.0110064743967039,0.00818128310771042,0.00364920541494997,1,KNSTRN
56,0.00570924072984108,0.0050029429075927,0.110123602118893,0.21547969393761,0.00882872277810477,0.0937021777516186,0.000588581518540318,0.0228369629193643,0.0165391406709829,0.232489699823426,0.115891701000589,0.0979988228369629,0.0912889935256033,0.0380812242495586,1,SSX4
56,0.00582695703354915,0.0050029429075927,0.112301353737493,0.221012360211889,0.00894643908181283,0.096233078281342,0.00064743967039435,0.0229546792230724,0.0169511477339612,0.235844614479105,0.117480871100647,0.0986462625073573,0.0933490288404944,0.038905238375515,1,LEF1
6,0.0051795173631548,0.00470865214832254,0.0992348440258976,0.196998234255444,0.00788699234844026,0.0856386109476162,0.000470865214832254,0.0214832254267216,0.0149499705709241,0.212065921130077,0.10759270158917,0.0904061212477928,0.0825779870512066,0.0334902884049441,1,RECQL4
11,0.00476751030017657,0.00435550323719835,0.0919364331959976,0.171394938198941,0.00694526191877575,0.075985874043555,0.000588581518540318,0.0194820482636845,0.0117716303708064,0.193761035903473,0.100824014125956,0.083284284873455,0.0745732783990583,0.0288993525603296,1,RAP1GDS1
4,0.00423778693349029,0.0038846380223661,0.0829311359623308,0.159446733372572,0.00618010594467334,0.0702766333137139,0.000412007062978223,0.0184226015303119,0.0115361977633902,0.176751030017657,0.0924661565626839,0.0772218952324897,0.0672160094173043,0.026015303119482,1,AFF3
18,0.00547380812242496,0.00482636845203061,0.107180694526192,0.209476162448499,0.00818128310771042,0.0904061212477928,0.000529723366686286,0.0220129487934079,0.0155974102413184,0.228487345497351,0.11400824014126,0.0948204826368452,0.0882872277810477,0.035256032960565,1,PPP6C
56,0.00588581518540318,0.00512065921130077,0.113478516774573,0.223190111830489,0.00906415538552089,0.0967628016480283,0.000588581518540318,0.0234844025897587,0.0170688640376692,0.24014125956445,0.118422601530312,0.100117716303708,0.0939376103590347,0.0393172454384932,1,NFKB2
2,0.00329605650382578,0.00311948204826368,0.0600941730429665,0.112831077104179,0.00441436138905238,0.051854031783402,0.000353148911124191,0.0138905238375515,0.00782813419658623,0.125603296056504,0.066627427898764,0.0563861094761624,0.0489699823425544,0.0207180694526192,1,PHOX2B
18,0.00547380812242496,0.0050029429075927,0.108534432018835,0.214714537963508,0.00847557386698058,0.0928193054738081,0.000529723366686286,0.0228369629193643,0.0159505591524426,0.230253090052972,0.115008828722778,0.0965273690406121,0.0898763978811065,0.0372572101236021,1,ATP1A1
44,0.00547380812242496,0.0050029429075927,0.10788699234844,0.210829899941142,0.0087110064743967,0.0914067098293114,0.000588581518540318,0.0224249558563861,0.0155385520894644,0.229664508534432,0.113655091230135,0.0954090641553855,0.0882872277810477,0.0365509123013537,1,ABL2
153,0.00594467333725721,0.0051795173631548,0.11518540317834,0.226662742789876,0.00959387875220718,0.0985285462036492,0.00064743967039435,0.0236021188934667,0.0174220129487934,0.242613301942319,0.119540906415539,0.101236021188935,0.0951147733961154,0.0397292525014715,1,PRKAR1A
14,0.00547380812242496,0.00494408475573867,0.10394349617422,0.205944673337257,0.00829899941141848,0.088875809299588,0.000588581518540318,0.0220129487934079,0.0156562683931725,0.224602707474985,0.111183048852266,0.0938198940553267,0.0854620364920542,0.0355503237198352,1,CDK12
39,0.00594467333725721,0.00494408475573867,0.112065921130077,0.220364920541495,0.00906415538552089,0.0954090641553855,0.00064743967039435,0.0232489699823426,0.0173631547969394,0.237728075338434,0.11795173631548,0.0988816951147734,0.092525014714538,0.0383755150088287,1,ATF1
