degree,aandersoni_regen_down_Fraction_sp_less4,amaculatum_regen_down_Fraction_sp_less4,amexicanum_regen_down_Fraction_sp_less4,celegans_stress_down_Fraction_sp_less4,clupisFamiliaris_wound_down_Fraction_sp_less4,dmelanogaster_stress_down_Fraction_sp_less4,dmelanogaster_wound_down_Fraction_sp_less4,drerio_regen_down_Fraction_sp_less4,ecoli_stress_down_Fraction_sp_less4,mmusculus_stress_down_Fraction_sp_less4,rnorvegicus_wound_down_Fraction_sp_less4,sscrofa_wound_down_Fraction_sp_less4,xlaevis_wound_down_Fraction_sp_less4,xtropicalis_regen_down_Fraction_sp_less4,label,gene_list,degree,aandersoni_regen_down_Fraction_sp_less4,amaculatum_regen_down_Fraction_sp_less4,amexicanum_regen_down_Fraction_sp_less4,celegans_stress_down_Fraction_sp_less4,clupisFamiliaris_wound_down_Fraction_sp_less4,dmelanogaster_stress_down_Fraction_sp_less4,dmelanogaster_wound_down_Fraction_sp_less4,drerio_regen_down_Fraction_sp_less4,ecoli_stress_down_Fraction_sp_less4,mmusculus_stress_down_Fraction_sp_less4,rnorvegicus_wound_down_Fraction_sp_less4,sscrofa_wound_down_Fraction_sp_less4,xlaevis_wound_down_Fraction_sp_less4,xtropicalis_regen_down_Fraction_sp_less4,label,gene_list
63,0,0.000198846689202625,0.0202823622986677,0.0246569894611255,0.00676078743288924,0.0119308013521575,0,0.00735732750049712,0.00119308013521575,0.033406243786041,0.0542851461523166,0.0312189302048121,0.0139192682441837,0.00198846689202625,1,B2M,48,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,ADAM23
27,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,TP53,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,RFX2
10,0.0023861602704315,0.000795386756810499,0.0465301252734142,0.0485185921654404,0.00139192682441837,0.023861602704315,0.000198846689202625,0.00497116723006562,0.00178962020282362,0.0797375223702525,0.0369854841916882,0.0288327699343806,0.0336050904752436,0.0107377212169417,1,SKI,30,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,SALL1
1,0.00218731358122887,0.000596540067607874,0.0347981706104593,0.0320143169616226,0.000795386756810499,0.0135215748657785,0.000198846689202625,0.003181547027242,0.000596540067607874,0.0578643865579638,0.0260489162855438,0.0196858222310599,0.0216742891230861,0.00715848081129449,1,CREB3L2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KRT77
11,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,SMAD2,160,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,TTC30A
3,0,0,0.0163054285146152,0.0202823622986677,0.00656194074368662,0.00974348777092861,0,0.00676078743288924,0.000795386756810499,0.025452376217936,0.0475243587194273,0.0280373831775701,0.0101411811493339,0.001590773513621,1,CIITA,2,0,0,0.000994233446013124,0.00357924040564725,0,0.00119308013521575,0,0.000198846689202625,0.00039769337840525,0.00139192682441837,0.00039769337840525,0.000596540067607874,0.00119308013521575,0.00338039371644462,0,PTPRN
1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,MAF,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IFNA2
4,0.000198846689202625,0.000198846689202625,0.00715848081129449,0.0125273414197654,0.000596540067607874,0.00517001391926824,0,0.00039769337840525,0.000596540067607874,0.0218731358122887,0.0039769337840525,0.00576655398687612,0.00218731358122887,0.000795386756810499,1,SF3B1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,IFT88
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FIP1L1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PIP5KL1
5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,RABEP1,28,0,0.00039769337840525,0.0246569894611255,0.0451381984489958,0.00517001391926824,0.0224696758798966,0,0.00457347385166037,0.00218731358122887,0.042950884867767,0.0248558361503281,0.028633923245178,0.0208789023662756,0.00775502087890237,0,PRSS8
13,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,HMGA1,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SCGB1A1
5,0,0,0.0139192682441837,0.01590773513621,0.00576655398687612,0.00835156094651024,0,0.00695963412209187,0.000795386756810499,0.0214754424338835,0.0425531914893617,0.0242592960827202,0.00815271425730762,0.00119308013521575,1,CSF3R,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,TSC22D1
31,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,CUX1,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TNFAIP1
21,0,0.000198846689202625,0.000596540067607874,0.00039769337840525,0,0.00039769337840525,0,0,0.00039769337840525,0.000596540067607874,0.000198846689202625,0.00039769337840525,0,0,1,KLF6,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OR5AU1
4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,PATZ1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PCGF6
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TFEB,2,0,0.00039769337840525,0.0172996619606284,0.0314177768940147,0.00437462716245775,0.0167031218930205,0,0.00377808709484987,0.00178962020282362,0.0250546828395307,0.0171008152714257,0.0204812089878704,0.0163054285146152,0.00576655398687612,0,TMC4
8,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,PPARG,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KCNG1
2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,PRKACA,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RGS7BP
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,RAF1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTF1
1,0,0.000198846689202625,0.000596540067607874,0.0119308013521575,0,0.00198846689202625,0,0.000198846689202625,0.000994233446013124,0.00556770729767349,0.0023861602704315,0.00178962020282362,0.0109365679061444,0.000198846689202625,1,RPL22,45,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,PPIC
3,0.00218731358122887,0.00218731358122887,0.036587790813283,0.0560747663551402,0.00755617418969974,0.0242592960827202,0.000198846689202625,0.0109365679061444,0.003181547027242,0.0650228673692583,0.0471266653410221,0.0425531914893617,0.0332073970968383,0.0109365679061444,1,MAP3K1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,MID2
21,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,ITGAV,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,EDN1
22,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,BCOR,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,FBXL5
2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,CIC,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,CSTF1
7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NFATC2,8,0.00039769337840525,0.000198846689202625,0.0169019685822231,0.0153111950686021,0.00278385364883675,0.00855040763571287,0,0.004772320540863,0.00039769337840525,0.0256512229071386,0.0359912507456751,0.0200835156094651,0.0125273414197654,0.00218731358122887,0,S1PR1
4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,MAX,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,RNF31
1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,WT1,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,IFNL1
8,0.000994233446013124,0.00039769337840525,0.0115331079737522,0.00914694770332074,0.000596540067607874,0.0039769337840525,0,0.00119308013521575,0.000994233446013124,0.0176973553390336,0.0176973553390336,0.00835156094651024,0.00596540067607874,0.001590773513621,1,PML,29,0.000994233446013124,0.00039769337840525,0.0292304633127858,0.0172996619606284,0.000994233446013124,0.00934579439252336,0.000198846689202625,0.00298270033803937,0.00119308013521575,0.039769337840525,0.0246569894611255,0.0167031218930205,0.0188904354742494,0.00576655398687612,0,EMP1
36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,TFG,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FIGF
12,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,SGK1,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,THRB
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ELK4,4,0,0,0.000795386756810499,0.0121296480413601,0.00039769337840525,0.00457347385166037,0,0.00039769337840525,0.00139192682441837,0.00178962020282362,0.000795386756810499,0.00039769337840525,0.00119308013521575,0.0039769337840525,0,HTR5A
16,0.00039769337840525,0.00139192682441837,0.0240604493935176,0.0252535295287333,0.00874925432491549,0.0115331079737522,0,0.0109365679061444,0.000994233446013124,0.0393716444621197,0.0568701531119507,0.0342016305428515,0.0131238814873732,0.00695963412209187,1,LCP1,5,0,0.000198846689202625,0.000795386756810499,0.0123284947305627,0,0.00198846689202625,0,0.00039769337840525,0.000994233446013124,0.00556770729767349,0.00258500695963412,0.00178962020282362,0.0109365679061444,0.000198846689202625,0,BTF3
16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,BCL7A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PTCHD2
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AFF4,5,0,0.000198846689202625,0.0131238814873732,0.0224696758798966,0.00278385364883675,0.0123284947305627,0,0.00258500695963412,0.000994233446013124,0.0186915887850467,0.00795386756810499,0.0157088884470074,0.0123284947305627,0.00338039371644462,0,TNS4
17,0,0,0.00178962020282362,0.00278385364883675,0,0.000795386756810499,0,0,0,0.00298270033803937,0.000596540067607874,0.00139192682441837,0.000795386756810499,0,1,ZCCHC8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OR5B12
1,0.000198846689202625,0.00039769337840525,0.00417578047325512,0.0115331079737522,0,0.00735732750049712,0,0,0.000198846689202625,0.0208789023662756,0.004772320540863,0.00357924040564725,0.00258500695963412,0,1,FBXO11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AJUBA
38,0.000596540067607874,0.001590773513621,0.0310200835156095,0.0363889441240803,0.00974348777092861,0.0178962020282362,0,0.0115331079737522,0.00258500695963412,0.0495128256114536,0.0644263273016504,0.0427520381785643,0.0188904354742494,0.00795386756810499,1,RHOH,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,OSBPL6
272,0.000198846689202625,0.00039769337840525,0.00298270033803937,0.00656194074368662,0.000596540067607874,0.0023861602704315,0,0.000795386756810499,0,0.00974348777092861,0.00497116723006562,0.00298270033803937,0.00139192682441837,0.000795386756810499,1,CREB1,9,0,0.000596540067607874,0.00676078743288924,0.014316961622589,0.000596540067607874,0.00576655398687612,0,0.000596540067607874,0.000994233446013124,0.0198846689202625,0.00258500695963412,0.0039769337840525,0.00338039371644462,0.000795386756810499,0,C1orf35
4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,LRP1B,7,0.000596540067607874,0,0.00894810101411811,0.00556770729767349,0.00039769337840525,0.0039769337840525,0,0.00119308013521575,0,0.0123284947305627,0.00974348777092861,0.00616424736528137,0.00874925432491549,0.00198846689202625,0,SHE
9,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,CCND1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RNFT1
16,0.00039769337840525,0.000596540067607874,0.00914694770332074,0.0188904354742494,0.000596540067607874,0.00894810101411811,0,0.000795386756810499,0.000596540067607874,0.0298270033803937,0.00517001391926824,0.00735732750049712,0.00437462716245775,0.001590773513621,1,MDM4,4,0.00178962020282362,0.00039769337840525,0.0292304633127858,0.0256512229071386,0.00119308013521575,0.0103400278385365,0.000198846689202625,0.00258500695963412,0.000795386756810499,0.0513024458142772,0.0198846689202625,0.017498508649831,0.0167031218930205,0.00636309405448399,0,MAP4K5
52,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,PER1,1,0,0,0.00357924040564725,0.00616424736528137,0.0023861602704315,0.00357924040564725,0,0.000994233446013124,0.000596540067607874,0.00298270033803937,0.00119308013521575,0.0039769337840525,0.00298270033803937,0.00198846689202625,0,HNF1B
7,0.000994233446013124,0.000198846689202625,0.00039769337840525,0.00974348777092861,0,0.00119308013521575,0,0,0.00258500695963412,0.00377808709484987,0.000198846689202625,0.000994233446013124,0.00596540067607874,0.00039769337840525,1,MAP2K2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,PLIN2
40,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,PAFAH1B2,33,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,RGS16
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CLTCL1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPATA2
19,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,XPO1,14,0.0039769337840525,0.00139192682441837,0.00536886060847087,0.0351958639888646,0,0.00596540067607874,0,0.00139192682441837,0.00855040763571287,0.0202823622986677,0.00139192682441837,0.00914694770332074,0.0214754424338835,0.00338039371644462,0,MRPL19
4,0.00039769337840525,0,0.00994233446013124,0.00795386756810499,0.00039769337840525,0.004772320540863,0,0.00139192682441837,0,0.0155100417578047,0.00974348777092861,0.00695963412209187,0.00874925432491549,0.00278385364883675,1,KDR,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SCN4A
1,0.00178962020282362,0.000596540067607874,0.042950884867767,0.0314177768940147,0.000994233446013124,0.0180950487174389,0.000198846689202625,0.00457347385166037,0.00178962020282362,0.0606482402068006,0.0342016305428515,0.0260489162855438,0.0296281566911911,0.00715848081129449,1,FBLN2,11,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,CA7
5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,GOLGA5,58,0,0.00039769337840525,0.004772320540863,0.0101411811493339,0.000994233446013124,0.00357924040564725,0,0.00139192682441837,0.00039769337840525,0.0105388745277391,0.00715848081129449,0.00676078743288924,0.00417578047325512,0.000795386756810499,0,ATG16L2
4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,MNX1,1,0,0,0.000596540067607874,0.003181547027242,0,0.000198846689202625,0,0,0.00039769337840525,0.00258500695963412,0.000795386756810499,0.000596540067607874,0.00178962020282362,0.00039769337840525,0,FIBP
5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,RUNX1,1,0.000994233446013124,0.0023861602704315,0.0178962020282362,0.0169019685822231,0.00437462716245775,0.00755617418969974,0,0.00974348777092861,0.00039769337840525,0.0322131636508252,0.0308212368264068,0.0163054285146152,0.00954464108172599,0.00695963412209187,0,ASPM
71,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,PPFIBP1,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,SERPINH1
6,0,0,0.00039769337840525,0.0115331079737522,0.00039769337840525,0.00377808709484987,0,0.000596540067607874,0.000994233446013124,0.00139192682441837,0.00119308013521575,0.000596540067607874,0.000596540067607874,0.00218731358122887,1,SSX4,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ALOXE3
8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,FGFR2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ZNF584
277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CYSLTR2,8,0,0,0.00357924040564725,0.0129250347981706,0,0.00039769337840525,0,0.00039769337840525,0.000596540067607874,0.00835156094651024,0.00715848081129449,0.00656194074368662,0.00119308013521575,0,0,NIFK
9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NBN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RQCD1
4,0.00218731358122887,0.00119308013521575,0.0109365679061444,0.0326108570292305,0.000596540067607874,0.00835156094651024,0,0.000795386756810499,0.00417578047325512,0.0369854841916882,0.00517001391926824,0.0101411811493339,0.0161065818254126,0.00218731358122887,1,CNTRL,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,DCT
1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,MDM2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SNORD116-8
2,0.00039769337840525,0.000198846689202625,0.0119308013521575,0.0258500695963412,0.000795386756810499,0.0103400278385365,0,0.000994233446013124,0.00039769337840525,0.0385762577053092,0.00437462716245775,0.0107377212169417,0.00815271425730762,0.00278385364883675,1,GOPC,7,0,0.000198846689202625,0.00139192682441837,0.00119308013521575,0,0.000994233446013124,0,0,0.000198846689202625,0.00218731358122887,0.00258500695963412,0.00139192682441837,0.000596540067607874,0,0,CPNE2
9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,POLE,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,HSPA8
14,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,CD274,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,VBP1
7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,TFPT,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NR3C1
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FLT3,10,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,CKAP4
9,0.000198846689202625,0.00039769337840525,0.004772320540863,0.0141181149333864,0,0.00676078743288924,0,0.000198846689202625,0.000198846689202625,0.023861602704315,0.00556770729767349,0.0039769337840525,0.00357924040564725,0,1,SETD2,26,0,0.000198846689202625,0.017498508649831,0.0204812089878704,0.00636309405448399,0.0105388745277391,0,0.00695963412209187,0.000994233446013124,0.0274408431099622,0.0481208987870352,0.0282362298667727,0.0115331079737522,0.000994233446013124,0,HLA-DRB1
5,0,0.00039769337840525,0.00596540067607874,0.00795386756810499,0.00039769337840525,0.0039769337840525,0,0.00039769337840525,0.00039769337840525,0.0161065818254126,0.00278385364883675,0.00497116723006562,0.00258500695963412,0.000596540067607874,1,N4BP2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPP4R2
12,0.000596540067607874,0.00178962020282362,0.0306223901372042,0.0353947106780672,0.00954464108172599,0.0176973553390336,0,0.0115331079737522,0.0023861602704315,0.0493139789222509,0.0642274806124478,0.0425531914893617,0.0188904354742494,0.00775502087890237,1,IKZF1,56,0.000198846689202625,0.000198846689202625,0.000596540067607874,0.001590773513621,0,0.000198846689202625,0,0,0.000198846689202625,0.000795386756810499,0,0,0.00178962020282362,0,0,MACROD1
8,0.000198846689202625,0.000198846689202625,0.00437462716245775,0.004772320540863,0,0.00278385364883675,0,0.000596540067607874,0.000198846689202625,0.00656194074368662,0.00377808709484987,0.00417578047325512,0.003181547027242,0.000795386756810499,1,NFKBIE,2,0.000596540067607874,0.00039769337840525,0.0171008152714257,0.0425531914893617,0.003181547027242,0.0202823622986677,0,0.00258500695963412,0.000596540067607874,0.0520978325710877,0.0103400278385365,0.0157088884470074,0.0141181149333864,0.00934579439252336,0,DZIP3
12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,RAD21,34,0.00338039371644462,0.00119308013521575,0.00497116723006562,0.0282362298667727,0,0.0039769337840525,0,0.000596540067607874,0.00695963412209187,0.0157088884470074,0.000795386756810499,0.00556770729767349,0.0176973553390336,0.00258500695963412,0,MRPL16
13,0.00139192682441837,0.00039769337840525,0.0312189302048121,0.0284350765559753,0.000596540067607874,0.0139192682441837,0.000198846689202625,0.003181547027242,0.000795386756810499,0.0485185921654404,0.0230662159475045,0.019089282163452,0.0236627560151123,0.00576655398687612,1,SPOP,110,0,0,0.00178962020282362,0.00139192682441837,0,0.000994233446013124,0,0.000198846689202625,0.000198846689202625,0.00218731358122887,0.00119308013521575,0.00139192682441837,0.00178962020282362,0.00039769337840525,0,OTUB2
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FOXO4,15,0,0,0.00119308013521575,0.0101411811493339,0.00178962020282362,0.003181547027242,0,0.000198846689202625,0,0.00795386756810499,0.000994233446013124,0.00198846689202625,0.00119308013521575,0.00357924040564725,0,CHCHD6
7,0,0,0,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0.666666666666667,0.666666666666667,0,0.333333333333333,1,ZBTB16,32,0,0,0.0139192682441837,0.017498508649831,0.00596540067607874,0.00894810101411811,0,0.00656194074368662,0.000795386756810499,0.022270829190694,0.0431497315569696,0.0246569894611255,0.00815271425730762,0.00119308013521575,0,IGSF6
27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,ZFHX3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,TIMM50
23,0.000198846689202625,0.000198846689202625,0.0169019685822231,0.0157088884470074,0.00457347385166037,0.00954464108172599,0,0.00576655398687612,0.000994233446013124,0.0264466096639491,0.0437462716245774,0.0244581427719228,0.0117319546629549,0.00139192682441837,1,TAL1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MC5R
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,A1CF,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAIP
19,0,0,0.003181547027242,0.00755617418969974,0,0.00556770729767349,0,0,0,0.014316961622589,0.00357924040564725,0.0023861602704315,0.0023861602704315,0,1,PPM1D,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RPL36AL
6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,NCOA2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,PSG9
76,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,MAFB,112,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,NLGN4X
5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,ARHGEF10L,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,MCF2L
2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,BMP5,29,0.000795386756810499,0.00039769337840525,0.0131238814873732,0.0290316166235832,0.00198846689202625,0.012726188108968,0,0.000994233446013124,0.00039769337840525,0.0423543448001591,0.00556770729767349,0.0115331079737522,0.00855040763571287,0.004772320540863,0,DGKE
5,0.000198846689202625,0.000198846689202625,0.00775502087890237,0.0105388745277391,0.00039769337840525,0.00437462716245775,0,0.000596540067607874,0.00039769337840525,0.0184927420958441,0.003181547027242,0.004772320540863,0.00298270033803937,0.000994233446013124,1,PLCG1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OR52H1
52,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,TFRC,1,0.000198846689202625,0.000198846689202625,0.00874925432491549,0.0107377212169417,0.00338039371644462,0.00437462716245775,0,0.00417578047325512,0.000198846689202625,0.0135215748657785,0.0236627560151123,0.014316961622589,0.00536886060847087,0.00198846689202625,0,TMOD3
7,0.000198846689202625,0.000596540067607874,0.0023861602704315,0.00556770729767349,0,0.00338039371644462,0,0.000198846689202625,0.00039769337840525,0.00775502087890237,0.00119308013521575,0.00178962020282362,0.00119308013521575,0.00039769337840525,1,MED12,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,VPREB1
8,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,COL2A1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CNIH4
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CHCHD7,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,PSMA1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,CDK4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POLR2D
1,0.00039769337840525,0.001590773513621,0.0304235434480016,0.0363889441240803,0.00954464108172599,0.0178962020282362,0,0.0113342612845496,0.0023861602704315,0.0481208987870352,0.0622390137204216,0.041360111354146,0.0184927420958441,0.00775502087890237,1,IL7R,85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRERF1
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,USP8,2,0,0,0.00139192682441837,0.0129250347981706,0,0.00198846689202625,0,0.00039769337840525,0.00119308013521575,0.00536886060847087,0.0023861602704315,0.00178962020282362,0.0113342612845496,0.000198846689202625,0,RPL13A
1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,CCNE1,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,PPIL3
4,0.00338039371644462,0.00119308013521575,0.00497116723006562,0.0282362298667727,0,0.0039769337840525,0,0.00039769337840525,0.00695963412209187,0.0155100417578047,0.000795386756810499,0.00536886060847087,0.017498508649831,0.00258500695963412,1,SDHA,97,0,0,0.000994233446013124,0.00457347385166037,0,0.0023861602704315,0,0,0.00039769337840525,0.00178962020282362,0.000596540067607874,0.000596540067607874,0.001590773513621,0.00417578047325512,0,SVOP
10,0.00258500695963412,0.00119308013521575,0.0520978325710877,0.0556770729767349,0.00139192682441837,0.0284350765559753,0.000198846689202625,0.00616424736528137,0.00258500695963412,0.0908729369655995,0.0415589580433486,0.0342016305428515,0.0367866375024856,0.0123284947305627,1,DDR2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OR4C16
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CARS,18,0,0,0.00119308013521575,0.0117319546629549,0.00039769337840525,0.00417578047325512,0,0.000596540067607874,0.000994233446013124,0.00139192682441837,0.00139192682441837,0.00119308013521575,0.000994233446013124,0.00278385364883675,0,EXD1
31,0.00218731358122887,0.000596540067607874,0.0487174388546431,0.0554782262875323,0.00198846689202625,0.0266454563531517,0.000198846689202625,0.00536886060847087,0.00178962020282362,0.0864983098031418,0.0373831775700935,0.0310200835156095,0.0351958639888646,0.0121296480413601,1,CRTC3,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TBKBP1
40,0.001590773513621,0.000596540067607874,0.0435474249353748,0.0664147941936767,0.0039769337840525,0.0324120103400278,0,0.00517001391926824,0.00198846689202625,0.0910717836548021,0.0294293100019885,0.033406243786041,0.0347981706104593,0.0137204215549811,1,NBEA,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,ENTPD6
19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,XPA,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,ZER1
2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,BIRC3,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ACER3
4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,PDE4DIP,2,0.00039769337840525,0.000198846689202625,0.00676078743288924,0.022270829190694,0.0023861602704315,0.00974348777092861,0,0.000795386756810499,0.00039769337840525,0.0232650626367071,0.00278385364883675,0.00457347385166037,0.00616424736528137,0.00715848081129449,0,ZNF280B
28,0,0.000198846689202625,0.00517001391926824,0.00596540067607874,0.000596540067607874,0.00218731358122887,0,0.000795386756810499,0.00039769337840525,0.00835156094651024,0.0141181149333864,0.00676078743288924,0.00437462716245775,0.000198846689202625,1,CPEB3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MYL10
3,0.000198846689202625,0.000596540067607874,0.00676078743288924,0.0163054285146152,0.000198846689202625,0.00775502087890237,0,0.00039769337840525,0.000596540067607874,0.0232650626367071,0.00576655398687612,0.00715848081129449,0.00417578047325512,0.00139192682441837,1,SETDB1,53,0,0,0,0.3,0,0.1,0,0,0,0.3,0,0,0,0,0,TMSB4Y
1,0.000795386756810499,0.00039769337840525,0.027043149731557,0.020680055677073,0.000994233446013124,0.00954464108172599,0.000198846689202625,0.00338039371644462,0.000795386756810499,0.0367866375024856,0.0322131636508252,0.0198846689202625,0.0182938954066415,0.00357924040564725,1,MYH9,1,0,0,0.00357924040564725,0.00616424736528137,0.00039769337840525,0.0023861602704315,0,0,0,0.0105388745277391,0.000994233446013124,0.00298270033803937,0.00119308013521575,0.00039769337840525,0,ZNF14
