1175,0,CYP2D6
1484,0,C10orf54
26,0,SPRR3
924,0,DHX40
660,0,TRIM9
1219,0,PFN1
1357,0,PFN2
409,0,PFN3
359,0,PFN4
595,0,TRIM3
371,0,TRIM2
385,0,TRIM5
258,0,TRIM7
503,0,TRIM6
565,0,PPA2
172,0,PPA1
293,0,NUP62
909,1,CSF1R
1071,0,SIPA1
212,0,RMND1
843,0,FAM159A
263,0,SSX2IP
520,0,LRAT
411,0,PPAN
390,0,OR7A5
622,0,PPAT
206,0,DCXR
130,0,NFYC
921,0,NFYB
112,0,NFYA
186,0,RAB1B
263,0,NLE1
20,0,SKIL
1474,0,CYTH1
112,0,GCGR
1247,0,CYTH3
1107,0,CYTH2
1097,0,CYTH4
696,0,DPH1
512,0,DPH2
798,0,DPH3
1532,0,MYH7B
290,0,DPH5
249,0,SPAST
892,0,PAM
1470,0,DCN
409,0,DCK
18,0,DCD
253,0,THRB
495,1,DCC
1394,0,THRA
434,0,DCX
804,0,DCT
474,0,CREB5
67,0,CDH23
371,0,CDH24
1316,1,CREB1
148,0,FLRT3
171,0,FLRT2
536,0,TRPT1
227,0,ARCN1
236,0,QRFP
155,0,AES
41,0,FAM196B
362,1,PPP6C
1202,0,SLC39A13
810,0,HSPA4L
19,0,PRAC1
403,0,MOS
937,0,EIF4EBP1
193,0,EIF4EBP3
498,0,EIF4EBP2
45,0,MOG
679,0,SH2D1B
1050,0,SH2D1A
1419,0,LRRC37A3
950,0,CSDC2
398,0,PDHA2
1345,0,CPSF3L
554,0,PDHA1
649,0,ERCC6
164,0,TCAP
1321,0,RILPL2
843,0,MRPS10
540,0,FMR1
968,0,SEL1L3
466,0,LYPD1
373,0,CALCOCO1
573,0,CALCOCO2
880,0,RGS5
450,0,RGS6
365,0,RGS1
165,0,RGS2
127,0,RGS3
539,0,RGS8
231,0,RGS9
564,0,CDK2AP1
408,0,CDK2AP2
426,0,BMP7
1229,1,CD28
916,0,MRPS9
1206,0,MRPS7
629,0,CD22
319,0,MRPS5
666,0,IFI35
1185,0,CD27
962,0,MRPS2
1924,0,IFI30
464,0,NKIRAS2
1873,0,NKIRAS1
1027,1,FAT3
25,1,FAT1
1227,1,FAT4
41,0,PSG4
13,0,PSG5
2,0,PSG2
338,0,PSG3
2,0,PSG1
211,0,COL27A1
106,0,LSM6
541,0,NEURL1B
415,0,LSM7
387,0,GATSL3
376,0,AKR7A2
509,0,LSM3
163,0,RASSF9
1156,0,GAMT
210,0,MARCH10
297,0,HIST1H1T
413,0,PLCD4
22,0,CTRB1
674,0,PLCD3
6,0,OR8B4
511,0,PLCD1
302,0,HIST1H1D
83,0,HIST1H1E
4,0,OR8B8
238,0,HIST1H1A
237,0,HIST1H1B
103,0,HIST1H1C
319,0,SOS2
1128,0,SOS1
85,0,GNMT
541,0,CAB39
883,0,CKMT1A
880,0,CKMT1B
788,0,BCL2L14
416,0,BCL2L11
727,0,BCL2L10
615,0,BCL2L13
218,1,BCL2L12
661,0,HSD11B2
33,0,HSD11B1
1096,0,ISYNA1
276,0,GTF2H3
8,0,GTF2H2
363,0,GTF2H1
1344,0,GTF2H5
521,0,GTF2H4
497,0,ALDH1B1
248,0,COX7A2L
1687,0,SMARCC2
398,0,SMARCC1
1708,0,RYK
262,0,IFNW1
506,0,BLOC1S6
34,0,LHX2
181,0,LHX3
970,0,LHX4
49,0,LHX5
682,0,LHX6
112,0,LHX8
21,0,LHX9
229,0,SLC38A7
73,0,SLC38A1
1001,0,SLC38A3
350,0,SLC38A2
355,0,SLC38A9
391,0,OCA2
847,0,YBX1
280,0,YBX3
109,0,YBX2
379,0,STIP1
565,1,CHIC2
130,0,VSNL1
335,0,SDCCAG8
248,0,SDCCAG3
33,0,CDIPT
131,1,NCOA2
927,0,NCOA3
627,1,NCOA1
400,0,NCOA6
68,0,NCOA7
1014,0,NCOA5
192,0,CISH
1287,0,RIF1
376,0,PRDM14
838,0,SREK1
527,0,ERO1L
1387,0,SMARCAD1
1019,0,AP1S1
1389,0,ZNF497
1284,0,ZNF496
109,0,ERF
949,1,ERG
1172,0,ZNF493
626,0,CBLL1
540,0,HAND2
51,0,ZNF490
251,0,ERH
1951,0,RGAG4
