degree,downregulated.regen_Fraction_sp_less2,downregulated.stress_Fraction_sp_less2,downregulated.wound_Fraction_sp_less2,msigdb.regen_Fraction_sp_less2,msigdb.stress_Fraction_sp_less2,msigdb.wound_Fraction_sp_less2,upregulated.regen_Fraction_sp_less2,upregulated.stress_Fraction_sp_less2,upregulated.wound_Fraction_sp_less2,label
94,0.000934579439252336,0.000215672178289001,0.00100647016534867,0,0.00222861250898634,0.00222861250898634,0.000934579439252336,0.000359453630481668,0.001078360891445,1
62,0.000287562904385334,0.000215672178289001,0.000934579439252336,0.000359453630481668,0.00158159597411934,0.000934579439252336,0.000575125808770669,0.000359453630481668,0.000647016534867002,1
19,7.18907260963336e-05,0,0,0,0.000215672178289001,0,0.000143781452192667,7.18907260963336e-05,7.18907260963336e-05,1
232,0.00100647016534867,0.00100647016534867,0.00122214234363767,0.000431344356578001,0.00589503953989935,0.00122214234363767,0.00115025161754134,0.00122214234363767,0.00172537742631201,1
61,0.000575125808770669,0,0.000647016534867002,7.18907260963336e-05,0.00172537742631201,0,0.000431344356578001,0,0.000503235082674335,1
26,0.000215672178289001,0.000143781452192667,0.000215672178289001,7.18907260963336e-05,0.000431344356578001,7.18907260963336e-05,0.000215672178289001,7.18907260963336e-05,0.000287562904385334,1
64,0.000647016534867002,0.000431344356578001,0.000862688713156003,0.000287562904385334,0.00158159597411934,0.000575125808770669,0.000575125808770669,0.000862688713156003,0.000862688713156003,1
301,0.00165348670021567,0.000647016534867002,0.00330697340043134,0.000790797987059669,0.00596693026599569,0.00323508267433501,0.00222861250898634,0.000718907260963336,0.00222861250898634,1
71,0.000359453630481668,0.000215672178289001,0.000359453630481668,0,0.000790797987059669,0.000215672178289001,0.000287562904385334,0.000503235082674335,0.000431344356578001,1
18,7.18907260963336e-05,0,0.000287562904385334,0,0.000503235082674335,7.18907260963336e-05,0.000143781452192667,0,0.000215672178289001,1
16,0.000215672178289001,0.000215672178289001,0.000143781452192667,7.18907260963336e-05,0.000359453630481668,0,0.000143781452192667,0.000287562904385334,0.000215672178289001,1
392,0.001509705248023,0.000647016534867002,0.00158159597411934,0.000359453630481668,0.00467289719626168,0.000934579439252336,0.00172537742631201,0.00100647016534867,0.00158159597411934,1
280,0.00122214234363767,0.000431344356578001,0.00122214234363767,0.000575125808770669,0.00524802300503235,0.000790797987059669,0.001509705248023,0.00158159597411934,0.00100647016534867,1
53,0.000575125808770669,0.000215672178289001,0.000215672178289001,7.18907260963336e-05,0.001078360891445,0.000934579439252336,0.000215672178289001,0.000143781452192667,0.000143781452192667,1
34,0.000143781452192667,0.000215672178289001,7.18907260963336e-05,0,0.000503235082674335,0,0.000143781452192667,0.000143781452192667,7.18907260963336e-05,1
87,0.000431344356578001,0.000359453630481668,0.000215672178289001,0.000215672178289001,0.00352264557872035,0.000934579439252336,0.000359453630481668,0.000359453630481668,0.000143781452192667,1
27,7.18907260963336e-05,0.000143781452192667,7.18907260963336e-05,0.000143781452192667,0.000215672178289001,7.18907260963336e-05,0.000143781452192667,7.18907260963336e-05,7.18907260963336e-05,1
33,0.000287562904385334,7.18907260963336e-05,0.000790797987059669,0,0.000934579439252336,0.000431344356578001,0.000431344356578001,7.18907260963336e-05,0.000287562904385334,1
21,7.18907260963336e-05,0.000431344356578001,7.18907260963336e-05,7.18907260963336e-05,0.000143781452192667,0,0.000143781452192667,0,0.000143781452192667,1
69,0.000431344356578001,0.000359453630481668,0.000431344356578001,0.000287562904385334,0.00143781452192667,0.000503235082674335,0.000215672178289001,0.000431344356578001,0.000575125808770669,1
10,0,0,0,0,0.000143781452192667,0,0,0,0,1
166,0.000862688713156003,0.000431344356578001,0.000862688713156003,0.000503235082674335,0.00445722501797268,0.00208483105679367,0.000934579439252336,0.000718907260963336,0.000934579439252336,1
32,0.000287562904385334,0.000143781452192667,0.000575125808770669,0.000215672178289001,0.000790797987059669,0.000215672178289001,0.000431344356578001,0.000143781452192667,0.000431344356578001,1
24,0,0,0.000287562904385334,7.18907260963336e-05,0.000431344356578001,0,0.000143781452192667,0.000143781452192667,0.000287562904385334,1
24,7.18907260963336e-05,0,7.18907260963336e-05,0,0.000143781452192667,0,0.000143781452192667,0.000143781452192667,0,1
44,0.000143781452192667,0,0.000215672178289001,7.18907260963336e-05,0.000718907260963336,0.000359453630481668,0.000215672178289001,0.000359453630481668,0.000287562904385334,1
185,0.00179726815240834,0.00273184759166068,0.00194104960460101,0.000790797987059669,0.00488856937455068,0.00136592379583034,0.00186915887850467,0.00402588066139468,0.00265995686556434,1
63,0.000215672178289001,0.000215672178289001,0.000215672178289001,7.18907260963336e-05,0.00165348670021567,0.000431344356578001,0.000215672178289001,0.000143781452192667,0.000359453630481668,1
21,0,0,7.18907260963336e-05,0,0.000431344356578001,7.18907260963336e-05,0.000143781452192667,0.000215672178289001,0.000143781452192667,1
27,0.000359453630481668,0.000143781452192667,0.000431344356578001,0,0.000215672178289001,0.000215672178289001,0.000287562904385334,7.18907260963336e-05,0.000359453630481668,1
24,0.000647016534867002,0.000215672178289001,0.000287562904385334,0,0.000647016534867002,0.000503235082674335,0.000503235082674335,0.000359453630481668,0.000287562904385334,1
124,0.000575125808770669,0.001509705248023,0.00122214234363767,0.000718907260963336,0.00316319194823868,0.000718907260963336,0.000790797987059669,0.00186915887850467,0.001294033069734,1
272,0.00143781452192667,0.000647016534867002,0.000647016534867002,0.000503235082674335,0.00496046010064702,0.000359453630481668,0.00122214234363767,0.00100647016534867,0.001078360891445,1
89,0.000790797987059669,7.18907260963336e-05,0.000503235082674335,0.000143781452192667,0.00237239396117901,0.000143781452192667,0.000575125808770669,0,0.000790797987059669,1
4,0.000143781452192667,0,0.000143781452192667,7.18907260963336e-05,0.000215672178289001,7.18907260963336e-05,0,0,0.000143781452192667,1
8,7.18907260963336e-05,0,0,0,0.000143781452192667,0.000143781452192667,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1
149,0.000718907260963336,0.000215672178289001,0.00136592379583034,0.000359453630481668,0.00603882099209202,0.001078360891445,0.00100647016534867,0.000790797987059669,0.00115025161754134,1
20,0,0,0.000215672178289001,0,0.000647016534867002,7.18907260963336e-05,0.000143781452192667,7.18907260963336e-05,0.000143781452192667,1
32,7.18907260963336e-05,0,7.18907260963336e-05,0,0.000647016534867002,0.000215672178289001,0.000215672178289001,7.18907260963336e-05,0.000143781452192667,1
10,0.000143781452192667,0,7.18907260963336e-05,0,0.000431344356578001,0.000143781452192667,0.000143781452192667,7.18907260963336e-05,0.000143781452192667,1
19,0.000215672178289001,0,0.000287562904385334,7.18907260963336e-05,0.000431344356578001,0.000431344356578001,0.000215672178289001,0,0.000215672178289001,1
17,0.000143781452192667,7.18907260963336e-05,0.000143781452192667,0,0.000287562904385334,0.000143781452192667,0,0,7.18907260963336e-05,1
13,0,7.18907260963336e-05,0.000287562904385334,0,0.000287562904385334,0.000503235082674335,7.18907260963336e-05,0.000143781452192667,0,1
345,0.00222861250898634,0.00122214234363767,0.00273184759166068,0.00136592379583034,0.00747663551401869,0.00345075485262401,0.00208483105679367,0.00215672178289001,0.00337886412652768,1
33,0.000359453630481668,0,0.000143781452192667,7.18907260963336e-05,0.00143781452192667,7.18907260963336e-05,0.000143781452192667,0,0.000143781452192667,1
42,0.000287562904385334,0,0.000431344356578001,7.18907260963336e-05,0.000575125808770669,0.000359453630481668,0.000143781452192667,0,0,1
35,0.000503235082674335,7.18907260963336e-05,0.000359453630481668,7.18907260963336e-05,0.00100647016534867,0,0.000287562904385334,0.000287562904385334,0.000143781452192667,1
131,7.18907260963336e-05,0.000287562904385334,0.000215672178289001,0.000215672178289001,0.00143781452192667,0,0.000431344356578001,0,0.000215672178289001,1
87,0.001294033069734,0.000215672178289001,0.000862688713156003,0.000215672178289001,0.00230050323508267,0.00115025161754134,0.000934579439252336,0.000431344356578001,0.000790797987059669,1
24,7.18907260963336e-05,0,7.18907260963336e-05,7.18907260963336e-05,0.000215672178289001,0.000143781452192667,7.18907260963336e-05,0.000431344356578001,0.000215672178289001,1
16,7.18907260963336e-05,7.18907260963336e-05,0,0,7.18907260963336e-05,7.18907260963336e-05,0,7.18907260963336e-05,0.000215672178289001,1
72,0.000503235082674335,0.000143781452192667,0.000503235082674335,0.000143781452192667,0.00122214234363767,0.000431344356578001,0.000431344356578001,7.18907260963336e-05,0.000287562904385334,1
20,0.000215672178289001,0,0.000215672178289001,0,0.000718907260963336,0.000143781452192667,0.000215672178289001,0.000143781452192667,0.000287562904385334,1
175,0.000862688713156003,0.000287562904385334,0.000647016534867002,7.18907260963336e-05,0.00186915887850467,0.000359453630481668,0.000934579439252336,0.000431344356578001,0.000647016534867002,1
12,0,0,0.000143781452192667,0,0.000215672178289001,0,0.000143781452192667,0,0.000215672178289001,1
25,7.18907260963336e-05,0.000790797987059669,0.000359453630481668,7.18907260963336e-05,0.000215672178289001,7.18907260963336e-05,0.000287562904385334,0.00115025161754134,0.000575125808770669,1
10,0,7.18907260963336e-05,0,0,0.000143781452192667,0.000143781452192667,0,0.000215672178289001,7.18907260963336e-05,1
14,0.000215672178289001,0,0.000215672178289001,0,0.000287562904385334,7.18907260963336e-05,7.18907260963336e-05,7.18907260963336e-05,7.18907260963336e-05,1
7,0.000143781452192667,7.18907260963336e-05,7.18907260963336e-05,7.18907260963336e-05,0.000215672178289001,7.18907260963336e-05,0,0,0.000143781452192667,1
74,0.000431344356578001,0.000143781452192667,0.00115025161754134,0.000143781452192667,0.00158159597411934,0.000647016534867002,0.000503235082674335,0.000215672178289001,0.000647016534867002,1
89,0.000215672178289001,0.000359453630481668,0.000359453630481668,0.000215672178289001,0.00158159597411934,0.000790797987059669,0.000287562904385334,0.000431344356578001,0.000359453630481668,1
15,7.18907260963336e-05,0,0.000215672178289001,0,0.000431344356578001,7.18907260963336e-05,0,7.18907260963336e-05,7.18907260963336e-05,1
49,0.000503235082674335,0.000215672178289001,0.000647016534867002,0.000287562904385334,0.00158159597411934,0.000287562904385334,0.000359453630481668,0.000575125808770669,0.000647016534867002,1
1,0,0,0,0,7.18907260963336e-05,7.18907260963336e-05,0,0,0,1
31,0.000143781452192667,7.18907260963336e-05,0.000143781452192667,7.18907260963336e-05,0.000647016534867002,0,0.000143781452192667,0,0,1
67,0.000215672178289001,7.18907260963336e-05,0.000287562904385334,7.18907260963336e-05,0.000862688713156003,0.000287562904385334,0.000287562904385334,0.000575125808770669,0.000431344356578001,1
33,0.000215672178289001,0,0.000215672178289001,0,0.000215672178289001,7.18907260963336e-05,0.000215672178289001,0.000143781452192667,0.000215672178289001,1
11,0,0,0.000143781452192667,7.18907260963336e-05,0.000215672178289001,0.000143781452192667,7.18907260963336e-05,7.18907260963336e-05,7.18907260963336e-05,1
18,7.18907260963336e-05,0,7.18907260963336e-05,0,7.18907260963336e-05,7.18907260963336e-05,7.18907260963336e-05,0.000143781452192667,7.18907260963336e-05,1
3,0,0,0,0,0,0,0,0,0,1
15,0.000215672178289001,0,0.000287562904385334,0.000143781452192667,0.000359453630481668,7.18907260963336e-05,0.000359453630481668,7.18907260963336e-05,0.000215672178289001,1
2,7.18907260963336e-05,0,0,0,0,0,7.18907260963336e-05,0,7.18907260963336e-05,1
86,0.000359453630481668,0.000287562904385334,0.000431344356578001,0.000287562904385334,0.00100647016534867,0.000647016534867002,0.000287562904385334,0.000718907260963336,0.000431344356578001,1
48,0.000143781452192667,7.18907260963336e-05,0.000790797987059669,0.000215672178289001,0.000934579439252336,0.000934579439252336,0.000503235082674335,0,0.000503235082674335,1
386,0.00323508267433501,0.00122214234363767,0.00460100647016535,0.001509705248023,0.00855499640546369,0.00546369518332135,0.00373831775700935,0.00115025161754134,0.00402588066139468,1
8,0.000143781452192667,7.18907260963336e-05,7.18907260963336e-05,0,7.18907260963336e-05,7.18907260963336e-05,0.000143781452192667,7.18907260963336e-05,0.000143781452192667,1
58,0.000287562904385334,7.18907260963336e-05,0.00136592379583034,0.000143781452192667,0.000862688713156003,0.000718907260963336,0.000575125808770669,0.000143781452192667,0.000647016534867002,1
18,0.000215672178289001,0,0.000143781452192667,0,0.000287562904385334,0,7.18907260963336e-05,0.000143781452192667,0.000287562904385334,1
15,0.000215672178289001,7.18907260963336e-05,0.000143781452192667,0,0.000431344356578001,7.18907260963336e-05,0.000143781452192667,0.000143781452192667,7.18907260963336e-05,1
24,7.18907260963336e-05,0.000359453630481668,0,7.18907260963336e-05,0.000287562904385334,0,0.000143781452192667,0,7.18907260963336e-05,1
471,0.00222861250898634,0.00172537742631201,0.00294751976994968,0.001078360891445,0.00704529115744069,0.00244428468727534,0.00186915887850467,0.00194104960460101,0.00237239396117901,1
216,0.001509705248023,0.000647016534867002,0.00186915887850467,0.00115025161754134,0.00769230769230769,0.00208483105679367,0.001509705248023,0.001509705248023,0.00208483105679367,1
11,0,7.18907260963336e-05,7.18907260963336e-05,7.18907260963336e-05,0.000359453630481668,7.18907260963336e-05,0.000143781452192667,0.000143781452192667,0,1
13,0,7.18907260963336e-05,0,0,0.000215672178289001,7.18907260963336e-05,0,0.000143781452192667,7.18907260963336e-05,1
78,0.000215672178289001,0.000215672178289001,0.000287562904385334,0.000143781452192667,0.000934579439252336,0.000143781452192667,0.000143781452192667,0.000359453630481668,0.000431344356578001,1
27,0.000143781452192667,0,0.000215672178289001,7.18907260963336e-05,0.000718907260963336,0.000215672178289001,7.18907260963336e-05,7.18907260963336e-05,0.000287562904385334,1
130,0.000575125808770669,0.000503235082674335,0.000575125808770669,0,0.00172537742631201,0.000215672178289001,0.000359453630481668,0.000503235082674335,0.000862688713156003,1
3,7.18907260963336e-05,0,0,0,7.18907260963336e-05,0,7.18907260963336e-05,0,0,1
107,0.000359453630481668,0.000575125808770669,0.000647016534867002,0.000359453630481668,0.00222861250898634,0.00136592379583034,0.000575125808770669,0.000647016534867002,0.000503235082674335,1
141,0.000718907260963336,0.000215672178289001,0.000503235082674335,0.000215672178289001,0.00251617541337168,0.000790797987059669,0.00100647016534867,0.000575125808770669,0.000862688713156003,1
