degree,label,gene_list
1458,0,OGN
305,0,GSTA5
19,0,DDIT4
194,0,PDPK1
92,0,XKR9
688,0,WDR43
702,0,MAN2C1
832,0,SPG11
412,0,CIT
31,0,LIPC
450,0,RGS6
33,0,BBC3
350,0,LNX1
236,0,NDUFA4L2
734,0,NADK
18,0,CALML5
1318,0,SH3BGRL3
1111,0,LPAR1
450,0,NUMB
468,0,COG1
11,0,GRPEL2
978,0,TLR10
518,0,TBX2
697,0,CCDC151
488,0,TCP1
422,0,HTR1E
147,0,RAD1
514,0,RPS19
512,0,PRSS3
215,0,SEC24D
1202,0,ASCL2
1068,0,CEACAM21
77,0,GCOM1
92,0,RAX
80,0,SLC25A37
605,0,AHCY
884,0,AIMP2
697,0,CACHD1
573,0,KIF23
2,0,TAS2R13
760,0,DYNLRB2
964,0,UROS
847,0,DMKN
1737,0,HLTF
440,0,SPHK1
494,0,GPR84
674,0,TRAF5
41,0,CCDC126
1012,0,MATN1
473,0,FOXK2
41,0,ANP32A
171,0,SLC25A40
598,0,ALG14
135,0,YES1
335,0,LRFN1
174,0,SLC12A5
29,0,ATP6V1G3
1414,0,LGALS9
661,0,TRIM74
288,0,MAOA
1427,0,NUP50
640,0,LEMD3
891,0,ATAD1
109,0,ABLIM1
57,0,TAOK3
115,0,PFKFB3
111,0,NR1D1
2442,0,TRPC1
658,0,LFNG
284,0,PIGS
291,0,STRN4
61,0,B3GALT6
466,0,UGGT1
7,0,RFX4
419,0,C21orf91
83,0,HIST1H1E
668,0,ZNF572
1186,0,GYPC
252,0,KCTD18
178,0,MATN4
944,0,ZNF16
58,0,SLC48A1
1496,0,ATP13A1
146,0,ERAP2
1365,0,SIGIRR
671,0,ITGA1
301,0,GSTCD
973,0,SYTL4
743,0,GPR78
586,0,GRIN1
471,0,PNPLA8
525,0,VASN
512,0,EPHA2
832,0,DNAJC21
620,0,EIF2S2
1089,0,PDE5A
197,0,RAD9B
784,0,GPR39
1515,0,INTS3
1237,0,CUBN
784,0,NDUFA9
299,0,GPBP1L1
105,0,CSRNP1
379,0,OR8A1
291,0,TMX2
438,0,EIF4E2
1009,0,RASEF
633,0,ARHGAP40
1281,0,PKMYT1
127,0,DMRT3
234,0,PSMA2
636,0,PKNOX2
166,0,SCN1A
181,0,NEK6
1178,0,SPIRE2
798,0,CNPY2
54,0,USP18
833,0,ZNF548
163,0,AQP7
18,0,HTR3C
291,0,NOTCH2NL
689,0,VEGFC
940,0,ITGAM
512,0,DPH2
65,0,ARG2
624,0,ZNF839
441,0,ZNF416
529,0,FAM72D
1033,0,EEA1
837,0,STK32A
315,0,PYCR1
408,0,CD63
318,0,CRB2
813,0,TLK2
2202,0,VAMP8
65,0,FGF5
956,0,STMN3
414,0,KBTBD4
385,0,IL5
584,0,ZSCAN21
637,0,SIAH1
368,0,CYP2J2
411,0,FAM134A
689,0,PDCD2L
1013,0,RNF128
482,0,DDX23
724,0,TNIP3
592,0,ARHGAP35
407,0,PRMT5
1583,0,RAI2
815,0,ACTG2
1109,0,MYLK
1417,0,PHIP
1099,0,SLIRP
558,0,GTF2F1
110,0,LYPD3
794,0,HMGCR
311,0,PNRC1
314,0,CACYBP
318,0,RPS23
746,0,ZNF551
271,0,HSD17B3
1143,0,ZDHHC1
481,0,USPL1
217,0,SLC30A6
214,0,AGGF1
423,0,ALOX15B
1660,0,TRIM14
1853,0,NAT14
253,0,MSTN
275,0,ARSB
1231,0,PAFAH2
142,0,NELFB
963,0,NPRL2
942,0,NDUFAF1
238,0,HIST1H1A
287,0,DNASE1L3
304,0,BRF2
8,0,HBE1
538,0,RNF216
6,0,KRTAP3-1
963,0,NRXN1
746,0,CCT6A
696,0,CRAT
459,0,GPATCH2
1134,0,CA2
403,0,UBXN4
3,0,C21orf33
395,0,NSA2
729,0,TARBP1
155,0,PDP1
36,0,TAF7L
60,0,RAPGEF2
286,0,OXTR
650,0,SSTR3
559,0,IMP3
100,0,TPSD1
2007,0,RABL2B
1149,0,CAD
651,0,COL5A3
1823,0,IKBKE
215,0,KIF17
435,0,KISS1R
227,0,BTBD17
86,0,GORASP1
346,0,LRP6
82,0,CDKL4
673,0,SIRT4
920,0,RASAL1
123,0,SNX24
1102,0,RPS6KC1
1158,0,CISD1
910,0,CKAP2L
141,0,HECW1
645,0,GMDS
196,0,HIST3H2BB
758,0,CLINT1
235,0,CLSTN3
2152,0,STXBP2
145,0,SNX7
304,0,KIAA0586
290,0,EIF3F
8,0,WDR88
326,0,GNAT1
1833,0,FBXL7
599,0,SEPT11
314,0,YTHDF3
393,0,MAGEA4
530,0,GXYLT1
19,0,MLN
728,0,SCAMP1
14,0,TCP11
676,0,SLC35A3
1465,0,SART3
826,0,GNA12
1281,0,PDGFRL
1115,0,NAMPT
455,0,VMAC
434,0,RHOF
157,0,OMA1
707,0,ITGB3
736,0,ALPK1
405,0,EIF3I
870,0,RIMBP2
90,0,IRX4
1643,0,NEK8
3,0,MUC7
651,0,KCNE3
1091,0,PAIP2
293,0,HGF
2,0,OR2C1
105,0,MYOZ1
1335,0,CHN1
70,0,EIF3CL
145,0,ADAMTSL5
256,0,SHOX2
96,0,QRFPR
974,0,AFG3L2
954,0,FBXL6
761,0,GSTM3
432,0,CCDC124
293,0,MTPN
370,0,IL21
325,0,BMP15
137,0,TMEM59
354,0,SCAND1
205,0,ENY2
1934,0,TSHZ3
42,0,APIP
69,0,NIT2
415,0,LSM7
976,0,PNKP
451,0,CDKL5
8,0,BHMT
183,0,WWP2
271,0,IFI27
117,0,GP9
1002,0,ACAD10
53,0,ID1
697,0,MPZL1
759,0,SYNE3
1081,0,PLCB2
306,0,FBXO5
1350,0,PLCL1
700,0,QDPR
111,0,STRA13
312,0,BZW1
761,0,PYGO2
371,0,SLCO2B1
177,0,DLK1
308,0,ENPP2
702,0,DEPDC1B
1280,0,C1orf35
770,0,OLFM3
651,0,MAPKAPK5
567,0,THEG
1151,0,ESD
621,0,VAT1
76,0,LRRC57
1205,0,RGMA
363,0,TXNRD2
299,0,SEPT4
625,0,ZNF189
389,0,KLHL9
147,0,AQP4
759,0,ADCY4
303,0,MBLAC2
238,0,SENP3
1447,0,ZNF250
347,0,MAZ
223,0,UBA1
1606,0,FCHSD1
767,0,ZNF431
1027,0,FAM76B
708,0,GADD45GIP1
1286,0,EPHA6
406,0,BIRC8
171,0,GNGT1
249,0,NXF3
1297,0,KIFC2
1375,0,UBXN7
441,0,SLC6A3
123,0,ATG2A
225,0,GSDMC
285,0,SRD5A3
245,0,DTX4
26,0,PACSIN2
1319,0,APOBEC3G
1437,0,ZNF506
278,0,SERPINB2
992,0,SLAIN2
678,0,ZBTB38
215,0,ZBTB2
352,0,SLX4
1004,0,FBXO16
1394,0,LYZ
812,0,BRWD1
459,0,TXNDC5
1724,0,ARHGAP27
303,0,CLIC6
1500,0,ZAP70
380,0,OTP
31,0,MB
111,0,CHRND
184,0,TBC1D14
121,0,CDCA7L
571,0,ALG5
617,0,PIAS1
1125,0,ACOT9
670,0,NEK3
950,0,OSR1
501,0,DIAPH3
1133,0,DENND5A
76,0,ACSS1
376,0,RFX7
693,0,LETMD1
45,0,TRPV5
179,0,ELMOD2
639,0,C1QC
228,0,AKAP3
192,0,ATP6V0A2
1244,0,SLC7A7
380,0,HEMGN
295,0,GUCA1B
33,0,MYRIP
880,0,KLF9
501,0,RNF123
428,0,TAF4B
1067,0,ERI3
1333,0,GHITM
537,0,OSBPL10
435,0,RIOK2
252,0,ZNF658
398,0,PRRC1
1873,0,NKIRAS1
180,0,BTD
474,0,ADCK1
119,0,PDE6A
271,0,IGHMBP2
1142,0,SIRT3
330,0,ASRGL1
2,0,IFNA16
392,0,XPNPEP1
739,0,KRI1
468,0,TM9SF2
658,0,VPS41
199,0,RHOBTB2
246,0,TBC1D22B
282,0,C6orf47
698,0,KIF18A
679,0,PSPN
1361,0,ENDOG
784,0,MSR1
606,0,XG
359,0,MLPH
323,0,COPG1
1286,0,MDH2
374,0,MARCKS
298,0,RBM4
64,0,EXOC2
814,0,ZNF543
1004,0,MTIF2
161,0,THAP11
679,0,BTBD1
310,0,IFI44
328,0,GRIA3
307,0,P2RY2
7,0,OR8J3
741,0,RAB17
1284,0,HCFC2
61,0,CLDN14
919,0,PRR5L
564,0,EN2
495,0,POLR2A
1286,0,DOC2A
1173,0,USP47
1771,0,MAP1B
866,0,ACTR1A
732,0,SCN2A
1116,0,ALOX5AP
667,0,SVIP
1420,0,RHOJ
1218,0,ARHGAP4
938,0,ZNF407
122,0,PI4K2A
624,0,PPP1R17
1634,0,ELMO3
2,0,IFNB1
245,0,AREG
288,0,NXT1
1778,0,ZBTB4
1659,0,ASH1L
855,0,PRPSAP2
1079,0,SYT1
1975,0,ST3GAL3
1665,0,COL12A1
1497,0,TROVE2
13,0,STATH
51,0,NLRP10
40,0,MED7
1822,0,RUSC2
14,0,PKD2L2
1273,0,KIAA0907
423,0,PSMA8
1400,0,MOGS
1146,0,CPT2
190,0,RAB3C
293,0,NUP62
521,0,MYEOV
593,0,HDGF
257,0,TMCC1
444,0,RFC1
190,0,TRIM55
226,0,EPHB2
79,0,OR10H4
62,0,EPHB1
1217,0,DOCK11
80,0,AIFM2
1014,0,DNAJC30
297,0,COMP
38,0,SLC2A8
464,0,FOXS1
230,0,KLF12
599,0,NAT10
70,0,SLC10A2
850,0,SCAF1
181,0,LOXHD1
580,0,KCTD6
23,0,APOA2
147,0,MAFG
1531,0,TEX9
257,0,UBE2G1
1296,0,CSGALNACT2
376,0,AMPH
1183,0,IL18RAP
326,0,ALG12
1022,0,EMILIN1
1019,0,SHKBP1
248,0,SCGB3A1
2086,0,ZNF84
402,0,PDIA4
852,0,DSCR3
1480,0,CLEC2D
542,0,NOL11
336,0,SS18L2
520,0,CD80
1048,0,IL27RA
86,0,CSNK1A1L
362,0,NEFL
1103,0,KMO
650,0,SHANK2
1220,0,ZNF692
317,0,GALNT12
536,0,TRPT1
454,0,POLE3
1320,0,ARHGAP10
1173,0,DNALI1
152,0,THPO
72,0,ADIPOR2
128,0,HSPA5
611,0,TNFRSF1A
758,0,SNAI2
427,0,NPNT
524,0,GNG2
1669,0,JAM2
443,0,TPSAB1
1281,0,PTK2B
646,0,KLF2
1090,0,ATP2A3
293,0,P2RY6
445,0,OSBPL8
439,0,EIF3B
561,0,FOXK1
714,0,SLC7A14
495,0,CHML
228,0,G0S2
326,0,SESN1
704,0,CFL1
679,0,PITPNM1
760,0,DLGAP2
5,0,KRT37
380,0,SLC39A4
700,0,PDCD6IP
493,0,ZFAND3
65,0,PXMP4
480,0,GTSF1
1037,0,BOLA3
1150,0,MICB
735,0,ITPRIPL2
463,0,ICA1
293,0,GPR162
302,0,ECM1
331,0,IL31
399,0,HIST1H2BA
2327,0,BBS7
458,0,INSL3
449,0,RAMP1
175,0,PBX3
940,0,NOL12
173,0,SGK3
462,0,NDRG3
1006,0,PFKFB4
672,0,PDPN
810,0,ACP1
441,0,HEYL
1064,0,CCNL2
371,0,CDH24
105,0,VCAM1
322,0,PSMB11
113,0,CXCL10
192,0,SPINK5
67,0,RAB9A
589,0,CDH8
241,0,CTNNBL1
698,0,SPOCK2
303,0,DCTN3
106,0,ZBTB45
363,0,NSMCE2
292,0,TCP11L1
291,0,NTAN1
3,0,ACSM2A
1221,0,UBA2
519,0,SIRPB1
69,0,PDE4C
1028,0,HINT2
144,0,PDE9A
962,0,PLA2G12A
1757,0,CEP120
407,0,ANAPC10
369,0,SPRYD3
1672,0,CSRNP2
470,0,ITM2C
1012,0,ATXN7L2
834,0,CCDC85A
116,0,AFP
857,0,PPIG
939,0,AP2S1
1294,0,C11orf58
330,0,KIAA1715
533,0,LRRC58
1193,0,MFSD3
146,0,DCTN2
608,0,TOB2
539,0,PDLIM1
1436,0,DGKE
80,0,TUBB2A
918,0,MRPL38
54,0,VWCE
307,0,OR2G6
175,0,OR2AK2
252,0,LCNL1
52,0,SLC22A2
1292,0,INHA
1158,0,TLR6
78,0,DSCC1
248,0,TRIM16
163,0,CDH4
755,0,KLHL10
545,0,TXNDC11
88,0,RAPGEF4
469,0,FGFBP1
570,0,DNAJC5B
71,0,CLVS1
755,0,ZIK1
1245,0,SLFN11
1286,0,ARMCX2
279,0,ATRIP
708,0,FTCD
1465,0,ICAM3
511,0,TECR
264,0,STEAP4
2,0,SLCO1B3
908,0,CCL22
415,0,CNTN6
131,0,ABCA1
12,0,NOMO3
606,0,FAM160A2
481,0,GBGT1
802,0,ZNF274
234,0,MOGAT3
612,0,SRSF7
1212,0,ADAMTS13
835,0,KIF4A
1361,0,PDZK1IP1
1206,0,NBL1
1501,0,VGLL4
229,0,FLOT1
359,0,RPS8
180,0,ARF1
647,0,SDR16C5
809,0,CRY2
588,0,UGT1A6
499,0,PTMS
13,0,ASB12
49,0,ACTN3
485,0,AADAC
387,0,ASB7
842,0,TMSB10
833,0,MRPL50
1280,0,PIK3CG
971,0,XCR1
33,0,MYL2
384,0,TRAF3
173,0,HAAO
2,0,OR51J1
1336,0,LRP2BP
733,0,PTPN3
1658,0,SH3TC1
419,0,NPM3
849,0,KIAA0319L
227,0,IGSF10
842,0,DNAJC22
567,0,VAX1
1247,0,CYTH3
292,0,SPDL1
830,0,ATP5G1
1045,0,LRRC45
157,0,CAMK2N1
935,0,YIPF2
1185,0,KIF5C
746,0,CDKAL1
484,0,BCAN
178,0,SLC6A12
595,0,ALDH6A1
1254,0,ZIM2
322,0,TUBB1
60,0,SYTL2
1286,0,WDFY4
358,0,WDR4
772,0,DBT
70,0,BIN1
1317,0,BEX1
29,0,ASB13
244,0,SLC29A2
261,0,ADRB3
303,0,EXOC4
11,0,KRCC1
449,0,PTBP1
1017,0,TLR8
322,0,P2RX7
477,0,VAMP7
542,0,ALDH1L1
93,0,B4GALT4
37,0,BTG2
13,0,PDE4A
31,0,IZUMO1
643,0,MCF2
169,0,LENG1
386,0,RXRG
271,0,ZNF195
100,0,PTGS2
255,0,UHRF1BP1
1069,0,TOP3B
230,0,TFCP2
582,0,POP7
816,0,INVS
538,0,ARRDC2
339,0,WWC2
596,0,S1PR1
559,0,ZFYVE28
1020,0,AASDH
681,0,MACROD1
663,0,ODF2
373,0,HMGB4
971,0,ARHGAP15
780,0,CTDP1
1198,0,PAN2
369,0,SYCP1
598,0,ATP5E
829,0,MKLN1
683,0,CCNA2
91,0,PPY
73,0,PTPN4
1834,0,TYMP
2,0,OR52N1
411,0,PPP1R15B
8,0,AKAP4
312,0,ING3
1387,0,SMARCAD1
136,0,GSTA3
734,0,KIR2DL4
1376,0,COL14A1
443,0,TIMM9
1079,0,PI3
1001,0,WWC1
315,0,FABP5
223,0,MTHFD2L
1458,0,GIGYF1
1126,0,RAD18
1335,0,GSTK1
527,0,ABCC12
849,0,CSNK2A1
434,0,EXOC3
714,0,POLDIP3
1508,0,INTU
693,0,PKN2
1683,0,SYTL1
1336,0,CARD16
84,0,ITGAE
17,0,MPZ
622,0,DEPDC4
269,0,NR1I2
411,0,FKBP4
37,0,ADIPOQ
442,0,DHX16
1133,0,CD8A
370,0,FADD
491,0,TTC27
703,0,SH3KBP1
796,0,IL1B
837,0,HEATR1
1332,0,PHKG2
1013,0,RSRC2
306,0,FSTL5
9,0,MTMR10
1353,0,EIF4E1B
898,0,NCKAP1
404,0,CNNM3
1004,0,GRB7
106,0,PVALB
955,0,RERG
209,0,GALR3
888,0,TLR4
406,0,DNAJC7
754,0,RIPK4
423,0,NR2C1
771,0,RAD51
420,0,CWF19L1
1151,0,ATP5F1
28,0,ADRA1A
310,0,SALL1
655,0,ZDHHC6
354,0,IL17F
611,0,RAET1L
138,0,CBX3
2152,0,SSBP2
861,0,COL22A1
57,0,HOMER3
1272,0,IQGAP1
199,0,STAG3
530,0,CYGB
3,0,CER1
1644,0,TGFB1I1
542,0,TCP10L
318,0,GNPAT
159,0,LSM2
977,0,GRID1
647,0,GATAD2B
555,0,DCTN4
391,0,C10orf88
405,0,BCAM
811,0,NT5E
482,0,OXNAD1
505,0,HEXB
1717,0,ZNF140
525,0,ATF7IP2
411,0,NOC3L
896,0,C16orf74
1095,0,MRPL34
1065,0,MDGA1
546,0,OSM
850,0,GINS4
1756,0,ZMYND11
238,0,USP35
1388,0,PHLPP2
34,0,LHX2
414,0,TXNDC9
923,0,ARHGEF18
479,0,SLC25A31
2,0,KRTAP4-12
726,0,ORAI2
253,0,INTS9
824,0,SPAG5
237,0,MED31
422,0,SLC35D2
878,0,CTSH
377,0,SYF2
1031,0,CDK3
956,0,RASGRP1
113,0,COL4A3
398,0,SMARCC1
326,0,RNH1
636,0,FAM153A
593,0,RBBP8
178,0,TRMT12
1495,0,CTTNBP2NL
921,0,GEMIN5
461,0,FDXR
197,0,PPIP5K2
562,0,CCDC23
884,0,SIRT6
1098,0,JPH2
444,0,ZNF688
405,0,SUN5
255,0,UBAP2
10,0,OR2Y1
135,0,SURF6
1744,0,CPSF6
949,0,CD247
152,0,LHB
18,0,IL20RB
1176,0,SENP8
60,0,IL25
488,0,HCRTR2
559,0,SEMA3E
342,0,PKN3
261,0,RPL26
56,0,HTR4
15,0,PABPC3
436,0,PPP6R1
1857,0,APPBP2
258,0,FAM32A
212,0,VSIG2
147,0,ENC1
184,0,KRT32
1225,0,LIN28B
203,0,DLEU1
1002,0,SARS2
872,0,MON2
1005,0,FZD1
358,0,SSX5
982,0,THOC2
589,0,CLPTM1
1094,0,LILRB2
853,0,ZNF425
382,0,MRPS31
2,0,ODF3
2,0,OR4F6
55,0,FAM177A1
802,0,C20orf195
815,0,VCAN
892,0,PSMD1
378,0,GPX3
264,0,FOSL1
350,0,SLC38A2
973,0,ATP5H
325,0,SHFM1
103,0,WARS2
104,0,HIRA
1230,0,LDB3
1116,0,ZBTB8A
1031,0,TK1
406,0,PRPS1L1
501,0,RDH14
83,0,BHLHE40
456,0,C1orf174
197,0,TMTC4
1342,0,VNN1
322,0,RPS6KA4
675,0,HM13
203,0,OR51I1
1322,0,ZNF502
457,0,CDC14A
238,0,HACL1
221,0,LXN
993,0,CARD9
755,0,OPA1
13,0,FJX1
1135,0,KIF3C
585,0,TXN
465,0,NIFK
13,0,RHOU
899,0,IDH3A
1312,0,PACRGL
1339,0,GRAP2
27,0,HELT
1009,0,NID2
18,0,IL19
716,0,ZC3H18
413,0,EPPK1
1001,0,SLC38A3
49,0,SGMS1
1250,0,RAB36
586,0,TOMM5
544,0,RAD51AP1
554,0,ZNF746
520,0,HPS3
1523,0,PELI3
942,0,CPNE1
165,0,RGS2
391,0,SMG1
672,0,S100A8
571,0,NDUFB10
408,0,TATDN3
1416,0,PRDM5
151,0,APOC1
1039,0,GLYCTK
465,0,PARP16
54,0,TMEM167B
56,0,MMP10
247,0,PHC2
21,0,PDZK1
1389,0,PCDHGB7
197,0,SOX6
641,0,ZNF253
177,0,STX12
132,0,MRPL49
222,0,OR2AT4
6,0,NXF5
1859,0,ATXN3
108,0,KCNJ10
779,0,NHP2L1
22,0,APCS
844,0,HIST1H2BH
848,0,RQCD1
469,0,PCDHA4
140,0,ANKRD33B
296,0,BEND7
1662,0,PDS5B
187,0,VGLL2
67,0,LAMB4
393,0,TPD52L1
121,0,UBE2B
788,0,BCL2L14
705,0,RNF180
3,0,OR6C6
110,0,GABBR2
1799,0,ZNF382
40,0,PRLHR
193,0,DLG1
1571,0,NKTR
103,0,HBD
221,0,NEO1
1430,0,SORBS1
709,0,TMCO6
414,0,APOBEC3A
487,0,G6PD
180,0,GLE1
359,0,COX18
313,0,JAG2
1166,0,NDUFA3
274,0,ATP6V1B2
342,0,RGPD4
233,0,STK32B
791,0,THOC7
637,0,ZNF221
288,0,CD177
594,0,MECR
1280,0,PEG10
433,0,IRF2
437,0,TMEM209
247,0,STEAP1
228,0,PCNT
533,0,IL27
586,0,YTHDF2
1216,0,FMN2
2007,0,ACD
198,0,DNAJC1
1247,0,CD84
807,0,RANGAP1
448,0,FOLR1
241,0,BROX
462,0,HK1
649,0,PRKAA2
963,0,AIDA
896,0,NBPF10
69,0,NSMCE1
810,0,PINK1
136,0,SLC19A2
197,0,SERPINA11
206,0,TMEM185B
419,0,NAA25
414,0,HMP19
1240,0,MYOCD
347,0,ZNF385A
83,0,GAD2
197,0,OR7G3
150,0,KCNH5
55,0,PTH1R
234,0,ACER1
332,0,ELOVL5
537,0,TMEM37
1252,0,PPOX
106,0,ATP6V1G1
1461,0,GPR132
19,0,PRAC1
1085,0,CCNO
1533,0,ZNF527
461,0,IRF2BP1
1111,0,L3MBTL2
483,0,ESF1
238,0,FAM19A2
770,0,TMEM56
29,0,SYS1
744,0,BEST1
332,0,NEU3
164,0,SEC14L5
633,0,SLC12A9
184,0,LPCAT4
263,0,NLE1
792,0,CABIN1
708,0,PCDHGA11
470,0,DDX60
91,0,CSPP1
192,0,CISH
493,0,MT-CO1
54,0,KCTD21
907,0,ZNF595
419,0,C6orf10
346,0,TLX2
549,0,UNC93A
701,0,GINS1
270,0,LSG1
776,0,POLD2
17,0,GUCY2C
207,0,ACTBL2
1277,0,RAB3GAP1
443,0,CTNNAL1
173,0,LMO7
554,0,PGM2
513,0,CENPW
712,0,CENPE
2062,0,ANKRD36
27,0,FOSB
2,0,IGF2BP1
300,0,OR6P1
335,0,SDCCAG8
205,0,ACR
368,0,COG4
867,0,ZKSCAN3
1010,0,RASSF2
526,0,IDE
296,0,MRI1
329,0,PSMF1
933,0,ANGPTL6
253,0,FAIM
101,0,TRIM44
856,0,ATP5G3
143,0,STT3B
247,0,C9orf3
326,0,NDNL2
2,0,OR51M1
69,0,NPC1
689,0,SERBP1
869,0,PHLDB2
642,0,IFITM3
1091,0,ZNF165
550,0,GPR19
487,0,AJAP1
1209,0,SRGN
292,0,FGFRL1
2,0,AURKC
281,0,KDM4B
377,0,OR56A1
1732,0,RASSF8
230,0,CHUK
65,0,POU3F2
487,0,FAF2
387,0,C9orf89
958,0,PAK3
574,0,DLK2
923,0,SRSF10
916,0,DBNL
68,0,TBC1D4
1359,0,PHC3
67,0,NELFE
408,0,CYB5R4
1253,0,STARD10
47,0,CPT1A
595,0,B3GALNT2
181,0,GNAI1
714,0,SOX5
128,0,ZXDC
244,0,MVB12A
705,0,BUD13
338,0,ATP6V1H
538,0,ELF2
402,0,SIRT5
498,0,RSAD1
544,0,MUC15
159,0,CABP5
1370,0,ALG13
12,0,CYP17A1
768,0,GZF1
317,0,CGB
910,0,PRKX
575,0,PRKAR2A
232,0,TOMM34
1217,0,MRPS35
829,0,NAA20
1333,0,YTHDC1
1561,0,FSTL1
1147,0,C1orf116
305,0,HAO1
201,0,ZSWIM6
727,0,DLL3
2,0,OR5AN1
1579,0,LZTS2
655,0,FXN
227,0,GALNT1
266,0,SLC22A15
1017,0,KIF18B
696,0,ZNF350
373,0,KCNG1
351,0,MGST1
620,0,GALNT13
1595,0,BATF
22,0,MARCH3
325,0,BRAP
541,0,CDKL1
1011,0,DFNB59
313,0,PCGF5
609,0,INTS2
79,0,PDRG1
114,0,COMMD8
605,0,PTGDR
146,0,LGR4
1557,0,LLGL1
274,0,SAC3D1
566,0,FAM49B
109,0,ZNF749
1147,0,STX2
1648,0,STON1
289,0,ZNF117
56,0,YIPF4
1217,0,CAPN10
462,0,NEDD4
284,0,ZNHIT2
528,0,ARMCX3
1103,0,TLCD1
1829,0,EFHC1
718,0,PCDHA8
1175,0,CYP2D6
702,0,DHX32
1191,0,DCP1B
1428,0,BBS5
598,0,RELL1
1566,0,ARMC9
236,0,PRPF4
382,0,PNPLA7
502,0,MIPEP
388,0,PRDX1
487,0,PEX11G
387,0,ACCS
178,0,LIPG
292,0,GARS
1338,0,SLC2A11
639,0,TCOF1
71,0,KRT31
46,0,KLHL25
775,0,HLX
513,0,DBI
294,0,OR3A1
1073,0,MRPL36
1548,0,CYBRD1
1021,0,FOXJ3
277,0,TANK
985,0,CEACAM6
635,0,ATP5I
781,0,ZRANB1
539,0,ATP6V0A4
37,0,KLF13
1381,0,PTGIS
657,0,ZNF268
75,0,ST3GAL4
508,0,CHAD
869,0,RCN2
876,0,KCNMB4
100,0,KCNK2
479,0,RBP1
1019,0,YWHAG
457,0,DMRT1
69,0,CYP3A4
180,0,GRINA
321,0,FAM173B
57,0,VPS37C
274,0,URGCP
305,0,GDF6
84,0,HP
77,0,TJP2
375,0,LIPT2
694,0,BDH1
975,0,NFKBID
460,0,PUS1
376,0,PRDM14
822,0,COMMD2
141,0,LGALS3BP
1265,0,RLTPR
180,0,KLHL2
72,0,CCDC33
154,0,KCMF1
636,0,C14orf166
1826,0,ZNF599
4,0,OR2T1
1051,0,CCDC146
1214,0,AURKB
253,0,PSMC3IP
1004,0,RALGAPA1
885,0,PTPN23
886,0,NCR1
543,0,CNTN5
445,0,SLC10A6
157,0,AGO4
1284,0,RBM25
271,0,SLC35E2
369,0,MTNR1B
146,0,GDNF
323,0,TXLNB
200,0,CCDC158
2,0,HBG1
1290,0,CALU
1050,0,SH2D1A
510,0,COPZ1
387,0,LIN37
182,0,SLITRK3
895,0,FAM3B
304,0,SYT6
47,0,LRRC18
392,0,BRDT
122,0,ZNF652
461,0,ZNF524
437,0,ZNF441
761,0,ESAM
297,0,HECTD1
1492,0,NUCKS1
32,0,ARRDC3
1052,0,MCMBP
1280,0,LSM4
1257,0,F12
313,0,FAM175B
733,0,RRAGA
250,0,DNTTIP1
200,0,SIX6
726,0,SYNCRIP
168,0,HOXB4
404,0,DCTPP1
611,0,BRS3
13,0,LCLAT1
717,0,ACTN4
751,0,PBK
722,0,ZG16B
291,0,UQCRH
1281,0,EMILIN2
304,0,NOB1
504,0,PSMA4
1355,0,MKI67
828,0,ZNF451
935,0,TOR1AIP1
1040,0,POMGNT1
409,0,PFN3
103,0,ESR2
978,0,MRPS23
51,0,FRMD1
116,0,OR4E2
804,0,RDH13
1062,0,CUL7
280,0,HOXA1
1294,0,COL4A2
461,0,ZNF554
1823,0,WIPF1
1374,0,ITGB1
292,0,ACADSB
361,0,ADAMTS4
671,0,RNF20
34,0,SSFA2
203,0,SEPP1
1823,0,TOR2A
797,0,SLC37A3
564,0,CDK2AP1
271,0,SEPT8
753,0,TASP1
1377,0,SYNPO2
810,0,CASP5
115,0,FUT1
1028,0,ENTPD1
1612,0,MAPKBP1
443,0,ONECUT3
4,0,CCDC42
103,0,ASMTL
898,0,PHF21A
1003,0,OCIAD2
281,0,ZSCAN22
767,0,FRMD8
6,0,OR8B4
253,0,GFRA4
1080,0,ZNF444
339,0,GTF2F2
478,0,ITFG1
879,0,HTRA3
721,0,ADARB1
398,0,ARHGAP22
628,0,ANKRD11
1075,0,ANKRD44
312,0,PRLR
1150,0,POFUT2
62,0,JOSD1
989,0,KCTD9
714,0,CADM1
131,0,RANBP6
1477,0,LTBP4
661,0,DARS2
202,0,RDH11
1145,0,FAM184A
200,0,TFDP1
695,0,CNTN2
1419,0,NDUFV2
16,0,DEFB103A
501,0,CACNB1
666,0,MANBA
931,0,SDCBP2
349,0,TSPAN7
333,0,DYNLT3
355,0,SCG2
211,0,KRT82
162,0,PLBD2
1388,0,TSPYL5
689,0,RERE
56,0,DUSP5
199,0,OTUD4
1361,0,DCAF17
65,0,GPR3
1018,0,NSRP1
706,0,SCNN1B
388,0,TM7SF3
786,0,GYG1
650,0,MT-ND4L
1227,0,SRSF11
55,0,IL26
298,0,BDKRB1
76,0,PEF1
50,0,GADD45G
1005,0,TERF2IP
289,0,PGRMC1
292,0,BDH2
1368,0,MMP2
499,0,CR2
83,0,ELK1
874,0,CHMP4C
697,0,MTMR3
219,0,RPL19
1778,0,NFATC4
1076,0,MARK2
177,0,SIRT2
305,0,NIPAL3
390,0,RPF1
554,0,ZCCHC3
356,0,OSGIN2
2124,0,TUB
820,0,AP5S1
106,0,RCVRN
187,0,ALAD
2,0,OR9I1
