degree,downregulated.regen_Fraction_sp_less2,downregulated.stress_Fraction_sp_less2,downregulated.wound_Fraction_sp_less2,msigdb.regen_Fraction_sp_less2,msigdb.stress_Fraction_sp_less2,msigdb.wound_Fraction_sp_less2,upregulated.regen_Fraction_sp_less2,upregulated.stress_Fraction_sp_less2,upregulated.wound_Fraction_sp_less2,label,gene_list
1661,0.00511786600496278,0.00341191066997519,0.0059449958643507,0.0011373035566584,0.0118382961124897,0.00522125723738627,0.00610008271298594,0.00439412737799835,0.00610008271298594,0,ARF5
1879,0.00703060380479735,0.00677212572373863,0.00837468982630273,0.00165425971877585,0.0151985111662531,0.00563482216708023,0.00754755996691481,0.00480769230769231,0.00837468982630273,0,CALM2
694,0.00206782464846981,0.00170595533498759,0.00201612903225806,0.000310173697270471,0.00470430107526882,0.00165425971877585,0.00253308519437552,0.0016025641025641,0.00186104218362283,0,ARHGEF9
1561,0.00563482216708023,0.0059449958643507,0.00775434243176179,0.00242969396195203,0.0199028122415219,0.00475599669148056,0.00578990901571547,0.00558312655086849,0.00734077750206782,0,ERN1
3938,0.0181968569065343,0.0109077750206782,0.0214536807278743,0.00537634408602151,0.0411497105045492,0.0146815550041356,0.0177832919768404,0.0132340777502068,0.0195926385442514,1,CDKN2A
2289,0.0132340777502068,0.0114247311827957,0.0144747725392887,0.00320512820512821,0.0254342431761787,0.00832299421009098,0.0118899917287014,0.0086848635235732,0.0130789909015715,0,P4HB
600,0.0011373035566584,0.00139578163771712,0.00134408602150538,0.000155086848635236,0.00258478081058726,0.000723738626964433,0.0011373035566584,0.00206782464846981,0.00134408602150538,0,STX10
1427,0.00387717121588089,0.00289495450785773,0.00496277915632754,0.0011373035566584,0.00909842845326716,0.00485938792390405,0.0037737799834574,0.00367038875103391,0.00485938792390405,0,GNB4
1969,0.00558312655086849,0.00480769230769231,0.00635856079404467,0.00149917287014061,0.0112179487179487,0.00325682382133995,0.00646195202646816,0.00485938792390405,0.00661703887510339,0,KIF5C
2831,0.00827129859387924,0.0139578163771712,0.0103908188585608,0.00206782464846981,0.0192307692307692,0.00387717121588089,0.0101840363937138,0.010752688172043,0.0103908188585608,0,GART
1131,0.00191273779983457,0.00382547559966915,0.00372208436724566,0.000413564929693962,0.0059449958643507,0.0021712158808933,0.00253308519437552,0.00284325889164599,0.00367038875103391,0,SACM1L
525,0.00118899917287014,0.0011373035566584,0.00186104218362283,0.000258478081058726,0.00237799834574028,0.0011373035566584,0.00139578163771712,0.000723738626964433,0.00139578163771712,0,SGSM3
238,0.000361869313482217,0.000361869313482217,0.000672043010752688,0.00010339123242349,0.00149917287014061,0.000465260545905707,0.000516956162117452,0.000413564929693962,0.000723738626964433,0,GORAB
867,0.00242969396195203,0.00289495450785773,0.00227460711331679,0.000775434243176179,0.00578990901571547,0.00134408602150538,0.00263647642679901,0.00191273779983457,0.00237799834574028,0,NPHP3
1220,0.00599669148056245,0.00315343258891646,0.00635856079404467,0.00175765095119934,0.0135442514474773,0.00429073614557485,0.00641025641025641,0.00454921422663358,0.00610008271298594,0,DAPK1
660,0.00351530190239868,0.00211952026468156,0.0027398676592225,0.000568651778329198,0.00620347394540943,0.00186104218362283,0.00320512820512821,0.00206782464846981,0.00320512820512821,0,STK17A
1154,0.0043424317617866,0.00413564929693962,0.00423904052936311,0.000775434243176179,0.0065136476426799,0.00361869313482217,0.00470430107526882,0.00305004135649297,0.00454921422663358,0,SPTBN2
833,0.00299834574028122,0.00129239040529363,0.00299834574028122,0.000827129859387924,0.00573821339950372,0.00211952026468156,0.00320512820512821,0.0021712158808933,0.00305004135649297,0,KIF13B
1074,0.0037737799834574,0.00346360628618693,0.0043424317617866,0.0010339123242349,0.00827129859387924,0.00444582299421009,0.00387717121588089,0.00367038875103391,0.00485938792390405,0,RAPGEF4
979,0.00408395368072787,0.00180934656741108,0.00832299421009098,0.000827129859387924,0.00646195202646816,0.00408395368072787,0.00449751861042184,0.00175765095119934,0.00398056244830438,0,DOCK2
633,0.00284325889164599,0.00186104218362283,0.00237799834574028,0.000361869313482217,0.00501447477253929,0.00165425971877585,0.00268817204301075,0.00175765095119934,0.00279156327543424,0,STK33
940,0.00325682382133995,0.00470430107526882,0.00346360628618693,0.000775434243176179,0.00759925558312655,0.0016025641025641,0.00413564929693962,0.00310173697270471,0.00465260545905707,0,PDK3
948,0.00641025641025641,0.00299834574028122,0.00615177832919768,0.00144747725392887,0.00873655913978495,0.00522125723738627,0.00522125723738627,0.00372208436724566,0.00542803970223325,0,TGFB1I1
3063,0.016025641025641,0.011166253101737,0.0202129859387924,0.00470430107526882,0.0317928039702233,0.0117349048800662,0.0172663358147229,0.0115281224152192,0.0184553349875931,0,POTEF
543,0.00186104218362283,0.00098221670802316,0.00175765095119934,0.000465260545905707,0.00289495450785773,0.00134408602150538,0.00180934656741108,0.0011373035566584,0.00170595533498759,0,RAPGEF5
944,0.00211952026468156,0.00268817204301075,0.00289495450785773,0.000361869313482217,0.00522125723738627,0.00165425971877585,0.00253308519437552,0.00180934656741108,0.00268817204301075,0,AP1B1
223,0.000568651778329198,0.000775434243176179,0.000465260545905707,0.00010339123242349,0.00149917287014061,0.00098221670802316,0.000672043010752688,0.000310173697270471,0.000723738626964433,0,HPS5
794,0.00258478081058726,0.0027398676592225,0.00263647642679901,0.000878825475599669,0.00454921422663358,0.00315343258891646,0.00325682382133995,0.00186104218362283,0.00305004135649297,0,ARHGEF16
501,0.000775434243176179,0.000775434243176179,0.0016025641025641,0.00010339123242349,0.00268817204301075,0.000206782464846981,0.00118899917287014,0.0010339123242349,0.000827129859387924,0,PATL2
800,0.00237799834574028,0.00248138957816377,0.0016025641025641,0.000465260545905707,0.00392886683209264,0.00124069478908189,0.00191273779983457,0.00253308519437552,0.00211952026468156,0,CADPS2
1425,0.00516956162117452,0.00336021505376344,0.00537634408602151,0.00170595533498759,0.0128722084367246,0.00449751861042184,0.00511786600496278,0.00630686517783292,0.00558312655086849,0,MAP3K2
1271,0.00449751861042184,0.00305004135649297,0.00454921422663358,0.000310173697270471,0.00635856079404467,0.00180934656741108,0.00475599669148056,0.00320512820512821,0.00444582299421009,0,TUBAL3
1485,0.00315343258891646,0.00284325889164599,0.00367038875103391,0.000878825475599669,0.00682382133995037,0.0037737799834574,0.0033085194375517,0.00320512820512821,0.00346360628618693,0,GNAL
3735,0.0164909015715467,0.011166253101737,0.0201095947063689,0.00542803970223325,0.0372208436724566,0.0157671629445823,0.0168527708850289,0.0127171215880893,0.016645988420182,0,CDC42
