degree,downregulated.regen_Fraction_sp_less5,downregulated.stress_Fraction_sp_less5,downregulated.wound_Fraction_sp_less5,msigdb.regen_Fraction_sp_less5,msigdb.stress_Fraction_sp_less5,msigdb.wound_Fraction_sp_less5,upregulated.regen_Fraction_sp_less5,upregulated.stress_Fraction_sp_less5,upregulated.wound_Fraction_sp_less5,label,gene_list
6,0.0240905805829921,0.0137316309323055,0.018188388340159,0.00517947482534329,0.0380631173211274,0.0102384967477716,0.0140929896410504,0.0186701999518188,0.0173452180197543,0,TCOF1
8,0.0367381353890629,0.0246928450975669,0.0390267405444471,0.00698626836906769,0.0560105998554565,0.018308841243074,0.0283064321850157,0.0257769212238015,0.0327631895928692,0,NSRP1
4,0.00903396771862202,0.00361358708744881,0.00722717417489761,0.00132498193206456,0.0142134425439653,0.00216815225246928,0.00638400385449289,0.00782943868947242,0.00469766321368345,0,SPPL3
7,0.0327631895928692,0.024211033485907,0.0340881715249337,0.00674536256323777,0.0549265237292219,0.0173452180197543,0.0264996386412913,0.0248132980004818,0.0309563960491448,0,OPA3
6,0.0128884606119007,0.0132498193206456,0.0193929173693086,0.00264996386412913,0.0304745844374849,0.0087930619127921,0.0112021199710913,0.0128884606119007,0.0138520838352204,0,OPA1
2,0,0,1,0,0,0,0,0,0,0,ITGA8
7,0.0361358708744881,0.0225246928450976,0.036497229583233,0.00650445675740785,0.0475788966514093,0.021199710913033,0.0284268850879306,0.0240905805829921,0.0331245483016141,0,ITGA9
25,0.0456516502047699,0.0292700554083353,0.054444712117562,0.00951577933028186,0.0670922669236329,0.0269814502529511,0.0404721753794266,0.0338472657191038,0.0432425921464707,0,ITGA1
5,0.0387858347386172,0.0224042399421826,0.0421585160202361,0.00686581546615273,0.0467357263310046,0.0224042399421826,0.0354131534569983,0.0252951096121417,0.0342086244278487,0,ITGA2
4,0.00590219224283305,0.000602264514574801,0.00457721031076849,0.00108407612623464,0.00301132257287401,0.00277041676704409,0.00313177547578897,0.00132498193206456,0.00252951096121417,0,ITGA3
228,0.0521561069621778,0.0339677186220188,0.0627559624186943,0.0099975909419417,0.0829920501084076,0.0301132257287401,0.0502288605155384,0.0390267405444471,0.0509515779330282,0,ITGA4
36,0.0526379185738376,0.0356540592628282,0.0623946037099494,0.0099975909419417,0.0843170320404722,0.030233678631655,0.0481811611659841,0.0402312695735967,0.0532401830884124,0,ITGA5
3,0.0143338954468803,0.00517947482534329,0.0130089135148157,0.00337268128161889,0.0122861960973259,0.00867260900987714,0.0131293664177307,0.00614309804866297,0.0119248373885811,0,ITGA6
64,0.054565165020477,0.0391471934473621,0.0643218501565888,0.0110816670681763,0.0860033726812816,0.0310768489520597,0.0513129366417731,0.0432425921464707,0.0550469766321368,0,ITGA7
2,0,0,0,0,0,0,0,0,0,0,TRHR
2,0,0,0,0,0,0,0,0,0,0,UFSP1
5,0.024331486388822,0.0203565405926283,0.0324018308841243,0.00457721031076849,0.0444471211756203,0.0146952541556252,0.0227655986509275,0.0198747289809684,0.0286677908937605,0,UFSP2
2,0,0,0,0,0,0,0,0,0,0,CHST8
2,0,0,0,0,0,0,1,0,0,0,CHST1
6,0.0431221392435558,0.0280655263791857,0.0496265960009636,0.00831125030113226,0.0642013972536738,0.0245723921946519,0.0368585882919778,0.0316791134666345,0.0415562515056613,0,CHST3
2,1,0,0,0,0,0,0,0,0,0,CHST2
2,0,0,0,0,0,0,0,0,0,0,CHST5
4,0.00337268128161889,0.00614309804866297,0.00590219224283305,0.000481811611659841,0.0093953264273669,0.00204769934955432,0.00626355095157793,0.00325222837870393,0.00650445675740785,0,CHST4
2,0,0,0,0,0,0,0,0,0,0,CHST7
2,0,0,0,0,0,0,0,0,0,0,CHST6
98,0.0433630450493857,0.0248132980004818,0.0528788243796676,0.00782943868947242,0.0601059985545652,0.0245723921946519,0.039267646350277,0.0275837147675259,0.0369790411948928,0,ITGAX
