sample	TCGA_GTEX_main_category
TCGA-HD-7753-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-HD-7754-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-HD-7831-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-HD-7832-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-HD-7917-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-HD-8224-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-HD-8314-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-HD-8634-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-HD-8635-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-HD-A4C1-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-HD-A633-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-HD-A634-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-HD-A6HZ-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-HD-A6I0-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-HL-7533-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-IQ-7630-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-IQ-7631-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-IQ-7632-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-IQ-A61E-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-IQ-A61G-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-IQ-A61H-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-IQ-A61I-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-IQ-A61J-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-IQ-A61O-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-IQ-A6SG-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-IQ-A6SH-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-KU-A66S-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-KU-A66T-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-KU-A6H7-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-KU-A6H7-06	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-KU-A6H8-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-MT-A51W-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-MT-A51X-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-MT-A67A-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-MT-A67D-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-MT-A67F-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-MT-A7BN-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-MZ-A5BI-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-MZ-A6I9-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-MZ-A7D7-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-P3-A5Q5-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-P3-A5Q6-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-P3-A5QA-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-P3-A5QE-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-P3-A5QF-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-P3-A6SW-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-P3-A6SX-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-P3-A6T0-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-P3-A6T2-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-P3-A6T3-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-P3-A6T4-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-P3-A6T5-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-P3-A6T6-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-P3-A6T7-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-P3-A6T8-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-QK-A64Z-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-QK-A652-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-QK-A6IF-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-QK-A6IG-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-QK-A6IH-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-QK-A6II-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-QK-A6IJ-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-QK-A6V9-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-QK-A6VB-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-QK-A6VC-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-QK-A8Z7-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-QK-A8Z8-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-QK-A8Z9-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-QK-A8ZA-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-QK-A8ZB-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-QK-AA3J-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-QK-AA3K-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-RS-A6TO-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-RS-A6TP-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-T2-A6WX-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-T2-A6WZ-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-T2-A6X0-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-T2-A6X2-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-T3-A92M-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-T3-A92N-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-TN-A7HI-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-TN-A7HJ-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-TN-A7HL-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-UF-A718-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-UF-A719-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-UF-A71A-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-UF-A71A-06	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-UF-A71B-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-UF-A71D-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-UF-A71E-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-UF-A7J9-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-UF-A7JA-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-UF-A7JC-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-UF-A7JD-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-UF-A7JF-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-UF-A7JH-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-UF-A7JJ-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-UF-A7JK-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-UF-A7JO-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-UF-A7JS-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-UF-A7JT-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-UF-A7JV-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-UP-A6WW-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-WA-A7GZ-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-WA-A7H4-01	TCGA Head & Neck Squamous Cell Carcinoma
TCGA-02-0047-01	TCGA Glioblastoma Multiforme
TCGA-02-0055-01	TCGA Glioblastoma Multiforme
TCGA-02-2483-01	TCGA Glioblastoma Multiforme
TCGA-02-2485-01	TCGA Glioblastoma Multiforme
TCGA-06-0125-01	TCGA Glioblastoma Multiforme
TCGA-06-0125-02	TCGA Glioblastoma Multiforme
TCGA-06-0129-01	TCGA Glioblastoma Multiforme
TCGA-06-0130-01	TCGA Glioblastoma Multiforme
TCGA-06-0132-01	TCGA Glioblastoma Multiforme
TCGA-06-0138-01	TCGA Glioblastoma Multiforme
TCGA-06-0139-01	TCGA Glioblastoma Multiforme
TCGA-06-0141-01	TCGA Glioblastoma Multiforme
TCGA-06-0152-02	TCGA Glioblastoma Multiforme
TCGA-06-0156-01	TCGA Glioblastoma Multiforme
TCGA-06-0157-01	TCGA Glioblastoma Multiforme
TCGA-06-0158-01	TCGA Glioblastoma Multiforme
TCGA-06-0168-01	TCGA Glioblastoma Multiforme
TCGA-06-0171-02	TCGA Glioblastoma Multiforme
TCGA-06-0174-01	TCGA Glioblastoma Multiforme
TCGA-06-0178-01	TCGA Glioblastoma Multiforme
TCGA-06-0184-01	TCGA Glioblastoma Multiforme
TCGA-06-0187-01	TCGA Glioblastoma Multiforme
TCGA-06-0190-01	TCGA Glioblastoma Multiforme
TCGA-06-0190-02	TCGA Glioblastoma Multiforme
TCGA-06-0210-01	TCGA Glioblastoma Multiforme
TCGA-06-0210-02	TCGA Glioblastoma Multiforme
TCGA-06-0211-01	TCGA Glioblastoma Multiforme
TCGA-06-0211-02	TCGA Glioblastoma Multiforme
TCGA-06-0219-01	TCGA Glioblastoma Multiforme
TCGA-06-0221-02	TCGA Glioblastoma Multiforme
TCGA-06-0238-01	TCGA Glioblastoma Multiforme
TCGA-06-0644-01	TCGA Glioblastoma Multiforme
TCGA-06-0645-01	TCGA Glioblastoma Multiforme
TCGA-06-0646-01	TCGA Glioblastoma Multiforme
TCGA-06-0649-01	TCGA Glioblastoma Multiforme
TCGA-06-0686-01	TCGA Glioblastoma Multiforme
TCGA-06-0743-01	TCGA Glioblastoma Multiforme
TCGA-06-0744-01	TCGA Glioblastoma Multiforme
TCGA-06-0745-01	TCGA Glioblastoma Multiforme
TCGA-06-0747-01	TCGA Glioblastoma Multiforme
TCGA-06-0749-01	TCGA Glioblastoma Multiforme
TCGA-06-0750-01	TCGA Glioblastoma Multiforme
TCGA-06-0878-01	TCGA Glioblastoma Multiforme
TCGA-06-0882-01	TCGA Glioblastoma Multiforme
TCGA-06-1804-01	TCGA Glioblastoma Multiforme
TCGA-06-2557-01	TCGA Glioblastoma Multiforme
TCGA-06-2558-01	TCGA Glioblastoma Multiforme
TCGA-06-2559-01	TCGA Glioblastoma Multiforme
TCGA-06-2561-01	TCGA Glioblastoma Multiforme
TCGA-06-2562-01	TCGA Glioblastoma Multiforme
TCGA-06-2563-01	TCGA Glioblastoma Multiforme
TCGA-06-2564-01	TCGA Glioblastoma Multiforme
TCGA-06-2565-01	TCGA Glioblastoma Multiforme
TCGA-06-2567-01	TCGA Glioblastoma Multiforme
TCGA-06-2569-01	TCGA Glioblastoma Multiforme
TCGA-06-2570-01	TCGA Glioblastoma Multiforme
TCGA-06-5408-01	TCGA Glioblastoma Multiforme
TCGA-06-5410-01	TCGA Glioblastoma Multiforme
TCGA-06-5411-01	TCGA Glioblastoma Multiforme
TCGA-06-5412-01	TCGA Glioblastoma Multiforme
TCGA-06-5413-01	TCGA Glioblastoma Multiforme
TCGA-06-5414-01	TCGA Glioblastoma Multiforme
TCGA-06-5415-01	TCGA Glioblastoma Multiforme
TCGA-06-5416-01	TCGA Glioblastoma Multiforme
TCGA-06-5417-01	TCGA Glioblastoma Multiforme
TCGA-06-5418-01	TCGA Glioblastoma Multiforme
TCGA-06-5856-01	TCGA Glioblastoma Multiforme
TCGA-06-5858-01	TCGA Glioblastoma Multiforme
TCGA-06-5859-01	TCGA Glioblastoma Multiforme
TCGA-08-0386-01	TCGA Glioblastoma Multiforme
TCGA-12-0616-01	TCGA Glioblastoma Multiforme
TCGA-12-0618-01	TCGA Glioblastoma Multiforme
TCGA-12-0619-01	TCGA Glioblastoma Multiforme
TCGA-12-0821-01	TCGA Glioblastoma Multiforme
TCGA-12-1597-01	TCGA Glioblastoma Multiforme
TCGA-12-3650-01	TCGA Glioblastoma Multiforme
TCGA-12-3652-01	TCGA Glioblastoma Multiforme
TCGA-12-3653-01	TCGA Glioblastoma Multiforme
TCGA-12-5295-01	TCGA Glioblastoma Multiforme
TCGA-12-5299-01	TCGA Glioblastoma Multiforme
TCGA-14-0736-02	TCGA Glioblastoma Multiforme
TCGA-14-0781-01	TCGA Glioblastoma Multiforme
TCGA-14-0787-01	TCGA Glioblastoma Multiforme
TCGA-14-0789-01	TCGA Glioblastoma Multiforme
TCGA-14-0790-01	TCGA Glioblastoma Multiforme
TCGA-14-0817-01	TCGA Glioblastoma Multiforme
TCGA-14-0871-01	TCGA Glioblastoma Multiforme
TCGA-14-1034-01	TCGA Glioblastoma Multiforme
TCGA-14-1034-02	TCGA Glioblastoma Multiforme
TCGA-14-1402-02	TCGA Glioblastoma Multiforme
TCGA-14-1823-01	TCGA Glioblastoma Multiforme
TCGA-14-1825-01	TCGA Glioblastoma Multiforme
TCGA-14-1829-01	TCGA Glioblastoma Multiforme
TCGA-14-2554-01	TCGA Glioblastoma Multiforme
TCGA-15-0742-01	TCGA Glioblastoma Multiforme
TCGA-15-1444-01	TCGA Glioblastoma Multiforme
TCGA-16-0846-01	TCGA Glioblastoma Multiforme
TCGA-16-1045-01	TCGA Glioblastoma Multiforme
TCGA-19-0957-02	TCGA Glioblastoma Multiforme
TCGA-19-1389-02	TCGA Glioblastoma Multiforme
TCGA-19-1390-01	TCGA Glioblastoma Multiforme
TCGA-19-1787-01	TCGA Glioblastoma Multiforme
TCGA-19-2619-01	TCGA Glioblastoma Multiforme
TCGA-19-2620-01	TCGA Glioblastoma Multiforme
TCGA-19-2624-01	TCGA Glioblastoma Multiforme
TCGA-19-2625-01	TCGA Glioblastoma Multiforme
TCGA-19-2629-01	TCGA Glioblastoma Multiforme
TCGA-19-4065-01	TCGA Glioblastoma Multiforme
TCGA-19-4065-02	TCGA Glioblastoma Multiforme
TCGA-19-5960-01	TCGA Glioblastoma Multiforme
TCGA-26-1442-01	TCGA Glioblastoma Multiforme
TCGA-26-5132-01	TCGA Glioblastoma Multiforme
TCGA-26-5133-01	TCGA Glioblastoma Multiforme
TCGA-26-5134-01	TCGA Glioblastoma Multiforme
TCGA-26-5135-01	TCGA Glioblastoma Multiforme
TCGA-26-5136-01	TCGA Glioblastoma Multiforme
TCGA-26-5139-01	TCGA Glioblastoma Multiforme
TCGA-27-1830-01	TCGA Glioblastoma Multiforme
TCGA-27-1831-01	TCGA Glioblastoma Multiforme
TCGA-27-1832-01	TCGA Glioblastoma Multiforme
TCGA-27-1834-01	TCGA Glioblastoma Multiforme
TCGA-27-1835-01	TCGA Glioblastoma Multiforme
TCGA-27-1837-01	TCGA Glioblastoma Multiforme
TCGA-27-2519-01	TCGA Glioblastoma Multiforme
TCGA-27-2521-01	TCGA Glioblastoma Multiforme
TCGA-27-2523-01	TCGA Glioblastoma Multiforme
TCGA-27-2524-01	TCGA Glioblastoma Multiforme
TCGA-27-2526-01	TCGA Glioblastoma Multiforme
TCGA-27-2528-01	TCGA Glioblastoma Multiforme
TCGA-28-1747-01	TCGA Glioblastoma Multiforme
TCGA-28-1753-01	TCGA Glioblastoma Multiforme
TCGA-28-2499-01	TCGA Glioblastoma Multiforme
TCGA-28-2509-01	TCGA Glioblastoma Multiforme
TCGA-28-2510-01	TCGA Glioblastoma Multiforme
TCGA-28-2513-01	TCGA Glioblastoma Multiforme
TCGA-28-2514-01	TCGA Glioblastoma Multiforme
TCGA-28-5204-01	TCGA Glioblastoma Multiforme
TCGA-28-5207-01	TCGA Glioblastoma Multiforme
TCGA-28-5208-01	TCGA Glioblastoma Multiforme
TCGA-28-5209-01	TCGA Glioblastoma Multiforme
TCGA-28-5213-01	TCGA Glioblastoma Multiforme
TCGA-28-5215-01	TCGA Glioblastoma Multiforme
TCGA-28-5216-01	TCGA Glioblastoma Multiforme
TCGA-28-5218-01	TCGA Glioblastoma Multiforme
TCGA-28-5220-01	TCGA Glioblastoma Multiforme
TCGA-32-1970-01	TCGA Glioblastoma Multiforme
TCGA-32-1980-01	TCGA Glioblastoma Multiforme
TCGA-32-1982-01	TCGA Glioblastoma Multiforme
TCGA-32-2615-01	TCGA Glioblastoma Multiforme
TCGA-32-2616-01	TCGA Glioblastoma Multiforme
TCGA-32-2632-01	TCGA Glioblastoma Multiforme
TCGA-32-2634-01	TCGA Glioblastoma Multiforme
TCGA-32-4213-01	TCGA Glioblastoma Multiforme
TCGA-32-5222-01	TCGA Glioblastoma Multiforme
TCGA-41-2571-01	TCGA Glioblastoma Multiforme
TCGA-41-2572-01	TCGA Glioblastoma Multiforme
TCGA-41-3915-01	TCGA Glioblastoma Multiforme
TCGA-41-4097-01	TCGA Glioblastoma Multiforme
TCGA-41-5651-01	TCGA Glioblastoma Multiforme
TCGA-76-4925-01	TCGA Glioblastoma Multiforme
TCGA-76-4926-01	TCGA Glioblastoma Multiforme
TCGA-76-4927-01	TCGA Glioblastoma Multiforme
TCGA-76-4928-01	TCGA Glioblastoma Multiforme
TCGA-76-4929-01	TCGA Glioblastoma Multiforme
TCGA-76-4931-01	TCGA Glioblastoma Multiforme
TCGA-76-4932-01	TCGA Glioblastoma Multiforme
TCGA-2H-A9GF-01	TCGA Esophageal Carcinoma
TCGA-2H-A9GG-01	TCGA Esophageal Carcinoma
TCGA-2H-A9GH-01	TCGA Esophageal Carcinoma
TCGA-2H-A9GI-01	TCGA Esophageal Carcinoma
TCGA-2H-A9GJ-01	TCGA Esophageal Carcinoma
TCGA-2H-A9GK-01	TCGA Esophageal Carcinoma
TCGA-2H-A9GL-01	TCGA Esophageal Carcinoma
TCGA-2H-A9GM-01	TCGA Esophageal Carcinoma
TCGA-2H-A9GN-01	TCGA Esophageal Carcinoma
TCGA-2H-A9GO-01	TCGA Esophageal Carcinoma
TCGA-2H-A9GQ-01	TCGA Esophageal Carcinoma
TCGA-2H-A9GR-01	TCGA Esophageal Carcinoma
TCGA-IC-A6RE-01	TCGA Esophageal Carcinoma
TCGA-IC-A6RF-01	TCGA Esophageal Carcinoma
TCGA-IG-A3I8-01	TCGA Esophageal Carcinoma
TCGA-IG-A3QL-01	TCGA Esophageal Carcinoma
TCGA-IG-A3Y9-01	TCGA Esophageal Carcinoma
TCGA-IG-A3YA-01	TCGA Esophageal Carcinoma
TCGA-IG-A3YB-01	TCGA Esophageal Carcinoma
TCGA-IG-A3YC-01	TCGA Esophageal Carcinoma
TCGA-IG-A4P3-01	TCGA Esophageal Carcinoma
TCGA-IG-A4QS-01	TCGA Esophageal Carcinoma
TCGA-IG-A4QT-01	TCGA Esophageal Carcinoma
TCGA-IG-A50L-01	TCGA Esophageal Carcinoma
TCGA-IG-A51D-01	TCGA Esophageal Carcinoma
TCGA-IG-A5B8-01	TCGA Esophageal Carcinoma
TCGA-IG-A5S3-01	TCGA Esophageal Carcinoma
TCGA-IG-A625-01	TCGA Esophageal Carcinoma
TCGA-IG-A6QS-01	TCGA Esophageal Carcinoma
TCGA-IG-A7DP-01	TCGA Esophageal Carcinoma
TCGA-IG-A8O2-01	TCGA Esophageal Carcinoma
TCGA-IG-A97H-01	TCGA Esophageal Carcinoma
TCGA-IG-A97I-01	TCGA Esophageal Carcinoma
TCGA-JY-A6F8-01	TCGA Esophageal Carcinoma
TCGA-JY-A6FA-01	TCGA Esophageal Carcinoma
TCGA-JY-A6FB-01	TCGA Esophageal Carcinoma
TCGA-JY-A6FD-01	TCGA Esophageal Carcinoma
TCGA-JY-A6FE-01	TCGA Esophageal Carcinoma
TCGA-JY-A6FG-01	TCGA Esophageal Carcinoma
TCGA-JY-A6FH-01	TCGA Esophageal Carcinoma
TCGA-JY-A938-01	TCGA Esophageal Carcinoma
TCGA-JY-A939-01	TCGA Esophageal Carcinoma
TCGA-JY-A93C-01	TCGA Esophageal Carcinoma
TCGA-JY-A93D-01	TCGA Esophageal Carcinoma
TCGA-JY-A93E-01	TCGA Esophageal Carcinoma
TCGA-JY-A93F-01	TCGA Esophageal Carcinoma
TCGA-KH-A6WC-01	TCGA Esophageal Carcinoma
TCGA-L5-A43C-01	TCGA Esophageal Carcinoma
TCGA-L5-A43E-01	TCGA Esophageal Carcinoma
TCGA-L5-A43H-01	TCGA Esophageal Carcinoma
TCGA-L5-A43I-01	TCGA Esophageal Carcinoma
TCGA-L5-A43J-01	TCGA Esophageal Carcinoma
TCGA-L5-A43M-01	TCGA Esophageal Carcinoma
TCGA-L5-A4OE-01	TCGA Esophageal Carcinoma
TCGA-L5-A4OF-01	TCGA Esophageal Carcinoma
TCGA-L5-A4OG-01	TCGA Esophageal Carcinoma
TCGA-L5-A4OH-01	TCGA Esophageal Carcinoma
TCGA-L5-A4OI-01	TCGA Esophageal Carcinoma
TCGA-L5-A4OJ-01	TCGA Esophageal Carcinoma
TCGA-L5-A4OM-01	TCGA Esophageal Carcinoma
TCGA-L5-A4ON-01	TCGA Esophageal Carcinoma
TCGA-L5-A4OO-01	TCGA Esophageal Carcinoma
TCGA-L5-A4OP-01	TCGA Esophageal Carcinoma
TCGA-L5-A4OQ-01	TCGA Esophageal Carcinoma
TCGA-L5-A4OR-01	TCGA Esophageal Carcinoma
TCGA-L5-A4OS-01	TCGA Esophageal Carcinoma
TCGA-L5-A4OT-01	TCGA Esophageal Carcinoma
TCGA-L5-A4OU-01	TCGA Esophageal Carcinoma
TCGA-L5-A4OW-01	TCGA Esophageal Carcinoma
TCGA-L5-A4OX-01	TCGA Esophageal Carcinoma
TCGA-L5-A88S-01	TCGA Esophageal Carcinoma
TCGA-L5-A88T-01	TCGA Esophageal Carcinoma
TCGA-L5-A88V-01	TCGA Esophageal Carcinoma
TCGA-L5-A88W-01	TCGA Esophageal Carcinoma
TCGA-L5-A88Y-01	TCGA Esophageal Carcinoma
TCGA-L5-A88Z-01	TCGA Esophageal Carcinoma
TCGA-L5-A891-01	TCGA Esophageal Carcinoma
TCGA-L5-A893-01	TCGA Esophageal Carcinoma
TCGA-L5-A8NE-01	TCGA Esophageal Carcinoma
TCGA-L5-A8NF-01	TCGA Esophageal Carcinoma
TCGA-L5-A8NG-01	TCGA Esophageal Carcinoma
TCGA-L5-A8NH-01	TCGA Esophageal Carcinoma
TCGA-L5-A8NI-01	TCGA Esophageal Carcinoma
TCGA-L5-A8NJ-01	TCGA Esophageal Carcinoma
TCGA-L5-A8NK-01	TCGA Esophageal Carcinoma
TCGA-L5-A8NL-01	TCGA Esophageal Carcinoma
TCGA-L5-A8NM-01	TCGA Esophageal Carcinoma
TCGA-L5-A8NN-01	TCGA Esophageal Carcinoma
TCGA-L5-A8NQ-01	TCGA Esophageal Carcinoma
TCGA-L5-A8NR-01	TCGA Esophageal Carcinoma
TCGA-L5-A8NS-01	TCGA Esophageal Carcinoma
TCGA-L5-A8NT-01	TCGA Esophageal Carcinoma
TCGA-L5-A8NU-01	TCGA Esophageal Carcinoma
TCGA-L5-A8NV-01	TCGA Esophageal Carcinoma
TCGA-L5-A8NW-01	TCGA Esophageal Carcinoma
TCGA-L7-A56G-01	TCGA Esophageal Carcinoma
TCGA-L7-A6VZ-01	TCGA Esophageal Carcinoma
TCGA-LN-A49K-01	TCGA Esophageal Carcinoma
TCGA-LN-A49L-01	TCGA Esophageal Carcinoma
TCGA-LN-A49M-01	TCGA Esophageal Carcinoma
TCGA-LN-A49N-01	TCGA Esophageal Carcinoma
TCGA-LN-A49O-01	TCGA Esophageal Carcinoma
TCGA-LN-A49P-01	TCGA Esophageal Carcinoma
TCGA-LN-A49R-01	TCGA Esophageal Carcinoma
TCGA-LN-A49S-01	TCGA Esophageal Carcinoma
TCGA-LN-A49V-01	TCGA Esophageal Carcinoma
TCGA-LN-A49W-01	TCGA Esophageal Carcinoma
TCGA-LN-A49X-01	TCGA Esophageal Carcinoma
TCGA-LN-A49Y-01	TCGA Esophageal Carcinoma
TCGA-LN-A4A1-01	TCGA Esophageal Carcinoma
TCGA-LN-A4A2-01	TCGA Esophageal Carcinoma
TCGA-LN-A4A3-01	TCGA Esophageal Carcinoma
TCGA-LN-A4A4-01	TCGA Esophageal Carcinoma
TCGA-LN-A4A5-01	TCGA Esophageal Carcinoma
TCGA-LN-A4A6-01	TCGA Esophageal Carcinoma
TCGA-LN-A4A9-01	TCGA Esophageal Carcinoma
TCGA-LN-A4MQ-01	TCGA Esophageal Carcinoma
TCGA-LN-A4MR-01	TCGA Esophageal Carcinoma
TCGA-LN-A5U5-01	TCGA Esophageal Carcinoma
TCGA-LN-A5U6-01	TCGA Esophageal Carcinoma
TCGA-LN-A5U7-01	TCGA Esophageal Carcinoma
TCGA-LN-A7HV-01	TCGA Esophageal Carcinoma
TCGA-LN-A7HW-01	TCGA Esophageal Carcinoma
TCGA-LN-A7HX-01	TCGA Esophageal Carcinoma
TCGA-LN-A7HY-01	TCGA Esophageal Carcinoma
TCGA-LN-A7HZ-01	TCGA Esophageal Carcinoma
TCGA-LN-A8HZ-01	TCGA Esophageal Carcinoma
TCGA-LN-A8I0-01	TCGA Esophageal Carcinoma
TCGA-LN-A8I1-01	TCGA Esophageal Carcinoma
TCGA-LN-A9FO-01	TCGA Esophageal Carcinoma
TCGA-LN-A9FP-01	TCGA Esophageal Carcinoma
TCGA-LN-A9FQ-01	TCGA Esophageal Carcinoma
TCGA-LN-A9FR-01	TCGA Esophageal Carcinoma
TCGA-M9-A5M8-01	TCGA Esophageal Carcinoma
TCGA-Q9-A6FU-01	TCGA Esophageal Carcinoma
TCGA-Q9-A6FW-01	TCGA Esophageal Carcinoma
TCGA-R6-A6DN-01	TCGA Esophageal Carcinoma
TCGA-R6-A6DQ-01	TCGA Esophageal Carcinoma
TCGA-R6-A6KZ-01	TCGA Esophageal Carcinoma
TCGA-R6-A6L4-01	TCGA Esophageal Carcinoma
TCGA-R6-A6L6-01	TCGA Esophageal Carcinoma
TCGA-R6-A6XG-01	TCGA Esophageal Carcinoma
TCGA-R6-A6XQ-01	TCGA Esophageal Carcinoma
TCGA-R6-A6Y0-01	TCGA Esophageal Carcinoma
TCGA-R6-A6Y2-01	TCGA Esophageal Carcinoma
TCGA-R6-A8W5-01	TCGA Esophageal Carcinoma
TCGA-R6-A8W8-01	TCGA Esophageal Carcinoma
TCGA-R6-A8WC-01	TCGA Esophageal Carcinoma
TCGA-R6-A8WG-01	TCGA Esophageal Carcinoma
TCGA-RE-A7BO-01	TCGA Esophageal Carcinoma
TCGA-S8-A6BV-01	TCGA Esophageal Carcinoma
TCGA-S8-A6BW-01	TCGA Esophageal Carcinoma
TCGA-V5-A7RB-01	TCGA Esophageal Carcinoma
TCGA-V5-A7RC-01	TCGA Esophageal Carcinoma
TCGA-V5-A7RC-06	TCGA Esophageal Carcinoma
TCGA-V5-A7RE-01	TCGA Esophageal Carcinoma
TCGA-V5-AASV-01	TCGA Esophageal Carcinoma
TCGA-V5-AASW-01	TCGA Esophageal Carcinoma
TCGA-V5-AASX-01	TCGA Esophageal Carcinoma
TCGA-VR-A8EO-01	TCGA Esophageal Carcinoma
TCGA-VR-A8EP-01	TCGA Esophageal Carcinoma
TCGA-VR-A8EQ-01	TCGA Esophageal Carcinoma
TCGA-VR-A8ER-01	TCGA Esophageal Carcinoma
TCGA-VR-A8ET-01	TCGA Esophageal Carcinoma
TCGA-VR-A8EU-01	TCGA Esophageal Carcinoma
