sample	TCGA_GTEX_main_category
GTEX-111FC-0526-SM-5GZZ8	GTEX Nerve
GTEX-111VG-2526-SM-5GZXP	GTEX Nerve
GTEX-111YS-2126-SM-5EGGM	GTEX Nerve
GTEX-113IC-0526-SM-5HL76	GTEX Nerve
GTEX-117YX-2426-SM-5GZZJ	GTEX Nerve
GTEX-1192X-0326-SM-5H11U	GTEX Nerve
GTEX-11DXW-0426-SM-5H12E	GTEX Nerve
GTEX-11DXX-2526-SM-5H119	GTEX Nerve
GTEX-11DXZ-2526-SM-5N9BG	GTEX Nerve
GTEX-11DYG-0426-SM-5987J	GTEX Nerve
GTEX-11EI6-0426-SM-5EQ43	GTEX Nerve
GTEX-11EQ9-2326-SM-5HL5H	GTEX Nerve
GTEX-11GSO-2626-SM-5Q5AK	GTEX Nerve
GTEX-11H98-0426-SM-5HL55	GTEX Nerve
GTEX-11LCK-1326-SM-5Q5AN	GTEX Nerve
GTEX-11NSD-1826-SM-5N9CF	GTEX Nerve
GTEX-11NUK-0426-SM-5HL5V	GTEX Nerve
GTEX-11O72-0526-SM-5Q5AO	GTEX Nerve
GTEX-11OC5-0526-SM-5N9EE	GTEX Nerve
GTEX-11ONC-2326-SM-5HL6P	GTEX Nerve
GTEX-11P7K-2226-SM-5GU56	GTEX Nerve
GTEX-11P81-2626-SM-5GU6T	GTEX Nerve
GTEX-11P82-1926-SM-5Q5AU	GTEX Nerve
GTEX-11TTK-0426-SM-5EQLT	GTEX Nerve
GTEX-11UD2-0426-SM-5EQ5W	GTEX Nerve
GTEX-11WQC-2826-SM-5GU7A	GTEX Nerve
GTEX-11ZU8-2626-SM-5EQLL	GTEX Nerve
GTEX-11ZUS-1226-SM-5FQU8	GTEX Nerve
GTEX-11ZVC-2826-SM-5FQTC	GTEX Nerve
GTEX-1211K-2326-SM-5FQU7	GTEX Nerve
GTEX-12126-0626-SM-5Q5AQ	GTEX Nerve
GTEX-1212Z-2726-SM-5EQ59	GTEX Nerve
GTEX-12584-0326-SM-59HK2	GTEX Nerve
GTEX-12BJ1-2626-SM-5FQUF	GTEX Nerve
GTEX-12C56-1826-SM-5EQ6D	GTEX Nerve
GTEX-12WS9-0426-SM-59HJW	GTEX Nerve
GTEX-12WSB-0426-SM-5BC6H	GTEX Nerve
GTEX-12WSD-0326-SM-59HKP	GTEX Nerve
GTEX-12WSG-2726-SM-5EQ5M	GTEX Nerve
GTEX-12WSK-2626-SM-5GCOT	GTEX Nerve
GTEX-12WSL-2826-SM-5LZWL	GTEX Nerve
GTEX-12ZZX-0426-SM-5DUVT	GTEX Nerve
GTEX-12ZZY-0426-SM-5LZW3	GTEX Nerve
GTEX-13111-2026-SM-5GCMN	GTEX Nerve
GTEX-13113-2026-SM-5LZU3	GTEX Nerve
GTEX-1313W-0326-SM-5LZU5	GTEX Nerve
GTEX-1314G-1826-SM-5LZVA	GTEX Nerve
GTEX-131XE-2526-SM-5EQ57	GTEX Nerve
GTEX-131XF-2426-SM-5BC6C	GTEX Nerve
GTEX-131XG-2526-SM-5HL7F	GTEX Nerve
GTEX-131XH-2526-SM-5GCND	GTEX Nerve
GTEX-131YS-0326-SM-5PNYW	GTEX Nerve
GTEX-132NY-0526-SM-5EQ4V	GTEX Nerve
GTEX-1339X-2726-SM-5PNYU	GTEX Nerve
GTEX-1399S-2426-SM-5K7U3	GTEX Nerve
GTEX-139T4-0426-SM-5J1OQ	GTEX Nerve
GTEX-139T6-1726-SM-5PNZ3	GTEX Nerve
GTEX-139T8-0326-SM-5IJCM	GTEX Nerve
GTEX-139TT-0326-SM-5IJC3	GTEX Nerve
GTEX-13CF2-2826-SM-5LZX9	GTEX Nerve
GTEX-13D11-2626-SM-5IJDB	GTEX Nerve
GTEX-13FHO-0526-SM-5K7VS	GTEX Nerve
GTEX-13FHP-0326-SM-5K7U2	GTEX Nerve
GTEX-13FLV-2326-SM-5K7UK	GTEX Nerve
GTEX-13FTY-0326-SM-5L3DN	GTEX Nerve
GTEX-13IVO-0426-SM-5LZY7	GTEX Nerve
GTEX-13JUV-2526-SM-5J1OD	GTEX Nerve
GTEX-13JVG-0526-SM-5IJBN	GTEX Nerve
GTEX-13N11-2826-SM-5KM4Z	GTEX Nerve
GTEX-13N1W-0426-SM-5MR46	GTEX Nerve
GTEX-13NYC-0626-SM-5K7U8	GTEX Nerve
GTEX-13NYS-0426-SM-5MR4X	GTEX Nerve
GTEX-13NZ9-0726-SM-5J1ME	GTEX Nerve
GTEX-13NZA-0326-SM-5J1MK	GTEX Nerve
GTEX-13O1R-0426-SM-5K7WG	GTEX Nerve
GTEX-13O21-1826-SM-5MR5M	GTEX Nerve
GTEX-13O3O-0326-SM-5K7W2	GTEX Nerve
GTEX-13O3P-0326-SM-5K7VM	GTEX Nerve
GTEX-13O3Q-2626-SM-5KM3S	GTEX Nerve
GTEX-13OVG-2226-SM-5K7V8	GTEX Nerve
GTEX-13OVI-1526-SM-5K7VX	GTEX Nerve
GTEX-13OVJ-0426-SM-5L3GX	GTEX Nerve
GTEX-13OVL-1526-SM-5K7WA	GTEX Nerve
GTEX-13OW6-0226-SM-5J1NB	GTEX Nerve
GTEX-13OW7-0526-SM-5J1N2	GTEX Nerve
GTEX-13OW8-1526-SM-5K7V2	GTEX Nerve
GTEX-13PVQ-0426-SM-5J1OG	GTEX Nerve
GTEX-13QBU-2326-SM-5LU49	GTEX Nerve
GTEX-13QIC-1426-SM-5LU4V	GTEX Nerve
GTEX-13RTJ-2826-SM-5QGQH	GTEX Nerve
GTEX-13S86-2426-SM-5S2MX	GTEX Nerve
GTEX-13SLX-0126-SM-5S2MM	GTEX Nerve
GTEX-13VXT-0426-SM-5LU57	GTEX Nerve
GTEX-13W3W-2726-SM-5SIAE	GTEX Nerve
GTEX-13W46-0526-SM-5IJBD	GTEX Nerve
GTEX-13X6J-0426-SM-5O9D3	GTEX Nerve
GTEX-13X6K-0426-SM-5O9DZ	GTEX Nerve
GTEX-144FL-0426-SM-5O9A1	GTEX Nerve
GTEX-144GL-0426-SM-5QGOZ	GTEX Nerve
GTEX-144GM-2126-SM-5LU3P	GTEX Nerve
GTEX-144GN-2526-SM-5LU54	GTEX Nerve
GTEX-145LT-1926-SM-5QGP5	GTEX Nerve
GTEX-145LU-0726-SM-5QGP2	GTEX Nerve
GTEX-145LV-2526-SM-5S2VA	GTEX Nerve
GTEX-145ME-2126-SM-5SIAH	GTEX Nerve
GTEX-145MH-1426-SM-5QGPO	GTEX Nerve
GTEX-145MO-0526-SM-5Q5F7	GTEX Nerve
GTEX-146FH-0326-SM-5QGPT	GTEX Nerve
GTEX-146FQ-0426-SM-5NQBA	GTEX Nerve
GTEX-146FR-1426-SM-5SIAV	GTEX Nerve
GTEX-14753-0126-SM-5S2TX	GTEX Nerve
GTEX-1477Z-1526-SM-5SI9V	GTEX Nerve
GTEX-14A6H-2626-SM-5NQBO	GTEX Nerve
GTEX-14AS3-2226-SM-5S2OX	GTEX Nerve
GTEX-14ASI-0326-SM-5S2VH	GTEX Nerve
GTEX-14BIL-0426-SM-5SIA3	GTEX Nerve
GTEX-14BIM-0426-SM-5SI9N	GTEX Nerve
GTEX-14DAR-2226-SM-5S2VT	GTEX Nerve
GTEX-14E6C-1026-SM-5SI6P	GTEX Nerve
GTEX-14E6E-2226-SM-5SI6F	GTEX Nerve
GTEX-N7MS-0526-SM-4E3JP	GTEX Nerve
GTEX-NFK9-0426-SM-2YUNK	GTEX Nerve
GTEX-NPJ7-1726-SM-2YUNA	GTEX Nerve
GTEX-NPJ8-1726-SM-2YUNB	GTEX Nerve
GTEX-O5YT-1726-SM-3NMD7	GTEX Nerve
GTEX-O5YV-1826-SM-2YUNI	GTEX Nerve
GTEX-OHPJ-0726-SM-2YUNM	GTEX Nerve
GTEX-OHPK-1726-SM-48TC4	GTEX Nerve
GTEX-OHPN-2926-SM-3LK65	GTEX Nerve
GTEX-OIZI-0426-SM-2XCEF	GTEX Nerve
GTEX-OXRK-0426-SM-2YUMT	GTEX Nerve
GTEX-OXRK-0426-SM-3NB2E	GTEX Nerve
GTEX-OXRN-1426-SM-3LK5U	GTEX Nerve
GTEX-OXRP-2526-SM-2S1NO	GTEX Nerve
GTEX-P44H-0526-SM-2XCF1	GTEX Nerve
GTEX-P4PP-1726-SM-2S1NS	GTEX Nerve
GTEX-P4PQ-1726-SM-3NB15	GTEX Nerve
GTEX-P4QS-1726-SM-3NB1V	GTEX Nerve
GTEX-P4QT-1726-SM-2S1NQ	GTEX Nerve
GTEX-P78B-0626-SM-2S1O5	GTEX Nerve
GTEX-P78B-0626-SM-5S2W4	GTEX Nerve
GTEX-PLZ5-1626-SM-3NB21	GTEX Nerve
GTEX-PLZ6-1726-SM-2S1O6	GTEX Nerve
GTEX-POMQ-2026-SM-2S1OD	GTEX Nerve
GTEX-POYW-0426-SM-2XCEV	GTEX Nerve
GTEX-PSDG-0626-SM-2S1OE	GTEX Nerve
GTEX-PVOW-0626-SM-2XCF6	GTEX Nerve
GTEX-PWCY-2126-SM-48TEC	GTEX Nerve
GTEX-PWN1-1726-SM-2S1O9	GTEX Nerve
GTEX-PWOO-2526-SM-2S1PG	GTEX Nerve
GTEX-Q2AG-0626-SM-2S1PV	GTEX Nerve
GTEX-Q2AH-1926-SM-2S1PN	GTEX Nerve
GTEX-QCQG-2026-SM-2S1PH	GTEX Nerve
GTEX-QDT8-0326-SM-32PL1	GTEX Nerve
GTEX-QDVJ-2026-SM-2S1PD	GTEX Nerve
GTEX-QDVN-2226-SM-2S1PM	GTEX Nerve
GTEX-QEG4-1126-SM-2S1P7	GTEX Nerve
GTEX-QEG5-0526-SM-2S1PC	GTEX Nerve
GTEX-QESD-1726-SM-2S1R7	GTEX Nerve
GTEX-QLQ7-1826-SM-2S1R5	GTEX Nerve
GTEX-QLQW-1426-SM-2S1QU	GTEX Nerve
GTEX-QV31-1526-SM-2S1QB	GTEX Nerve
GTEX-QVJO-0326-SM-2S1R1	GTEX Nerve
GTEX-QXCU-0126-SM-2TC5Q	GTEX Nerve
GTEX-R55C-1926-SM-2TF4K	GTEX Nerve
GTEX-R55E-0426-SM-2TC65	GTEX Nerve
GTEX-R55F-0226-SM-48FCI	GTEX Nerve
GTEX-R55G-2126-SM-2TC67	GTEX Nerve
GTEX-REY6-0626-SM-2TF4G	GTEX Nerve
GTEX-RNOR-0326-SM-2TF51	GTEX Nerve
GTEX-RTLS-0326-SM-2TF6A	GTEX Nerve
GTEX-RU72-1126-SM-2TF6H	GTEX Nerve
GTEX-RUSQ-1826-SM-2TF6E	GTEX Nerve
GTEX-S32W-2526-SM-2XCB8	GTEX Nerve
GTEX-S341-1926-SM-3K2BA	GTEX Nerve
GTEX-S3XE-1926-SM-3K2B3	GTEX Nerve
GTEX-SIU8-0326-SM-2XCDR	GTEX Nerve
GTEX-SJXC-0326-SM-2XCFI	GTEX Nerve
GTEX-SNMC-1626-SM-4DM52	GTEX Nerve
GTEX-SNOS-1626-SM-3NMA4	GTEX Nerve
GTEX-T2IS-1126-SM-4DM6Z	GTEX Nerve
GTEX-T2YK-0326-SM-4DM7D	GTEX Nerve
GTEX-T6MN-0326-SM-32PMK	GTEX Nerve
GTEX-T6MO-2026-SM-33HB4	GTEX Nerve
GTEX-TKQ1-1326-SM-4DXU7	GTEX Nerve
GTEX-TMKS-0426-SM-3DB85	GTEX Nerve
GTEX-U8T8-0426-SM-3DB8X	GTEX Nerve
GTEX-U8XE-0526-SM-3DB8R	GTEX Nerve
GTEX-UJMC-1926-SM-3GADS	GTEX Nerve
GTEX-UPJH-0626-SM-4IHJN	GTEX Nerve
GTEX-V955-2526-SM-4JBJG	GTEX Nerve
GTEX-VJYA-1726-SM-3NMDQ	GTEX Nerve
GTEX-VUSG-2726-SM-4KKZJ	GTEX Nerve
GTEX-W5WG-2326-SM-3GIJH	GTEX Nerve
GTEX-W5X1-2826-SM-3GILM	GTEX Nerve
GTEX-WEY5-2226-SM-3GILQ	GTEX Nerve
GTEX-WFG8-2526-SM-3GILR	GTEX Nerve
GTEX-WH7G-2626-SM-3NMBE	GTEX Nerve
GTEX-WHPG-2426-SM-3NMBQ	GTEX Nerve
GTEX-WHSB-2026-SM-3LK6H	GTEX Nerve
GTEX-WHSE-1026-SM-57WAX	GTEX Nerve
GTEX-WHWD-2326-SM-3LK6Q	GTEX Nerve
GTEX-WL46-0426-SM-3TW8J	GTEX Nerve
GTEX-WOFM-1626-SM-3MJFX	GTEX Nerve
GTEX-WRHU-0626-SM-3MJFI	GTEX Nerve
GTEX-WY7C-2626-SM-3NB2P	GTEX Nerve
GTEX-WYBS-0326-SM-3NM8S	GTEX Nerve
GTEX-WYJK-0326-SM-3NMA8	GTEX Nerve
GTEX-WYVS-2426-SM-3NMA9	GTEX Nerve
GTEX-WZTO-1026-SM-3NM9P	GTEX Nerve
GTEX-X15G-2526-SM-4PQZT	GTEX Nerve
GTEX-X4EO-0126-SM-3P5YN	GTEX Nerve
GTEX-X4EP-0726-SM-3P5YJ	GTEX Nerve
GTEX-X585-0426-SM-4E3JZ	GTEX Nerve
GTEX-X5EB-2526-SM-4E3HY	GTEX Nerve
GTEX-X638-0426-SM-47JY2	GTEX Nerve
GTEX-XAJ8-1126-SM-47JYA	GTEX Nerve
GTEX-XBEC-0426-SM-4QART	GTEX Nerve
GTEX-XBED-2526-SM-47JYD	GTEX Nerve
GTEX-XBEW-0926-SM-4QASR	GTEX Nerve
GTEX-XGQ4-2526-SM-4AT57	GTEX Nerve
GTEX-XMD1-0526-SM-4AT4Z	GTEX Nerve
GTEX-XMD2-0326-SM-4YCD6	GTEX Nerve
GTEX-XMK1-2426-SM-4B66I	GTEX Nerve
GTEX-XOT4-0326-SM-4B66S	GTEX Nerve
GTEX-XOTO-0326-SM-4B66K	GTEX Nerve
GTEX-XPT6-2126-SM-4B66P	GTEX Nerve
GTEX-XUJ4-2726-SM-4BOQ1	GTEX Nerve
GTEX-XUW1-0626-SM-4BOP4	GTEX Nerve
GTEX-XXEK-2526-SM-4BRUR	GTEX Nerve
GTEX-XYKS-2526-SM-4BOPX	GTEX Nerve
GTEX-Y114-2626-SM-4TT8Y	GTEX Nerve
GTEX-Y3IK-2726-SM-4WWDV	GTEX Nerve
GTEX-Y5V5-2626-SM-5IFJM	GTEX Nerve
GTEX-Y5V6-2726-SM-4VDSC	GTEX Nerve
GTEX-Y8DK-0426-SM-4TT3Q	GTEX Nerve
GTEX-Y8E4-0826-SM-4VBRS	GTEX Nerve
GTEX-Y8E5-0526-SM-57WBY	GTEX Nerve
GTEX-Y8LW-2126-SM-4VBRX	GTEX Nerve
GTEX-Y9LG-2226-SM-4VDS9	GTEX Nerve
GTEX-YB5E-2326-SM-5IFIJ	GTEX Nerve
GTEX-YB5K-2426-SM-5IFHP	GTEX Nerve
GTEX-YBZK-0426-SM-59HLM	GTEX Nerve
GTEX-YFC4-0826-SM-5CVM1	GTEX Nerve
GTEX-YJ8A-0726-SM-5Q5A6	GTEX Nerve
GTEX-YJ8O-2626-SM-5HL8H	GTEX Nerve
GTEX-Z93S-0826-SM-5HL7Y	GTEX Nerve
GTEX-Z9EW-2026-SM-5CVMQ	GTEX Nerve
GTEX-ZA64-2126-SM-5Q5A8	GTEX Nerve
GTEX-ZAB4-1826-SM-5HL8O	GTEX Nerve
GTEX-ZAB5-1926-SM-5HL7O	GTEX Nerve
GTEX-ZC5H-0526-SM-5HL9E	GTEX Nerve
GTEX-ZDTS-0326-SM-5HL83	GTEX Nerve
GTEX-ZDXO-1926-SM-5E45Q	GTEX Nerve
GTEX-ZDYS-1526-SM-4WKFY	GTEX Nerve
GTEX-ZF29-2626-SM-4WWBA	GTEX Nerve
GTEX-ZF2S-2526-SM-5CVNT	GTEX Nerve
GTEX-ZLV1-2026-SM-5EQMB	GTEX Nerve
GTEX-ZLWG-2526-SM-57WDS	GTEX Nerve
GTEX-ZP4G-2226-SM-57WFB	GTEX Nerve
GTEX-ZPCL-2426-SM-57WFP	GTEX Nerve
GTEX-ZQG8-1326-SM-51MQW	GTEX Nerve
GTEX-ZTPG-0526-SM-5O98W	GTEX Nerve
GTEX-ZTX8-1726-SM-51MSB	GTEX Nerve
GTEX-ZV68-0326-SM-59HJG	GTEX Nerve
GTEX-ZVE2-0426-SM-59HJ7	GTEX Nerve
GTEX-ZVT3-0326-SM-5GU6U	GTEX Nerve
GTEX-ZVTK-0826-SM-5GZXI	GTEX Nerve
GTEX-ZVZP-2626-SM-51MR4	GTEX Nerve
GTEX-ZXES-1926-SM-5E445	GTEX Nerve
GTEX-ZXG5-0426-SM-5GICT	GTEX Nerve
GTEX-ZYFC-0626-SM-5GIDR	GTEX Nerve
GTEX-ZYFD-0426-SM-5E45X	GTEX Nerve
GTEX-ZYFG-2526-SM-5GIEK	GTEX Nerve
GTEX-ZYT6-1426-SM-5E43U	GTEX Nerve
GTEX-ZYW4-0326-SM-5E44Y	GTEX Nerve
GTEX-ZYWO-2726-SM-5NQ6N	GTEX Nerve
GTEX-111CU-1326-SM-5NQ8L	GTEX Small Intestine
GTEX-111YS-1426-SM-5GID8	GTEX Small Intestine
GTEX-117YX-0326-SM-5GICL	GTEX Small Intestine
GTEX-1192X-2526-SM-59868	GTEX Small Intestine
GTEX-11DXX-1626-SM-5H11H	GTEX Small Intestine
GTEX-11EQ9-1326-SM-5985X	GTEX Small Intestine
GTEX-11I78-1126-SM-5A5K5	GTEX Small Intestine
GTEX-11LCK-1926-SM-5A5KE	GTEX Small Intestine
GTEX-11NSD-1726-SM-5N9C3	GTEX Small Intestine
GTEX-11P7K-1626-SM-5GU63	GTEX Small Intestine
GTEX-11P82-0826-SM-5P9GU	GTEX Small Intestine
GTEX-11TUW-1926-SM-5BC58	GTEX Small Intestine
GTEX-11VI4-1626-SM-5EQKO	GTEX Small Intestine
GTEX-11WQK-2326-SM-5GU4Z	GTEX Small Intestine
GTEX-11XUK-1426-SM-5EQMG	GTEX Small Intestine
GTEX-12BJ1-1926-SM-5HL9Z	GTEX Small Intestine
GTEX-12WSK-1526-SM-5CVNO	GTEX Small Intestine
GTEX-13111-1426-SM-5DUW3	GTEX Small Intestine
GTEX-13113-1226-SM-5EGHT	GTEX Small Intestine
GTEX-131XE-0926-SM-5HL7J	GTEX Small Intestine
GTEX-131XG-1726-SM-5LZUR	GTEX Small Intestine
GTEX-133LE-1426-SM-5IFH1	GTEX Small Intestine
GTEX-1399R-2026-SM-5K7WN	GTEX Small Intestine
GTEX-1399U-2126-SM-5IFEZ	GTEX Small Intestine
GTEX-139T6-1026-SM-5IJGC	GTEX Small Intestine
GTEX-139YR-2226-SM-5IFFW	GTEX Small Intestine
GTEX-13CF3-1226-SM-5LZXN	GTEX Small Intestine
GTEX-13D11-0726-SM-5LZZB	GTEX Small Intestine
GTEX-13FH7-1226-SM-5IJFK	GTEX Small Intestine
GTEX-13FTW-2026-SM-5IJE2	GTEX Small Intestine
GTEX-13NYB-1826-SM-5J1N3	GTEX Small Intestine
GTEX-13O21-1026-SM-5IJDU	GTEX Small Intestine
GTEX-13O61-1326-SM-5KM31	GTEX Small Intestine
GTEX-13OVI-1926-SM-5IJCG	GTEX Small Intestine
GTEX-13PL7-2626-SM-5IFH4	GTEX Small Intestine
GTEX-13QBU-1926-SM-5IJEW	GTEX Small Intestine
GTEX-145LT-1026-SM-5LU9O	GTEX Small Intestine
GTEX-145ME-0926-SM-5O9AR	GTEX Small Intestine
GTEX-148VJ-2226-SM-5NQ9M	GTEX Small Intestine
GTEX-14DAR-1426-SM-5RQIR	GTEX Small Intestine
GTEX-UPK5-2026-SM-4JBIM	GTEX Small Intestine
GTEX-VJYA-0926-SM-4KL1N	GTEX Small Intestine
GTEX-VUSG-1726-SM-4KKZL	GTEX Small Intestine
GTEX-WEY5-1526-SM-4LMJF	GTEX Small Intestine
GTEX-WFG7-1726-SM-4LVME	GTEX Small Intestine
GTEX-WFG8-1626-SM-4LVMB	GTEX Small Intestine
GTEX-WFJO-0926-SM-4LVM2	GTEX Small Intestine
GTEX-WFON-1526-SM-4LVMP	GTEX Small Intestine
GTEX-WH7G-1626-SM-4LVMY	GTEX Small Intestine
GTEX-WHSB-1026-SM-4M1XN	GTEX Small Intestine
GTEX-WQUQ-2426-SM-4MVNW	GTEX Small Intestine
GTEX-WRHK-1026-SM-4MVOD	GTEX Small Intestine
GTEX-WY7C-1826-SM-4ONCE	GTEX Small Intestine
GTEX-WYJK-1526-SM-4ONCW	GTEX Small Intestine
GTEX-X15G-1426-SM-4PQZK	GTEX Small Intestine
GTEX-X5EB-1626-SM-4E3IV	GTEX Small Intestine
GTEX-XAJ8-0526-SM-47JYK	GTEX Small Intestine
GTEX-XBED-1426-SM-4AT4G	GTEX Small Intestine
GTEX-XMK1-1826-SM-4B66F	GTEX Small Intestine
GTEX-XPVG-1726-SM-4B65W	GTEX Small Intestine
GTEX-XUZC-1426-SM-4BRV3	GTEX Small Intestine
GTEX-XXEK-1026-SM-4BRUW	GTEX Small Intestine
GTEX-Y111-2226-SM-4SOJB	GTEX Small Intestine
GTEX-Y114-1426-SM-4TT6W	GTEX Small Intestine
GTEX-Y3I4-1326-SM-4TT8Z	GTEX Small Intestine
GTEX-Y3IK-1726-SM-4YCCR	GTEX Small Intestine
GTEX-Y5LM-1626-SM-4VDTB	GTEX Small Intestine
GTEX-Y5V5-1826-SM-4VDS5	GTEX Small Intestine
GTEX-Y9LG-1626-SM-5IFHM	GTEX Small Intestine
GTEX-YB5E-1526-SM-5IFIE	GTEX Small Intestine
GTEX-YEC4-1726-SM-4W21E	GTEX Small Intestine
GTEX-YF7O-1826-SM-5IFIU	GTEX Small Intestine
GTEX-Z9EW-0926-SM-5CVMM	GTEX Small Intestine
GTEX-ZA64-1226-SM-5HL7B	GTEX Small Intestine
GTEX-ZAB5-1526-SM-5HL9P	GTEX Small Intestine
GTEX-ZC5H-2326-SM-4WAYT	GTEX Small Intestine
GTEX-ZF29-1626-SM-4WKFJ	GTEX Small Intestine
GTEX-ZF2S-1726-SM-57WFT	GTEX Small Intestine
GTEX-ZLFU-1526-SM-4WWBT	GTEX Small Intestine
GTEX-ZLV1-1126-SM-4WWBW	GTEX Small Intestine
GTEX-ZP4G-1626-SM-57WGD	GTEX Small Intestine
GTEX-ZPCL-1726-SM-57WEO	GTEX Small Intestine
GTEX-ZPIC-2326-SM-57WDW	GTEX Small Intestine
GTEX-ZQUD-0926-SM-57WE3	GTEX Small Intestine
GTEX-ZTPG-2626-SM-57WFX	GTEX Small Intestine
GTEX-ZTSS-0926-SM-59865	GTEX Small Intestine
GTEX-ZTX8-0526-SM-59HLD	GTEX Small Intestine
GTEX-ZVP2-1726-SM-5GU5P	GTEX Small Intestine
GTEX-ZVT2-2126-SM-5NQ93	GTEX Small Intestine
GTEX-ZVZP-1826-SM-5GZXB	GTEX Small Intestine
GTEX-ZYFG-2026-SM-5E43Y	GTEX Small Intestine
GTEX-ZZ64-0526-SM-5GZXM	GTEX Small Intestine
GTEX-111FC-1326-SM-5N9D9	GTEX Spleen
GTEX-1122O-0526-SM-5N9DM	GTEX Spleen
GTEX-117YX-2126-SM-5GIEL	GTEX Spleen
GTEX-11DXX-0726-SM-5H12X	GTEX Spleen
GTEX-11EQ9-0426-SM-5A5JY	GTEX Spleen
GTEX-11LCK-0126-SM-5A5M5	GTEX Spleen
GTEX-11NSD-0426-SM-5N9CR	GTEX Spleen
GTEX-11P7K-0426-SM-5BC5H	GTEX Spleen
GTEX-11P81-1326-SM-5GU5S	GTEX Spleen
GTEX-11VI4-0126-SM-5GU6Z	GTEX Spleen
GTEX-11XUK-0426-SM-5EQML	GTEX Spleen
GTEX-1211K-0426-SM-5FQTP	GTEX Spleen
GTEX-12BJ1-0726-SM-5EGGF	GTEX Spleen
GTEX-12WSD-1726-SM-5GCN4	GTEX Spleen
GTEX-12WSJ-0526-SM-5GCOZ	GTEX Spleen
GTEX-12WSK-0126-SM-5GCO7	GTEX Spleen
GTEX-12WSN-0126-SM-5DUX5	GTEX Spleen
GTEX-13111-0126-SM-5EGHO	GTEX Spleen
GTEX-132QS-0226-SM-5IFFZ	GTEX Spleen
GTEX-1399R-0226-SM-5IJGG	GTEX Spleen
GTEX-1399S-0226-SM-5IFFG	GTEX Spleen
GTEX-139YR-0426-SM-5IFFV	GTEX Spleen
GTEX-13CF3-0226-SM-5J1NW	GTEX Spleen
GTEX-13FH7-1326-SM-5IFG8	GTEX Spleen
GTEX-13N11-0126-SM-5KM2Z	GTEX Spleen
GTEX-13PVR-0326-SM-5RQJY	GTEX Spleen
GTEX-13S86-0126-SM-5S2PI	GTEX Spleen
GTEX-13VXT-1326-SM-5LU3Y	GTEX Spleen
GTEX-144GN-2126-SM-5O99D	GTEX Spleen
GTEX-145MN-0126-SM-5RQHY	GTEX Spleen
GTEX-147F3-0126-SM-5NQBJ	GTEX Spleen
GTEX-14DAR-0326-SM-5S2PS	GTEX Spleen
GTEX-14E6E-1226-SM-5S2R5	GTEX Spleen
GTEX-NPJ8-0626-SM-48TBO	GTEX Spleen
GTEX-O5YT-0926-SM-48TDG	GTEX Spleen
GTEX-OIZH-0926-SM-48TBR	GTEX Spleen
GTEX-OOBJ-0926-SM-48TDO	GTEX Spleen
GTEX-P4QS-0926-SM-48TBS	GTEX Spleen
GTEX-PLZ6-0126-SM-48TC6	GTEX Spleen
GTEX-POMQ-0126-SM-48TD6	GTEX Spleen
GTEX-PW2O-0126-SM-48TC8	GTEX Spleen
GTEX-PX3G-0926-SM-48U12	GTEX Spleen
GTEX-Q2AH-0226-SM-48U1I	GTEX Spleen
GTEX-Q734-0226-SM-48U1A	GTEX Spleen
GTEX-QCQG-0226-SM-48U28	GTEX Spleen
GTEX-QDVN-0526-SM-48TZ4	GTEX Spleen
GTEX-QLQW-0126-SM-447BK	GTEX Spleen
GTEX-QMRM-0226-SM-4R1K7	GTEX Spleen
GTEX-QV31-0126-SM-447BP	GTEX Spleen
GTEX-QV44-0126-SM-4R1KH	GTEX Spleen
GTEX-R55G-0226-SM-48FEI	GTEX Spleen
GTEX-S4Q7-0126-SM-4AD5P	GTEX Spleen
GTEX-S4Z8-0226-SM-4AD5K	GTEX Spleen
GTEX-T5JW-0126-SM-4DM6K	GTEX Spleen
GTEX-U3ZH-0126-SM-4DXUK	GTEX Spleen
GTEX-U4B1-0526-SM-4DXTK	GTEX Spleen
GTEX-UJHI-0126-SM-4IHLP	GTEX Spleen
GTEX-UPK5-1626-SM-4JBHI	GTEX Spleen
GTEX-VJYA-0126-SM-4KL1P	GTEX Spleen
GTEX-W5WG-0626-SM-4SOID	GTEX Spleen
GTEX-WFON-0126-SM-4LVM9	GTEX Spleen
GTEX-WFON-0126-SM-5CHTF	GTEX Spleen
GTEX-WHWD-0126-SM-4OORS	GTEX Spleen
GTEX-WXYG-0126-SM-4OND7	GTEX Spleen
GTEX-WY7C-0126-SM-4ONCO	GTEX Spleen
GTEX-WYJK-0726-SM-4ONC9	GTEX Spleen
GTEX-WYVS-0126-SM-4ONDH	GTEX Spleen
GTEX-X4LF-0226-SM-4QAS8	GTEX Spleen
GTEX-X585-1826-SM-4QAS3	GTEX Spleen
GTEX-XAJ8-0126-SM-47JYG	GTEX Spleen
GTEX-XGQ4-0126-SM-4AT4H	GTEX Spleen
GTEX-XMK1-0126-SM-4B65F	GTEX Spleen
GTEX-XPVG-0626-SM-4B65B	GTEX Spleen
GTEX-XQ8I-1726-SM-4BOQB	GTEX Spleen
GTEX-XUJ4-0226-SM-4BOP8	GTEX Spleen
GTEX-XV7Q-0126-SM-4BRVK	GTEX Spleen
GTEX-XXEK-0126-SM-4BRVU	GTEX Spleen
GTEX-Y114-0726-SM-4TT6U	GTEX Spleen
GTEX-Y3I4-0126-SM-4TT26	GTEX Spleen
