degree,downregulated.regen_Fraction_sp_less3,downregulated.stress_Fraction_sp_less3,downregulated.wound_Fraction_sp_less3,msigdb.regen_Fraction_sp_less3,msigdb.stress_Fraction_sp_less3,msigdb.wound_Fraction_sp_less3,upregulated.regen_Fraction_sp_less3,upregulated.stress_Fraction_sp_less3,upregulated.wound_Fraction_sp_less3,label,gene_list
172,0.0132780082987552,0.012070916635232,0.013956997359487,0.0034703885326292,0.035458317615994,0.00588457185967559,0.00973217653715579,0.0141833270463976,0.0135043379856658,0,TCOF1
175,0.029045643153527,0.0216522067144474,0.0251225952470766,0.00535646925688419,0.0470765748774048,0.0134288947566956,0.0224066390041494,0.0217276499434176,0.0261033572236892,0,NSRP1
168,0.0235382874387024,0.017351942663146,0.0232365145228216,0.00535646925688419,0.044134288947567,0.0144096567333082,0.0205205582798944,0.021501320256507,0.0223311957751792,0,SPPL3
179,0.0220294228592984,0.0181818181818182,0.0215767634854772,0.00497925311203319,0.0412674462466994,0.0117691437193512,0.017729158807997,0.0183327046397586,0.0223311957751792,0,OPA3
117,0.0122218030931724,0.0141833270463976,0.0214258770275368,0.0021878536401358,0.0342512259524708,0.00897774424745379,0.0146359864202188,0.0133534515277254,0.0175028291210864,0,OPA1
156,0.0236891738966428,0.0148623161071294,0.0204451150509242,0.0042248208223312,0.0297246322142588,0.0142587702753678,0.0185590343266692,0.0157676348547718,0.0193889098453414,0,ITGA8
152,0.0258015843078084,0.0152395322519804,0.0262542436816296,0.004526593738212,0.0316107129385138,0.0149377593360996,0.021501320256507,0.0168992832893248,0.0223311957751792,0,ITGA9
221,0.0298755186721992,0.019238023387401,0.035081101471143,0.00573368540173519,0.0421727649943418,0.019238023387401,0.0281403244058846,0.0223311957751792,0.03017729158808,0,ITGA1
117,0.0199170124481328,0.012070916635232,0.0221048660882686,0.0039230479064504,0.0258770275367786,0.0123726895511128,0.0208977744247454,0.0144096567333082,0.0189362504715202,0,ITGA2
26,0.0156921916258016,0.00588457185967559,0.0122972463221426,0.003017729158808,0.0140324405884572,0.00995850622406639,0.0103357223689174,0.00746887966804979,0.0107883817427386,0,ITGA3
625,0.0288193134666164,0.0225575254620898,0.0393059222934742,0.00535646925688419,0.0496416446623915,0.0182572614107884,0.0293474160694078,0.0230856280648812,0.0300264051301396,0,ITGA4
