degree,downregulated.regen_Fraction_sp_less3,downregulated.stress_Fraction_sp_less3,downregulated.wound_Fraction_sp_less3,msigdb.regen_Fraction_sp_less3,msigdb.stress_Fraction_sp_less3,msigdb.wound_Fraction_sp_less3,upregulated.regen_Fraction_sp_less3,upregulated.stress_Fraction_sp_less3,upregulated.wound_Fraction_sp_less3,label
101,0.0561155193366216,0.049610408177854,0.060118664665094,0.0120094359854171,0.100150117949818,0.0332404031739224,0.0564014582886554,0.0501822860819215,0.0581885767388663,0
198,0.0616913289012796,0.0548287940524698,0.0639073557795411,0.0125813138894846,0.106869683322611,0.0363857316462935,0.0616913289012796,0.0552577024805204,0.0631210236614483,0
323,0.0621917220673386,0.0551147330045035,0.0641218099935664,0.012652798627493,0.107584530702695,0.0366716705983273,0.0626921152333977,0.055686610908571,0.0634784473514905,0
348,0.0619772678533133,0.0551147330045035,0.0639788405175495,0.012652798627493,0.107084137536636,0.0367431553363357,0.0628350847094145,0.0550432482664951,0.0636214168275073,0
98,0.0576881835728072,0.0501108013439131,0.0603331188791193,0.0122238901994424,0.102509114304096,0.0343126742440489,0.0579741225248409,0.0506826792479806,0.0594753020230181,0
412,0.0627635999714061,0.0552577024805204,0.0644077489456001,0.012652798627493,0.107656015440703,0.0366716705983273,0.0628350847094145,0.0554721566945457,0.0641932947315748,0
389,0.0621202373293302,0.0551147330045035,0.0641218099935664,0.012652798627493,0.107513045964687,0.0362427621702766,0.0624776610193724,0.0553291872185288,0.0636214168275073,0
1706,0.0628350847094145,0.0554721566945457,0.0644077489456001,0.012652798627493,0.107870469654729,0.0368146400743441,0.0631210236614483,0.0558295803845879,0.0641932947315748,0
691,0.0626206304953892,0.0553291872185288,0.0644077489456001,0.012652798627493,0.107941954392737,0.0368146400743441,0.062906569447423,0.055686610908571,0.0641932947315748,0
625,0.0625491457573808,0.0553291872185288,0.0644077489456001,0.012652798627493,0.10779898491672,0.0366716705983273,0.0628350847094145,0.0557580956465795,0.0641932947315748,0
399,0.0626921152333977,0.0554721566945457,0.0643362642075917,0.012652798627493,0.107870469654729,0.0368146400743441,0.0628350847094145,0.0556151261705626,0.0640503252555579,0
350,0.0626206304953892,0.0554006719565373,0.0643362642075917,0.012652798627493,0.10779898491672,0.0366716705983273,0.0626206304953892,0.0557580956465795,0.0639073557795411,0
460,0.0628350847094145,0.0553291872185288,0.0644077489456001,0.012652798627493,0.107870469654729,0.0367431553363357,0.0627635999714061,0.055686610908571,0.0640503252555579,0
831,0.0627635999714061,0.0554721566945457,0.0644077489456001,0.012652798627493,0.107941954392737,0.0368146400743441,0.0629780541854314,0.0558295803845879,0.0641218099935664,0
589,0.0626921152333977,0.0554006719565373,0.0644077489456001,0.012652798627493,0.10779898491672,0.0368146400743441,0.062906569447423,0.0557580956465795,0.0640503252555579,0
2003,0.0628350847094145,0.0554721566945457,0.0644077489456001,0.012652798627493,0.107941954392737,0.0368146400743441,0.0631210236614483,0.0558295803845879,0.0641932947315748,0
770,0.0627635999714061,0.0554721566945457,0.0644077489456001,0.012652798627493,0.107941954392737,0.0367431553363357,0.0630495389234398,0.0558295803845879,0.0640503252555579,0
485,0.0624776610193724,0.0549717635284867,0.0643362642075917,0.012652798627493,0.107584530702695,0.0367431553363357,0.0627635999714061,0.055686610908571,0.0641218099935664,0
716,0.0626921152333977,0.0549002787904782,0.0643362642075917,0.012652798627493,0.107727500178712,0.0368146400743441,0.0628350847094145,0.0552577024805204,0.0641218099935664,0
867,0.0628350847094145,0.0554721566945457,0.0644077489456001,0.012652798627493,0.107941954392737,0.0368146400743441,0.0630495389234398,0.0558295803845879,0.0641218099935664,0
1954,0.0628350847094145,0.0554721566945457,0.0644077489456001,0.012652798627493,0.107941954392737,0.0368146400743441,0.0631210236614483,0.0558295803845879,0.0641932947315748,0
1861,0.0628350847094145,0.0554006719565373,0.0644077489456001,0.012652798627493,0.107941954392737,0.0368146400743441,0.0631210236614483,0.0557580956465795,0.0641932947315748,0
479,0.0624776610193724,0.0552577024805204,0.0643362642075917,0.012652798627493,0.107656015440703,0.0367431553363357,0.0628350847094145,0.0558295803845879,0.0640503252555579,0
2326,0.0628350847094145,0.0554721566945457,0.0644077489456001,0.012652798627493,0.107941954392737,0.0368146400743441,0.0631210236614483,0.0558295803845879,0.0641932947315748,0
635,0.0627635999714061,0.0553291872185288,0.0644077489456001,0.012652798627493,0.107870469654729,0.0367431553363357,0.0630495389234398,0.0557580956465795,0.0641932947315748,0
381,0.0621917220673386,0.0552577024805204,0.0643362642075917,0.012652798627493,0.107727500178712,0.0368146400743441,0.0625491457573808,0.0555436414325541,0.0638358710415326,0
621,0.0625491457573808,0.0552577024805204,0.0644077489456001,0.012652798627493,0.107870469654729,0.036457216384302,0.0628350847094145,0.055686610908571,0.0641932947315748,0
455,0.0625491457573808,0.055186217742512,0.0643362642075917,0.012652798627493,0.10779898491672,0.0368146400743441,0.0626206304953892,0.0556151261705626,0.0640503252555579,0
453,0.0627635999714061,0.0553291872185288,0.0644077489456001,0.012652798627493,0.107941954392737,0.0366716705983273,0.062906569447423,0.0557580956465795,0.0639788405175495,0
204,0.061762813639288,0.0536850382443348,0.0635499320894989,0.0125813138894846,0.107513045964687,0.0363142469082851,0.0611909357352205,0.0543284008864107,0.0624776610193724,0
239,0.0616913289012796,0.0546858245764529,0.0636929015655158,0.012652798627493,0.107012652798627,0.0365287011223104,0.0618342983772964,0.0550432482664951,0.0632639931374652,0
57,0.0515404961040818,0.0477518049896347,0.0555436414325541,0.0117949817713918,0.0952176710272357,0.0317392236757452,0.0531131603402674,0.0473228965615841,0.0546143398384445,0
703,0.0628350847094145,0.0553291872185288,0.0643362642075917,0.012652798627493,0.107870469654729,0.0368146400743441,0.0631210236614483,0.055686610908571,0.0641218099935664,0
171,0.0611909357352205,0.0543284008864107,0.0634784473514905,0.0125098291514762,0.106369290156552,0.0361712774322682,0.0616913289012796,0.0545428551004361,0.0626206304953892,0
237,0.0619772678533133,0.0549002787904782,0.0640503252555579,0.0125813138894846,0.107084137536636,0.0363857316462935,0.0621202373293302,0.0549717635284867,0.0637643863035242,0
80,0.0506826792479806,0.0443205375652298,0.0553291872185288,0.0117949817713918,0.0960754878833369,0.0321681321037958,0.0516119808420902,0.0446064765172636,0.0536135535063264,0
