gene_dmelanogaster_stress_up,dmelanogaster_stress_up_Fraction_sp_less7,dmelanogaster_stress_up_Fraction_sp_less6,dmelanogaster_stress_up_Fraction_sp_less5,dmelanogaster_stress_up_Fraction_sp_less4,dmelanogaster_stress_up_Fraction_sp_less3,dmelanogaster_stress_up_Fraction_sp_less2,dmelanogaster_stress_up_Fraction_sp_1,dmelanogaster_stress_up_Fraction_sp_0
ITGA5,0.30305950373404,0.28354613346181645,0.2072994459166466,0.08082389785593833,0.017465670922669235,0.0018067935437244037,0.0018067935437244037,0.0
ITGA6,0.22488556974223078,0.09419417007949892,0.022042881233437724,0.003372681281618887,0.00036135870874488076,0.00012045290291496025,0.0,0.00012045290291496025
ITGA7,0.30378222115152975,0.28619609732594553,0.22042881233437725,0.10431221392435558,0.028547337990845578,0.0031317754757889667,0.0030113225728740063,0.00012045290291496025
TRHR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UFSP1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
UFSP2,0.29498915923873764,0.24042399421826066,0.11057576487593351,0.01770657672849916,0.0016863406408094434,0.00036135870874488076,0.0002409058058299205,0.00012045290291496025
CHST8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHST1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CHST3,0.2998072753553361,0.2593350999759094,0.15442062153697905,0.046374367622259695,0.005420380631173212,0.00036135870874488076,0.0002409058058299205,0.00012045290291496025
CHST2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CHST5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CHST4,0.2616237051312937,0.15297518670199953,0.03360635991327391,0.008793061912792098,0.0016863406408094434,0.0002409058058299205,0.00012045290291496025,0.00012045290291496025
CHST7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CHST6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ITGAX,0.2964345940737172,0.2503011322572874,0.14430257769212237,0.03974945796193688,0.010599855456516502,0.0018067935437244037,0.0016863406408094434,0.00012045290291496025
BCL2A1,0.2987231992291014,0.25283064321850157,0.14153216092507828,0.04324259214647073,0.012286196097325945,0.0012045290291496024,0.0012045290291496024,0.0
ITGAV,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ITGAL,0.30185497470489037,0.2810166225006023,0.1981450252951096,0.07359672368104071,0.01903155866056372,0.00469766321368345,0.00457721031076849,0.00012045290291496025
ITGAM,0.2975186701999518,0.25644423030595037,0.15345699831365936,0.04432666827270537,0.012406649000240905,0.002409058058299205,0.002288605155384245,0.00012045290291496025
ITGAD,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ITGAE,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
IGF2R,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
SLC36A4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CKS1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC36A1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ARTN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ART1,0.010479402553601542,0.008070344495302337,0.006865815466152734,0.00481811611659841,0.00012045290291496025,0.00012045290291496025,0.00012045290291496025,0.0
ART4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CADPS2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
RLF,0.28993013731630934,0.251385208383522,0.14080944350758853,0.03842447602987232,0.003974945796193688,0.00012045290291496025,0.00012045290291496025,0.0
CRTAP,0.30402312695735967,0.29101421344254397,0.2503011322572874,0.12213924355576969,0.03312454830161407,0.00481811611659841,0.00481811611659841,0.0
ADPGK,0.3034208624427849,0.287882437966755,0.22874006263550953,0.10985304745844375,0.02890869669959046,0.0018067935437244037,0.0018067935437244037,0.0
CPEB4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CPEB1,0.30631173211274393,0.29884365213201636,0.2554806070826307,0.1337027222356059,0.042881233437725846,0.00469766321368345,0.00469766321368345,0.0
CPEB3,0.30040953986991087,0.26559865092748736,0.15767284991568298,0.05661286437003132,0.009756685136111781,0.0007227174174897615,0.0006022645145748012,0.00012045290291496025
CPEB2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
SRBD1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ABAT,0.278848470248133,0.1841724885569742,0.06119007468079981,0.007227174174897615,0.0002409058058299205,0.00012045290291496025,0.00012045290291496025,0.0
PHOX2A,0.08479884365213201,0.02433148638882197,0.007708985786557456,0.0007227174174897615,0.0,0.0,0.0,0.0
PHOX2B,0.08479884365213201,0.02433148638882197,0.007708985786557456,0.0007227174174897615,0.0,0.0,0.0,0.0
UPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFH,0.2716212960732354,0.17947482534329076,0.06251505661286437,0.018429294145988918,0.0018067935437244037,0.00012045290291496025,0.00012045290291496025,0.0
CFI,0.13382317513852085,0.0317995663695495,0.0037340399903637678,0.000481811611659841,0.0002409058058299205,0.0002409058058299205,0.0002409058058299205,0.0
ANKFY1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFP,0.2752348831606842,0.18658154661527343,0.0687786075644423,0.01854974704890388,0.005299927728258251,0.00012045290291496025,0.00012045290291496025,0.0
AAAS,0.2966754998795471,0.25283064321850157,0.14357986027463263,0.05263791857383763,0.007829438689472416,0.0006022645145748012,0.0006022645145748012,0.0
SIDT1,0.30257769212238017,0.2701758612382558,0.1645386653818357,0.05769694049626596,0.012406649000240905,0.0006022645145748012,0.0006022645145748012,0.0
SIDT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAGAB,0.29197783666586363,0.25897374126716455,0.14357986027463263,0.03974945796193688,0.00469766321368345,0.0002409058058299205,0.0002409058058299205,0.0
C4orf17,0.17682486147916165,0.06889906046735726,0.01975427607805348,0.00963623223319682,0.007106721271982655,0.005781739339918092,0.005781739339918092,0.0
SCYL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCE1,0.290893760539629,0.2590941941700795,0.15345699831365936,0.052397012768007706,0.014695254155625151,0.003372681281618887,0.003252228378703927,0.00012045290291496025
TEN1-CDK3,0.30161406889906045,0.27920982895687785,0.2018790652854734,0.08732835461334618,0.016381594796434595,0.0007227174174897615,0.0007227174174897615,0.0
ZNF117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF114,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
SEZ6L,0.21994700072271742,0.09600096362322331,0.025054203806311733,0.00469766321368345,0.0010840761262346423,0.0002409058058299205,0.0002409058058299205,0.0
PRKAR2A,0.2651168393158275,0.1803179956636955,0.06191279209828957,0.017827029631414117,0.0026499638641291254,0.00012045290291496025,0.00012045290291496025,0.0
PRKAR2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAGT1,0.27174174897615033,0.1751385208383522,0.054444712117562036,0.011683931582751144,0.00469766321368345,0.0008431703204047217,0.0007227174174897615,0.00012045290291496025
ITGA2B,0.2876415321609251,0.22127198265478198,0.09311009395326428,0.020115634786798363,0.0031317754757889667,0.00012045290291496025,0.0,0.00012045290291496025
PHACTR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR2K2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHACTR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASP5,0.2876415321609251,0.22368104071308118,0.10178270296314142,0.030474584437484943,0.007829438689472416,0.00036135870874488076,0.0002409058058299205,0.00012045290291496025
NR1D1,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.25
NR1D2,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.25
OGFR,0.28583473861720066,0.2354854251987473,0.12009154420621537,0.02866779089376054,0.002529510961214165,0.0,0.0,0.0
PTCH2,0.3048662972777644,0.2936641773066731,0.23958082389785593,0.12129607323536497,0.03408817152493375,0.0031317754757889667,0.0031317754757889667,0.0
PTCH1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0
TIMM44,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
RAD9B,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
RAD9A,0.30402312695735967,0.29077330763671405,0.2460852806552638,0.12960732353649723,0.03673813538906288,0.003372681281618887,0.003252228378703927,0.00012045290291496025
ERGIC2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ERGIC3,0.2418694290532402,0.11973018549747048,0.02806552637918574,0.0026499638641291254,0.0006022645145748012,0.00036135870874488076,0.0002409058058299205,0.00012045290291496025
ERGIC1,0.160563719585642,0.05299927728258251,0.008552156106962177,0.0015658877378944833,0.0002409058058299205,0.00012045290291496025,0.00012045290291496025,0.0
B3GAT3,0.2829438689472416,0.21838111298482293,0.09588051072030836,0.021320163815947965,0.0007227174174897615,0.0,0.0,0.0
B3GAT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B3GAT1,0.08576246687545169,0.01891110575764876,0.001927246446639364,0.0,0.0,0.0,0.0,0.0
CALM2,0.29824138761744157,0.2505420380631173,0.12864370031317754,0.03830402312695736,0.00505902192242833,0.00012045290291496025,0.00012045290291496025,0.0
CALM3,0.19404962659600097,0.07419898819561552,0.007347627077812576,0.0002409058058299205,0.0,0.0,0.0,0.0
SPG21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPG20,0.30570946759816914,0.2953505179474825,0.24596482775234882,0.13033004095398698,0.032522283787039266,0.002288605155384245,0.002288605155384245,0.0
GSDMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSDMC,0.16562274150807035,0.06612864370031318,0.015056612864370031,0.000963623223319682,0.00012045290291496025,0.0,0.0,0.0
GSDMD,0.30101180438448566,0.27499397735485426,0.1729703685858829,0.046735726331004576,0.010720308359431462,0.0008431703204047217,0.0008431703204047217,0.0
UPK1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPK1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLGAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLGAP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLGAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLGAP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLGAP5,0.2996868224524211,0.27390990122861963,0.18597928210069864,0.06155143338954469,0.01830884124307396,0.00493856901951337,0.00481811611659841,0.00012045290291496025
OIP5,0.2925801011804384,0.23307636714044808,0.0957600578173934,0.02397012768007709,0.0074680799807275355,0.0007227174174897615,0.0007227174174897615,0.0
FAM169A,0.28715972054926525,0.21223801493615996,0.08973741267164538,0.022042881233437724,0.001927246446639364,0.0002409058058299205,0.0002409058058299205,0.0
PTPN18,0.3020958805107203,0.28017345218019757,0.19477234401349072,0.06347867983618405,0.012527101903155867,0.000481811611659841,0.000481811611659841,0.0
LRRFIP2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
PTPN13,0.30233678631655025,0.2812575283064322,0.1921223801493616,0.08732835461334618,0.013249819320645628,0.0002409058058299205,0.0002409058058299205,0.0
PTPN12,0.3033004095398699,0.2840279450734763,0.20826306913996628,0.08841243073958083,0.018067935437244036,0.0012045290291496024,0.0012045290291496024,0.0
PTPN11,0.30317995663695496,0.2872801734521802,0.23066730908214889,0.1169597687304264,0.02384967477716213,0.0013249819320645627,0.0013249819320645627,0.0
PTPN14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYAR,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
TRAPPC6A,0.27945073476270776,0.1951337027222356,0.06889906046735726,0.012406649000240905,0.0010840761262346423,0.0002409058058299205,0.00012045290291496025,0.00012045290291496025
MZB1,0.2992050108407613,0.26343049867501805,0.15562515056612863,0.04854251987472898,0.010599855456516502,0.0016863406408094434,0.0016863406408094434,0.0
TRAPPC6B,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CDK3,0.30161406889906045,0.27896892315104793,0.1942905324018309,0.0751626114189352,0.010961214165261383,0.000481811611659841,0.00036135870874488076,0.00012045290291496025
HLA-DQB1,0.28053481088894244,0.19862683690676947,0.0775716694772344,0.020597446398458202,0.0027704167670440857,0.0,0.0,0.0
MSMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DQB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
FOXS1,0.25379426644182124,0.13791857383762948,0.043724403758130574,0.007227174174897615,0.00012045290291496025,0.0,0.0,0.0
CAMKK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMKK1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CHMP3,0.28523247410262587,0.2175379426644182,0.08323295591423753,0.018188388340158998,0.0013249819320645627,0.00012045290291496025,0.0,0.00012045290291496025
RPL36AL,0.1581546615273428,0.04011081667068176,0.0099975909419417,0.006504456757407854,0.003372681281618887,0.00012045290291496025,0.00012045290291496025,0.0
CHMP7,0.05854011081667068,0.007106721271982655,0.0008431703204047217,0.0002409058058299205,0.0,0.0,0.0,0.0
CHMP6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CHMP5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
OR52N4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR52N2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR52N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LY6G6C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXA13,0.11382799325463744,0.030474584437484943,0.003252228378703927,0.0,0.0,0.0,0.0,0.0
HOXA11,0.24223078776198506,0.11382799325463744,0.030474584437484943,0.003252228378703927,0.0,0.0,0.0,0.0
GTF2I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TDG,0.2045290291496025,0.0887737894483257,0.022524692845097567,0.0018067935437244037,0.00012045290291496025,0.00012045290291496025,0.0,0.00012045290291496025
HN1,0.3019754276078053,0.28330522765598654,0.21380390267405444,0.08431703204047218,0.016381594796434595,0.0010840761262346423,0.0010840761262346423,0.0
LRRC27,0.30233678631655025,0.2782462057335582,0.19139966273187184,0.0781739339918092,0.01903155866056372,0.0007227174174897615,0.0007227174174897615,0.0
LRRC26,0.2872801734521802,0.20609491688749698,0.08528065526379186,0.022765598650927487,0.0055408335340881715,0.00012045290291496025,0.00012045290291496025,0.0
LRRC25,0.29775957600578173,0.25343290773307636,0.14815707058540112,0.042881233437725846,0.011924837388581066,0.0020476993495543243,0.0020476993495543243,0.0
LRRC24,0.30317995663695496,0.2845097566851361,0.20778125752830642,0.08961695976873042,0.020356540592628283,0.0008431703204047217,0.0008431703204047217,0.0
LRRC23,0.30595037340399905,0.2906528547337991,0.2187424716935678,0.09672368104071308,0.025897374126716454,0.0010840761262346423,0.0010840761262346423,0.0
MPDU1,0.30619127920982897,0.29884365213201636,0.2609009877138039,0.15767284991568298,0.03914719344736208,0.0027704167670440857,0.0026499638641291254,0.00012045290291496025
LRRC29,0.2954709708503975,0.24078535292700554,0.12924596482775236,0.041194892796916405,0.003974945796193688,0.0,0.0,0.0
LRRC28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCNT4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
GCNT1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
GCNT2,0.2566851361117803,0.139364008672609,0.039388099253192005,0.008552156106962177,0.000481811611659841,0.00012045290291496025,0.0,0.00012045290291496025
LPCAT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPCAT2,0.293905083112503,0.2624668754516984,0.1505661286437003,0.04300168634064081,0.00481811611659841,0.00012045290291496025,0.00012045290291496025,0.0
LPCAT3,0.30498675018067933,0.2876415321609251,0.2130811852565647,0.08781016622500602,0.01433389544688027,0.0006022645145748012,0.0006022645145748012,0.0
LPCAT1,0.29992772825825104,0.2684895205974464,0.17164538665381834,0.05432425921464707,0.006865815466152734,0.00036135870874488076,0.0002409058058299205,0.00012045290291496025
TAGLN,0.30354131534569984,0.2882437966754999,0.23223319682004337,0.1045531197301855,0.031197301854974706,0.004336304504938569,0.0042158516020236085,0.00012045290291496025
ALPP,0.01975427607805348,0.00963623223319682,0.007106721271982655,0.005902192242833052,0.0,0.0,0.0,0.0
PDK1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
PDK3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
PDK2,0.27752348831606843,0.2015177065767285,0.08238978559383281,0.016502047699349553,0.000963623223319682,0.00012045290291496025,0.0,0.00012045290291496025
EBP,0.30233678631655025,0.2781257528306432,0.1945314382076608,0.07648759335099976,0.011804384485666104,0.0008431703204047217,0.0008431703204047217,0.0
PDK4,0.2733076367140448,0.18441339436280416,0.06661045531197302,0.01457480125271019,0.0007227174174897615,0.0002409058058299205,0.00012045290291496025,0.00012045290291496025
LNPEP,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5
ALPI,0.15586605637195858,0.05143338954468803,0.016140688990604675,0.006504456757407854,0.0008431703204047217,0.00036135870874488076,0.00036135870874488076,0.0
SEC61A1,0.30101180438448566,0.27559624186942905,0.19127920982895688,0.0645627559624187,0.013129366417730668,0.0031317754757889667,0.0030113225728740063,0.00012045290291496025
SEC61A2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ALPL,0.28306432185015656,0.20501084076126236,0.07395808238978559,0.013611178029390509,0.0006022645145748012,0.0,0.0,0.0
PECR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDIT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDIT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYAL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT45A1,0.17682486147916165,0.06889906046735726,0.01975427607805348,0.0093953264273669,0.007227174174897615,0.005781739339918092,0.005781739339918092,0.0
PTPMT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP5C1,0.29631414117080224,0.2814984341122621,0.2111539388099253,0.08287159720549266,0.025054203806311733,0.004336304504938569,0.004336304504938569,0.0
NPC2,0.07973982172970369,0.01987472898096844,0.0042158516020236085,0.00036135870874488076,0.0002409058058299205,0.00012045290291496025,0.00012045290291496025,0.0
NPC1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
RAB3GAP2,0.2646350277041677,0.16225006022645147,0.04842206697181402,0.007949891592387376,0.000481811611659841,0.00012045290291496025,0.00012045290291496025,0.0
BHLHA15,0.29884365213201636,0.25560105998554566,0.13900264996386413,0.03746085280655264,0.004095398699108649,0.00012045290291496025,0.00012045290291496025,0.0
RAB3GAP1,0.3017345218019754,0.2770416767044086,0.18935196338231752,0.06215369790411949,0.010840761262346423,0.000963623223319682,0.0008431703204047217,0.00012045290291496025
DAG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETHE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGSM3,0.3028185979282101,0.28077571669477236,0.19465189111057576,0.081787521079258,0.01421344254396531,0.0016863406408094434,0.0015658877378944833,0.00012045290291496025
KDM1A,0.294025536015418,0.254396530956396,0.16369549506143097,0.06829679595278246,0.012647554806070826,0.0008431703204047217,0.0008431703204047217,0.0
KDM1B,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
HIST1H3H,0.12201879065285473,0.035894965068658156,0.007588532883642495,0.0002409058058299205,0.0,0.0,0.0,0.0
FCER1G,0.3008913514815707,0.26752589737412674,0.17345218019754277,0.054926523729221875,0.014695254155625151,0.0027704167670440857,0.0027704167670440857,0.0
BTG4,0.17682486147916165,0.06889906046735726,0.01963382317513852,0.0093953264273669,0.006986268369067694,0.005661286437003131,0.005661286437003131,0.0
BTG3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTG1,0.29595278246205736,0.2382558419657914,0.12370513129366417,0.027945073476270777,0.0027704167670440857,0.00012045290291496025,0.00012045290291496025,0.0
SRD5A3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
SRD5A1,0.2716212960732354,0.17104312213924355,0.059262828234160445,0.012165743194410985,0.00036135870874488076,0.00012045290291496025,0.00012045290291496025,0.0
GGA1,0.3019754276078053,0.2839074921705613,0.21717658395567332,0.08973741267164538,0.02023608768971332,0.002288605155384245,0.002288605155384245,0.0
GGA3,0.3019754276078053,0.2836665863647314,0.22042881233437725,0.09768730426403276,0.021681522524692846,0.0021681522524692846,0.0021681522524692846,0.0
GGA2,0.2964345940737172,0.2596964586846543,0.1551433389544688,0.04842206697181402,0.007347627077812576,0.0006022645145748012,0.000481811611659841,0.00012045290291496025
FHOD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GJC1,0.3033004095398699,0.2866779089376054,0.22572874006263552,0.10395085521561069,0.02902914960250542,0.0030113225728740063,0.0030113225728740063,0.0
PSMB9,0.30137316309323053,0.2802939050831125,0.20043363045049387,0.07407853529270056,0.01770657672849916,0.003252228378703927,0.0031317754757889667,0.00012045290291496025
PSMB8,0.3048662972777644,0.29017104312213926,0.22079017104312215,0.09624186942905325,0.023367863165502288,0.0027704167670440857,0.0026499638641291254,0.00012045290291496025
PSMB7,0.300048181161166,0.2806552637918574,0.2093471452662009,0.0775716694772344,0.02457239219465189,0.0027704167670440857,0.0026499638641291254,0.00012045290291496025
PSMB6,0.2998072753553361,0.28161888701517707,0.2160925078294387,0.08371476752589738,0.025054203806311733,0.003493134184533847,0.003372681281618887,0.00012045290291496025
PSMB5,0.30040953986991087,0.28113707540351723,0.21259937364490483,0.0827511443025777,0.025415562515056615,0.0037340399903637678,0.0036135870874488074,0.00012045290291496025
PSMB4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
PSMB3,0.30101180438448566,0.27920982895687785,0.20284268850879306,0.07648759335099976,0.01589978318477475,0.0020476993495543243,0.0020476993495543243,0.0
PSMB2,0.2957118766562274,0.2560828715972055,0.1523729221874247,0.046374367622259695,0.00951577933028186,0.000963623223319682,0.0008431703204047217,0.00012045290291496025
PSMB1,0.28378703926764637,0.22681281618887014,0.0915442062153698,0.025415562515056615,0.0055408335340881715,0.0008431703204047217,0.0007227174174897615,0.00012045290291496025
LMBR1L,0.30040953986991087,0.278848470248133,0.20356540592628283,0.08564201397253673,0.01963382317513852,0.0015658877378944833,0.0015658877378944833,0.0
PNMA1,0.306070826306914,0.2981209347145266,0.2478920741989882,0.12671645386653818,0.03746085280655264,0.00469766321368345,0.00469766321368345,0.0
ACKR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNMA3,0.2948687063358227,0.24138761744158035,0.1261141893519634,0.031317754757889664,0.00481811611659841,0.000481811611659841,0.000481811611659841,0.0
PNMA2,0.2972777643941219,0.24223078776198506,0.11756203324500121,0.03456998313659359,0.004336304504938569,0.0006022645145748012,0.0006022645145748012,0.0
TRIML2,0.07070585401108166,0.02023608768971332,0.010479402553601542,0.008070344495302337,0.006624909660322814,0.00469766321368345,0.00469766321368345,0.0
VPS13D,0.29077330763671405,0.24957841483979765,0.13165502288605155,0.03288364249578415,0.003252228378703927,0.00012045290291496025,0.00012045290291496025,0.0
NACC1,0.28884606119007467,0.24500120452902915,0.12045290291496025,0.025536015417971573,0.00469766321368345,0.0006022645145748012,0.0006022645145748012,0.0
VPS13A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH3KBP1,0.29053240183088413,0.2263310045772103,0.1069621777884847,0.025897374126716454,0.005179474825343291,0.00012045290291496025,0.0,0.00012045290291496025
VPS13C,0.2983618405203565,0.27415080703444955,0.1899542278968923,0.07299445916646591,0.010238496747771622,0.000481811611659841,0.000481811611659841,0.0
VPS13B,0.300048181161166,0.28053481088894244,0.2166947723440135,0.10190315586605637,0.022163334136352686,0.0012045290291496024,0.0012045290291496024,0.0
BEX2,0.3022163334136353,0.2671645386653818,0.17068176343049868,0.06179233919537461,0.010358949650686582,0.0007227174174897615,0.0007227174174897615,0.0
BEX1,0.30402312695735967,0.27499397735485426,0.18043844856661045,0.06745362563237774,0.015056612864370031,0.0012045290291496024,0.0012045290291496024,0.0
TMEM160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM165,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
TMEM164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVI2A,0.30016863406408095,0.26704408576246685,0.17790893760539628,0.05769694049626596,0.01409298964105035,0.0027704167670440857,0.0027704167670440857,0.0
TMEM168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVI2B,0.3011322572874006,0.2746326186461094,0.18585882919778365,0.06745362563237774,0.017345218019754277,0.004456757407853529,0.004456757407853529,0.0
FOXN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOXN3,0.3012527101903156,0.28017345218019757,0.20464948205251746,0.07251264755480608,0.010358949650686582,0.0002409058058299205,0.0002409058058299205,0.0
COL14A1,0.30293905083112505,0.2859551915201156,0.22922187424716936,0.09250782943868947,0.027101903155866056,0.004095398699108649,0.004095398699108649,0.0
