gene_hsapiens_stress_down,hsapiens_stress_down_Fraction_sp_less7,hsapiens_stress_down_Fraction_sp_less6,hsapiens_stress_down_Fraction_sp_less5,hsapiens_stress_down_Fraction_sp_less4,hsapiens_stress_down_Fraction_sp_less3,hsapiens_stress_down_Fraction_sp_less2,hsapiens_stress_down_Fraction_sp_1,hsapiens_stress_down_Fraction_sp_0
TCOF1,0.35911162555161685,0.35911162555161685,0.35896693915937206,0.3580264776097808,0.3049265716559358,0.0062215148665268035,0.0062215148665268035,0.0
NSRP1,0.35911162555161685,0.35911162555161685,0.3590392823554945,0.35860522317876004,0.3289445127685741,0.02886493525283947,0.02886493525283947,0.0
SPPL3,0.35911162555161685,0.35911162555161685,0.3590392823554945,0.35846053678651524,0.3314041814367359,0.020183751718150907,0.020111408522028505,7.234319612240469e-05
OPA3,0.35911162555161685,0.35911162555161685,0.3590392823554945,0.3581711640020256,0.3234464298632714,0.013817550459379295,0.01374520726325689,7.234319612240469e-05
OPA1,0.35911162555161685,0.35911162555161685,0.35889459596324963,0.35846053678651524,0.31498227591695,0.010996165810605512,0.010996165810605512,0.0
ITGA8,0.35911162555161685,0.35911162555161685,0.35896693915937206,0.35831585039427044,0.3042031396947117,0.021847645228966216,0.021847645228966216,0.0
ITGA9,0.35911162555161685,0.35911162555161685,0.35889459596324963,0.35846053678651524,0.3035520509296101,0.01895391738407003,0.018881574187947624,7.234319612240469e-05
ITGA1,0.35911162555161685,0.35911162555161685,0.3590392823554945,0.35846053678651524,0.333212761339796,0.022788106778557478,0.022715763582435072,7.234319612240469e-05
ITGA2,0.35911162555161685,0.35911162555161685,0.35889459596324963,0.35867756637488246,0.31823771974245824,0.01931563336468205,0.01924329016855965,7.234319612240469e-05
ITGA3,0.35911162555161685,0.35911162555161685,0.35896693915937206,0.3581711640020256,0.2760616364030963,0.007379006004485278,0.007379006004485278,0.0
ITGA4,0.35911162555161685,0.35911162555161685,0.35911162555161685,0.35860522317876004,0.33364682051653044,0.041018592201403456,0.04094624900528105,7.234319612240469e-05
ITGA5,0.35911162555161685,0.35911162555161685,0.35911162555161685,0.35867756637488246,0.3442812703465239,0.035882225276712726,0.035882225276712726,0.0
ITGA6,0.35911162555161685,0.35911162555161685,0.35889459596324963,0.35831585039427044,0.3086884178543008,0.011140852202850321,0.011140852202850321,0.0
ITGA7,0.35911162555161685,0.35911162555161685,0.35889459596324963,0.3585328799826376,0.3421833176589742,0.0463719887144614,0.046299645518339,7.234319612240469e-05
TRHR,0.35911162555161685,0.35911162555161685,0.35889459596324963,0.3429790928163206,0.03356724300079578,0.00028937278448961875,0.00021702958836721407,7.234319612240469e-05
UFSP1,0.35911162555161685,0.35911162555161685,0.35889459596324963,0.35694132966794473,0.2234681328221081,0.002749041452651378,0.002749041452651378,0.0
UFSP2,0.35911162555161685,0.35911162555161685,0.35911162555161685,0.35846053678651524,0.3304637198871446,0.025537148231208853,0.025537148231208853,0.0
CHST8,0.35911162555161685,0.35911162555161685,0.35911162555161685,0.3585328799826376,0.3052882876365478,0.018664544599580408,0.018664544599580408,0.0
CHST1,0.35911162555161685,0.35911162555161685,0.35911162555161685,0.35846053678651524,0.3004412934963467,0.012587716125298416,0.01251537292917601,7.234319612240469e-05
CHST3,0.35911162555161685,0.35911162555161685,0.35896693915937206,0.3585328799826376,0.3316212110251031,0.025537148231208853,0.02546480503508645,7.234319612240469e-05
CHST2,0.35911162555161685,0.35911162555161685,0.35889459596324963,0.357881791217536,0.29566664255226793,0.01374520726325689,0.013672864067134485,7.234319612240469e-05
CHST5,0.35911162555161685,0.35911162555161685,0.35911162555161685,0.3583881935903928,0.3044201692830789,0.01931563336468205,0.01924329016855965,7.234319612240469e-05
CHST4,0.35911162555161685,0.35911162555161685,0.3590392823554945,0.35860522317876004,0.3130290096216451,0.01048976343774868,0.01048976343774868,0.0
CHST7,0.35911162555161685,0.35911162555161685,0.35889459596324963,0.3573753888446792,0.19076900817478115,0.002097952687549736,0.0020256094914273314,7.234319612240469e-05
CHST6,0.35911162555161685,0.35911162555161685,0.35911162555161685,0.35831585039427044,0.29711350647471607,0.013166461694277654,0.013094118498155248,7.234319612240469e-05
ITGAX,0.35911162555161685,0.35911162555161685,0.35889459596324963,0.3580264776097808,0.3006583230847139,0.02749041452651378,0.02749041452651378,0.0
BCL2A1,0.35911162555161685,0.35911162555161685,0.35896693915937206,0.3581711640020256,0.3198292700571511,0.03103523113651161,0.030962887940389205,7.234319612240469e-05
ITGAV,0.35911162555161685,0.35911162555161685,0.35896693915937206,0.3585328799826376,0.3289445127685741,0.023222165955291904,0.023222165955291904,0.0
ITGAL,0.35911162555161685,0.35911162555161685,0.35896693915937206,0.3585328799826376,0.33574477320408014,0.04253779931997396,0.04246545612385155,7.234319612240469e-05
ITGAM,0.35911162555161685,0.35911162555161685,0.35889459596324963,0.35831585039427044,0.32322940027490416,0.03103523113651161,0.030962887940389205,7.234319612240469e-05
ITGAD,0.35911162555161685,0.35911162555161685,0.35896693915937206,0.3579541344136584,0.2837300151920712,0.014830355205092962,0.014830355205092962,0.0
ITGAE,0.35911162555161685,0.35911162555161685,0.35896693915937206,0.35665195688345513,0.17709614410764668,0.0016638935108153079,0.0016638935108153079,0.0
IGF2R,0.35911162555161685,0.35911162555161685,0.3590392823554945,0.3583881935903928,0.3329233885553064,0.02749041452651378,0.027418071330391376,7.234319612240469e-05
SLC36A4,0.35911162555161685,0.35911162555161685,0.35896693915937206,0.3580264776097808,0.30847138826593357,0.010562106633871084,0.010562106633871084,0.0
CKS1B,0.35911162555161685,0.35911162555161685,0.35896693915937206,0.3577371048252912,0.26955074875207985,0.0035448166099978297,0.0035448166099978297,0.0
SLC36A1,0.35911162555161685,0.35911162555161685,0.35896693915937206,0.35715835925631195,0.20610576575273096,0.0031107574332634017,0.003038414237140997,7.234319612240469e-05
ARTN,0.35911162555161685,0.35911162555161685,0.35896693915937206,0.3581711640020256,0.29834334080879693,0.016566591912030675,0.016566591912030675,0.0
ART1,0.35911162555161685,0.35911162555161685,0.35896693915937206,0.3550604065687622,0.07784127902770745,0.00021702958836721407,0.00014468639224480938,7.234319612240469e-05
ART4,0.35911162555161685,0.35911162555161685,0.35896693915937206,0.3581711640020256,0.29523258337553354,0.006076828474281994,0.006076828474281994,0.0
CADPS2,0.35911162555161685,0.35911162555161685,0.35896693915937206,0.35780944802141357,0.2407581566953628,0.003255443825508211,0.0031831006293858064,7.234319612240469e-05
