gene_hsapiens_stress_down,hsapiens_stress_down_Fraction_sp_less4,hsapiens_stress_down_Fraction_sp_less3,hsapiens_stress_down_Fraction_sp_less2,hsapiens_stress_down_Fraction_sp_1,hsapiens_stress_down_Fraction_sp_0
SH2B2,0.298274622573688,0.051617541337167505,0.0008626887131560029,0.0007907979870596693,7.189072609633358e-05
SIGIRR,0.23860531991373113,0.015528396836808052,0.00043134435657800146,0.00043134435657800146,0.0
TREM2,0.22437095614665709,0.02214234363767074,7.189072609633358e-05,7.189072609633358e-05,0.0
TUBA1A,0.33522645578720345,0.09360172537742631,0.0014378145219266715,0.0013659237958303378,7.189072609633358e-05
ZW10,0.3253774263120057,0.06764917325664989,0.000503235082674335,0.000503235082674335,0.0
BTLA,0.19410496046010065,0.009417685118619698,7.189072609633358e-05,7.189072609633358e-05,0.0
VTCN1,0.009417685118619698,7.189072609633358e-05,0.0,0.0,0.0
BTN1A1,0.15449317038102084,0.004888569374550683,7.189072609633358e-05,7.189072609633358e-05,0.0
XDH,0.17958303378864127,0.010711718188353703,0.0003594536304816679,0.0002875629043853343,7.189072609633358e-05
BTN2A1,0.05772825305535586,0.0031631919482386773,7.189072609633358e-05,0.0,7.189072609633358e-05
BTN2A2,0.05772825305535586,0.0031631919482386773,7.189072609633358e-05,0.0,7.189072609633358e-05
BTN3A1,0.05772825305535586,0.0031631919482386773,0.0,0.0,0.0
BTN3A2,0.05772825305535586,0.0031631919482386773,0.0,0.0,0.0
BTN3A3,0.1258806613946801,0.005319913731128684,7.189072609633358e-05,7.189072609633358e-05,0.0
BTNL2,0.22638389647735443,0.031128684399712437,0.0,0.0,0.0
CCNF,0.2470884255930985,0.011646297627606038,0.0002875629043853343,0.0002875629043853343,0.0
CLPX,0.15808770668583752,0.004960460100647017,7.189072609633358e-05,7.189072609633358e-05,0.0
COPS4,0.3192667145938174,0.07929547088425593,0.0002875629043853343,0.0002875629043853343,0.0
CRY2,0.30913012221423436,0.056218547807332854,0.0005751258087706686,0.000503235082674335,7.189072609633358e-05
FBXO43,0.19022286125089863,0.007476635514018692,7.189072609633358e-05,0.0,7.189072609633358e-05
FBXO5,0.3085549964054637,0.0496764917325665,0.0003594536304816679,0.0003594536304816679,0.0
GH1,0.29597411933860535,0.060316319194823866,0.00021567217828900073,0.00021567217828900073,0.0
GLI3,0.3102084831056794,0.04608195542774982,0.0006470165348670022,0.0005751258087706686,7.189072609633358e-05
GLIS2,0.27440690150970526,0.025808770668583753,0.0002875629043853343,0.00021567217828900073,7.189072609633358e-05
HIPK2,0.33112868439971244,0.08713156002875629,0.0012221423436376707,0.0012221423436376707,0.0
HIVEP2,0.286843997124371,0.04457225017972682,7.189072609633358e-05,7.189072609633358e-05,0.0
KRT79,0.1304097771387491,0.0025161754133716753,0.0,0.0,0.0
NRD1,0.2492451473759885,0.020776419841840404,0.00014378145219266715,0.00014378145219266715,0.0
PDCD4,0.31344356578001437,0.054996405463695185,7.189072609633358e-05,7.189072609633358e-05,0.0
PHLPP1,0.30438533429187636,0.043134435657800146,0.0002875629043853343,0.0002875629043853343,0.0
SERPINB4,0.2540618260244428,0.024874191229331415,0.00014378145219266715,7.189072609633358e-05,7.189072609633358e-05
SNRNP70,0.3216391085549964,0.061250898634076206,0.0007189072609633358,0.0006470165348670022,7.189072609633358e-05
SUN2,0.19748382458662833,0.007620416966211359,7.189072609633358e-05,7.189072609633358e-05,0.0
TUBGCP2,0.31294033069734006,0.06340762041696621,0.000503235082674335,0.000503235082674335,0.0
