gene_mmusculus_stress_up,mmusculus_stress_up_Fraction_sp_less7,mmusculus_stress_up_Fraction_sp_less6,mmusculus_stress_up_Fraction_sp_less5,mmusculus_stress_up_Fraction_sp_less4,mmusculus_stress_up_Fraction_sp_less3,mmusculus_stress_up_Fraction_sp_less2,mmusculus_stress_up_Fraction_sp_1,mmusculus_stress_up_Fraction_sp_0
BCL3,0.31594796434594075,0.2863165502288605,0.18826788725608287,0.063599132739099,0.011924837388581066,0.0012045290291496024,0.0012045290291496024,0.0
BCL2,0.31209347145266203,0.2754757889665141,0.15020476993495543,0.03288364249578415,0.000963623223319682,0.00012045290291496025,0.0,0.00012045290291496025
CLMN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTM1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CSNK1G2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSNK1G3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSNK1G1,0.25897374126716455,0.133341363526861,0.04480847988436521,0.0042158516020236085,0.000481811611659841,0.00012045290291496025,0.0,0.00012045290291496025
SERPINB1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
SERPINB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINB2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
SERPINB5,0.2842688508793062,0.1754998795470971,0.059744639845820284,0.008672609009877139,0.0006022645145748012,0.0,0.0,0.0
SERPINB4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINB6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
FAM76B,0.31703204047217537,0.3019754276078053,0.23102866779089376,0.09985545651650204,0.025897374126716454,0.002529510961214165,0.002529510961214165,0.0
FAM76A,0.3124548301614069,0.27198265478198025,0.15755239701276802,0.050590219224283306,0.0031317754757889667,0.0,0.0,0.0
EXD3,0.3142616237051313,0.2845097566851361,0.17441580342086244,0.06227415080703445,0.008311250301132257,0.00012045290291496025,0.00012045290291496025,0.0
EXD1,0.18947241628523248,0.04902433148638882,0.007949891592387376,0.0020476993495543243,0.0006022645145748012,0.000481811611659841,0.000481811611659841,0.0
ELP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELP2,0.31173211274391716,0.27077812575283067,0.14466393640086725,0.042881233437725846,0.004336304504938569,0.00012045290291496025,0.00012045290291496025,0.0
SPRYD3,0.30137316309323053,0.21585160202360876,0.08082389785593833,0.00987713803902674,0.0002409058058299205,0.0,0.0,0.0
SPRYD4,0.31763430498675016,0.2951096121416526,0.20332450012045292,0.06191279209828957,0.0042158516020236085,0.00012045290291496025,0.00012045290291496025,0.0
KLHDC9,0.31799566369549503,0.3066730908214888,0.24500120452902915,0.10286677908937605,0.01975427607805348,0.0013249819320645627,0.0013249819320645627,0.0
KLHDC4,0.3164297759576006,0.3002890869669959,0.22705372199470006,0.08251023849674777,0.011443025776921224,0.0007227174174897615,0.0007227174174897615,0.0
KLHDC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLHDC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASXL1,0.31016622500602264,0.2676463502770417,0.14960250542038064,0.05131293664177307,0.008552156106962177,0.0002409058058299205,0.0002409058058299205,0.0
TRIM51,0.18947241628523248,0.04902433148638882,0.007949891592387376,0.001927246446639364,0.0006022645145748012,0.000481811611659841,0.000481811611659841,0.0
ASXL2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
HDDC3,0.31799566369549503,0.30101180438448566,0.21886292459648277,0.0945555287882438,0.02914960250542038,0.0018067935437244037,0.0018067935437244037,0.0
DONSON,0.309082148879788,0.26005781739339917,0.12683690676945314,0.03866538183570224,0.005661286437003131,0.00012045290291496025,0.00012045290291496025,0.0
SPATA13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPATA12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCP,0.31341845338472657,0.2846302095880511,0.16887496988677428,0.04661527342808962,0.0093953264273669,0.0010840761262346423,0.0010840761262346423,0.0
RINL,0.3147434353167911,0.2759576005781739,0.16116598410021682,0.049385690195133704,0.00469766321368345,0.00012045290291496025,0.00012045290291496025,0.0
HFE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF213,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
GPR143,0.31462298241387615,0.28354613346181645,0.1857383762948687,0.04769934955432426,0.006865815466152734,0.00036135870874488076,0.00036135870874488076,0.0
SLC7A9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-C,0.3158275114430258,0.29245964827752347,0.19802457239219465,0.06974223078776198,0.018188388340158998,0.0006022645145748012,0.0006022645145748012,0.0
ZWINT,0.3177547578896651,0.30438448566610454,0.23644904842206696,0.09467598169115876,0.0281859792821007,0.011683931582751144,0.011563478679836184,0.00012045290291496025
CITED2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CITED1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC7A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CITED4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
DAGLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAGLB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC7A2,0.27041676704408574,0.1541797157311491,0.06034690436039509,0.016863406408094434,0.0008431703204047217,0.0002409058058299205,0.00012045290291496025,0.00012045290291496025
PHF21B,0.31895928691881476,0.3077571669477234,0.2439171284027945,0.10961214165261383,0.023006504456757407,0.0018067935437244037,0.0018067935437244037,0.0
CSNK1A1L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIRA,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
RIN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIN3,0.31679113466634545,0.2872801734521802,0.1933269091785112,0.07612623464225488,0.022163334136352686,0.0013249819320645627,0.0013249819320645627,0.0
RIN2,0.3100457721031077,0.25463743676222594,0.1381594796434594,0.05516742953505179,0.011443025776921224,0.00036135870874488076,0.0002409058058299205,0.00012045290291496025
WWOX,0.2593350999759094,0.13105275837147676,0.03288364249578415,0.005902192242833052,0.00012045290291496025,0.00012045290291496025,0.0,0.00012045290291496025
RIPK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIPK3,0.31956155143338955,0.31209347145266203,0.26343049867501805,0.13105275837147676,0.03577451216574319,0.0020476993495543243,0.001927246446639364,0.00012045290291496025
RIPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDCL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
SRCIN1,0.2663213683449771,0.1345458925560106,0.03204047217537943,0.0030113225728740063,0.00012045290291496025,0.0,0.0,0.0
CRABP1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CRABP2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ZNF419,0.3136593591905565,0.2745121657431944,0.1523729221874247,0.04902433148638882,0.007106721271982655,0.0002409058058299205,0.0002409058058299205,0.0
ZNF418,0.31679113466634545,0.29583232955914235,0.20790171043122138,0.07745121657431944,0.01891110575764876,0.000481811611659841,0.000481811611659841,0.0
ZNF417,0.3114912069380872,0.2676463502770417,0.1315345699831366,0.04047217537942664,0.006624909660322814,0.00012045290291496025,0.00012045290291496025,0.0
ZNF416,0.22416285232474104,0.10286677908937605,0.02421103348590701,0.0016863406408094434,0.0002409058058299205,0.00012045290291496025,0.00012045290291496025,0.0
ZNF414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF410,0.12430739580823898,0.036858588291977835,0.009756685136111781,0.0012045290291496024,0.0002409058058299205,0.0002409058058299205,0.00012045290291496025,0.00012045290291496025
SSSCA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POU4F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POU4F2,0.18947241628523248,0.04902433148638882,0.008070344495302337,0.0020476993495543243,0.0006022645145748012,0.000481811611659841,0.000481811611659841,0.0
POU4F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RASA4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
RASA1,0.3177547578896651,0.30402312695735967,0.2411467116357504,0.11238255841965791,0.02830643218501566,0.0012045290291496024,0.0010840761262346423,0.00012045290291496025
RASA2,0.3171524933750903,0.30402312695735967,0.24777162129607325,0.1075644423030595,0.026258732835461335,0.001927246446639364,0.0018067935437244037,0.00012045290291496025
RASA3,0.3064321850156589,0.24198988195615515,0.12262105516742954,0.027583714767525896,0.002890869669959046,0.00036135870874488076,0.0002409058058299205,0.00012045290291496025
ACTN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGFRAP1,0.31956155143338955,0.30956396049144785,0.2451216574319441,0.10563719585642015,0.022524692845097567,0.002409058058299205,0.002409058058299205,0.0
ACTN4,0.3154661527342809,0.284871115393881,0.18501565887737895,0.07600578173933992,0.012165743194410985,0.0006022645145748012,0.0006022645145748012,0.0
EZR,0.2918573837629487,0.20079498915923874,0.06793543724403758,0.010358949650686582,0.000963623223319682,0.00012045290291496025,0.0,0.00012045290291496025
N6AMT1,0.3171524933750903,0.2954709708503975,0.2072994459166466,0.07901710431221393,0.016742953505179476,0.0007227174174897615,0.0007227174174897615,0.0
N6AMT2,0.31570705854011083,0.2821006986268369,0.17646350277041678,0.061430980486629726,0.0037340399903637678,0.00012045290291496025,0.00012045290291496025,0.0
OR5J2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABLIM1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ABLIM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABLIM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM172A,0.31317754757889665,0.2793302818597928,0.17152493375090339,0.050228860515538425,0.006624909660322814,0.000481811611659841,0.00036135870874488076,0.00012045290291496025
GSTZ1,0.3178752107925801,0.2925801011804384,0.20404721753794267,0.06215369790411949,0.008190797398217297,0.000481811611659841,0.000481811611659841,0.0
RAB6A,0.3108889424235124,0.26644182124789206,0.14562755962418694,0.026499638641291255,0.0016863406408094434,0.0002409058058299205,0.0002409058058299205,0.0
RAB6B,0.2612623464225488,0.14068899060467357,0.0375813057094676,0.0037340399903637678,0.00012045290291496025,0.0,0.0,0.0
GDI2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
GDI1,0.318236569501325,0.3051072030835943,0.23428089616959769,0.0893760539629005,0.011081667068176343,0.000481811611659841,0.00036135870874488076,0.00012045290291496025
TTC30A,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5
TFAP4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
SPDL1,0.29775957600578173,0.22380149361599613,0.09841002168152252,0.0317995663695495,0.007106721271982655,0.0007227174174897615,0.0006022645145748012,0.00012045290291496025
CALM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAPEPLD,0.29438689472416285,0.20790171043122138,0.06251505661286437,0.013731630932305469,0.00012045290291496025,0.0,0.0,0.0
SPTA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HGSNAT,0.29956636954950616,0.22380149361599613,0.0963623223319682,0.02372922187424717,0.0037340399903637678,0.0002409058058299205,0.00012045290291496025,0.00012045290291496025
CRYZL1,0.3200433630450494,0.3139002649963864,0.27643941218983376,0.16104553119730186,0.05299927728258251,0.003974945796193688,0.003854492893278728,0.00012045290291496025
SERF2,0.31377981209347144,0.2782462057335582,0.16779089376053963,0.05083112503011323,0.00469766321368345,0.0,0.0,0.0
NAT9,0.31438207660804623,0.2845097566851361,0.1748976150325223,0.050228860515538425,0.008672609009877139,0.0007227174174897615,0.0007227174174897615,0.0
NAT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAT1,0.315225246928451,0.2846302095880511,0.17104312213924355,0.04396530956396049,0.0037340399903637678,0.00012045290291496025,0.00012045290291496025,0.0
NAT6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAIM2,0.3188388340158998,0.30462539147193446,0.2318718381112985,0.09985545651650204,0.017224765116839316,0.0007227174174897615,0.0007227174174897615,0.0
PARG,0.3008913514815707,0.21994700072271742,0.08973741267164538,0.01927246446639364,0.0016863406408094434,0.00036135870874488076,0.00036135870874488076,0.0
CCBL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCBL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COX5A,0.3194410985304746,0.3102866779089376,0.25981691158756925,0.13719585642013973,0.032160925078294385,0.00481811611659841,0.00481811611659841,0.0
COX5B,0.31895928691881476,0.30655263791857384,0.23982172970368587,0.1093712358467839,0.026860997350036137,0.0042158516020236085,0.004095398699108649,0.00012045290291496025
SIPA1L1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
SIPA1L3,0.31679113466634545,0.2927005540833534,0.20007227174174896,0.0581787521079258,0.01011804384485666,0.0002409058058299205,0.0002409058058299205,0.0
PPFIA4,0.13478679836184052,0.030113225728740062,0.0013249819320645627,0.0002409058058299205,0.0,0.0,0.0,0.0
SLC35F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPFIA1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
SUPV3L1,0.27113948446157554,0.15297518670199953,0.03830402312695736,0.006865815466152734,0.0006022645145748012,0.0,0.0,0.0
TSPAN12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSPAN15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSPAN17,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
MT-ND1,0.3118525656468321,0.2690917851120212,0.1355095157793303,0.03481088894242351,0.007588532883642495,0.0,0.0,0.0
MT-ND2,0.30823897855938326,0.25596241869429054,0.11262346422548783,0.025536015417971573,0.005902192242833052,0.00012045290291496025,0.00012045290291496025,0.0
MT-ND3,0.3111298482293423,0.27258491929655504,0.1469525415562515,0.03324500120452903,0.008672609009877139,0.0002409058058299205,0.0002409058058299205,0.0
MT-ND4,0.3106480366176825,0.2690917851120212,0.14044808479884366,0.0317995663695495,0.006986268369067694,0.00012045290291496025,0.00012045290291496025,0.0
MT-ND5,0.29523006504456756,0.20007227174174896,0.059744639845820284,0.013611178029390509,0.000963623223319682,0.0,0.0,0.0
MT-ND6,0.29523006504456756,0.20007227174174896,0.059744639845820284,0.013611178029390509,0.000963623223319682,0.0,0.0,0.0
EAF1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
EAF2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
FOXF1,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333
FOXF2,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333
RBPJL,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0
TMUB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCGB1C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCRIP,0.3149843411226211,0.28559383281137074,0.1797157311491207,0.06227415080703445,0.012888460611900746,0.0016863406408094434,0.0015658877378944833,0.00012045290291496025
TRIM34,0.3172729462780053,0.29775957600578173,0.209106239460371,0.07889665140929897,0.00915442062153698,0.0002409058058299205,0.0002409058058299205,0.0
MMAA,0.31341845338472657,0.27535533606359913,0.14887978800289087,0.03312454830161407,0.005661286437003131,0.0002409058058299205,0.0002409058058299205,0.0
MMAB,0.3145025295109612,0.2765598650927487,0.1521320163815948,0.0375813057094676,0.005299927728258251,0.0002409058058299205,0.00012045290291496025,0.00012045290291496025
TYR,0.06251505661286437,0.011081667068176343,0.0016863406408094434,0.0006022645145748012,0.00012045290291496025,0.00012045290291496025,0.00012045290291496025,0.0
ALG8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG2,0.31377981209347144,0.2745121657431944,0.1493615996145507,0.026740544447121175,0.006384003854492893,0.000963623223319682,0.000963623223319682,0.0
ALG3,0.3190797398217297,0.3069139966273187,0.24716935678149843,0.10142134425439653,0.014936159961455071,0.0012045290291496024,0.0012045290291496024,0.0
ALG1,0.3190797398217297,0.30619127920982897,0.23897855938328114,0.09046013008913514,0.013490725126475547,0.000963623223319682,0.000963623223319682,0.0
ALG6,0.3139002649963864,0.2881233437725849,0.17995663695495062,0.05564924114671164,0.004095398699108649,0.0,0.0,0.0
ALG5,0.3070344495302337,0.24379667549987954,0.09407371717658396,0.018067935437244036,0.004095398699108649,0.00036135870874488076,0.00036135870874488076,0.0
WIF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDXP,0.318236569501325,0.297036858588292,0.21549024331486388,0.08395567333172729,0.01421344254396531,0.0006022645145748012,0.000481811611659841,0.00012045290291496025
RNGTT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIAA1324L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INSL3,0.19850638400385448,0.0675740785352927,0.013129366417730668,0.0008431703204047217,0.00036135870874488076,0.0002409058058299205,0.00012045290291496025,0.00012045290291496025
RTN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RDM1,0.3047458443748494,0.23982172970368587,0.1087689713322091,0.02951096121416526,0.012165743194410985,0.0006022645145748012,0.000481811611659841,0.00012045290291496025
CLUL1,0.3163093230546856,0.2925801011804384,0.20067453625632378,0.059262828234160445,0.0099975909419417,0.0007227174174897615,0.0007227174174897615,0.0
PDX1,0.05998554565165021,0.009033967718622018,0.002529510961214165,0.00036135870874488076,0.0,0.0,0.0,0.0
FECH,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ADAP1,0.02324741026258733,0.0020476993495543243,0.00036135870874488076,0.00012045290291496025,0.0,0.0,0.0,0.0
ADAP2,0.3172729462780053,0.2936641773066731,0.19922910142134426,0.07853529270055408,0.022404239942182606,0.00457721031076849,0.00457721031076849,0.0
KLHL10,0.31257528306432186,0.2716212960732354,0.15466152734280897,0.06552637918573838,0.016381594796434595,0.00012045290291496025,0.00012045290291496025,0.0
KLHL12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLHL13,0.31377981209347144,0.27318718381112983,0.16020236087689713,0.051192483738858104,0.00457721031076849,0.00036135870874488076,0.0002409058058299205,0.00012045290291496025
KLHL15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLHL18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMRTB1,0.18947241628523248,0.04902433148638882,0.008070344495302337,0.0020476993495543243,0.0006022645145748012,0.000481811611659841,0.000481811611659841,0.0
GABPB2,0.3163093230546856,0.2945073476270778,0.2054926523729222,0.07986027463261865,0.017586123825584197,0.00012045290291496025,0.00012045290291496025,0.0
NPTX1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
IER2,0.1433389544688027,0.044567574078535295,0.008190797398217297,0.0026499638641291254,0.0012045290291496024,0.00036135870874488076,0.0002409058058299205,0.00012045290291496025
PARP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLK,0.3163093230546856,0.2890869669959046,0.17284991568296795,0.06974223078776198,0.011322572874006263,0.000481811611659841,0.00036135870874488076,0.00012045290291496025
SLA,0.3178752107925801,0.29414598891833293,0.20790171043122138,0.08383522042881233,0.02348831606841725,0.008311250301132257,0.008311250301132257,0.0
PHYH,0.3166706817634305,0.2975186701999518,0.22223560587810165,0.08359431462298242,0.014815707058540111,0.0013249819320645627,0.0013249819320645627,0.0
NOTCH4,0.30980486629727777,0.25788966514092987,0.14357986027463263,0.06215369790411949,0.01517706576728499,0.0013249819320645627,0.0013249819320645627,0.0
MEAF6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSMP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZIN1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
NOTCH1,0.3154661527342809,0.2814984341122621,0.18164297759576006,0.05649241146711636,0.008311250301132257,0.0002409058058299205,0.0002409058058299205,0.0
NOTCH2,0.31594796434594075,0.2957118766562274,0.21356299686822452,0.06865815466152735,0.010238496747771622,0.0007227174174897615,0.0007227174174897615,0.0
NOTCH3,0.3190797398217297,0.3024572392194652,0.2299445916646591,0.11033485907010358,0.04468802698145025,0.004095398699108649,0.004095398699108649,0.0
ZNF658,0.10286677908937605,0.02421103348590701,0.0016863406408094434,0.0002409058058299205,0.00012045290291496025,0.0,0.0,0.0
ZNF655,0.30016863406408095,0.22765598650927488,0.0911828475066249,0.022163334136352686,0.0037340399903637678,0.00036135870874488076,0.0002409058058299205,0.00012045290291496025
TCTEX1D2,0.3175138520838352,0.29631414117080224,0.20380631173211275,0.07564442303059504,0.013370272223560587,0.0007227174174897615,0.0007227174174897615,0.0
ZNF653,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
TCTEX1D4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAPGEF5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAPGEF6,0.30799807275355334,0.25981691158756925,0.14129125511924837,0.04131534569983136,0.00457721031076849,0.0002409058058299205,0.00012045290291496025,0.00012045290291496025
N4BP2L2,0.3164297759576006,0.29583232955914235,0.2111539388099253,0.07733076367140448,0.016502047699349553,0.0020476993495543243,0.0020476993495543243,0.0
RAPGEF1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
RAPGEF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAPGEF3,0.31462298241387615,0.278728017345218,0.17164538665381834,0.07323536497229584,0.021681522524692846,0.000963623223319682,0.000963623223319682,0.0
ZNF384,0.31197301854974707,0.278728017345218,0.1747771621296073,0.05769694049626596,0.00963623223319682,0.0008431703204047217,0.0008431703204047217,0.0
ZNF383,0.31594796434594075,0.29245964827752347,0.1905564924114671,0.06962177788484702,0.01433389544688027,0.00012045290291496025,0.00012045290291496025,0.0
ZNF382,0.31920019272464467,0.3088412430739581,0.24476029872319924,0.1063599132739099,0.02409058058299205,0.0020476993495543243,0.0020476993495543243,0.0
POC1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRTAP3-2,0.026017827029631416,0.003854492893278728,0.0008431703204047217,0.000481811611659841,0.0,0.0,0.0,0.0
KRTAP3-1,0.005179474825343291,0.0008431703204047217,0.000481811611659841,0.0,0.0,0.0,0.0,0.0
SNRPD3,0.27306673090821487,0.1345458925560106,0.03746085280655264,0.011804384485666104,0.0013249819320645627,0.0002409058058299205,0.0002409058058299205,0.0
SNRPD2,0.27439171284027947,0.14430257769212237,0.031197301854974706,0.010599855456516502,0.003974945796193688,0.000481811611659841,0.00036135870874488076,0.00012045290291496025
SNRPD1,0.30823897855938326,0.2558419657913756,0.1033485907010359,0.031197301854974706,0.007347627077812576,0.000963623223319682,0.0008431703204047217,0.00012045290291496025
NMBR,0.04902433148638882,0.007949891592387376,0.001927246446639364,0.0007227174174897615,0.000481811611659841,0.00012045290291496025,0.00012045290291496025,0.0
PKP2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
IFT46,0.3194410985304746,0.3094435075885329,0.25102384967477714,0.11503252228378703,0.025295109612141653,0.0027704167670440857,0.0027704167670440857,0.0
RFX6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLDN,0.29932546374367625,0.22115152975186703,0.1027463261864611,0.039388099253192005,0.0016863406408094434,0.00012045290291496025,0.00012045290291496025,0.0
GLDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC,0.2870392676463503,0.19007468079980727,0.04661527342808962,0.008190797398217297,0.00036135870874488076,0.0,0.0,0.0
DHRS12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHRS13,0.309082148879788,0.25319200192724645,0.1281618887015177,0.027342808961695976,0.0008431703204047217,0.00012045290291496025,0.00012045290291496025,0.0
MAP1LC3B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LGMN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAPS2,0.31956155143338955,0.3070344495302337,0.245483016140689,0.11406889906046735,0.02288605155384245,0.001927246446639364,0.001927246446639364,0.0
EHMT1,0.31293664177306674,0.2823416044326668,0.18501565887737895,0.06986268369067694,0.012888460611900746,0.000481811611659841,0.000481811611659841,0.0
EHMT2,0.31799566369549503,0.3072753553360636,0.2476511683931583,0.10997350036135871,0.02348831606841725,0.0012045290291496024,0.0010840761262346423,0.00012045290291496025
ADIPOR2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ADIPOR1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
MARK4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
MARK1,0.3169115875692604,0.28860515538424475,0.19645868465430016,0.07395808238978559,0.010961214165261383,0.00036135870874488076,0.0002409058058299205,0.00012045290291496025
MARK2,0.318236569501325,0.30016863406408095,0.21645386653818358,0.0881715249337509,0.01421344254396531,0.0002409058058299205,0.0002409058058299205,0.0
MARK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGBP1,0.293905083112503,0.20476993495543241,0.06588773789448325,0.010840761262346423,0.00469766321368345,0.0006022645145748012,0.0006022645145748012,0.0
TPD52L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPD52L3,0.18947241628523248,0.04902433148638882,0.008070344495302337,0.0020476993495543243,0.0006022645145748012,0.000481811611659841,0.000481811611659841,0.0
TPD52L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFCAB10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3C,0.3194410985304746,0.30763671404480847,0.24223078776198506,0.11226210551674295,0.0199951818838834,0.001445434834979523,0.001445434834979523,0.0
ACTR3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDR13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDR12,0.3160684172488557,0.29739821729703686,0.20260178270296314,0.0663695495061431,0.02023608768971332,0.0018067935437244037,0.0018067935437244037,0.0
WDR11,0.31293664177306674,0.27559624186942905,0.16477957118766562,0.0581787521079258,0.012768007708985786,0.0008431703204047217,0.0008431703204047217,0.0
WDR17,0.31895928691881476,0.309082148879788,0.248494338713563,0.10720308359431463,0.026981450252951095,0.0031317754757889667,0.0031317754757889667,0.0
WDR18,0.3053481088894242,0.24102625873283545,0.09828956877860756,0.017104312213924354,0.0021681522524692846,0.0,0.0,0.0
USP9X,0.27282582510238496,0.15405926282823415,0.04300168634064081,0.009756685136111781,0.0020476993495543243,0.00036135870874488076,0.0002409058058299205,0.00012045290291496025
KRT33B,0.026017827029631416,0.003854492893278728,0.0008431703204047217,0.000481811611659841,0.0,0.0,0.0,0.0
KRT33A,0.0657672849915683,0.012888460611900746,0.0018067935437244037,0.0006022645145748012,0.000481811611659841,0.0,0.0,0.0
ZFP42,0.04950614309804866,0.008190797398217297,0.0026499638641291254,0.0007227174174897615,0.0006022645145748012,0.000481811611659841,0.000481811611659841,0.0
