gene_sscrofa_wound_up,sscrofa_wound_up_Fraction_sp_less7,sscrofa_wound_up_Fraction_sp_less6,sscrofa_wound_up_Fraction_sp_less5,sscrofa_wound_up_Fraction_sp_less4,sscrofa_wound_up_Fraction_sp_less3,sscrofa_wound_up_Fraction_sp_less2,sscrofa_wound_up_Fraction_sp_1,sscrofa_wound_up_Fraction_sp_0
ADPGK,0.3051135158073414,0.22300021217907914,0.13218756630596223,0.072989603225122,0.01633778909399533,0.001273074474856779,0.0010608953957139827,0.0002121790791427965
CPEB4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CPEB1,0.33800127307447486,0.2817738171016338,0.17292594950137916,0.06895820072140887,0.02503713133884999,0.004455760661998727,0.004243581582855931,0.0002121790791427965
CPEB3,0.20432845321451304,0.13091449183110546,0.07214088690855082,0.019308296201994483,0.003394865266284744,0.0002121790791427965,0.0002121790791427965,0.0
CPEB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRBD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHOX2A,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
PHOX2B,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
UPK2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CFH,0.08805431784426056,0.049013367281986,0.020581370676851264,0.002758328028856355,0.0002121790791427965,0.0,0.0,0.0
CFI,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333
ANKFY1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CFB,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CFP,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
AAAS,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
SIDT1,0.14406959473795883,0.08826649692340335,0.04858900912370041,0.012518565669424995,0.0014852535539995756,0.0,0.0,0.0
SIDT2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
AAGAB,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
C4orf17,0.014852535539995756,0.013155102906853384,0.010608953957139827,0.008487163165711862,0.007001909611712286,0.005304476978569913,0.005304476978569913,0.0
SCYL1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ABCE1,0.12964141735624868,0.06980691703798006,0.031190324633991087,0.014852535539995756,0.008699342244854658,0.0023339698705707617,0.0023339698705707617,0.0
TEN1-CDK3,0.2635264162953533,0.1461913855293868,0.052196053469127944,0.012730744748567792,0.002970507107999151,0.0,0.0,0.0
ZNF117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEZ6L,0.013579461065138977,0.011669849352853808,0.005728835136855506,0.002758328028856355,0.0014852535539995756,0.0002121790791427965,0.0002121790791427965,0.0
PRKAR2A,0.06832166348398049,0.04222363674941651,0.021854445151708042,0.007001909611712286,0.001697432633142372,0.000424358158285593,0.0002121790791427965,0.0002121790791427965
PRKAR2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAGT1,0.08402291534054743,0.023551877784850413,0.008699342244854658,0.005728835136855506,0.0023339698705707617,0.0006365372374283895,0.000424358158285593,0.0002121790791427965
ITGA2B,0.12221514958625079,0.037980055166560577,0.011457670273711012,0.002758328028856355,0.0,0.0,0.0,0.0
PHACTR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR2K2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
PHACTR3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CASP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NR1D1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NR1D2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OGFR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTCH2,0.31444939528962446,0.23530659876936133,0.11754720984510927,0.05346912794398472,0.015276893698281349,0.000848716316571186,0.000848716316571186,0.0
PTCH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIMM44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAD9B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAD9A,0.3208147676639083,0.2569488648419266,0.15595162316995545,0.05686399321026947,0.012942923827710588,0.0014852535539995756,0.0014852535539995756,0.0
ERGIC2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ERGIC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERGIC1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
B3GAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B3GAT2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
B3GAT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALM2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CALM3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
SPG21,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
SPG20,0.32420963293019306,0.2507956715467855,0.14746446000424357,0.06492679821769573,0.011669849352853808,0.001697432633142372,0.001697432633142372,0.0
GSDMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSDMC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSDMD,0.2622533418204965,0.1525567579036707,0.06917037980055167,0.02928071292170592,0.002546148949713558,0.0010608953957139827,0.000848716316571186,0.0002121790791427965
UPK1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPK1B,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
DLGAP2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
DLGAP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLGAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLGAP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLGAP5,0.2510078506259283,0.15573944409081264,0.09060046679397411,0.04073838319541693,0.019096117122851686,0.011882028431996604,0.011669849352853808,0.0002121790791427965
OIP5,0.14767663908338638,0.08762995968597496,0.03776787608741778,0.016549968173138127,0.00912370040314025,0.0002121790791427965,0.0002121790791427965,0.0
FAM169A,0.12561001485253553,0.0547422024188415,0.019096117122851686,0.0021217907914279654,0.000424358158285593,0.0002121790791427965,0.0,0.0002121790791427965
PTPN18,0.257585402079355,0.16571186081052408,0.096965839168258,0.04413324846170168,0.011245491194568216,0.000848716316571186,0.0006365372374283895,0.0002121790791427965
LRRFIP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPN13,0.18692976872480374,0.10417992785911309,0.0428601739868449,0.0120942075111394,0.0002121790791427965,0.0,0.0,0.0
PTPN12,0.26437513261192447,0.17441120305537874,0.10120942075111394,0.037555697008274984,0.005728835136855506,0.001273074474856779,0.0010608953957139827,0.0002121790791427965
PTPN11,0.27243793761935076,0.17716953108423508,0.08762995968597496,0.02673456397199236,0.003182686187141948,0.000424358158285593,0.000424358158285593,0.0
PTPN14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYAR,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
TRAPPC6A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MZB1,0.26395077445363885,0.17610863568852111,0.10269467430511352,0.050922978994271166,0.02312751962656482,0.003182686187141948,0.003182686187141948,0.0
TRAPPC6B,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CDK3,0.2684065351156376,0.14767663908338638,0.05368130702312752,0.014215998302567368,0.004031402503713134,0.0002121790791427965,0.0002121790791427965,0.0
HLA-DQB1,0.14937407171652875,0.07150434967112243,0.04625503925312964,0.016974326331423723,0.0019096117122851686,0.0002121790791427965,0.0,0.0002121790791427965
MSMB,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
HLA-DQB2,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5
CDK7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
FOXS1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CAMKK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMKK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHMP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL36AL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHMP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHMP6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CHMP5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
OR52N4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR52N2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR52N1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
LY6G6C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXA13,0.5,0.5,0.5,0.3,0.13333333333333333,0.1,0.06666666666666667,0.03333333333333333
HOXA11,0.5,0.5,0.5,0.4666666666666667,0.16666666666666666,0.1,0.1,0.0
GTF2I,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
TDG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HN1,0.2185444515170804,0.134521536176533,0.07617228941226395,0.02376405686399321,0.0010608953957139827,0.0002121790791427965,0.0002121790791427965,0.0
LRRC27,0.25185656694249947,0.14322087842138764,0.07107999151283684,0.02821981752599194,0.005092297899427116,0.0006365372374283895,0.000424358158285593,0.0002121790791427965
LRRC26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC25,0.25419053681307024,0.16104392106938256,0.09081264587311691,0.047740292807129214,0.029705071079991513,0.010608953957139827,0.010608953957139827,0.0
LRRC24,0.25334182049649906,0.1402503713133885,0.0664120517716953,0.026522384892849565,0.002546148949713558,0.0,0.0,0.0
LRRC23,0.3142372162104817,0.2499469552302143,0.1527689369828135,0.05431784426055591,0.0120942075111394,0.000848716316571186,0.000848716316571186,0.0
MPDU1,0.33948652662847445,0.28729047315934647,0.2005092297899427,0.08487163165711861,0.01782304264799491,0.0019096117122851686,0.001697432633142372,0.0002121790791427965
LRRC29,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
LRRC28,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
GCNT4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
GCNT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCNT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPCAT4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
LPCAT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPCAT3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
LPCAT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAGLN,0.31593464884362404,0.25143220878421385,0.14831317632081475,0.08317419902397624,0.040314025037131336,0.008274984086569064,0.008274984086569064,0.0
ALPP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDK1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
PDK3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
PDK2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
EBP,0.2673456397199236,0.18056439635051985,0.07786972204540632,0.016762147252280923,0.001697432633142372,0.0006365372374283895,0.0006365372374283895,0.0
PDK4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
LNPEP,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ALPI,0.029492892000848717,0.014215998302567368,0.009972416719711436,0.004455760661998727,0.001697432633142372,0.0002121790791427965,0.0002121790791427965,0.0
SEC61A1,0.2758328028856355,0.1703798005516656,0.08274984086569065,0.022278803309993635,0.007001909611712286,0.0019096117122851686,0.001697432633142372,0.0002121790791427965
SEC61A2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ALPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PECR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDIT3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
DDIT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYAL1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CT45A1,0.014852535539995756,0.013155102906853384,0.011882028431996604,0.00976023764056864,0.007001909611712286,0.00488011882028432,0.00488011882028432,0.0
PTPMT1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ATP5C1,0.26586038616592406,0.1538298323785275,0.0608953957139826,0.03713133884998939,0.019308296201994483,0.003394865266284744,0.003394865266284744,0.0
NPC2,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5
NPC1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
RAB3GAP2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
BHLHA15,0.03564608529598982,0.005941014215998302,0.0006365372374283895,0.0002121790791427965,0.0002121790791427965,0.0002121790791427965,0.0002121790791427965,0.0
RAB3GAP1,0.1640144281773817,0.06556333545512412,0.021642266072565246,0.007426267769997878,0.0019096117122851686,0.0006365372374283895,0.000424358158285593,0.0002121790791427965
DAG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETHE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGSM3,0.27774241459792065,0.16868236791852323,0.06810948440483769,0.018035221727137705,0.005092297899427116,0.0006365372374283895,0.000424358158285593,0.0002121790791427965
KDM1A,0.10311903246339911,0.050922978994271166,0.019308296201994483,0.004243581582855931,0.000848716316571186,0.000424358158285593,0.0002121790791427965,0.0002121790791427965
KDM1B,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
HIST1H3H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCER1G,0.25864629747506895,0.17271377042223637,0.0976023764056864,0.05134733715255676,0.03225122002970507,0.013579461065138977,0.01336728198599618,0.0002121790791427965
BTG4,0.014215998302567368,0.0120942075111394,0.01039677487799703,0.008274984086569064,0.007001909611712286,0.00488011882028432,0.00488011882028432,0.0
BTG3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
BTG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTG1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
SRD5A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRD5A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GGA1,0.29683853172077235,0.2126034373010821,0.0916613621896881,0.025885847655421176,0.005941014215998302,0.0006365372374283895,0.000424358158285593,0.0002121790791427965
GGA3,0.2376405686399321,0.13727986420538935,0.04434542754084447,0.011882028431996604,0.0019096117122851686,0.0006365372374283895,0.000424358158285593,0.0002121790791427965
GGA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FHOD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GJC1,0.3104179927859113,0.24761298535964354,0.13579461065138979,0.07553575217483556,0.028431996605134735,0.002546148949713558,0.0023339698705707617,0.0002121790791427965
PSMB9,0.29047315934648843,0.21727137704222363,0.12221514958625079,0.05919796308084023,0.03267557818799066,0.004455760661998727,0.004455760661998727,0.0
PSMB8,0.30850838107362616,0.2319117335030766,0.13961383407596012,0.07086781243369404,0.03225122002970507,0.003182686187141948,0.002970507107999151,0.0002121790791427965
PSMB7,0.2446424782516444,0.12518565669424994,0.05346912794398472,0.031826861871419476,0.013155102906853384,0.001697432633142372,0.0014852535539995756,0.0002121790791427965
PSMB6,0.20878421387651178,0.09293443666454487,0.049013367281986,0.03161468279227668,0.012518565669424995,0.0014852535539995756,0.001273074474856779,0.0002121790791427965
PSMB5,0.257585402079355,0.13176320814767664,0.055590918735412685,0.03564608529598982,0.015913430935709738,0.0014852535539995756,0.0014852535539995756,0.0
PSMB4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSMB3,0.16656057712709527,0.07977933375769149,0.03946530872056015,0.020581370676851264,0.002546148949713558,0.000424358158285593,0.000424358158285593,0.0
PSMB2,0.15425419053681308,0.07277742414597921,0.0367069806917038,0.017398684489709316,0.0023339698705707617,0.0006365372374283895,0.000424358158285593,0.0002121790791427965
PSMB1,0.09484404837683004,0.04943772544027159,0.02928071292170592,0.010184595798854232,0.0023339698705707617,0.000424358158285593,0.0002121790791427965,0.0002121790791427965
LMBR1L,0.2694674305113516,0.15680033948652664,0.0734139613834076,0.0241884150222788,0.004455760661998727,0.000848716316571186,0.000848716316571186,0.0
PNMA1,0.33736473583704646,0.27646934012306384,0.16422660725652452,0.07532357309569276,0.0244005941014216,0.004243581582855931,0.004243581582855931,0.0
ACKR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNMA3,0.037980055166560577,0.011457670273711012,0.002758328028856355,0.0,0.0,0.0,0.0,0.0
PNMA2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
TRIML2,0.014215998302567368,0.0120942075111394,0.009972416719711436,0.007426267769997878,0.006365372374283896,0.002758328028856355,0.002758328028856355,0.0
VPS13D,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
NACC1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0
VPS13A,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
SH3KBP1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
VPS13C,0.22193931678336515,0.12348822406110757,0.040314025037131336,0.008911521323997454,0.0010608953957139827,0.0002121790791427965,0.0,0.0002121790791427965
VPS13B,0.24209632930193084,0.15213239974538512,0.06492679821769573,0.02249098238913643,0.006365372374283896,0.000424358158285593,0.000424358158285593,0.0
BEX2,0.24336940377678762,0.1394016549968173,0.06301718650541056,0.01994483343942287,0.0038192234245703373,0.0010608953957139827,0.0010608953957139827,0.0
BEX1,0.09357097390197326,0.03904095056227456,0.008487163165711862,0.003182686187141948,0.000848716316571186,0.0,0.0,0.0
TMEM160,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
TMEM165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVI2A,0.2558879694462126,0.16168045830681094,0.0916613621896881,0.049013367281986,0.029068533842563124,0.008699342244854658,0.008699342244854658,0.0
TMEM168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVI2B,0.2877148313176321,0.19690218544451518,0.11542541905368131,0.07129217059197963,0.03713133884998939,0.016125610014852534,0.016125610014852534,0.0
FOXN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOXN3,0.1461913855293868,0.07426267769997878,0.033948652662847446,0.006789730532569488,0.000848716316571186,0.0002121790791427965,0.0,0.0002121790791427965
COL14A1,0.30129429238277106,0.21111818374708255,0.12221514958625079,0.06810948440483769,0.03416083174199024,0.006789730532569488,0.006577551453426692,0.0002121790791427965
IFFO1,0.10057288351368555,0.04689157649055803,0.00976023764056864,0.0010608953957139827,0.000424358158285593,0.0002121790791427965,0.0,0.0002121790791427965
TAP2,0.2531296414173562,0.1714406959473796,0.09569276469340122,0.0483768300445576,0.011882028431996604,0.000848716316571186,0.000848716316571186,0.0
SNAP91,0.2537661786547846,0.14746446000424357,0.06810948440483769,0.022703161468279227,0.003607044345427541,0.000424358158285593,0.0002121790791427965,0.0002121790791427965
C11orf30,0.28898790579248884,0.17886696371737745,0.08338637810311904,0.021642266072565246,0.003182686187141948,0.0002121790791427965,0.0002121790791427965,0.0
IFNA6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACROD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACROD1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
KRR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8orf48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP53I3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MB,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.25,0.25,0.0
SLC18A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC18A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC18A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RALBP1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ZNF830,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ZNF837,0.2677699978782092,0.13643114788881816,0.04434542754084447,0.015701251856566942,0.0010608953957139827,0.0,0.0,0.0
ZNF839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZPBP,0.014215998302567368,0.0120942075111394,0.01039677487799703,0.008274984086569064,0.007001909611712286,0.00488011882028432,0.00488011882028432,0.0
RAB33A,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
SLC17A9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB33B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC17A5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
SLC17A6,0.014428177381710164,0.012730744748567792,0.011457670273711012,0.0038192234245703373,0.0010608953957139827,0.0002121790791427965,0.0,0.0002121790791427965
SLC17A7,0.17462338213452153,0.09293443666454487,0.05686399321026947,0.023976235943136005,0.003182686187141948,0.0002121790791427965,0.0,0.0002121790791427965
SLC17A1,0.03713133884998939,0.019732654360280075,0.006577551453426692,0.002970507107999151,0.0023339698705707617,0.0006365372374283895,0.000424358158285593,0.0002121790791427965
SLC17A2,0.03713133884998939,0.019732654360280075,0.007001909611712286,0.003182686187141948,0.002546148949713558,0.0019096117122851686,0.0019096117122851686,0.0
SETDB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITCH,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CHMP4A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHMP4B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHMP4C,0.2945045618502016,0.2259707192870783,0.1402503713133885,0.047103755569700825,0.01994483343942287,0.004031402503713134,0.0038192234245703373,0.0002121790791427965
COBLL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM173,0.27859113091449184,0.1956291109696584,0.1092722257585402,0.04964990451941439,0.009548058561425843,0.000848716316571186,0.000848716316571186,0.0
