gene_sscrofa_wound_up,sscrofa_wound_up_Fraction_sp_less7,sscrofa_wound_up_Fraction_sp_less6,sscrofa_wound_up_Fraction_sp_less5,sscrofa_wound_up_Fraction_sp_less4,sscrofa_wound_up_Fraction_sp_less3,sscrofa_wound_up_Fraction_sp_less2,sscrofa_wound_up_Fraction_sp_1,sscrofa_wound_up_Fraction_sp_0
TCOF1,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37548387096774194,0.37290322580645163,0.05283154121863799,0.05283154121863799,0.0
NSRP1,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.3734767025089606,0.07591397849462365,0.07591397849462365,0.0
SPPL3,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37362007168458783,0.07763440860215054,0.07756272401433692,7.168458781362007e-05
OPA3,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37526881720430105,0.372831541218638,0.06573476702508961,0.06573476702508961,0.0
OPA1,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37526881720430105,0.37261648745519715,0.06272401433691756,0.06272401433691756,0.0
ITGA8,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37526881720430105,0.372831541218638,0.044587813620071685,0.044516129032258066,7.168458781362007e-05
ITGA9,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.3750537634408602,0.37268817204301075,0.04379928315412186,0.04379928315412186,0.0
ITGA1,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37548387096774194,0.37412186379928314,0.0585663082437276,0.0585663082437276,0.0
ITGA2,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.3753405017921147,0.372831541218638,0.046164874551971324,0.046093189964157705,7.168458781362007e-05
ITGA3,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.3729749103942652,0.026881720430107527,0.026881720430107527,0.0
ITGA4,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.3753405017921147,0.3729749103942652,0.0817921146953405,0.08172043010752689,7.168458781362007e-05
ITGA5,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37548387096774194,0.37383512544802866,0.0785663082437276,0.07849462365591398,7.168458781362007e-05
ITGA6,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37519713261648746,0.3723297491039427,0.035698924731182795,0.035698924731182795,0.0
ITGA7,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37526881720430105,0.3735483870967742,0.08845878136200717,0.08845878136200717,0.0
TRHR,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37519713261648746,0.27655913978494623,0.001003584229390681,0.001003584229390681,0.0
UFSP1,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.3749820788530466,0.3704659498207885,0.025663082437275987,0.025663082437275987,0.0
UFSP2,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37311827956989246,0.07799283154121864,0.07799283154121864,0.0
CHST8,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37548387096774194,0.3736917562724014,0.047311827956989246,0.047311827956989246,0.0
CHST1,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37526881720430105,0.37311827956989246,0.035842293906810034,0.035770609318996414,7.168458781362007e-05
CHST3,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37548387096774194,0.3729749103942652,0.06867383512544803,0.06867383512544803,0.0
CHST2,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.3749820788530466,0.3720430107526882,0.043440860215053764,0.043440860215053764,0.0
CHST5,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37526881720430105,0.37311827956989246,0.04817204301075269,0.04817204301075269,0.0
CHST4,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37526881720430105,0.37311827956989246,0.04272401433691756,0.04272401433691756,0.0
CHST7,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.3749820788530466,0.3703942652329749,0.013548387096774193,0.013548387096774193,0.0
CHST6,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37526881720430105,0.3727598566308244,0.03598566308243727,0.03598566308243727,0.0
ITGAX,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.3753405017921147,0.3725448028673835,0.04924731182795699,0.04924731182795699,0.0
BCL2A1,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37519713261648746,0.37261648745519715,0.06007168458781362,0.06007168458781362,0.0
ITGAV,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.3753405017921147,0.37311827956989246,0.06279569892473118,0.06272401433691756,7.168458781362007e-05
ITGAL,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.3753405017921147,0.3729749103942652,0.08028673835125448,0.08021505376344086,7.168458781362007e-05
ITGAM,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.3750537634408602,0.3725448028673835,0.0571326164874552,0.0571326164874552,0.0
ITGAD,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.3749820788530466,0.3717562724014337,0.03483870967741935,0.03483870967741935,0.0
ITGAE,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.3753405017921147,0.3714695340501792,0.02043010752688172,0.02043010752688172,0.0
IGF2R,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37526881720430105,0.37333333333333335,0.06559139784946237,0.06551971326164875,7.168458781362007e-05
SLC36A4,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.3751254480286738,0.37261648745519715,0.038351254480286735,0.038351254480286735,0.0
CKS1B,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37290322580645163,0.03089605734767025,0.03089605734767025,0.0
SLC36A1,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37548387096774194,0.3723297491039427,0.028100358422939068,0.02802867383512545,7.168458781362007e-05
ARTN,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.3754121863799283,0.37304659498207887,0.043440860215053764,0.043440860215053764,0.0
ART1,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37526881720430105,0.37240143369175627,0.02193548387096774,0.02193548387096774,0.0
ART4,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37526881720430105,0.37261648745519715,0.027670250896057347,0.027598566308243727,7.168458781362007e-05
CADPS2,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37526881720430105,0.37290322580645163,0.02014336917562724,0.02007168458781362,7.168458781362007e-05
RLF,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37548387096774194,0.3731899641577061,0.056702508960573474,0.056702508960573474,0.0
CRTAP,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.3753405017921147,0.3739068100358423,0.10164874551971326,0.10164874551971326,0.0
ADPGK,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.3753405017921147,0.3736917562724014,0.09921146953405018,0.09913978494623656,7.168458781362007e-05
CPEB4,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37526881720430105,0.37340501792114694,0.057634408602150536,0.057562724014336916,7.168458781362007e-05
CPEB1,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.3744086021505376,0.11784946236559139,0.11777777777777777,7.168458781362007e-05
CPEB3,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37548387096774194,0.37383512544802866,0.07390681003584229,0.07390681003584229,0.0
CPEB2,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37311827956989246,0.024731182795698924,0.024731182795698924,0.0
SRBD1,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37304659498207887,0.026594982078853045,0.026594982078853045,0.0
ABAT,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37526881720430105,0.37333333333333335,0.06172043010752688,0.06172043010752688,0.0
PHOX2A,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.3729749103942652,0.016415770609318998,0.016415770609318998,0.0
PHOX2B,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37526881720430105,0.36989247311827955,0.011397849462365592,0.011397849462365592,0.0
UPK2,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37225806451612903,0.016559139784946237,0.016487455197132617,7.168458781362007e-05
CFH,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37526881720430105,0.3723297491039427,0.032974910394265235,0.032974910394265235,0.0
CFI,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37526881720430105,0.3735483870967742,0.04157706093189964,0.04150537634408602,7.168458781362007e-05
ANKFY1,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37519713261648746,0.3724731182795699,0.05684587813620072,0.0567741935483871,7.168458781362007e-05
CFB,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37526881720430105,0.37340501792114694,0.04537634408602151,0.04530465949820789,7.168458781362007e-05
CFP,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37526881720430105,0.3720430107526882,0.03612903225806452,0.03605734767025089,7.168458781362007e-05
AAAS,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37333333333333335,0.05577060931899642,0.0556989247311828,7.168458781362007e-05
SIDT1,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.3753405017921147,0.37340501792114694,0.06989247311827956,0.06989247311827956,0.0
SIDT2,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37526881720430105,0.3720430107526882,0.025519713261648747,0.025448028673835124,7.168458781362007e-05
AAGAB,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.3732616487455197,0.05698924731182796,0.05691756272401434,7.168458781362007e-05
C4orf17,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.3750537634408602,0.04,0.04,0.0
SCYL1,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37304659498207887,0.03634408602150538,0.03627240143369176,7.168458781362007e-05
ABCE1,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.3750537634408602,0.37168458781362007,0.035770609318996414,0.035770609318996414,0.0
TEN1-CDK3,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37548387096774194,0.37405017921146955,0.07663082437275985,0.07663082437275985,0.0
ZNF117,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.3754121863799283,0.37311827956989246,0.034121863799283156,0.034121863799283156,0.0
ZNF114,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37526881720430105,0.3720430107526882,0.027383512544802868,0.027383512544802868,0.0
SEZ6L,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37526881720430105,0.3724731182795699,0.02795698924731183,0.02795698924731183,0.0
PRKAR2A,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37261648745519715,0.052258064516129035,0.052186379928315416,7.168458781362007e-05
PRKAR2B,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37526881720430105,0.37304659498207887,0.02953405017921147,0.02953405017921147,0.0
MAGT1,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37526881720430105,0.3725448028673835,0.025232974910394265,0.025161290322580646,7.168458781362007e-05
ITGA2B,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.3753405017921147,0.3734767025089606,0.053476702508960576,0.053476702508960576,0.0
PHACTR1,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37519713261648746,0.372831541218638,0.021505376344086023,0.021505376344086023,0.0
OR2K2,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37290322580645163,0.01763440860215054,0.01756272401433692,7.168458781362007e-05
PHACTR3,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37526881720430105,0.3723297491039427,0.0214336917562724,0.02136200716845878,7.168458781362007e-05
CASP5,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.3753405017921147,0.37261648745519715,0.05132616487455197,0.05132616487455197,0.0
NR1D1,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37526881720430105,0.3716129032258065,0.024157706093189964,0.024157706093189964,0.0
NR1D2,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37519713261648746,0.3724731182795699,0.045949820788530465,0.045949820788530465,0.0
OGFR,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.3753405017921147,0.3727598566308244,0.06551971326164875,0.06551971326164875,0.0
PTCH2,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37412186379928314,0.10193548387096774,0.10193548387096774,0.0
PTCH1,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37362007168458783,0.053906810035842294,0.053906810035842294,0.0
TIMM44,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37526881720430105,0.37197132616487455,0.047240143369175626,0.047240143369175626,0.0
RAD9B,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.374910394265233,0.37197132616487455,0.034050179211469536,0.034050179211469536,0.0
RAD9A,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.3753405017921147,0.37405017921146955,0.0956989247311828,0.0956989247311828,0.0
ERGIC2,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37526881720430105,0.3708960573476702,0.022724014336917564,0.022652329749103944,7.168458781362007e-05
ERGIC3,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37548387096774194,0.3735483870967742,0.044731182795698925,0.044731182795698925,0.0
ERGIC1,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37526881720430105,0.3736917562724014,0.04974910394265233,0.04967741935483871,7.168458781362007e-05
B3GAT3,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37526881720430105,0.3734767025089606,0.053763440860215055,0.053763440860215055,0.0
B3GAT2,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37526881720430105,0.3721146953405018,0.0196415770609319,0.01956989247311828,7.168458781362007e-05
B3GAT1,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37526881720430105,0.3725448028673835,0.03612903225806452,0.03612903225806452,0.0
CALM2,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.3754121863799283,0.3731899641577061,0.05125448028673835,0.051182795698924734,7.168458781362007e-05
CALM3,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37311827956989246,0.03942652329749104,0.03935483870967742,7.168458781362007e-05
SPG21,0.37555555555555553,0.37555555555555553,0.37555555555555553,0.37483870967741933,0.3559856630824373,0.0032974910394265233,0.0032258064516129032,7.168458781362007e-05
