gene_hsapiens_stress_down,hsapiens_stress_down_Fraction_sp_less4,hsapiens_stress_down_Fraction_sp_less3,hsapiens_stress_down_Fraction_sp_less2,hsapiens_stress_down_Fraction_sp_1,hsapiens_stress_down_Fraction_sp_0
KCNG3,0.030527068924397806,0.0023849272597185785,0.00011924636298592893,0.00011924636298592893,0.0
KCNG4,0.0053660863343668016,0.0007154781779155736,0.0,0.0,0.0
NUBPL,0.0,0.0,0.0,0.0,0.0
GAST,1.0,1.0,1.0,0.0,1.0
SUB1,0.010374433579775817,0.0013117099928452182,0.0,0.0,0.0
MFSD2A,1.0,1.0,1.0,0.0,1.0
MFSD2B,0.0,0.0,0.0,0.0,0.0
ARID2,0.07405199141426186,0.007154781779155735,0.0004769854519437157,0.0004769854519437157,0.0
OR8D1,0.006320057238254234,0.004292869067493442,0.0026234199856904365,0.0026234199856904365,0.0
OR8D2,0.004650608156451228,0.003219651800620081,0.0009539709038874314,0.0009539709038874314,0.0
ARGLU1,0.10231337944192702,0.021822084426424995,0.001669449081803005,0.001669449081803005,0.0
GLYCTK,0.07202480324350108,0.003935129978535654,0.0,0.0,0.0
NUBP2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333
GAS8,0.1293823038397329,0.030407822561411876,0.002981159074648223,0.0028619127116622945,0.00011924636298592893
NUBP1,0.0,0.0,0.0,0.0,0.0
GAS1,0.11280705938468877,0.04113999523014548,0.006558549964226091,0.006439303601240162,0.00011924636298592893
GAS2,0.0144288099212974,0.0013117099928452182,0.00023849272597185786,0.00011924636298592893,0.00011924636298592893
GAS7,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333
GAS6,0.10374433579775817,0.030646315287383735,0.0011924636298592892,0.0011924636298592892,0.0
UGT2A3,0.034939184354877174,0.006081564512282376,0.0010732172668733604,0.0010732172668733604,0.0
ZNF195,0.0,0.0,0.0,0.0,0.0
OR2Y1,0.0,0.0,0.0,0.0,0.0
FAM21C,0.0,0.0,0.0,0.0,0.0
FAM21A,0.0,0.0,0.0,0.0,0.0
GKAP1,0.145957548294777,0.038397328881469114,0.0017886954447889339,0.001669449081803005,0.00011924636298592893
SH3PXD2B,0.10445981397567375,0.030169329835440017,0.0019079418077748629,0.0017886954447889339,0.00011924636298592893
SH3PXD2A,0.08669210589077034,0.011924636298592892,0.00023849272597185786,0.00011924636298592893,0.00011924636298592893
LYSMD2,0.0,0.0,0.0,0.0,0.0
CHPF2,0.012401621750536608,0.001669449081803005,0.0,0.0,0.0
LYSMD1,0.007035535416169807,0.0003577390889577868,0.0,0.0,0.0
CLGN,1.0,1.0,1.0,0.0,1.0
SMARCA1,0.07548294777009301,0.012640114476508467,0.0004769854519437157,0.0003577390889577868,0.00011924636298592893
SMARCA2,0.06868590507989507,0.004531361793465299,0.00011924636298592893,0.0,0.00011924636298592893
SMARCA4,1.0,1.0,1.0,0.0,1.0
SMARCA5,0.0766754113999523,0.005485332697352731,0.00011924636298592893,0.00011924636298592893,0.0
FYB,0.1166229430002385,0.045313617934652994,0.01776770808490341,0.01776770808490341,0.0
OLAH,1.0,1.0,1.0,0.0,1.0
FYN,0.045432864297638924,0.0036966372525637967,0.0007154781779155736,0.0005962318149296446,0.00011924636298592893
FCGR2B,0.09980920581922251,0.04066300977820177,0.007870259957071309,0.007870259957071309,0.0
FCGR2A,0.10457906033865967,0.041736227045075125,0.010255187216789887,0.010255187216789887,0.0
OLA1,0.06808967326496541,0.01001669449081803,0.0003577390889577868,0.0003577390889577868,0.0
WBP1,0.11137610302885761,0.033985213450989746,0.0023849272597185785,0.0023849272597185785,0.0
CALCR,0.0,0.0,0.0,0.0,0.0
CALCA,1.0,1.0,1.0,0.0,1.0
CALCB,1.0,1.0,1.0,0.0,1.0
WBP4,0.17708084903410445,0.04209396613403291,0.002027188170760792,0.002027188170760792,0.0
CKB,0.09444311948485572,0.019675649892678275,0.0005962318149296446,0.0004769854519437157,0.00011924636298592893
CKM,0.2777777777777778,0.2777777777777778,0.16666666666666666,0.1111111111111111,0.05555555555555555
OR51B5,1.0,1.0,1.0,0.0,1.0
OR51B4,1.0,1.0,1.0,0.0,1.0
OR51B6,0.0,0.0,0.0,0.0,0.0
OR51B2,0.0,0.0,0.0,0.0,0.0
TRIM63,1.0,1.0,1.0,0.0,1.0
LIX1,1.0,1.0,1.0,0.0,1.0
CUL9,0.16181731457190557,0.03243501073217267,0.0036966372525637967,0.0036966372525637967,0.0
CUL5,0.0,0.0,0.0,0.0,0.0
CUL7,0.06379680419747198,0.009658955401860243,0.00011924636298592893,0.00011924636298592893,0.0
CUL1,0.03672787979966611,0.0009539709038874314,0.0,0.0,0.0
CUL2,0.009181969949916527,0.0005962318149296446,0.00011924636298592893,0.00011924636298592893,0.0
CUL3,0.0,0.0,0.0,0.0,0.0
FCER2,0.06355831147150012,0.028380634390651086,0.0010732172668733604,0.0009539709038874314,0.00011924636298592893
ZNF221,1.0,1.0,1.0,0.0,1.0
SP140,0.11984259480085857,0.04424040066777963,0.009301216312902457,0.009301216312902457,0.0
ARHGAP8,0.15180062008108752,0.040782256141187696,0.005843071786310518,0.005843071786310518,0.0
ARHGAP9,0.10434056761268781,0.04364416885284999,0.013236346291438111,0.013117099928452182,0.00011924636298592893
ARHGAP4,0.11888862389697115,0.04340567612687813,0.013236346291438111,0.013236346291438111,0.0
ARHGAP5,1.0,1.0,1.0,0.0,1.0
ARHGAP6,0.1525160982590031,0.05354161698068209,0.004054376341521584,0.003935129978535654,0.00011924636298592893
ARHGAP1,0.0,0.0,0.0,0.0,0.0
ANXA11,0.03637014071070832,0.0028619127116622945,0.00011924636298592893,0.00011924636298592893,0.0
ANXA13,1.0,1.0,1.0,0.0,1.0
MRPL4,0.04757929883138564,0.005723825423324589,0.00011924636298592893,0.00011924636298592893,0.0
MRPL2,0.07655616503696637,0.01013594085380396,0.0013117099928452182,0.0013117099928452182,0.0
MRPL3,0.04412115430479371,0.006558549964226091,0.0004769854519437157,0.0004769854519437157,0.0
MRPL1,0.020510374433579774,0.002981159074648223,0.0,0.0,0.0
MRPL9,0.0,0.0,0.0,0.0,0.0
RTKN,0.04376341521583592,0.013117099928452182,0.0004769854519437157,0.0004769854519437157,0.0
CD79B,1.0,1.0,1.0,0.0,1.0
MEOX1,0.06856665871690913,0.017409968995945622,0.0007154781779155736,0.0005962318149296446,0.00011924636298592893
MEOX2,0.11757691390412592,0.04066300977820177,0.004769854519437157,0.004769854519437157,0.0
CD79A,0.08430717863105175,0.02909611256856666,0.0028619127116622945,0.0028619127116622945,0.0
RTTN,0.030288576198425947,0.0011924636298592892,0.00011924636298592893,0.0,0.00011924636298592893
CBLN2,1.0,1.0,1.0,0.0,1.0
CBLN3,0.0,0.0,0.0,0.0,0.0
COL4A3BP,0.0028619127116622945,0.00011924636298592893,0.0,0.0,0.0
SLPI,0.0,0.0,0.0,0.0,0.0
TSTA3,0.19019794896255665,0.05163367517290723,0.0019079418077748629,0.0019079418077748629,0.0
RPS6KC1,0.10541378487956117,0.012520868113522538,0.0004769854519437157,0.0003577390889577868,0.00011924636298592893
IDO1,0.0,0.0,0.0,0.0,0.0
LDHAL6B,0.0,0.0,0.0,0.0,0.0
LDHAL6A,0.0,0.0,0.0,0.0,0.0
AMHR2,0.0,0.0,0.0,0.0,0.0
CATSPER1,0.0,0.0,0.0,0.0,0.0
MAPKAP1,0.03625089434772239,0.005485332697352731,0.00011924636298592893,0.00011924636298592893,0.0
ARAP3,0.07154781779155736,0.015382780825184832,0.0009539709038874314,0.0009539709038874314,0.0
CATSPERG,0.0,0.0,0.0,0.0,0.0
CATSPERB,1.0,1.0,1.0,0.0,1.0
ARAP2,0.10875268304316718,0.015979012640114476,0.0007154781779155736,0.0005962318149296446,0.00011924636298592893
DEDD2,0.0,0.0,0.0,0.0,0.0
FAM178B,0.06952062962079657,0.008108752683043167,0.0,0.0,0.0
FAM178A,0.11483424755544956,0.02027188170760792,0.0005962318149296446,0.0005962318149296446,0.0
DOLK,0.006081564512282376,0.0005962318149296446,0.00011924636298592893,0.00011924636298592893,0.0
ENOSF1,0.05783448604817553,0.006797042690197949,0.00023849272597185786,0.00023849272597185786,0.0
CIAPIN1,0.08180300500834725,0.007274028142141665,0.0004769854519437157,0.0004769854519437157,0.0
HSP90AB1,0.002027188170760792,0.0,0.0,0.0,0.0
PTP4A1,0.0,0.0,0.0,0.0,0.0
PTP4A3,1.0,1.0,1.0,0.0,1.0
PTP4A2,0.0,0.0,0.0,0.0,0.0
PA2G4,0.0325542570951586,0.003458144526591939,0.00023849272597185786,0.00023849272597185786,0.0
GIN1,0.08502265680896733,0.007035535416169807,0.0003577390889577868,0.0003577390889577868,0.0
NR1I3,0.0,0.0,0.0,0.0,0.0
NR1I2,0.0,0.0,0.0,0.0,0.0
GRB2,0.03326973527307417,0.00560457906033866,0.00011924636298592893,0.0,0.00011924636298592893
ULBP2,0.5,0.5,0.5,0.0,0.5
ULBP3,1.0,1.0,1.0,0.0,1.0
GRB7,0.13832578106367754,0.04316718340090627,0.012043882661578822,0.012043882661578822,0.0
ULBP1,0.5,0.5,0.5,0.5,0.0
HOXC9,0.001669449081803005,0.0008347245409015025,0.00023849272597185786,0.00023849272597185786,0.0
HOXC8,0.001550202718817076,0.0004769854519437157,0.00011924636298592893,0.00011924636298592893,0.0
HOXC5,0.0011924636298592892,0.00023849272597185786,0.00011924636298592893,0.00011924636298592893,0.0
HOXC4,0.0026234199856904365,0.0005962318149296446,0.00023849272597185786,0.00023849272597185786,0.0
HOXC6,0.0026234199856904365,0.0011924636298592892,0.00023849272597185786,0.00011924636298592893,0.00011924636298592893
OR4F6,0.0,0.0,0.0,0.0,0.0
UROC1,0.0,0.0,0.0,0.0,0.0
RBMX2,0.0,0.0,0.0,0.0,0.0
POLR2E,1.0,1.0,1.0,0.0,1.0
POLR2D,0.011328404483663249,0.0005962318149296446,0.0,0.0,0.0
POLR2G,0.0,0.0,0.0,0.0,0.0
POLR2F,0.008466491772000954,0.0007154781779155736,0.00011924636298592893,0.0,0.00011924636298592893
POLR2A,0.003100405437634152,0.00023849272597185786,0.00011924636298592893,0.00011924636298592893,0.0
POLR2C,0.0,0.0,0.0,0.0,0.0
POLR2B,0.008704984497972811,0.0013117099928452182,0.00011924636298592893,0.00011924636298592893,0.0
POLR2L,0.035058430717863104,0.002981159074648223,0.00023849272597185786,0.00023849272597185786,0.0
POLR2I,0.08096828046744574,0.008466491772000954,0.0007154781779155736,0.0007154781779155736,0.0
POLR2H,0.027068924397805866,0.002027188170760792,0.0,0.0,0.0
F11R,0.21261626520391128,0.07882184593369902,0.008466491772000954,0.008347245409015025,0.00011924636298592893
POLR2J,0.03982828523730026,0.004292869067493442,0.0007154781779155736,0.0007154781779155736,0.0
DSCAML1,0.10767946577629382,0.03171953255425709,0.0014309563558311473,0.0014309563558311473,0.0
OR5B21,0.0,0.0,0.0,0.0,0.0
VBP1,0.0630813260195564,0.003935129978535654,0.0,0.0,0.0
CCDC109B,0.10231337944192702,0.02337228714524207,0.0013117099928452182,0.0013117099928452182,0.0
CIDEB,0.1182923920820415,0.018483186262818984,0.00023849272597185786,0.00023849272597185786,0.0
ATP12A,0.0,0.0,0.0,0.0,0.0
ITFG3,0.0,0.0,0.0,0.0,0.0
ITFG2,0.08848080133555926,0.013951824469353684,0.0004769854519437157,0.0004769854519437157,0.0
ITFG1,0.00023849272597185786,0.0,0.0,0.0,0.0
ANKHD1,0.001550202718817076,0.00011924636298592893,0.0,0.0,0.0
CTU2,0.0009539709038874314,0.00011924636298592893,0.00011924636298592893,0.0,0.00011924636298592893
CTU1,0.0,0.0,0.0,0.0,0.0
MSX1,1.0,1.0,1.0,0.0,1.0
MSX2,1.0,1.0,1.0,0.0,1.0
SIN3B,0.12580491295015503,0.03672787979966611,0.002146434533746721,0.002146434533746721,0.0
SIN3A,0.07631767231099451,0.00667779632721202,0.00023849272597185786,0.00023849272597185786,0.0
OR2AT4,0.0,0.0,0.0,0.0,0.0
WASH1,0.0,0.0,0.0,0.0,0.0
TAB3,0.0,0.0,0.0,0.0,0.0
TAB2,0.0028619127116622945,0.00011924636298592893,0.0,0.0,0.0
TAB1,0.0,0.0,0.0,0.0,0.0
SUMO1,0.0027426663486763655,0.00011924636298592893,0.0,0.0,0.0
TMCO1,0.04221321249701884,0.0038158836155497257,0.00011924636298592893,0.00011924636298592893,0.0
TMCO3,0.0,0.0,0.0,0.0,0.0
SUMO4,0.0,0.0,0.0,0.0,0.0
TMCO6,0.025041736227045076,0.0022656808967326495,0.00023849272597185786,0.00023849272597185786,0.0
ANKIB1,0.05759599332220367,0.004769854519437157,0.0,0.0,0.0
EEF2K,0.04769854519437157,0.006797042690197949,0.00011924636298592893,0.00011924636298592893,0.0
MIB1,0.16169806820891963,0.04209396613403291,0.0008347245409015025,0.0008347245409015025,0.0
MIB2,0.038397328881469114,0.0038158836155497257,0.00011924636298592893,0.0,0.00011924636298592893
CXCL11,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333
CYP3A7,0.0,0.0,0.0,0.0,0.0
CXCL13,0.0,0.0,0.0,0.0,0.0
CXCL12,0.027068924397805866,0.001550202718817076,0.0,0.0,0.0
CXCL14,0.0,0.0,0.0,0.0,0.0
CXCL17,0.046148342475554494,0.01466730264726926,0.00023849272597185786,0.00023849272597185786,0.0
CXCL16,0.13713331743381826,0.04626758883854042,0.0022656808967326495,0.002146434533746721,0.00011924636298592893
HCN1,0.0,0.0,0.0,0.0,0.0
HCN3,0.07023610779871214,0.017409968995945622,0.0007154781779155736,0.0005962318149296446,0.00011924636298592893
HCN2,0.006200810875268304,0.0003577390889577868,0.00011924636298592893,0.0,0.00011924636298592893
HCN4,0.020868113522537562,0.0035773908895778677,0.0003577390889577868,0.0003577390889577868,0.0
LRIT2,0.0028619127116622945,0.00023849272597185786,0.00011924636298592893,0.00011924636298592893,0.0
MRPL12,0.11244932029573099,0.013951824469353684,0.001669449081803005,0.001669449081803005,0.0
GOLGA7B,1.0,1.0,1.0,0.0,1.0
PEPD,0.0,0.0,0.0,0.0,0.0
UACA,1.0,1.0,1.0,0.0,1.0
ZIC4,0.5,0.5,0.5,0.5,0.0
ZIC2,1.0,1.0,1.0,0.0,1.0
ZIC3,0.021345098974481277,0.003935129978535654,0.0005962318149296446,0.0005962318149296446,0.0
ZIC1,0.5,0.5,0.5,0.0,0.5
ING4,0.07226329596947294,0.016098259003100406,0.0003577390889577868,0.0003577390889577868,0.0
ING5,0.11077987121392797,0.028261388027665157,0.0019079418077748629,0.0019079418077748629,0.0
ING1,1.0,1.0,1.0,0.0,1.0
ING2,0.0,0.0,0.0,0.0,0.0
ING3,0.0,0.0,0.0,0.0,0.0
VASH1,0.05890770331504889,0.00560457906033866,0.0003577390889577868,0.00023849272597185786,0.00011924636298592893
ACP5,0.13916050560457907,0.03970903887431433,0.0004769854519437157,0.0004769854519437157,0.0
ACP6,0.0,0.0,0.0,0.0,0.0
ACP1,0.015263534462198903,0.0004769854519437157,0.00023849272597185786,0.00023849272597185786,0.0
ACP2,0.07035535416169807,0.005008347245409015,0.0,0.0,0.0
SNIP1,0.0011924636298592892,0.0003577390889577868,0.00011924636298592893,0.0,0.00011924636298592893
GLA,0.06367755783448605,0.01562127355115669,0.0,0.0,0.0
GLS,1.0,1.0,1.0,0.0,1.0
TMEM11,0.004769854519437157,0.00011924636298592893,0.00011924636298592893,0.00011924636298592893,0.0
TMEM18,0.0,0.0,0.0,0.0,0.0
TMEM19,0.0,0.0,0.0,0.0,0.0
NT5C3A,0.0,0.0,0.0,0.0,0.0
RIOK2,0.004173622704507512,0.0011924636298592892,0.0,0.0,0.0
AMPH,1.0,1.0,1.0,0.0,1.0
USMG5,0.08538039589792511,0.010374433579775817,0.001550202718817076,0.001550202718817076,0.0
ACPT,0.0053660863343668016,0.003935129978535654,0.002146434533746721,0.002146434533746721,0.0
ZNF639,0.05378010970665395,0.002981159074648223,0.0,0.0,0.0
ZNF638,0.13069401383257812,0.03183877891724302,0.0017886954447889339,0.0017886954447889339,0.0
ACPP,0.14357262103505844,0.04113999523014548,0.0027426663486763655,0.0027426663486763655,0.0
ZNF630,0.09050798950632005,0.016098259003100406,0.0003577390889577868,0.0003577390889577868,0.0
NPNT,0.0003577390889577868,0.00023849272597185786,0.00011924636298592893,0.0,0.00011924636298592893
UGT2B28,0.0,0.0,0.0,0.0,0.0
OR1N2,0.0,0.0,0.0,0.0,0.0
OR1N1,0.0,0.0,0.0,0.0,0.0
