gene_mmusculus_stress_down,mmusculus_stress_down_Fraction_sp_less4,mmusculus_stress_down_Fraction_sp_less3,mmusculus_stress_down_Fraction_sp_less2,mmusculus_stress_down_Fraction_sp_1,mmusculus_stress_down_Fraction_sp_0
ZC3H7A,0.28339324227174695,0.0770668583752696,0.0017253774263120058,0.0017253774263120058,0.0
ZNF765,0.2777138749101366,0.07145938173975556,0.0010783608914450035,0.0010783608914450035,0.0
ZNF784,0.27735442127965493,0.06635514018691589,0.0011502516175413372,0.0011502516175413372,0.0
BAMBI,0.2445722501797268,0.0312724658519051,0.0006470165348670022,0.0006470165348670022,0.0
PPP2R5D,0.27886412652767795,0.06757728253055356,0.0015815959741193387,0.0015815959741193387,0.0
TGFB1,0.29568655643422,0.1623292595255212,0.005966930265995687,0.005895039539899353,7.189072609633358e-05
TGFB3,0.2646297627606039,0.04665708123652049,0.0016534867002156721,0.0015815959741193387,7.189072609633358e-05
TGFBR1,0.292882818116463,0.1269590222861251,0.004457225017972682,0.004457225017972682,0.0
XIAP,0.28741912293314165,0.08943206326383897,0.002156721782890007,0.0020848310567936736,7.189072609633358e-05
ESRRA,0.29209202012940333,0.1083393242271747,0.002372393961179008,0.002372393961179008,0.0
TTC1,0.25154565061107115,0.028684399712437095,0.0003594536304816679,0.0002875629043853343,7.189072609633358e-05
ACY3,0.18087706685837526,0.003882099209202013,0.00021567217828900073,0.00021567217828900073,0.0
ADSS,0.24938892882818117,0.031344356578001435,0.0005751258087706686,0.0005751258087706686,0.0
ADSSL1,0.2501797268152408,0.03414809489575845,0.000503235082674335,0.000503235082674335,0.0
ASNS,0.2742631200575126,0.04938892882818117,0.0007189072609633358,0.0007189072609633358,0.0
ASS1,0.2590222861250899,0.0406901509705248,0.0002875629043853343,0.00021567217828900073,7.189072609633358e-05
CAD,0.2845434938892883,0.09662113587347232,0.0007189072609633358,0.0007189072609633358,0.0
DARS,0.27692307692307694,0.06592379583033789,0.0003594536304816679,0.0003594536304816679,0.0
DARS2,0.2670740474478792,0.053774263120057515,0.0002875629043853343,0.00021567217828900073,7.189072609633358e-05
BPGM,0.26398274622573686,0.04018691588785047,0.0005751258087706686,0.000503235082674335,7.189072609633358e-05
PGAM1,0.2781452192667146,0.0774982027318476,0.00043134435657800146,0.00043134435657800146,0.0
PGAM2,0.2635514018691589,0.04658519051042415,0.0009345794392523365,0.0009345794392523365,0.0
PGAM4,0.197196261682243,0.0067577282530553555,0.0002875629043853343,0.0002875629043853343,0.0
PGK1,0.2774982027318476,0.06613946800862688,0.0008626887131560029,0.0008626887131560029,0.0
PGK2,0.2649892163910855,0.04550682961897915,0.00021567217828900073,0.00021567217828900073,0.0
PHGDH,0.26836808051761324,0.053199137311286844,0.0002875629043853343,0.00021567217828900073,7.189072609633358e-05
EXOSC6,0.2693026599568656,0.046153846153846156,0.000503235082674335,0.00043134435657800146,7.189072609633358e-05
ADA,0.24521926671459382,0.02451473759884975,0.00021567217828900073,0.00021567217828900073,0.0
ADORA1,0.25470884255930987,0.040977713874910136,0.0008626887131560029,0.0008626887131560029,0.0
DCK,0.2588785046728972,0.03781452192667146,0.0010783608914450035,0.00100647016534867,7.189072609633358e-05
DPP4,0.1693745506829619,0.010639827462257369,0.00021567217828900073,0.00021567217828900073,0.0
DRD1,0.19424874191229333,0.007907979870596693,0.0002875629043853343,0.0002875629043853343,0.0
NT5C,0.24651329978432782,0.01732566498921639,0.0017253774263120058,0.0017253774263120058,0.0
NT5C1A,0.25147375988497483,0.02372393961179008,0.0017972681524083393,0.0017972681524083393,0.0
NT5C1B,0.24694464414090583,0.017541337167505392,0.0017253774263120058,0.0017253774263120058,0.0
NT5C2,0.25384615384615383,0.020201294033069733,0.0017972681524083393,0.0017972681524083393,0.0
NT5E,0.26347951114306256,0.02753414809489576,0.0019410496046010064,0.0019410496046010064,0.0
NT5M,0.25708123652048886,0.0304097771387491,0.0016534867002156721,0.0016534867002156721,0.0
PNP,0.27936736161035225,0.07318475916606758,0.0007907979870596693,0.0007907979870596693,0.0
ADAL,0.17548526240115025,0.011143062544931704,0.00014378145219266715,0.00014378145219266715,0.0
CLGN,0.2,0.011143062544931704,7.189072609633358e-05,7.189072609633358e-05,0.0
ADAM10,0.27951114306254493,0.0787922358015816,0.00100647016534867,0.0009345794392523365,7.189072609633358e-05
ADAM17,0.2680805176132279,0.03946800862688713,0.0009345794392523365,0.0008626887131560029,7.189072609633358e-05
DLL1,0.26793673616103525,0.0496764917325665,0.000503235082674335,0.000503235082674335,0.0
EFNA2,0.21782890007189074,0.014450035945363048,0.00043134435657800146,0.00043134435657800146,0.0
JAG2,0.2350826743350108,0.02149532710280374,0.0003594536304816679,0.0003594536304816679,0.0
JUP,0.2886412652767793,0.10251617541337167,0.00201294033069734,0.00201294033069734,0.0
MAD2L1,0.2797268152408339,0.06872753414809489,0.004960460100647017,0.004960460100647017,0.0
MIB1,0.2702372393961179,0.05564342199856218,0.000503235082674335,0.000503235082674335,0.0
NOTCH1,0.2951114306254493,0.15686556434219986,0.003522645578720345,0.003522645578720345,0.0
NOTCH2,0.2762041696621136,0.050539180445722504,0.0010783608914450035,0.0010783608914450035,0.0
PAX2,0.2672897196261682,0.04176851186196981,0.0010783608914450035,0.0010783608914450035,0.0
SH3D19,0.22875629043853343,0.0199137311286844,0.000503235082674335,0.00043134435657800146,7.189072609633358e-05
TGFA,0.27958303378864124,0.07534148094895758,0.0008626887131560029,0.0008626887131560029,0.0
UBB,0.2953989935298347,0.16462976276060387,0.006326383896477355,0.006326383896477355,0.0
ADAM11,0.014018691588785047,0.0002875629043853343,7.189072609633358e-05,7.189072609633358e-05,0.0
STC2,0.22149532710280373,0.014018691588785047,0.0002875629043853343,0.00021567217828900073,7.189072609633358e-05
IGFBP3,0.2821710999281093,0.08533429187634795,0.0014378145219266715,0.0013659237958303378,7.189072609633358e-05
IGFBP5,0.24953271028037383,0.024227174694464414,0.0007907979870596693,0.0007189072609633358,7.189072609633358e-05
SDC4,0.286843997124371,0.09072609633357297,0.0024442846872753414,0.002372393961179008,7.189072609633358e-05
MAD2L2,0.25147375988497483,0.03249460819554278,0.0007189072609633358,0.0007189072609633358,0.0
SNX9,0.2713156002875629,0.05629043853342919,0.00043134435657800146,0.0003594536304816679,7.189072609633358e-05
TRIP13,0.2864845434938893,0.09964054636951833,0.0020848310567936736,0.0020848310567936736,0.0
BDNF,0.2889288281811646,0.097627606038821,0.0016534867002156721,0.0016534867002156721,0.0
HBEGF,0.2675053918044572,0.04622573687994249,0.0012221423436376707,0.0011502516175413372,7.189072609633358e-05
NOTCH4,0.2680805176132279,0.04140905823148814,0.0005751258087706686,0.0005751258087706686,0.0
PTPN3,0.26606757728253055,0.056074766355140186,0.0007189072609633358,0.0006470165348670022,7.189072609633358e-05
TIMP3,0.1479511143062545,0.007189072609633357,0.0006470165348670022,0.0005751258087706686,7.189072609633358e-05
TNF,0.29432063263838965,0.14737598849748382,0.0052480230050323505,0.0052480230050323505,0.0
TNFRSF1B,0.2838964773544213,0.07807332854061826,0.0007907979870596693,0.0007907979870596693,0.0
TNFSF11,0.28576563623292595,0.08058950395398994,0.0019410496046010064,0.0019410496046010064,0.0
COPB1,0.2762041696621136,0.06383896477354421,0.0011502516175413372,0.0011502516175413372,0.0
NRG1,0.2595255212077642,0.04974838245866283,0.00043134435657800146,0.0003594536304816679,7.189072609633358e-05
ADAM2,0.13774263120057512,0.004601006470165349,7.189072609633358e-05,7.189072609633358e-05,0.0
CRYAB,0.2777138749101366,0.061394680086268874,0.0007907979870596693,0.0007189072609633358,7.189072609633358e-05
LGI1,0.07117181883537024,0.001869158878504673,0.0,0.0,0.0
LGI2,0.015959741193386053,0.00014378145219266715,0.0,0.0,0.0
ADAM23,0.16772106398274622,0.009920920201294033,0.00014378145219266715,0.00014378145219266715,0.0
RYR1,0.26858375269590223,0.03946800862688713,0.00100647016534867,0.00100647016534867,0.0
ADAM28,0.13436376707404746,0.005607476635514018,7.189072609633358e-05,7.189072609633358e-05,0.0
ADAM33,0.07555715312724659,0.0017972681524083393,0.0,0.0,0.0
ADAM9,0.26635514018691586,0.05291157440690151,0.000503235082674335,0.000503235082674335,0.0
SH3GLB1,0.26132278936017256,0.04529115744069015,0.0005751258087706686,0.000503235082674335,7.189072609633358e-05
VEGFA,0.2953989935298347,0.15672178289000718,0.005535585909417685,0.005535585909417685,0.0
ADAMTS10,0.2100647016534867,0.013659237958303379,0.00021567217828900073,0.00014378145219266715,7.189072609633358e-05
PCYT2,0.21315600287562905,0.014809489575844716,0.000503235082674335,0.000503235082674335,0.0
ADAMTS17,0.21265276779295472,0.025880661394680086,0.0,0.0,0.0
ADAMTS2,0.03946800862688713,0.00100647016534867,0.0002875629043853343,0.00021567217828900073,7.189072609633358e-05
BMP1,0.22810927390366642,0.03184759166067577,0.0007907979870596693,0.0007189072609633358,7.189072609633358e-05
ADAMTS3,0.03946800862688713,0.00100647016534867,0.00021567217828900073,0.00021567217828900073,0.0
ADAMTS4,0.1100647016534867,0.006901509705248023,0.00021567217828900073,0.00014378145219266715,7.189072609633358e-05
SRPX2,0.006901509705248023,0.00021567217828900073,0.00014378145219266715,7.189072609633358e-05,7.189072609633358e-05
ADAMTS8,0.2250898634076204,0.03235082674335011,7.189072609633358e-05,7.189072609633358e-05,0.0
ADAMTSL4,0.2194823867721064,0.018188353702372394,0.0003594536304816679,0.0002875629043853343,7.189072609633358e-05
CATSPER1,0.19762760603882099,0.009489575844716032,0.00021567217828900073,0.00021567217828900073,0.0
DLK2,0.08368080517613227,0.003522645578720345,0.00014378145219266715,0.00014378145219266715,0.0
DNPEP,0.17886412652767794,0.009705248023005032,0.0003594536304816679,0.0003594536304816679,0.0
GLRX3,0.24428468727534147,0.029115744069015098,0.0005751258087706686,0.000503235082674335,7.189072609633358e-05
KRTAP4-12,0.2698058950395399,0.028037383177570093,0.00201294033069734,0.00201294033069734,0.0
NTN4,0.07685118619698059,0.002156721782890007,0.00021567217828900073,0.00014378145219266715,7.189072609633358e-05
SORBS3,0.2800862688713156,0.06419841840402588,0.00100647016534867,0.00100647016534867,0.0
SPRY2,0.2863407620416966,0.08936017253774263,0.0016534867002156721,0.0016534867002156721,0.0
ADAMTSL5,0.2179726815240834,0.017900790797987058,7.189072609633358e-05,7.189072609633358e-05,0.0
ADAP1,0.2614665708123652,0.03644859813084112,0.0007907979870596693,0.0007907979870596693,0.0
ANP32A,0.27081236520488855,0.05168943206326384,0.0005751258087706686,0.0005751258087706686,0.0
PIK3CA,0.2927390366642703,0.1358015815959741,0.008123652048885694,0.00805176132278936,7.189072609633358e-05
PSME3,0.29043853342918763,0.1109273903666427,0.0019410496046010064,0.001869158878504673,7.189072609633358e-05
PURA,0.28123652048885694,0.07915168943206326,0.0005751258087706686,0.000503235082674335,7.189072609633358e-05
SUB1,0.2867002156721783,0.08986340762041696,0.000503235082674335,0.000503235082674335,0.0
ADAP2,0.17821710999281093,0.010064701653486701,0.00014378145219266715,0.00014378145219266715,0.0
SNCA,0.29194823867721065,0.11466570812365205,0.00301941049604601,0.0029475197699496765,7.189072609633358e-05
ADAR,0.27685118619698057,0.06484543493889289,0.0014378145219266715,0.0013659237958303378,7.189072609633358e-05
HDLBP,0.2774982027318476,0.0606038820992092,0.0005751258087706686,0.000503235082674335,7.189072609633358e-05
IFIT1,0.26347951114306256,0.044716031631919485,0.0012940330697340044,0.0012940330697340044,0.0
IFIT2,0.24306254493170382,0.025521207764198417,0.00100647016534867,0.00100647016534867,0.0
IFIT3,0.26110711718188356,0.03803019410496046,0.0010783608914450035,0.00100647016534867,7.189072609633358e-05
IFITM1,0.24442846872753415,0.025808770668583753,0.0007907979870596693,0.0007189072609633358,7.189072609633358e-05
IRF2,0.28145219266714594,0.07196261682242991,0.0012940330697340044,0.0012940330697340044,0.0
IRF9,0.28785046728971964,0.11042415528396837,0.001869158878504673,0.0017972681524083393,7.189072609633358e-05
ISG15,0.27872034507548527,0.06606757728253056,0.0019410496046010064,0.001869158878504673,7.189072609633358e-05
MX1,0.27491013659237956,0.05751258087706686,0.0012221423436376707,0.0012221423436376707,0.0
OAS1,0.2655643421998562,0.049317038102084834,0.0012940330697340044,0.0012221423436376707,7.189072609633358e-05
STAT2,0.29007907979870595,0.09626168224299066,0.004097771387491013,0.00402588066139468,7.189072609633358e-05
TRIB3,0.2918763479511143,0.11984184040258807,0.0025880661394680087,0.0025161754133716753,7.189072609633358e-05
XPO1,0.29259525521207763,0.1323508267433501,0.0025161754133716753,0.0024442846872753414,7.189072609633358e-05
ADARB1,0.23623292595255213,0.018691588785046728,0.00021567217828900073,0.00021567217828900073,0.0
PIN1,0.294608195542775,0.14744787922358016,0.004169662113587347,0.004169662113587347,0.0
WWP2,0.28569374550682963,0.08490294751976996,0.0011502516175413372,0.0010783608914450035,7.189072609633358e-05
ADARB2,0.15787203450754853,0.009705248023005032,7.189072609633358e-05,7.189072609633358e-05,0.0
ADAT1,0.1391804457225018,0.0065420560747663555,0.0,0.0,0.0
ADAT2,0.199352983465133,0.015959741193386053,0.00014378145219266715,0.00014378145219266715,0.0
ADAT3,0.23393242271746945,0.02695902228612509,0.00021567217828900073,0.00014378145219266715,7.189072609633358e-05
ALDH4A1,0.2721063982746226,0.05485262401150252,0.0010783608914450035,0.00100647016534867,7.189072609633358e-05
ASL,0.2120057512580877,0.008123652048885694,0.0003594536304816679,0.0003594536304816679,0.0
FTCD,0.21675053918044573,0.009705248023005032,0.00100647016534867,0.00100647016534867,0.0
GGT7,0.2687275341480949,0.04708842559309849,0.0014378145219266715,0.0014378145219266715,0.0
GLS,0.2154565061107117,0.011790079079798706,0.0007189072609633358,0.0007189072609633358,0.0
GLS2,0.24694464414090583,0.024586628324946083,0.00100647016534867,0.00100647016534867,0.0
GLUD1,0.2583033788641265,0.03637670740474479,0.0007907979870596693,0.0007907979870596693,0.0
GLUD2,0.23457943925233646,0.017469446441409058,0.0008626887131560029,0.0008626887131560029,0.0
GLUL,0.27907979870596694,0.06534867002156722,0.0013659237958303378,0.0012940330697340044,7.189072609633358e-05
RARS,0.2823867721063983,0.08605319913731128,0.0003594536304816679,0.0003594536304816679,0.0
RARS2,0.15686556434219986,0.003738317757009346,0.0,0.0,0.0
ADCK1,0.27095614665708123,0.04529115744069015,0.00100647016534867,0.00100647016534867,0.0
AURKC,0.2831056793673616,0.0715312724658519,0.0019410496046010064,0.0019410496046010064,0.0
CNOT6,0.28303378864126527,0.07260963335729691,0.0016534867002156721,0.0015815959741193387,7.189072609633358e-05
COPS6,0.292667145938174,0.11538461538461539,0.004097771387491013,0.004097771387491013,0.0
DHX29,0.27203450754852626,0.0601725377426312,0.0011502516175413372,0.0011502516175413372,0.0
DSE,0.2742631200575126,0.05571531272465852,0.00100647016534867,0.00100647016534867,0.0
PRNP,0.2807332854061826,0.06772106398274623,0.00100647016534867,0.0009345794392523365,7.189072609633358e-05
PUM1,0.27864845434938895,0.06966211358734724,0.0012221423436376707,0.0012221423436376707,0.0
TROVE2,0.2293314162473041,0.025377426312005753,0.0002875629043853343,0.0002875629043853343,0.0
VHL,0.29439252336448596,0.14169662113587347,0.003522645578720345,0.0034507548526240116,7.189072609633358e-05
ZNF496,0.2800143781452193,0.07433501078360892,0.0007189072609633358,0.0007189072609633358,0.0
BRD2,0.28835370237239394,0.10826743350107836,0.0010783608914450035,0.00100647016534867,7.189072609633358e-05
DCDC2,0.13134435657800145,0.004960460100647017,0.0,0.0,0.0
DDX10,0.24212796549245147,0.02638389647735442,7.189072609633358e-05,0.0,7.189072609633358e-05
DUSP11,0.26398274622573686,0.05866283249460819,0.000503235082674335,0.000503235082674335,0.0
ELF2,0.23227893601725377,0.020488856937455068,0.0003594536304816679,0.0002875629043853343,7.189072609633358e-05
ETV7,0.27677929547088426,0.06498921639108556,0.0016534867002156721,0.0016534867002156721,0.0
FOXP3,0.2800862688713156,0.06549245147375989,0.0007907979870596693,0.0007907979870596693,0.0
HSPA2,0.28806613946800863,0.10891445003594537,0.001509705248023005,0.001509705248023005,0.0
MAGEA6,0.26347951114306256,0.044140905823148814,0.0008626887131560029,0.0008626887131560029,0.0
PHACTR3,0.25168943206326383,0.041480948957584474,0.00043134435657800146,0.00043134435657800146,0.0
POLD2,0.2672897196261682,0.040258806613946804,0.0007189072609633358,0.0007189072609633358,0.0
PRDM10,0.2734004313443566,0.06923076923076923,0.0012940330697340044,0.0012940330697340044,0.0
RGS14,0.27706685837526956,0.06872753414809489,0.0006470165348670022,0.0006470165348670022,0.0
STAT6,0.2908698777857656,0.11437814521926672,0.0020848310567936736,0.00201294033069734,7.189072609633358e-05
TRIM16,0.2537023723939612,0.03910855499640546,0.0002875629043853343,0.0002875629043853343,0.0
TTF2,0.28576563623292595,0.09662113587347232,0.0016534867002156721,0.0015815959741193387,7.189072609633358e-05
XRCC1,0.2889288281811646,0.10222861250898634,0.0027318475916606757,0.0027318475916606757,0.0
ZBTB12,0.26139468008626887,0.039180445722501796,0.0003594536304816679,0.0003594536304816679,0.0
ZCCHC9,0.25492451473759886,0.03788641265276779,0.0003594536304816679,0.0003594536304816679,0.0
ADCK4,0.2800862688713156,0.07332854061826025,0.0005751258087706686,0.0005751258087706686,0.0
GTF3C3,0.28554996405463695,0.09453630481667864,0.0009345794392523365,0.0009345794392523365,0.0
IFI27,0.2541337167505392,0.037383177570093455,0.00043134435657800146,0.00043134435657800146,0.0
PINX1,0.29051042415528394,0.10999281092739037,0.002875629043853343,0.002875629043853343,0.0
STARD3,0.17275341480948958,0.011502516175413372,0.0,0.0,0.0
ADCK5,0.25571531272465853,0.05255212077641984,0.00021567217828900073,0.00021567217828900073,0.0
CDK9,0.29352983465133,0.1325664989216391,0.004601006470165349,0.004601006470165349,0.0
LZTFL1,0.28526240115025164,0.10323508267433501,0.00201294033069734,0.0019410496046010064,7.189072609633358e-05
PLK1,0.295255212077642,0.1518332135154565,0.010352264557872035,0.010280373831775701,7.189072609633358e-05
SLC12A9,0.18461538461538463,0.016462976276060387,0.00014378145219266715,0.00014378145219266715,0.0
TPI1,0.28806613946800863,0.10330697340043135,0.0014378145219266715,0.0014378145219266715,0.0
TRERF1,0.2498921639108555,0.026671459381739756,7.189072609633358e-05,7.189072609633358e-05,0.0
ADCY1,0.2779295470884256,0.05132997843278217,0.002156721782890007,0.002156721782890007,0.0
ADCY5,0.2775700934579439,0.051617541337167505,0.0020848310567936736,0.0020848310567936736,0.0
ADCY6,0.27634795111430627,0.04960460100647016,0.0019410496046010064,0.0019410496046010064,0.0
ADCYAP1R1,0.21286843997124372,0.013731128684399713,0.0005751258087706686,0.0005751258087706686,0.0
ADRB2,0.28468727534148097,0.08404025880661395,0.0012940330697340044,0.0012221423436376707,7.189072609633358e-05
CALCA,0.23731128684399713,0.022214234363767075,0.0009345794392523365,0.0009345794392523365,0.0
DRD2,0.25319913731128685,0.027030913012221422,0.00100647016534867,0.00100647016534867,0.0
GCG,0.26836808051761324,0.05068296189791517,0.0019410496046010064,0.0019410496046010064,0.0
GCGR,0.24680086268871315,0.02739036664270309,0.0013659237958303378,0.0013659237958303378,0.0
GNAL,0.23443565780014378,0.02293314162473041,0.00043134435657800146,0.00043134435657800146,0.0
GNAS,0.28533429187634796,0.07994248741912294,0.001869158878504673,0.0017972681524083393,7.189072609633358e-05
GNG2,0.26908698777857654,0.05542774982027319,0.002156721782890007,0.0020848310567936736,7.189072609633358e-05
HTR1A,0.23199137311286844,0.019985621854780734,0.0010783608914450035,0.0010783608914450035,0.0
HTR4,0.2145219266714594,0.01732566498921639,0.0003594536304816679,0.0003594536304816679,0.0
MC2R,0.17742631200575126,0.009202012940330698,0.0002875629043853343,0.0002875629043853343,0.0
NME4,0.2668583752695902,0.0387491013659238,0.0017253774263120058,0.0016534867002156721,7.189072609633358e-05
NME7,0.2792235801581596,0.06355140186915888,0.0017972681524083393,0.0017972681524083393,0.0
PARP6,0.2655643421998562,0.0314881380301941,0.001869158878504673,0.001869158878504673,0.0
PDE10A,0.2079079798705967,0.009130122214234364,0.0005751258087706686,0.000503235082674335,7.189072609633358e-05
PDE11A,0.23033788641265276,0.01710999281092739,0.0006470165348670022,0.0006470165348670022,0.0
PDE1A,0.25068296189791517,0.01876347951114306,0.0008626887131560029,0.0007907979870596693,7.189072609633358e-05
PDE1C,0.24406901509705248,0.02149532710280374,0.0007907979870596693,0.0007907979870596693,0.0
PDE2A,0.24011502516175415,0.019769949676491733,0.0006470165348670022,0.0005751258087706686,7.189072609633358e-05
PDE3A,0.25938173975557155,0.03357296908698778,0.0007189072609633358,0.0007189072609633358,0.0
PDE3B,0.2657081236520489,0.0387491013659238,0.0007907979870596693,0.0007907979870596693,0.0
PDE4A,0.2782171099928109,0.07555715312724659,0.0007907979870596693,0.0007907979870596693,0.0
PDE4B,0.23213515456506112,0.01710999281092739,0.0006470165348670022,0.0006470165348670022,0.0
PDE4C,0.23537023723939612,0.014737598849748382,0.0006470165348670022,0.0006470165348670022,0.0
PDE4D,0.2647016534867002,0.03163191948238677,0.0008626887131560029,0.0007907979870596693,7.189072609633358e-05
PDE5A,0.24550682961897916,0.02293314162473041,0.0007907979870596693,0.0007189072609633358,7.189072609633358e-05
PDE6D,0.2757728253055356,0.057656362329259525,0.0012940330697340044,0.0012940330697340044,0.0
PDE6G,0.2648454349388929,0.03666427030913012,0.0007189072609633358,0.0007189072609633358,0.0
PDE6H,0.20697340043134435,0.008626887131560028,0.000503235082674335,0.000503235082674335,0.0
PDE7A,0.22940330697340044,0.012221423436376708,0.0007189072609633358,0.0006470165348670022,7.189072609633358e-05
PDE7B,0.22667145938173974,0.011790079079798706,0.0007189072609633358,0.0006470165348670022,7.189072609633358e-05
PDE8A,0.23795830337886412,0.01955427749820273,0.0007907979870596693,0.0007907979870596693,0.0
PDE8B,0.2220704529115744,0.011502516175413372,0.0006470165348670022,0.0006470165348670022,0.0
PDE9A,0.2633357296908699,0.0409058231488138,0.0006470165348670022,0.0006470165348670022,0.0
PKLR,0.2823148813803019,0.05916606757728253,0.002372393961179008,0.002372393961179008,0.0
POLR1A,0.2802300503235083,0.06441409058231488,0.0017972681524083393,0.0017972681524083393,0.0
POLR1B,0.2783608914450036,0.06053199137311287,0.0017972681524083393,0.0017972681524083393,0.0
POLR1C,0.2895039539899353,0.11401869158878504,0.002659956865564342,0.002659956865564342,0.0
POLR1D,0.2822429906542056,0.07253774263120058,0.001869158878504673,0.0017972681524083393,7.189072609633358e-05
POLR2B,0.2889288281811646,0.10337886412652768,0.004960460100647017,0.004960460100647017,0.0
POLR2C,0.29043853342918763,0.10711718188353703,0.004097771387491013,0.004097771387491013,0.0
POLR2D,0.2861250898634076,0.08188353702372395,0.00402588066139468,0.00402588066139468,0.0
POLR2E,0.28979151689432064,0.10690150970524802,0.004385334291876348,0.004385334291876348,0.0
POLR2F,0.28087706685837527,0.06542056074766354,0.003522645578720345,0.003522645578720345,0.0
POLR2G,0.28353702372393963,0.06578001437814522,0.003882099209202013,0.003882099209202013,0.0
POLR2H,0.289000718907261,0.10330697340043135,0.0015815959741193387,0.0015815959741193387,0.0
POLR2I,0.2799424874191229,0.0601725377426312,0.002803738317757009,0.0027318475916606757,7.189072609633358e-05
POLR2K,0.27491013659237956,0.058375269590222864,0.0012221423436376707,0.0011502516175413372,7.189072609633358e-05
POLR2L,0.2851905104241553,0.07196261682242991,0.0027318475916606757,0.002659956865564342,7.189072609633358e-05
POLR3A,0.29194823867721065,0.13134435657800145,0.002803738317757009,0.0027318475916606757,7.189072609633358e-05
POLR3B,0.2751976994967649,0.05528396836808052,0.0013659237958303378,0.0013659237958303378,0.0
POLR3G,0.2695183321351546,0.044140905823148814,0.001509705248023005,0.001509705248023005,0.0
POLR3GL,0.2521207764198418,0.023292595255212076,0.0013659237958303378,0.0013659237958303378,0.0
POLR3H,0.2693745506829619,0.04306254493170381,0.001509705248023005,0.001509705248023005,0.0
POLR3K,0.27713874910136593,0.057296908698777856,0.0014378145219266715,0.0014378145219266715,0.0
PTGDR2,0.2076923076923077,0.012437095614665708,0.000503235082674335,0.000503235082674335,0.0
PTHLH,0.2549964054636952,0.04018691588785047,0.0008626887131560029,0.0008626887131560029,0.0
RXFP1,0.15233644859813084,0.007476635514018692,0.00014378145219266715,0.00014378145219266715,0.0
RXFP2,0.13630481667864847,0.006470165348670022,0.00014378145219266715,0.00014378145219266715,0.0
VIPR1,0.22796549245147377,0.01811646297627606,0.0007189072609633358,0.0007189072609633358,0.0
ZNRD1,0.27721063982746225,0.05413371675053918,0.0012940330697340044,0.0012940330697340044,0.0
ADCY10,0.24953271028037383,0.020057512580877068,0.0011502516175413372,0.0011502516175413372,0.0
ITPA,0.26621135873472324,0.035298346513299786,0.0017253774263120058,0.0016534867002156721,7.189072609633358e-05
PTGIR,0.26865564342199855,0.05456506110711718,0.00043134435657800146,0.00043134435657800146,0.0
ADM2,0.13846153846153847,0.0067577282530553555,0.0003594536304816679,0.0002875629043853343,7.189072609633358e-05
ADORA3,0.24701653486700215,0.033141624730409776,0.0005751258087706686,0.0005751258087706686,0.0
ADRA2C,0.21933860531991373,0.015456506110711718,0.000503235082674335,0.000503235082674335,0.0
ADRB1,0.2306254493170381,0.02530553558590942,0.0006470165348670022,0.0006470165348670022,0.0
ADRB3,0.2301941049604601,0.02228612508986341,0.0002875629043853343,0.0002875629043853343,0.0
AGTR2,0.2308411214953271,0.017541337167505392,0.0007189072609633358,0.0006470165348670022,7.189072609633358e-05
CALCB,0.16240115025161755,0.007260963335729691,0.0002875629043853343,0.0002875629043853343,0.0
CALCR,0.23903666427030912,0.02271746944644141,0.0008626887131560029,0.0008626887131560029,0.0
CHRM4,0.22940330697340044,0.02271746944644141,0.0006470165348670022,0.0006470165348670022,0.0
DRD3,0.2529115744069015,0.03364485981308411,0.0009345794392523365,0.0009345794392523365,0.0
EDN1,0.29137311286844,0.13098490294751977,0.002875629043853343,0.002803738317757009,7.189072609633358e-05
ENTPD1,0.27253774263120056,0.04349388928828181,0.0017972681524083393,0.0017972681524083393,0.0
ENTPD2,0.26585190510424156,0.0314881380301941,0.00100647016534867,0.00100647016534867,0.0
ENTPD8,0.26326383896477357,0.02875629043853343,0.0016534867002156721,0.0016534867002156721,0.0
FSHR,0.2798705966930266,0.06613946800862688,0.0009345794392523365,0.0009345794392523365,0.0
GLP1R,0.26879942487419123,0.05478073328540618,0.0005751258087706686,0.0005751258087706686,0.0
GPR55,0.19374550682961897,0.012365204888569374,0.000503235082674335,0.000503235082674335,0.0
HTR1B,0.23946800862688714,0.03637670740474479,0.0005751258087706686,0.0005751258087706686,0.0
LPAR1,0.2526240115025162,0.03975557153127247,0.0015815959741193387,0.001509705248023005,7.189072609633358e-05
LPAR2,0.27030913012221425,0.06312005751258087,0.0013659237958303378,0.0012940330697340044,7.189072609633358e-05
NME1-NME2,0.28188353702372393,0.0910136592379583,0.00100647016534867,0.00100647016534867,0.0
NPSR1,0.21164629762760603,0.016966211358734724,0.000503235082674335,0.000503235082674335,0.0
NPY1R,0.19583033788641266,0.012005751258087706,0.00043134435657800146,0.00043134435657800146,0.0
NPY4R,0.1479511143062545,0.00826743350107836,0.00021567217828900073,0.00021567217828900073,0.0
OPRM1,0.27491013659237956,0.06405463695183321,0.0012940330697340044,0.0012940330697340044,0.0
P2RY4,0.17828900071890727,0.009489575844716032,0.00021567217828900073,0.00021567217828900073,0.0
PDE6B,0.1832494608195543,0.013012221423436377,0.00021567217828900073,0.00021567217828900073,0.0
PDE6C,0.18497483824586627,0.013443565780014379,0.00014378145219266715,0.00014378145219266715,0.0
PRKAR1B,0.2803738317757009,0.06728971962616823,0.00100647016534867,0.00100647016534867,0.0
PYY,0.20546369518332136,0.013299784327821711,0.0007907979870596693,0.0007907979870596693,0.0
