gene_xlaevis_wound_down,xlaevis_wound_down_Fraction_sp_less7,xlaevis_wound_down_Fraction_sp_less6,xlaevis_wound_down_Fraction_sp_less5,xlaevis_wound_down_Fraction_sp_less4,xlaevis_wound_down_Fraction_sp_less3,xlaevis_wound_down_Fraction_sp_less2,xlaevis_wound_down_Fraction_sp_1,xlaevis_wound_down_Fraction_sp_0
TCOF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSRP1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
SPPL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPA1,0.05983450031826862,0.030341608317419902,0.02143008699342245,0.014215998302567368,0.0019096117122851686,0.0,0.0,0.0
ITGA8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ITGA9,0.05962232123912582,0.03988966687884574,0.026098026734563972,0.005941014215998302,0.0002121790791427965,0.0,0.0,0.0
ITGA1,0.08762995968597496,0.05962232123912582,0.03988966687884574,0.026098026734563972,0.005941014215998302,0.0002121790791427965,0.0002121790791427965,0.0
ITGA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITGA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITGA4,0.10906004667939741,0.06980691703798006,0.029705071079991513,0.013791640144281773,0.006577551453426692,0.002546148949713558,0.002546148949713558,0.0
ITGA5,0.08890303416083174,0.06259282834712497,0.04328453214513049,0.023339698705707616,0.0046679397411415234,0.0006365372374283895,0.0006365372374283895,0.0
ITGA6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITGA7,0.11224273286653937,0.07977933375769149,0.05198387438998515,0.033099936346276254,0.0120942075111394,0.001697432633142372,0.0014852535539995756,0.0002121790791427965
TRHR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UFSP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UFSP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHST8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHST1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHST3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHST2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHST5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHST4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHST7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHST6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITGAX,0.08359855718226183,0.04349671122427329,0.021642266072565246,0.008911521323997454,0.00488011882028432,0.0006365372374283895,0.0006365372374283895,0.0
BCL2A1,0.08508381073626141,0.043708890303416084,0.02249098238913643,0.00912370040314025,0.005092297899427116,0.0002121790791427965,0.0002121790791427965,0.0
ITGAV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITGAL,0.11118183747082537,0.07553575217483556,0.03607044345427541,0.016125610014852534,0.00551665605771271,0.002758328028856355,0.002758328028856355,0.0
ITGAM,0.09441969021854445,0.049862083598557184,0.022278803309993635,0.009335879482283047,0.005728835136855506,0.0021217907914279654,0.0021217907914279654,0.0
ITGAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGF2R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC36A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CKS1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC36A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARTN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ART1,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.0
ART4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CADPS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RLF,0.02673456397199236,0.006365372374283896,0.002758328028856355,0.0006365372374283895,0.0,0.0,0.0,0.0
CRTAP,0.10906004667939741,0.08975175047740293,0.06216847018883938,0.03500954805856143,0.020369191597708464,0.0038192234245703373,0.003607044345427541,0.0002121790791427965
ADPGK,0.11160619562911096,0.07468703585826438,0.03479736897941863,0.015276893698281349,0.0021217907914279654,0.0002121790791427965,0.0002121790791427965,0.0
CPEB4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPEB1,0.12136643326967961,0.09972416719711437,0.06153193295141099,0.023551877784850413,0.00551665605771271,0.0014852535539995756,0.0014852535539995756,0.0
CPEB3,0.07192870782940802,0.04858900912370041,0.0241884150222788,0.005941014215998302,0.0010608953957139827,0.0,0.0,0.0
CPEB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRBD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHOX2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHOX2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFH,0.040314025037131336,0.026946743051135157,0.011669849352853808,0.0010608953957139827,0.0,0.0,0.0,0.0
CFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKFY1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIDT1,0.04010184595798854,0.01952047528113728,0.009335879482283047,0.0021217907914279654,0.0002121790791427965,0.0002121790791427965,0.0,0.0002121790791427965
SIDT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAGAB,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
C4orf17,0.002546148949713558,0.0023339698705707617,0.0010608953957139827,0.0006365372374283895,0.000424358158285593,0.0002121790791427965,0.0002121790791427965,0.0
SCYL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCE1,0.05007426267769998,0.030341608317419902,0.009335879482283047,0.001697432633142372,0.000424358158285593,0.0,0.0,0.0
TEN1-CDK3,0.08975175047740293,0.047103755569700825,0.012518565669424995,0.003182686187141948,0.0006365372374283895,0.0002121790791427965,0.0002121790791427965,0.0
ZNF117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEZ6L,0.0021217907914279654,0.0021217907914279654,0.001273074474856779,0.000848716316571186,0.000424358158285593,0.0,0.0,0.0
PRKAR2A,0.029705071079991513,0.019732654360280075,0.007850625928283471,0.0019096117122851686,0.000424358158285593,0.0,0.0,0.0
PRKAR2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAGT1,0.031402503713133884,0.008911521323997454,0.004031402503713134,0.002758328028856355,0.0010608953957139827,0.0002121790791427965,0.0002121790791427965,0.0
ITGA2B,0.02567366857627838,0.007426267769997878,0.0019096117122851686,0.0006365372374283895,0.0,0.0,0.0,0.0
PHACTR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR2K2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHACTR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NR1D1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NR1D2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OGFR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTCH2,0.10778697220454063,0.08190112454911945,0.0426479949077021,0.011882028431996604,0.003182686187141948,0.0002121790791427965,0.0,0.0002121790791427965
PTCH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIMM44,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
RAD9B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAD9A,0.10651389772968385,0.08635688521111819,0.046042860173986844,0.013791640144281773,0.002970507107999151,0.000424358158285593,0.000424358158285593,0.0
ERGIC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERGIC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERGIC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B3GAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B3GAT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B3GAT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPG21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPG20,0.11075747931253978,0.0914491831105453,0.05919796308084023,0.03161468279227668,0.007001909611712286,0.0,0.0,0.0
GSDMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSDMC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSDMD,0.08678124336940378,0.054530023339698704,0.020157012518565668,0.0061531932951410994,0.000424358158285593,0.0,0.0,0.0
UPK1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPK1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLGAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLGAP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLGAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLGAP4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
DLGAP5,0.07235306598769362,0.040314025037131336,0.020581370676851264,0.007850625928283471,0.002546148949713558,0.0014852535539995756,0.0014852535539995756,0.0
OIP5,0.03904095056227456,0.019732654360280075,0.007426267769997878,0.0023339698705707617,0.0014852535539995756,0.0,0.0,0.0
FAM169A,0.04625503925312964,0.015489072777424145,0.004243581582855931,0.0002121790791427965,0.0002121790791427965,0.0002121790791427965,0.0,0.0002121790791427965
PTPN18,0.0982389136431148,0.049862083598557184,0.0241884150222788,0.008699342244854658,0.0014852535539995756,0.0002121790791427965,0.0002121790791427965,0.0
LRRFIP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPN13,0.06810948440483769,0.03585826437513261,0.009972416719711436,0.001273074474856779,0.0,0.0,0.0,0.0
PTPN12,0.09038828771483132,0.0668364099299809,0.03988966687884574,0.015701251856566942,0.0019096117122851686,0.0,0.0,0.0
PTPN11,0.09420751113940165,0.06131975387226819,0.03776787608741778,0.015064714619138553,0.003182686187141948,0.0,0.0,0.0
PTPN14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAPPC6A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MZB1,0.09187354126883089,0.052196053469127944,0.025885847655421176,0.011245491194568216,0.0046679397411415234,0.0,0.0,0.0
TRAPPC6B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK3,0.09081264587311691,0.04752811372798642,0.012730744748567792,0.003394865266284744,0.0006365372374283895,0.000424358158285593,0.000424358158285593,0.0
HLA-DQB1,0.047103755569700825,0.01994483343942287,0.010821133036282623,0.003607044345427541,0.0002121790791427965,0.0,0.0,0.0
MSMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DQB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOXS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMKK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMKK1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CHMP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL36AL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHMP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHMP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHMP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR52N4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR52N2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR52N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LY6G6C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXA13,0.3,0.3,0.3,0.2,0.03333333333333333,0.0,0.0,0.0
HOXA11,0.3,0.3,0.3,0.26666666666666666,0.1,0.0,0.0,0.0
GTF2I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TDG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HN1,0.08359855718226183,0.053256948864841926,0.03288775726713346,0.010608953957139827,0.0006365372374283895,0.0002121790791427965,0.0002121790791427965,0.0
LRRC27,0.08805431784426056,0.04752811372798642,0.018671758964566094,0.00551665605771271,0.0002121790791427965,0.0,0.0,0.0
LRRC26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC25,0.09441969021854445,0.049862083598557184,0.022278803309993635,0.00912370040314025,0.005728835136855506,0.0014852535539995756,0.0014852535539995756,0.0
LRRC24,0.08762995968597496,0.05240823254827074,0.018671758964566094,0.005304476978569913,0.000424358158285593,0.0,0.0,0.0
LRRC23,0.10715043496711224,0.08253766178654785,0.047103755569700825,0.015276893698281349,0.002546148949713558,0.0,0.0,0.0
MPDU1,0.12051771695310842,0.10269467430511352,0.07107999151283684,0.036282622533418206,0.0076384468491406746,0.000424358158285593,0.000424358158285593,0.0
LRRC29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCNT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCNT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCNT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPCAT4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
LPCAT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPCAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPCAT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAGLN,0.10990876299596859,0.08847867600254615,0.05750053044769786,0.03713133884998939,0.022278803309993635,0.0046679397411415234,0.0046679397411415234,0.0
ALPP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EBP,0.09399533206025885,0.061744112030553785,0.03267557818799066,0.007001909611712286,0.000848716316571186,0.0,0.0,0.0
PDK4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
LNPEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALPI,0.008699342244854658,0.0023339698705707617,0.0014852535539995756,0.0006365372374283895,0.000424358158285593,0.0,0.0,0.0
SEC61A1,0.09017610863568852,0.060046679397411415,0.031190324633991087,0.008699342244854658,0.0038192234245703373,0.001273074474856779,0.001273074474856779,0.0
SEC61A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PECR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDIT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDIT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYAL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT45A1,0.002546148949713558,0.0019096117122851686,0.0019096117122851686,0.0010608953957139827,0.0006365372374283895,0.000424358158285593,0.000424358158285593,0.0
PTPMT1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ATP5C1,0.08953957139826013,0.055590918735412685,0.02864417568427753,0.021642266072565246,0.015276893698281349,0.003607044345427541,0.003607044345427541,0.0
NPC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB3GAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BHLHA15,0.018459579885423297,0.002758328028856355,0.000424358158285593,0.000424358158285593,0.000424358158285593,0.0002121790791427965,0.0002121790791427965,0.0
RAB3GAP1,0.05071079991512837,0.016762147252280923,0.004455760661998727,0.0010608953957139827,0.0002121790791427965,0.0002121790791427965,0.0002121790791427965,0.0
DAG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETHE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGSM3,0.09187354126883089,0.05304476978569913,0.015064714619138553,0.0038192234245703373,0.001273074474856779,0.0002121790791427965,0.0002121790791427965,0.0
KDM1A,0.019732654360280075,0.008062805007426267,0.002970507107999151,0.000424358158285593,0.0,0.0,0.0,0.0
KDM1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIST1H3H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCER1G,0.09526840653511563,0.056651814131126674,0.024612773180564398,0.01103331211542542,0.007001909611712286,0.0021217907914279654,0.0021217907914279654,0.0
BTG4,0.0023339698705707617,0.0019096117122851686,0.0010608953957139827,0.0006365372374283895,0.000424358158285593,0.0002121790791427965,0.0002121790791427965,0.0
BTG3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTG2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
BTG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRD5A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRD5A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GGA1,0.09866327180140039,0.0672607680882665,0.022915340547422024,0.006365372374283896,0.001697432633142372,0.0,0.0,0.0
GGA3,0.0736261404625504,0.036919159770846595,0.008699342244854658,0.0019096117122851686,0.000424358158285593,0.0,0.0,0.0
GGA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FHOD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GJC1,0.10842350944196902,0.0859325270528326,0.05410566518141311,0.03543390621684702,0.01718650541056652,0.000848716316571186,0.000848716316571186,0.0
PSMB9,0.10269467430511352,0.07256524506683641,0.031826861871419476,0.015276893698281349,0.007001909611712286,0.0006365372374283895,0.0006365372374283895,0.0
PSMB8,0.11266709102482496,0.07977933375769149,0.03819223424570337,0.016762147252280923,0.0061531932951410994,0.0006365372374283895,0.0006365372374283895,0.0
PSMB7,0.08678124336940378,0.05113515807341396,0.02673456397199236,0.01994483343942287,0.011882028431996604,0.001697432633142372,0.0014852535539995756,0.0002121790791427965
PSMB6,0.07489921493740717,0.037555697008274984,0.025249310417992787,0.020369191597708464,0.011669849352853808,0.0014852535539995756,0.001273074474856779,0.0002121790791427965
PSMB5,0.08465945257797582,0.047740292807129214,0.025461489497135583,0.021642266072565246,0.01336728198599618,0.0019096117122851686,0.001697432633142372,0.0002121790791427965
PSMB4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
PSMB3,0.06429026098026734,0.03585826437513261,0.02206662423085084,0.01464035646085296,0.002758328028856355,0.0002121790791427965,0.0002121790791427965,0.0
PSMB2,0.057712709526840655,0.03225122002970507,0.020369191597708464,0.01103331211542542,0.0019096117122851686,0.000424358158285593,0.0002121790791427965,0.0002121790791427965
PSMB1,0.037980055166560577,0.023976235943136005,0.01888393804370889,0.007214088690855082,0.001697432633142372,0.0006365372374283895,0.000424358158285593,0.0002121790791427965
LMBR1L,0.0859325270528326,0.04349671122427329,0.015064714619138553,0.004243581582855931,0.000424358158285593,0.0,0.0,0.0
PNMA1,0.1217907914279652,0.09887545088054318,0.06535115637598132,0.031826861871419476,0.008274984086569064,0.000848716316571186,0.000848716316571186,0.0
ACKR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNMA3,0.007426267769997878,0.0019096117122851686,0.0006365372374283895,0.0,0.0,0.0,0.0,0.0
PNMA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIML2,0.0023339698705707617,0.0019096117122851686,0.0010608953957139827,0.0006365372374283895,0.000424358158285593,0.0,0.0,0.0
VPS13D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NACC1,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5
VPS13A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH3KBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VPS13C,0.0793549755994059,0.046042860173986844,0.010821133036282623,0.0006365372374283895,0.0,0.0,0.0,0.0
VPS13B,0.08253766178654785,0.052196053469127944,0.01718650541056652,0.0046679397411415234,0.0014852535539995756,0.000424358158285593,0.000424358158285593,0.0
BEX2,0.08084022915340547,0.04625503925312964,0.015064714619138553,0.002758328028856355,0.0002121790791427965,0.0,0.0,0.0
BEX1,0.026946743051135157,0.008699342244854658,0.0010608953957139827,0.0002121790791427965,0.0,0.0,0.0,0.0
TMEM160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVI2A,0.09463186929768724,0.05028644175684278,0.022703161468279227,0.009548058561425843,0.005304476978569913,0.0014852535539995756,0.0014852535539995756,0.0
TMEM168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVI2B,0.10715043496711224,0.06598769361340971,0.031826861871419476,0.014852535539995756,0.007426267769997878,0.0038192234245703373,0.0038192234245703373,0.0
FOXN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOXN3,0.056651814131126674,0.03352429450456185,0.019096117122851686,0.003182686187141948,0.000424358158285593,0.0002121790791427965,0.0002121790791427965,0.0
COL14A1,0.10460428601739868,0.08444727349883302,0.05410566518141311,0.03352429450456185,0.018671758964566094,0.005304476978569913,0.005304476978569913,0.0
IFFO1,0.036282622533418206,0.012730744748567792,0.002758328028856355,0.0006365372374283895,0.0002121790791427965,0.0002121790791427965,0.0002121790791427965,0.0
TAP2,0.0912370040314025,0.05262041162741354,0.023976235943136005,0.010184595798854232,0.0021217907914279654,0.0,0.0,0.0
SNAP91,0.08508381073626141,0.053256948864841926,0.02376405686399321,0.006365372374283896,0.0006365372374283895,0.0002121790791427965,0.0,0.0002121790791427965
C11orf30,0.09866327180140039,0.06153193295141099,0.02821981752599194,0.0038192234245703373,0.000424358158285593,0.0,0.0,0.0
IFNA6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACROD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACROD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8orf48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP53I3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MB,0.25,0.25,0.25,0.25,0.25,0.16666666666666666,0.16666666666666666,0.0
SLC18A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC18A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC18A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RALBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF837,0.09272225758540208,0.05113515807341396,0.015064714619138553,0.004243581582855931,0.0,0.0,0.0,0.0
ZNF839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZPBP,0.0023339698705707617,0.0019096117122851686,0.0010608953957139827,0.0006365372374283895,0.000424358158285593,0.0,0.0,0.0
RAB33A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC17A9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB33B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC17A5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC17A6,0.0023339698705707617,0.0019096117122851686,0.0019096117122851686,0.000848716316571186,0.0,0.0,0.0,0.0
SLC17A7,0.07001909611712286,0.0428601739868449,0.031190324633991087,0.013579461065138977,0.0021217907914279654,0.0,0.0,0.0
SLC17A1,0.011457670273711012,0.007426267769997878,0.0019096117122851686,0.0010608953957139827,0.0010608953957139827,0.0,0.0,0.0
SLC17A2,0.011457670273711012,0.007426267769997878,0.0019096117122851686,0.001273074474856779,0.0010608953957139827,0.000848716316571186,0.000848716316571186,0.0
SETDB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHMP4A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHMP4B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHMP4C,0.09972416719711437,0.072989603225122,0.04434542754084447,0.017610863568852112,0.006577551453426692,0.0006365372374283895,0.0006365372374283895,0.0
COBLL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM173,0.09484404837683004,0.07086781243369404,0.04010184595798854,0.015489072777424145,0.002546148949713558,0.0002121790791427965,0.0002121790791427965,0.0
ZNF302,0.055590918735412685,0.022703161468279227,0.009548058561425843,0.001697432633142372,0.0002121790791427965,0.0,0.0,0.0
ZNF300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXB13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXO17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP3CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP3CB,0.12221514958625079,0.10163377890939954,0.06450244005941014,0.03097814555484829,0.009972416719711436,0.001273074474856779,0.001273074474856779,0.0
PPP3CC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12,0.02376405686399321,0.012730744748567792,0.011457670273711012,0.011245491194568216,0.01103331211542542,0.010608953957139827,0.01039677487799703,0.0002121790791427965
RPL18,0.05007426267769998,0.021642266072565246,0.012730744748567792,0.011245491194568216,0.01103331211542542,0.008274984086569064,0.008062805007426267,0.0002121790791427965
ADRA2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADRA2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL19,0.05007426267769998,0.021642266072565246,0.012730744748567792,0.011457670273711012,0.01103331211542542,0.010821133036282623,0.010608953957139827,0.0002121790791427965
