gene_xlaevis_wound_down,xlaevis_wound_down_Fraction_sp_less7,xlaevis_wound_down_Fraction_sp_less6,xlaevis_wound_down_Fraction_sp_less5,xlaevis_wound_down_Fraction_sp_less4,xlaevis_wound_down_Fraction_sp_less3,xlaevis_wound_down_Fraction_sp_less2,xlaevis_wound_down_Fraction_sp_1,xlaevis_wound_down_Fraction_sp_0
TMEM187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM186,0.0674729471674093,0.03500954805856143,0.021005728835136857,0.01464035646085296,0.002546148949713558,0.0,0.0,0.0
IL10RB,0.09399533206025885,0.06047103755569701,0.029492892000848717,0.0120942075111394,0.00488011882028432,0.000424358158285593,0.0002121790791427965,0.0002121790791427965
TMEM189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HCAR2,0.09251007850625928,0.06216847018883938,0.031190324633991087,0.015276893698281349,0.001697432633142372,0.0002121790791427965,0.0002121790791427965,0.0
SCGB1A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAF6,0.09590494377254402,0.05792488860598345,0.01952047528113728,0.0038192234245703373,0.0002121790791427965,0.0,0.0,0.0
TAF5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAF3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
TAF2,0.060046679397411415,0.0182474008062805,0.00488011882028432,0.0010608953957139827,0.0002121790791427965,0.0,0.0,0.0
TAF1,0.0791427965202631,0.05113515807341396,0.017610863568852112,0.002970507107999151,0.0006365372374283895,0.0002121790791427965,0.0002121790791427965,0.0
HMOX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAF9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMOX2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSPAN32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSPAN31,0.07235306598769362,0.046042860173986844,0.01888393804370889,0.0038192234245703373,0.000424358158285593,0.0,0.0,0.0
ALAD,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
FOSB,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.0
PDXK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLTCL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FNIP1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
FNIP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKAP8L,0.05537873965626989,0.016762147252280923,0.0046679397411415234,0.001697432633142372,0.0002121790791427965,0.0,0.0,0.0
PDCD6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDCD7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDCD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDCD5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCF20,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
TCF21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCF23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRUNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MINA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HDLBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARFGEF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARFGEF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL12B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL12A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEC22C,0.1033312115425419,0.07129217059197963,0.04222363674941651,0.016549968173138127,0.0021217907914279654,0.0,0.0,0.0
SEC22B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEC22A,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ELANE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSFA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDCD10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDCD11,0.05580309781455548,0.03161468279227668,0.015913430935709738,0.005092297899427116,0.0,0.0,0.0,0.0
ATPIF1,0.062380649267982174,0.029705071079991513,0.02206662423085084,0.015064714619138553,0.0038192234245703373,0.0002121790791427965,0.0002121790791427965,0.0
PPP3R1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRNT,0.002546148949713558,0.0023339698705707617,0.0010608953957139827,0.0006365372374283895,0.000424358158285593,0.000424358158285593,0.000424358158285593,0.0
PRNP,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
TMEM59,0.008911521323997454,0.003182686187141948,0.000848716316571186,0.0002121790791427965,0.0002121790791427965,0.0002121790791427965,0.0002121790791427965,0.0
TMEM56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCLY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSPO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM84B,0.07192870782940802,0.04222363674941651,0.017610863568852112,0.008487163165711862,0.0021217907914279654,0.0,0.0,0.0
ZNF675,0.07044345427540845,0.03500954805856143,0.014215998302567368,0.002546148949713558,0.0002121790791427965,0.0,0.0,0.0
ZNF671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF679,0.002546148949713558,0.0023339698705707617,0.0010608953957139827,0.0006365372374283895,0.000424358158285593,0.000424358158285593,0.000424358158285593,0.0
ACLY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR1B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGST2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
MGST3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
MGST1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMDS,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
LSR,0.11394016549968174,0.08062805007426267,0.05240823254827074,0.022278803309993635,0.0076384468491406746,0.001273074474856779,0.001273074474856779,0.0
LSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRSS50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPV17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIN28B,0.002970507107999151,0.0021217907914279654,0.0019096117122851686,0.0019096117122851686,0.0010608953957139827,0.0,0.0,0.0
LIN28A,0.002546148949713558,0.0019096117122851686,0.0019096117122851686,0.0010608953957139827,0.000424358158285593,0.0,0.0,0.0
OTUD7B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH3D19,0.09717801824740081,0.0668364099299809,0.04158709951198812,0.028007638446849142,0.00976023764056864,0.0006365372374283895,0.0006365372374283895,0.0
VAPB,0.06407808190112455,0.03946530872056015,0.021005728835136857,0.007001909611712286,0.0010608953957139827,0.000424358158285593,0.000424358158285593,0.0
VAPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM156,0.08784213876511776,0.04498196477827286,0.02249098238913643,0.010608953957139827,0.0046679397411415234,0.0002121790791427965,0.0002121790791427965,0.0
IFIH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARL11,0.09908762995968598,0.06492679821769573,0.03288775726713346,0.015276893698281349,0.006577551453426692,0.0002121790791427965,0.0002121790791427965,0.0
ARL15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARL14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARL16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIF4A,0.07171652875026523,0.03904095056227456,0.020369191597708464,0.0076384468491406746,0.002546148949713558,0.0014852535539995756,0.0014852535539995756,0.0
ANGEL2,0.029705071079991513,0.007426267769997878,0.0021217907914279654,0.0006365372374283895,0.0,0.0,0.0,0.0
DHRS7B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MANBAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF4E3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF4E2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR1A,0.030341608317419902,0.021005728835136857,0.012942923827710588,0.002758328028856355,0.000424358158285593,0.0,0.0,0.0
WDR70,0.07956715467854869,0.04179927859113092,0.009972416719711436,0.002970507107999151,0.000424358158285593,0.0,0.0,0.0
WDR73,0.09887545088054318,0.0670485890091237,0.02567366857627838,0.007850625928283471,0.0021217907914279654,0.0,0.0,0.0
WDR75,0.03225122002970507,0.011669849352853808,0.004243581582855931,0.000424358158285593,0.0,0.0,0.0,0.0
WDR74,0.027795459367706343,0.0076384468491406746,0.0010608953957139827,0.0002121790791427965,0.0,0.0,0.0,0.0
WDR77,0.07107999151283684,0.033948652662847446,0.02312751962656482,0.017398684489709316,0.005092297899427116,0.000424358158285593,0.0002121790791427965,0.0002121790791427965
WDR76,0.0367069806917038,0.015276893698281349,0.00488011882028432,0.0019096117122851686,0.0,0.0,0.0,0.0
MCF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDO1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
PRPF8,0.06259282834712497,0.02079354975599406,0.006789730532569488,0.002758328028856355,0.001273074474856779,0.0,0.0,0.0
PRPF3,0.096965839168258,0.06450244005941014,0.02376405686399321,0.006789730532569488,0.0019096117122851686,0.0,0.0,0.0
PRPF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRPF6,0.025249310417992787,0.0076384468491406746,0.003607044345427541,0.001273074474856779,0.0002121790791427965,0.0,0.0,0.0
INMT,0.05983450031826862,0.0367069806917038,0.02503713133884999,0.008487163165711862,0.0002121790791427965,0.0,0.0,0.0
CD177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCF11,0.036919159770846595,0.015276893698281349,0.0061531932951410994,0.001273074474856779,0.000424358158285593,0.0,0.0,0.0
ZFP64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIP4K2A,0.06874602164226608,0.03904095056227456,0.015701251856566942,0.007850625928283471,0.0019096117122851686,0.0,0.0,0.0
ZFP62,0.06280500742626777,0.029492892000848717,0.011245491194568216,0.002758328028856355,0.0,0.0,0.0,0.0
PIP4K2C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIP4K2B,0.11075747931253978,0.08890303416083174,0.05134733715255676,0.01994483343942287,0.003182686187141948,0.000424358158285593,0.0002121790791427965,0.0002121790791427965
CSAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDON,0.07850625928283471,0.047740292807129214,0.02673456397199236,0.008699342244854658,0.000848716316571186,0.0002121790791427965,0.0002121790791427965,0.0
RPRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMBT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRKG1,0.11457670273711013,0.08656906429026098,0.05750053044769786,0.03479736897941863,0.013579461065138977,0.0023339698705707617,0.0023339698705707617,0.0
PRKG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMEPA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALML3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALML6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALML5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CREM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDGFRB,0.10566518141311267,0.08720560152768937,0.057712709526840655,0.03607044345427541,0.02206662423085084,0.00551665605771271,0.00551665605771271,0.0
PDGFRA,0.06874602164226608,0.043708890303416084,0.029492892000848717,0.014215998302567368,0.0014852535539995756,0.0,0.0,0.0
ANKRD13B,0.12094207511139402,0.09951198811797157,0.06131975387226819,0.021005728835136857,0.0038192234245703373,0.000848716316571186,0.000848716316571186,0.0
ANKRD13C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD13A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AIDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDGFRL,0.0859325270528326,0.056651814131126674,0.0367069806917038,0.02143008699342245,0.0061531932951410994,0.000848716316571186,0.000848716316571186,0.0
TMSB10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCTP1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CA7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMNDC1,0.03607044345427541,0.011669849352853808,0.0038192234245703373,0.0014852535539995756,0.0,0.0,0.0,0.0
IER5L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCIF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDOR1,0.0912370040314025,0.05368130702312752,0.018035221727137705,0.004455760661998727,0.000848716316571186,0.0,0.0,0.0
BABAM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RABL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PACRGL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUFY1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUFY3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUFY2,0.11012094207511139,0.09208572034797369,0.060046679397411415,0.020369191597708464,0.0023339698705707617,0.0006365372374283895,0.0006365372374283895,0.0
RUFY4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGR2,0.09251007850625928,0.05898578400169743,0.026522384892849565,0.012306386590282199,0.00551665605771271,0.0010608953957139827,0.000848716316571186,0.0002121790791427965
AGR3,0.07023127519626565,0.03946530872056015,0.017398684489709316,0.008487163165711862,0.003394865266284744,0.000424358158285593,0.0002121790791427965,0.0002121790791427965
GPAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSM5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSM4,0.0023339698705707617,0.0019096117122851686,0.0010608953957139827,0.0006365372374283895,0.000424358158285593,0.0,0.0,0.0
NDC1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
EIF4ENIF1,0.016762147252280923,0.004455760661998727,0.0010608953957139827,0.0002121790791427965,0.0002121790791427965,0.0,0.0,0.0
TRIM28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIM29,0.007214088690855082,0.001273074474856779,0.0,0.0,0.0,0.0,0.0,0.0
TRIM24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIM25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIM26,0.08508381073626141,0.05622745597284108,0.02673456397199236,0.0076384468491406746,0.0014852535539995756,0.0,0.0,0.0
TRIM27,0.05346912794398472,0.022278803309993635,0.005728835136855506,0.003182686187141948,0.0010608953957139827,0.0002121790791427965,0.0002121790791427965,0.0
TRIM21,0.05983450031826862,0.022703161468279227,0.009972416719711436,0.002546148949713558,0.0002121790791427965,0.0,0.0,0.0
TRIM22,0.10269467430511352,0.07659664757054954,0.03437301082113304,0.009972416719711436,0.004243581582855931,0.0,0.0,0.0
TRIM23,0.11818374708253766,0.08932739231911734,0.04752811372798642,0.0182474008062805,0.0023339698705707617,0.0002121790791427965,0.0002121790791427965,0.0
GNPAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKAP,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
DNAJC28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJC27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJC24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTSR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJC22,0.051559516231699555,0.020369191597708464,0.009548058561425843,0.004031402503713134,0.0002121790791427965,0.0,0.0,0.0
DNAJC21,0.008274984086569064,0.001273074474856779,0.0002121790791427965,0.0,0.0,0.0,0.0,0.0
NTSR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR4D11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEMGN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAG2,0.10715043496711224,0.08614470613197539,0.05962232123912582,0.03437301082113304,0.012942923827710588,0.001273074474856779,0.0010608953957139827,0.0002121790791427965
BAG3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
BAG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAG6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAG4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
BAG5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KMO,0.051559516231699555,0.02376405686399321,0.01039677487799703,0.006365372374283896,0.0023339698705707617,0.000424358158285593,0.000424358158285593,0.0
ATXN1L,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ZNF385B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF385A,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
UTP11L,0.030553787396562698,0.01994483343942287,0.00551665605771271,0.0006365372374283895,0.0002121790791427965,0.0,0.0,0.0
PPP1R16A,0.09357097390197326,0.05134733715255676,0.015064714619138553,0.004243581582855931,0.0,0.0,0.0,0.0
ATXN10,0.050922978994271166,0.012306386590282199,0.0023339698705707617,0.000424358158285593,0.0002121790791427965,0.0,0.0,0.0
RAP1GAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYL12B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYL12A,0.06853384256312328,0.031190324633991087,0.011882028431996604,0.0014852535539995756,0.0,0.0,0.0,0.0
TMPO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB3IL1,0.06322936558455336,0.034585189900275835,0.012306386590282199,0.0014852535539995756,0.000848716316571186,0.0,0.0,0.0
NAP1L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAP1L2,0.09484404837683004,0.06216847018883938,0.03373647358370465,0.007214088690855082,0.000848716316571186,0.0,0.0,0.0
NAP1L3,0.12030553787396563,0.09526840653511563,0.05877360492255464,0.025249310417992787,0.005941014215998302,0.000424358158285593,0.000424358158285593,0.0
NAP1L4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAP1L5,0.10630171865054105,0.08062805007426267,0.04561850201570125,0.015489072777424145,0.002546148949713558,0.0,0.0,0.0
PEAK1,0.08826649692340335,0.06153193295141099,0.03734351792913219,0.01718650541056652,0.0014852535539995756,0.0,0.0,0.0
IL1RAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIAA1143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KANK3,0.07192870782940802,0.05177169531084235,0.03819223424570337,0.01888393804370889,0.00551665605771271,0.0023339698705707617,0.0021217907914279654,0.0002121790791427965
CANX,0.004455760661998727,0.002970507107999151,0.0010608953957139827,0.0002121790791427965,0.0,0.0,0.0,0.0
ABHD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYLIP,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ABHD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TWF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKAP11,0.10990876299596859,0.08932739231911734,0.05580309781455548,0.023339698705707616,0.004455760661998727,0.0,0.0,0.0
USHBP1,0.07086781243369404,0.05028644175684278,0.0367069806917038,0.016762147252280923,0.005304476978569913,0.001697432633142372,0.001697432633142372,0.0
SSU72,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
SRPX,0.09632930193082961,0.0674729471674093,0.043072353065987695,0.030129429238277106,0.013579461065138977,0.002758328028856355,0.002546148949713558,0.0002121790791427965
GTF3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BATF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO3,0.08508381073626141,0.05410566518141311,0.020369191597708464,0.007001909611712286,0.000848716316571186,0.0,0.0,0.0
AGO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM120B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAPK14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAPK15,0.085508168894547,0.04625503925312964,0.019732654360280075,0.005941014215998302,0.0,0.0,0.0,0.0
MAPK10,0.10311903246339911,0.07235306598769362,0.03882877148313176,0.010608953957139827,0.002546148949713558,0.0002121790791427965,0.0002121790791427965,0.0
MAPK11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAPK12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAPK13,0.11436452365796733,0.08020369191597708,0.05537873965626989,0.024824952259707194,0.008487163165711862,0.0002121790791427965,0.0002121790791427965,0.0
FZD1,0.08890303416083174,0.05750053044769786,0.03543390621684702,0.021005728835136857,0.007426267769997878,0.0,0.0,0.0
FZD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FZD3,0.1035433906216847,0.07277742414597921,0.034585189900275835,0.010821133036282623,0.0021217907914279654,0.0,0.0,0.0
FZD4,0.04392106938255888,0.027158922130277954,0.008911521323997454,0.003182686187141948,0.0002121790791427965,0.0,0.0,0.0
FZD5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FZD6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FZD7,0.07850625928283471,0.047740292807129214,0.02673456397199236,0.008699342244854658,0.000848716316571186,0.0002121790791427965,0.0002121790791427965,0.0
HUS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR10W1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASH1L,0.08911521323997454,0.05071079991512837,0.016762147252280923,0.004455760661998727,0.0010608953957139827,0.0002121790791427965,0.0,0.0002121790791427965
AMFR,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
USO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PICK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRTO4,0.040314025037131336,0.02376405686399321,0.007001909611712286,0.001273074474856779,0.0,0.0,0.0,0.0
LPXN,0.07086781243369404,0.03904095056227456,0.01718650541056652,0.007850625928283471,0.001697432633142372,0.0,0.0,0.0
AZIN2,0.08869085508168895,0.05410566518141311,0.02143008699342245,0.006789730532569488,0.0010608953957139827,0.0,0.0,0.0
TMIGD2,0.0789306174411203,0.04179927859113092,0.01952047528113728,0.00912370040314025,0.0021217907914279654,0.0002121790791427965,0.0002121790791427965,0.0
ESCO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUP43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DBX1,0.002546148949713558,0.0019096117122851686,0.0019096117122851686,0.0010608953957139827,0.000424358158285593,0.0,0.0,0.0
TARBP2,0.09399533206025885,0.06153193295141099,0.02821981752599194,0.006789730532569488,0.0010608953957139827,0.0002121790791427965,0.0002121790791427965,0.0
TARBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSPC1,0.006577551453426692,0.003394865266284744,0.001273074474856779,0.0002121790791427965,0.0,0.0,0.0,0.0
PPP2R4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF3R,0.07129217059197963,0.03776787608741778,0.0182474008062805,0.008699342244854658,0.004031402503713134,0.000424358158285593,0.000424358158285593,0.0
RAPGEF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE4A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTGDR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTGDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBC1D20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBC1D25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUNDC2,0.08932739231911734,0.05686399321026947,0.029705071079991513,0.006789730532569488,0.0006365372374283895,0.0002121790791427965,0.0002121790791427965,0.0
TBC1D2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARPC4,0.02503713133884999,0.004243581582855931,0.001273074474856779,0.0002121790791427965,0.0,0.0,0.0,0.0
TYRO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POC1A,0.040314025037131336,0.02079354975599406,0.007850625928283471,0.002758328028856355,0.0014852535539995756,0.0,0.0,0.0
ZNF823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDFY4,0.09526840653511563,0.05262041162741354,0.026946743051135157,0.013155102906853384,0.0061531932951410994,0.0014852535539995756,0.0014852535539995756,0.0
WDFY3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDFY2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC2A10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD36,0.10545300233396987,0.07977933375769149,0.040950562274559725,0.012518565669424995,0.003182686187141948,0.0,0.0,0.0
ANKRD32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MECR,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
SLC27A5,0.0793549755994059,0.049862083598557184,0.016549968173138127,0.007001909611712286,0.000424358158285593,0.0,0.0,0.0
SLC27A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC27A6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
