gene_hsapiens_stress_up,hsapiens_stress_up_Fraction_sp_less4,hsapiens_stress_up_Fraction_sp_less3,hsapiens_stress_up_Fraction_sp_less2,hsapiens_stress_up_Fraction_sp_1,hsapiens_stress_up_Fraction_sp_0
GRM6,0.25922293474160696,0.11090154658619389,0.007846095812900793,0.007846095812900793,0.0
GRM7,0.23462844209732175,0.055073557148245945,0.0014334213504337986,0.0014334213504337986,0.0
GRM1,0.22821576763485477,0.038551490003772164,0.0003017729158807997,0.0003017729158807997,0.0
NR1H2,0.2528857035081101,0.07008675971331572,0.0012070916635231988,0.0012070916635231988,0.0
GRM3,0.0,0.0,0.0,0.0,0.0
HOXB8,0.14221048660882685,0.012749905695963787,0.0012825348924933987,0.0012070916635231988,7.544322897019993e-05
HOXB9,0.14477555639381365,0.009883062995096191,0.001131648434552999,0.001056205205582799,7.544322897019993e-05
HOXB2,0.22549981139192757,0.056054319124858545,0.0017351942663145982,0.0016597510373443983,7.544322897019993e-05
HOXB3,0.2001508864579404,0.033345907204828364,0.0013579781214635986,0.0012825348924933987,7.544322897019993e-05
HOXB1,0.22957374575631836,0.03741984156921916,0.0008298755186721991,0.0008298755186721991,0.0
HOXB6,0.189060731799321,0.027687665032063373,0.0012825348924933987,0.0012070916635231988,7.544322897019993e-05
HOXB7,0.19245567710298,0.02912108638249717,0.0015843078083741984,0.0015088645794039985,7.544322897019993e-05
HOXB4,0.206412674462467,0.043606186344775553,0.0012070916635231988,0.001131648434552999,7.544322897019993e-05
HOXB5,0.183402489626556,0.02082233119577518,0.0014334213504337986,0.0013579781214635986,7.544322897019993e-05
SPDEF,0.2019615239532252,0.031610712938513766,0.0006035458317615994,0.0005281026027913995,7.544322897019993e-05
MAGOHB,0.24149377593360996,0.06812523576009054,0.0012825348924933987,0.0012825348924933987,0.0
OR4E2,0.017427385892116183,0.0025650697849867975,0.0,0.0,0.0
DYRK2,0.2067144473783478,0.02029422859298378,0.0003017729158807997,0.00022632968691059977,7.544322897019993e-05
DYRK4,0.24798189362504716,0.07861184458694832,0.0017351942663145982,0.0017351942663145982,0.0
AKR7A3,0.25167861184458695,0.06835156544700113,0.002112410411165598,0.002112410411165598,0.0
NR2F6,0.25899660505469635,0.11354205960015089,0.002866842700867597,0.0027913994718973974,7.544322897019993e-05
NR2F1,0.25160316861561677,0.08147868728781592,0.0027913994718973974,0.0027159562429271973,7.544322897019993e-05
NR2F2,0.26224066390041495,0.13149754809505848,0.00965673330818559,0.00958129007921539,7.544322897019993e-05
ELL3,0.2564315352697095,0.0950584685024519,0.003998491135420596,0.003998491135420596,0.0
ELL2,0.18657110524330442,0.014560543191248585,0.0,0.0,0.0
OR4C46,0.0,0.0,0.0,0.0,0.0
CEP41,0.2561297623538287,0.0906073179932101,0.0034703885326291964,0.0033949453036589967,7.544322897019993e-05
FAM72B,0.24149377593360996,0.06261788004526593,0.0029422859298377972,0.0029422859298377972,0.0
HSPE1,0.22097321765371558,0.03244058845718597,0.0003017729158807997,0.0003017729158807997,0.0
