gene_hsapiens_stress_up,hsapiens_stress_up_Fraction_sp_less7,hsapiens_stress_up_Fraction_sp_less6,hsapiens_stress_up_Fraction_sp_less5,hsapiens_stress_up_Fraction_sp_less4,hsapiens_stress_up_Fraction_sp_less3,hsapiens_stress_up_Fraction_sp_less2,hsapiens_stress_up_Fraction_sp_1,hsapiens_stress_up_Fraction_sp_0
PTPN14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
LYAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAPPC6A,0.2548783425680559,0.18429294145988917,0.05034931341845338,0.00493856901951337,0.0,0.0,0.0,0.0
MZB1,0.27270537219947,0.24885569742230787,0.16598410021681523,0.06612864370031318,0.02782462057335582,0.006022645145748013,0.005902192242833052,0.00012045290291496025
TRAPPC6B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK3,0.2735485425198747,0.25560105998554566,0.19043603950855215,0.07118766562274151,0.009033967718622018,0.0002409058058299205,0.0002409058058299205,0.0
HLA-DQB1,0.25788966514092987,0.1973018549747049,0.09166465911828475,0.03782221151529752,0.008431703204047217,0.00036135870874488076,0.00036135870874488076,0.0
MSMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DQB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOXS1,0.2433148638882197,0.15357745121657432,0.06287641532160924,0.01421344254396531,0.0007227174174897615,0.0,0.0,0.0
CAMKK2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CAMKK1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
