gene_dmelanogaster_stress_up,dmelanogaster_stress_up_Fraction_sp_less4,dmelanogaster_stress_up_Fraction_sp_less3,dmelanogaster_stress_up_Fraction_sp_less2,dmelanogaster_stress_up_Fraction_sp_1,dmelanogaster_stress_up_Fraction_sp_0
GJB1,0.29980699120737725,0.2987347201372507,0.009007076989062834,0.009007076989062834,0.0
GLO1,0.29980699120737725,0.2997355064693688,0.03345485738794767,0.033383372649939236,7.14847380084352e-05
KLK1,0.29980699120737725,0.2957323611408964,0.007934805918936307,0.007863321180927871,7.14847380084352e-05
SSBP2,0.29980699120737725,0.29659017799699766,0.006147687468725427,0.006147687468725427,0.0
PPIG,0.29980699120737725,0.29980699120737725,0.040531846450782755,0.040460361712774326,7.14847380084352e-05
HNRNPA2B1,0.29980699120737725,0.29980699120737725,0.05540067195653728,0.05540067195653728,0.0
GJB6,0.29980699120737725,0.2983772964472085,0.00729144327686039,0.00729144327686039,0.0
SMARCD1,0.29980699120737725,0.2995210522553435,0.020730574022446206,0.020659089284437774,7.14847380084352e-05
LGI2,0.29980699120737725,0.297305025377082,0.0051469011366073346,0.0051469011366073346,0.0
DFNB31,0.29980699120737725,0.2995210522553435,0.012581313889484596,0.012581313889484596,0.0
RPL35A,0.29980699120737725,0.2997355064693688,0.03166773893773679,0.03166773893773679,0.0
FKBP1A,0.29980699120737725,0.2997355064693688,0.0359568232182429,0.0359568232182429,0.0
PKIB,0.29980699120737725,0.29130030738437346,0.002859389520337408,0.002859389520337408,0.0
PKLR,0.29980699120737725,0.2997355064693688,0.03602830795625134,0.03602830795625134,0.0
CRYAB,0.29980699120737725,0.29966402173136036,0.026306383587104153,0.026234898849095717,7.14847380084352e-05
AGO2,0.29980699120737725,0.29966402173136036,0.040531846450782755,0.040531846450782755,0.0
GTF2H1,0.29980699120737725,0.2991636285653013,0.022446207734648654,0.022374722996640218,7.14847380084352e-05
RUVBL1,0.29980699120737725,0.2997355064693688,0.056687397240689115,0.05661591250268068,7.14847380084352e-05
HNRNPH3,0.29980699120737725,0.2993065980413182,0.023804417756808922,0.023732933018800487,7.14847380084352e-05
HNRNPC,0.29980699120737725,0.29980699120737725,0.05733075988276503,0.05733075988276503,0.0
TRA2B,0.29980699120737725,0.2997355064693688,0.04510686968332261,0.04510686968332261,0.0
NBR1,0.29980699120737725,0.2995210522553435,0.02694974622918007,0.02694974622918007,0.0
CSNK2B,0.29980699120737725,0.29980699120737725,0.04453499177925513,0.04453499177925513,0.0
HTRA2,0.29980699120737725,0.29980699120737725,0.02587747515905354,0.025805990421045106,7.14847380084352e-05
TERT,0.29980699120737725,0.2997355064693688,0.043534205447137035,0.043534205447137035,0.0
MARCH7,0.29980699120737725,0.2995925369933519,0.019372364000285937,0.019372364000285937,0.0
EIF3I,0.29980699120737725,0.29966402173136036,0.036600185860318823,0.036600185860318823,0.0
EIF4A1,0.29980699120737725,0.29980699120737725,0.05675888197869755,0.05675888197869755,0.0
FKBP11,0.29980699120737725,0.2993780827793266,0.02280363142469083,0.02280363142469083,0.0
PSMB8,0.29980699120737725,0.2997355064693688,0.02637786832511259,0.026306383587104153,7.14847380084352e-05
RHPN2,0.29980699120737725,0.29923511330330976,0.009435985417113447,0.009364500679105011,7.14847380084352e-05
EIF4G1,0.29980699120737725,0.2997355064693688,0.04696547287154192,0.04696547287154192,0.0
IRF7,0.29980699120737725,0.2995210522553435,0.017299306598041318,0.017299306598041318,0.0
PSMA7,0.29980699120737725,0.2997355064693688,0.047608835513617845,0.04753735077560941,7.14847380084352e-05
EP300,0.29980699120737725,0.2997355064693688,0.07069840589034242,0.07069840589034242,0.0
FBXO45,0.29980699120737725,0.29551790692687113,0.006862534848809779,0.006791050110801344,7.14847380084352e-05
NCL,0.29980699120737725,0.29980699120737725,0.04746586603760097,0.04746586603760097,0.0
ZWINT,0.29980699120737725,0.29944956751733504,0.01679891343198227,0.01679891343198227,0.0
TTC28,0.29980699120737725,0.29944956751733504,0.022088784044606475,0.022088784044606475,0.0
OLA1,0.29980699120737725,0.29980699120737725,0.033168918435913936,0.0330974336979055,7.14847380084352e-05
EDN1,0.29980699120737725,0.29966402173136036,0.0294517120594753,0.0294517120594753,0.0
FAF1,0.29980699120737725,0.29944956751733504,0.014940310243762956,0.014868825505754522,7.14847380084352e-05
AIF1L,0.29980699120737725,0.2993780827793266,0.01858603188219315,0.01858603188219315,0.0
PRDX1,0.29980699120737725,0.2997355064693688,0.04417756808921295,0.04410608335120452,7.14847380084352e-05
S100A13,0.29980699120737725,0.2986632353992423,0.01250982915147616,0.01250982915147616,0.0
FOXA1,0.29980699120737725,0.29966402173136036,0.02966616627350061,0.02966616627350061,0.0
PDCL,0.29980699120737725,0.2986632353992423,0.009007076989062834,0.0089355922510544,7.14847380084352e-05
GMPR2,0.29980699120737725,0.2993780827793266,0.024161841446851098,0.024161841446851098,0.0
VGF,0.29980699120737725,0.29759096432911575,0.008006290656944743,0.008006290656944743,0.0
HSPA1L,0.29980699120737725,0.2997355064693688,0.04310529701908643,0.04303381228107799,7.14847380084352e-05
HAX1,0.29980699120737725,0.2988062048752591,0.012080920723425549,0.012009435985417113,7.14847380084352e-05
HSD17B3,0.29980699120737725,0.2987347201372507,0.012009435985417113,0.012009435985417113,0.0
IGF2BP1,0.29980699120737725,0.2995925369933519,0.01922939452426907,0.019157909786260634,7.14847380084352e-05
DCAF11,0.29980699120737725,0.29923511330330976,0.016941882907999143,0.016870398169990707,7.14847380084352e-05
TYSND1,0.29980699120737725,0.29859175066123383,0.014225462863678604,0.01415397812567017,7.14847380084352e-05
LDHD,0.29980699120737725,0.2977339338051326,0.012009435985417113,0.012009435985417113,0.0
WTAP,0.29980699120737725,0.29887768961326755,0.015869611837872614,0.015869611837872614,0.0
CETN1,0.29980699120737725,0.29966402173136036,0.024018871970834226,0.02394738723282579,7.14847380084352e-05
CCT5,0.29980699120737725,0.29980699120737725,0.05661591250268068,0.05661591250268068,0.0
RNASEH2A,0.29980699120737725,0.2997355064693688,0.03366931160197298,0.03359782686396454,7.14847380084352e-05
PSMA4,0.29980699120737725,0.29980699120737725,0.04810922867967689,0.04803774394166845,7.14847380084352e-05
SLC4A2,0.29980699120737725,0.2977339338051326,0.0076488669669025665,0.0076488669669025665,0.0
TBCA,0.29980699120737725,0.29944956751733504,0.01815712345414254,0.018085638716134105,7.14847380084352e-05
SOCS1,0.29980699120737725,0.2997355064693688,0.022732146686682393,0.022660661948673957,7.14847380084352e-05
ZNF593,0.29980699120737725,0.2993780827793266,0.01858603188219315,0.018514547144184716,7.14847380084352e-05
RICTOR,0.29980699120737725,0.29966402173136036,0.022303238258631782,0.022303238258631782,0.0
C12orf10,0.29980699120737725,0.29902065908928444,0.016941882907999143,0.016941882907999143,0.0
DNMT3A,0.29980699120737725,0.2995925369933519,0.02544856673100293,0.02544856673100293,0.0
KCNH2,0.29980699120737725,0.2995925369933519,0.015798127099864178,0.015726642361855742,7.14847380084352e-05
RELB,0.29980699120737725,0.2997355064693688,0.021516906140538996,0.02144542140253056,7.14847380084352e-05
EIF4G2,0.29980699120737725,0.29966402173136036,0.03903066695260562,0.03903066695260562,0.0
ESR2,0.29980699120737725,0.29966402173136036,0.02158839087854743,0.021516906140538996,7.14847380084352e-05
CETN3,0.29980699120737725,0.2997355064693688,0.03702909428836943,0.03702909428836943,0.0
LTV1,0.29980699120737725,0.2993065980413182,0.0229466009007077,0.0229466009007077,0.0
NHP2L1,0.29980699120737725,0.2997355064693688,0.04946743870183716,0.04946743870183716,0.0
MYL4,0.29980699120737725,0.29966402173136036,0.022374722996640218,0.022374722996640218,0.0
KLK3,0.29980699120737725,0.2995925369933519,0.01772821502609193,0.017656730288083494,7.14847380084352e-05
WDR74,0.29980699120737725,0.2986632353992423,0.018085638716134105,0.018085638716134105,0.0
ACACA,0.29980699120737725,0.29966402173136036,0.031095861033669313,0.031095861033669313,0.0
UBQLN1,0.29980699120737725,0.29980699120737725,0.051540496104081776,0.05146901136607334,7.14847380084352e-05
HBA2,0.29980699120737725,0.29830581170920006,0.01250982915147616,0.012438344413467724,7.14847380084352e-05
CHAF1A,0.29980699120737725,0.2993780827793266,0.022875116162699265,0.022875116162699265,0.0
DDT,0.29980699120737725,0.2993780827793266,0.014511401815712345,0.014511401815712345,0.0
PHYH,0.29980699120737725,0.2991636285653013,0.01236685967545929,0.01236685967545929,0.0
PFDN6,0.29980699120737725,0.2997355064693688,0.031095861033669313,0.031095861033669313,0.0
THOP1,0.29980699120737725,0.2993065980413182,0.015869611837872614,0.015798127099864178,7.14847380084352e-05
NUDC,0.29980699120737725,0.2995210522553435,0.030023589963542784,0.029952105225534348,7.14847380084352e-05
NRIP2,0.29980699120737725,0.29759096432911575,0.008864107513045965,0.008864107513045965,0.0
ERBB2,0.29980699120737725,0.29980699120737725,0.06948316534419902,0.06948316534419902,0.0
MTHFD2,0.29980699120737725,0.29966402173136036,0.0268067767531632,0.026735292015154764,7.14847380084352e-05
ACTR3B,0.29980699120737725,0.2995925369933519,0.022374722996640218,0.022374722996640218,0.0
CYB561D1,0.29980699120737725,0.2679962827936236,0.002144542140253056,0.002073057402244621,7.14847380084352e-05
STAT3,0.29980699120737725,0.2997355064693688,0.06212023732933019,0.06212023732933019,0.0
FRYL,0.29980699120737725,0.2985202659232254,0.00907856172707127,0.00907856172707127,0.0
PPP3R1,0.29980699120737725,0.2997355064693688,0.02652083780112946,0.026449353063121024,7.14847380084352e-05
SPO11,0.29980699120737725,0.2995210522553435,0.024519265136893273,0.024519265136893273,0.0
DNMT1,0.29980699120737725,0.29966402173136036,0.04989634712988777,0.04989634712988777,0.0
PPME1,0.29980699120737725,0.29923511330330976,0.01250982915147616,0.012438344413467724,7.14847380084352e-05
MC2R,0.29980699120737725,0.2983772964472085,0.007434412752877261,0.007434412752877261,0.0
MYL12A,0.29980699120737725,0.2995210522553435,0.024447780398884837,0.024447780398884837,0.0
BDNF,0.29980699120737725,0.29980699120737725,0.04839516763171063,0.04839516763171063,0.0
USP19,0.29980699120737725,0.29902065908928444,0.0178711845021088,0.0178711845021088,0.0
HSF4,0.29980699120737725,0.2995210522553435,0.016727428693973836,0.0166559439559654,7.14847380084352e-05
CDK10,0.29980699120737725,0.29887768961326755,0.013510615483594253,0.013439130745585818,7.14847380084352e-05
PITPNA,0.29980699120737725,0.2993065980413182,0.013939523911644864,0.013939523911644864,0.0
DHX9,0.29980699120737725,0.29980699120737725,0.04846665236971907,0.04839516763171063,7.14847380084352e-05
NOP14,0.29980699120737725,0.29902065908928444,0.023304024590749876,0.023304024590749876,0.0
ESF1,0.29980699120737725,0.29902065908928444,0.02144542140253056,0.021373936664522124,7.14847380084352e-05
RPS12,0.29980699120737725,0.2997355064693688,0.041747086996926155,0.041747086996926155,0.0
ILKAP,0.29980699120737725,0.2995925369933519,0.026306383587104153,0.026306383587104153,0.0
HSPA9,0.29980699120737725,0.29980699120737725,0.06069054256916148,0.06069054256916148,0.0
TTC31,0.29980699120737725,0.2993065980413182,0.016155550789906353,0.016155550789906353,0.0
RRP1,0.29980699120737725,0.2993065980413182,0.023875902494817358,0.023875902494817358,0.0
NUTF2,0.29980699120737725,0.2995925369933519,0.02652083780112946,0.02652083780112946,0.0
ACAN,0.29980699120737725,0.2997355064693688,0.016512974479948532,0.016512974479948532,0.0
NUDCD3,0.29980699120737725,0.2950889984988205,0.006505111158767603,0.0064336264207591675,7.14847380084352e-05
GTF2H3,0.29980699120737725,0.29816284223318323,0.013224676531560512,0.013224676531560512,0.0
PGR,0.29980699120737725,0.29966402173136036,0.03588533848023447,0.03581385374222604,7.14847380084352e-05
HIST1H2AH,0.29980699120737725,0.29944956751733504,0.021087997712488385,0.021087997712488385,0.0
B3GNT7,0.29980699120737725,0.29094288369433124,0.004217599542497677,0.004146114804489242,7.14847380084352e-05
GRPEL2,0.29980699120737725,0.29902065908928444,0.023161055114733004,0.02308957037672457,7.14847380084352e-05
TBCB,0.29980699120737725,0.29944956751733504,0.01608406605189792,0.016012581313889485,7.14847380084352e-05
RELA,0.29980699120737725,0.2997355064693688,0.042962327543069556,0.04289084280506112,7.14847380084352e-05
STUB1,0.29980699120737725,0.2997355064693688,0.03760097219243692,0.03760097219243692,0.0
NFYB,0.29980699120737725,0.2995925369933519,0.033883765815998286,0.033883765815998286,0.0
BAG5,0.29980699120737725,0.2976624490671242,0.007577382228894131,0.007577382228894131,0.0
PGK1,0.29980699120737725,0.2997355064693688,0.060976481521195225,0.06090499678318679,7.14847380084352e-05
ADRM1,0.29980699120737725,0.2995925369933519,0.027378654657230682,0.027307169919222246,7.14847380084352e-05
TTC33,0.29980699120737725,0.2993780827793266,0.016941882907999143,0.016941882907999143,0.0
CSTF1,0.29980699120737725,0.29923511330330976,0.01880048609621846,0.01880048609621846,0.0
NR4A1,0.29980699120737725,0.29966402173136036,0.021516906140538996,0.021516906140538996,0.0
GARS,0.29980699120737725,0.29980699120737725,0.031095861033669313,0.031095861033669313,0.0
TTC3,0.29980699120737725,0.2991636285653013,0.01265279862749303,0.01265279862749303,0.0
AGBL3,0.29980699120737725,0.2954464221888627,0.005289870612624204,0.005289870612624204,0.0
FARSA,0.29980699120737725,0.2995925369933519,0.026020444635070413,0.026020444635070413,0.0
EPO,0.29980699120737725,0.2995210522553435,0.02516262777896919,0.02516262777896919,0.0
KAT2A,0.29980699120737725,0.2997355064693688,0.04267638859103581,0.04260490385302738,7.14847380084352e-05
WDR43,0.29980699120737725,0.2993065980413182,0.028164986775323468,0.028164986775323468,0.0
HSPB1,0.29980699120737725,0.29966402173136036,0.033883765815998286,0.03381228107798985,7.14847380084352e-05
RPL12,0.29980699120737725,0.2997355064693688,0.036600185860318823,0.03652870112231039,7.14847380084352e-05
SERPINB5,0.29980699120737725,0.2993780827793266,0.019443848738294373,0.019443848738294373,0.0
PPM1G,0.29980699120737725,0.2997355064693688,0.033240403173922364,0.033240403173922364,0.0
UMPS,0.29980699120737725,0.2997355064693688,0.04382014439917078,0.04382014439917078,0.0
MRO,0.29980699120737725,0.2928014868825506,0.0035027521624133246,0.0035027521624133246,0.0
HDAC4,0.29980699120737725,0.2997355064693688,0.046536564443491316,0.046536564443491316,0.0
EIF2AK1,0.29980699120737725,0.2995210522553435,0.02516262777896919,0.025091143040960755,7.14847380084352e-05
H2AFV,0.29980699120737725,0.29980699120737725,0.04667953391950819,0.04667953391950819,0.0
ABCB11,0.29980699120737725,0.29966402173136036,0.016941882907999143,0.016941882907999143,0.0
TRPC1,0.29980699120737725,0.29666166273500605,0.009364500679105011,0.009364500679105011,0.0
NCOA2,0.29980699120737725,0.29966402173136036,0.02144542140253056,0.02144542140253056,0.0
UBXN7,0.29980699120737725,0.2997355064693688,0.053327614554292656,0.053327614554292656,0.0
TAB2,0.29980699120737725,0.2995210522553435,0.015798127099864178,0.015798127099864178,0.0
CLCA1,0.29980699120737725,0.29787690328114946,0.005790263778683251,0.005790263778683251,0.0
DDX23,0.29980699120737725,0.2997355064693688,0.03424118950604046,0.03416970476803202,7.14847380084352e-05
VEGFA,0.29980699120737725,0.29980699120737725,0.0676245621559797,0.0676245621559797,0.0
EEF2,0.29980699120737725,0.29980699120737725,0.06655229108585317,0.06655229108585317,0.0
SERPINB2,0.29980699120737725,0.29859175066123383,0.012438344413467724,0.012438344413467724,0.0
HSPA1B,0.29980699120737725,0.29980699120737725,0.04289084280506112,0.042819358067052685,7.14847380084352e-05
TUFM,0.29980699120737725,0.2997355064693688,0.04596468653942383,0.04596468653942383,0.0
PES1,0.29980699120737725,0.29966402173136036,0.036600185860318823,0.03652870112231039,7.14847380084352e-05
DSP,0.29980699120737725,0.2997355064693688,0.020730574022446206,0.020730574022446206,0.0
COQ9,0.29980699120737725,0.2986632353992423,0.014511401815712345,0.014511401815712345,0.0
CEBPD,0.29980699120737725,0.2995925369933519,0.020516119808420902,0.020444635070412467,7.14847380084352e-05
RRP8,0.29980699120737725,0.2990921438272929,0.02037315033240403,0.020301665594395595,7.14847380084352e-05
CABP5,0.29980699120737725,0.2993065980413182,0.01708485238401601,0.01708485238401601,0.0
CALML6,0.29980699120737725,0.2991636285653013,0.016441489741940096,0.016441489741940096,0.0
NAT10,0.29980699120737725,0.29944956751733504,0.0357423690042176,0.0357423690042176,0.0
IFIT3,0.29980699120737725,0.2995210522553435,0.022374722996640218,0.022374722996640218,0.0
EIF4E,0.29980699120737725,0.29980699120737725,0.04667953391950819,0.04667953391950819,0.0
SPATA5,0.29980699120737725,0.2997355064693688,0.030023589963542784,0.029952105225534348,7.14847380084352e-05
NEDD4,0.29980699120737725,0.2997355064693688,0.03788691114447065,0.03788691114447065,0.0
LUZP1,0.29980699120737725,0.2938737579526771,0.004217599542497677,0.004217599542497677,0.0
IP6K2,0.29980699120737725,0.2995925369933519,0.01844306240617628,0.018371577668167847,7.14847380084352e-05
CDC25C,0.29980699120737725,0.29966402173136036,0.03245407105582958,0.03245407105582958,0.0
HYOU1,0.29980699120737725,0.29980699120737725,0.03774394166845379,0.03774394166845379,0.0
MCM3,0.29980699120737725,0.2997355064693688,0.04360569018514547,0.043534205447137035,7.14847380084352e-05
TXN2,0.29980699120737725,0.2995925369933519,0.033025948959897064,0.03295446422188863,7.14847380084352e-05
PLCG1,0.29980699120737725,0.2995925369933519,0.02430481092286797,0.02430481092286797,0.0
NPM1,0.29980699120737725,0.2997355064693688,0.05025377081992995,0.05018228608192151,7.14847380084352e-05
HSPBP1,0.29980699120737725,0.29966402173136036,0.03166773893773679,0.031596254199728356,7.14847380084352e-05
SMURF2,0.29980699120737725,0.29966402173136036,0.029380227321466865,0.029380227321466865,0.0
MCM4,0.29980699120737725,0.29966402173136036,0.041032239616841805,0.04096075487883337,7.14847380084352e-05
FDX1,0.29980699120737725,0.2991636285653013,0.013868039173636429,0.013868039173636429,0.0
SLC4A1,0.29980699120737725,0.2983772964472085,0.013153191793552076,0.013153191793552076,0.0
IL6,0.29980699120737725,0.29980699120737725,0.0702694974622918,0.0702694974622918,0.0
DOHH,0.29980699120737725,0.2995210522553435,0.026663807277146328,0.026663807277146328,0.0
RBM14,0.29980699120737725,0.29966402173136036,0.025948959897061977,0.025948959897061977,0.0
NACA,0.29980699120737725,0.2995210522553435,0.02516262777896919,0.02516262777896919,0.0
NMD3,0.29980699120737725,0.29966402173136036,0.03359782686396454,0.03352634212595611,7.14847380084352e-05
PPAN,0.29980699120737725,0.2995925369933519,0.02609192937307885,0.026020444635070413,7.14847380084352e-05
VASH1,0.29980699120737725,0.2915862463364072,0.003145328472371149,0.003145328472371149,0.0
GPR37,0.29980699120737725,0.2995210522553435,0.01415397812567017,0.01415397812567017,0.0
PSMD2,0.29980699120737725,0.29966402173136036,0.04088927014082493,0.0408177854028165,7.14847380084352e-05
CXCR4,0.29980699120737725,0.29980699120737725,0.03702909428836943,0.03702909428836943,0.0
POSTN,0.29980699120737725,0.2995210522553435,0.01679891343198227,0.016727428693973836,7.14847380084352e-05
FBLL1,0.29980699120737725,0.29980699120737725,0.03581385374222604,0.0357423690042176,7.14847380084352e-05
API5,0.29980699120737725,0.29966402173136036,0.026020444635070413,0.026020444635070413,0.0
MRPL44,0.29980699120737725,0.29980699120737725,0.04010293802273215,0.04003145328472371,7.14847380084352e-05
NGDN,0.29980699120737725,0.29966402173136036,0.028022017299306597,0.027950532561298164,7.14847380084352e-05
HNRNPU,0.29980699120737725,0.29980699120737725,0.03738651797841161,0.03738651797841161,0.0
VSIG4,0.29980699120737725,0.2979483880191579,0.006505111158767603,0.006505111158767603,0.0
PIK3R2,0.29980699120737725,0.2995210522553435,0.018943455572235327,0.018943455572235327,0.0
SRSF9,0.29980699120737725,0.2995925369933519,0.034312674244048894,0.034312674244048894,0.0
PHB2,0.29980699120737725,0.2997355064693688,0.03223961684180428,0.03216813210379584,7.14847380084352e-05
EIF4E3,0.29980699120737725,0.2986632353992423,0.012295374937450854,0.012295374937450854,0.0
NOL10,0.29980699120737725,0.29887768961326755,0.022088784044606475,0.022088784044606475,0.0
AKR1D1,0.29980699120737725,0.297305025377082,0.011937951247408679,0.011937951247408679,0.0
XPOT,0.29980699120737725,0.2990921438272929,0.024447780398884837,0.024447780398884837,0.0
SPRED2,0.29980699120737725,0.298949174351276,0.011366073343341197,0.01129458860533276,7.14847380084352e-05
KPNB1,0.29980699120737725,0.2997355064693688,0.04517835442133104,0.04517835442133104,0.0
EIF3L,0.29980699120737725,0.2987347201372507,0.01844306240617628,0.01844306240617628,0.0
HDAC8,0.29980699120737725,0.29966402173136036,0.03953106011866467,0.03953106011866467,0.0
GLRX3,0.29980699120737725,0.2995210522553435,0.020587604546429338,0.020516119808420902,7.14847380084352e-05
IL13,0.29980699120737725,0.2995925369933519,0.02258917721066552,0.02258917721066552,0.0
TSN,0.29980699120737725,0.2995210522553435,0.01679891343198227,0.016727428693973836,7.14847380084352e-05
CWC27,0.29980699120737725,0.29980699120737725,0.03617127743226821,0.03609979269425977,7.14847380084352e-05
OGDH,0.29980699120737725,0.2997355064693688,0.03352634212595611,0.03345485738794767,7.14847380084352e-05
PRMT1,0.29980699120737725,0.29980699120737725,0.050468225033955254,0.050468225033955254,0.0
PSMB5,0.29980699120737725,0.29966402173136036,0.03381228107798985,0.033740796339981415,7.14847380084352e-05
NSUN3,0.29980699120737725,0.2986632353992423,0.02158839087854743,0.02158839087854743,0.0
GRIP2,0.29980699120737725,0.2993780827793266,0.012724283365501465,0.012724283365501465,0.0
GAR1,0.29980699120737725,0.29944956751733504,0.028522410465365643,0.028450925727357208,7.14847380084352e-05
HSPE1,0.29980699120737725,0.29980699120737725,0.04825219815569376,0.048180713417685324,7.14847380084352e-05
ITGB5,0.29980699120737725,0.2990921438272929,0.01293873757952677,0.01293873757952677,0.0
NAP1L1,0.29980699120737725,0.2995925369933519,0.028164986775323468,0.028164986775323468,0.0
NLE1,0.29980699120737725,0.29966402173136036,0.02573450568303667,0.025663020945028238,7.14847380084352e-05
NOP2,0.29980699120737725,0.2995925369933519,0.031095861033669313,0.031024376295660877,7.14847380084352e-05
PRKAB1,0.29980699120737725,0.2991636285653013,0.016512974479948532,0.016512974479948532,0.0
GDF5,0.29980699120737725,0.2993065980413182,0.011937951247408679,0.011937951247408679,0.0
DNAJB4,0.29980699120737725,0.2995210522553435,0.02130245192651369,0.021230967188505253,7.14847380084352e-05
PRMT5,0.29980699120737725,0.2997355064693688,0.047608835513617845,0.047608835513617845,0.0
GRWD1,0.29980699120737725,0.2993065980413182,0.028450925727357208,0.028450925727357208,0.0
CEBPZ,0.29980699120737725,0.29966402173136036,0.02830795625134034,0.028236471513331904,7.14847380084352e-05
ENO1,0.29980699120737725,0.29980699120737725,0.05590106512259633,0.05590106512259633,0.0
PPIB,0.29980699120737725,0.29980699120737725,0.032525555793838014,0.03245407105582958,7.14847380084352e-05
CORT,0.29980699120737725,0.2993780827793266,0.012080920723425549,0.012080920723425549,0.0
PIK3R1,0.29980699120737725,0.2997355064693688,0.031453284723711485,0.031453284723711485,0.0
FKBPL,0.29980699120737725,0.2993065980413182,0.018228608192150976,0.018228608192150976,0.0
TPI1,0.29980699120737725,0.29980699120737725,0.059761240975051824,0.059761240975051824,0.0
NSUN2,0.29980699120737725,0.2993065980413182,0.0294517120594753,0.029380227321466865,7.14847380084352e-05
PABPN1,0.29980699120737725,0.29980699120737725,0.035170491100150116,0.03509900636214168,7.14847380084352e-05
APRT,0.29980699120737725,0.2997355064693688,0.03609979269425977,0.03602830795625134,7.14847380084352e-05
ECI2,0.29980699120737725,0.2995210522553435,0.026306383587104153,0.026306383587104153,0.0
EEF1D,0.29980699120737725,0.29980699120737725,0.028879834155407822,0.028808349417399386,7.14847380084352e-05
PPWD1,0.29980699120737725,0.29844878118521695,0.016727428693973836,0.0166559439559654,7.14847380084352e-05
GMPS,0.29980699120737725,0.29980699120737725,0.058117092000857816,0.05804560726284938,7.14847380084352e-05
RPS11,0.29980699120737725,0.29966402173136036,0.03931660590463936,0.039245121166630925,7.14847380084352e-05
PDIA2,0.29980699120737725,0.2997355064693688,0.029094288369433126,0.02902280363142469,7.14847380084352e-05
SKP1,0.29980699120737725,0.29980699120737725,0.05504324826649511,0.05497176352848667,7.14847380084352e-05
TSPAN4,0.29980699120737725,0.2975194795911073,0.007434412752877261,0.007434412752877261,0.0
HSD11B2,0.29980699120737725,0.2985202659232254,0.010293802273214669,0.010293802273214669,0.0
SLC9A3R2,0.29980699120737725,0.29966402173136036,0.018228608192150976,0.01815712345414254,7.14847380084352e-05
CYP26B1,0.29980699120737725,0.2983772964472085,0.01265279862749303,0.01265279862749303,0.0
NRSN2,0.29980699120737725,0.26334977482307526,0.0017156337122024449,0.0017156337122024449,0.0
GSTM5,0.29980699120737725,0.29816284223318323,0.009864893845164058,0.009864893845164058,0.0
PARVA,0.29980699120737725,0.29944956751733504,0.015798127099864178,0.015726642361855742,7.14847380084352e-05
SDPR,0.29980699120737725,0.2980913574951748,0.009364500679105011,0.009364500679105011,0.0
CYP11B2,0.29980699120737725,0.2977339338051326,0.010079348059189364,0.010079348059189364,0.0
RFX7,0.29980699120737725,0.2988062048752591,0.009150046465079706,0.009150046465079706,0.0
BOLL,0.29980699120737725,0.29966402173136036,0.029094288369433126,0.029094288369433126,0.0
NR2F6,0.29980699120737725,0.29801987275716635,0.008149260132961612,0.008077775394953177,7.14847380084352e-05
HR,0.29980699120737725,0.2920151547644578,0.0035027521624133246,0.0035027521624133246,0.0
LIPE,0.29980699120737725,0.2990921438272929,0.02037315033240403,0.020301665594395595,7.14847380084352e-05
HADHA,0.29980699120737725,0.2995925369933519,0.025948959897061977,0.02587747515905354,7.14847380084352e-05
CAMK2N1,0.29980699120737725,0.2977339338051326,0.006648080634784474,0.006648080634784474,0.0
HOXA5,0.29980699120737725,0.2990921438272929,0.016155550789906353,0.016155550789906353,0.0
UGT1A8,0.29980699120737725,0.2987347201372507,0.013868039173636429,0.013868039173636429,0.0
COLGALT2,0.29980699120737725,0.29551790692687113,0.005432840088641075,0.005432840088641075,0.0
RARRES2,0.29980699120737725,0.289584673672171,0.0047179927085567236,0.0047179927085567236,0.0
GDF9,0.29980699120737725,0.2986632353992423,0.010079348059189364,0.010079348059189364,0.0
FKTN,0.29980699120737725,0.2982343269711917,0.008435199084995354,0.008435199084995354,0.0
CARNS1,0.29980699120737725,0.2993780827793266,0.012295374937450854,0.012223890199442419,7.14847380084352e-05
GSTT2B,0.29980699120737725,0.2995210522553435,0.020659089284437774,0.020587604546429338,7.14847380084352e-05
TBX1,0.29980699120737725,0.29944956751733504,0.020444635070412467,0.02037315033240403,7.14847380084352e-05
RDH14,0.29980699120737725,0.298949174351276,0.01129458860533276,0.01129458860533276,0.0
WNT4,0.29980699120737725,0.29966402173136036,0.021230967188505253,0.021159482450496817,7.14847380084352e-05
ACPP,0.29980699120737725,0.29830581170920006,0.00850668382300379,0.00850668382300379,0.0
CYP2R1,0.29980699120737725,0.2933733647866181,0.0055758095646579455,0.0055758095646579455,0.0
PEX5L,0.29980699120737725,0.2993780827793266,0.016441489741940096,0.01637000500393166,7.14847380084352e-05
DARS,0.29980699120737725,0.29980699120737725,0.02873686467939095,0.02873686467939095,0.0
CYP2A7,0.29980699120737725,0.2958753306169133,0.008578168561012223,0.008578168561012223,0.0
BCAR1,0.29980699120737725,0.2991636285653013,0.01701336764600758,0.01701336764600758,0.0
MEP1B,0.29980699120737725,0.29801987275716635,0.006290656944742298,0.006290656944742298,0.0
CYP1B1,0.29980699120737725,0.29902065908928444,0.01858603188219315,0.01858603188219315,0.0
RDH12,0.29980699120737725,0.2990921438272929,0.012795768103509901,0.012795768103509901,0.0
MPDU1,0.29980699120737725,0.2928014868825506,0.004932446922582029,0.004860962184573593,7.14847380084352e-05
