gene_dmelanogaster_stress_up,dmelanogaster_stress_up_Fraction_sp_less4,dmelanogaster_stress_up_Fraction_sp_less3,dmelanogaster_stress_up_Fraction_sp_less2,dmelanogaster_stress_up_Fraction_sp_1,dmelanogaster_stress_up_Fraction_sp_0
LSM14B,0.29980699120737725,0.29859175066123383,0.01086568017728215,0.01086568017728215,0.0
DCTN5,0.29980699120737725,0.29859175066123383,0.009293015941096576,0.009293015941096576,0.0
KIF2B,0.29980699120737725,0.2995210522553435,0.017513760812066625,0.017513760812066625,0.0
HPCAL1,0.29980699120737725,0.29944956751733504,0.018300092930159412,0.018228608192150976,7.14847380084352e-05
RERG,0.29980699120737725,0.2997355064693688,0.02516262777896919,0.02516262777896919,0.0
DHDDS,0.29980699120737725,0.29944956751733504,0.01772821502609193,0.017656730288083494,7.14847380084352e-05
PDPK1,0.29980699120737725,0.29966402173136036,0.023446994066766744,0.02337550932875831,7.14847380084352e-05
KIF25,0.29980699120737725,0.29944956751733504,0.01815712345414254,0.01815712345414254,0.0
IKZF4,0.29980699120737725,0.29759096432911575,0.006576595896776038,0.006576595896776038,0.0
EEA1,0.29980699120737725,0.29966402173136036,0.029737651011509044,0.029737651011509044,0.0
KDELR2,0.29980699120737725,0.2991636285653013,0.015726642361855742,0.01565515762384731,7.14847380084352e-05
ASB2,0.29980699120737725,0.29966402173136036,0.02873686467939095,0.02873686467939095,0.0
PPP1R16A,0.29980699120737725,0.2993065980413182,0.01922939452426907,0.01922939452426907,0.0
ARHGAP1,0.29980699120737725,0.29923511330330976,0.01429694760168704,0.01429694760168704,0.0
UNC119,0.29980699120737725,0.2995925369933519,0.013653584959611123,0.013653584959611123,0.0
MYH1,0.29980699120737725,0.2997355064693688,0.027521624133247553,0.027521624133247553,0.0
GORASP1,0.29980699120737725,0.2985202659232254,0.015726642361855742,0.01565515762384731,7.14847380084352e-05
RAB1B,0.29980699120737725,0.2995925369933519,0.023304024590749876,0.023304024590749876,0.0
FBXO42,0.29980699120737725,0.29902065908928444,0.011794981771391808,0.011723497033383372,7.14847380084352e-05
NCS1,0.29980699120737725,0.2995210522553435,0.025591536207019802,0.025520051469011366,7.14847380084352e-05
SCD5,0.29980699120737725,0.2997355064693688,0.023875902494817358,0.023804417756808922,7.14847380084352e-05
TSC1,0.29980699120737725,0.29966402173136036,0.02130245192651369,0.02130245192651369,0.0
POTEE,0.29980699120737725,0.29980699120737725,0.034956036886124815,0.034956036886124815,0.0
STX1A,0.29980699120737725,0.2995925369933519,0.023446994066766744,0.023446994066766744,0.0
STK32C,0.29980699120737725,0.29966402173136036,0.017942669240117236,0.0178711845021088,7.14847380084352e-05
MIB1,0.29980699120737725,0.2997355064693688,0.047608835513617845,0.047608835513617845,0.0
VAV3,0.29980699120737725,0.2991636285653013,0.014868825505754522,0.014868825505754522,0.0
DLG4,0.29980699120737725,0.29980699120737725,0.04617914075344914,0.0461076560154407,7.14847380084352e-05
PRKX,0.29980699120737725,0.2997355064693688,0.03438415898205733,0.03438415898205733,0.0
