gene_hsapiens_wound_up,hsapiens_wound_up_Fraction_sp_less7,hsapiens_wound_up_Fraction_sp_less6,hsapiens_wound_up_Fraction_sp_less5,hsapiens_wound_up_Fraction_sp_less4,hsapiens_wound_up_Fraction_sp_less3,hsapiens_wound_up_Fraction_sp_less2,hsapiens_wound_up_Fraction_sp_1,hsapiens_wound_up_Fraction_sp_0
ITGAL,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.12160891268176229,0.027418071330391376,0.02734572813426897,7.234319612240469e-05
ITGAM,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.1280474571366563,0.11922158720972292,0.025175432250596833,0.025103089054474427,7.234319612240469e-05
ITGAD,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.12775808435216668,0.10453591839687477,0.010200390653259062,0.010200390653259062,0.0
ITGAE,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.12790277074441148,0.07596035592852492,0.0016638935108153079,0.0016638935108153079,0.0
IGF2R,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.1280474571366563,0.11849815524849888,0.0066555740432612314,0.0066555740432612314,0.0
SLC36A4,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.1279751139405339,0.11039571728278956,0.00231498227591695,0.00231498227591695,0.0
CKS1B,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.1281921435289011,0.10431888880850756,0.0022426390797945454,0.0022426390797945454,0.0
SLC36A1,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.1279751139405339,0.08247124357954135,0.0015915503146929032,0.0015192071185704985,7.234319612240469e-05
ARTN,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.1281198003327787,0.10699558706503653,0.0039065325906098534,0.0038341893944874483,7.234319612240469e-05
ART1,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.1268899659986978,0.03139694711712363,0.0,0.0,0.0
ART4,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.1281198003327787,0.10858713737972944,0.003255443825508211,0.003255443825508211,0.0
CADPS2,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.12768574115604428,0.08261592997178616,0.0008681183534688563,0.0008681183534688563,0.0
RLF,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.1281921435289011,0.11640020256094914,0.0036171598061202344,0.0036171598061202344,0.0
CRTAP,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.12392389495767923,0.021992331621211024,0.021992331621211024,0.0
ADPGK,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.12269406062359835,0.026115893800188094,0.026115893800188094,0.0
CPEB4,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.12790277074441148,0.11372350430442017,0.005353396513057947,0.005281053316935542,7.234319612240469e-05
CPEB1,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.1281198003327787,0.12406858134992405,0.01880923099182522,0.01880923099182522,0.0
CPEB3,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.1281921435289011,0.1218259422701295,0.020111408522028505,0.020111408522028505,0.0
CPEB2,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.1279751139405339,0.1018592201403458,0.0018809230991825218,0.0018809230991825218,0.0
SRBD1,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.1281921435289011,0.09064602474137308,0.0003617159806120234,0.0003617159806120234,0.0
ABAT,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.1281198003327787,0.12023439195543659,0.006800260435506041,0.006800260435506041,0.0
PHOX2A,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.12768574115604428,0.05852564566302539,0.0006510887651016422,0.0006510887651016422,0.0
PHOX2B,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.12732402517543226,0.05375099471894668,0.0005064023728568328,0.0005064023728568328,0.0
UPK2,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.1279751139405339,0.060623598350575125,0.0010851479418360704,0.0010851479418360704,0.0
CFH,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.12783042754828908,0.10518700716197642,0.005064023728568328,0.004991680532445923,7.234319612240469e-05
CFI,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.1279751139405339,0.11415756348115459,0.004051218982854663,0.004051218982854663,0.0
ANKFY1,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.12754105476379946,0.10525935035809882,0.003255443825508211,0.003255443825508211,0.0
CFB,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.1281921435289011,0.11372350430442017,0.007234319612240469,0.007234319612240469,0.0
CFP,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.12790277074441148,0.10091875859075454,0.014179266439991319,0.014106923243868913,7.234319612240469e-05
AAAS,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.1280474571366563,0.11242132677421689,0.0031831006293858064,0.0031831006293858064,0.0
SIDT1,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.12016204875931419,0.01374520726325689,0.01374520726325689,0.0
SIDT2,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.12746871156767706,0.08818635607321132,0.0013021775302032843,0.0013021775302032843,0.0
AAGAB,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.1280474571366563,0.11589380018809231,0.0028937278448961873,0.0028937278448961873,0.0
C4orf17,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.12790277074441148,0.051580698835274545,0.0003617159806120234,0.0003617159806120234,0.0
SCYL1,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.12768574115604428,0.10533169355422123,0.0010128047457136657,0.0010128047457136657,0.0
ABCE1,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.12739636837155466,0.09896549229544961,0.0010128047457136657,0.0010128047457136657,0.0
TEN1-CDK3,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.12117485350502785,0.007161976416118064,0.007161976416118064,0.0
ZNF117,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.1280474571366563,0.10641684149605729,0.0029660710410185924,0.0029660710410185924,0.0
ZNF114,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.1279751139405339,0.08746292411198726,0.001374520726325689,0.001374520726325689,0.0
SEZ6L,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.1281198003327787,0.09469724372422773,0.0018809230991825218,0.0018809230991825218,0.0
PRKAR2A,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.1280474571366563,0.11075743326340158,0.002097952687549736,0.002097952687549736,0.0
PRKAR2B,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.1280474571366563,0.10554872314258844,0.0018809230991825218,0.0018809230991825218,0.0
MAGT1,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.12725168197930983,0.09194820227157635,0.0007234319612240468,0.0007234319612240468,0.0
ITGA2B,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.1281198003327787,0.11603848658033712,0.004485278159589091,0.004485278159589091,0.0
PHACTR1,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.12710699558706504,0.09310569340953484,0.0015915503146929032,0.0015915503146929032,0.0
OR2K2,0.12826448672502352,0.12826448672502352,0.12826448672502352,0.1281921435289011,0.06351732619547132,0.00014468639224480938,0.00014468639224480938,0.0
