gene_dmelanogaster_stress_up,dmelanogaster_stress_up_Fraction_sp_less7,dmelanogaster_stress_up_Fraction_sp_less6,dmelanogaster_stress_up_Fraction_sp_less5,dmelanogaster_stress_up_Fraction_sp_less4,dmelanogaster_stress_up_Fraction_sp_less3,dmelanogaster_stress_up_Fraction_sp_less2,dmelanogaster_stress_up_Fraction_sp_1,dmelanogaster_stress_up_Fraction_sp_0
ITGA5,0.30181581422267234,0.30181581422267234,0.30181581422267234,0.30174347102654997,0.2911813643926789,0.023439195543659117,0.023439195543659117,0.0
ITGA6,0.30181581422267234,0.30181581422267234,0.30174347102654997,0.30152644143818275,0.2513926065253563,0.005932142082037185,0.005859798885914779,7.234319612240469e-05
ITGA7,0.30181581422267234,0.30181581422267234,0.30174347102654997,0.30174347102654997,0.2885770093322723,0.029371337625696305,0.0292989944295739,7.234319612240469e-05
TRHR,0.30181581422267234,0.30181581422267234,0.30174347102654997,0.2875642045865586,0.02206467481733343,0.00028937278448961875,0.00028937278448961875,0.0
UFSP1,0.30181581422267234,0.30181581422267234,0.30174347102654997,0.3007306662808363,0.21116978948129927,0.005498082905302756,0.005425739709180351,7.234319612240469e-05
UFSP2,0.30181581422267234,0.30181581422267234,0.30181581422267234,0.30138175504593795,0.2839470447804384,0.022354047601823048,0.022281704405700643,7.234319612240469e-05
CHST8,0.30181581422267234,0.30181581422267234,0.30181581422267234,0.30174347102654997,0.2516096361137235,0.01048976343774868,0.01048976343774868,0.0
CHST1,0.30181581422267234,0.30181581422267234,0.30181581422267234,0.3015987846343051,0.2438689141286262,0.007306662808362873,0.007234319612240469,7.234319612240469e-05
CHST3,0.30181581422267234,0.30181581422267234,0.30174347102654997,0.30167112783042754,0.28286189683860236,0.016132532735296246,0.01606018953917384,7.234319612240469e-05
CHST2,0.30181581422267234,0.30181581422267234,0.30174347102654997,0.3013094118498155,0.24893293785719453,0.007161976416118064,0.007089633219995659,7.234319612240469e-05
CHST5,0.30181581422267234,0.30181581422267234,0.30181581422267234,0.30138175504593795,0.24647326918903278,0.010562106633871084,0.01048976343774868,7.234319612240469e-05
CHST4,0.30181581422267234,0.30181581422267234,0.30181581422267234,0.3015987846343051,0.2673804528684077,0.01157491137958475,0.011502568183462345,7.234319612240469e-05
CHST7,0.30181581422267234,0.30181581422267234,0.30174347102654997,0.3006583230847139,0.13795847500542574,0.0006510887651016422,0.0005787455689792375,7.234319612240469e-05
CHST6,0.30181581422267234,0.30181581422267234,0.30181581422267234,0.30167112783042754,0.23996238153801636,0.007161976416118064,0.007089633219995659,7.234319612240469e-05
ITGAX,0.30181581422267234,0.30181581422267234,0.30174347102654997,0.3013094118498155,0.2584098965492295,0.01157491137958475,0.011502568183462345,7.234319612240469e-05
BCL2A1,0.30181581422267234,0.30181581422267234,0.30181581422267234,0.30152644143818275,0.2712869854590176,0.013383491282644867,0.013383491282644867,0.0
ITGAV,0.30181581422267234,0.30181581422267234,0.30174347102654997,0.30167112783042754,0.2788830210518701,0.015698473558561816,0.015626130362439414,7.234319612240469e-05
ITGAL,0.30181581422267234,0.30181581422267234,0.30181581422267234,0.30152644143818275,0.28495984952615205,0.023222165955291904,0.0231498227591695,7.234319612240469e-05
ITGAM,0.30181581422267234,0.30181581422267234,0.30174347102654997,0.30174347102654997,0.27041886710554874,0.014396296028358534,0.014323952832236128,7.234319612240469e-05
ITGAD,0.30181581422267234,0.30181581422267234,0.30181581422267234,0.3012370686536931,0.22014034580047748,0.0046299645518339,0.004557621355711495,7.234319612240469e-05
ITGAE,0.30181581422267234,0.30181581422267234,0.30174347102654997,0.3006583230847139,0.1572741083701078,0.0018809230991825218,0.0018085799030601172,7.234319612240469e-05
IGF2R,0.30181581422267234,0.30181581422267234,0.30181581422267234,0.30167112783042754,0.28213846487737826,0.018302828618968387,0.01823048542284598,7.234319612240469e-05
SLC36A4,0.30181581422267234,0.30181581422267234,0.30181581422267234,0.30152644143818275,0.26043550604065685,0.008825869926933372,0.008753526730810967,7.234319612240469e-05
CKS1B,0.30181581422267234,0.30181581422267234,0.30181581422267234,0.3010923822614483,0.23193228676842942,0.005281053316935542,0.005281053316935542,0.0
SLC36A1,0.30181581422267234,0.30181581422267234,0.30174347102654997,0.3006583230847139,0.18527092526947841,0.0026043550604065687,0.002532011864284164,7.234319612240469e-05
ARTN,0.30181581422267234,0.30181581422267234,0.30181581422267234,0.3014540982420603,0.24126455906821964,0.008753526730810967,0.008753526730810967,0.0
ART1,0.30181581422267234,0.30181581422267234,0.30174347102654997,0.29921145916226577,0.0662663676481227,0.00043405917673442813,0.00043405917673442813,0.0
ART4,0.30181581422267234,0.30181581422267234,0.30174347102654997,0.3014540982420603,0.222382984880272,0.0023873254720393547,0.0023873254720393547,0.0
CADPS2,0.30181581422267234,0.30181581422267234,0.30181581422267234,0.3012370686536931,0.19901613253273528,0.0024596686681617594,0.0023873254720393547,7.234319612240469e-05
RLF,0.30181581422267234,0.30181581422267234,0.30181581422267234,0.30167112783042754,0.28018519858207336,0.014830355205092962,0.014830355205092962,0.0
CRTAP,0.30181581422267234,0.30181581422267234,0.30181581422267234,0.30174347102654997,0.29436446502206465,0.03761846198365044,0.03761846198365044,0.0
ADPGK,0.30181581422267234,0.30181581422267234,0.30181581422267234,0.30167112783042754,0.2914707371771685,0.0370397164146712,0.0370397164146712,0.0
CPEB4,0.30181581422267234,0.30181581422267234,0.30174347102654997,0.3015987846343051,0.2780872458945236,0.015047384793460175,0.014975041597337771,7.234319612240469e-05
CPEB1,0.30181581422267234,0.30181581422267234,0.30181581422267234,0.30174347102654997,0.2951602401794111,0.04731245026405267,0.04731245026405267,0.0
CPEB3,0.30181581422267234,0.30181581422267234,0.30181581422267234,0.30167112783042754,0.2857556246834985,0.018881574187947624,0.01880923099182522,7.234319612240469e-05
CPEB2,0.30181581422267234,0.30181581422267234,0.30174347102654997,0.30138175504593795,0.22086377776170152,0.003255443825508211,0.0031831006293858064,7.234319612240469e-05
SRBD1,0.30181581422267234,0.30181581422267234,0.30174347102654997,0.3009476958692035,0.2283874701584316,0.005353396513057947,0.005281053316935542,7.234319612240469e-05
ABAT,0.30181581422267234,0.30181581422267234,0.30181581422267234,0.30167112783042754,0.2827172104463575,0.015553787166317008,0.015553787166317008,0.0
PHOX2A,0.30181581422267234,0.30181581422267234,0.30174347102654997,0.3012370686536931,0.14779714967807278,0.002097952687549736,0.002097952687549736,0.0
PHOX2B,0.30181581422267234,0.30181581422267234,0.30174347102654997,0.3008030094769587,0.10251030890544745,0.001157491137958475,0.001157491137958475,0.0
