gene_mmusculus_stress_up,mmusculus_stress_up_Fraction_sp_less7,mmusculus_stress_up_Fraction_sp_less6,mmusculus_stress_up_Fraction_sp_less5,mmusculus_stress_up_Fraction_sp_less4,mmusculus_stress_up_Fraction_sp_less3,mmusculus_stress_up_Fraction_sp_less2,mmusculus_stress_up_Fraction_sp_1,mmusculus_stress_up_Fraction_sp_0
HLTF,0.26310205813706766,0.18438361977509019,0.0914491831105453,0.03097814555484829,0.00976023764056864,0.0019096117122851686,0.001697432633142372,0.0002121790791427965
KRT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT7,0.18014003819223426,0.08975175047740293,0.023551877784850413,0.008911521323997454,0.0014852535539995756,0.0,0.0,0.0
KRT5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT9,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.0
KRT8,0.20517716953108422,0.12327604498196477,0.030765966475705495,0.011882028431996604,0.002758328028856355,0.0002121790791427965,0.0002121790791427965,0.0
DACT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DACT3,0.28156163802249096,0.23339698705707618,0.1402503713133885,0.08402291534054743,0.03352429450456185,0.002970507107999151,0.002970507107999151,0.0
TMCC1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
TMCC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDHR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIPK4,0.24740080628050073,0.1763208147676639,0.08508381073626141,0.021854445151708042,0.008699342244854658,0.000848716316571186,0.000848716316571186,0.0
RECK,0.28156163802249096,0.22681943560364948,0.15319329514109908,0.10036070443454276,0.0608953957139826,0.016549968173138127,0.01633778909399533,0.0002121790791427965
INSC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INSR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUNX1T1,0.2945045618502016,0.24443029917250159,0.14979842987481434,0.09335879482283047,0.036282622533418206,0.0021217907914279654,0.0019096117122851686,0.0002121790791427965
SPTBN5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPTBN4,0.29004880118820286,0.24103543390621684,0.17165287502652238,0.07065563335455124,0.013791640144281773,0.000424358158285593,0.000424358158285593,0.0
SPTBN2,0.19371949925737322,0.11903246339910885,0.04519414385741566,0.013791640144281773,0.0019096117122851686,0.0002121790791427965,0.0002121790791427965,0.0
SPTBN1,0.18586887332908975,0.12072989603225122,0.06853384256312328,0.017610863568852112,0.0010608953957139827,0.0006365372374283895,0.000424358158285593,0.0002121790791427965
TFAP2A,0.12561001485253553,0.037980055166560577,0.012518565669424995,0.0038192234245703373,0.0,0.0,0.0,0.0
TFAP2C,0.15913430935709738,0.06322936558455336,0.0182474008062805,0.008274984086569064,0.0010608953957139827,0.0,0.0,0.0
TFAP2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFAP2E,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0
TFAP2D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL39,0.21578612348822407,0.09378315298111606,0.042435815828559306,0.02737110120942075,0.016125610014852534,0.002758328028856355,0.002758328028856355,0.0
SAMHD1,0.10842350944196902,0.062380649267982174,0.028007638446849142,0.017610863568852112,0.0046679397411415234,0.0002121790791427965,0.0,0.0002121790791427965
RPA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPA1,0.08147676639083386,0.03203904095056227,0.008911521323997454,0.000848716316571186,0.000848716316571186,0.000424358158285593,0.0002121790791427965,0.0002121790791427965
RPA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPA2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
REC8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHMP2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHMP2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCDHGB7,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333
PCDHGB6,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333
RREB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP53AIP1,0.16677275620623808,0.0666242308508381,0.022278803309993635,0.008062805007426267,0.0006365372374283895,0.0,0.0,0.0
PHC1,0.2832590706556333,0.22406110757479314,0.13218756630596223,0.0608953957139826,0.0244005941014216,0.0023339698705707617,0.0023339698705707617,0.0
PHC3,0.24740080628050073,0.17610863568852111,0.08041587099511988,0.031402503713133884,0.009335879482283047,0.0019096117122851686,0.0019096117122851686,0.0
PHC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF365,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ZNF367,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
PRF1,0.22830468915764907,0.1468279227668152,0.07596011033312115,0.03373647358370465,0.01952047528113728,0.001697432633142372,0.001697432633142372,0.0
H2AFV,0.2372162104816465,0.14406959473795883,0.0426479949077021,0.008062805007426267,0.0010608953957139827,0.0,0.0,0.0
H2AFX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2AFY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2AFZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2AFJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCAPG2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
DPEP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADRBK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPEP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NMD3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
PRKRIR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAIAP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLUAP1,0.2942923827710588,0.2372162104816465,0.14300869934224486,0.06810948440483769,0.021854445151708042,0.00488011882028432,0.00488011882028432,0.0
VAX2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
WBSCR22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBSCR28,0.0038192234245703373,0.003182686187141948,0.002970507107999151,0.001273074474856779,0.000848716316571186,0.000848716316571186,0.000848716316571186,0.0
MSL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLDIP3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
POLDIP2,0.26437513261192447,0.2000848716316571,0.10460428601739868,0.03713133884998939,0.018671758964566094,0.004455760661998727,0.004455760661998727,0.0
GP1BA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HM13,0.24273286653935922,0.15552726501166986,0.0672607680882665,0.01718650541056652,0.006789730532569488,0.0019096117122851686,0.001697432633142372,0.0002121790791427965
ALDH18A1,0.1646509654148101,0.06556333545512412,0.0182474008062805,0.0076384468491406746,0.004031402503713134,0.0006365372374283895,0.000424358158285593,0.0002121790791427965
ACTN1,0.24294504561850203,0.1703798005516656,0.11478888181625292,0.0664120517716953,0.020581370676851264,0.003182686187141948,0.002970507107999151,0.0002121790791427965
NUP85,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
YTHDF2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
GLB1,0.19690218544451518,0.11012094207511139,0.0241884150222788,0.003394865266284744,0.0002121790791427965,0.0002121790791427965,0.0002121790791427965,0.0
VHLL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HS3ST3A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PYCARD,0.27562062380649266,0.20581370676851263,0.11988117971568003,0.06492679821769573,0.016974326331423723,0.001273074474856779,0.0010608953957139827,0.0002121790791427965
DUSP21,0.003182686187141948,0.002970507107999151,0.0021217907914279654,0.0019096117122851686,0.000848716316571186,0.000848716316571186,0.000848716316571186,0.0
DUSP22,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
DUSP23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUSP26,0.2734988330150647,0.2060258858476554,0.12327604498196477,0.04731593464884362,0.0046679397411415234,0.0006365372374283895,0.0006365372374283895,0.0
HLA-DPA1,0.2259707192870783,0.16146827922766815,0.08338637810311904,0.03819223424570337,0.022703161468279227,0.001273074474856779,0.001273074474856779,0.0
YAF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ODAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDIL3,0.16168045830681094,0.10524082325482707,0.0670485890091237,0.027795459367706343,0.001273074474856779,0.0002121790791427965,0.0,0.0002121790791427965
ZGPAT,0.23339698705707618,0.14194780394653086,0.05750053044769786,0.0120942075111394,0.0019096117122851686,0.0,0.0,0.0
EIF5A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE2D4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE2D2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
UBE2D3,0.002758328028856355,0.002546148949713558,0.001273074474856779,0.000848716316571186,0.000424358158285593,0.0,0.0,0.0
UBE2D1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDNRA,0.2590706556333546,0.1763208147676639,0.11415234457882453,0.07829408020369191,0.040950562274559725,0.003182686187141948,0.002970507107999151,0.0002121790791427965
EDNRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAP130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOF,0.008699342244854658,0.001697432633142372,0.0006365372374283895,0.000424358158285593,0.0002121790791427965,0.0002121790791427965,0.0002121790791427965,0.0
APOD,0.22490982389136432,0.13664332696796097,0.09229789942711648,0.053256948864841926,0.009972416719711436,0.0010608953957139827,0.0010608953957139827,0.0
APOE,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5
APOB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOO,0.24824952259707192,0.13155102906853383,0.04434542754084447,0.02376405686399321,0.011882028431996604,0.0014852535539995756,0.0014852535539995756,0.0
APOM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOH,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111
FAM104A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC57,0.24527901548907277,0.1457670273711012,0.062380649267982174,0.01888393804370889,0.003182686187141948,0.000848716316571186,0.000848716316571186,0.0
CCDC58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC59,0.09590494377254402,0.03946530872056015,0.015913430935709738,0.003394865266284744,0.000848716316571186,0.000424358158285593,0.0002121790791427965,0.0002121790791427965
NUFIP2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
NUFIP1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
PREPL,0.2569488648419266,0.17759388924252067,0.07956715467854869,0.02376405686399321,0.0046679397411415234,0.000424358158285593,0.0002121790791427965,0.0002121790791427965
CABP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CABP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CABP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXO34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXO36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXO30,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
FBXO31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXO32,0.2692552514322088,0.18586887332908975,0.10566518141311267,0.05537873965626989,0.016549968173138127,0.003182686187141948,0.002970507107999151,0.0002121790791427965
FBXO33,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
FBXO38,0.08126458731169106,0.029705071079991513,0.011245491194568216,0.002970507107999151,0.0006365372374283895,0.0,0.0,0.0
MBOAT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBOAT1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
MBOAT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBOAT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDPR,0.20517716953108422,0.1468279227668152,0.10248249522597072,0.06131975387226819,0.016762147252280923,0.0010608953957139827,0.0010608953957139827,0.0
ALAS1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ALAS2,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.0
RTN4R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FICD,0.1336728198599618,0.05368130702312752,0.012518565669424995,0.005304476978569913,0.0021217907914279654,0.000424358158285593,0.000424358158285593,0.0
KIAA0513,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CDCA7L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APBA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APBA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APBA2,0.11903246339910885,0.06938255887969447,0.03585826437513261,0.006365372374283896,0.000424358158285593,0.0002121790791427965,0.0002121790791427965,0.0
MORC2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
MORC3,0.18502015701251856,0.09441969021854445,0.0367069806917038,0.012518565669424995,0.0023339698705707617,0.0002121790791427965,0.0002121790791427965,0.0
MORC1,0.0038192234245703373,0.003182686187141948,0.002970507107999151,0.001273074474856779,0.000848716316571186,0.000424358158285593,0.000424358158285593,0.0
MORC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPRZ1,0.08105240823254826,0.021005728835136857,0.004031402503713134,0.000424358158285593,0.0002121790791427965,0.0002121790791427965,0.0,0.0002121790791427965
RAI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAI2,0.2743475493316359,0.2072989603225122,0.13749204328453216,0.09017610863568852,0.05262041162741354,0.00912370040314025,0.00912370040314025,0.0
COL28A1,0.08084022915340547,0.021005728835136857,0.0038192234245703373,0.0002121790791427965,0.0,0.0,0.0,0.0
CBWD5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CBWD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LGALS3BP,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
TTBK2,0.30129429238277106,0.2662847443242096,0.1833227243793762,0.06980691703798006,0.015489072777424145,0.0021217907914279654,0.0021217907914279654,0.0
TTBK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNFX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACBD3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ACBD5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACBD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYLS1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
TIGIT,0.25058349246764267,0.16910672607680882,0.09378315298111606,0.0547422024188415,0.021005728835136857,0.002970507107999151,0.002970507107999151,0.0
DFFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DFFB,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
REV3L,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
RNF19B,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
RNF19A,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
MRPL43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL40,0.18141311266709104,0.06513897729683853,0.029705071079991513,0.018459579885423297,0.005304476978569913,0.000424358158285593,0.000424358158285593,0.0
MRPL47,0.23679185232336092,0.13770422236367494,0.0608953957139826,0.03416083174199024,0.01888393804370889,0.002970507107999151,0.002758328028856355,0.0002121790791427965
MRPL46,0.2011457670273711,0.09632930193082961,0.03543390621684702,0.02143008699342245,0.0076384468491406746,0.000424358158285593,0.0002121790791427965,0.0002121790791427965
HGFAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL44,0.232548270740505,0.15467854869509867,0.06407808190112455,0.02864417568427753,0.012306386590282199,0.0014852535539995756,0.001273074474856779,0.0002121790791427965
TRIP6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
TRIP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL48,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
NGF,0.22278803309993633,0.15064714619138553,0.10057288351368555,0.06047103755569701,0.014852535539995756,0.0006365372374283895,0.000424358158285593,0.0002121790791427965
NGB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UHRF1,0.20517716953108422,0.12136643326967961,0.07107999151283684,0.03988966687884574,0.023551877784850413,0.010608953957139827,0.01039677487799703,0.0002121790791427965
UNC93B1,0.2741353702524931,0.21557394440908126,0.12476129853596435,0.06344154466369616,0.02503713133884999,0.0046679397411415234,0.0046679397411415234,0.0
NEK6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
NEK7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
NEK4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEK5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEK2,0.2130277954593677,0.12370040314025037,0.07235306598769362,0.04222363674941651,0.026522384892849565,0.015489072777424145,0.015276893698281349,0.0002121790791427965
NEK3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
NEK8,0.2855930405262041,0.2380649267982177,0.14300869934224486,0.0428601739868449,0.009548058561425843,0.000848716316571186,0.000848716316571186,0.0
NEK9,0.231487375344791,0.14406959473795883,0.07001909611712286,0.00912370040314025,0.0002121790791427965,0.0,0.0,0.0
BMX,0.21578612348822407,0.15658816040738383,0.09929980903882878,0.04689157649055803,0.008487163165711862,0.0010608953957139827,0.0010608953957139827,0.0
G0S2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COQ10B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC9,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
NSD1,0.13727986420538935,0.061744112030553785,0.025885847655421176,0.008274984086569064,0.0021217907914279654,0.0002121790791427965,0.0002121790791427965,0.0
CYP2A7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3HCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EID2B,0.2989603225122003,0.24633991088478677,0.15001060895395715,0.07065563335455124,0.01888393804370889,0.0023339698705707617,0.0023339698705707617,0.0
WDHD1,0.19011245491194567,0.11266709102482496,0.05177169531084235,0.02991725015913431,0.013791640144281773,0.0010608953957139827,0.000848716316571186,0.0002121790791427965
AS3MT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAGE3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
STAB1,0.21111818374708255,0.1398260131551029,0.07023127519626565,0.03161468279227668,0.019308296201994483,0.007001909611712286,0.006789730532569488,0.0002121790791427965
STAB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PYHIN1,0.2635264162953533,0.19287078294080204,0.09739019732654361,0.04158709951198812,0.025461489497135583,0.002970507107999151,0.002758328028856355,0.0002121790791427965
RNFT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTMR14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
TRMT2A,0.22915340547422025,0.1281561638022491,0.045406322936558455,0.014428177381710164,0.002758328028856355,0.0002121790791427965,0.0,0.0002121790791427965
ECE2,0.1277318056439635,0.0483768300445576,0.021005728835136857,0.006577551453426692,0.0002121790791427965,0.0,0.0,0.0
ECE1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
IMPACT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVC2,0.2796520263102058,0.20814767663908337,0.13770422236367494,0.08656906429026098,0.04964990451941439,0.008911521323997454,0.008911521323997454,0.0
AURKA,0.122002970507108,0.07192870782940802,0.040314025037131336,0.0241884150222788,0.014003819223424571,0.000848716316571186,0.0006365372374283895,0.0002121790791427965
AURKB,0.21557394440908126,0.12921705919796309,0.08041587099511988,0.055590918735412685,0.028856354763420328,0.008911521323997454,0.008699342244854658,0.0002121790791427965
AURKC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFIKKN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFIKKN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR6C74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACADVL,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CHN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHN1,0.2809251007850626,0.21154254190536814,0.12391258221939316,0.06365372374283895,0.013791640144281773,0.0006365372374283895,0.000424358158285593,0.0002121790791427965
CAV2,0.24718862720135795,0.16783365160195204,0.10524082325482707,0.0736261404625504,0.03564608529598982,0.002546148949713558,0.0023339698705707617,0.0002121790791427965
CAV3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AXL,0.2664969234033524,0.19796308084022915,0.1277318056439635,0.08741778060683217,0.049862083598557184,0.006789730532569488,0.006577551453426692,0.0002121790791427965
CAV1,0.26543602800763844,0.19690218544451518,0.12518565669424994,0.09060046679397411,0.058349246764269044,0.013579461065138977,0.01336728198599618,0.0002121790791427965
SARNP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC32,0.22936558455336303,0.15319329514109908,0.10608953957139826,0.06535115637598132,0.023976235943136005,0.0023339698705707617,0.0023339698705707617,0.0
SKAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKAP1,0.18756630596223212,0.10651389772968385,0.05643963505198388,0.021217907914279653,0.001273074474856779,0.0,0.0,0.0
PITPNA,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
PITPNB,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
AMN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIR3DL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIR3DL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMNB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL13RA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL13RA1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
LMNB1,0.22469764481222151,0.12921705919796309,0.07553575217483556,0.04179927859113092,0.022703161468279227,0.002758328028856355,0.002546148949713558,0.0002121790791427965
MRPS28,0.21090600466793974,0.09548058561425843,0.03479736897941863,0.02312751962656482,0.01103331211542542,0.001273074474856779,0.0010608953957139827,0.0002121790791427965
MRPS26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD274,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
MRPS24,0.24230850838107362,0.15573944409081264,0.053256948864841926,0.02737110120942075,0.015276893698281349,0.0021217907914279654,0.0019096117122851686,0.0002121790791427965
CD276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPS22,0.19117335030765967,0.08084022915340547,0.04010184595798854,0.022915340547422024,0.008487163165711862,0.000424358158285593,0.0002121790791427965,0.0002121790791427965
MRPS23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RXFP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RXFP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVIL,0.27031614682792277,0.19244642478251645,0.1096965839168258,0.056651814131126674,0.017610863568852112,0.003182686187141948,0.002970507107999151,0.0002121790791427965
JMJD6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
JMJD4,0.036919159770846595,0.004455760661998727,0.0006365372374283895,0.0002121790791427965,0.0002121790791427965,0.0002121790791427965,0.0002121790791427965,0.0
ZHX2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZHX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMJD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZHX1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
APPL1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
APPL2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
SIGMAR1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
HS3ST2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HS3ST1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHOSPHO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR2T10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNHIT3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ZNHIT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNHIT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNHIT6,0.19074899214937407,0.12921705919796309,0.06917037980055167,0.013155102906853384,0.000848716316571186,0.0002121790791427965,0.0002121790791427965,0.0
NFATC2IP,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5
OR7G2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR7G3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAAH2,0.2614046255039253,0.2024188415022279,0.12051771695310842,0.02991725015913431,0.010608953957139827,0.002758328028856355,0.002758328028856355,0.0
ZP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTYH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STK11IP,0.21090600466793974,0.12009335879482283,0.04116274135370253,0.01103331211542542,0.0021217907914279654,0.0,0.0,0.0
NFS1,0.1892637385953745,0.07192870782940802,0.03267557818799066,0.019732654360280075,0.00488011882028432,0.000424358158285593,0.0002121790791427965,0.0002121790791427965
FBXL3,0.22469764481222151,0.15361765329938468,0.09484404837683004,0.0488011882028432,0.006789730532569488,0.000424358158285593,0.0002121790791427965,0.0002121790791427965
ROBO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXL5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
