gene_sscrofa_wound_up,sscrofa_wound_up_Fraction_sp_less7,sscrofa_wound_up_Fraction_sp_less6,sscrofa_wound_up_Fraction_sp_less5,sscrofa_wound_up_Fraction_sp_less4,sscrofa_wound_up_Fraction_sp_less3,sscrofa_wound_up_Fraction_sp_less2,sscrofa_wound_up_Fraction_sp_1,sscrofa_wound_up_Fraction_sp_0
TCOF1,0.3777038269550749,0.3777038269550749,0.3775591405628301,0.37553353107140275,0.3282934240034725,0.01837517181509079,0.01837517181509079,0.0
NSRP1,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.37669102220936124,0.3489112348983578,0.02806916009549302,0.02806916009549302,0.0
SPPL3,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.37683570860160603,0.349128264486725,0.026622296173044926,0.02654995297692252,7.234319612240469e-05
OPA3,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.37618461983650436,0.3463068798379512,0.027128698545901758,0.027128698545901758,0.0
OPA1,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.3764016494248716,0.33740866671489544,0.02532011864284164,0.02532011864284164,0.0
ITGA8,0.3777038269550749,0.3777038269550749,0.3775591405628301,0.37603993344425957,0.3158503942704189,0.01801345583447877,0.017941112638356363,7.234319612240469e-05
ITGA9,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.376112276640382,0.3149099327208276,0.017145337481009913,0.017145337481009913,0.0
ITGA1,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.37683570860160603,0.34818780293713375,0.023511538739781523,0.023511538739781523,0.0
ITGA2,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.37632930622874916,0.3312594950444911,0.015698473558561816,0.015626130362439414,7.234319612240469e-05
ITGA3,0.3777038269550749,0.3777038269550749,0.3775591405628301,0.37596759024813714,0.27982348260146134,0.005353396513057947,0.005353396513057947,0.0
ITGA4,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.37705273818997326,0.35419228821529336,0.039788757867322576,0.03971641467120017,7.234319612240469e-05
ITGA5,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.37705273818997326,0.3613542646314114,0.032554438255082106,0.03248209505895971,7.234319612240469e-05
ITGA6,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.376112276640382,0.3181653765463358,0.008681183534688563,0.008681183534688563,0.0
ITGA7,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.37683570860160603,0.360558489474065,0.040150473847934603,0.040150473847934603,0.0
TRHR,0.3777038269550749,0.3777038269550749,0.3774144541705853,0.35882225276712726,0.026115893800188094,0.0005787455689792375,0.0005787455689792375,0.0
UFSP1,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.37452072632568906,0.2521160384865803,0.005136366924690733,0.005136366924690733,0.0
UFSP2,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.37618461983650436,0.35115387397815234,0.028358532879982638,0.028358532879982638,0.0
CHST8,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.37669102220936124,0.31556102148592924,0.011357881791217536,0.011357881791217536,0.0
CHST1,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.37669102220936124,0.30637343557838387,0.008970556319178181,0.008898213123055776,7.234319612240469e-05
CHST3,0.3777038269550749,0.3777038269550749,0.3775591405628301,0.376473992620994,0.34941763727121466,0.02329450915141431,0.02329450915141431,0.0
CHST2,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.3754611878752803,0.31078637054185054,0.010562106633871084,0.010562106633871084,0.0
CHST5,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.3764016494248716,0.3077479563047095,0.012008970556319179,0.012008970556319179,0.0
CHST4,0.3777038269550749,0.3777038269550749,0.3775591405628301,0.3769080517977284,0.33248932937857195,0.011936627360196773,0.011936627360196773,0.0
CHST7,0.3777038269550749,0.37763148375895245,0.37734211097446285,0.37415901034507704,0.18071330391376692,0.001374520726325689,0.001374520726325689,0.0
CHST6,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.3767633654054836,0.3013094118498155,0.00940461549591261,0.00940461549591261,0.0
ITGAX,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.37567821746364755,0.32322940027490416,0.02300513636692469,0.02300513636692469,0.0
BCL2A1,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.3762569630326268,0.33726398032265065,0.02481371626998481,0.02481371626998481,0.0
ITGAV,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.37669102220936124,0.34905592129060264,0.021847645228966216,0.02177530203284381,7.234319612240469e-05
ITGAL,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.37683570860160603,0.3537582290385589,0.03971641467120017,0.03964407147507777,7.234319612240469e-05
ITGAM,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.37669102220936124,0.34037473775591404,0.02683932576141214,0.02683932576141214,0.0
ITGAD,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.37596759024813714,0.28344064240758154,0.009838674672647037,0.009838674672647037,0.0
ITGAE,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.3739419807567098,0.1959777182955943,0.0015192071185704985,0.0015192071185704985,0.0
IGF2R,0.3777038269550749,0.37763148375895245,0.37748679736670765,0.3765463358171164,0.34985169644794906,0.02249873399406786,0.022426390797945454,7.234319612240469e-05
SLC36A4,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.376112276640382,0.32482095058959704,0.008464153946321348,0.008464153946321348,0.0
CKS1B,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.37575056065976997,0.28792592056717065,0.006366201258771613,0.006366201258771613,0.0
SLC36A1,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.3748100991101787,0.2283874701584316,0.0036171598061202344,0.0035448166099978297,7.234319612240469e-05
ARTN,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.3762569630326268,0.30138175504593795,0.009911017868769443,0.009911017868769443,0.0
ART1,0.3777038269550749,0.3777038269550749,0.37748679736670765,0.37242277363813936,0.08739058091586487,0.00028937278448961875,0.00028937278448961875,0.0
ART4,0.3777038269550749,0.3777038269550749,0.3775591405628301,0.376473992620994,0.2900962164508428,0.005353396513057947,0.005281053316935542,7.234319612240469e-05
CADPS2,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.37553353107140275,0.24734138754250162,0.003038414237140997,0.0029660710410185924,7.234319612240469e-05
RLF,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.3762569630326268,0.3410981697171381,0.018736887795702813,0.018736887795702813,0.0
CRTAP,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.3772697677783404,0.36627360196773495,0.05100195326629531,0.05100195326629531,0.0
ADPGK,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.37705273818997326,0.3598350575128409,0.05208710120813138,0.05201475801200897,7.234319612240469e-05
CPEB4,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.3762569630326268,0.3398683353830572,0.018302828618968387,0.01823048542284598,7.234319612240469e-05
CPEB1,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.37712508138609563,0.36656297475222455,0.059176734428127035,0.05910439123200463,7.234319612240469e-05
CPEB3,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.37712508138609563,0.35281776748896765,0.028286189683860232,0.028286189683860232,0.0
CPEB2,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.3764016494248716,0.27830427548289083,0.004919337336323519,0.004919337336323519,0.0
SRBD1,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.3753165014830355,0.2766403819720755,0.005570426101425161,0.005570426101425161,0.0
ABAT,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.3767633654054836,0.3536135426463141,0.01946031975692686,0.01946031975692686,0.0
PHOX2A,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.37567821746364755,0.1883816827027418,0.004268248571221877,0.004268248571221877,0.0
PHOX2B,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.3748100991101787,0.1448310786370542,0.0028937278448961873,0.0028937278448961873,0.0
UPK2,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.3753165014830355,0.16443608478622584,0.001374520726325689,0.0013021775302032843,7.234319612240469e-05
CFH,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.37582290385589234,0.299428488750633,0.00940461549591261,0.00940461549591261,0.0
CFI,0.3777038269550749,0.3777038269550749,0.3775591405628301,0.3765463358171164,0.33263401577081675,0.01063444982999349,0.010562106633871084,7.234319612240469e-05
ANKFY1,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.37596759024813714,0.3255443825508211,0.01808579903060117,0.01801345583447877,7.234319612240469e-05
CFB,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.3764016494248716,0.3136800983867467,0.012949432105910439,0.012877088909788035,7.234319612240469e-05
CFP,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.37575056065976997,0.2809809737394198,0.013238804890400057,0.013166461694277654,7.234319612240469e-05
AAAS,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.37632930622874916,0.3421833176589742,0.019966722129783693,0.019894378933661288,7.234319612240469e-05
SIDT1,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.37705273818997326,0.3486218621138682,0.025681834623453664,0.025681834623453664,0.0
SIDT2,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.37582290385589234,0.2850321927222745,0.004919337336323519,0.004846994140201114,7.234319612240469e-05
AAGAB,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.37683570860160603,0.3454387614844824,0.017941112638356363,0.017868769442233957,7.234319612240469e-05
C4orf17,0.3777038269550749,0.3777038269550749,0.3777038269550749,0.3767633654054836,0.16921073573030457,0.004051218982854663,0.004051218982854663,0.0
SCYL1,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.3752441582869131,0.3095565362077697,0.007451349200607683,0.007379006004485278,7.234319612240469e-05
ABCE1,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.3749547855024235,0.30941184981552483,0.014251609636113724,0.014251609636113724,0.0
TEN1-CDK3,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.37669102220936124,0.3544093178036606,0.03146929031324604,0.03146929031324604,0.0
ZNF117,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.3756058742675251,0.30449251247920134,0.007234319612240469,0.007234319612240469,0.0
ZNF114,0.3777038269550749,0.3777038269550749,0.3775591405628301,0.37603993344425957,0.25551616870433336,0.004557621355711495,0.004557621355711495,0.0
SEZ6L,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.37669102220936124,0.2641973522390219,0.009621645084279824,0.009621645084279824,0.0
PRKAR2A,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.37603993344425957,0.33444259567387685,0.019532662953049267,0.01946031975692686,7.234319612240469e-05
PRKAR2B,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.3764016494248716,0.29393040584533026,0.006510887651016422,0.006510887651016422,0.0
MAGT1,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.37575056065976997,0.28792592056717065,0.006727917239383636,0.0066555740432612314,7.234319612240469e-05
ITGA2B,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.3767633654054836,0.3471749981914201,0.016132532735296246,0.016132532735296246,0.0
PHACTR1,0.3777038269550749,0.37763148375895245,0.37734211097446285,0.37517181509079073,0.27519351804962744,0.0033277870216306157,0.0033277870216306157,0.0
OR2K2,0.3777038269550749,0.3777038269550749,0.3777038269550749,0.37632930622874916,0.18592201403458006,0.002097952687549736,0.0020256094914273314,7.234319612240469e-05
PHACTR3,0.3777038269550749,0.37763148375895245,0.37748679736670765,0.3752441582869131,0.24647326918903278,0.0028213846487737827,0.002749041452651378,7.234319612240469e-05
CASP5,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.376112276640382,0.31143745930695216,0.02177530203284381,0.02177530203284381,0.0
NR1D1,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.3753165014830355,0.25580554148882295,0.0035448166099978297,0.0035448166099978297,0.0
NR1D2,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.37553353107140275,0.31114808652246256,0.009838674672647037,0.009838674672647037,0.0
OGFR,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.37618461983650436,0.3408087969326485,0.021558272444476598,0.021558272444476598,0.0
PTCH2,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.37712508138609563,0.36330753092671636,0.05201475801200897,0.05201475801200897,0.0
PTCH1,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.3767633654054836,0.3317658974173479,0.01511972798958258,0.01511972798958258,0.0
TIMM44,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.3753165014830355,0.3070245243434855,0.011791940967951964,0.011791940967951964,0.0
RAD9B,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.37567821746364755,0.2930622874918614,0.005787455689792375,0.005787455689792375,0.0
RAD9A,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.3772697677783404,0.3630181581422267,0.0463719887144614,0.0463719887144614,0.0
ERGIC2,0.3777038269550749,0.37763148375895245,0.3772697677783404,0.37430369673732183,0.2469796715618896,0.005208710120813137,0.005136366924690733,7.234319612240469e-05
ERGIC3,0.3777038269550749,0.37763148375895245,0.37748679736670765,0.37669102220936124,0.3288721695724517,0.010128047457136656,0.010128047457136656,0.0
ERGIC1,0.3777038269550749,0.3777038269550749,0.3775591405628301,0.3764016494248716,0.3302466902987774,0.012587716125298416,0.01251537292917601,7.234319612240469e-05
B3GAT3,0.3777038269550749,0.37763148375895245,0.37748679736670765,0.3764016494248716,0.3486218621138682,0.01729002387325472,0.01729002387325472,0.0
B3GAT2,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.37553353107140275,0.22498733994067857,0.002097952687549736,0.0020256094914273314,7.234319612240469e-05
B3GAT1,0.3777038269550749,0.37763148375895245,0.37748679736670765,0.37618461983650436,0.3115098025030746,0.00694494682775085,0.00694494682775085,0.0
CALM2,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.37669102220936124,0.3458004774650944,0.016928307892642696,0.016855964696520294,7.234319612240469e-05
CALM3,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.3767633654054836,0.32337408666714895,0.010200390653259062,0.010128047457136656,7.234319612240469e-05
SPG21,0.37763148375895245,0.3774144541705853,0.37705273818997326,0.36489908124140924,0.04608261592997179,0.00021702958836721407,0.00014468639224480938,7.234319612240469e-05
SPG20,0.3777038269550749,0.3777038269550749,0.3775591405628301,0.37698039499385083,0.36504376763365404,0.05331693554221226,0.05331693554221226,0.0
GSDMB,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.37632930622874916,0.3345872820661217,0.014396296028358534,0.014396296028358534,0.0
GSDMC,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.376112276640382,0.2712869854590176,0.006510887651016422,0.006510887651016422,0.0
GSDMD,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.37698039499385083,0.3596180279244737,0.035375822903855894,0.03530347970773349,7.234319612240469e-05
UPK1A,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.3750994718946683,0.12486435650727049,0.0007957751573464516,0.0007957751573464516,0.0
UPK1B,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.3754611878752803,0.19655646386457354,0.003689503002242639,0.0036171598061202344,7.234319612240469e-05
DLGAP2,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.37698039499385083,0.33212761339795993,0.01620487593141865,0.016132532735296246,7.234319612240469e-05
DLGAP3,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.3767633654054836,0.3334297909281632,0.012298343340808798,0.012298343340808798,0.0
DLGAP1,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.37683570860160603,0.32916154235694134,0.017796426246111552,0.017796426246111552,0.0
DLGAP4,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.3766186790132388,0.33408087969326483,0.013600520871012082,0.013600520871012082,0.0
DLGAP5,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.37719742458221805,0.35129856037039714,0.03226506547059249,0.032192722274470086,7.234319612240469e-05
OIP5,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.376112276640382,0.3059393764016494,0.011213195398972727,0.011213195398972727,0.0
FAM169A,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.3769080517977284,0.35404760182304856,0.023583881935903928,0.023511538739781523,7.234319612240469e-05
PTPN18,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.37683570860160603,0.3575924184330464,0.03993344425956739,0.03986110106344498,7.234319612240469e-05
LRRFIP2,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.37553353107140275,0.2542863343702525,0.0031831006293858064,0.0031831006293858064,0.0
PTPN13,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.3767633654054836,0.35592852492223104,0.03284381103957173,0.03284381103957173,0.0
PTPN12,0.3777038269550749,0.37763148375895245,0.37748679736670765,0.3767633654054836,0.36164363741590105,0.04492512479201331,0.04485278159589091,7.234319612240469e-05
PTPN11,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.37712508138609563,0.360920205454677,0.039427041886710555,0.039427041886710555,0.0
PTPN14,0.3777038269550749,0.37763148375895245,0.37748679736670765,0.37632930622874916,0.3442812703465239,0.01526441438182739,0.01526441438182739,0.0
LYAR,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.37603993344425957,0.31404181436735873,0.00803009476958692,0.007957751573464516,7.234319612240469e-05
TRAPPC6A,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.37669102220936124,0.33400853649714246,0.012443029733053607,0.012443029733053607,0.0
MZB1,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.37632930622874916,0.33610648918469216,0.026911668957534544,0.026911668957534544,0.0
TRAPPC6B,0.3777038269550749,0.3777038269550749,0.3775591405628301,0.3748824423063011,0.24784778991535847,0.0024596686681617594,0.0023873254720393547,7.234319612240469e-05
CDK3,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.3767633654054836,0.3520943355277436,0.02850321927222745,0.02850321927222745,0.0
HLA-DQB1,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.37466541271793385,0.23077479563047096,0.010417420241626275,0.010345077045503871,7.234319612240469e-05
MSMB,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.37603993344425957,0.21847645228966217,0.005064023728568328,0.004991680532445923,7.234319612240469e-05
HLA-DQB2,0.3777038269550749,0.37763148375895245,0.3774144541705853,0.37596759024813714,0.31310135281776746,0.0185198582073356,0.018447515011213195,7.234319612240469e-05
CDK7,0.3777038269550749,0.3777038269550749,0.37763148375895245,0.3765463358171164,0.3214931635679664,0.010128047457136656,0.010055704261014252,7.234319612240469e-05
