gene_sscrofa_wound_up,sscrofa_wound_up_Fraction_sp_less4,sscrofa_wound_up_Fraction_sp_less3,sscrofa_wound_up_Fraction_sp_less2,sscrofa_wound_up_Fraction_sp_1,sscrofa_wound_up_Fraction_sp_0
IER3,0.28546203649205415,0.07474985285462037,0.0007062978222483814,0.0006474396703943496,5.885815185403178e-05
IER3IP1,0.23507945850500295,0.021600941730429663,0.00011771630370806356,0.00011771630370806356,0.0
IGHM,0.266627427898764,0.0418481459682166,0.0004120070629782225,0.0004120070629782225,0.0
IOH58585,0.16274278987639787,0.01188934667451442,5.885815185403178e-05,5.885815185403178e-05,0.0
JAZF1,0.2620364920541495,0.03955267804590936,0.00011771630370806356,0.00011771630370806356,0.0
KLF5,0.2964685108887581,0.11771630370806356,0.0011771630370806356,0.001118304885226604,5.885815185403178e-05
MEOX1,0.2850500294290759,0.07751618599175986,0.0009417304296645085,0.0009417304296645085,0.0
MGC13114,0.16115361977633902,0.011183048852266038,5.885815185403178e-05,5.885815185403178e-05,0.0
MID2,0.21848145968216598,0.021365509123013538,0.00011771630370806356,0.00011771630370806356,0.0
MRPL34,0.2651559741024132,0.05974102413184226,0.00017657445556209535,0.00017657445556209535,0.0
MRPL46,0.26674514420247203,0.048911124190700414,0.00023543260741612713,0.00017657445556209535,5.885815185403178e-05
MXD3,0.25721012360211887,0.04049440847557387,0.00017657445556209535,0.00011771630370806356,5.885815185403178e-05
N6AMT1,0.25397292525014714,0.045026486168334316,0.00011771630370806356,0.00011771630370806356,0.0
NDUFS3,0.28616833431430255,0.09511477339611536,0.0014125956444967628,0.0013537374926427311,5.885815185403178e-05
NUDCD3,0.27751618599175987,0.07062978222483814,0.000529723366686286,0.000529723366686286,0.0
NUDT1,0.24638022366097703,0.0327839905826957,5.885815185403178e-05,5.885815185403178e-05,0.0
PBX4,0.16115361977633902,0.011183048852266038,5.885815185403178e-05,5.885815185403178e-05,0.0
PCBP3,0.2529134785167746,0.030841671571512654,0.00011771630370806356,0.00011771630370806356,0.0
PHF20L1,0.17374926427310183,0.012654502648616834,5.885815185403178e-05,5.885815185403178e-05,0.0
PKNOX2,0.20447321954090641,0.01948204826368452,0.00017657445556209535,0.00011771630370806356,5.885815185403178e-05
PMS2L5,0.1996468510888758,0.019658622719246614,5.885815185403178e-05,5.885815185403178e-05,0.0
PNMA2,0.23048852266038847,0.02348440258975868,0.0002942907592701589,0.00023543260741612713,5.885815185403178e-05
POLK,0.2733372572101236,0.05261918775750441,0.0005885815185403178,0.0005885815185403178,0.0
PRDM5,0.23437316068275457,0.022954679223072396,0.00011771630370806356,0.00011771630370806356,0.0
PSMA1,0.29152442613301943,0.10435550323719835,0.0014125956444967628,0.0014125956444967628,0.0
PTPN21,0.23672748675691582,0.029075927015891703,0.0002942907592701589,0.00023543260741612713,5.885815185403178e-05
RAD18,0.2828134196586227,0.06503825779870512,0.00047086521483225425,0.0004120070629782225,5.885815185403178e-05
RBMY1J,0.16115361977633902,0.011183048852266038,5.885815185403178e-05,5.885815185403178e-05,0.0
RBPJ,0.2904649793996468,0.09052383755150088,0.0017068864037669217,0.00164802825191289,5.885815185403178e-05
RFXDC1,0.2005885815185403,0.014302530900529723,0.00017657445556209535,0.00017657445556209535,0.0
RIOK3,0.2895232489699823,0.0896409652736904,0.0015891701000588581,0.0015891701000588581,0.0
RPS26,0.28063566804002354,0.0673925838728664,0.00011771630370806356,0.00011771630370806356,0.0
RRN3,0.2615656268393172,0.03755150088287228,0.0006474396703943496,0.0006474396703943496,0.0
RSBN1,0.283284284873455,0.0824014125956445,0.000824014125956445,0.000824014125956445,0.0
RUFY1,0.2383166568569747,0.03031194820482637,0.00017657445556209535,0.00011771630370806356,5.885815185403178e-05
RUFY2,0.20023543260741614,0.016009417304296645,0.00017657445556209535,0.00011771630370806356,5.885815185403178e-05
SAP30BP,0.2811065332548558,0.06103590347263096,0.0008828722778104767,0.000824014125956445,5.885815185403178e-05
SCML4,0.25303119482048264,0.03502060035314891,0.00011771630370806356,0.00011771630370806356,0.0
SIAHBP1,0.24638022366097703,0.03496174220129488,0.0002942907592701589,0.0002942907592701589,0.0
SMCR7L,0.20194231901118304,0.020011771630370805,5.885815185403178e-05,5.885815185403178e-05,0.0
SNAI2,0.2835197174808711,0.07310182460270748,0.00047086521483225425,0.00047086521483225425,0.0
SNF1LK2,0.2565038257798705,0.03190111830488523,0.000529723366686286,0.000529723366686286,0.0
SOCS4,0.26786344908769866,0.04791053560918187,0.0004120070629782225,0.0004120070629782225,0.0
SPIC,0.16115361977633902,0.011183048852266038,5.885815185403178e-05,5.885815185403178e-05,0.0
STAT5A,0.29635079458505004,0.11300765155974102,0.0025309005297233667,0.002472042377869335,5.885815185403178e-05
SUHW1,0.21200706297822247,0.01918775750441436,5.885815185403178e-05,5.885815185403178e-05,0.0
SUPT6H,0.2782224838140082,0.05709240729841083,0.0007651559741024132,0.0007062978222483814,5.885815185403178e-05
TCEB3,0.2599764567392584,0.03502060035314891,0.0007062978222483814,0.0007062978222483814,0.0
THAP5,0.2772218952324897,0.07492642731018247,0.000529723366686286,0.000529723366686286,0.0
TLX3,0.27168922895821074,0.04131842260153031,0.00047086521483225425,0.0004120070629782225,5.885815185403178e-05
TOX2,0.23119482048263684,0.02442613301942319,5.885815185403178e-05,5.885815185403178e-05,0.0
TRAT1,0.2755738669805768,0.05615067686874632,0.0013537374926427311,0.0013537374926427311,0.0
TRSPAP1,0.20659211300765157,0.01848145968216598,0.00011771630370806356,0.00011771630370806356,0.0
TTBK2,0.29487934078869926,0.10541494997057092,0.0011771630370806356,0.001118304885226604,5.885815185403178e-05
UROS,0.27251324308416713,0.061918775750441434,0.00047086521483225425,0.00047086521483225425,0.0
VCY,0.16115361977633902,0.011183048852266038,5.885815185403178e-05,5.885815185403178e-05,0.0
WHSC1L1,0.18958210712183637,0.01353737492642731,0.00017657445556209535,0.00017657445556209535,0.0
ZBTB20,0.2839905826957034,0.07875220718069452,0.0003531489111241907,0.0003531489111241907,0.0
ZCCHC10,0.27486756915832844,0.0442613301942319,0.0006474396703943496,0.0006474396703943496,0.0
ZCCHC3,0.2292525014714538,0.02113007651559741,5.885815185403178e-05,5.885815185403178e-05,0.0
