gene_amexicanum_regen_up,amexicanum_regen_up_Fraction_sp_less4,amexicanum_regen_up_Fraction_sp_less3,amexicanum_regen_up_Fraction_sp_less2,amexicanum_regen_up_Fraction_sp_1,amexicanum_regen_up_Fraction_sp_0
AMIGO1,0.01683343143025309,0.00011771630370806356,0.0,0.0,0.0
AMIGO2,0.10512065921130076,0.01683343143025309,0.00011771630370806356,0.00011771630370806356,0.0
AMIGO3,0.01683343143025309,0.00011771630370806356,0.0,0.0,0.0
AMMECR1L,0.05503237198351972,0.0020600353148911123,0.0,0.0,0.0
AMN,0.0720423778693349,0.002766333137139494,0.0,0.0,0.0
AMN1,0.07786933490288404,0.006886403766921719,0.0,0.0,0.0
AMOTL1,0.08228369629193644,0.004237786933490288,0.00017657445556209535,0.00017657445556209535,0.0
BAG3,0.11336080047086522,0.028605061801059446,0.0002942907592701589,0.00023543260741612713,5.885815185403178e-05
DYNLL2,0.08628605061801059,0.00494408475573867,0.00011771630370806356,0.00011771630370806356,0.0
FOXK1,0.09535020600353149,0.011830488522660389,0.0,0.0,0.0
FOXK2,0.08728663919952913,0.005473808122424956,0.0,0.0,0.0
LIN7A,0.07174808711006474,0.003060623896409653,0.00011771630370806356,0.00011771630370806356,0.0
LIN7C,0.09564449676280165,0.007474985285462037,0.00017657445556209535,0.00017657445556209535,0.0
LONP2,0.07539729252501472,0.004590935844614479,0.00011771630370806356,5.885815185403178e-05,5.885815185403178e-05
MPDZ,0.08793407886992348,0.005650382577987051,0.0002942907592701589,0.00023543260741612713,5.885815185403178e-05
MPP5,0.07027663331371395,0.0017068864037669217,0.0,0.0,0.0
MPP7,0.030547380812242494,0.000529723366686286,0.0,0.0,0.0
NEDD4L,0.11659799882283696,0.038140082401412596,0.0007651559741024132,0.0007651559741024132,0.0
SCLT1,0.0899941141848146,0.0075927015891701,0.0,0.0,0.0
USP11,0.11595055915244261,0.033490288404944085,0.0007651559741024132,0.0007651559741024132,0.0
AMOTL2,0.11477339611536198,0.033902295467922304,0.00023543260741612713,0.00017657445556209535,5.885815185403178e-05
FLJ10292,0.04255444379046498,0.0004120070629782225,5.885815185403178e-05,5.885815185403178e-05,0.0
FXR2,0.11159505591524427,0.024484991171277223,0.000824014125956445,0.000824014125956445,0.0
GCC1,0.09246615656268393,0.01053560918187169,0.00011771630370806356,0.00011771630370806356,0.0
GNG11,0.1020600353148911,0.010947616244849911,0.0004120070629782225,0.0004120070629782225,0.0
MAD1L1,0.11400824014125957,0.028546203649205414,0.0011771630370806356,0.0011771630370806356,0.0
MAGOHB,0.09452619187757505,0.010476751030017658,0.00023543260741612713,0.00023543260741612713,0.0
NDC80,0.11330194231901118,0.024661565626839316,0.003001765744555621,0.002942907592701589,5.885815185403178e-05
SAV1,0.09535020600353149,0.007651559741024131,0.0002942907592701589,0.0002942907592701589,0.0
HAL,0.09752795762213066,0.009829311359623307,0.00023543260741612713,0.00023543260741612713,0.0
MYH2,0.08993525603296057,0.009064155385520894,0.0005885815185403178,0.000529723366686286,5.885815185403178e-05
AMPD3,0.08687463213655092,0.005885815185403178,0.0,0.0,0.0
AMPH,0.10929958799293703,0.016774573278399058,0.0003531489111241907,0.0003531489111241907,0.0
AP1B1,0.11489111241907005,0.03360800470865215,0.00047086521483225425,0.00047086521483225425,0.0
AP2A2,0.11483225426721601,0.029134785167745734,0.00047086521483225425,0.00047086521483225425,0.0
BIN1,0.11324308416715716,0.0227781047675103,0.0003531489111241907,0.0002942907592701589,5.885815185403178e-05
CABIN1,0.11371394938198941,0.025544437904649792,0.00011771630370806356,0.00011771630370806356,0.0
DNM3,0.09529134785167746,0.007769276044732196,0.00017657445556209535,0.00017657445556209535,0.0
SYN1,0.11436138905238376,0.02607416127133608,0.0006474396703943496,0.0006474396703943496,0.0
SYNJ1,0.11300765155974102,0.022248381400824014,0.000529723366686286,0.000529723366686286,0.0
VTN,0.1177751618599176,0.037433784579164214,0.0002942907592701589,0.0002942907592701589,0.0
DLD,0.11188934667451442,0.024661565626839316,0.000529723366686286,0.000529723366686286,0.0
GCSH,0.08628605061801059,0.006768687463213655,0.00011771630370806356,0.00011771630370806356,0.0
GGH,0.08869923484402589,0.006886403766921719,0.00017657445556209535,0.00017657445556209535,0.0
MTFMT,0.0924072984108299,0.009770453207769276,0.00023543260741612713,0.00023543260741612713,0.0
MTHFR,0.11077104178928782,0.025603296056503827,0.00017657445556209535,0.00017657445556209535,0.0
MTHFS,0.09782224838140083,0.01483225426721601,0.00011771630370806356,5.885815185403178e-05,5.885815185403178e-05
OCA2,0.09652736904061213,0.01159505591524426,5.885815185403178e-05,5.885815185403178e-05,0.0
TYMS,0.11071218363743378,0.02413184226015303,0.0015891701000588581,0.0015891701000588581,0.0
MUC5B,0.0020011771630370806,0.00017657445556209535,5.885815185403178e-05,0.0,5.885815185403178e-05
GP2,0.0075927015891701,5.885815185403178e-05,0.0,0.0,0.0
AMZ2,0.09882283696291937,0.013243084167157151,5.885815185403178e-05,5.885815185403178e-05,0.0
AMZ2P1,0.10394349617422013,0.01653914067098293,0.00011771630370806356,0.00011771630370806356,0.0
ANAPC1,0.11365509123013537,0.028958210712183637,0.0007062978222483814,0.0007062978222483814,0.0
ANAPC11,0.11436138905238376,0.033490288404944085,0.0008828722778104767,0.0008828722778104767,0.0
ANAPC13,0.09947027663331372,0.012065921130076516,0.0003531489111241907,0.0003531489111241907,0.0
ANAPC4,0.11271336080047087,0.026191877575044143,0.00047086521483225425,0.00047086521483225425,0.0
ANAPC5,0.11742201294879341,0.04131842260153031,0.000824014125956445,0.0007651559741024132,5.885815185403178e-05
ANAPC7,0.11642142436727487,0.03631547969393761,0.00047086521483225425,0.00047086521483225425,0.0
BRCC3,0.11341965862271924,0.029075927015891703,0.0004120070629782225,0.0004120070629782225,0.0
CCNB1,0.11995291347851678,0.0544437904649794,0.003766921718658034,0.0037080635668040023,5.885815185403178e-05
CDC16,0.11830488522660389,0.04243672748675691,0.0012360211889346675,0.0012360211889346675,0.0
CDC20,0.11918775750441436,0.04614479105356092,0.003884638022366098,0.003884638022366098,0.0
CDC23,0.11436138905238376,0.030429664508534432,0.0010005885815185403,0.0010005885815185403,0.0
CDC26,0.10341377280753385,0.013419658622719247,0.00047086521483225425,0.00047086521483225425,0.0
CDC27,0.11365509123013537,0.027251324308416716,0.0008828722778104767,0.0008828722778104767,0.0
FZR1,0.11559741024131842,0.03319599764567393,0.0014714537963507945,0.0014714537963507945,0.0
MDC1,0.11936433195997646,0.048381400824014126,0.0006474396703943496,0.0006474396703943496,0.0
PTTG1,0.11695114773396115,0.036904061212477926,0.000824014125956445,0.0007651559741024132,5.885815185403178e-05
RPAP1,0.10670982931135962,0.014714537963507945,0.00047086521483225425,0.00047086521483225425,0.0
RPAP3,0.10771041789287816,0.015538552089464391,0.00011771630370806356,0.00011771630370806356,0.0
ANAPC10,0.11630370806356681,0.0390818128310771,0.0009417304296645085,0.0009417304296645085,0.0
LRP8,0.10977045320776928,0.01653914067098293,0.0002942907592701589,0.0002942907592701589,0.0
PPP2R1A,0.11954090641553855,0.05014714537963508,0.00164802825191289,0.00164802825191289,0.0
PSMC6,0.116656856974691,0.03761035903472631,0.000824014125956445,0.000824014125956445,0.0
PSMD12,0.1151854031783402,0.03137139493819894,0.0007062978222483814,0.0007062978222483814,0.0
CUL5,0.11394938198940553,0.02707474985285462,0.00011771630370806356,0.00011771630370806356,0.0
PSMB10,0.11506768687463213,0.028428487345497352,0.0007651559741024132,0.0007651559741024132,0.0
PSMB2,0.11542083578575632,0.03190111830488523,0.0008828722778104767,0.0008828722778104767,0.0
PSMB5,0.11871689228958211,0.04532077692760447,0.0010005885815185403,0.0010005885815185403,0.0
UBE2L1,0.033490288404944085,0.0008828722778104767,0.0,0.0,0.0
UBE2U,0.10623896409652737,0.012772218952324896,0.0003531489111241907,0.0003531489111241907,0.0
ANAPC15,0.043731606827545615,0.0014125956444967628,0.0,0.0,0.0
ANAPC16,0.0885226603884638,0.007474985285462037,0.00047086521483225425,0.00047086521483225425,0.0
RBBP6,0.10988816951147734,0.017951736315479694,0.00017657445556209535,0.00011771630370806356,5.885815185403178e-05
BRE,0.11471453796350795,0.03001765744555621,0.0005885815185403178,0.0005885815185403178,0.0
KIAA0174,0.11035903472630959,0.025956444967628018,0.00011771630370806356,0.00011771630370806356,0.0
BUB1B,0.11689228958210712,0.040965273690406125,0.0028251912889935256,0.002766333137139494,5.885815185403178e-05
PSMA7,0.11901118304885226,0.044967628016480285,0.001118304885226604,0.001118304885226604,0.0
CDK2,0.12154208357857563,0.059799882283696294,0.003590347263095939,0.003590347263095939,0.0
CDT1,0.11783402001177164,0.04196586227192466,0.00164802825191289,0.00164802825191289,0.0
CUL7,0.11277221895232489,0.02736904061212478,0.00017657445556209535,0.00017657445556209535,0.0
PSMB1,0.1177751618599176,0.03843437316068275,0.0009417304296645085,0.0009417304296645085,0.0
PSMB4,0.1175985874043555,0.03819894055326663,0.0008828722778104767,0.0008828722778104767,0.0
PSMD13,0.11512654502648617,0.030606238964096526,0.000529723366686286,0.000529723366686286,0.0
UBE2S,0.11371394938198941,0.03396115361977634,0.0003531489111241907,0.0003531489111241907,0.0
ATP6AP1,0.10735726898175398,0.02207180694526192,0.0002942907592701589,0.00023543260741612713,5.885815185403178e-05
PPARGC1A,0.12071806945261919,0.052383755150088286,0.0014714537963507945,0.0014714537963507945,0.0
TNFSF8,0.05285462036492054,0.000529723366686286,0.0,0.0,0.0
ANGEL2,0.09052383755150088,0.007416127133608005,0.0,0.0,0.0
FLT4,0.10559152442613302,0.015715126545026485,0.00017657445556209535,0.00017657445556209535,0.0
GRB7,0.11606827545615067,0.029134785167745734,0.0004120070629782225,0.0004120070629782225,0.0
TEK,0.11324308416715716,0.0253678634490877,0.00047086521483225425,0.00047086521483225425,0.0
ANGPT4,0.032313125367863446,0.000529723366686286,5.885815185403178e-05,5.885815185403178e-05,0.0
TIE1,0.09252501471453796,0.007298410829899941,0.00011771630370806356,0.00011771630370806356,0.0
ANGPTL1,0.038022366097704534,0.0009417304296645085,0.0,0.0,0.0
NR2F6,0.11024131842260153,0.020953502060035316,0.00047086521483225425,0.00047086521483225425,0.0
ANGPTL4,0.1135373749264273,0.024896998234255445,0.00023543260741612713,0.00017657445556209535,5.885815185403178e-05
NCOA6,0.12113007651559742,0.0531489111241907,0.0006474396703943496,0.0006474396703943496,0.0
ANGPTL5,0.06627427898763978,0.004708652148322542,0.0,0.0,0.0
ANGPTL6,0.09523248969982342,0.011653914067098294,0.0,0.0,0.0
ANK1,0.10264861683343143,0.013655091230135374,0.00047086521483225425,0.00047086521483225425,0.0
ANK2,0.07245438493231313,0.004178928781636257,0.00023543260741612713,0.00023543260741612713,0.0
EPB42,0.09858740435550324,0.01053560918187169,5.885815185403178e-05,5.885815185403178e-05,0.0
KCNQ2,0.09529134785167746,0.008181283107710418,0.00017657445556209535,0.00017657445556209535,0.0
KCNQ3,0.08246027074749852,0.003884638022366098,0.00011771630370806356,0.00011771630370806356,0.0
L1CAM,0.10288404944084756,0.012124779281930547,5.885815185403178e-05,5.885815185403178e-05,0.0
NBPF3,0.10011771630370807,0.012301353737492643,0.00017657445556209535,0.00017657445556209535,0.0
NFASC,0.09976456739258387,0.01418481459682166,0.0004120070629782225,0.0004120070629782225,0.0
NRCAM,0.10047086521483226,0.013949381989405533,0.00023543260741612713,0.00017657445556209535,5.885815185403178e-05
OBSCN,0.08669805768098882,0.006297822248381401,0.00017657445556209535,0.00017657445556209535,0.0
RHAG,0.08510888758092996,0.008122424955856387,0.00011771630370806356,5.885815185403178e-05,5.885815185403178e-05
SLC4A1,0.10317834020011772,0.013655091230135374,0.00023543260741612713,0.00017657445556209535,5.885815185403178e-05
SLC4A3,0.06303708063566804,0.002766333137139494,5.885815185403178e-05,5.885815185403178e-05,0.0
SPTBN5,0.054620364920541495,0.0020011771630370806,0.00011771630370806356,0.00011771630370806356,0.0
DNAJB1,0.1125956444967628,0.02672160094173043,0.000529723366686286,0.00047086521483225425,5.885815185403178e-05
OPRS1,0.02313125367863449,0.0004120070629782225,5.885815185403178e-05,5.885815185403178e-05,0.0
SIGMAR1,0.040317834020011774,0.0007651559741024132,5.885815185403178e-05,5.885815185403178e-05,0.0
ANK3,0.10847557386698058,0.016185991759858742,0.00023543260741612713,0.00023543260741612713,0.0
CNTN1,0.09788110653325485,0.008652148322542672,0.00023543260741612713,0.00023543260741612713,0.0
KCNC1,0.06909947027663331,0.0017068864037669217,5.885815185403178e-05,5.885815185403178e-05,0.0
SCN1B,0.045026486168334316,0.0007651559741024132,0.0,0.0,0.0
SCN2A,0.0316656856974691,0.0006474396703943496,0.0,0.0,0.0
SPTBN4,0.10941730429664509,0.021600941730429663,0.00023543260741612713,0.00023543260741612713,0.0
ANKFY1,0.09317245438493231,0.006886403766921719,0.00011771630370806356,0.00011771630370806356,0.0
PIK3C2A,0.10835785756327251,0.012007062978222485,0.0003531489111241907,0.0003531489111241907,0.0
USPL1,0.11024131842260153,0.022719246615656268,0.00023543260741612713,0.00017657445556209535,5.885815185403178e-05
ANKH,0.07498528546203649,0.007474985285462037,0.0,0.0,0.0
ANKHD1,0.1113007651559741,0.022424955856386108,0.0002942907592701589,0.00023543260741612713,5.885815185403178e-05
ANKHD1-EIF4EBP3,0.10682754561506769,0.020011771630370805,0.00017657445556209535,0.00017657445556209535,0.0
ANKIB1,0.10635668040023544,0.020718069452619187,5.885815185403178e-05,5.885815185403178e-05,0.0
ANKLE1,0.06109476162448499,0.002118893466745144,0.0,0.0,0.0
ANKLE2,0.06886403766921718,0.00264861683343143,0.0,0.0,0.0
ANKMY2,0.10105944673337257,0.013713949381989405,5.885815185403178e-05,5.885815185403178e-05,0.0
HDAC9,0.11883460859329018,0.04420247204237787,0.0006474396703943496,0.0006474396703943496,0.0
C20ORF32,0.11442024720423778,0.02442613301942319,0.0007062978222483814,0.0007062978222483814,0.0
CABC1,0.11165391406709829,0.027898763978811067,0.0004120070629782225,0.0004120070629782225,0.0
CCRK,0.11359623307828134,0.020482636845203062,0.000529723366686286,0.000529723366686286,0.0
COMMD3,0.09605650382577988,0.008298999411418482,0.00023543260741612713,0.00023543260741612713,0.0
EXOSC10,0.10882872277810476,0.01653914067098293,0.00047086521483225425,0.00047086521483225425,0.0
MAPK11,0.12113007651559742,0.06262507357268982,0.0015303119482048264,0.0015303119482048264,0.0
PBK,0.11718658034137729,0.03590347263095939,0.002413184226015303,0.002354326074161271,5.885815185403178e-05
PFTK2,0.10788699234844026,0.015067686874632136,0.0002942907592701589,0.0002942907592701589,0.0
PRKAG1,0.11194820482636846,0.02207180694526192,0.0007651559741024132,0.0007651559741024132,0.0
PRKG1,0.11624484991171277,0.03001765744555621,0.000824014125956445,0.000824014125956445,0.0
RAGE,0.11701000588581519,0.04008240141259564,0.0008828722778104767,0.0008828722778104767,0.0
SGK2,0.1131253678634491,0.02601530311948205,0.00047086521483225425,0.00047086521483225425,0.0
TESK2,0.11336080047086522,0.023543260741612712,0.0003531489111241907,0.0002942907592701589,5.885815185403178e-05
ANKRD11,0.11077104178928782,0.020011771630370805,0.00011771630370806356,0.00011771630370806356,0.0
ANKRD12,0.09864626250735727,0.01159505591524426,0.00011771630370806356,5.885815185403178e-05,5.885815185403178e-05
TADA3,0.11765744555620954,0.037433784579164214,0.0003531489111241907,0.0003531489111241907,0.0
ANKRD13A,0.11141848145968217,0.02836962919364332,0.00011771630370806356,0.00011771630370806356,0.0
ANKRD13B,0.07639788110653326,0.005826957033549147,0.0,0.0,0.0
RPLP1,0.11765744555620954,0.0379635079458505,0.0006474396703943496,0.0006474396703943496,0.0
ANKRD13C,0.08452030606238964,0.00494408475573867,5.885815185403178e-05,5.885815185403178e-05,0.0
ANKRD16,0.10294290759270158,0.015361977633902296,0.00017657445556209535,0.00017657445556209535,0.0
ANKRD17,0.06339022954679223,0.0020011771630370806,5.885815185403178e-05,0.0,5.885815185403178e-05
ANKRD18A,0.09640965273690406,0.01583284284873455,0.0,0.0,0.0
ANKRD2,0.11059446733372572,0.022483814008240142,0.00011771630370806356,0.00011771630370806356,0.0
FAIM3,0.10559152442613302,0.016185991759858742,5.885815185403178e-05,5.885815185403178e-05,0.0
PML,0.12124779281930548,0.06344908769864627,0.001942319011183049,0.001942319011183049,0.0
TCAP,0.10541494997057092,0.016185991759858742,0.0012948793407886992,0.0012948793407886992,0.0
ZBTB3,0.11371394938198941,0.024543849323131254,0.000529723366686286,0.000529723366686286,0.0
ANKRD22,0.07115950559152442,0.0050618010594467334,0.0,0.0,0.0
ANKRD23,0.028663919952913477,0.0012948793407886992,5.885815185403178e-05,5.885815185403178e-05,0.0
ANKRD24,0.08151854031783402,0.00494408475573867,0.00011771630370806356,0.00011771630370806356,0.0
ANKRD26,0.05997645673925839,0.0036492054149499706,0.0,0.0,0.0
ANKRD26L1,0.05709240729841083,0.0027074749852854622,0.0,0.0,0.0
ANKRD27,0.06974690994702766,0.004649793996468511,5.885815185403178e-05,5.885815185403178e-05,0.0
ANKRD28,0.0785167745732784,0.007416127133608005,0.00011771630370806356,5.885815185403178e-05,5.885815185403178e-05
GM632,0.11247792819305474,0.01689228958210712,0.0007062978222483814,0.0007062978222483814,0.0
PPP6C,0.11236021188934668,0.030841671571512654,0.00023543260741612713,0.00023543260741612713,0.0
USP21,0.11436138905238376,0.029546792230723956,0.0003531489111241907,0.0003531489111241907,0.0
USP49,0.09935256032960565,0.011712772218952325,0.0002942907592701589,0.0002942907592701589,0.0
ANKRD30BL,0.12236609770453208,0.07934078869923485,0.0007651559741024132,0.0007651559741024132,0.0
FAM48A,0.10494408475573867,0.007474985285462037,5.885815185403178e-05,5.885815185403178e-05,0.0
IRF4,0.11771630370806356,0.036786344908769864,0.0007062978222483814,0.0007062978222483814,0.0
NANOG,0.1020600353148911,0.005532666274278988,0.00023543260741612713,0.00023543260741612713,0.0
WRNIP1,0.1125956444967628,0.02107121836374338,0.00017657445556209535,0.00017657445556209535,0.0
ZZZ3,0.11159505591524427,0.017068864037669218,0.0003531489111241907,0.0003531489111241907,0.0
ANKRD32,0.06450853443201883,0.004178928781636257,0.0,0.0,0.0
ANKRD33B,0.0798116539140671,0.003766921718658034,0.0,0.0,0.0
ANKRD34C,0.040906415538552086,0.001883460859329017,0.0,0.0,0.0
ANKRD36,0.09752795762213066,0.01848145968216598,0.0,0.0,0.0
ANKRD36B,0.09234844025897587,0.015361977633902296,5.885815185403178e-05,5.885815185403178e-05,0.0
ANKRD36BP1,0.057975279576221304,0.0028840494408475573,0.0,0.0,0.0
ANKRD39,0.11347851677457328,0.030194231901118303,0.0002942907592701589,0.0002942907592701589,0.0
ANKRD44,0.06280164802825192,0.004590935844614479,5.885815185403178e-05,5.885815185403178e-05,0.0
ANKRD45,0.07580929958799294,0.004532077692760447,0.0,0.0,0.0
ANKRD46,0.103708063566804,0.019952913478516774,0.0,0.0,0.0
ANKRD5,0.03507945850500294,0.000824014125956445,0.0,0.0,0.0
ANKRD52,0.06862860506180106,0.0050618010594467334,5.885815185403178e-05,5.885815185403178e-05,0.0
USP36,0.11547969393761036,0.036845203060623895,0.0004120070629782225,0.0004120070629782225,0.0
ANKRD53,0.0507357268981754,0.000529723366686286,0.0,0.0,0.0
ANKRD54,0.04420247204237787,0.0028840494408475573,5.885815185403178e-05,5.885815185403178e-05,0.0
ANKRD55,0.01383166568569747,0.0003531489111241907,0.0,0.0,0.0
ZSCAN1,0.10594467333725721,0.01383166568569747,0.0003531489111241907,0.0003531489111241907,0.0
ANKRD57,0.0812831077104179,0.006474396703943496,0.0,0.0,0.0
PCBD1,0.11606827545615067,0.027604473219540907,0.0004120070629782225,0.0004120070629782225,0.0
ANKRD6,0.10470865214832255,0.018363743378457916,5.885815185403178e-05,5.885815185403178e-05,0.0
AXIN2,0.11459682165979988,0.02748675691583284,0.00011771630370806356,0.00011771630370806356,0.0
DVL2,0.11936433195997646,0.048381400824014126,0.000824014125956445,0.000824014125956445,0.0
BUB1,0.11671571512654502,0.034549735138316655,0.0036492054149499706,0.003590347263095939,5.885815185403178e-05
CAMKV,0.10223660977045321,0.012654502648616834,0.00023543260741612713,0.00023543260741612713,0.0
DYRK3,0.10241318422601531,0.012242495585638611,0.00017657445556209535,0.00017657445556209535,0.0
EPHA8,0.10988816951147734,0.023013537374926427,0.00017657445556209535,0.00017657445556209535,0.0
MAP3K3,0.11912889935256032,0.044437904649794,0.000824014125956445,0.000824014125956445,0.0
MYLK2,0.11383166568569747,0.024602707474985285,0.000529723366686286,0.000529723366686286,0.0
NEK9,0.11565626839317246,0.030959387875220717,0.000529723366686286,0.000529723366686286,0.0
PIK3R4,0.1075927015891701,0.016656856974690996,0.00017657445556209535,0.00017657445556209535,0.0
PINK1,0.11600941730429665,0.03396115361977634,0.0003531489111241907,0.0003531489111241907,0.0
PSKH1,0.10306062389640966,0.01383166568569747,0.00011771630370806356,0.00011771630370806356,0.0
RIOK2,0.11400824014125957,0.025956444967628018,0.00011771630370806356,0.00011771630370806356,0.0
RPS6KL1,0.0974102413184226,0.012124779281930547,0.0002942907592701589,0.0002942907592701589,0.0
STK25,0.1098293113596233,0.026250735726898174,0.00023543260741612713,0.00017657445556209535,5.885815185403178e-05
STK3,0.11442024720423778,0.027604473219540907,0.0004120070629782225,0.0004120070629782225,0.0
ANKS1B,0.10512065921130076,0.01977633902295468,5.885815185403178e-05,5.885815185403178e-05,0.0
ANKS3,0.05279576221306651,0.002177751618599176,0.0,0.0,0.0
ANKS4B,0.07398469688051795,0.004002354326074161,0.0,0.0,0.0
TRAF1,0.11724543849323131,0.03766921718658034,0.0009417304296645085,0.0009417304296645085,0.0
ANKZF1,0.08746321365509123,0.00924072984108299,0.00017657445556209535,0.00017657445556209535,0.0
DNAJB11,0.11230135373749264,0.01583284284873455,0.00023543260741612713,0.00017657445556209535,5.885815185403178e-05
ANLN,0.107416127133608,0.020953502060035316,0.0014125956444967628,0.0013537374926427311,5.885815185403178e-05
ASPM,0.11141848145968217,0.02601530311948205,0.002177751618599176,0.002118893466745144,5.885815185403178e-05
CCNA2,0.11971748087110065,0.051912889935256036,0.003943496174220129,0.003884638022366098,5.885815185403178e-05
CDCA8,0.1140670982931136,0.0353737492642731,0.0028840494408475573,0.0028251912889935256,5.885815185403178e-05
CEP55,0.11071218363743378,0.022012948793407885,0.0017657445556209534,0.0017068864037669217,5.885815185403178e-05
KIF20A,0.10853443201883461,0.020188346085932903,0.0020600353148911123,0.0020011771630370806,5.885815185403178e-05
MELK,0.10723955267804591,0.019658622719246614,0.002354326074161271,0.0022954679223072395,5.885815185403178e-05
NUF2,0.11041789287816363,0.025191288993525605,0.001942319011183049,0.001942319011183049,0.0
PRC1,0.11277221895232489,0.03101824602707475,0.002236609770453208,0.002177751618599176,5.885815185403178e-05
RACGAP1,0.11595055915244261,0.03260741612713361,0.001883460859329017,0.0018246027074749853,5.885815185403178e-05
SEPT5,0.11712772218952325,0.03831665685697469,0.00023543260741612713,0.00023543260741612713,0.0
SHCBP1,0.10847557386698058,0.019364331959976458,0.0011771630370806356,0.001118304885226604,5.885815185403178e-05
TAF10,0.11789287816362566,0.040847557386698055,0.000529723366686286,0.000529723366686286,0.0
TPX2,0.1087110064743967,0.02107121836374338,0.0025309005297233667,0.002472042377869335,5.885815185403178e-05
ANO6,0.061977633902295465,0.0034137728075338434,0.0,0.0,0.0
APEX1,0.1188934667451442,0.04885226603884638,0.000529723366686286,0.000529723366686286,0.0
AXIN1,0.11848145968216597,0.0455562095350206,0.001059446733372572,0.001059446733372572,0.0
CENTA1,0.10123602118893467,0.010123602118893467,0.00017657445556209535,0.00017657445556209535,0.0
CHAF1A,0.116656856974691,0.03819894055326663,0.0007062978222483814,0.0006474396703943496,5.885815185403178e-05
HIST1H4A,0.11895232489699824,0.04284873454973514,0.0007651559741024132,0.0007651559741024132,0.0
HIST2H2AC,0.12083578575632725,0.05503237198351972,0.0005885815185403178,0.0005885815185403178,0.0
HSPB3,0.08628605061801059,0.0063566804002354324,5.885815185403178e-05,5.885815185403178e-05,0.0
NFATC2,0.11771630370806356,0.040965273690406125,0.000824014125956445,0.000824014125956445,0.0
RARA,0.12118893466745144,0.060918187168922895,0.0014714537963507945,0.0014125956444967628,5.885815185403178e-05
TAF1A,0.11206592113007652,0.022836962919364334,0.0002942907592701589,0.0002942907592701589,0.0
ANP32B,0.10859329017068864,0.02836962919364332,0.00011771630370806356,0.00011771630370806356,0.0
ANP32E,0.11171277221895233,0.02442613301942319,0.00011771630370806356,0.00011771630370806356,0.0
CARS,0.09376103590347264,0.011006474396703943,0.00017657445556209535,0.00017657445556209535,0.0
CARS2,0.05968216597998823,0.002236609770453208,0.00011771630370806356,0.00011771630370806356,0.0
CDO1,0.09217186580341377,0.007121836374337846,0.00017657445556209535,0.00011771630370806356,5.885815185403178e-05
GGT5,0.09658622719246615,0.008475573866980576,0.0004120070629782225,0.0004120070629782225,0.0
GGT6,0.07274867569158329,0.0028840494408475573,0.0003531489111241907,0.0003531489111241907,0.0
NFS1,0.10241318422601531,0.015538552089464391,0.00017657445556209535,0.00017657445556209535,0.0
ANTXR1,0.10435550323719835,0.01418481459682166,0.00023543260741612713,0.00023543260741612713,0.0
ANTXR2,0.107416127133608,0.02142436727486757,0.00017657445556209535,0.00011771630370806356,5.885815185403178e-05
ANUBL1,0.02513243084167157,0.0011771630370806356,0.0,0.0,0.0
ANXA1,0.12083578575632725,0.055679811653914064,0.0010005885815185403,0.0010005885815185403,0.0
C1orf123,0.08446144791053561,0.004355503237198352,5.885815185403178e-05,5.885815185403178e-05,0.0
CCL21,0.09894055326662743,0.010300176574455562,0.0007062978222483814,0.0007062978222483814,0.0
CCT7,0.11683343143025308,0.033549146556798116,0.0002942907592701589,0.0002942907592701589,0.0
CD4,0.1201883460859329,0.05020600353148911,0.001118304885226604,0.001118304885226604,0.0
CSAD,0.11135962330782813,0.021954090641553854,0.0003531489111241907,0.0003531489111241907,0.0
CYSLTR2,0.0812831077104179,0.005238375515008829,0.00017657445556209535,0.00017657445556209535,0.0
DLG3,0.11283107710417893,0.02607416127133608,0.0004120070629782225,0.0004120070629782225,0.0
DYSF,0.06909947027663331,0.003531489111241907,0.00017657445556209535,0.00017657445556209535,0.0
GAL,0.10682754561506769,0.01748087110064744,0.0005885815185403178,0.0005885815185403178,0.0
GIYD2,0.10941730429664509,0.013596233078281342,0.00017657445556209535,0.00017657445556209535,0.0
HTR2B,0.09752795762213066,0.007945850500294291,0.00017657445556209535,0.00017657445556209535,0.0
KRT8,0.11859917598587405,0.0442613301942319,0.0010005885815185403,0.0009417304296645085,5.885815185403178e-05
MLL4,0.11618599175985873,0.030488522660388463,0.0002942907592701589,0.0002942907592701589,0.0
NMU,0.0972336668628605,0.00694526191877575,0.0002942907592701589,0.0002942907592701589,0.0
OTUB1,0.11659799882283696,0.03466745144202472,0.0005885815185403178,0.0005885815185403178,0.0
PPM1B,0.11336080047086522,0.02507357268981754,0.0004120070629782225,0.0004120070629782225,0.0
RGS19,0.11247792819305474,0.018363743378457916,0.0002942907592701589,0.0002942907592701589,0.0
S100A11,0.10847557386698058,0.020894643908181285,0.00011771630370806356,0.00011771630370806356,0.0
S100A6,0.11377280753384343,0.02742789876397881,0.00017657445556209535,0.00017657445556209535,0.0
TGM2,0.11789287816362566,0.038493231312536784,0.0007651559741024132,0.0007062978222483814,5.885815185403178e-05
TRPM7,0.10241318422601531,0.015773984696880516,5.885815185403178e-05,5.885815185403178e-05,0.0
HNRNPH3,0.11671571512654502,0.03525603296056504,0.0004120070629782225,0.0004120070629782225,0.0
PDCD6,0.11141848145968217,0.024249558563861094,0.00023543260741612713,0.00017657445556209535,5.885815185403178e-05
