gene_dmelanogaster_stress_down,dmelanogaster_stress_down_Fraction_sp_less4,dmelanogaster_stress_down_Fraction_sp_less3,dmelanogaster_stress_down_Fraction_sp_less2,dmelanogaster_stress_down_Fraction_sp_1,dmelanogaster_stress_down_Fraction_sp_0
VTI1B,0.11042183622828784,0.11005996691480563,0.004497518610421836,0.004497518610421836,0.0
SQSTM1,0.11042183622828784,0.11031844499586435,0.012872208436724566,0.012872208436724566,0.0
F10,0.11042183622828784,0.11031844499586435,0.006513647642679901,0.006513647642679901,0.0
HIP1R,0.11042183622828784,0.11000827129859388,0.005531430934656741,0.005531430934656741,0.0
CST7,0.11042183622828784,0.10892266335814722,0.003360215053763441,0.003360215053763441,0.0
HOOK1,0.11042183622828784,0.10892266335814722,0.0017576509511993384,0.0017576509511993384,0.0
ENSG00000261832,0.11042183622828784,0.10938792390405294,0.003515301902398677,0.003515301902398677,0.0
DHRS12,0.11042183622828784,0.1081989247311828,0.0029983457402812243,0.0029983457402812243,0.0
HPGDS,0.11042183622828784,0.11037014061207609,0.0185070306038048,0.018455334987593053,5.1695616211745244e-05
GOLIM4,0.11042183622828784,0.10845740281224152,0.0021712158808933004,0.0021712158808933004,0.0
MGEA5,0.11042183622828784,0.10995657568238214,0.006875516956162117,0.006875516956162117,0.0
ATP6V0A1,0.11042183622828784,0.11000827129859388,0.005376344086021506,0.005376344086021506,0.0
MLEC,0.11042183622828784,0.10928453267162945,0.0021712158808933004,0.0021712158808933004,0.0
AMFR,0.11042183622828784,0.11005996691480563,0.0063068651778329194,0.0063068651778329194,0.0
CPD,0.11042183622828784,0.10887096774193548,0.0027398676592224978,0.002688172043010753,5.1695616211745244e-05
RABEP1,0.11042183622828784,0.10995657568238214,0.005117866004962779,0.005117866004962779,0.0
SORL1,0.11042183622828784,0.11021505376344086,0.007030603804797354,0.007030603804797354,0.0
ATP6V0A4,0.11042183622828784,0.11011166253101737,0.005376344086021506,0.005376344086021506,0.0
IFT122,0.11042183622828784,0.11011166253101737,0.005686517783291977,0.005686517783291977,0.0
IGF2,0.11042183622828784,0.11037014061207609,0.014681555004135649,0.014681555004135649,0.0
GBA,0.11042183622828784,0.11016335814722912,0.010597601323407774,0.010597601323407774,0.0
SNX3,0.11042183622828784,0.11021505376344086,0.003618693134822167,0.003618693134822167,0.0
TGFB1,0.11042183622828784,0.11037014061207609,0.015508684863523574,0.015508684863523574,0.0
LYST,0.11042183622828784,0.11000827129859388,0.004600909842845327,0.004600909842845327,0.0
GULP1,0.11042183622828784,0.10928453267162945,0.003515301902398677,0.003515301902398677,0.0
SYT8,0.11042183622828784,0.10938792390405294,0.004755996691480562,0.004755996691480562,0.0
NUP153,0.11042183622828784,0.11026674937965261,0.007237386269644334,0.007237386269644334,0.0
CTSZ,0.11042183622828784,0.11026674937965261,0.007754342431761787,0.007754342431761787,0.0
RBM34,0.11042183622828784,0.11021505376344086,0.007030603804797354,0.007030603804797354,0.0
CD3G,0.11042183622828784,0.1098014888337469,0.0037220843672456576,0.0037220843672456576,0.0
TG,0.11042183622828784,0.11026674937965261,0.0057382133995037225,0.005686517783291977,5.1695616211745244e-05
SEC61A1,0.11042183622828784,0.11031844499586435,0.008064516129032258,0.008064516129032258,0.0
ASAH1,0.11042183622828784,0.10918114143920596,0.004600909842845327,0.004600909842845327,0.0
MGAM,0.11042183622828784,0.11037014061207609,0.019230769230769232,0.019230769230769232,0.0
EDEM2,0.11042183622828784,0.10892266335814722,0.001964433416046319,0.001964433416046319,0.0
UBC,0.11042183622828784,0.11037014061207609,0.022797766749379653,0.022797766749379653,0.0
SYT2,0.11042183622828784,0.11016335814722912,0.0092535153019024,0.0092535153019024,0.0
UGGT2,0.11042183622828784,0.1098014888337469,0.003360215053763441,0.003360215053763441,0.0
RAB31,0.11042183622828784,0.11005996691480563,0.006048387096774193,0.006048387096774193,0.0
KIAA0196,0.11042183622828784,0.10825062034739454,0.0025847808105872623,0.0025847808105872623,0.0
RPS28,0.11042183622828784,0.11021505376344086,0.0063068651778329194,0.0063068651778329194,0.0
EPS15L1,0.11042183622828784,0.11011166253101737,0.00728908188585608,0.00728908188585608,0.0
SORCS1,0.11042183622828784,0.11021505376344086,0.005169561621174525,0.005169561621174525,0.0
OLR1,0.11042183622828784,0.10990488006617039,0.005117866004962779,0.005117866004962779,0.0
CTSD,0.11042183622828784,0.11037014061207609,0.014681555004135649,0.014681555004135649,0.0
AP5S1,0.11037014061207609,0.09455128205128205,0.0007754342431761787,0.0007754342431761787,0.0
GRIN2B,0.11042183622828784,0.11037014061207609,0.01282051282051282,0.012768817204301076,5.1695616211745244e-05
PACSIN1,0.11042183622828784,0.11021505376344086,0.007599255583126551,0.007599255583126551,0.0
KREMEN2,0.11042183622828784,0.10918114143920596,0.0025847808105872623,0.0025847808105872623,0.0
CD4,0.11042183622828784,0.11026674937965261,0.009770471464019851,0.009770471464019851,0.0
ARSH,0.11042183622828784,0.10933622828784119,0.004755996691480562,0.004704301075268817,5.1695616211745244e-05
HLA-DMA,0.11042183622828784,0.10964640198511166,0.004704301075268817,0.004704301075268817,0.0
RAB24,0.11042183622828784,0.11026674937965261,0.005634822167080232,0.005634822167080232,0.0
SERPINA4,0.11042183622828784,0.11011166253101737,0.0070822994210090985,0.0070822994210090985,0.0
SRGN,0.11042183622828784,0.11026674937965261,0.005014474772539288,0.005014474772539288,0.0
CTSF,0.11042183622828784,0.10964640198511166,0.003980562448304384,0.003928866832092638,5.1695616211745244e-05
UBQLN2,0.11042183622828784,0.11031844499586435,0.01173490488006617,0.01173490488006617,0.0
STAM2,0.11042183622828784,0.10990488006617039,0.0032568238213399503,0.0032568238213399503,0.0
ARPC5,0.11042183622828784,0.11011166253101737,0.004394127377998346,0.004394127377998346,0.0
GUSB,0.11042183622828784,0.11026674937965261,0.009356906534325889,0.009305210918114143,5.1695616211745244e-05
GOLGA3,0.11042183622828784,0.10897435897435898,0.0024813895781637717,0.0024296939619520264,5.1695616211745244e-05
TACR1,0.11042183622828784,0.10995657568238214,0.0041356492969396195,0.0041356492969396195,0.0
ATG7,0.11042183622828784,0.11037014061207609,0.013389164598842018,0.013337468982630272,5.1695616211745244e-05
SCPEP1,0.11042183622828784,0.10990488006617039,0.003825475599669148,0.003773779983457403,5.1695616211745244e-05
PTPRN2,0.11042183622828784,0.11016335814722912,0.006100082712985939,0.006100082712985939,0.0
ASGR1,0.11042183622828784,0.10974979321753515,0.0035669975186104217,0.0035669975186104217,0.0
BECN1,0.11042183622828784,0.11026674937965261,0.012303556658395368,0.012303556658395368,0.0
GALC,0.11042183622828784,0.10918114143920596,0.003360215053763441,0.003360215053763441,0.0
IL7R,0.11042183622828784,0.11000827129859388,0.004549214226633582,0.004549214226633582,0.0
METAP1,0.11042183622828784,0.11021505376344086,0.005014474772539288,0.005014474772539288,0.0
DAB2,0.11042183622828784,0.11011166253101737,0.007909429280397022,0.007857733664185277,5.1695616211745244e-05
CSNK2A1,0.11042183622828784,0.11037014061207609,0.014009511993382961,0.014009511993382961,0.0
SERP1,0.11042183622828784,0.1096980976013234,0.0022229114971050457,0.0022229114971050457,0.0
CIDEB,0.11042183622828784,0.10902605459057071,0.003205128205128205,0.003205128205128205,0.0
RAB32,0.11042183622828784,0.10985318444995865,0.003205128205128205,0.003205128205128205,0.0
REPS2,0.11042183622828784,0.10918114143920596,0.002791563275434243,0.002791563275434243,0.0
STAM,0.11042183622828784,0.10964640198511166,0.003980562448304384,0.003980562448304384,0.0
STON1,0.11042183622828784,0.10897435897435898,0.002533085194375517,0.002533085194375517,0.0
ATG5,0.11042183622828784,0.11011166253101737,0.008891645988420183,0.008891645988420183,0.0
FCGRT,0.11042183622828784,0.10964640198511166,0.0033085194375516956,0.0033085194375516956,0.0
CFTR,0.11042183622828784,0.11037014061207609,0.016129032258064516,0.01607733664185277,5.1695616211745244e-05
SNX18,0.11042183622828784,0.10985318444995865,0.0038771712158808935,0.0038771712158808935,0.0
VPS26A,0.11042183622828784,0.11005996691480563,0.005634822167080232,0.005634822167080232,0.0
SYT9,0.11042183622828784,0.10995657568238214,0.007237386269644334,0.007237386269644334,0.0
SARAF,0.11042183622828784,0.10959470636889991,0.0021712158808933004,0.0021712158808933004,0.0
IFI30,0.11042183622828784,0.10943961952026468,0.0037220843672456576,0.0037220843672456576,0.0
KTN1,0.11042183622828784,0.11011166253101737,0.0032568238213399503,0.0032568238213399503,0.0
MAN1B1,0.11042183622828784,0.11005996691480563,0.0024813895781637717,0.0024813895781637717,0.0
ALG2,0.11042183622828784,0.10954301075268817,0.002791563275434243,0.002791563275434243,0.0
CD63,0.11042183622828784,0.11021505376344086,0.006978908188585608,0.006978908188585608,0.0
PKD2,0.11042183622828784,0.11000827129859388,0.003928866832092638,0.003928866832092638,0.0
PACS1,0.11042183622828784,0.1096980976013234,0.004032258064516129,0.003980562448304384,5.1695616211745244e-05
VPS36,0.11042183622828784,0.10964640198511166,0.0038771712158808935,0.0038771712158808935,0.0
ZCCHC17,0.11042183622828784,0.10990488006617039,0.003411910669975186,0.003411910669975186,0.0
TNF,0.11042183622828784,0.11037014061207609,0.03329197684036394,0.03329197684036394,0.0
IGFBP4,0.11042183622828784,0.10990488006617039,0.003773779983457403,0.003773779983457403,0.0
GLA,0.11042183622828784,0.10985318444995865,0.005117866004962779,0.005066170388751034,5.1695616211745244e-05
VPS28,0.11042183622828784,0.10964640198511166,0.004187344913151364,0.004187344913151364,0.0
CD164,0.11042183622828784,0.10974979321753515,0.0030500413564929696,0.0030500413564929696,0.0
SLC18A3,0.11042183622828784,0.11005996691480563,0.004394127377998346,0.004394127377998346,0.0
USE1,0.11042183622828784,0.10928453267162945,0.002274607113316791,0.002274607113316791,0.0
MANBAL,0.11042183622828784,0.09636062861869313,0.0007237386269644334,0.0006720430107526882,5.1695616211745244e-05
AVP,0.11042183622828784,0.11026674937965261,0.00956368899917287,0.00956368899917287,0.0
SLC11A1,0.11042183622828784,0.11031844499586435,0.009718775847808106,0.009718775847808106,0.0
CTSW,0.11042183622828784,0.10959470636889991,0.002791563275434243,0.0027398676592224978,5.1695616211745244e-05
TSG101,0.11042183622828784,0.11016335814722912,0.007857733664185277,0.007857733664185277,0.0
MAN1A1,0.11042183622828784,0.10902605459057071,0.002326302729528536,0.002326302729528536,0.0
ALB,0.11042183622828784,0.11037014061207609,0.03887510339123242,0.03887510339123242,0.0
CLINT1,0.11042183622828784,0.11000827129859388,0.004962779156327543,0.004962779156327543,0.0
LNPEP,0.11042183622828784,0.11016335814722912,0.004859387923904053,0.004807692307692308,5.1695616211745244e-05
CNOT2,0.11042183622828784,0.11016335814722912,0.006151778329197684,0.006151778329197684,0.0
SUMF1,0.11042183622828784,0.10876757650951199,0.0030500413564929696,0.0030500413564929696,0.0
STAB2,0.11042183622828784,0.10990488006617039,0.0026364764267990076,0.0026364764267990076,0.0
DVL2,0.11042183622828784,0.11021505376344086,0.007961124896608768,0.007961124896608768,0.0
SNX2,0.11042183622828784,0.11011166253101737,0.0052212572373862695,0.0052212572373862695,0.0
RAB29,0.11042183622828784,0.10949131513647643,0.002326302729528536,0.002326302729528536,0.0
NPC2,0.11042183622828784,0.10990488006617039,0.007030603804797354,0.007030603804797354,0.0
TP53,0.11042183622828784,0.11037014061207609,0.045595533498759305,0.04554383788254756,5.1695616211745244e-05
DENND2A,0.11042183622828784,0.10168527708850289,0.0010339123242349049,0.0010339123242349049,0.0
BIN1,0.11042183622828784,0.11042183622828784,0.008943341604631927,0.008943341604631927,0.0
NAPG,0.11042183622828784,0.10902605459057071,0.002377998345740281,0.002377998345740281,0.0
ENGASE,0.11042183622828784,0.10892266335814722,0.0027398676592224978,0.0027398676592224978,0.0
LRP2,0.11042183622828784,0.11016335814722912,0.008322994210090985,0.008271298593879239,5.1695616211745244e-05
HSPA1A,0.11042183622828784,0.11037014061207609,0.018145161290322582,0.018145161290322582,0.0
CBL,0.11042183622828784,0.11016335814722912,0.00966708023159636,0.00966708023159636,0.0
CREG1,0.11042183622828784,0.10964640198511166,0.003773779983457403,0.0037220843672456576,5.1695616211745244e-05
SH3KBP1,0.11042183622828784,0.11000827129859388,0.0063068651778329194,0.006255169561621175,5.1695616211745244e-05
ADRB2,0.11042183622828784,0.11026674937965261,0.010597601323407774,0.010597601323407774,0.0
SNX1,0.11042183622828784,0.11016335814722912,0.005169561621174525,0.005169561621174525,0.0
GZMA,0.11042183622828784,0.11005996691480563,0.004962779156327543,0.0049110835401157986,5.1695616211745244e-05
APOE,0.11042183622828784,0.11037014061207609,0.021557071960297765,0.021557071960297765,0.0
ARSB,0.11042183622828784,0.10928453267162945,0.005169561621174525,0.005117866004962779,5.1695616211745244e-05
APP,0.11042183622828784,0.11031844499586435,0.024400330851943756,0.024400330851943756,0.0
NDUFS4,0.11042183622828784,0.10985318444995865,0.0028949545078577337,0.0028949545078577337,0.0
SYT11,0.11042183622828784,0.11011166253101737,0.009046732837055418,0.009046732837055418,0.0
STX7,0.11042183622828784,0.11011166253101737,0.006100082712985939,0.006100082712985939,0.0
SNX5,0.11042183622828784,0.10985318444995865,0.0030500413564929696,0.0030500413564929696,0.0
ATP4A,0.11042183622828784,0.11021505376344086,0.010390818858560793,0.010390818858560793,0.0
PIGR,0.11042183622828784,0.1098014888337469,0.004962779156327543,0.004962779156327543,0.0
IGF1,0.11042183622828784,0.11037014061207609,0.0244520264681555,0.0244520264681555,0.0
GABARAPL2,0.11042183622828784,0.11026674937965261,0.007547559966914806,0.007547559966914806,0.0
EDEM1,0.11042183622828784,0.1096980976013234,0.0027398676592224978,0.0027398676592224978,0.0
IGFBP1,0.11042183622828784,0.11042183622828784,0.009408602150537635,0.009408602150537635,0.0
REPS1,0.11042183622828784,0.10804383788254757,0.002119520264681555,0.002119520264681555,0.0
PTCRA,0.11042183622828784,0.10985318444995865,0.00532464846980976,0.00532464846980976,0.0
LPHN2,0.11042183622828784,0.10990488006617039,0.003101736972704715,0.003101736972704715,0.0
GNS,0.11042183622828784,0.11016335814722912,0.006255169561621175,0.00620347394540943,5.1695616211745244e-05
NECAP1,0.11042183622828784,0.10887096774193548,0.002533085194375517,0.002533085194375517,0.0
GZMB,0.11042183622828784,0.11021505376344086,0.0073407775020678245,0.0073407775020678245,0.0
STAB1,0.11042183622828784,0.10990488006617039,0.003980562448304384,0.003980562448304384,0.0
WIPI1,0.11042183622828784,0.10949131513647643,0.004962779156327543,0.0049110835401157986,5.1695616211745244e-05
IGF2R,0.11042183622828784,0.11037014061207609,0.009977253928866833,0.009925558312655087,5.1695616211745244e-05
PLG,0.11042183622828784,0.11021505376344086,0.010804383788254756,0.010804383788254756,0.0
UNC13D,0.11042183622828784,0.10938792390405294,0.0035669975186104217,0.0035669975186104217,0.0
C17orf75,0.11042183622828784,0.10090984284532671,0.0008271298593879239,0.0008271298593879239,0.0
AP1AR,0.11042183622828784,0.10215053763440861,0.0015508684863523574,0.0015508684863523574,0.0
PLAT,0.11042183622828784,0.11000827129859388,0.005944995864350703,0.005944995864350703,0.0
GRIN2A,0.11042183622828784,0.11037014061207609,0.010597601323407774,0.01054590570719603,5.1695616211745244e-05
PDGFRB,0.11042183622828784,0.11031844499586435,0.015353598014888337,0.015353598014888337,0.0
EPS15,0.11042183622828784,0.11037014061207609,0.01033912324234905,0.01033912324234905,0.0
SNX9,0.11042183622828784,0.11011166253101737,0.005014474772539288,0.005014474772539288,0.0
LMAN2L,0.11042183622828784,0.10954301075268817,0.002119520264681555,0.002119520264681555,0.0
TYR,0.11042183622828784,0.11031844499586435,0.009615384615384616,0.009615384615384616,0.0
SCYL2,0.11042183622828784,0.10675144747725393,0.0015508684863523574,0.0015508684863523574,0.0
RAB27A,0.11042183622828784,0.11021505376344086,0.005634822167080232,0.005634822167080232,0.0
IL1B,0.11042183622828784,0.11031844499586435,0.017007857733664186,0.017007857733664186,0.0
ARL5A,0.11042183622828784,0.11031844499586435,0.009977253928866833,0.009977253928866833,0.0
TF,0.11042183622828784,0.11005996691480563,0.005169561621174525,0.005169561621174525,0.0
BSG,0.11042183622828784,0.11016335814722912,0.007806038047973532,0.007754342431761787,5.1695616211745244e-05
VCP,0.11042183622828784,0.11031844499586435,0.017007857733664186,0.017007857733664186,0.0
NDUFB4,0.11042183622828784,0.10881927212572375,0.002119520264681555,0.002119520264681555,0.0
PRF1,0.11042183622828784,0.11021505376344086,0.0054797353184449955,0.0054797353184449955,0.0
RPL21,0.11042183622828784,0.11016335814722912,0.006100082712985939,0.006100082712985939,0.0
TRPC5,0.11042183622828784,0.10959470636889991,0.003773779983457403,0.003773779983457403,0.0
PICALM,0.11042183622828784,0.11026674937965261,0.007650951199338296,0.007650951199338296,0.0
SNX6,0.11042183622828784,0.11011166253101737,0.003101736972704715,0.003101736972704715,0.0
AVPR2,0.11042183622828784,0.11011166253101737,0.006048387096774193,0.006048387096774193,0.0
LDLR,0.11042183622828784,0.11037014061207609,0.014629859387923903,0.01457816377171216,5.1695616211745244e-05
PRKCSH,0.11042183622828784,0.10964640198511166,0.0026364764267990076,0.0026364764267990076,0.0
TBC1D23,0.11042183622828784,0.10675144747725393,0.001705955334987593,0.001705955334987593,0.0
NUS1,0.11042183622828784,0.10990488006617039,0.004083953680727875,0.004083953680727875,0.0
MARCH6,0.11042183622828784,0.10974979321753515,0.0036703887510339123,0.0036703887510339123,0.0
CD34,0.11042183622828784,0.11037014061207609,0.015663771712158808,0.015663771712158808,0.0
STS,0.11042183622828784,0.11026674937965261,0.007806038047973532,0.007754342431761787,5.1695616211745244e-05
BDP1,0.11042183622828784,0.10990488006617039,0.00423904052936311,0.00423904052936311,0.0
WNT5A,0.11042183622828784,0.11031844499586435,0.013699338296112489,0.013699338296112489,0.0
HEXB,0.11042183622828784,0.10990488006617039,0.003360215053763441,0.0033085194375516956,5.1695616211745244e-05
IDUA,0.11042183622828784,0.10918114143920596,0.003773779983457403,0.003773779983457403,0.0
NAPB,0.11042183622828784,0.10995657568238214,0.0037220843672456576,0.0037220843672456576,0.0
FLOT2,0.11042183622828784,0.11011166253101737,0.005531430934656741,0.0054797353184449955,5.1695616211745244e-05
CST4,0.11042183622828784,0.10638957816377172,0.002326302729528536,0.002326302729528536,0.0
FCER2,0.11042183622828784,0.10933622828784119,0.003101736972704715,0.003101736972704715,0.0
FUT3,0.11042183622828784,0.10907775020678247,0.0021712158808933004,0.0021712158808933004,0.0
DKK1,0.11042183622828784,0.11021505376344086,0.007754342431761787,0.007754342431761787,0.0
SYT1,0.11042183622828784,0.11037014061207609,0.013337468982630272,0.013337468982630272,0.0
SKAP2,0.11042183622828784,0.10933622828784119,0.0020161290322580645,0.0020161290322580645,0.0
AR,0.11042183622828784,0.11042183622828784,0.02346980976013234,0.02346980976013234,0.0
FAM91A1,0.11042183622828784,0.1080955334987593,0.002274607113316791,0.002274607113316791,0.0
OCRL,0.11042183622828784,0.11037014061207609,0.008684863523573201,0.008633167907361456,5.1695616211745244e-05
IDE,0.11042183622828784,0.11016335814722912,0.006100082712985939,0.006048387096774193,5.1695616211745244e-05
REN,0.11042183622828784,0.11037014061207609,0.012148469809760132,0.012148469809760132,0.0
PLAUR,0.11042183622828784,0.11021505376344086,0.006978908188585608,0.006978908188585608,0.0
CAV1,0.11042183622828784,0.11037014061207609,0.015612076095947064,0.015612076095947064,0.0
GAA,0.11042183622828784,0.10974979321753515,0.005531430934656741,0.005531430934656741,0.0
CHKB,0.11042183622828784,0.11005996691480563,0.006151778329197684,0.006151778329197684,0.0
COG3,0.11042183622828784,0.1092328370554177,0.002791563275434243,0.002791563275434243,0.0
CD1D,0.11042183622828784,0.11021505376344086,0.004807692307692308,0.004807692307692308,0.0
VPS29,0.11042183622828784,0.11005996691480563,0.004600909842845327,0.004600909842845327,0.0
UBB,0.11042183622828784,0.11037014061207609,0.022125723738626965,0.02207402812241522,5.1695616211745244e-05
S100B,0.11042183622828784,0.11031844499586435,0.011114557485525228,0.011114557485525228,0.0
RNF139,0.11042183622828784,0.10974979321753515,0.004859387923904053,0.004807692307692308,5.1695616211745244e-05
ZDHHC15,0.11042183622828784,0.10954301075268817,0.004083953680727875,0.004032258064516129,5.1695616211745244e-05
GM2A,0.11042183622828784,0.10943961952026468,0.003773779983457403,0.003773779983457403,0.0
PON2,0.11042183622828784,0.10959470636889991,0.003515301902398677,0.003515301902398677,0.0
OTUD7B,0.11042183622828784,0.10985318444995865,0.0035669975186104217,0.0035669975186104217,0.0
EDEM3,0.11042183622828784,0.10840570719602978,0.0018093465674110835,0.0018093465674110835,0.0
TPST1,0.11042183622828784,0.11026674937965261,0.006823821339950372,0.006823821339950372,0.0
GABARAPL1,0.11042183622828784,0.11021505376344086,0.007754342431761787,0.007754342431761787,0.0
BRE,0.11042183622828784,0.10582092638544252,0.0014474772539288668,0.0014474772539288668,0.0
SCAMP3,0.11042183622828784,0.10938792390405294,0.002274607113316791,0.0022229114971050457,5.1695616211745244e-05
IGFBP3,0.11042183622828784,0.11026674937965261,0.008736559139784945,0.008736559139784945,0.0
IL2RA,0.11042183622828784,0.11016335814722912,0.00641025641025641,0.00641025641025641,0.0
CTSB,0.11042183622828784,0.11026674937965261,0.011993382961124897,0.011993382961124897,0.0
CKAP4,0.11042183622828784,0.11005996691480563,0.005272952853598015,0.005272952853598015,0.0
ARPC1A,0.11042183622828784,0.11031844499586435,0.0073407775020678245,0.0073407775020678245,0.0
CLN5,0.11042183622828784,0.10861248966087676,0.002119520264681555,0.002119520264681555,0.0
RD3,0.11042183622828784,0.10938792390405294,0.001705955334987593,0.001705955334987593,0.0
HGS,0.11042183622828784,0.11016335814722912,0.009098428453267164,0.009098428453267164,0.0
SYCN,0.11042183622828784,0.10571753515301903,0.0020161290322580645,0.0020161290322580645,0.0
SMPD1,0.11042183622828784,0.11026674937965261,0.00749586435070306,0.00749586435070306,0.0
UBA52,0.11042183622828784,0.11037014061207609,0.019385856079404466,0.019385856079404466,0.0
CHMP2B,0.11042183622828784,0.11000827129859388,0.003411910669975186,0.003411910669975186,0.0
PTPRN,0.11042183622828784,0.11026674937965261,0.007444168734491315,0.007444168734491315,0.0
TYRP1,0.11042183622828784,0.11011166253101737,0.004187344913151364,0.004187344913151364,0.0
SGSH,0.11042183622828784,0.10856079404466501,0.003825475599669148,0.003825475599669148,0.0
POMC,0.11042183622828784,0.11037014061207609,0.013389164598842018,0.013389164598842018,0.0
PLIN5,0.11042183622828784,0.10825062034739454,0.0026364764267990076,0.0026364764267990076,0.0
A2M,0.11042183622828784,0.10995657568238214,0.006720430107526882,0.006668734491315136,5.1695616211745244e-05
ANXA7,0.11042183622828784,0.10995657568238214,0.006358560794044665,0.0063068651778329194,5.1695616211745244e-05
LRP1,0.11042183622828784,0.11026674937965261,0.007909429280397022,0.007857733664185277,5.1695616211745244e-05
DERL2,0.11042183622828784,0.11011166253101737,0.0049110835401157986,0.0049110835401157986,0.0
TCP1,0.11042183622828784,0.11031844499586435,0.01173490488006617,0.01173490488006617,0.0
MNS1,0.11042183622828784,0.1092328370554177,0.0017576509511993384,0.0017576509511993384,0.0
HSPA4,0.11042183622828784,0.11037014061207609,0.026571546732837056,0.026571546732837056,0.0
CTSV,0.11042183622828784,0.10949131513647643,0.002791563275434243,0.0027398676592224978,5.1695616211745244e-05
NAGPA,0.11042183622828784,0.10799214226633581,0.001964433416046319,0.001964433416046319,0.0
CTSC,0.11042183622828784,0.11026674937965261,0.008736559139784945,0.008736559139784945,0.0
AAK1,0.11042183622828784,0.11026674937965261,0.009150124069478908,0.009150124069478908,0.0
LPA,0.11042183622828784,0.10985318444995865,0.005428039702233251,0.005376344086021506,5.1695616211745244e-05
CLCN5,0.11042183622828784,0.11005996691480563,0.005014474772539288,0.005014474772539288,0.0
ESR1,0.11042183622828784,0.11042183622828784,0.02838089330024814,0.02838089330024814,0.0
DPAGT1,0.11042183622828784,0.11016335814722912,0.004807692307692308,0.004807692307692308,0.0
PACS2,0.11042183622828784,0.10907775020678247,0.0029983457402812243,0.002946650124069479,5.1695616211745244e-05
HSP90AA1,0.11042183622828784,0.11037014061207609,0.03086228287841191,0.03086228287841191,0.0
STON2,0.11042183622828784,0.1092328370554177,0.0035669975186104217,0.0035669975186104217,0.0
KLHL2,0.11042183622828784,0.11021505376344086,0.006772125723738627,0.006772125723738627,0.0
RNF5,0.11042183622828784,0.10985318444995865,0.004600909842845327,0.004600909842845327,0.0
FZD4,0.11042183622828784,0.11005996691480563,0.00728908188585608,0.00728908188585608,0.0
CD3D,0.11042183622828784,0.11021505376344086,0.0052212572373862695,0.0052212572373862695,0.0
HEXA,0.11042183622828784,0.10974979321753515,0.003618693134822167,0.0035669975186104217,5.1695616211745244e-05
CHRM2,0.11042183622828784,0.11016335814722912,0.004755996691480562,0.004755996691480562,0.0
ANKRD13B,0.11042183622828784,0.09879032258064516,0.0007754342431761787,0.0007237386269644334,5.1695616211745244e-05
HIP1,0.11042183622828784,0.11000827129859388,0.004032258064516129,0.003980562448304384,5.1695616211745244e-05
ACP2,0.11042183622828784,0.1098014888337469,0.0034636062861869315,0.0034636062861869315,0.0
SYVN1,0.11042183622828784,0.11000827129859388,0.005531430934656741,0.005531430934656741,0.0
HPDL,0.11042183622828784,0.10799214226633581,0.0022229114971050457,0.0022229114971050457,0.0
SI,0.11042183622828784,0.10974979321753515,0.004549214226633582,0.004549214226633582,0.0
ACTR3,0.11042183622828784,0.11037014061207609,0.008426385442514474,0.008426385442514474,0.0
BANF1,0.11042183622828784,0.11016335814722912,0.0070822994210090985,0.0070822994210090985,0.0
VPS4A,0.11042183622828784,0.10990488006617039,0.0032568238213399503,0.0032568238213399503,0.0
LIPA,0.11042183622828784,0.11000827129859388,0.006100082712985939,0.006048387096774193,5.1695616211745244e-05
TRPC4,0.11042183622828784,0.10959470636889991,0.0031534325889164597,0.0031534325889164597,0.0
ANKRD13D,0.11042183622828784,0.10085814722911497,0.0007754342431761787,0.0007237386269644334,5.1695616211745244e-05
KIAA0319,0.11042183622828784,0.10964640198511166,0.0037220843672456576,0.0037220843672456576,0.0
TFEB,0.11042183622828784,0.11016335814722912,0.006978908188585608,0.006978908188585608,0.0
SH3GL1,0.11042183622828784,0.11000827129859388,0.005583126550868486,0.005583126550868486,0.0
PMEL,0.11042183622828784,0.11011166253101737,0.0036703887510339123,0.0036703887510339123,0.0
RANBP2,0.11042183622828784,0.11037014061207609,0.011786600496277916,0.011786600496277916,0.0
SLC22A2,0.11042183622828784,0.10985318444995865,0.007857733664185277,0.007806038047973532,5.1695616211745244e-05
MGAT4C,0.11042183622828784,0.11005996691480563,0.002791563275434243,0.002791563275434243,0.0
BACE1,0.11042183622828784,0.11031844499586435,0.015508684863523574,0.015508684863523574,0.0
CALR,0.11042183622828784,0.11031844499586435,0.014216294458229943,0.014216294458229943,0.0
GNPTAB,0.11042183622828784,0.10861248966087676,0.002377998345740281,0.002377998345740281,0.0
ACTR2,0.11042183622828784,0.11031844499586435,0.011062861869313483,0.011062861869313483,0.0
NAPA,0.11042183622828784,0.1098014888337469,0.0032568238213399503,0.0032568238213399503,0.0
SYT7,0.11042183622828784,0.10995657568238214,0.006927212572373863,0.006927212572373863,0.0
PLIN4,0.11042183622828784,0.10902605459057071,0.003825475599669148,0.003825475599669148,0.0
OS9,0.11042183622828784,0.11011166253101737,0.005686517783291977,0.005686517783291977,0.0
CTSL,0.11042183622828784,0.11031844499586435,0.011217948717948718,0.011166253101736972,5.1695616211745244e-05
SORT1,0.11042183622828784,0.11021505376344086,0.007133995037220843,0.007133995037220843,0.0
IGFBP2,0.11042183622828784,0.11021505376344086,0.005634822167080232,0.005634822167080232,0.0
HIST2H3PS2,0.11042183622828784,0.11037014061207609,0.027191894127377998,0.027191894127377998,0.0
