gene_hsapiens_stress_down,hsapiens_stress_down_Fraction_sp_less7,hsapiens_stress_down_Fraction_sp_less6,hsapiens_stress_down_Fraction_sp_less5,hsapiens_stress_down_Fraction_sp_less4,hsapiens_stress_down_Fraction_sp_less3,hsapiens_stress_down_Fraction_sp_less2,hsapiens_stress_down_Fraction_sp_1,hsapiens_stress_down_Fraction_sp_0
CRTAP,0.3436521320163816,0.3329318236569501,0.29775957600578173,0.17622259696458684,0.061069621777884844,0.011081667068176343,0.010961214165261383,0.00012045290291496025
ADPGK,0.34220669718140206,0.3282341604432667,0.2765598650927487,0.14948205251746566,0.04950614309804866,0.0026499638641291254,0.0026499638641291254,0.0
CPEB4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CPEB1,0.34557937846302095,0.33473861720067455,0.29908455793784633,0.18947241628523248,0.06974223078776198,0.011683931582751144,0.011563478679836184,0.00012045290291496025
CPEB3,0.3408817152493375,0.31402071789930136,0.22307877619850638,0.09588051072030836,0.020115634786798363,0.00012045290291496025,0.0,0.00012045290291496025
CPEB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRBD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABAT,0.32510238496747773,0.2521079258010118,0.10069862683690677,0.010961214165261383,0.0008431703204047217,0.0002409058058299205,0.00012045290291496025,0.00012045290291496025
PHOX2A,0.14526620091544207,0.04300168634064081,0.010720308359431462,0.002409058058299205,0.00036135870874488076,0.0002409058058299205,0.0002409058058299205,0.0
PHOX2B,0.14526620091544207,0.04300168634064081,0.010720308359431462,0.002409058058299205,0.00036135870874488076,0.0002409058058299205,0.0002409058058299205,0.0
UPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFH,0.32064562755962417,0.2476511683931583,0.11226210551674295,0.040351722476511684,0.006745362563237774,0.0006022645145748012,0.000481811611659841,0.00012045290291496025
CFI,0.17381353890628765,0.05721512888460612,0.011804384485666104,0.0008431703204047217,0.0002409058058299205,0.00012045290291496025,0.0,0.00012045290291496025
ANKFY1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFB,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
CFP,0.3224524211033486,0.25066249096603227,0.11226210551674295,0.043724403758130574,0.017827029631414117,0.00036135870874488076,0.0002409058058299205,0.00012045290291496025
AAAS,0.3330522765598651,0.29137557215128884,0.1663454589255601,0.061069621777884844,0.00963623223319682,0.0,0.0,0.0
SIDT1,0.342327150084317,0.318236569501325,0.2254878342568056,0.09648277523488316,0.026258732835461335,0.0015658877378944833,0.001445434834979523,0.00012045290291496025
SIDT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAGAB,0.33136593591905567,0.2900505902192243,0.15357745121657432,0.030113225728740062,0.0013249819320645627,0.0002409058058299205,0.0002409058058299205,0.0
C4orf17,0.24536256323777403,0.10888942423512407,0.0287882437966755,0.0093953264273669,0.00493856901951337,0.003493134184533847,0.003493134184533847,0.0
SCYL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCE1,0.3260660081907974,0.27113948446157554,0.10563719585642015,0.010961214165261383,0.0015658877378944833,0.000481811611659841,0.000481811611659841,0.0
TEN1-CDK3,0.3401589978318477,0.31655022886051554,0.23994218260660083,0.10226451457480125,0.013611178029390509,0.0007227174174897615,0.0007227174174897615,0.0
