gene_hsapiens_stress_up,hsapiens_stress_up_Fraction_sp_less7,hsapiens_stress_up_Fraction_sp_less6,hsapiens_stress_up_Fraction_sp_less5,hsapiens_stress_up_Fraction_sp_less4,hsapiens_stress_up_Fraction_sp_less3,hsapiens_stress_up_Fraction_sp_less2,hsapiens_stress_up_Fraction_sp_1,hsapiens_stress_up_Fraction_sp_0
PHOX2A,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.26918903277146783,0.14266078275338204,0.0016638935108153079,0.0016638935108153079,0.0
PHOX2B,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.2685379440063662,0.11524271142299067,0.0012298343340808797,0.0012298343340808797,0.0
UPK2,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.268682630398611,0.11784706648339724,0.0010851479418360704,0.0010851479418360704,0.0
CFH,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.26911668957534546,0.2145699196990523,0.007379006004485278,0.007379006004485278,0.0
CFI,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.26926137596759026,0.23750271286985458,0.006872603631628445,0.006800260435506041,7.234319612240469e-05
ANKFY1,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.26911668957534546,0.2315705707878174,0.015409100774072199,0.015409100774072199,0.0
CFB,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.26940606235983505,0.2252767127251682,0.008898213123055776,0.008898213123055776,0.0
CFP,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.26904434637922303,0.19793098459089922,0.01251537292917601,0.01251537292917601,0.0
AAAS,0.26991246473269187,0.26991246473269187,0.26991246473269187,0.26926137596759026,0.23989003834189396,0.015626130362439414,0.015626130362439414,0.0
SIDT1,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.26955074875207985,0.25088620415249946,0.022281704405700643,0.02220936120957824,7.234319612240469e-05
SIDT2,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.268682630398611,0.1990884757288577,0.003255443825508211,0.003255443825508211,0.0
AAGAB,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.26940606235983505,0.24321782536352457,0.008319467554076539,0.008319467554076539,0.0
C4orf17,0.26991246473269187,0.26991246473269187,0.26991246473269187,0.2693337191637126,0.1279751139405339,0.0037618461983650437,0.0037618461983650437,0.0
SCYL1,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.2689720031831006,0.215944440425378,0.003978875786732258,0.003978875786732258,0.0
ABCE1,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.2686102872024886,0.2131953989727266,0.006510887651016422,0.006510887651016422,0.0
TEN1-CDK3,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.2694784055559575,0.2516819793098459,0.024741373073862403,0.024741373073862403,0.0
ZNF117,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.26889965998697823,0.22281704405700645,0.007306662808362873,0.007306662808362873,0.0
ZNF114,0.26991246473269187,0.26991246473269187,0.26991246473269187,0.26918903277146783,0.19149244013600522,0.004846994140201114,0.004774650944078709,7.234319612240469e-05
SEZ6L,0.26991246473269187,0.26991246473269187,0.26991246473269187,0.26955074875207985,0.19619474788396152,0.007596035592852492,0.007596035592852492,0.0
PRKAR2A,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.26918903277146783,0.23648990812414092,0.007017290023873255,0.007017290023873255,0.0
PRKAR2B,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.2693337191637126,0.2160891268176228,0.005787455689792375,0.005787455689792375,0.0
MAGT1,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.2688273167908558,0.19822035737538884,0.0020256094914273314,0.0020256094914273314,0.0
ITGA2B,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.26955074875207985,0.24611155320842074,0.011936627360196773,0.011936627360196773,0.0
PHACTR1,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.2684656008102438,0.19539897272661505,0.002532011864284164,0.0024596686681617594,7.234319612240469e-05
OR2K2,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.26911668957534546,0.13072415539318527,0.0010128047457136657,0.0010128047457136657,0.0
PHACTR3,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.26875497359473344,0.18013455834478767,0.00231498227591695,0.0022426390797945454,7.234319612240469e-05
CASP5,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.26918903277146783,0.21876582507415177,0.021051870071619763,0.02097952687549736,7.234319612240469e-05
NR1D1,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.2688273167908558,0.19047963539029153,0.00231498227591695,0.00231498227591695,0.0
NR1D2,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.2689720031831006,0.21862113868190697,0.006800260435506041,0.006800260435506041,0.0
OGFR,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.2693337191637126,0.24039644071475078,0.013166461694277654,0.013094118498155248,7.234319612240469e-05
PTCH2,0.26991246473269187,0.26991246473269187,0.26991246473269187,0.2696230919482023,0.25978441727555523,0.04268248571221877,0.04268248571221877,0.0
PTCH1,0.26991246473269187,0.26991246473269187,0.26991246473269187,0.2694784055559575,0.24032409751862838,0.012370686536931201,0.012370686536931201,0.0
TIMM44,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.268682630398611,0.21225493742313536,0.006293858062649208,0.006293858062649208,0.0
RAD9B,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.26904434637922303,0.21254431020762496,0.004412934963466686,0.004340591767344281,7.234319612240469e-05
RAD9A,0.26991246473269187,0.26991246473269187,0.26991246473269187,0.2696230919482023,0.2605078492367793,0.03269912464732692,0.03269912464732692,0.0
ERGIC2,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.26788685524126454,0.1667510670621428,0.0014468639224480937,0.0014468639224480937,0.0
ERGIC3,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.26940606235983505,0.23128119800332778,0.0066555740432612314,0.006583230847138827,7.234319612240469e-05
ERGIC1,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.26926137596759026,0.23562178977067208,0.007596035592852492,0.007596035592852492,0.0
B3GAT3,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.2694784055559575,0.24878825146494973,0.011213195398972727,0.011213195398972727,0.0
B3GAT2,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.26875497359473344,0.1654488895319395,0.0016638935108153079,0.0016638935108153079,0.0
B3GAT1,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.26940606235983505,0.22498733994067857,0.005064023728568328,0.005064023728568328,0.0
CALM2,0.26991246473269187,0.26991246473269187,0.26991246473269187,0.26926137596759026,0.24632858279678796,0.010562106633871084,0.010562106633871084,0.0
CALM3,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.2693337191637126,0.23063010923822613,0.007017290023873255,0.007017290023873255,0.0
SPG21,0.26991246473269187,0.2697677783404471,0.2694784055559575,0.2608695652173913,0.029154308037329088,0.00014468639224480938,0.00014468639224480938,0.0
SPG20,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.26955074875207985,0.26115893800188095,0.044201692830789265,0.044201692830789265,0.0
GSDMB,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.26940606235983505,0.23750271286985458,0.008898213123055776,0.008898213123055776,0.0
GSDMC,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.2688273167908558,0.19727989582579758,0.005498082905302756,0.005498082905302756,0.0
GSDMD,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.2694784055559575,0.2555885119004558,0.02532011864284164,0.02532011864284164,0.0
UPK1A,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.26824857122187656,0.09346740939014686,0.0009404615495912609,0.0009404615495912609,0.0
UPK1B,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.26889965998697823,0.1451204514215438,0.0029660710410185924,0.0028937278448961873,7.234319612240469e-05
DLGAP2,0.26991246473269187,0.26991246473269187,0.26991246473269187,0.26955074875207985,0.2390942631845475,0.015336757577949793,0.01526441438182739,7.234319612240469e-05
DLGAP3,0.26991246473269187,0.26991246473269187,0.26991246473269187,0.2694784055559575,0.24017941112638355,0.008319467554076539,0.008319467554076539,0.0
DLGAP1,0.26991246473269187,0.26991246473269187,0.26991246473269187,0.2694784055559575,0.23721334008536496,0.015047384793460175,0.014975041597337771,7.234319612240469e-05
DLGAP4,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.26940606235983505,0.23967300875352673,0.009766331476524634,0.009693988280402228,7.234319612240469e-05
DLGAP5,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.2696230919482023,0.24965636981841857,0.024452000289372784,0.024452000289372784,0.0
OIP5,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.26904434637922303,0.21825942270129495,0.00571511249366997,0.00571511249366997,0.0
FAM169A,0.26991246473269187,0.26991246473269187,0.26991246473269187,0.26955074875207985,0.2545757071547421,0.017868769442233957,0.017796426246111552,7.234319612240469e-05
PTPN18,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.2694784055559575,0.2550821095275989,0.027924473703248208,0.027852130507125806,7.234319612240469e-05
LRRFIP2,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.2689720031831006,0.17224914996744556,0.0016638935108153079,0.0016638935108153079,0.0
PTPN13,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.2696230919482023,0.25529913911596613,0.02886493525283947,0.02886493525283947,0.0
PTPN12,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.2694784055559575,0.25783115098025033,0.035737538884467915,0.03566519568834551,7.234319612240469e-05
PTPN11,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.26955074875207985,0.2589162989220864,0.024886059466107214,0.02481371626998481,7.234319612240469e-05
PTPN14,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.2694784055559575,0.247052014758012,0.012226000144686392,0.012153656948563988,7.234319612240469e-05
LYAR,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.2693337191637126,0.22144252333068076,0.006510887651016422,0.006510887651016422,0.0
TRAPPC6A,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.2693337191637126,0.23923894957679231,0.00788540837734211,0.00788540837734211,0.0
MZB1,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.2694784055559575,0.23967300875352673,0.024596686681617595,0.02452434348549519,7.234319612240469e-05
TRAPPC6B,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.2684656008102438,0.17550459379295377,0.001374520726325689,0.001374520726325689,0.0
CDK3,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.26955074875207985,0.2511032337408667,0.019098603776314838,0.019098603776314838,0.0
HLA-DQB1,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.2684656008102438,0.16262750488316574,0.010706793026115893,0.010706793026115893,0.0
MSMB,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.26904434637922303,0.15937206105765753,0.004702307747956305,0.004702307747956305,0.0
HLA-DQB2,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.26904434637922303,0.22288938725312885,0.015915503146929032,0.015915503146929032,0.0
CDK7,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.26918903277146783,0.2267959198437387,0.004268248571221877,0.004268248571221877,0.0
FOXS1,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.26926137596759026,0.2314258843955726,0.01128553859509513,0.01128553859509513,0.0
CAMKK2,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.26889965998697823,0.21630615640599002,0.0064385444548940175,0.006366201258771613,7.234319612240469e-05
CAMKK1,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.2693337191637126,0.24104752947985242,0.007813065181219707,0.007740721985097301,7.234319612240469e-05
CHMP3,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.26926137596759026,0.24285610938291255,0.01048976343774868,0.01048976343774868,0.0
RPL36AL,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.26774216884901975,0.11466396585401142,0.0008681183534688563,0.0008681183534688563,0.0
CHMP7,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.26926137596759026,0.22578311509802504,0.005136366924690733,0.005136366924690733,0.0
CHMP6,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.26875497359473344,0.19149244013600522,0.002097952687549736,0.0020256094914273314,7.234319612240469e-05
CHMP5,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.26795919843738697,0.15474209650582363,0.00043405917673442813,0.00043405917673442813,0.0
OR52N4,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.26875497359473344,0.2240468783910873,0.008391810750198944,0.008391810750198944,0.0
OR52N2,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.2536352456051508,0.014396296028358534,0.00043405917673442813,0.00043405917673442813,0.0
OR52N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LY6G6C,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.2678145120451422,0.1326050784923678,0.0009404615495912609,0.0009404615495912609,0.0
HOXA13,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.2688273167908558,0.1637849960211242,0.0028937278448961873,0.0028213846487737827,7.234319612240469e-05
HOXA11,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.26889965998697823,0.17608333936193302,0.004412934963466686,0.004340591767344281,7.234319612240469e-05
GTF2I,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.268682630398611,0.19822035737538884,0.003689503002242639,0.0036171598061202344,7.234319612240469e-05
TDG,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.26926137596759026,0.21218259422701294,0.005136366924690733,0.005136366924690733,0.0
HN1,0.26991246473269187,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.2589162989220864,0.027201041742024163,0.027201041742024163,0.0
LRRC27,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.26940606235983505,0.2485712218765825,0.021630615640599003,0.021630615640599003,0.0
LRRC26,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.2696230919482023,0.21869348187802937,0.010562106633871084,0.010562106633871084,0.0
LRRC25,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.2693337191637126,0.24792013311148087,0.023873254720393547,0.023873254720393547,0.0
LRRC24,0.26991246473269187,0.26991246473269187,0.26991246473269187,0.26940606235983505,0.25189900889821315,0.02481371626998481,0.02481371626998481,0.0
LRRC23,0.26991246473269187,0.26991246473269187,0.26991246473269187,0.2696230919482023,0.2579034941763727,0.03060117195977718,0.03060117195977718,0.0
MPDU1,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.26955074875207985,0.262244085943717,0.044708095203646096,0.044708095203646096,0.0
LRRC29,0.26991246473269187,0.26991246473269187,0.26991246473269187,0.2694784055559575,0.24799247630760327,0.010996165810605512,0.010996165810605512,0.0
LRRC28,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.2686102872024886,0.19518194313824785,0.0038341893944874483,0.0038341893944874483,0.0
GCNT4,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.2685379440063662,0.1436735874990957,0.0018085799030601172,0.0018085799030601172,0.0
GCNT1,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.2694784055559575,0.23055776604210373,0.016928307892642696,0.016928307892642696,0.0
GCNT2,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.2693337191637126,0.2097229255588512,0.005136366924690733,0.005064023728568328,7.234319612240469e-05
LPCAT4,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.26875497359473344,0.21811473630905012,0.004195905375099472,0.004123562178977067,7.234319612240469e-05
LPCAT2,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.26955074875207985,0.2521160384865803,0.020183751718150907,0.020111408522028505,7.234319612240469e-05
LPCAT3,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.2696230919482023,0.25566085509657815,0.02177530203284381,0.021702958836721405,7.234319612240469e-05
LPCAT1,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.2693337191637126,0.2501627721912754,0.022137018013455835,0.022137018013455835,0.0
TAGLN,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.2693337191637126,0.25689068943065907,0.03754611878752803,0.03747377559140563,7.234319612240469e-05
ALPP,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.2681762280257542,0.09628879403892064,0.0003617159806120234,0.0003617159806120234,0.0
PDK1,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.26875497359473344,0.16436374159010345,0.0013021775302032843,0.0013021775302032843,0.0
PDK3,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.26889965998697823,0.1914200969398828,0.003472473413875425,0.003472473413875425,0.0
PDK2,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.26940606235983505,0.24589452362005354,0.021702958836721405,0.021702958836721405,0.0
EBP,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.26940606235983505,0.25710771901902624,0.026911668957534544,0.026911668957534544,0.0
PDK4,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.2693337191637126,0.22440859437169935,0.006149171670404399,0.006076828474281994,7.234319612240469e-05
LNPEP,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.2694784055559575,0.23410258265210157,0.007596035592852492,0.007523692396730087,7.234319612240469e-05
ALPI,0.26991246473269187,0.26991246473269187,0.26991246473269187,0.2688273167908558,0.12435795413441365,0.0016638935108153079,0.0016638935108153079,0.0
SEC61A1,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.26940606235983505,0.24278376618679012,0.008825869926933372,0.008825869926933372,0.0
SEC61A2,0.26991246473269187,0.26991246473269187,0.26991246473269187,0.26955074875207985,0.2435795413441366,0.008247124357954135,0.008247124357954135,0.0
ALPL,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.2693337191637126,0.2498010562106634,0.021124213267742168,0.021051870071619763,7.234319612240469e-05
PECR,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.2684656008102438,0.16638935108153077,0.0018809230991825218,0.0018809230991825218,0.0
DDIT3,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.2653548433769804,0.05982782319322868,0.00043405917673442813,0.00043405917673442813,0.0
DDIT4,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.26455906821963393,0.040801562613036246,0.00028937278448961875,0.00028937278448961875,0.0
HYAL1,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.26911668957534546,0.22296173044925124,0.0035448166099978297,0.0035448166099978297,0.0
CT45A1,0.26991246473269187,0.26991246473269187,0.26991246473269187,0.2696230919482023,0.19084135137090358,0.005208710120813137,0.005208710120813137,0.0
PTPMT1,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.26911668957534546,0.2252767127251682,0.005570426101425161,0.005570426101425161,0.0
ATP5C1,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.2693337191637126,0.24589452362005354,0.016566591912030675,0.016566591912030675,0.0
NPC2,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.26926137596759026,0.23591116255516167,0.013166461694277654,0.013166461694277654,0.0
NPC1,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.26795919843738697,0.1697894812992838,0.0015915503146929032,0.0015915503146929032,0.0
RAB3GAP2,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.2693337191637126,0.23685162410475294,0.012081313752441583,0.012081313752441583,0.0
BHLHA15,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.2694784055559575,0.2502351153873978,0.01772408304998915,0.01772408304998915,0.0
RAB3GAP1,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.26940606235983505,0.2546480503508645,0.027128698545901758,0.027128698545901758,0.0
DAG1,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.2689720031831006,0.2267235766476163,0.006583230847138827,0.006583230847138827,0.0
ETHE1,0.26991246473269187,0.26991246473269187,0.26991246473269187,0.26955074875207985,0.23866020400781307,0.01157491137958475,0.01157491137958475,0.0
SGSM3,0.26991246473269187,0.26991246473269187,0.26991246473269187,0.2696230919482023,0.2612312811980033,0.027128698545901758,0.027128698545901758,0.0
KDM1A,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.26926137596759026,0.2469796715618896,0.024017941112638358,0.024017941112638358,0.0
