gene_hsapiens_stress_up,hsapiens_stress_up_Fraction_sp_less7,hsapiens_stress_up_Fraction_sp_less6,hsapiens_stress_up_Fraction_sp_less5,hsapiens_stress_up_Fraction_sp_less4,hsapiens_stress_up_Fraction_sp_less3,hsapiens_stress_up_Fraction_sp_less2,hsapiens_stress_up_Fraction_sp_1,hsapiens_stress_up_Fraction_sp_0
TCOF1,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.2688273167908558,0.23337915069087753,0.013455834478767272,0.013383491282644867,7.234319612240469e-05
NSRP1,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.26955074875207985,0.2487159082688273,0.02437965709325038,0.024307313897127977,7.234319612240469e-05
SPPL3,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.26940606235983505,0.2502351153873978,0.01960500614917167,0.019532662953049267,7.234319612240469e-05
OPA3,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.26904434637922303,0.24502640526658467,0.012732402517543226,0.01266005932142082,7.234319612240469e-05
OPA1,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.26926137596759026,0.2372856832814874,0.009332272299790204,0.009332272299790204,0.0
ITGA8,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.2693337191637126,0.2268682630398611,0.01801345583447877,0.01801345583447877,0.0
ITGA9,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.2693337191637126,0.22918324531577805,0.01511972798958258,0.015047384793460175,7.234319612240469e-05
ITGA1,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.2693337191637126,0.24965636981841857,0.01757939665774434,0.017507053461621933,7.234319612240469e-05
ITGA2,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.26955074875207985,0.2377197424582218,0.014323952832236128,0.014323952832236128,0.0
ITGA3,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.26911668957534546,0.20292266512334514,0.0060044852781595895,0.0060044852781595895,0.0
ITGA4,0.26991246473269187,0.26991246473269187,0.26991246473269187,0.26940606235983505,0.25074151776025466,0.03269912464732692,0.03262678145120451,7.234319612240469e-05
ITGA5,0.26991246473269187,0.26991246473269187,0.26991246473269187,0.2696230919482023,0.2575417781957607,0.02698401215365695,0.026911668957534544,7.234319612240469e-05
ITGA6,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.26918903277146783,0.23258337553353106,0.007234319612240469,0.007234319612240469,0.0
ITGA7,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.26940606235983505,0.2576864645880055,0.029877739998553136,0.02980539680243073,7.234319612240469e-05
TRHR,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.25746943499963826,0.020111408522028505,0.00021702958836721407,0.00014468639224480938,7.234319612240469e-05
UFSP1,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.26810388482963177,0.17673442812703466,0.0022426390797945454,0.0022426390797945454,0.0
UFSP2,0.26991246473269187,0.26991246473269187,0.26991246473269187,0.2693337191637126,0.24951168342617377,0.01931563336468205,0.01931563336468205,0.0
CHST8,0.26991246473269187,0.26991246473269187,0.26991246473269187,0.2694784055559575,0.2268682630398611,0.011068509006727918,0.011068509006727918,0.0
CHST1,0.26991246473269187,0.26991246473269187,0.26991246473269187,0.2693337191637126,0.22202126889965998,0.006800260435506041,0.006800260435506041,0.0
CHST3,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.26940606235983505,0.25066917456413224,0.0200390653259061,0.019966722129783693,7.234319612240469e-05
CHST2,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.2688273167908558,0.2177530203284381,0.009042899515300585,0.009042899515300585,0.0
CHST5,0.26991246473269187,0.26991246473269187,0.26991246473269187,0.2693337191637126,0.2240468783910873,0.009766331476524634,0.009766331476524634,0.0
CHST4,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.2694784055559575,0.23591116255516167,0.007089633219995659,0.007089633219995659,0.0
CHST7,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.2685379440063662,0.13795847500542574,0.001157491137958475,0.001157491137958475,0.0
CHST6,0.26991246473269187,0.26991246473269187,0.26991246473269187,0.26926137596759026,0.2144975765029299,0.006800260435506041,0.006727917239383636,7.234319612240469e-05
ITGAX,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.26889965998697823,0.2257107719019026,0.02286044997467988,0.02286044997467988,0.0
BCL2A1,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.26911668957534546,0.2389495767923027,0.025175432250596833,0.025175432250596833,0.0
ITGAV,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.2694784055559575,0.2498733994067858,0.017868769442233957,0.017868769442233957,0.0
ITGAL,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.26955074875207985,0.2515372929176011,0.03212037907834768,0.032048035882225274,7.234319612240469e-05
ITGAM,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.26926137596759026,0.2422050206178109,0.023873254720393547,0.023873254720393547,0.0
ITGAD,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.26904434637922303,0.20465890183028287,0.011647254575707155,0.011647254575707155,0.0
ITGAE,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.268320914417999,0.1418650075960356,0.0020256094914273314,0.0020256094914273314,0.0
IGF2R,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.26940606235983505,0.24929465383780655,0.016132532735296246,0.016132532735296246,0.0
SLC36A4,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.26889965998697823,0.2297619908847573,0.006149171670404399,0.006149171670404399,0.0
CKS1B,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.26889965998697823,0.20711857049844462,0.0035448166099978297,0.0035448166099978297,0.0
SLC36A1,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.2683932576141214,0.16096361137235043,0.0023873254720393547,0.0023873254720393547,0.0
ARTN,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.26918903277146783,0.22462562396006655,0.011140852202850321,0.011140852202850321,0.0
ART1,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.2669463936916733,0.05982782319322868,0.00021702958836721407,0.00014468639224480938,7.234319612240469e-05
ART4,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.26918903277146783,0.2144252333068075,0.0037618461983650437,0.0037618461983650437,0.0
CADPS2,0.26991246473269187,0.26991246473269187,0.2697677783404471,0.2688273167908558,0.17861535122621716,0.0019532662953049267,0.0018809230991825218,7.234319612240469e-05
RLF,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.26918903277146783,0.2424220502061781,0.012949432105910439,0.012949432105910439,0.0
CRTAP,0.26991246473269187,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.26152065398249297,0.04485278159589091,0.0447804383997685,7.234319612240469e-05
ADPGK,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.26955074875207985,0.2572524054112711,0.03776314837589525,0.03776314837589525,0.0
CPEB4,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.26911668957534546,0.24025175432250598,0.013383491282644867,0.013383491282644867,0.0
CPEB1,0.26991246473269187,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.2627504883165738,0.04745713665629748,0.04738479346017507,7.234319612240469e-05
CPEB3,0.26991246473269187,0.26991246473269187,0.26991246473269187,0.26955074875207985,0.25240541127106997,0.02097952687549736,0.020907183679374955,7.234319612240469e-05
CPEB2,0.26991246473269187,0.26991246473269187,0.2698401215365695,0.26918903277146783,0.20755262967517904,0.0026043550604065687,0.002532011864284164,7.234319612240469e-05
SRBD1,0.26991246473269187,0.26991246473269187,0.2696954351443247,0.26911668957534546,0.18982854662518991,0.0022426390797945454,0.0022426390797945454,0.0
ABAT,0.26991246473269187,0.26991246473269187,0.26991246473269187,0.2696230919482023,0.25204369529045795,0.01577081675468422,0.01577081675468422,0.0
