gene_celegans_stress_down,celegans_stress_down_Fraction_sp_less4,celegans_stress_down_Fraction_sp_less3,celegans_stress_down_Fraction_sp_less2,celegans_stress_down_Fraction_sp_1,celegans_stress_down_Fraction_sp_0
PRDM10,0.25082712985938793,0.25072373862696445,0.029880066170388752,0.029880066170388752,0.0
ITPR1,0.25082712985938793,0.25072373862696445,0.02977667493796526,0.029724979321753515,5.1695616211745244e-05
RSF1,0.25082712985938793,0.2487593052109181,0.006823821339950372,0.006823821339950372,0.0
SNRNP200,0.25082712985938793,0.25046526054590573,0.024710504549214227,0.024710504549214227,0.0
DDX1,0.25082712985938793,0.25046526054590573,0.035153019023986765,0.03510132340777502,5.1695616211745244e-05
VSNL1,0.25082712985938793,0.2506720430107527,0.025589330024813894,0.025589330024813894,0.0
GRASP,0.25082712985938793,0.25041356492969397,0.0157671629445823,0.0157671629445823,0.0
GJB2,0.25082712985938793,0.24948304383788256,0.00620347394540943,0.00620347394540943,0.0
SARDH,0.25082712985938793,0.24963813068651777,0.00858147229114971,0.00858147229114971,0.0
RYR3,0.25082712985938793,0.2501033912324235,0.01587055417700579,0.015818858560794045,5.1695616211745244e-05
HNRNPF,0.25082712985938793,0.25020678246484696,0.020626550868486353,0.020574855252274607,5.1695616211745244e-05
ZBTB16,0.25082712985938793,0.25077543424317617,0.02186724565756824,0.02186724565756824,0.0
TRIP13,0.25082712985938793,0.25041356492969397,0.02574441687344913,0.02574441687344913,0.0
IGFBP5,0.25082712985938793,0.25051695616211744,0.011889991728701406,0.011889991728701406,0.0
ANKRD45,0.25082712985938793,0.2506203473945409,0.029052936311000827,0.02900124069478908,5.1695616211745244e-05
RSPH1,0.25082712985938793,0.24870760959470636,0.007650951199338296,0.007650951199338296,0.0
FTSJ3,0.25082712985938793,0.2503618693134822,0.021350289495450786,0.02129859387923904,5.1695616211745244e-05
PPM1F,0.25082712985938793,0.25041356492969397,0.01716294458229942,0.01716294458229942,0.0
AREG,0.25082712985938793,0.25046526054590573,0.010287427626137303,0.010287427626137303,0.0
SERPINB4,0.25082712985938793,0.24591604631927214,0.004083953680727875,0.004083953680727875,0.0
RTCB,0.25082712985938793,0.24968982630272954,0.015973945409429282,0.015973945409429282,0.0
SH3GLB2,0.25082712985938793,0.24653639371381306,0.004290736145574855,0.00423904052936311,5.1695616211745244e-05
AIPL1,0.25082712985938793,0.24808726220016541,0.006565343258891646,0.006513647642679901,5.1695616211745244e-05
NOB1,0.25082712985938793,0.24937965260545905,0.01695616211745244,0.016904466501240695,5.1695616211745244e-05
HNRNPH1,0.25082712985938793,0.25041356492969397,0.023676592224979323,0.023676592224979323,0.0
RBP1,0.25082712985938793,0.24850082712985938,0.007857733664185277,0.007806038047973532,5.1695616211745244e-05
CRHR1,0.25082712985938793,0.25077543424317617,0.021712158808933003,0.021712158808933003,0.0
PPID,0.25082712985938793,0.25046526054590573,0.02641645988420182,0.02641645988420182,0.0
BAG3,0.25082712985938793,0.2506720430107527,0.027140198511166252,0.027140198511166252,0.0
FKBP2,0.25082712985938793,0.25046526054590573,0.0250206782464847,0.0250206782464847,0.0
IQCA1P1,0.25082712985938793,0.24912117452440033,0.012562034739454095,0.012562034739454095,0.0
PITPNB,0.25082712985938793,0.25005169561621177,0.011217948717948718,0.011217948717948718,0.0
UBR4,0.25082712985938793,0.2505686517783292,0.019230769230769232,0.019179073614557486,5.1695616211745244e-05
PHGDH,0.25082712985938793,0.2506203473945409,0.027450372208436723,0.027450372208436723,0.0
EIF5A,0.25082712985938793,0.2505686517783292,0.030965674110835402,0.030913978494623656,5.1695616211745244e-05
TOP1MT,0.25082712985938793,0.25,0.011166253101736972,0.011166253101736972,0.0
ZCCHC3,0.25082712985938793,0.247156741108354,0.008995037220843672,0.008995037220843672,0.0
REL,0.25082712985938793,0.25072373862696445,0.02160876757650951,0.02160876757650951,0.0
CNGA1,0.25082712985938793,0.24870760959470636,0.009356906534325889,0.009305210918114143,5.1695616211745244e-05
PPAP2C,0.25082712985938793,0.24912117452440033,0.009925558312655087,0.009925558312655087,0.0
BMS1,0.25082712985938793,0.24994830438378826,0.021401985111662532,0.021350289495450786,5.1695616211745244e-05
NPB,0.25082712985938793,0.2470016542597188,0.004394127377998346,0.004394127377998346,0.0
SLC4A7,0.25082712985938793,0.2501033912324235,0.012975599669148056,0.012923904052936312,5.1695616211745244e-05
KRR1,0.25082712985938793,0.25005169561621177,0.019851116625310174,0.019851116625310174,0.0
GJC1,0.25082712985938793,0.24653639371381306,0.004394127377998346,0.004394127377998346,0.0
RPLP0,0.25082712985938793,0.2506203473945409,0.04580231596360629,0.04575062034739454,5.1695616211745244e-05
NABP1,0.25082712985938793,0.24648469809760132,0.003825475599669148,0.003825475599669148,0.0
ABCA2,0.25082712985938793,0.24989660876757652,0.013751033912324235,0.013699338296112489,5.1695616211745244e-05
ARHGAP15,0.25082712985938793,0.24994830438378826,0.012045078577336641,0.012045078577336641,0.0
ENSG00000257411,0.25082712985938793,0.2503101736972705,0.022229114971050457,0.022229114971050457,0.0
AURKA,0.25082712985938793,0.25072373862696445,0.03339536807278743,0.03339536807278743,0.0
COX10,0.25082712985938793,0.25005169561621177,0.01638751033912324,0.01638751033912324,0.0
ENSG00000276612,0.25082712985938793,0.24891439205955335,0.016439205955334987,0.016439205955334987,0.0
FDFT1,0.25082712985938793,0.2503618693134822,0.01881720430107527,0.01881720430107527,0.0
PSMC6,0.25082712985938793,0.25072373862696445,0.038461538461538464,0.038461538461538464,0.0
EFCAB13,0.25082712985938793,0.2503101736972705,0.016697684036393715,0.016697684036393715,0.0
INSIG1,0.25082712985938793,0.25015508684863524,0.012768817204301076,0.012768817204301076,0.0
FTH1,0.25082712985938793,0.25046526054590573,0.017990074441687345,0.0179383788254756,5.1695616211745244e-05
LARS,0.25082712985938793,0.25041356492969397,0.027657154673283706,0.027657154673283706,0.0
TXNIP,0.25082712985938793,0.25051695616211744,0.01804177005789909,0.017990074441687345,5.1695616211745244e-05
C11orf73,0.25082712985938793,0.24870760959470636,0.01033912324234905,0.01033912324234905,0.0
SKP2,0.25082712985938793,0.2503618693134822,0.020161290322580645,0.0201095947063689,5.1695616211745244e-05
DNMT3B,0.25082712985938793,0.25041356492969397,0.02119520264681555,0.02119520264681555,0.0
RPS8,0.25082712985938793,0.25072373862696445,0.02967328370554177,0.02967328370554177,0.0
TEF,0.25082712985938793,0.2503618693134822,0.012768817204301076,0.01271712158808933,5.1695616211745244e-05
S100A10,0.25082712985938793,0.25015508684863524,0.011786600496277916,0.011786600496277916,0.0
TOMM70A,0.25082712985938793,0.25041356492969397,0.01747311827956989,0.01747311827956989,0.0
SYPL1,0.25082712985938793,0.24612282878411912,0.004652605459057072,0.004600909842845327,5.1695616211745244e-05
EFCAB11,0.25082712985938793,0.25046526054590573,0.0185070306038048,0.0185070306038048,0.0
GFM1,0.25082712985938793,0.25051695616211744,0.0348428453267163,0.03479114971050455,5.1695616211745244e-05
RPF1,0.25082712985938793,0.2501033912324235,0.023056244830438378,0.023004549214226632,5.1695616211745244e-05
TRPC6,0.25082712985938793,0.24963813068651777,0.011528122415219189,0.011476426799007445,5.1695616211745244e-05
SLC4A9,0.25082712985938793,0.24674317617866004,0.008374689826302729,0.008322994210090985,5.1695616211745244e-05
FAXC,0.25082712985938793,0.23950578990901572,0.0025847808105872623,0.002533085194375517,5.1695616211745244e-05
SCG5,0.25082712985938793,0.2503618693134822,0.010080645161290322,0.010028949545078577,5.1695616211745244e-05
GTF2H2C,0.25082712985938793,0.24689826302729528,0.006720430107526882,0.006720430107526882,0.0
ARL17A,0.25082712985938793,0.2506203473945409,0.02207402812241522,0.022022332506203474,5.1695616211745244e-05
EFCAB2,0.25082712985938793,0.25041356492969397,0.01747311827956989,0.01742142266335815,5.1695616211745244e-05
AHCY,0.25082712985938793,0.2506720430107527,0.03406741108354012,0.03401571546732837,5.1695616211745244e-05
RBM8A,0.25082712985938793,0.25041356492969397,0.023831679073614557,0.02377998345740281,5.1695616211745244e-05
RRP9,0.25082712985938793,0.2505686517783292,0.02595119933829611,0.02589950372208437,5.1695616211745244e-05
CIB4,0.25082712985938793,0.2503101736972705,0.017059553349875932,0.017007857733664186,5.1695616211745244e-05
EEF1B2,0.25082712985938793,0.25041356492969397,0.026106286186931348,0.026054590570719603,5.1695616211745244e-05
TRIM28,0.25082712985938793,0.2506203473945409,0.019747725392886682,0.019747725392886682,0.0
EMC4,0.25082712985938793,0.24896608767576509,0.009873862696443341,0.009822167080231597,5.1695616211745244e-05
NCOA4,0.25082712985938793,0.2494313482216708,0.008788254755996691,0.008788254755996691,0.0
TRMT1,0.25082712985938793,0.2495347394540943,0.017679900744416874,0.017679900744416874,0.0
RHNO1,0.25082712985938793,0.24607113316790735,0.004032258064516129,0.004032258064516129,0.0
HSF2,0.25082712985938793,0.2502584780810587,0.016542597187758478,0.016490901571546732,5.1695616211745244e-05
AKAP12,0.25082712985938793,0.24968982630272954,0.00847808105872622,0.00847808105872622,0.0
PWP1,0.25082712985938793,0.25046526054590573,0.023211331679073615,0.02315963606286187,5.1695616211745244e-05
TTC9C,0.25082712985938793,0.23650744416873448,0.0034636062861869315,0.003411910669975186,5.1695616211745244e-05
PEBP1,0.25082712985938793,0.25051695616211744,0.025227460711331678,0.025175765095119935,5.1695616211745244e-05
ABCA7,0.25082712985938793,0.24994830438378826,0.01054590570719603,0.010494210090984285,5.1695616211745244e-05
CDC37,0.25082712985938793,0.25041356492969397,0.016904466501240695,0.01685277088502895,5.1695616211745244e-05
NGF,0.25082712985938793,0.25077543424317617,0.03432588916459884,0.03432588916459884,0.0
HDAC1,0.25082712985938793,0.25082712985938793,0.05831265508684864,0.05826095947063689,5.1695616211745244e-05
LMNB1,0.25082712985938793,0.2506203473945409,0.024503722084367244,0.024503722084367244,0.0
USP5,0.25082712985938793,0.2503618693134822,0.013595947063688999,0.013595947063688999,0.0
RRP15,0.25082712985938793,0.25005169561621177,0.016542597187758478,0.016542597187758478,0.0
HSPA2,0.25082712985938793,0.25077543424317617,0.03293010752688172,0.03287841191066997,5.1695616211745244e-05
UTP18,0.25082712985938793,0.2501033912324235,0.02434863523573201,0.02434863523573201,0.0
BCL6,0.25082712985938793,0.2506720430107527,0.02098842018196857,0.02098842018196857,0.0
SIRT7,0.25082712985938793,0.25077543424317617,0.025537634408602152,0.025537634408602152,0.0
WNT7A,0.25082712985938793,0.2501033912324235,0.01390612076095947,0.013854425144747726,5.1695616211745244e-05
EFTUD1,0.25082712985938793,0.25051695616211744,0.02967328370554177,0.02967328370554177,0.0
ALDOA,0.25082712985938793,0.25051695616211744,0.02750206782464847,0.027450372208436723,5.1695616211745244e-05
PM20D1,0.25082712985938793,0.24968982630272954,0.010028949545078577,0.010028949545078577,0.0
DZIP3,0.25082712985938793,0.24948304383788256,0.010132340777502068,0.010132340777502068,0.0
VIM,0.25082712985938793,0.25077543424317617,0.02672663358147229,0.02672663358147229,0.0
TBRG4,0.25082712985938793,0.24860421836228289,0.008322994210090985,0.008322994210090985,0.0
PIWIL4,0.25082712985938793,0.25005169561621177,0.013130686517783293,0.013078990901571547,5.1695616211745244e-05
TPT1,0.25082712985938793,0.25020678246484696,0.01881720430107527,0.01881720430107527,0.0
BCL2A1,0.25082712985938793,0.2505686517783292,0.015198511166253101,0.015198511166253101,0.0
PKM,0.25082712985938793,0.25077543424317617,0.0451302729528536,0.045078577336641855,5.1695616211745244e-05
RUVBL2,0.25082712985938793,0.2506203473945409,0.04016749379652605,0.040115798180314306,5.1695616211745244e-05
CLOCK,0.25082712985938793,0.25041356492969397,0.015146815550041357,0.015095119933829611,5.1695616211745244e-05
MEF2A,0.25082712985938793,0.25072373862696445,0.025589330024813894,0.025589330024813894,0.0
ARNTL,0.25082712985938793,0.25046526054590573,0.018455334987593053,0.018403639371381307,5.1695616211745244e-05
HSD17B6,0.25082712985938793,0.25005169561621177,0.015043424317617866,0.015043424317617866,0.0
LYAR,0.25082712985938793,0.2503618693134822,0.01881720430107527,0.01881720430107527,0.0
WBSCR17,0.25082712985938793,0.24984491315136476,0.010028949545078577,0.010028949545078577,0.0
CCT6B,0.25082712985938793,0.25046526054590573,0.023831679073614557,0.02377998345740281,5.1695616211745244e-05
PPIC,0.25082712985938793,0.2503101736972705,0.020264681555004136,0.020264681555004136,0.0
TMEM106B,0.25082712985938793,0.24844913151364764,0.005531430934656741,0.005531430934656741,0.0
EWSR1,0.25082712985938793,0.25046526054590573,0.022229114971050457,0.022229114971050457,0.0
EEF1G,0.25082712985938793,0.25051695616211744,0.045181968569065346,0.0451302729528536,5.1695616211745244e-05
USH1C,0.25082712985938793,0.25046526054590573,0.01457816377171216,0.01457816377171216,0.0
NOC4L,0.25082712985938793,0.2503618693134822,0.020316377171215882,0.020264681555004136,5.1695616211745244e-05
SF3A1,0.25082712985938793,0.2505686517783292,0.022229114971050457,0.022229114971050457,0.0
HSFX2,0.25082712985938793,0.24958643507030603,0.012148469809760132,0.012096774193548387,5.1695616211745244e-05
NCOR2,0.25082712985938793,0.25072373862696445,0.028949545078577336,0.02889784946236559,5.1695616211745244e-05
EEF1A1,0.25082712985938793,0.25072373862696445,0.04595740281224152,0.04590570719602978,5.1695616211745244e-05
MYLPF,0.25082712985938793,0.2506720430107527,0.02238420181968569,0.022332506203473945,5.1695616211745244e-05
SYNCRIP,0.25082712985938793,0.2503101736972705,0.02641645988420182,0.02641645988420182,0.0
PEX6,0.25082712985938793,0.25046526054590573,0.018868899917287015,0.018868899917287015,0.0
UTP23,0.25082712985938793,0.24912117452440033,0.014836641852770885,0.01478494623655914,5.1695616211745244e-05
AIP,0.25082712985938793,0.24534739454094293,0.005376344086021506,0.00532464846980976,5.1695616211745244e-05
SLC4A5,0.25082712985938793,0.24855252274607112,0.009356906534325889,0.009305210918114143,5.1695616211745244e-05
OR5R1,0.25082712985938793,0.20135442514474772,0.0010339123242349049,0.0010339123242349049,0.0
MRPS5,0.25082712985938793,0.2506203473945409,0.026881720430107527,0.02683002481389578,5.1695616211745244e-05
SDAD1,0.25082712985938793,0.2503101736972705,0.02357320099255583,0.02357320099255583,0.0
AIFM1,0.25082712985938793,0.25041356492969397,0.02207402812241522,0.02207402812241522,0.0
EFCAB1,0.25082712985938793,0.2502584780810587,0.014423076923076924,0.014423076923076924,0.0
THOC5,0.25082712985938793,0.24984491315136476,0.011941687344913151,0.011941687344913151,0.0
HOPX,0.25082712985938793,0.24937965260545905,0.008891645988420183,0.008891645988420183,0.0
TTLL10,0.25082712985938793,0.2472601323407775,0.004445822994210091,0.004445822994210091,0.0
RPS2,0.25082712985938793,0.25046526054590573,0.034377584780810586,0.034377584780810586,0.0
LSG1,0.25082712985938793,0.2501033912324235,0.019747725392886682,0.019696029776674936,5.1695616211745244e-05
HINT2,0.25082712985938793,0.2487593052109181,0.00946029776674938,0.00946029776674938,0.0
RNF14,0.25082712985938793,0.24979321753515302,0.009150124069478908,0.009098428453267164,5.1695616211745244e-05
SLC25A1,0.25082712985938793,0.24994830438378826,0.016232423490488007,0.016232423490488007,0.0
DLG5,0.25082712985938793,0.25072373862696445,0.021660463192721257,0.021660463192721257,0.0
PIK3R3,0.25082712985938793,0.2501033912324235,0.012613730355665839,0.012562034739454095,5.1695616211745244e-05
RRBP1,0.25082712985938793,0.2493279569892473,0.007754342431761787,0.007754342431761787,0.0
PPARG,0.25082712985938793,0.25082712985938793,0.04058105872622002,0.04052936311000827,5.1695616211745244e-05
PLCG2,0.25082712985938793,0.2503101736972705,0.013854425144747726,0.01380272952853598,5.1695616211745244e-05
DYSF,0.25082712985938793,0.24989660876757652,0.012096774193548387,0.012096774193548387,0.0
BRIX1,0.25082712985938793,0.25020678246484696,0.028019023986765923,0.027967328370554177,5.1695616211745244e-05
FHL2,0.25082712985938793,0.25046526054590573,0.01902398676592225,0.018972291149710503,5.1695616211745244e-05
NME1,0.25082712985938793,0.25077543424317617,0.03086228287841191,0.03086228287841191,0.0
ENSG00000258644,0.25082712985938793,0.24788047973531843,0.006513647642679901,0.006513647642679901,0.0
CC2D1B,0.25082712985938793,0.24560587262200165,0.004290736145574855,0.004290736145574855,0.0
TIMM10,0.25082712985938793,0.2501033912324235,0.02052315963606286,0.020471464019851116,5.1695616211745244e-05
HM13,0.25082712985938793,0.24922456575682383,0.009770471464019851,0.009718775847808106,5.1695616211745244e-05
CHP1,0.25082712985938793,0.25041356492969397,0.021815550041356494,0.02176385442514475,5.1695616211745244e-05
PSMA2,0.25082712985938793,0.25051695616211744,0.03251654259718776,0.032464846980976014,5.1695616211745244e-05
HBB,0.25082712985938793,0.25077543424317617,0.017007857733664186,0.017007857733664186,0.0
SRSF1,0.25082712985938793,0.25072373862696445,0.03928866832092639,0.03928866832092639,0.0
RPRD1A,0.25082712985938793,0.24958643507030603,0.00858147229114971,0.00858147229114971,0.0
DDIT4,0.25082712985938793,0.24963813068651777,0.011528122415219189,0.011528122415219189,0.0
SLC4A4,0.25082712985938793,0.2503618693134822,0.015250206782464847,0.015198511166253101,5.1695616211745244e-05
ADAMTS1,0.25082712985938793,0.24979321753515302,0.008943341604631927,0.008943341604631927,0.0
MTHFD1,0.25082712985938793,0.25041356492969397,0.019747725392886682,0.019747725392886682,0.0
FABP5,0.25082712985938793,0.25020678246484696,0.014526468155500414,0.014474772539288668,5.1695616211745244e-05
MYBBP1A,0.25082712985938793,0.25,0.021350289495450786,0.021350289495450786,0.0
NVL,0.25082712985938793,0.2503101736972705,0.022746071133167907,0.02269437551695616,5.1695616211745244e-05
NUDT8,0.25082712985938793,0.2482940446650124,0.009770471464019851,0.009770471464019851,0.0
EIF4E1B,0.25082712985938793,0.2506203473945409,0.02176385442514475,0.021712158808933003,5.1695616211745244e-05
FKBP9,0.25082712985938793,0.2502584780810587,0.02052315963606286,0.020471464019851116,5.1695616211745244e-05
PEX1,0.25082712985938793,0.24963813068651777,0.014009511993382961,0.013957816377171216,5.1695616211745244e-05
ACO2,0.25082712985938793,0.25051695616211744,0.02703680727874276,0.02698511166253102,5.1695616211745244e-05
RCVRN,0.25082712985938793,0.25051695616211744,0.0201095947063689,0.0201095947063689,0.0
S100A3,0.25082712985938793,0.24519230769230768,0.004859387923904053,0.004859387923904053,0.0
VARS,0.25082712985938793,0.2506203473945409,0.04631927212572374,0.04631927212572374,0.0
SF3B5,0.25082712985938793,0.25015508684863524,0.02176385442514475,0.02176385442514475,0.0
PPP2R4,0.25082712985938793,0.2506203473945409,0.024710504549214227,0.024710504549214227,0.0
TBL3,0.25082712985938793,0.25005169561621177,0.019747725392886682,0.019696029776674936,5.1695616211745244e-05
NDNF,0.25082712985938793,0.24183209263854424,0.002326302729528536,0.002274607113316791,5.1695616211745244e-05
CHP2,0.25082712985938793,0.2501033912324235,0.016232423490488007,0.01618072787427626,5.1695616211745244e-05
ADCYAP1R1,0.25082712985938793,0.2503101736972705,0.013440860215053764,0.013440860215053764,0.0
POLR3K,0.25082712985938793,0.24968982630272954,0.014061207609594707,0.014009511993382961,5.1695616211745244e-05
PGAM1,0.25082712985938793,0.2505686517783292,0.0206782464846981,0.0206782464846981,0.0
SGK1,0.25082712985938793,0.25077543424317617,0.030293631100082714,0.03024193548387097,5.1695616211745244e-05
PTPN2,0.25082712985938793,0.25051695616211744,0.01742142266335815,0.01742142266335815,0.0
ABCA6,0.25082712985938793,0.2494313482216708,0.009150124069478908,0.009098428453267164,5.1695616211745244e-05
WEE1,0.25082712985938793,0.25046526054590573,0.020368072787427628,0.020368072787427628,0.0
LNX1,0.25082712985938793,0.2505686517783292,0.022797766749379653,0.022746071133167907,5.1695616211745244e-05
ESAM,0.25082712985938793,0.24638130686517784,0.0036703887510339123,0.0036703887510339123,0.0
MARCH10,0.25082712985938793,0.24757030603804797,0.005944995864350703,0.005944995864350703,0.0
SLC25A11,0.25082712985938793,0.24958643507030603,0.015973945409429282,0.015922249793217536,5.1695616211745244e-05
PPM1L,0.25082712985938793,0.2505686517783292,0.017628205128205128,0.017628205128205128,0.0
RPN2,0.25082712985938793,0.24979321753515302,0.014940033085194376,0.014940033085194376,0.0
UBXN1,0.25082712985938793,0.2483974358974359,0.010080645161290322,0.010080645161290322,0.0
RPL13,0.25082712985938793,0.25015508684863524,0.025072373862696444,0.025072373862696444,0.0
HNRNPDL,0.25082712985938793,0.25077543424317617,0.03753101736972705,0.03753101736972705,0.0
MAPK8,0.25082712985938793,0.25082712985938793,0.05660669975186104,0.056555004135649296,5.1695616211745244e-05
USP49,0.25082712985938793,0.2490694789081886,0.007444168734491315,0.007444168734491315,0.0
SIL1,0.25082712985938793,0.2506203473945409,0.027088502894954507,0.027088502894954507,0.0
ATAD1,0.25082712985938793,0.25041356492969397,0.02000620347394541,0.019954507857733665,5.1695616211745244e-05
PTGES3,0.25082712985938793,0.2506203473945409,0.02915632754342432,0.02915632754342432,0.0
CC2D1A,0.25082712985938793,0.24927626137303557,0.007237386269644334,0.007237386269644334,0.0
ARNT2,0.25082712985938793,0.2501033912324235,0.011217948717948718,0.011166253101736972,5.1695616211745244e-05
DNAJA3,0.25082712985938793,0.2503618693134822,0.017318031430934657,0.01726633581472291,5.1695616211745244e-05
NAA50,0.25082712985938793,0.25046526054590573,0.02512406947890819,0.02512406947890819,0.0
HTRA3,0.25082712985938793,0.2488626964433416,0.007599255583126551,0.007599255583126551,0.0
SLC9A3R1,0.25082712985938793,0.2506720430107527,0.02098842018196857,0.02098842018196857,0.0
CCNB1,0.25082712985938793,0.25077543424317617,0.04544044665012407,0.04538875103391232,5.1695616211745244e-05
TRUB2,0.25082712985938793,0.24963813068651777,0.021040115798180315,0.02098842018196857,5.1695616211745244e-05
WDR46,0.25082712985938793,0.2501033912324235,0.019075682382133995,0.01902398676592225,5.1695616211745244e-05
UTP6,0.25082712985938793,0.25,0.02041976840363937,0.02041976840363937,0.0
IPO13,0.25082712985938793,0.2479321753515302,0.00532464846980976,0.00532464846980976,0.0
WDR4,0.25082712985938793,0.24994830438378826,0.015508684863523574,0.015508684863523574,0.0
TUBGCP2,0.25082712985938793,0.25020678246484696,0.01173490488006617,0.01173490488006617,0.0
PA2G4,0.25082712985938793,0.2506720430107527,0.03623862696443342,0.03618693134822167,5.1695616211745244e-05
USP53,0.25082712985938793,0.24653639371381306,0.003411910669975186,0.003411910669975186,0.0
PNO1,0.25082712985938793,0.25041356492969397,0.02595119933829611,0.02595119933829611,0.0
PPIE,0.25082712985938793,0.25041356492969397,0.021505376344086023,0.021505376344086023,0.0
SETD7,0.25082712985938793,0.2506720430107527,0.025279156327543423,0.025279156327543423,0.0
SETSIP,0.25082712985938793,0.2493279569892473,0.010804383788254756,0.010752688172043012,5.1695616211745244e-05
CIB1,0.25082712985938793,0.25051695616211744,0.022435897435897436,0.02238420181968569,5.1695616211745244e-05
PSMA3,0.25082712985938793,0.2505686517783292,0.03665219189412738,0.03660049627791563,5.1695616211745244e-05
TXNDC11,0.25082712985938793,0.2505686517783292,0.016801075268817203,0.016749379652605458,5.1695616211745244e-05
ETF1,0.25082712985938793,0.2506203473945409,0.032981803143093465,0.03293010752688172,5.1695616211745244e-05
MPDZ,0.25082712985938793,0.2505686517783292,0.017679900744416874,0.017628205128205128,5.1695616211745244e-05
HSPB2,0.25082712985938793,0.2505686517783292,0.022229114971050457,0.02217741935483871,5.1695616211745244e-05
PAK1IP1,0.25082712985938793,0.25046526054590573,0.021505376344086023,0.021453680727874277,5.1695616211745244e-05
IL2,0.25082712985938793,0.25082712985938793,0.033860628618693135,0.033860628618693135,0.0
SRSF3,0.25082712985938793,0.2502584780810587,0.02641645988420182,0.02641645988420182,0.0
DHFR,0.25082712985938793,0.25072373862696445,0.03184449958643507,0.03184449958643507,0.0
CRLS1,0.25082712985938793,0.24994830438378826,0.01587055417700579,0.015818858560794045,5.1695616211745244e-05
BYSL,0.25082712985938793,0.2503618693134822,0.026674937965260544,0.026623242349048802,5.1695616211745244e-05
PRPF19,0.25082712985938793,0.2506203473945409,0.033860628618693135,0.033860628618693135,0.0
RNF20,0.25082712985938793,0.2503101736972705,0.019075682382133995,0.01902398676592225,5.1695616211745244e-05
ABCA1,0.25082712985938793,0.2506203473945409,0.02543424317617866,0.025382547559966915,5.1695616211745244e-05
MAK16,0.25082712985938793,0.25005169561621177,0.022125723738626965,0.02207402812241522,5.1695616211745244e-05
TTC9,0.25082712985938793,0.24539909015715466,0.004187344913151364,0.0041356492969396195,5.1695616211745244e-05
FOS,0.25082712985938793,0.25082712985938793,0.04781844499586435,0.04781844499586435,0.0
CTPS1,0.25082712985938793,0.2506203473945409,0.03442928039702233,0.03442928039702233,0.0
NPM3,0.25082712985938793,0.24912117452440033,0.01033912324234905,0.01033912324234905,0.0
SPRED1,0.25082712985938793,0.24963813068651777,0.007599255583126551,0.007599255583126551,0.0
PIN1,0.25082712985938793,0.25041356492969397,0.022746071133167907,0.02269437551695616,5.1695616211745244e-05
SRF,0.25082712985938793,0.2506720430107527,0.026054590570719603,0.026002894954507857,5.1695616211745244e-05
CETN2,0.25082712985938793,0.25072373862696445,0.029259718775847807,0.029208023159636064,5.1695616211745244e-05
RRS1,0.25082712985938793,0.25046526054590573,0.02683002481389578,0.026778329197684036,5.1695616211745244e-05
PLEC,0.25082712985938793,0.2506203473945409,0.03184449958643507,0.03184449958643507,0.0
GUCA1C,0.25082712985938793,0.2502584780810587,0.015301902398676593,0.015301902398676593,0.0
AIMP1,0.25082712985938793,0.2502584780810587,0.026468155500413565,0.026468155500413565,0.0
PSMB2,0.25082712985938793,0.2506720430107527,0.030965674110835402,0.030965674110835402,0.0
HDAC5,0.25082712985938793,0.25077543424317617,0.0315343258891646,0.03148263027295285,5.1695616211745244e-05
PP2D1,0.25082712985938793,0.24968982630272954,0.010959470636889991,0.010959470636889991,0.0
CCND3,0.25082712985938793,0.25020678246484696,0.015095119933829611,0.015043424317617866,5.1695616211745244e-05
KCNIP4,0.25082712985938793,0.25077543424317617,0.02377998345740281,0.02377998345740281,0.0
PPIL4,0.25082712985938793,0.25020678246484696,0.019851116625310174,0.019799421009098428,5.1695616211745244e-05
MUC1,0.25082712985938793,0.2503618693134822,0.015456989247311828,0.015405293631100082,5.1695616211745244e-05
ASCC3,0.25082712985938793,0.2502584780810587,0.016801075268817203,0.016801075268817203,0.0
RBM47,0.25082712985938793,0.24870760959470636,0.005686517783291977,0.005686517783291977,0.0
RPL11,0.25082712985938793,0.25072373862696445,0.03789288668320926,0.03784119106699752,5.1695616211745244e-05
VASH2,0.25082712985938793,0.23573200992555832,0.0010856079404466502,0.0010856079404466502,0.0
CCT4,0.25082712985938793,0.2506720430107527,0.040115798180314306,0.04006410256410257,5.1695616211745244e-05
LARS2,0.25082712985938793,0.2503618693134822,0.02119520264681555,0.02119520264681555,0.0
NSUN4,0.25082712985938793,0.24958643507030603,0.017318031430934657,0.017318031430934657,0.0
AURKB,0.25082712985938793,0.25077543424317617,0.03106906534325889,0.031017369727047148,5.1695616211745244e-05
TXN,0.25082712985938793,0.25077543424317617,0.04575062034739454,0.04575062034739454,0.0
UBA5,0.25082712985938793,0.2501033912324235,0.013234077750206782,0.013234077750206782,0.0
GNL3L,0.25082712985938793,0.25041356492969397,0.021350289495450786,0.021350289495450786,0.0
ATOX1,0.25082712985938793,0.24927626137303557,0.009408602150537635,0.009408602150537635,0.0
TTC4,0.25082712985938793,0.2506203473945409,0.026261373035566585,0.026261373035566585,0.0
SF3B3,0.25082712985938793,0.2506203473945409,0.022539288668320927,0.022539288668320927,0.0
ABCA8,0.25082712985938793,0.2488626964433416,0.009305210918114143,0.0092535153019024,5.1695616211745244e-05
PRDX6,0.25082712985938793,0.2505686517783292,0.02760545905707196,0.02760545905707196,0.0
SPAST,0.25082712985938793,0.2506203473945409,0.025175765095119935,0.025175765095119935,0.0
