gene_celegans_stress_up,celegans_stress_up_Fraction_sp_less4,celegans_stress_up_Fraction_sp_less3,celegans_stress_up_Fraction_sp_less2,celegans_stress_up_Fraction_sp_1,celegans_stress_up_Fraction_sp_0
MLLT10,0.3144473783477933,0.16046774801961525,0.00875141456054319,0.00867597133157299,7.544322897019993e-05
MLLT11,0.2762731044888721,0.04345529988683516,0.0003772161448509996,0.0003772161448509996,0.0
BCAR1,0.17419841569219163,0.008223311957751792,0.0,0.0,0.0
BCAR3,0.2118445869483214,0.02202942285929838,0.00015088645794039985,0.00015088645794039985,0.0
CD99,0.3122595247076575,0.12606563560920409,0.004979253112033195,0.004979253112033195,0.0
CD96,0.3142210486608827,0.14892493398717466,0.01048660882685779,0.01048660882685779,0.0
CD93,0.31595624292719726,0.15503583553376085,0.0077706525839305925,0.007695209354960392,7.544322897019993e-05
CYB5RL,0.2808751414560543,0.04594492644285175,0.00045265937382119953,0.00045265937382119953,0.0
DEFB103A,0.13300641267446248,0.005658242172764994,0.0,0.0,0.0
GNL1,0.31482459449264427,0.14967936627687664,0.00965673330818559,0.00965673330818559,0.0
JOSD1,0.19592606563560921,0.015541305167861185,0.00022632968691059977,0.00022632968691059977,0.0
JOSD2,0.0,0.0,0.0,0.0,0.0
SOX8,0.26842700867597136,0.046171256129762354,0.0012825348924933987,0.0012825348924933987,0.0
SOX9,0.3074311580535647,0.0891738966427763,0.004526593738211996,0.004526593738211996,0.0
SOX2,0.2900792153904187,0.06729536024141833,0.0024141833270463976,0.0023387400980761975,7.544322897019993e-05
SOX3,0.3143719351188231,0.14424745379102225,0.007619766125990192,0.007619766125990192,0.0
BBC3,0.14304036212749904,0.006940777065258393,0.0,0.0,0.0
SOX1,0.3040362127499057,0.08962655601659751,0.004375707280271595,0.004375707280271595,0.0
SOX6,0.2588457185967559,0.034251225952470765,0.0006789890607317993,0.0006789890607317993,0.0
SOX7,0.29098453413806113,0.052433044134288946,0.001056205205582799,0.001056205205582799,0.0
SOX4,0.2940777065258393,0.07898906073179932,0.0008298755186721991,0.0008298755186721991,0.0
SOX5,0.3072048283666541,0.11663523198792908,0.004149377593360996,0.004149377593360996,0.0
KLRC1,0.2976989815164089,0.07763108261033572,0.0035458317615993966,0.0034703885326291964,7.544322897019993e-05
KLRC3,0.22919652961146736,0.024971708789136175,0.0003017729158807997,0.00022632968691059977,7.544322897019993e-05
KLRC2,0.23560920407393438,0.02859298377970577,0.0006035458317615994,0.0005281026027913995,7.544322897019993e-05
KLRC4,0.25824217276499434,0.03900414937759336,0.002112410411165598,0.002036967182195398,7.544322897019993e-05
TGOLN2,0.3023010184835911,0.07823462844209732,0.002036967182195398,0.002036967182195398,0.0
SLC1A5,0.3012448132780083,0.08675971331572992,0.0012825348924933987,0.0012825348924933987,0.0
SLC1A6,0.0,0.0,0.0,0.0,0.0
LYST,0.3114296491889853,0.15745001886080726,0.00973217653715579,0.00973217653715579,0.0
INHBA,0.2786118445869483,0.05265937382119955,0.0008298755186721991,0.0008298755186721991,0.0
INHBB,0.22082233119577518,0.018936250471520182,0.0003772161448509996,0.0003772161448509996,0.0
INHBC,0.02067144473783478,0.002036967182195398,0.0,0.0,0.0
INHBE,0.0,0.0,0.0,0.0,0.0
STAU2,0.2063372312334968,0.013428894756695587,0.0003017729158807997,0.00022632968691059977,7.544322897019993e-05
TSHB,0.15669558657110524,0.016446623915503583,0.00045265937382119953,0.00045265937382119953,0.0
PNMAL1,0.31806865333836287,0.1861184458694832,0.01855903432666918,0.01855903432666918,0.0
TSHR,1.0,1.0,1.0,0.0,1.0
LY86,0.3077329309694455,0.10290456431535269,0.008600528102602792,0.008600528102602792,0.0
SDHAF1,0.10222557525462089,0.002112410411165598,7.544322897019993e-05,7.544322897019993e-05,0.0
SDHAF2,0.27687665032063374,0.05401735194266315,0.0013579781214635986,0.0012825348924933987,7.544322897019993e-05
TWSG1,0.3164089023010185,0.1831007167106752,0.016974726518294982,0.016974726518294982,0.0
MALL,0.3027536778574123,0.07921539041870992,0.0024896265560165973,0.0024141833270463976,7.544322897019993e-05
S1PR5,0.3062995096190117,0.1006412674462467,0.0023387400980761975,0.0023387400980761975,0.0
MAL2,0.31565447001131647,0.14190871369294605,0.009204073934364392,0.009128630705394191,7.544322897019993e-05
ARV1,0.3152018106374953,0.13617502829121086,0.005431912485854395,0.0053564692568841945,7.544322897019993e-05
PRTFDC1,0.3144473783477933,0.13768389287061486,0.008223311957751792,0.008223311957751792,0.0
USP17L11,0.0,0.0,0.0,0.0,0.0
AGTR2,1.0,1.0,1.0,0.0,1.0
AGTR1,0.2949075820445115,0.06450396076952093,0.0025650697849867975,0.0024896265560165973,7.544322897019993e-05
CD4,0.31158053564692567,0.12048283666540928,0.00965673330818559,0.00965673330818559,0.0
CD5,0.3128630705394191,0.14273858921161825,0.01018483591097699,0.01018483591097699,0.0
CD6,0.3126367408525085,0.14228592983779706,0.01101471142964919,0.01101471142964919,0.0
CD7,0.3143719351188231,0.14764239909468124,0.01109015465861939,0.01109015465861939,0.0
CD2,0.3145228215767635,0.15397963032817805,0.01101471142964919,0.01101471142964919,0.0
KIR3DL1,0.28064881176914375,0.05137683892870615,0.0016597510373443983,0.0016597510373443983,0.0
CD9,0.30645039607695207,0.09143719351188231,0.004300264051301396,0.004300264051301396,0.0
NUSAP1,0.3068276122218031,0.11097698981516409,0.004828366654092795,0.004828366654092795,0.0
BTAF1,0.3054696341003395,0.13972086005281026,0.009204073934364392,0.009128630705394191,7.544322897019993e-05
CDA,0.3055450773293097,0.0979253112033195,0.0023387400980761975,0.002263296869105998,7.544322897019993e-05
MRPS27,0.2835910976989815,0.05861938890984534,0.0014334213504337986,0.0014334213504337986,0.0
MYT1,0.3133157299132403,0.12991324028668427,0.006186344775556394,0.006110901546586194,7.544322897019993e-05
CCNL2,0.3084119200301773,0.12780082987551866,0.005582798943794795,0.005507355714824595,7.544322897019993e-05
AACS,0.3075066012825349,0.08977744247453791,0.004828366654092795,0.004752923425122595,7.544322897019993e-05
ADCYAP1R1,0.3041116559788759,0.0973217653715579,0.003244058845718597,0.003244058845718597,0.0
NR1H3,0.2811769143719351,0.04639758581667296,0.001131648434552999,0.001056205205582799,7.544322897019993e-05
SLC2A4RG,0.16522067144473784,0.007996982270841191,0.00015088645794039985,0.00015088645794039985,0.0
ABCC8,0.2956620143342135,0.07144473783477932,0.0015843078083741984,0.0015843078083741984,0.0
ABCC9,0.31595624292719726,0.15345152772538664,0.008902301018483591,0.008902301018483591,0.0
ABCC4,0.0,0.0,0.0,0.0,0.0
ABCC5,0.0980007544322897,0.001961523953225198,0.0,0.0,0.0
ABCC6,0.2994341757827235,0.06940777065258392,0.0014334213504337986,0.0014334213504337986,0.0
ABCC1,0.18219539796303283,0.013881554130516786,0.00015088645794039985,0.00015088645794039985,0.0
ABCC2,0.2259524707657488,0.023538287438702378,0.0003772161448509996,0.0003017729158807997,7.544322897019993e-05
ABCC3,0.3155035835533761,0.15465861938890985,0.008072425499811391,0.007996982270841191,7.544322897019993e-05
DYX1C1,0.3096190116937005,0.12236891738966428,0.007091663523198793,0.007091663523198793,0.0
RPL22L1,0.2913617502829121,0.06337231233496794,0.003017729158807997,0.003017729158807997,0.0
GOLGA1,0.22074688796680497,0.02165220671444738,0.00015088645794039985,0.00015088645794039985,0.0
GOLGA2,0.3023010184835911,0.08977744247453791,0.0015088645794039985,0.0014334213504337986,7.544322897019993e-05
GOLGA3,0.2884949075820445,0.06473029045643154,0.0012825348924933987,0.0012825348924933987,0.0
GOLGA4,0.30373443983402487,0.11037344398340249,0.004224820822331196,0.004224820822331196,0.0
GOLGA5,0.2879668049792531,0.07046397585816673,0.0031686156167483968,0.0031686156167483968,0.0
GOLGA7,0.18061109015465862,0.009883062995096191,0.00015088645794039985,0.00015088645794039985,0.0
ENPP6,0.29045643153526973,0.06729536024141833,0.0012825348924933987,0.0012070916635231988,7.544322897019993e-05
ENPP7,0.2978498679743493,0.07227461335345153,0.0024896265560165973,0.0024141833270463976,7.544322897019993e-05
ENPP2,0.23047906450396077,0.029045643153526972,0.00022632968691059977,0.00015088645794039985,7.544322897019993e-05
ENPP3,0.0912863070539419,0.002640513013956997,7.544322897019993e-05,0.0,7.544322897019993e-05
ENPP1,0.2995096190116937,0.07642399094681253,0.0013579781214635986,0.0012825348924933987,7.544322897019993e-05
PTMA,0.3073557148245945,0.1078838174273859,0.004903809883062995,0.004903809883062995,0.0
MRPL45,0.3056205205582799,0.1025273481705017,0.004073934364390796,0.004073934364390796,0.0
ZZEF1,0.27989437947944174,0.06646548472274613,0.0023387400980761975,0.0023387400980761975,0.0
PTMS,0.3039607695209355,0.0945303658996605,0.0034703885326291964,0.0034703885326291964,0.0
SLC2A2,0.2759713315729913,0.04337985665786496,0.0027913994718973974,0.0027159562429271973,7.544322897019993e-05
BTN3A1,0.3093172387778197,0.13738211995473407,0.007167106752168993,0.007167106752168993,0.0
DNM1,0.28147868728781594,0.05454545454545454,0.000980761976612599,0.000980761976612599,0.0
DNM3,0.3130139569973595,0.12908336476801208,0.009128630705394191,0.009128630705394191,0.0
DNM2,0.30999622783855146,0.13406261788004525,0.0036967182195397964,0.0036967182195397964,0.0
ICT1,0.3139192757450019,0.16092040739343644,0.015164089023010184,0.015164089023010184,0.0
TRAP1,0.28962655601659754,0.07989437947944172,0.004073934364390796,0.003998491135420596,7.544322897019993e-05
ZNF287,0.2847227461335345,0.05877027536778574,0.0009053187476423991,0.0009053187476423991,0.0
ZNF282,0.2753677857412297,0.04903809883062995,0.0006035458317615994,0.0006035458317615994,0.0
ZNF281,0.24964164466239155,0.023462844209732176,0.0006035458317615994,0.0006035458317615994,0.0
RFXAP,0.31407016220294226,0.14967936627687664,0.007619766125990192,0.007619766125990192,0.0
RAD23B,0.3058468502451905,0.12274613353451527,0.004073934364390796,0.003998491135420596,7.544322897019993e-05
RAD23A,0.2789890607317993,0.04503960769520936,0.001131648434552999,0.001056205205582799,7.544322897019993e-05
