gene_sscrofa_wound_up,sscrofa_wound_up_Fraction_sp_less4,sscrofa_wound_up_Fraction_sp_less3,sscrofa_wound_up_Fraction_sp_less2,sscrofa_wound_up_Fraction_sp_1,sscrofa_wound_up_Fraction_sp_0
POLD2,0.34952847981893626,0.11188230856280648,0.004979253112033195,0.004979253112033195,0.0
POLD3,0.3283289324783101,0.07634854771784233,0.001056205205582799,0.001056205205582799,0.0
POLD4,0.3691437193511882,0.18777819690682762,0.009128630705394191,0.009128630705394191,0.0
DLC1,0.36363636363636365,0.15299886835156545,0.011769143719351189,0.011693700490380989,7.544322897019993e-05
NUB1,0.3214635986420219,0.06714447378347793,0.0016597510373443983,0.0016597510373443983,0.0
ID4,0.3499811391927575,0.1038098830629951,0.0017351942663145982,0.0016597510373443983,7.544322897019993e-05
ID2,0.13157299132402867,0.0044511505092417955,7.544322897019993e-05,7.544322897019993e-05,0.0
ID3,0.34273858921161826,0.09030554507732931,0.004073934364390796,0.004073934364390796,0.0
ID1,0.0967936627687665,0.005658242172764994,7.544322897019993e-05,7.544322897019993e-05,0.0
CPAMD8,0.26163711806865336,0.03636363636363636,0.0006035458317615994,0.0006035458317615994,0.0
GLI2,0.36793662768766505,0.1829498302527348,0.013881554130516786,0.013806110901546586,7.544322897019993e-05
GLI3,0.37118068653338365,0.20837419841569219,0.020596001508864578,0.020596001508864578,0.0
GLI1,0.0974726518294983,0.002263296869105998,7.544322897019993e-05,0.0,7.544322897019993e-05
GLI4,0.34749151263674083,0.08479818936250472,0.001131648434552999,0.001131648434552999,0.0
ORC6,0.34613353451527723,0.08396831384383252,0.006563560920407393,0.006563560920407393,0.0
ORC4,0.3602414183327046,0.13300641267446248,0.0033949453036589967,0.0033195020746887966,7.544322897019993e-05
ORC5,0.33195020746887965,0.07280271595624292,0.0014334213504337986,0.0014334213504337986,0.0
ORC2,0.3518672199170125,0.12606563560920409,0.007317993210109393,0.0072425499811391925,7.544322897019993e-05
ORC3,0.3659751037344398,0.17382119954734063,0.007468879668049793,0.007468879668049793,0.0
ORC1,0.3629573745756318,0.16416446623915504,0.011920030177291588,0.011844586948321387,7.544322897019993e-05
DMKN,0.36333459072048285,0.14726518294983026,0.00867597133157299,0.00867597133157299,0.0
GSTK1,0.37019992455677103,0.202640513013957,0.01033572236891739,0.01033572236891739,0.0
NR0B2,0.35790267823462846,0.11799321010939268,0.002866842700867597,0.002866842700867597,0.0
NR0B1,0.33919275745001887,0.06986043002640513,0.0015843078083741984,0.0015088645794039985,7.544322897019993e-05
C2CD3,0.35933609958506224,0.12885703508110147,0.006488117691437194,0.006488117691437194,0.0
C2CD2,0.2903809883062995,0.04104111655978876,0.0003772161448509996,0.0003017729158807997,7.544322897019993e-05
OSGEP,0.35956242927197285,0.13044134288947568,0.005960015088645794,0.0058845718596755945,7.544322897019993e-05
RRBP1,0.35812900792153907,0.12176537155790268,0.0053564692568841945,0.005281026027913994,7.544322897019993e-05
BAK1,0.3695209354960392,0.1961523953225198,0.00875141456054319,0.00875141456054319,0.0
CSN2,0.00973217653715579,0.002112410411165598,0.00015088645794039985,0.00015088645794039985,0.0
CSN3,0.002112410411165598,0.00015088645794039985,7.544322897019993e-05,0.0,7.544322897019993e-05
CNTFR,0.23598642021878535,0.020445115050924178,0.00015088645794039985,7.544322897019993e-05,7.544322897019993e-05
TACR3,0.04700113164843455,0.0014334213504337986,7.544322897019993e-05,0.0,7.544322897019993e-05
TACR2,0.34945303658996607,0.1066767257638627,0.0036967182195397964,0.0036967182195397964,0.0
TACR1,0.36423990946812523,0.15450773293096945,0.01033572236891739,0.01033572236891739,0.0
SERBP1,0.3615993964541682,0.13443983402489626,0.006714447378347793,0.006639004149377593,7.544322897019993e-05
PPP4C,0.36710675216899286,0.20837419841569219,0.011920030177291588,0.011920030177291588,0.0
KIAA0586,0.3029045643153527,0.05054696341003395,0.0006035458317615994,0.0006035458317615994,0.0
BARX2,0.36612599019238024,0.14221048660882685,0.01093926820067899,0.01093926820067899,0.0
BARX1,0.0,0.0,0.0,0.0,0.0
SH2B2,0.2815541305167861,0.028517540550735573,0.0006035458317615994,0.0006035458317615994,0.0
SH2B3,0.36046774801961523,0.12900792153904186,0.01018483591097699,0.01018483591097699,0.0
SH2B1,0.3681629573745756,0.1813655224443606,0.01109015465861939,0.01101471142964919,7.544322897019993e-05
SRRT,0.36393813655224444,0.16491889852885702,0.01109015465861939,0.01109015465861939,0.0
TMEM51,0.2921916258015843,0.034251225952470765,0.0005281026027913995,0.0005281026027913995,0.0
PGLYRP1,0.16997359486986044,0.015918521312712184,0.0005281026027913995,0.0005281026027913995,0.0
PGLYRP4,0.3643153526970954,0.14092795171633346,0.006639004149377593,0.006639004149377593,0.0
RGS20,0.3252357600905319,0.04903809883062995,0.0009053187476423991,0.0008298755186721991,7.544322897019993e-05
UTS2,1.0,1.0,1.0,0.0,1.0
ALKBH6,0.34334213504337985,0.08291210863824972,0.0014334213504337986,0.0013579781214635986,7.544322897019993e-05
SASH3,0.36506978498679743,0.16484345529988684,0.01916258015843078,0.019087136929460582,7.544322897019993e-05
SASH1,0.36574877404752926,0.15367785741229725,0.01010939268200679,0.01010939268200679,0.0
ALKBH5,0.3545831761599397,0.1066767257638627,0.001961523953225198,0.001886080724254998,7.544322897019993e-05
CYB5A,0.3084119200301773,0.032289701999245565,0.001056205205582799,0.000980761976612599,7.544322897019993e-05
CYB5B,1.0,1.0,1.0,0.0,1.0
VPS54,0.35133911731422107,0.11233496793662769,0.003923047906450396,0.003923047906450396,0.0
