gene_mmusculus_stress_up,mmusculus_stress_up_Fraction_sp_less4,mmusculus_stress_up_Fraction_sp_less3,mmusculus_stress_up_Fraction_sp_less2,mmusculus_stress_up_Fraction_sp_1,mmusculus_stress_up_Fraction_sp_0
TRIB3,0.30188004860962186,0.3018085638716134,0.03767245693044535,0.03760097219243692,7.14847380084352e-05
UCK2,0.30188004860962186,0.3018085638716134,0.02902280363142469,0.028951318893416254,7.14847380084352e-05
PPP5C,0.30188004860962186,0.3018085638716134,0.04682250339552506,0.04682250339552506,0.0
LDHB,0.30188004860962186,0.3018085638716134,0.027736078347272857,0.027736078347272857,0.0
PGM1,0.30188004860962186,0.301737079133605,0.024090356708842662,0.024090356708842662,0.0
TEC,0.30188004860962186,0.30166559439559654,0.020945028236471513,0.020945028236471513,0.0
SPTBN4,0.30188004860962186,0.3018085638716134,0.018514547144184716,0.018514547144184716,0.0
PIK3C2A,0.30188004860962186,0.30188004860962186,0.04925298448781185,0.04918149974980342,7.14847380084352e-05
GBF1,0.30188004860962186,0.30166559439559654,0.01965830295231968,0.019586818214311245,7.14847380084352e-05
ARHGEF4,0.30188004860962186,0.30166559439559654,0.018300092930159412,0.018300092930159412,0.0
GOLGA5,0.30188004860962186,0.29966402173136036,0.008435199084995354,0.008435199084995354,0.0
RAB21,0.30188004860962186,0.3013081707055544,0.014439917077703911,0.014439917077703911,0.0
NFKBIA,0.30188004860962186,0.30188004860962186,0.05647294302666381,0.05640145828865537,7.14847380084352e-05
ALDH5A1,0.30188004860962186,0.30152262491957965,0.014797340767746086,0.014797340767746086,0.0
WDFY3,0.30188004860962186,0.3018085638716134,0.02766459360926442,0.027593108871255986,7.14847380084352e-05
AGAP3,0.30188004860962186,0.30080777753949534,0.010293802273214669,0.010293802273214669,0.0
SCYL1,0.30188004860962186,0.3004503538494531,0.008435199084995354,0.008363714346986918,7.14847380084352e-05
PKN3,0.30188004860962186,0.30188004860962186,0.021373936664522124,0.021373936664522124,0.0
DAPK3,0.30188004860962186,0.301737079133605,0.020945028236471513,0.020873543498463078,7.14847380084352e-05
PKP3,0.30188004860962186,0.3013796554435628,0.01265279862749303,0.01265279862749303,0.0
SEC22C,0.30188004860962186,0.3013081707055544,0.011151619129315891,0.011151619129315891,0.0
MAP1LC3A,0.30188004860962186,0.3018085638716134,0.02430481092286797,0.024233326184859533,7.14847380084352e-05
AP2M1,0.30188004860962186,0.3018085638716134,0.024161841446851098,0.024161841446851098,0.0
DAPK2,0.30188004860962186,0.30152262491957965,0.01429694760168704,0.01429694760168704,0.0
CIT,0.30188004860962186,0.3018085638716134,0.041747086996926155,0.04167560225891772,7.14847380084352e-05
PRKCH,0.30188004860962186,0.3018085638716134,0.02787904782328973,0.02787904782328973,0.0
HIPK4,0.30188004860962186,0.3015941096575881,0.01594109657588105,0.01594109657588105,0.0
PLXNC1,0.30188004860962186,0.3003788691114447,0.01429694760168704,0.01429694760168704,0.0
EXOC6B,0.30188004860962186,0.3014511401815712,0.013439130745585818,0.013367646007577382,7.14847380084352e-05
