gene_downregulated.regen,downregulated.regen_Fraction_sp_less4,downregulated.regen_Fraction_sp_less3,downregulated.regen_Fraction_sp_less2,downregulated.regen_Fraction_sp_1,downregulated.regen_Fraction_sp_0
ABCE1,0.054470011316484344,0.008902301018483591,0.00022632968691059977,0.00022632968691059977,0.0
TEN1-CDK3,0.05997736703130894,0.024368162957374574,0.0007544322897019992,0.0007544322897019992,0.0
ZNF117,0.04443606186344776,0.004602036967182196,0.0,0.0,0.0
ZNF114,0.04247453791022256,0.003772161448509996,0.0,0.0,0.0
SEZ6L,0.05333836288193135,0.007317993210109393,0.0003772161448509996,0.0003772161448509996,0.0
PRKAR2A,0.054771784232365145,0.007619766125990192,0.00015088645794039985,0.00015088645794039985,0.0
PRKAR2B,0.053413806110901546,0.011391927574500188,7.544322897019993e-05,7.544322897019993e-05,0.0
MAGT1,0.05054696341003395,0.006035458317615994,0.00015088645794039985,0.00015088645794039985,0.0
ITGA2B,0.05786495662014334,0.014711429649188985,7.544322897019993e-05,7.544322897019993e-05,0.0
PHACTR1,0.04828366654092795,0.0033949453036589967,0.0,0.0,0.0
OR2K2,0.0003772161448509996,0.0,0.0,0.0,0.0
PHACTR3,0.037495284798189366,0.001131648434552999,7.544322897019993e-05,7.544322897019993e-05,0.0
CASP5,0.05726141078838174,0.01886080724254998,0.002112410411165598,0.002112410411165598,0.0
NR1D1,0.015013202565069784,0.0,0.0,0.0,0.0
NR1D2,0.049113542059600154,0.005281026027913994,0.0,0.0,0.0
OGFR,0.05680875141456054,0.014107883817427386,0.0003017729158807997,0.0003017729158807997,0.0
PTCH2,0.06058091286307054,0.034628442097321764,0.002263296869105998,0.002263296869105998,0.0
PTCH1,0.056129762353828744,0.012900792153904187,0.0,0.0,0.0
TIMM44,0.04405884571859676,0.0021878536401357977,0.0,0.0,0.0
RAD9B,0.045794039984911356,0.00980761976612599,0.0,0.0,0.0
RAD9A,0.06088268577895134,0.03568464730290456,0.0015088645794039985,0.0015088645794039985,0.0
ERGIC2,0.037570728027159564,0.0013579781214635986,0.0,0.0,0.0
ERGIC3,0.05695963787250094,0.015314975480950585,0.00015088645794039985,0.00015088645794039985,0.0
ERGIC1,0.05726141078838174,0.012976235382874388,7.544322897019993e-05,7.544322897019993e-05,0.0
B3GAT3,0.057110524330441344,0.013956997359486986,7.544322897019993e-05,7.544322897019993e-05,0.0
B3GAT2,0.022255752546208978,0.00045265937382119953,0.0,0.0,0.0
B3GAT1,0.05628064881176914,0.00950584685024519,7.544322897019993e-05,7.544322897019993e-05,0.0
CALM2,0.05831761599396454,0.02104866088268578,0.00045265937382119953,0.00045265937382119953,0.0
CALM3,0.055752546208977745,0.00935496039230479,0.0003017729158807997,0.0003017729158807997,0.0
SPG21,0.0,0.0,0.0,0.0,0.0
SPG20,0.06163711806865334,0.03945680875141456,0.004526593738211996,0.004526593738211996,0.0
GSDMB,0.05628064881176914,0.014409656733308185,0.00015088645794039985,0.00015088645794039985,0.0
GSDMC,0.05356469256884195,0.01026027913994719,0.00022632968691059977,0.00022632968691059977,0.0
GSDMD,0.06050546963410034,0.02844209732176537,0.0013579781214635986,0.0013579781214635986,0.0
UPK1A,0.0,0.0,0.0,0.0,0.0
UPK1B,0.037872500943040364,0.003847604677480196,0.0,0.0,0.0
DLGAP2,0.054771784232365145,0.00927951716333459,7.544322897019993e-05,7.544322897019993e-05,0.0
DLGAP3,0.05786495662014334,0.017427385892116183,0.0,0.0,0.0
DLGAP1,0.05386646548472274,0.010562052055827989,0.00015088645794039985,0.00015088645794039985,0.0
DLGAP4,0.05288570350811015,0.009204073934364392,0.00015088645794039985,7.544322897019993e-05,7.544322897019993e-05
DLGAP5,0.05952470765748774,0.027310448887212374,0.0036212749905695962,0.0035458317615993966,7.544322897019993e-05
OIP5,0.05552621652206714,0.014107883817427386,0.001961523953225198,0.001961523953225198,0.0
FAM169A,0.06035458317615994,0.026556016597510373,0.0003772161448509996,0.0003772161448509996,0.0
PTPN18,0.06035458317615994,0.027687665032063373,0.001886080724254998,0.001886080724254998,0.0
LRRFIP2,0.04541682384006036,0.0035458317615993966,0.0,0.0,0.0
PTPN13,0.06050546963410034,0.031987929083364765,0.0018106374952847981,0.0018106374952847981,0.0
PTPN12,0.06088268577895134,0.035231987929083365,0.003017729158807997,0.003017729158807997,0.0
PTPN11,0.06058091286307054,0.035835533760844966,0.001961523953225198,0.001961523953225198,0.0
PTPN14,0.05899660505469634,0.021576763485477178,0.00045265937382119953,0.00045265937382119953,0.0
LYAR,0.054394568087514146,0.0077706525839305925,7.544322897019993e-05,7.544322897019993e-05,0.0
TRAPPC6A,0.056733308185590345,0.020445115050924178,7.544322897019993e-05,7.544322897019993e-05,0.0
MZB1,0.05960015088645794,0.023613730667672576,0.0018106374952847981,0.0018106374952847981,0.0
TRAPPC6B,0.04141833270463976,0.001886080724254998,0.0,0.0,0.0
CDK3,0.05892116182572614,0.01916258015843078,0.0006789890607317993,0.0006789890607317993,0.0
HLA-DQB1,0.044511505092417955,0.007846095812900793,0.00015088645794039985,0.00015088645794039985,0.0
MSMB,0.047152018106374954,0.006035458317615994,0.0003772161448509996,0.0003017729158807997,7.544322897019993e-05
HLA-DQB2,0.054168238400603544,0.013956997359486986,0.00015088645794039985,0.00015088645794039985,0.0
CDK7,0.056356092040739346,0.014560543191248585,0.0003772161448509996,0.0003772161448509996,0.0
FOXS1,0.05726141078838174,0.023161071293851376,0.001056205205582799,0.001056205205582799,0.0
CAMKK2,0.05152772538664655,0.009128630705394191,7.544322897019993e-05,7.544322897019993e-05,0.0
CAMKK1,0.053489249339871744,0.007167106752168993,0.00022632968691059977,0.00022632968691059977,0.0
CHMP3,0.05718596755941154,0.016748396831384384,0.00022632968691059977,0.00022632968691059977,0.0
RPL36AL,0.047076574877404756,0.0027159562429271973,0.0,0.0,0.0
CHMP7,0.051452282157676346,0.004073934364390796,7.544322897019993e-05,7.544322897019993e-05,0.0
CHMP6,0.048132780082987554,0.0058845718596755945,0.0,0.0,0.0
CHMP5,0.027838551490003773,0.0006035458317615994,0.0,0.0,0.0
OR52N4,0.05062240663900415,0.007317993210109393,7.544322897019993e-05,7.544322897019993e-05,0.0
OR52N2,0.0,0.0,0.0,0.0,0.0
OR52N1,0.0,0.0,0.0,0.0,0.0
LY6G6C,0.01863447755563938,0.0003772161448509996,0.0,0.0,0.0
HOXA13,0.03704262542436816,0.006563560920407393,0.0,0.0,0.0
HOXA11,0.04571859675594116,0.01018483591097699,7.544322897019993e-05,7.544322897019993e-05,0.0
GTF2I,0.05190494153149755,0.007091663523198793,0.0,0.0,0.0
TDG,0.048434552998868355,0.005582798943794795,0.0,0.0,0.0
HN1,0.061410788381742736,0.03779705771407016,0.006035458317615994,0.006035458317615994,0.0
LRRC27,0.05914749151263674,0.02119954734062618,0.0008298755186721991,0.0008298755186721991,0.0
LRRC26,0.05794039984911354,0.016974726518294982,0.0009053187476423991,0.0009053187476423991,0.0
LRRC25,0.05877027536778574,0.021953979630328177,0.003093172387778197,0.003093172387778197,0.0
LRRC24,0.058694832138815545,0.025952470765748775,0.0008298755186721991,0.0008298755186721991,0.0
LRRC23,0.060731799321010936,0.03447755563938137,0.0012070916635231988,0.0012070916635231988,0.0
MPDU1,0.06156167483968314,0.04330441342889476,0.003244058845718597,0.003244058845718597,0.0
LRRC29,0.058694832138815545,0.016220294228592985,0.00022632968691059977,0.00022632968691059977,0.0
LRRC28,0.04247453791022256,0.007091663523198793,0.0,0.0,0.0
GCNT4,0.0,0.0,0.0,0.0,0.0
GCNT1,0.05620520558279894,0.015390418709920785,0.00022632968691059977,0.00022632968691059977,0.0
GCNT2,0.05265937382119955,0.008449641644662392,0.0006035458317615994,0.0006035458317615994,0.0
LPCAT4,0.04700113164843455,0.003093172387778197,0.0,0.0,0.0
LPCAT2,0.05952470765748774,0.027838551490003773,0.0008298755186721991,0.0008298755186721991,0.0
LPCAT3,0.05990192380233874,0.032289701999245565,0.0012070916635231988,0.0012070916635231988,0.0
LPCAT1,0.06020369671821954,0.024669935873255375,0.0015843078083741984,0.0015843078083741984,0.0
TAGLN,0.06080724254998114,0.033647680120709164,0.01010939268200679,0.01003394945303659,7.544322897019993e-05
ALPP,0.0003017729158807997,0.0,0.0,0.0,0.0
PDK1,0.028215767634854772,0.001056205205582799,0.0,0.0,0.0
PDK3,0.04571859675594116,0.005582798943794795,0.0,0.0,0.0
PDK2,0.058091286307053944,0.02135043379856658,0.0003017729158807997,0.0003017729158807997,0.0
EBP,0.060731799321010936,0.03319502074688797,0.0023387400980761975,0.0023387400980761975,0.0
PDK4,0.05560165975103734,0.01750282912108638,0.00045265937382119953,0.00045265937382119953,0.0
LNPEP,0.055450773293096944,0.01116559788758959,0.00015088645794039985,0.00015088645794039985,0.0
ALPI,0.024594492644285176,0.0017351942663145982,7.544322897019993e-05,7.544322897019993e-05,0.0
SEC61A1,0.05899660505469634,0.023085628064881177,0.0006789890607317993,0.0006789890607317993,0.0
SEC61A2,0.05763862693323274,0.014032440588457186,0.00015088645794039985,0.00015088645794039985,0.0
ALPL,0.05884571859675594,0.026329686910599774,0.0007544322897019992,0.0007544322897019992,0.0
PECR,0.04956620143342135,0.006035458317615994,7.544322897019993e-05,7.544322897019993e-05,0.0
DDIT3,0.0,0.0,0.0,0.0,0.0
DDIT4,1.0,1.0,1.0,0.0,1.0
HYAL1,0.05288570350811015,0.006714447378347793,7.544322897019993e-05,7.544322897019993e-05,0.0
