gene_downregulated.regen,downregulated.regen_Fraction_sp_less4,downregulated.regen_Fraction_sp_less3,downregulated.regen_Fraction_sp_less2,downregulated.regen_Fraction_sp_1,downregulated.regen_Fraction_sp_0
CALR,0.05394190871369295,0.009883062995096191,0.00022632968691059977,0.00022632968691059977,0.0
CALU,0.06110901546586194,0.03372312334967937,0.007846095812900793,0.007846095812900793,0.0
CHPF,0.05756318370426254,0.012674462466993587,0.0003017729158807997,0.0003017729158807997,0.0
DHX29,0.055073557148245945,0.011316484345529988,0.0003017729158807997,0.0003017729158807997,0.0
AGMO,0.04526593738211995,0.0025650697849867975,7.544322897019993e-05,7.544322897019993e-05,0.0
RIBC1,0.058694832138815545,0.020445115050924178,0.0009053187476423991,0.0009053187476423991,0.0
CLEC1B,0.05695963787250094,0.016748396831384384,0.00045265937382119953,0.00045265937382119953,0.0
RFFL,0.05130139569973595,0.009053187476423991,0.0,0.0,0.0
RFC2,0.056129762353828744,0.015918521312712184,0.00015088645794039985,0.00015088645794039985,0.0
RAB27A,0.059072048283666544,0.022632968691059976,0.00045265937382119953,0.00045265937382119953,0.0
RAB27B,0.06080724254998114,0.02776310826103357,0.0017351942663145982,0.0017351942663145982,0.0
FAM122A,0.0,0.0,0.0,0.0,0.0
FAM122B,0.05794039984911354,0.01991701244813278,0.001056205205582799,0.001056205205582799,0.0
FAM122C,0.056733308185590345,0.02082233119577518,0.00015088645794039985,0.00015088645794039985,0.0
CYP2D6,0.05997736703130894,0.029045643153526972,0.0008298755186721991,0.0008298755186721991,0.0
C10orf54,0.06058091286307054,0.035609204073934364,0.003093172387778197,0.003093172387778197,0.0
SPRR3,0.0003017729158807997,0.00015088645794039985,0.0,0.0,0.0
DHX40,0.05824217276499434,0.02006789890607318,0.0003772161448509996,0.0003772161448509996,0.0
TRIM9,0.056129762353828744,0.016371180686533385,0.00022632968691059977,0.00022632968691059977,0.0
PFN1,0.06035458317615994,0.03319502074688797,0.0017351942663145982,0.0017351942663145982,0.0
PFN2,0.06095812900792154,0.03576009053187476,0.001961523953225198,0.001961523953225198,0.0
PFN3,0.04722746133534515,0.0027159562429271973,0.00015088645794039985,0.00015088645794039985,0.0
PFN4,0.05371557902678235,0.00958129007921539,0.0,0.0,0.0
TRIM3,0.05854394568087514,0.024896265560165973,0.001056205205582799,0.001056205205582799,0.0
TRIM2,0.05748774047529234,0.013806110901546586,0.00015088645794039985,0.00015088645794039985,0.0
TRIM5,0.05590343266691814,0.012599019238023387,7.544322897019993e-05,7.544322897019993e-05,0.0
TRIM7,0.05220671444737835,0.007317993210109393,0.00015088645794039985,0.00015088645794039985,0.0
TRIM6,0.055677102980007546,0.01870992078460958,0.00022632968691059977,0.00022632968691059977,0.0
PPA2,0.05688419464353074,0.014107883817427386,0.00015088645794039985,0.00015088645794039985,0.0
PPA1,0.03213881554130517,0.0007544322897019992,7.544322897019993e-05,7.544322897019993e-05,0.0
NUP62,0.05024519049415315,0.007695209354960392,7.544322897019993e-05,7.544322897019993e-05,0.0
CSF1R,0.057110524330441344,0.018408147868728783,0.003017729158807997,0.003017729158807997,0.0
SIPA1,0.05975103734439834,0.029347416069407772,0.002866842700867597,0.002866842700867597,0.0
RMND1,0.04752923425122595,0.003998491135420596,0.0,0.0,0.0
FAM159A,0.05763862693323274,0.020445115050924178,0.0003017729158807997,0.0003017729158807997,0.0
SSX2IP,0.05084873632591475,0.008826857789513391,0.0,0.0,0.0
LRAT,0.057110524330441344,0.015239532251980385,0.0003772161448509996,0.0003017729158807997,7.544322897019993e-05
PPAN,0.056431535269709544,0.014334213504337986,0.0003017729158807997,0.0003017729158807997,0.0
OR7A5,0.05265937382119955,0.005809128630705394,0.0,0.0,0.0
PPAT,0.05899660505469634,0.02067144473783478,0.0003772161448509996,0.0003772161448509996,0.0
DCXR,0.04873632591474915,0.005054696341003395,0.00015088645794039985,0.00015088645794039985,0.0
NFYC,0.042172764994341756,0.005130139569973595,0.0,0.0,0.0
NFYB,0.06005281026027914,0.030705394190871368,0.0013579781214635986,0.0013579781214635986,0.0
NFYA,0.03968313843832516,0.003847604677480196,0.0,0.0,0.0
RAB1B,0.049113542059600154,0.004073934364390796,7.544322897019993e-05,7.544322897019993e-05,0.0
NLE1,0.04571859675594116,0.004375707280271595,7.544322897019993e-05,7.544322897019993e-05,0.0
SKIL,0.0,0.0,0.0,0.0,0.0
CYTH1,0.06058091286307054,0.035533760844964166,0.000980761976612599,0.000980761976612599,0.0
GCGR,0.043228970199924555,0.003244058845718597,0.00015088645794039985,0.00015088645794039985,0.0
CYTH3,0.06058091286307054,0.03183704262542437,0.004300264051301396,0.004300264051301396,0.0
CYTH2,0.05960015088645794,0.02029422859298378,0.0006035458317615994,0.0006035458317615994,0.0
CYTH4,0.05952470765748774,0.028366654092795172,0.0036212749905695962,0.0036212749905695962,0.0
DPH1,0.056431535269709544,0.013051678611844588,0.0003772161448509996,0.0003772161448509996,0.0
DPH2,0.057035081101471145,0.01870992078460958,0.0003772161448509996,0.0003772161448509996,0.0
DPH3,0.05816672953602414,0.016446623915503583,7.544322897019993e-05,7.544322897019993e-05,0.0
MYH7B,0.06065635609204074,0.03183704262542437,0.0015088645794039985,0.0015088645794039985,0.0
DPH5,0.04918898528857035,0.004149377593360996,0.00022632968691059977,0.00022632968691059977,0.0
SPAST,0.05288570350811015,0.011769143719351189,0.0,0.0,0.0
PAM,0.06050546963410034,0.03138438325160317,0.0025650697849867975,0.0025650697849867975,0.0
DCN,0.06133534515277254,0.03674085250848736,0.01010939268200679,0.01010939268200679,0.0
DCK,0.052131271218408146,0.011618257261410789,0.00015088645794039985,7.544322897019993e-05,7.544322897019993e-05
DCD,0.00022632968691059977,0.0,0.0,0.0,0.0
THRB,0.052433044134288946,0.00927951716333459,7.544322897019993e-05,7.544322897019993e-05,0.0
DCC,0.05160316861561675,0.0063372312334967935,7.544322897019993e-05,7.544322897019993e-05,0.0
THRA,0.06095812900792154,0.03643907959260656,0.0013579781214635986,0.0013579781214635986,0.0
DCX,0.05099962278385515,0.005130139569973595,0.00015088645794039985,7.544322897019993e-05,7.544322897019993e-05
DCT,0.05786495662014334,0.01833270463975858,0.00022632968691059977,0.00022632968691059977,0.0
CREB5,0.05794039984911354,0.01961523953225198,0.00022632968691059977,0.00022632968691059977,0.0
CDH23,0.04571859675594116,0.0036967182195397964,0.0,0.0,0.0
CDH24,0.05062240663900415,0.009053187476423991,0.0,0.0,0.0
CREB1,0.05944926442851754,0.03123349679366277,0.0009053187476423991,0.0009053187476423991,0.0
FLRT3,0.047755563938136555,0.0053564692568841945,0.00022632968691059977,0.00015088645794039985,7.544322897019993e-05
FLRT2,0.044209732176537155,0.00965673330818559,0.00015088645794039985,7.544322897019993e-05,7.544322897019993e-05
TRPT1,0.05726141078838174,0.01916258015843078,7.544322897019993e-05,7.544322897019993e-05,0.0
ARCN1,0.04820822331195775,0.0036967182195397964,7.544322897019993e-05,7.544322897019993e-05,0.0
QRFP,0.04028668427008676,0.01018483591097699,7.544322897019993e-05,7.544322897019993e-05,0.0
AES,0.04209732176537156,0.0034703885326291964,0.0,0.0,0.0
FAM196B,0.02881931346661637,0.0007544322897019992,0.0,0.0,0.0
PPP6C,0.05469634100339495,0.00973217653715579,0.00015088645794039985,0.00015088645794039985,0.0
SLC39A13,0.05952470765748774,0.03002640513013957,0.0015088645794039985,0.0015088645794039985,0.0
HSPA4L,0.05952470765748774,0.02021878536401358,7.544322897019993e-05,7.544322897019993e-05,0.0
PRAC1,0.01018483591097699,7.544322897019993e-05,0.0,0.0,0.0
MOS,0.04798189362504715,0.004375707280271595,7.544322897019993e-05,7.544322897019993e-05,0.0
EIF4EBP1,0.057035081101471145,0.015314975480950585,0.0006035458317615994,0.0006035458317615994,0.0
EIF4EBP3,0.05122595247076575,0.006110901546586194,0.0,0.0,0.0
EIF4EBP2,0.05069784986797435,0.005507355714824595,0.00015088645794039985,0.00015088645794039985,0.0
MOG,0.0,0.0,0.0,0.0,0.0
SH2D1B,0.05763862693323274,0.01953979630328178,0.00015088645794039985,0.00015088645794039985,0.0
SH2D1A,0.059072048283666544,0.02285929837797058,0.0025650697849867975,0.0025650697849867975,0.0
LRRC37A3,0.05967559411542814,0.02089777442474538,0.0006789890607317993,0.0006789890607317993,0.0
CSDC2,0.05975103734439834,0.03032817804602037,0.0005281026027913995,0.0005281026027913995,0.0
PDHA2,0.04556771029800075,0.0024896265560165973,0.00022632968691059977,0.00022632968691059977,0.0
CPSF3L,0.05854394568087514,0.020445115050924178,0.0006789890607317993,0.0006789890607317993,0.0
PDHA1,0.056431535269709544,0.011769143719351189,0.00022632968691059977,0.00022632968691059977,0.0
ERCC6,0.057714070162202945,0.016144850999622783,0.0007544322897019992,0.0007544322897019992,0.0
TCAP,0.009128630705394191,0.00015088645794039985,0.0,0.0,0.0
RILPL2,0.06027913994718974,0.02942285929837797,0.0025650697849867975,0.0025650697849867975,0.0
MRPS10,0.057336854017351946,0.014711429649188985,0.00022632968691059977,0.00022632968691059977,0.0
FMR1,0.04798189362504715,0.005960015088645794,0.0,0.0,0.0
SEL1L3,0.05990192380233874,0.029196529611467372,0.0015843078083741984,0.0015843078083741984,0.0
LYPD1,0.05492267069030554,0.01048660882685779,0.00022632968691059977,0.00022632968691059977,0.0
CALCOCO1,0.055450773293096944,0.016597510373443983,0.0,0.0,0.0
CALCOCO2,0.059072048283666544,0.024669935873255375,0.000980761976612599,0.000980761976612599,0.0
RGS5,0.058091286307053944,0.016823840060354582,0.0006789890607317993,0.0006789890607317993,0.0
RGS6,0.05718596755941154,0.02029422859298378,0.00022632968691059977,0.00022632968691059977,0.0
RGS1,0.04179554884949076,0.006110901546586194,0.00015088645794039985,0.00015088645794039985,0.0
RGS2,0.04986797434930215,0.007317993210109393,7.544322897019993e-05,7.544322897019993e-05,0.0
RGS3,0.05198038476046775,0.007695209354960392,7.544322897019993e-05,0.0,7.544322897019993e-05
RGS8,0.055450773293096944,0.011316484345529988,7.544322897019993e-05,7.544322897019993e-05,0.0
RGS9,0.042549981139192755,0.004149377593360996,0.00022632968691059977,0.00022632968691059977,0.0
CDK2AP1,0.05371557902678235,0.016748396831384384,0.00015088645794039985,0.00015088645794039985,0.0
CDK2AP2,0.05824217276499434,0.014183327046397586,0.0003772161448509996,0.0003772161448509996,0.0
BMP7,0.057336854017351946,0.015239532251980385,0.0006789890607317993,0.0006789890607317993,0.0
CD28,0.06005281026027914,0.029196529611467372,0.0031686156167483968,0.0031686156167483968,0.0
MRPS9,0.05680875141456054,0.013202565069784986,0.0,0.0,0.0
MRPS7,0.05975103734439834,0.026480573368540174,0.0006789890607317993,0.0006789890607317993,0.0
CD22,0.05688419464353074,0.015390418709920785,0.0003017729158807997,0.0003017729158807997,0.0
MRPS5,0.04602036967182195,0.003998491135420596,0.0,0.0,0.0
IFI35,0.058091286307053944,0.01855903432666918,0.0016597510373443983,0.0016597510373443983,0.0
CD27,0.05952470765748774,0.023990946812523575,0.002263296869105998,0.002263296869105998,0.0
MRPS2,0.05899660505469634,0.02006789890607318,0.00022632968691059977,0.00022632968691059977,0.0
IFI30,0.06110901546586194,0.04066390041493776,0.004375707280271595,0.004375707280271595,0.0
NKIRAS2,0.05794039984911354,0.013353451527725387,0.0,0.0,0.0
NKIRAS1,0.06103357223689174,0.033270463975858165,0.002036967182195398,0.002036967182195398,0.0
FAT3,0.05854394568087514,0.028064881176914372,0.0013579781214635986,0.0013579781214635986,0.0
FAT1,0.023764617125612977,0.0009053187476423991,7.544322897019993e-05,0.0,7.544322897019993e-05
FAT4,0.06065635609204074,0.035231987929083365,0.00943040362127499,0.00943040362127499,0.0
PSG4,0.05167861184458695,0.007393436439079593,7.544322897019993e-05,7.544322897019993e-05,0.0
PSG5,0.0,0.0,0.0,0.0,0.0
PSG2,0.0,0.0,0.0,0.0,0.0
PSG3,0.04051301395699736,0.002036967182195398,7.544322897019993e-05,7.544322897019993e-05,0.0
PSG1,0.0,0.0,0.0,0.0,0.0
COL27A1,0.05092417955488495,0.013202565069784986,0.00015088645794039985,0.00015088645794039985,0.0
LSM6,0.03998491135420596,0.004073934364390796,0.0,0.0,0.0
NEURL1B,0.05846850245190494,0.023085628064881177,0.003923047906450396,0.003923047906450396,0.0
LSM7,0.05122595247076575,0.007846095812900793,0.0,0.0,0.0
GATSL3,0.053791022255752545,0.012221803093172388,7.544322897019993e-05,7.544322897019993e-05,0.0
AKR7A2,0.05273481705016975,0.007317993210109393,7.544322897019993e-05,7.544322897019993e-05,0.0
LSM3,0.05582798943794794,0.01093926820067899,7.544322897019993e-05,7.544322897019993e-05,0.0
RASSF9,0.043530743115805355,0.011542814032440589,0.00015088645794039985,0.00015088645794039985,0.0
GAMT,0.05944926442851754,0.027838551490003773,0.000980761976612599,0.000980761976612599,0.0
MARCH10,0.05077329309694455,0.006563560920407393,0.0,0.0,0.0
HIST1H1T,0.02693323274236137,0.00045265937382119953,7.544322897019993e-05,7.544322897019993e-05,0.0
PLCD4,0.053187476423990944,0.01093926820067899,0.0003017729158807997,0.0003017729158807997,0.0
CTRB1,0.00015088645794039985,7.544322897019993e-05,7.544322897019993e-05,7.544322897019993e-05,0.0
PLCD3,0.05944926442851754,0.026631459826480575,0.0005281026027913995,0.0005281026027913995,0.0
OR8B4,0.0,0.0,0.0,0.0,0.0
PLCD1,0.057110524330441344,0.02165220671444738,0.00022632968691059977,0.00022632968691059977,0.0
HIST1H1D,0.025273481705016976,0.0014334213504337986,0.0,0.0,0.0
HIST1H1E,0.013579781214635987,0.00015088645794039985,0.0,0.0,0.0
OR8B8,0.0,0.0,0.0,0.0,0.0
HIST1H1A,0.005960015088645794,0.00022632968691059977,0.0,0.0,0.0
HIST1H1B,0.0,0.0,0.0,0.0,0.0
HIST1H1C,0.03975858166729536,0.002263296869105998,0.0,0.0,0.0
SOS2,0.04730290456431535,0.004828366654092795,0.00015088645794039985,0.00015088645794039985,0.0
SOS1,0.05937382119954734,0.02881931346661637,0.0012070916635231988,0.0012070916635231988,0.0
GNMT,0.034930215013202565,0.0015843078083741984,0.0,0.0,0.0
CAB39,0.05726141078838174,0.014560543191248585,0.00022632968691059977,0.00022632968691059977,0.0
CKMT1A,0.06080724254998114,0.027687665032063373,0.0015088645794039985,0.0015088645794039985,0.0
CKMT1B,0.06088268577895134,0.02791399471897397,0.0013579781214635986,0.0013579781214635986,0.0
BCL2L14,0.05914749151263674,0.02082233119577518,0.0009053187476423991,0.0009053187476423991,0.0
BCL2L11,0.05628064881176914,0.01923802338740098,7.544322897019993e-05,7.544322897019993e-05,0.0
BCL2L10,0.05952470765748774,0.026178800452659374,0.0008298755186721991,0.0008298755186721991,0.0
BCL2L13,0.05597887589588835,0.010637495284798189,7.544322897019993e-05,7.544322897019993e-05,0.0
BCL2L12,0.051452282157676346,0.00935496039230479,0.00015088645794039985,0.00015088645794039985,0.0
HSD11B2,0.05846850245190494,0.017955488494907582,0.000980761976612599,0.000980761976612599,0.0
HSD11B1,0.03447755563938137,0.008147868728781591,7.544322897019993e-05,7.544322897019993e-05,0.0
ISYNA1,0.05877027536778574,0.023689173896642775,0.0003017729158807997,0.0003017729158807997,0.0
GTF2H3,0.04926442851754055,0.0072425499811391925,0.00015088645794039985,0.00015088645794039985,0.0
GTF2H2,0.0,0.0,0.0,0.0,0.0
GTF2H1,0.05273481705016975,0.011542814032440589,0.0,0.0,0.0
GTF2H5,0.06043002640513014,0.028064881176914372,0.0006035458317615994,0.0006035458317615994,0.0
GTF2H4,0.05198038476046775,0.007544322897019992,0.00015088645794039985,0.00015088645794039985,0.0
ALDH1B1,0.057714070162202945,0.02187853640135798,0.0015088645794039985,0.0015088645794039985,0.0
COX7A2L,0.04986797434930215,0.004149377593360996,0.0,0.0,0.0
SMARCC2,0.05944926442851754,0.02844209732176537,0.001131648434552999,0.001131648434552999,0.0
SMARCC1,0.05650697849867974,0.015918521312712184,0.0003772161448509996,0.0003772161448509996,0.0
RYK,0.06035458317615994,0.032666918144096564,0.005054696341003395,0.005054696341003395,0.0
IFNW1,0.025047152018106374,0.00045265937382119953,0.0,0.0,0.0
BLOC1S6,0.05265937382119955,0.013278008298755186,0.0,0.0,0.0
LHX2,0.0008298755186721991,0.00022632968691059977,0.0,0.0,0.0
LHX3,0.03809883062995096,0.001961523953225198,0.0,0.0,0.0
LHX4,0.05748774047529234,0.015164089023010184,0.0003772161448509996,0.0003772161448509996,0.0
LHX5,0.0034703885326291964,0.00015088645794039985,0.0,0.0,0.0
LHX6,0.05937382119954734,0.026782346284420975,0.0027159562429271973,0.0027159562429271973,0.0
LHX8,0.0003772161448509996,7.544322897019993e-05,0.0,0.0,0.0
LHX9,0.0,0.0,0.0,0.0,0.0
SLC38A7,0.04873632591474915,0.005431912485854395,0.0,0.0,0.0
SLC38A1,0.007167106752168993,7.544322897019993e-05,0.0,0.0,0.0
SLC38A3,0.05929837797057714,0.026631459826480575,0.0012070916635231988,0.0012070916635231988,0.0
SLC38A2,0.057035081101471145,0.01855903432666918,0.00015088645794039985,0.00015088645794039985,0.0
SLC38A9,0.054470011316484344,0.012976235382874388,0.0003772161448509996,0.0003017729158807997,7.544322897019993e-05
OCA2,0.054771784232365145,0.012146359864202188,7.544322897019993e-05,7.544322897019993e-05,0.0
YBX1,0.05922293474160694,0.024669935873255375,0.0006035458317615994,0.0006035458317615994,0.0
YBX3,0.05364013579781215,0.007695209354960392,0.0,0.0,0.0
YBX2,0.041192003017729156,0.004224820822331196,7.544322897019993e-05,7.544322897019993e-05,0.0
STIP1,0.05220671444737835,0.005733685401735194,0.00022632968691059977,0.00022632968691059977,0.0
CHIC2,0.05778951339117314,0.01833270463975858,0.00015088645794039985,0.00015088645794039985,0.0
VSNL1,0.046473029045643155,0.0034703885326291964,0.0,0.0,0.0
SDCCAG8,0.05160316861561675,0.006865333836288193,0.0,0.0,0.0
SDCCAG3,0.04964164466239155,0.008977744247453791,0.00015088645794039985,0.00015088645794039985,0.0
CDIPT,0.03515654470011317,0.0015088645794039985,0.0,0.0,0.0
NCOA2,0.04571859675594116,0.004224820822331196,0.0,0.0,0.0
NCOA3,0.06058091286307054,0.03206337231233497,0.0006789890607317993,0.0006789890607317993,0.0
NCOA1,0.058015843078083745,0.016371180686533385,0.00045265937382119953,0.00045265937382119953,0.0
NCOA6,0.05394190871369295,0.008902301018483591,7.544322897019993e-05,7.544322897019993e-05,0.0
NCOA7,0.013278008298755186,0.00015088645794039985,0.0,0.0,0.0
NCOA5,0.056356092040739346,0.012749905695963787,0.0006035458317615994,0.0006035458317615994,0.0
CISH,0.05062240663900415,0.005130139569973595,0.0,0.0,0.0
RIF1,0.06005281026027914,0.028668427008675973,0.0014334213504337986,0.0014334213504337986,0.0
PRDM14,0.04458694832138815,0.0021878536401357977,7.544322897019993e-05,7.544322897019993e-05,0.0
SREK1,0.05726141078838174,0.015465861938890985,0.0007544322897019992,0.0007544322897019992,0.0
ERO1L,0.05816672953602414,0.01788004526593738,0.0003017729158807997,0.0003017729158807997,0.0
SMARCAD1,0.05975103734439834,0.023311957751791776,0.0012070916635231988,0.001131648434552999,7.544322897019993e-05
AP1S1,0.06020369671821954,0.03040362127499057,0.0007544322897019992,0.0007544322897019992,0.0
ZNF497,0.05967559411542814,0.026631459826480575,0.001056205205582799,0.001056205205582799,0.0
ZNF496,0.05952470765748774,0.02746133534515277,0.000980761976612599,0.000980761976612599,0.0
ERF,0.04971708789136175,0.005733685401735194,0.00015088645794039985,0.00015088645794039985,0.0
ERG,0.06050546963410034,0.033345907204828364,0.005809128630705394,0.005809128630705394,0.0
ZNF493,0.05892116182572614,0.02135043379856658,0.0008298755186721991,0.0008298755186721991,0.0
CBLL1,0.05235760090531875,0.00935496039230479,0.00015088645794039985,0.00015088645794039985,0.0
HAND2,0.05922293474160694,0.025424368162957376,0.004149377593360996,0.004149377593360996,0.0
ZNF490,0.02844209732176537,0.0017351942663145982,0.0,0.0,0.0
ERH,0.051150509241795546,0.003847604677480196,0.00022632968691059977,0.00022632968691059977,0.0
RGAG4,0.06043002640513014,0.03734439834024896,0.003017729158807997,0.003017729158807997,0.0
MTRNR2L8,0.02202942285929838,0.0006035458317615994,0.0,0.0,0.0
NDNL2,0.053112033195020746,0.007544322897019992,7.544322897019993e-05,7.544322897019993e-05,0.0
MTRNR2L1,0.0,0.0,0.0,0.0,0.0
MTRNR2L6,0.0,0.0,0.0,0.0,0.0
NLGN4X,0.05726141078838174,0.024669935873255375,0.0006789890607317993,0.0006789890607317993,0.0
NCR3,0.05680875141456054,0.016144850999622783,0.0005281026027913995,0.0005281026027913995,0.0
NCR2,0.004677480196152395,0.00015088645794039985,7.544322897019993e-05,0.0,7.544322897019993e-05
NCR1,0.05861938890984534,0.01953979630328178,0.0014334213504337986,0.0014334213504337986,0.0
FBN1,0.06103357223689174,0.03741984156921916,0.01093926820067899,0.01086382497170879,7.544322897019993e-05
SCN1B,0.05356469256884195,0.010788381742738589,0.00015088645794039985,0.00015088645794039985,0.0
SCN1A,0.023387400980761978,0.0006789890607317993,0.0,0.0,0.0
FRYL,0.054394568087514146,0.015314975480950585,0.0,0.0,0.0
DEXI,0.06043002640513014,0.02972463221425877,0.001056205205582799,0.001056205205582799,0.0
IDI1,0.055375330064126746,0.02014334213504338,0.0003017729158807997,0.0003017729158807997,0.0
IDI2,0.011995473406261788,0.00022632968691059977,0.00015088645794039985,0.00015088645794039985,0.0
TMEM185B,0.04428517540550735,0.003244058845718597,0.0,0.0,0.0
UBXN10,0.05303658996605055,0.0063372312334967935,7.544322897019993e-05,7.544322897019993e-05,0.0
UBXN11,0.05982648057336854,0.023538287438702378,0.0003772161448509996,0.0003772161448509996,0.0
FCHSD1,0.05990192380233874,0.02964918898528857,0.0012070916635231988,0.0012070916635231988,0.0
FCHSD2,0.06050546963410034,0.03017729158807997,0.0013579781214635986,0.0013579781214635986,0.0
HIGD2A,0.05560165975103734,0.012976235382874388,7.544322897019993e-05,7.544322897019993e-05,0.0
HIGD2B,0.04700113164843455,0.004224820822331196,0.00015088645794039985,0.00015088645794039985,0.0
TRAIP,0.05582798943794794,0.014183327046397586,0.0014334213504337986,0.0014334213504337986,0.0
UBA52,0.04964164466239155,0.003847604677480196,0.0,0.0,0.0
MAN1C1,0.05756318370426254,0.02082233119577518,0.0009053187476423991,0.0009053187476423991,0.0
MESDC2,0.053413806110901546,0.009883062995096191,0.00015088645794039985,0.00015088645794039985,0.0
NID2,0.06095812900792154,0.033270463975858165,0.006865333836288193,0.0067898906073179935,7.544322897019993e-05
NID1,0.060731799321010936,0.03319502074688797,0.0077706525839305925,0.0077706525839305925,0.0
OR5B3,0.0,0.0,0.0,0.0,0.0
FCER1A,0.053187476423990944,0.011467370803470388,0.00015088645794039985,0.00015088645794039985,0.0
SOSTDC1,0.054771784232365145,0.011391927574500188,0.0006035458317615994,0.0006035458317615994,0.0
OR4D6,0.0,0.0,0.0,0.0,0.0
FANCG,0.059072048283666544,0.021124104111655977,0.0007544322897019992,0.0007544322897019992,0.0
FANCF,0.06058091286307054,0.03251603168615617,0.000980761976612599,0.000980761976612599,0.0
FANCE,0.05778951339117314,0.017955488494907582,0.0005281026027913995,0.0005281026027913995,0.0
FANCC,0.05364013579781215,0.00973217653715579,7.544322897019993e-05,7.544322897019993e-05,0.0
FANCB,0.05333836288193135,0.01033572236891739,0.00045265937382119953,0.00045265937382119953,0.0
FANCA,0.06110901546586194,0.03809883062995096,0.004149377593360996,0.004149377593360996,0.0
HNRNPAB,0.05794039984911354,0.015088645794039984,0.0003017729158807997,0.0003017729158807997,0.0
FANCM,0.054771784232365145,0.01803093172387778,0.00022632968691059977,0.00022632968691059977,0.0
FANCL,0.05975103734439834,0.022406639004149378,0.0014334213504337986,0.0014334213504337986,0.0
FANCI,0.05937382119954734,0.024217276499434177,0.003847604677480196,0.003847604677480196,0.0
CA5B,0.05748774047529234,0.02233119577517918,0.0003772161448509996,0.0003772161448509996,0.0
CA5A,0.03002640513013957,0.0012825348924933987,0.0003017729158807997,0.0003017729158807997,0.0
F13B,0.03379856657864957,0.0018106374952847981,0.0003772161448509996,0.0003017729158807997,7.544322897019993e-05
HNRNPA3,0.057714070162202945,0.02187853640135798,0.0003772161448509996,0.0003772161448509996,0.0
HNRNPA0,0.05763862693323274,0.022632968691059976,0.00045265937382119953,0.00045265937382119953,0.0
HNRNPA1,0.05680875141456054,0.01991701244813278,0.00045265937382119953,0.00045265937382119953,0.0
HOXA7,0.043907959260656354,0.005130139569973595,7.544322897019993e-05,7.544322897019993e-05,0.0
HOXA6,0.05205582798943795,0.014711429649188985,0.00045265937382119953,0.00045265937382119953,0.0
HOXA5,0.05137683892870615,0.015239532251980385,0.0003772161448509996,0.0003772161448509996,0.0
HOXA4,0.04654847227461335,0.013504337985665787,0.00015088645794039985,0.00015088645794039985,0.0
HOXA3,0.056657864956620146,0.02119954734062618,0.0016597510373443983,0.0016597510373443983,0.0
HOXA2,0.056657864956620146,0.02052055827989438,0.002036967182195398,0.002036967182195398,0.0
HOXA1,0.053413806110901546,0.012146359864202188,0.00022632968691059977,0.00022632968691059977,0.0
IGLL1,0.04730290456431535,0.004375707280271595,0.00015088645794039985,7.544322897019993e-05,7.544322897019993e-05
IGLL5,0.05944926442851754,0.023161071293851376,0.002112410411165598,0.002112410411165598,0.0
HOXA9,0.04164466239155036,0.003847604677480196,7.544322897019993e-05,7.544322897019993e-05,0.0
CEP55,0.059072048283666544,0.024368162957374574,0.0033195020746887966,0.003244058845718597,7.544322897019993e-05
FUT5,0.015767634854771784,0.00045265937382119953,7.544322897019993e-05,7.544322897019993e-05,0.0
B9D2,0.054771784232365145,0.011920030177291588,0.0,0.0,0.0
HSPD1,0.045492267069030555,0.0027159562429271973,7.544322897019993e-05,7.544322897019993e-05,0.0
MTX2,0.05975103734439834,0.026103357223689175,0.0003772161448509996,0.0003772161448509996,0.0
MTX1,0.05794039984911354,0.01886080724254998,0.0003017729158807997,0.0003017729158807997,0.0
PNMT,0.04202187853640136,0.005431912485854395,0.0,0.0,0.0
LIAS,0.05695963787250094,0.014560543191248585,0.00015088645794039985,0.00015088645794039985,0.0
KRIT1,0.057412297246322144,0.013956997359486986,0.001056205205582799,0.001056205205582799,0.0
SCRIB,0.05748774047529234,0.015918521312712184,0.0003017729158807997,0.0003017729158807997,0.0
TYMS,0.05929837797057714,0.023764617125612977,0.002640513013956997,0.0025650697849867975,7.544322897019993e-05
TYMP,0.06088268577895134,0.03643907959260656,0.0033949453036589967,0.0033949453036589967,0.0
WWP2,0.04768012070916635,0.006865333836288193,0.0,0.0,0.0
WWP1,0.03923047906450396,0.0014334213504337986,7.544322897019993e-05,7.544322897019993e-05,0.0
TPI1,0.05922293474160694,0.024292719728404376,0.0007544322897019992,0.0007544322897019992,0.0
PRTN3,0.04949075820445115,0.0063372312334967935,0.0005281026027913995,0.00045265937382119953,7.544322897019993e-05
CTSH,0.055450773293096944,0.014258770275367786,0.0005281026027913995,0.00045265937382119953,7.544322897019993e-05
CTSK,0.060731799321010936,0.036816295737457566,0.007846095812900793,0.0077706525839305925,7.544322897019993e-05
CTSL,0.055149000377216144,0.01863447755563938,0.0006789890607317993,0.0006789890607317993,0.0
CTSA,0.05454545454545454,0.013428894756695587,0.0015088645794039985,0.0014334213504337986,7.544322897019993e-05
CTSB,0.05258393059222935,0.011316484345529988,0.0003017729158807997,0.0003017729158807997,0.0
CTSC,0.06005281026027914,0.02844209732176537,0.002866842700867597,0.0027913994718973974,7.544322897019993e-05
CTSD,0.06027913994718974,0.03613730667672577,0.0014334213504337986,0.0013579781214635986,7.544322897019993e-05
CTSE,0.050471520181063746,0.007695209354960392,0.0,0.0,0.0
